Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1785.66,84880000000000.0,5356.98,150000000000.0,8928.3,542800000.0,12499.6,2547000.0,16070.9,13670.0
1748.12,109900000000000.0,5244.37,322900000000.0,8740.62,1944000000.0,12236.9,15190000.0,15733.1,135800.0
1707.28,137300000000000.0,5121.83,623500000000.0,8536.38,5810000000.0,11950.9,70270000.0,15365.5,972200.0
1663.68,166800000000000.0,4991.05,1104000000000.0,8318.42,15030000000.0,11645.8,265600000.0,14973.2,5370000.0
1617.9,198000000000000.0,4853.7,1823000000000.0,8089.5,34580000000.0,11325.3,851600000.0,14561.1,24000000.0
1570.46,230600000000000.0,4711.39,2840000000000.0,7852.31,72150000000.0,10993.2,2381000000.0,14134.2,89930000.0
1521.87,264300000000000.0,4565.6,4211000000000.0,7609.34,138600000000.0,10653.1,5931000000.0,13696.8,290400000.0
1472.58,298900000000000.0,4417.74,5987000000000.0,7362.9,248200000000.0,10308.1,13380000000.0,13253.2,825400000.0
1423.01,334000000000000.0,4269.03,8207000000000.0,7115.05,418100000000.0,9961.07,27710000000.0,12807.1,2102000000.0
1373.53,369400000000000.0,4120.59,10900000000000.0,6867.64,668000000000.0,9614.7,53260000000.0,12361.8,4861000000.0
1324.45,405000000000000.0,3973.35,14080000000000.0,6622.26,1019000000000.0,9271.16,95920000000.0,11920.1,10340000000.0
1276.05,440500000000000.0,3828.15,17760000000000.0,6380.25,1491000000000.0,8932.35,163100000000.0,11484.4,20410000000.0
1228.55,475900000000000.0,3685.64,21920000000000.0,6142.74,2105000000000.0,8599.83,263500000000.0,11056.9,37750000000.0
1182.13,511000000000000.0,3546.39,26540000000000.0,5910.65,2879000000000.0,8274.9,407000000000.0,10639.2,65880000000.0
1136.94,545700000000000.0,3410.82,31600000000000.0,5684.69,3825000000000.0,7958.57,603900000000.0,10232.4,109200000000.0
1093.09,579900000000000.0,3279.26,37050000000000.0,5465.44,4955000000000.0,7651.61,864400000000.0,9837.79,172700000000.0
1050.66,613600000000000.0,3151.97,42870000000000.0,5253.28,6274000000000.0,7354.59,1198000000000.0,9455.91,262200000000.0
1009.7,646600000000000.0,3029.1,49000000000000.0,5048.5,7784000000000.0,7067.9,1614000000000.0,9087.29,383600000000.0
970.249,679100000000000.0,2910.75,55400000000000.0,4851.25,9482000000000.0,6791.74,2120000000000.0,8732.24,542900000000.0
932.32,710900000000000.0,2796.96,62040000000000.0,4661.6,11360000000000.0,6526.24,2720000000000.0,8390.88,745700000000.0
895.908,742100000000000.0,2687.72,68860000000000.0,4479.54,13420000000000.0,6271.36,3417000000000.0,8063.17,997300000000.0
861.001,772600000000000.0,2583.0,75830000000000.0,4305.0,15630000000000.0,6027.01,4214000000000.0,7749.01,1302000000000.0
827.572,802400000000000.0,2482.72,82920000000000.0,4137.86,18000000000000.0,5793.0,5110000000000.0,7448.15,1663000000000.0
795.589,831600000000000.0,2386.77,90080000000000.0,3977.94,20500000000000.0,5569.12,6103000000000.0,7160.3,2083000000000.0
765.012,860200000000000.0,2295.04,97290000000000.0,3825.06,23110000000000.0,5355.09,7188000000000.0,6885.11,2563000000000.0
735.799,888100000000000.0,2207.4,104500000000000.0,3678.99,25840000000000.0,5150.59,8362000000000.0,6622.19,3103000000000.0
707.9,915300000000000.0,2123.7,111800000000000.0,3539.5,28650000000000.0,4955.3,9617000000000.0,6371.1,3703000000000.0
681.268,942000000000000.0,2043.8,119000000000000.0,3406.34,31540000000000.0,4768.88,10950000000000.0,6131.41,4360000000000.0
655.852,968100000000000.0,1967.56,126200000000000.0,3279.26,34480000000000.0,4590.96,12350000000000.0,5902.67,5073000000000.0
631.601,993500000000000.0,1894.8,133300000000000.0,3158.0,37480000000000.0,4421.2,13810000000000.0,5684.41,5838000000000.0
608.463,1018000000000000.0,1825.39,140400000000000.0,3042.31,40510000000000.0,4259.24,15330000000000.0,5476.17,6652000000000.0
586.389,1043000000000000.0,1759.17,147400000000000.0,2931.94,43570000000000.0,4104.72,16890000000000.0,5277.5,7512000000000.0
565.329,1067000000000000.0,1695.99,154300000000000.0,2826.64,46650000000000.0,3957.3,18490000000000.0,5087.96,8412000000000.0
545.234,1090000000000000.0,1635.7,161100000000000.0,2726.17,49730000000000.0,3816.64,20130000000000.0,4907.11,9350000000000.0
