Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1785.66,425100000000000.0,5356.98,3194000000000.0,8928.3,25990000000.0,12499.6,214600000.0,16070.9,1781000.0
1748.12,543100000000000.0,5244.37,6761000000000.0,8740.62,91400000000.0,12236.9,1255000000.0,15733.1,17330000.0
1707.28,668700000000000.0,5121.83,12810000000000.0,8536.38,267600000000.0,11950.9,5683000000.0,15365.5,121400000.0
1663.68,799300000000000.0,4991.05,22240000000000.0,8318.42,677200000000.0,11645.8,20990000000.0,14973.2,654500000.0
1617.9,932600000000000.0,4853.7,35940000000000.0,8089.5,1522000000000.0,11325.3,65630000000.0,14561.1,2850000000.0
1570.46,1067000000000000.0,4711.39,54720000000000.0,7852.31,3098000000000.0,10993.2,178700000000.0,14134.2,10390000000.0
1521.87,1200000000000000.0,4565.6,79210000000000.0,7609.34,5798000000000.0,10653.1,433000000000.0,13696.8,32600000000.0
1472.58,1330000000000000.0,4417.74,109900000000000.0,7362.9,10100000000000.0,10308.1,949300000000.0,13253.2,89950000000.0
1423.01,1456000000000000.0,4269.03,146800000000000.0,7115.05,16550000000000.0,9961.07,1909000000000.0,12807.1,222100000000.0
1373.53,1578000000000000.0,4120.59,190000000000000.0,6867.64,25690000000000.0,9614.7,3559000000000.0,12361.8,497700000000.0
1324.45,1694000000000000.0,3973.35,239000000000000.0,6622.26,38060000000000.0,9271.16,6216000000000.0,11920.1,1025000000000.0
1276.05,1804000000000000.0,3828.15,293400000000000.0,6380.25,54100000000000.0,8932.35,10240000000000.0,11484.4,1959000000000.0
1228.55,1907000000000000.0,3685.64,352500000000000.0,6142.74,74140000000000.0,8599.83,16040000000000.0,11056.9,3506000000000.0
1182.13,2005000000000000.0,3546.39,415300000000000.0,5910.65,98390000000000.0,8274.9,24000000000000.0,10639.2,5920000000000.0
1136.94,2095000000000000.0,3410.82,481200000000000.0,5684.69,126900000000000.0,7958.57,34500000000000.0,10232.4,9492000000000.0
