Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1093.09,2180000000000000.0,3279.26,549200000000000.0,5465.44,159500000000000.0,7651.61,47850000000000.0,9837.79,14530000000000.0
1050.66,2258000000000000.0,3151.97,618400000000000.0,5253.28,196100000000000.0,7354.59,64270000000000.0,9455.91,21340000000000.0
1009.7,2330000000000000.0,3029.1,688200000000000.0,5048.5,236200000000000.0,7067.9,83920000000000.0,9087.29,30220000000000.0
970.249,2397000000000000.0,2910.75,757700000000000.0,4851.25,279500000000000.0,6791.74,106800000000000.0,8732.24,41410000000000.0
932.32,2458000000000000.0,2796.96,826700000000000.0,4661.6,325400000000000.0,6526.24,132900000000000.0,8390.88,55080000000000.0
895.908,2514000000000000.0,2687.72,894100000000000.0,4479.54,373300000000000.0,6271.36,162000000000000.0,8063.17,71360000000000.0
861.001,2566000000000000.0,2583.0,959700000000000.0,4305.0,422900000000000.0,6027.01,193900000000000.0,7749.01,90290000000000.0
827.572,2613000000000000.0,2482.72,1023000000000000.0,4137.86,473600000000000.0,5793.0,228200000000000.0,7448.15,111800000000000.0
795.589,2657000000000000.0,2386.77,1084000000000000.0,3977.94,524800000000000.0,5569.12,264800000000000.0,7160.3,135900000000000.0
765.012,2696000000000000.0,2295.04,1143000000000000.0,3825.06,576100000000000.0,5355.09,303000000000000.0,6885.11,162200000000000.0
735.799,2733000000000000.0,2207.4,1199000000000000.0,3678.99,627100000000000.0,5150.59,342700000000000.0,6622.19,190700000000000.0
707.9,2766000000000000.0,2123.7,1252000000000000.0,3539.5,677800000000000.0,4955.3,383500000000000.0,6371.1,221100000000000.0
681.268,2797000000000000.0,2043.8,1302000000000000.0,3406.34,727300000000000.0,4768.88,424900000000000.0,6131.41,253000000000000.0
655.852,2825000000000000.0,1967.56,1350000000000000.0,3279.26,775600000000000.0,4590.96,466600000000000.0,5902.67,286300000000000.0
631.601,2851000000000000.0,1894.8,1395000000000000.0,3158.0,822600000000000.0,4421.2,508400000000000.0,5684.41,320600000000000.0
608.463,2874000000000000.0,1825.39,1437000000000000.0,3042.31,868000000000000.0,4259.24,549900000000000.0,5476.17,355700000000000.0
586.389,2895000000000000.0,1759.17,1477000000000000.0,2931.94,911800000000000.0,4104.72,591100000000000.0,5277.5,391200000000000.0
565.329,2915000000000000.0,1695.99,1514000000000000.0,2826.64,953900000000000.0,3957.3,631400000000000.0,5087.96,426900000000000.0
545.234,2933000000000000.0,1635.7,1549000000000000.0,2726.17,994200000000000.0,3816.64,670900000000000.0,4907.11,462600000000000.0
526.06,2949000000000000.0,1578.18,1583000000000000.0,2630.3,1033000000000000.0,3682.42,709400000000000.0,4734.54,498200000000000.0
507.759,2964000000000000.0,1523.28,1613000000000000.0,2538.79,1069000000000000.0,3554.31,746800000000000.0,4569.83,533400000000000.0
490.289,2978000000000000.0,1470.87,1642000000000000.0,2451.44,1104000000000000.0,3432.02,783000000000000.0,4412.6,568000000000000.0
473.608,2992000000000000.0,1420.82,1669000000000000.0,2368.04,1137000000000000.0,3315.26,817900000000000.0,4262.47,601900000000000.0
457.677,3004000000000000.0,1373.03,1694000000000000.0,2288.38,1169000000000000.0,3203.74,851500000000000.0,4119.09,635100000000000.0
442.457,3014000000000000.0,1327.37,1717000000000000.0,2212.28,1199000000000000.0,3097.2,883700000000000.0,3982.11,667300000000000.0
427.912,3024000000000000.0,1283.74,1739000000000000.0,2139.56,1227000000000000.0,2995.38,914600000000000.0,3851.21,698600000000000.0
414.008,3034000000000000.0,1242.02,1759000000000000.0,2070.04,1253000000000000.0,2898.06,944200000000000.0,3726.07,728900000000000.0
400.713,3042000000000000.0,1202.14,1778000000000000.0,2003.56,1279000000000000.0,2804.99,972400000000000.0,3606.41,758200000000000.0
387.994,3050000000000000.0,1163.98,1796000000000000.0,1939.97,1303000000000000.0,2715.96,999300000000000.0,3491.95,786400000000000.0
375.823,3057000000000000.0,1127.47,1813000000000000.0,1879.12,1325000000000000.0,2630.76,1025000000000000.0,3382.41,813600000000000.0
364.172,3064000000000000.0,1092.52,1828000000000000.0,1820.86,1346000000000000.0,2549.2,1049000000000000.0,3277.55,839600000000000.0
353.015,3071000000000000.0,1059.04,1843000000000000.0,1765.07,1366000000000000.0,2471.1,1073000000000000.0,3177.13,864600000000000.0
342.326,3076000000000000.0,1026.98,1857000000000000.0,1711.63,1385000000000000.0,2396.28,1095000000000000.0,3080.93,888500000000000.0
332.082,3082000000000000.0,996.245,1869000000000000.0,1660.41,1402000000000000.0,2324.57,1116000000000000.0,2988.74,911400000000000.0
322.26,3087000000000000.0,966.781,1881000000000000.0,1611.3,1419000000000000.0,2255.82,1136000000000000.0,2900.34,933300000000000.0
312.841,3091000000000000.0,938.522,1892000000000000.0,1564.2,1435000000000000.0,2189.88,1154000000000000.0,2815.57,954200000000000.0
