,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,2400,1,100000.0,100,,204.5,0.20450000000000004,,0.0009041173420868632,0.01463676247702406,0.0008278254903450339
1,1,2.5,0.01,2400,1,100000.0,150,,310.3,0.3103,,0.001257093569458334,0.01320204337439398,0.0010101185403904307
2,2,2.5,0.01,2400,1,100000.0,200,,366.7,0.3667,,0.0016920805305232988,0.011578010917636527,0.0010877399672348678
3,3,2.5,0.01,2400,1,100000.0,250,,431.7,0.4316999999999999,,0.002360655320245541,0.009631068832583738,0.0011331914138107712
4,4,2.5,0.01,2400,1,100000.0,300,,495.6,0.49559999999999993,,0.0027955621960643385,0.010561617852598524,0.0010928157867860571
5,5,2.5,0.01,2400,1,100000.0,350,,515.2,0.5152,,0.0032958334262559678,0.009726595091924388,0.0011752412633306013
6,6,2.5,0.01,2400,1,100000.0,400,,562.6,0.5626,,0.003980949712001801,0.009611945974573054,0.001107411898741016
7,7,2.5,0.01,2400,1,100000.0,450,,609.6,0.6096,,0.004481762590103244,0.009027225065977055,0.0011669665733280831
8,8,2.5,0.01,2400,1,100000.0,500,,642.9,0.6429,,0.004696161478779004,0.008428105135749413,0.0011731487129720223
9,9,2.5,0.01,2400,1,100000.0,550,,693.1,0.6931,,0.005059179402996961,0.009104151007892048,0.0011613634196021392
10,10,2.5,0.01,2400,1,100000.0,600,,719.1,0.7191000000000001,,0.00604931997819449,0.008840840564788907,0.0011685405575582175
11,11,2.5,0.01,2400,1,100000.0,650,,725.1,0.7250999999999999,,0.006293711570413052,0.008288927011969104,0.0012151981916096503
12,12,2.5,0.01,2400,1,100000.0,700,,770.0,0.7699999999999998,,0.007169643677013937,0.00870125975390356,0.0011983126361358337
13,13,2.5,0.01,2400,1,100000.0,750,,824.5,0.8245,,0.007923434472138524,0.00784353810526517,0.0012062619104078955
14,14,2.5,0.01,2400,1,100000.0,800,,839.1,0.8391000000000002,,0.008092416740282715,0.00753920449839821,0.001185694799026951
15,15,2.5,0.01,2400,1,100000.0,850,,856.2,0.8561999999999999,,0.008911918135811447,0.006962751594854458,0.0012067361393181928
16,16,2.5,0.01,2400,1,100000.0,900,,876.1,0.8761000000000002,,0.0100064831023019,0.00748413781619793,0.0011890218853964469
17,17,2.5,0.01,2400,1,100000.0,950,,912.0,0.912,,0.009850699547962449,0.00781444785940495,0.0012130982020751328
18,18,2.5,0.01,2400,1,100000.0,1000,,921.4,0.9214000000000001,,0.0111377701257652,0.007034191431746127,0.0012241556931630176
19,19,2.5,0.01,2400,1,100000.0,1050,,946.6,0.9466,,0.011509575603736265,0.007747525339254195,0.0012251293088726075
20,20,2.5,0.01,2400,1,100000.0,1100,,1003.6,1.0036,,0.012899101967036584,0.007468071018555866,0.0012158643942718293
21,21,2.5,0.01,2400,1,100000.0,1150,,1003.3,1.0032999999999999,,0.012912642692344888,0.007095149411907436,0.001227689814075521
22,22,2.5,0.01,2400,1,100000.0,1200,,1026.7,1.0267,,0.013722371001267674,0.007274376541785032,0.0012196371669770092
23,23,2.5,0.01,2400,1,100000.0,1250,,1075.1,1.0751,,0.014467036058022131,0.007383452399268046,0.0012365694941791259
24,24,2.5,0.01,2400,1,100000.0,1300,,1072.7,1.0727000000000002,,0.014474397716594468,0.007106524449671444,0.0012396610918494072
25,25,2.5,0.01,2400,1,100000.0,1350,,1070.0,1.0699999999999998,,0.015263494443820491,0.006787798956174843,0.0012225623346277215
26,26,2.5,0.01,2400,1,100000.0,1400,,1095.6,1.0956,,0.01679583177560744,0.006854749104212995,0.0012267577946356652
27,27,2.5,0.01,2400,1,100000.0,1450,,1121.6,1.1216,,0.016797939385332937,0.007069991701775777,0.0012282521109688183
28,28,2.5,0.01,2400,1,100000.0,1500,,1130.3,1.1302999999999999,,0.017849940117048387,0.0070025817422210606,0.0012268846980469591
29,29,2.5,0.01,2400,1,100000.0,1550,,1164.3,1.1643000000000003,,0.017514493500357275,0.007020298931414606,0.0012414911482734696
30,30,2.5,0.01,2400,1,100000.0,1600,,1191.0,1.191,,0.01892037444672496,0.006537166378384912,0.0012322620055963168
31,31,2.5,0.01,2400,1,100000.0,1650,,1215.7,1.2157,,0.020560585980547327,0.006392652038139252,0.0012481128944718104
32,32,2.5,0.01,2400,1,100000.0,1700,,1229.4,1.2293999999999998,,0.021111788992197945,0.006920429980553573,0.0012400704957093599
33,33,2.5,0.01,2400,1,100000.0,1750,,1228.3,1.2283,,0.022522862382902527,0.006612756282021454,0.0012371791714201456
34,34,2.5,0.01,2400,1,100000.0,1800,,1252.9,1.2529,,0.0218053139683434,0.0065705022433265115,0.0012380717385667053
35,35,2.5,0.01,2400,1,100000.0,1850,,1255.6,1.2555999999999998,,0.024724259303434335,0.006895722866349895,0.0012353555256212853
36,36,2.5,0.01,2400,1,100000.0,1900,,1296.8,1.2968,,0.024095542053419197,0.006439818440121124,0.0012330594743825674
37,37,2.5,0.01,2400,1,100000.0,1950,,1311.1,1.3111,,0.025343886138830384,0.0068320191177648456,0.001231706910200652
38,38,2.5,0.01,2400,1,100000.0,2000,,1323.6,1.3236000000000003,,0.02615921009316935,0.006786128041242276,0.0012478624667429069
