,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,510,1000000.0,17.15,2.43,0.81,,1196.2,0.1196199999999999,510.0,0.0384367581483331,0.0003893657708416,0.00039098441469,-1.1486562405550876e-06,-5.471695171140529e-07,3863726000000.0,2093350000000.0,1387592000000.0,13.344028722266444,1.595681678073802,51540518201783.805,27924429366291.54,18509907465656.105,8.555094748460756e-05,4.635113253810006e-05,3.072417928239775e-05,4.797740531116747e-05,2.599395024598856e-05,1.72302755916267e-05
11,11,2.25,0.02,511,1000000.0,17.15,2.43,0.81,,1195.6,0.1195599999999999,511.0,0.0378584453870189,0.0003990712608272,0.0004378306255419,-1.7042401474513773e-06,-2.011072404300225e-06,3861788000000.0,2092300000000.0,1386896000000.0,13.557188089075506,1.6207246526287515,52349406279908.67,28362681421003.16,18800405970493.52,8.56788606390651e-05,4.6420435330762825e-05,3.077011713353422e-05,4.805906387452486e-05,2.6038192501677552e-05,1.7259601886826266e-05
12,12,2.25,0.02,512,1000000.0,17.15,2.43,0.81,,1208.1,0.12081,512.0,0.0363606978367556,0.0004132062553959,0.0003956145331422,3.613003991441757e-08,-2.7120354237609237e-08,3902163000000.0,2114175000000.0,1401396000000.0,14.193265340620448,1.7146131799802111,55382005713360.83,30005730649653.7,19889512887770.457,8.672805022445671e-05,4.698888170055704e-05,3.1146915870083525e-05,4.866882237345262e-05,2.636855701348053e-05,1.7478586363221376e-05
13,13,2.25,0.02,513,1000000.0,17.15,2.43,0.81,,1199.8,0.1199799999999999,513.0,0.0383494436717568,0.0004190928619801,0.0004122287706366,-1.3792405270214469e-06,1.5533983853668697e-06,3875354000000.0,2099650000000.0,1391768000000.0,13.48099867137734,1.617171134664974,52234627649678.66,28300494856637.043,18759185162113.703,8.631954147489583e-05,4.676755343067112e-05,3.100020684547343e-05,4.844148902659876e-05,2.6245388791500876e-05,1.7396943427509154e-05
14,14,2.25,0.02,514,1000000.0,17.15,2.43,0.81,,1193.9,0.1193899999999999,514.0,0.0373825967649849,0.0003983747863925,0.0004159963039052,2.857493055950966e-06,1.083640666881344e-06,3856297000000.0,2089325000000.0,1384924000000.0,13.903454229921362,1.658151089859453,53558280202460.34,29017644072540.43,19234552642369.65,8.606250309323067e-05,4.662829114958318e-05,3.090789584772371e-05,4.831026078015062e-05,2.617428989636644e-05,1.7349815017020035e-05
15,15,2.25,0.02,515,1000000.0,17.15,2.43,0.81,,1197.0,0.1196999999999999,515.0,0.0376185984735684,0.0003827222430707,0.0004048892188288,-9.110990178877516e-07,3.4302011284401493e-06,3866310000000.0,2094750000000.0,1388520000000.0,13.74321903172491,1.6454554962331152,53148212528329.62,28795471184079.51,19087283756304.137,8.646021905716075e-05,4.6843771934994216e-05,3.105072882548188e-05,4.8543436991502445e-05,2.630062375700596e-05,1.743355631892967e-05
16,16,2.25,0.02,516,1000000.0,17.15,2.43,0.81,,1189.7,0.1189699999999999,516.0,0.037242452179646,0.0004307290613018,0.0004077140881819,-9.007047826672768e-08,5.97889831071092e-07,3842731000000.0,2081975000000.0,1380052000000.0,13.971885532972696,1.661639524957859,53670956656138.85,29078691686762.523,19275018489511.164,8.611567897889446e-05,4.6657101613952106e-05,3.092699306981968e-05,4.8354948405194255e-05,2.6198501457922592e-05,1.736586382353726e-05
17,17,2.25,0.02,517,1000000.0,17.15,2.43,0.81,,1176.8,0.1176799999999999,517.0,0.0388429930547999,0.0004041430350327,0.000424868103259,2.5107972987263446e-06,-5.710964826413131e-07,3801064000000.0,2059400000000.0,1365088000000.0,13.531819647819518,1.5934424237526523,51468190287210.67,27885242415671.41,18483932115530.77,8.533125929971085e-05,4.623210643173188e-05,3.0645281977605134e-05,4.7937498928014e-05,2.5972329140564855e-05,1.7215943887460132e-05
18,18,2.25,0.02,518,1000000.0,17.15,2.43,0.81,,1205.4,0.1205399999999999,518.0,0.0380096452147994,0.0004099401444813,0.0004226295409916,-3.683686996816763e-06,2.454108833293619e-06,3893442000000.0,2109450000000.0,1398264000000.0,13.791425264676178,1.6613719960267588,53662315471664.3,29074009930468.277,19271915153910.4,8.759676255453496e-05,4.745954627567683e-05,3.145889924559149e-05,4.9212487353839206e-05,2.666311234341133e-05,1.7673834467632656e-05
19,19,2.25,0.02,519,1000000.0,17.15,2.43,0.81,,1208.0,0.1207999999999999,519.0,0.0379780680595444,0.0004246000787715,0.0004308850126587,2.2881541356644183e-06,-7.393186168769665e-07,3901840000000.0,2114000000000.0,1401280000000.0,13.852417140022007,1.6736390123003937,54058540097302.7,29288682715256.883,19414212542684.56,8.793895326661197e-05,4.76449437203006e-05,3.158179126602783e-05,4.942932254474917e-05,2.678059271000343e-05,1.77517071677737e-05
20,20,2.25,0.02,520,1000000.0,17.15,2.43,0.81,,1185.0,0.1184999999999999,520.0,0.0395360576212169,0.0004145448598444,0.0004205800686544,3.076314363590056e-06,7.91456003172086e-07,3827550000000.0,2073750000000.0,1374600000000.0,13.324723935092663,1.5758408670740305,50899660006491.19,27577215173795.527,18279754058058.76,8.644677632459663e-05,4.683648872075669e-05,3.104590109490157e-05,4.859726817723583e-05,2.632978926011229e-05,1.7452888880988717e-05
21,21,2.25,0.02,521,1000000.0,17.15,2.43,0.81,,1203.1,0.12031,521.0,0.039811043505017,0.0003867427252036,0.0003990951019512,1.564912193247358e-06,5.3869840973907326e-06,3886013000000.0,2105425000000.0,1395596000000.0,13.161704638989011,1.5842184104594823,51170254657841.29,27723822183040.945,18376933561330.0,8.793597005287192e-05,4.764332742802659e-05,3.158071989514906e-05,4.94493465925684e-05,2.679144165232034e-05,1.7758898466680908e-05
22,22,2.25,0.02,522,1000000.0,17.15,2.43,0.81,,1194.6,0.1194599999999999,522.0,0.0403151351043561,0.000377277985921,0.0003928251878263,-2.181861802020762e-06,-2.826884694131329e-06,3858558000000.0,2090550000000.0,1385736000000.0,13.081975976981848,1.561856028126181,50447949708475.64,27332480492208.164,18117529926263.69,8.748873992463671e-05,4.740102008300751e-05,3.14201047407364e-05,4.9209484502529374e-05,2.666148541158712e-05,1.7672756044252034e-05
23,23,2.25,0.02,523,1000000.0,17.15,2.43,0.81,,1179.3,0.1179299999999999,523.0,0.0367062096464792,0.0003943550342007,0.0004364660180589,2.271426693681e-06,2.359718106745131e-06,3809139000000.0,2063775000000.0,1367988000000.0,14.350242619442025,1.690217625559428,54594029305569.53,29578808447289.99,19606524456489.367,8.651771334193543e-05,4.68749220892839e-05,3.107137692775389e-05,4.868780979188734e-05,2.6378844314490044e-05,1.7485405374176263e-05
24,24,2.25,0.02,524,1000000.0,17.15,2.43,0.81,,1207.9,0.12079,524.0,0.0396895283305866,0.0004113141494146,0.0004290160917996,-1.7846228804160086e-06,1.7725533054241809e-06,3901517000000.0,2113825000000.0,1401164000000.0,13.472412014715516,1.6251499276512185,52492342663134.35,28440123733896.312,18851739160754.133,8.880172791034049e-05,4.811239128269222e-05,3.189164222167027e-05,4.998028467949218e-05,2.7079101606536006e-05,1.7949575922046727e-05
25,25,2.25,0.02,525,1000000.0,17.15,2.43,0.81,,1182.1,0.1182099999999999,525.0,0.0386760816801597,0.0004150564584492,0.000419106742566,-1.6018677347680856e-06,7.709715322753764e-07,3818183000000.0,2068675000000.0,1371236000000.0,13.658564793088876,1.6157598405039049,52189042848276.125,28275797208818.33,18742814149845.297,8.707082689324083e-05,4.717459661398497e-05,3.127001832698432e-05,4.902255532908568e-05,2.656020799563466e-05,1.760562358567783e-05
26,26,2.25,0.02,526,1000000.0,17.15,2.43,0.81,,1207.3,0.1207299999999999,526.0,0.0373154218369676,0.0004018268107951,0.0004112023640995,3.76764481487743e-06,-1.3378297338614086e-07,3899579000000.0,2112775000000.0,1400468000000.0,14.214029107513374,1.7150312006632966,55395507781424.48,30013046011607.688,19894361927694.24,8.91029596837501e-05,4.827559735187698e-05,3.1999824530387024e-05,5.018028247600287e-05,2.7187459545821985e-05,1.802140175608772e-05
27,27,2.25,0.02,527,1000000.0,17.15,2.43,0.81,,1209.8,0.1209799999999999,527.0,0.0383477259211644,0.0003872137688761,0.0004007262802136,2.007202852385545e-06,-2.4620708945506e-06,3907654000000.0,2117150000000.0,1403368000000.0,13.871477165720734,1.6788397803688593,54226524905914.14,29379696156455.03,19474541452278.77,8.947371356817227e-05,4.847647019947416e-05,3.213297453222287e-05,5.0397599788796265e-05,2.7305201123960822e-05,1.809944760216832e-05
28,28,2.25,0.02,528,1000000.0,17.15,2.43,0.81,,1189.4,0.1189399999999999,528.0,0.0406036420679469,0.0003943411139087,0.0004298024506832,-2.982411876755113e-06,-4.069664765060065e-07,3841762000000.0,2081450000000.0,1379704000000.0,13.079624436689278,1.554894248539402,50223084227822.69,27210649349439.53,18036773283057.062,8.811564851662212e-05,4.774067644089434e-05,3.164524838367853e-05,4.965977970477357e-05,2.6905453400419125e-05,1.783447196827782e-05
29,29,2.25,0.02,529,1000000.0,17.15,2.43,0.81,,1175.6,0.1175599999999999,529.0,0.0394300816190252,0.000422941296053,0.0004030434787137,1.195259481350518e-06,1.04618810165783e-06,3797188000000.0,2057300000000.0,1363696000000.0,13.4562420968076,1.5806357860243634,51054535888586.95,27661126255426.367,18335375117882.617,8.728076533451647e-05,4.728834035151821e-05,3.13454141758635e-05,4.919480372089673e-05,2.6653531427730425e-05,1.766748368923845e-05
30,30,2.25,0.02,530,1000000.0,17.15,2.43,0.81,,1182.5,0.11825,530.0,0.0399252021682172,0.0003875757126178,0.0004068905780135,-1.8063766175141704e-08,4.958403245855102e-07,3819475000000.0,2069375000000.0,1371700000000.0,13.356913979307938,1.5781300341221332,50973600102144.89,27617275597137.32,18306308395816.742,8.79427898696098e-05,4.764702237517559e-05,3.158316911725925e-05,4.95959066066413e-05,2.68708472327004e-05,1.7811533022818553e-05
31,31,2.25,0.02,531,1000000.0,17.15,2.43,0.81,,1170.6,0.1170599999999999,531.0,0.0403687622189408,0.0004165064546822,0.0003914875526332,1.2936617657719948e-06,-1.064627137925456e-06,3781038000000.0,2048550000000.0,1357896000000.0,13.259585038498743,1.5513564803411588,50108814315019.43,27148738405970.28,17995735171957.44,8.723812789995611e-05,4.726523957427963e-05,3.1330101660665346e-05,4.920639382574631e-05,2.6659810896302183e-05,1.7671646079834588e-05
32,32,2.25,0.02,532,1000000.0,17.15,2.43,0.81,,1186.5,0.1186499999999999,532.0,0.0415105416056462,0.0004314641176428,0.0004186208471002,3.9627149935386256e-06,8.370724545182709e-07,3832395000000.0,2076375000000.0,1376340000000.0,12.888193388343849,1.5279495256561002,49352769678692.02,26739116698981.76,17724214497610.758,8.858958580764594e-05,4.799745361095369e-05,3.1815454964975016e-05,4.9986330825839846e-05,2.708237738242097e-05,1.7951747293490474e-05
33,33,2.25,0.02,533,1000000.0,17.15,2.43,0.81,,1175.9,0.1175899999999999,533.0,0.0396591552777635,0.0004002824486334,0.0004231730165581,1.2790383267744633e-06,-1.096274549935375e-06,3798157000000.0,2057825000000.0,1364044000000.0,13.48836324202568,1.5851947979659398,51201791974299.86,27740908964403.945,18388259656404.902,8.796641828795914e-05,4.765982414982306e-05,3.159165486502557e-05,4.965083753239002e-05,2.6900608570180357e-05,1.7831260537948115e-05
34,34,2.25,0.02,534,1000000.0,17.15,2.43,0.81,,1171.8,0.1171799999999999,534.0,0.0386042149539889,0.0004167077209231,0.0004392386683092,-1.5418269296644334e-06,-1.7807969009764964e-06,3784914000000.0,2050650000000.0,1359288000000.0,14.049658681966212,1.647358639995261,53209684071846.92,28828776199917.062,19109360223945.027,8.781121836533114e-05,4.7575737504436384e-05,3.153591743151211e-05,4.958890713522632e-05,2.6867054949426023e-05,1.7809019280762396e-05
35,35,2.25,0.02,535,1000000.0,17.15,2.43,0.81,,1178.2,0.11782,535.0,0.0410666960274283,0.0004069211156362,0.000435339122269,9.921778503287931e-07,-1.181901073091942e-06,3805586000000.0,2061850000000.0,1366712000000.0,13.188096818296811,1.5499193777092724,50062395900009.484,27123589109912.266,17979064781427.555,8.847246409123888e-05,4.793399757265265e-05,3.177339267672975e-05,4.997204360095227e-05,2.707463662590294e-05,1.7946616277741377e-05
36,36,2.25,0.02,536,1000000.0,17.15,2.43,0.81,,1166.2,0.1166199999999999,536.0,0.0398096082351912,0.0004077664411167,0.0004295564689223,-4.203303058184048e-06,8.497231474467144e-07,3766826000000.0,2040850000000.0,1352792000000.0,13.588451752432906,1.58203298645903,51099665462626.67,27685577263033.023,18351582642924.75,8.773505436938764e-05,4.753447218155678e-05,3.150856441748906e-05,4.957473259072648e-05,2.6859375242653663e-05,1.7803928732273285e-05
37,37,2.25,0.02,537,1000000.0,17.15,2.43,0.81,,1158.2,0.1158199999999999,537.0,0.0418270748335657,0.0004093548367836,0.0004470375364766,-1.930726487156753e-06,1.4837477502571135e-06,3740986000000.0,2026850000000.0,1343512000000.0,12.921986103333078,1.4964123971193604,48334120426955.34,26187216949588.81,17358383806584.584,8.729898240367076e-05,4.729821028062657e-05,3.135195652887247e-05,4.934604701201379e-05,2.673547438731397e-05,1.772180016530526e-05
38,38,2.25,0.02,538,1000000.0,17.15,2.43,0.81,,1161.4,0.11614,538.0,0.0414996205677652,0.0004105122175785,0.0003895009106931,1.85541377653911e-06,-2.557843755605281e-07,3751322000000.0,2032450000000.0,1347224000000.0,13.002192595174654,1.5088846639387776,48736974645222.52,26405481618928.61,17503062101689.822,8.771936623509411e-05,4.752597241839464e-05,3.150293028876444e-05,4.959459141451306e-05,2.6870134667305843e-05,1.7811060693757013e-05
39,39,2.25,0.02,539,1000000.0,17.15,2.43,0.81,,1162.9,0.11629,539.0,0.0402433150092064,0.0004002124941912,0.0004399737190604,-1.0466152953062998e-06,-4.0038284208564366e-06,3756167000000.0,2035075000000.0,1348964000000.0,13.697322189353468,1.595478796629105,51533965131120.1,27920878941009.344,18507554040897.617,8.79796987965117e-05,4.766701947179426e-05,3.159642433558934e-05,4.977150646987566e-05,2.696598647748682e-05,1.7874596750791257e-05
40,40,2.25,0.02,540,1000000.0,17.15,2.43,0.81,,1144.3,0.11443,540.0,0.0395502500798897,0.0004085249965184,0.000412215226742,2.680795454037233e-06,1.741271731173795e-06,3696089000000.0,2002525000000.0,1327388000000.0,13.78947441103116,1.5792678956987802,51010353031070.61,27637188174728.664,18319507590105.85,8.675550910044509e-05,4.700375880055075e-05,3.115677726207935e-05,4.90869985005983e-05,2.6595123026639947e-05,1.7628767263372765e-05
41,41,2.25,0.02,541,1000000.0,17.15,2.43,0.81,,1136.7,0.1136699999999999,541.0,0.0422059048528125,0.0004141283149131,0.000411671269833,2.3159330416742328e-06,-2.830089055629337e-06,3671541000000.0,1989225000000.0,1318572000000.0,12.941170287318736,1.4711113322839002,47516896032769.984,25744448314968.258,17064891454493.24,8.632299166033321e-05,4.676942272618672e-05,3.100144592135806e-05,4.88666432684372e-05,2.647573551695513e-05,1.7549630399810262e-05
42,42,2.25,0.02,542,1000000.0,17.15,2.43,0.81,,1140.6,0.11406,542.0,0.0419443868097573,0.0003801055967517,0.0004229911760111,6.825367747615332e-07,-6.147272320124435e-07,3684138000000.0,1996050000000.0,1323096000000.0,13.07981146602154,1.490049465358214,48128597731070.32,26075865643768.75,17284573798155.287,8.679527004143324e-05,4.702530110603968e-05,3.11710567331463e-05,4.914078868811814e-05,2.662426631709187e-05,1.7648085101615182e-05
43,43,2.25,0.02,543,1000000.0,17.15,2.43,0.81,,1154.4,0.1154399999999999,543.0,0.0417671494883961,0.0003958688333392,0.0004139459189842,2.171265170617501e-07,-4.9744336042008354e-06,3728712000000.0,2020200000000.0,1339104000000.0,13.12867816296692,1.5138419504037794,48897094998042.08,26492234132066.137,17560566624683.844,8.80074733058796e-05,4.768206758058492e-05,3.1606399081987714e-05,4.984358012823984e-05,2.700503567319496e-05,1.7900480789089227e-05
44,44,2.25,0.02,544,1000000.0,17.15,2.43,0.81,,1115.7,0.1115699999999999,544.0,0.041538712985914,0.0004091879074297,0.0004145243270692,-3.624208825310102e-06,6.677255628823564e-07,3603711000000.0,1952475000000.0,1294212000000.0,13.195062057703598,1.4738735511071948,47606115700762.39,25792787144375.902,17096933192843.455,8.482428493352484e-05,4.5957429917544416e-05,3.046321068820087e-05,4.827769833557192e-05,2.6156647705031223e-05,1.733812076447784e-05
45,45,2.25,0.02,545,1000000.0,17.15,2.43,0.81,,1093.9,0.1093899999999999,545.0,0.0415009740578397,0.0004089471198811,0.0004288189327149,-2.087554514388045e-06,-1.3449039949235163e-06,3533297000000.0,1914325000000.0,1268924000000.0,13.24046451958661,1.4479688841014775,46769394956477.73,25339455471775.86,16796439055577.14,8.330741691982328e-05,4.513559740238104e-05,2.9918453135292574e-05,4.743785297649855e-05,2.5701623129681884e-05,1.7036504474531987e-05
46,46,2.25,0.02,546,1000000.0,17.15,2.43,0.81,,1095.3,0.1095299999999999,546.0,0.0399138323821261,0.0004007984822077,0.0004101219285927,-2.7664872895894723e-06,-1.0599191549220716e-06,3537819000000.0,1916775000000.0,1270548000000.0,14.01427185031207,1.5313585728897006,49462881904337.33,26798775025569.76,17763759445520.527,8.358565815689471e-05,4.528634729862717e-05,3.001837878080429e-05,4.76026186278119e-05,2.5790892445408923e-05,1.7095677278099633e-05
47,47,2.25,0.02,547,1000000.0,17.15,2.43,0.81,,1087.8,0.1087799999999999,547.0,0.0413202256952558,0.0003929227420745,0.0004249113283471,-1.7272771732117026e-06,-7.73168056645658e-07,3513594000000.0,1903650000000.0,1261848000000.0,13.462709283484898,1.4668770978787768,47380130261484.48,25670349212878.6,17015774335393.809,8.316842877244846e-05,4.506029422655876e-05,2.9868537887318947e-05,4.738045738886792e-05,2.5670526449077047e-05,1.7015891817673928e-05
48,48,2.25,0.02,548,1000000.0,17.15,2.43,0.81,,1061.2,0.1061199999999999,548.0,0.0392117049918396,0.0004110243098037,0.0004166279869008,-1.278236968374021e-06,-1.8954298887821704e-06,3427676000000.0,1857100000000.0,1230992000000.0,14.084785030789485,1.4943536239688713,48267622054194.55,26151188419455.254,17334502038038.912,8.12920642966747e-05,4.404368808643367e-05,2.9194673245864604e-05,4.63235641919058e-05,2.509790629592419e-05,1.663632645901261e-05
49,49,2.25,0.02,549,1000000.0,17.15,2.43,0.81,,1071.8,0.1071799999999999,549.0,0.04226021676983,0.0004135047507662,0.0004335554626053,-1.0900920161003872e-06,1.7558950804421528e-06,3461914000000.0,1875650000000.0,1243288000000.0,13.168961848425312,1.412980660444387,45639275332353.71,24727161557776.78,16390575661154.896,8.226911606528205e-05,4.457305049976582e-05,2.954556490270192e-05,4.688944718785676e-05,2.54044992503868e-05,1.6839553788827816e-05
50,50,2.25,0.02,550,1000000.0,17.15,2.43,0.81,,1074.7,0.1074699999999999,550.0,0.0398994176768837,0.0004215614500759,0.0004367488122905,3.456036134613352e-06,4.860403648496716e-06,3471281000000.0,1880725000000.0,1246652000000.0,13.88770508279951,1.4931765075059744,48229601192442.98,26130588881354.555,17320847487069.3,8.262973655199366e-05,4.476843311640524e-05,2.967507566573148e-05,4.712022489907504e-05,2.5529533614049946e-05,1.692243370988454e-05
51,51,2.25,0.02,551,1000000.0,17.15,2.43,0.81,,1050.2,0.1050199999999999,551.0,0.0430197361104887,0.0004170978999174,0.0004238956030112,3.0857117158919386e-06,-1.2857464688714532e-06,3392146000000.0,1837850000000.0,1218232000000.0,12.922380723073257,1.3573838727649334,43843499090307.34,23754217773386.336,15745652924073.225,8.091379459057213e-05,4.383874319922639e-05,2.905882406348721e-05,4.61423110725762e-05,2.499970414148865e-05,1.657123245950105e-05
52,52,2.25,0.02,552,1000000.0,17.15,2.43,0.81,,1053.3,0.1053299999999999,552.0,0.0427957014163666,0.0003889659232688,0.0004285683400054,-1.4906688989306576e-06,1.7934702947101635e-06,3402159000000.0,1843275000000.0,1221828000000.0,13.069219116293931,1.3756069638610249,44432104932711.11,24073121867567.934,15957040780787.889,8.128788438884743e-05,4.404142343049009e-05,2.919317210249629e-05,4.6375492529151e-05,2.512604084396725e-05,1.6654975645144007e-05
53,53,2.25,0.02,553,1000000.0,17.15,2.43,0.81,,1030.4,0.1030399999999999,553.0,0.0409273649020632,0.0004050786927141,0.0004313405551243,-7.747433070974382e-07,-2.145849780150823e-06,3328192000000.0,1803200000000.0,1195264000000.0,13.590546460402075,1.4005845351792552,45238880486289.94,24510229365636.96,16246780608079.355,7.967939170959925e-05,4.3169949068668326e-05,2.8615509096945864e-05,4.546250167845031e-05,2.463138635829351e-05,1.6327090386068843e-05
54,54,2.25,0.02,554,1000000.0,17.15,2.43,0.81,,1003.9,0.10039,554.0,0.0423379252820381,0.000395205561407,0.0004107169279718,-7.662035925139292e-07,-4.0473000869773565e-06,3242597000000.0,1756825000000.0,1164524000000.0,13.215591482576974,1.3269834696223806,42861566068802.89,23222210718391.65,15393008247619.611,7.77705638303456e-05,4.2135754397246063e-05,2.792998577188882e-05,4.4386497709629415e-05,2.4048412071780643e-05,1.5940661716151742e-05
55,55,2.25,0.02,555,1000000.0,17.15,2.43,0.81,,972.7,0.09727,555.0,0.0438523078367097,0.0003792236413132,0.0004012227232722,-1.1849903303422466e-06,-3.910725520131257e-06,3141821000000.0,1702225000000.0,1128332000000.0,12.796180901036989,1.2440321719702792,40182239154640.01,21770563009479.883,14430773194855.234,7.549794704479846e-05,4.0904460473188015e-05,2.7113813799370336e-05,4.309771131530269e-05,2.335015318940548e-05,1.5477815828405917e-05
56,56,2.25,0.02,556,1000000.0,17.15,2.43,0.81,,967.3,0.0967299999999999,556.0,0.0413663007546687,0.0004064181339232,0.0004316237089002,2.8703588506927447e-06,2.2107818907707824e-06,3124379000000.0,1692775000000.0,1122068000000.0,13.567297023737854,1.3105641014300278,42331220476189.89,22934871775025.49,15202543576588.322,7.522800916060303e-05,4.075820929754034e-05,2.701687016294102e-05,4.2949021956054906e-05,2.3269593939039037e-05,1.54244165538773e-05
