Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
231.565,2235000000000000.0,694.695,1365000000000000.0,1157.83,1033000000000000.0,1620.96,828500000000000.0,2084.09,683100000000000.0
220.274,2240000000000000.0,660.823,1378000000000000.0,1101.37,1051000000000000.0,1541.92,850700000000000.0,1982.47,707800000000000.0
209.743,2245000000000000.0,629.229,1390000000000000.0,1048.71,1067000000000000.0,1468.2,871100000000000.0,1887.69,730600000000000.0
199.908,2249000000000000.0,599.725,1400000000000000.0,999.542,1082000000000000.0,1399.36,889600000000000.0,1799.18,751500000000000.0
190.715,2252000000000000.0,572.144,1409000000000000.0,953.573,1096000000000000.0,1335.0,906400000000000.0,1716.43,770800000000000.0
182.11,2256000000000000.0,546.33,1418000000000000.0,910.55,1108000000000000.0,1274.77,921700000000000.0,1638.99,788600000000000.0
174.048,2259000000000000.0,522.145,1425000000000000.0,870.242,1119000000000000.0,1218.34,935700000000000.0,1566.43,804900000000000.0
166.487,2262000000000000.0,499.461,1432000000000000.0,832.435,1129000000000000.0,1165.41,948500000000000.0,1498.38,819800000000000.0
159.387,2264000000000000.0,478.162,1438000000000000.0,796.937,1139000000000000.0,1115.71,960100000000000.0,1434.49,833500000000000.0
152.715,2266000000000000.0,458.144,1443000000000000.0,763.573,1147000000000000.0,1069.0,970800000000000.0,1374.43,846100000000000.0
146.436,2268000000000000.0,439.309,1449000000000000.0,732.181,1155000000000000.0,1025.05,980500000000000.0,1317.93,857600000000000.0
140.523,2270000000000000.0,421.57,1453000000000000.0,702.617,1162000000000000.0,983.664,989300000000000.0,1264.71,868200000000000.0
134.949,2271000000000000.0,404.848,1457000000000000.0,674.746,1168000000000000.0,944.645,997700000000000.0,1214.54,877900000000000.0
129.689,2273000000000000.0,389.068,1461000000000000.0,648.447,1173000000000000.0,907.825,1005000000000000.0,1167.2,886900000000000.0
124.721,2274000000000000.0,374.164,1464000000000000.0,623.607,1179000000000000.0,873.049,1012000000000000.0,1122.49,895100000000000.0
120.025,2276000000000000.0,360.074,1467000000000000.0,600.124,1183000000000000.0,840.173,1018000000000000.0,1080.22,902600000000000.0
115.581,2277000000000000.0,346.742,1470000000000000.0,577.904,1188000000000000.0,809.066,1024000000000000.0,1040.23,909800000000000.0
111.372,2277000000000000.0,334.117,1473000000000000.0,556.862,1192000000000000.0,779.606,1029000000000000.0,1002.35,916200000000000.0
107.383,2278000000000000.0,322.15,1475000000000000.0,536.917,1196000000000000.0,751.684,1034000000000000.0,966.45,922100000000000.0
