,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
134,134,0.03,1640,500000.0,17.15,2.43,0.81,,1.64,500000.0,100.0,1640.0,1.6389826655716888,0.0433094361562686,0.0253176536585009,-4.181160254170548e-06,9.242573084955996e-07,1387000000000000.0,1547203142012755.0,1409207626310772.2,1300716081491113.5,1124000000000000.0,1.000621120389715,100.0621120389715,1387861493980535.0,1548164141431290.5,1410082913900815.8,1301523982770558.5,1124698139318039.8,0.0982214366198162,0.1095663412769907,0.099794086194553,0.0921111767545459,0.0795968960062532,0.0638487883921337,0.0712235371406033,0.0648710883438337,0.0598768174804409,0.0517419164763939
135,135,0.03,1650,500000.0,17.15,2.43,0.81,,1.6499999999999992,500000.0,100.0,1650.0,1.6493347957224842,0.0431512584943185,0.0251901016775316,8.512873909562025e-06,-1.837685353640189e-06,1387000000000000.0,1541292424949447.8,1405775786463298.8,1298332032943216.2,1124000000000000.0,1.0004034959347987,100.04034959347987,1387559648861565.5,1541914330177251.2,1406343011278375.0,1298855904640527.8,1124453529430713.8,0.0987140144697971,0.1096951425657162,0.1000503037680089,0.0924034369766098,0.0799960722884296,0.064145847400405,0.0712815491638123,0.0650141882319099,0.0600451394810621,0.0519826477851877
136,136,0.03,1660,500000.0,17.15,2.43,0.81,,1.6599999999999997,500000.0,100.0,1660.0,1.659470532328271,0.0433372612543329,0.0253728951233155,4.8439292887693175e-06,3.368735607313846e-06,1387000000000000.0,1535381707886140.5,1402343946615824.2,1295947984395318.8,1124000000000000.0,1.000319120746804,100.0319120746804,1387442620475817.2,1535871680043391.2,1402791463663344.8,1296361548283918.0,1124358691719407.8,0.09920899232013,0.1098224023548265,0.100306510331644,0.0926962463094183,0.0803971934879785,0.0644390964588694,0.0713328118065313,0.0651519660017943,0.060208880441332,0.052220291578781
137,137,0.03,1670,500000.0,17.15,2.43,0.81,,1.6700000000000006,500000.0,100.0,1670.0,1.668928884962304,0.0432320369951571,0.0252665418681602,-6.29926473915898e-06,-2.291009691921461e-06,1387000000000000.0,1529470990822833.2,1398902114473204.2,1293563935847420.5,1124000000000000.0,1.0006421261284069,100.06421261284068,1387890628940100.8,1530453104108681.5,1399800386071991.2,1294394567049393.8,1124721749768329.4,0.0996953035025263,0.1099358865381341,0.1005508081274202,0.0929792712215076,0.0807912913747943,0.0647280906846616,0.0713768831964959,0.0652835349131843,0.0603676450944049,0.0524544873320546
138,138,0.03,1680,500000.0,17.15,2.43,0.81,,1.6800000000000002,500000.0,100.0,1680.0,1.6520864594690463,0.0431536307479161,0.0250879542713365,-9.244446403549056e-07,-7.189799621319212e-06,1387000000000000.0,1523560273759527.8,1395438753189937.2,1291140358184089.5,1124000000000000.0,1.0241537860710497,102.41537860710494,1420501301280545.8,1560360022678264.5,1429143882309739.5,1322326286183366.5,1151148855543859.5,0.1001802813513934,0.1100437612696723,0.1007897958927222,0.093256528007946,0.0811843087519583,0.0650129838475312,0.0714139866392706,0.0654085343340709,0.0605197456752111,0.0526853596572638
139,139,0.03,1690,500000.0,17.15,2.43,0.81,,1.6900000000000002,500000.0,100.0,1690.0,1.6623289711386695,0.0429106289474311,0.0250139297328992,1.186397327324048e-06,-6.53896414917848e-08,1387000000000000.0,1517649556696220.2,1391975391906671.8,1288641399416909.2,1124000000000000.0,1.0239256818135254,102.39256818135256,1420184920675359.8,1553960357094172.0,1425279352225688.0,1319473023511094.5,1150892466358402.5,0.1006489036423081,0.1101296063408143,0.1010099474350963,0.0935114232439808,0.0815640718774004,0.0652945551779005,0.0714450271956868,0.0655287772409012,0.0606642155434422,0.0529135400288105
140,140,0.03,1700,500000.0,17.15,2.43,0.81,,1.6999999999999995,500000.0,100.0,1700.0,1.6716742113429313,0.042939514849655,0.0248422144232084,-1.1036814474172851e-05,7.221991427073909e-06,1387000000000000.0,1511738839632913.0,1388512030623404.5,1286142440649729.2,1124000000000000.0,1.0242077620606271,102.4207762060627,1420576165978090.0,1548334653760555.2,1422124799479054.8,1317277070829051.8,1151209524556144.8,0.1011160148218895,0.1102098103209428,0.1012262459040289,0.0937632286170144,0.0819426104252371,0.0655714454556199,0.0714685658732023,0.0656429278157856,0.0608033301335411,0.0531379269589883
141,141,0.03,1710,500000.0,17.15,2.43,0.81,,1.7100000000000004,500000.0,100.0,1710.0,1.7092771569739966,0.0430648077490971,0.0249850045865075,-5.348618297698739e-06,-2.5078963103445447e-06,1387000000000000.0,1505820952944659.0,1385048669340138.8,1283643481882548.5,1124000000000000.0,1.0004232462966347,100.04232462966353,1387587042613432.5,1506458286086387.5,1385634886060095.8,1284186779232455.0,1124475728837417.8,0.1015740148890249,0.1102756163623695,0.1014311133104393,0.0940049186308131,0.0823137654904571,0.0658450670793653,0.0714858555559876,0.065752431536328,0.0609384218965728,0.0533596650304302
142,142,0.03,1720,500000.0,17.15,2.43,0.81,,1.7199999999999995,500000.0,100.0,1720.0,1.6912662712556414,0.0430751546663992,0.0248662864132432,-5.80575119686646e-06,3.399005532665165e-06,1387000000000000.0,1499902042024267.8,1381585308056872.0,1281144523115368.2,1124000000000000.0,1.0242419198182169,102.42419198182164,1420623542787866.2,1536262547062198.8,1415077588316812.8,1312201925920278.8,1151247917875675.5,0.1020342371787077,0.1103398418894967,0.1016359069970387,0.0942470109097013,0.0826867214050954,0.066114363071291,0.0714960837619056,0.0658562600366499,0.0610685321903716,0.0535778976871889
143,143,0.03,1730,500000.0,17.15,2.43,0.81,,1.73,500000.0,100.0,1730.0,1.7293028530585843,0.0428099747727656,0.0247756138569279,1.7199434072093163e-06,4.299178007920327e-06,1387000000000000.0,1493983131103876.5,1378104529616724.5,1278591081783643.5,1124000000000000.0,1.00040329898327,100.040329898327,1387559375689795.5,1494585652981673.5,1378660317772359.0,1279106736266944.8,1124453308057195.4,0.102469837242559,0.1103736180874859,0.1018126509394803,0.0944607210166961,0.0830397239081732,0.0663807873804715,0.0715009203863139,0.065955056790593,0.0611924172649221,0.0537938031835976
144,144,0.03,1740,500000.0,17.15,2.43,0.81,,1.7399999999999995,500000.0,100.0,1740.0,1.7391457844154388,0.0428051002576214,0.0246561744310054,3.9852753827686905e-06,2.9643557136749096e-06,1387000000000000.0,1488064220183486.8,1374620209059233.2,1275991601679664.0,1124000000000000.0,1.000491361135498,100.04913611354976,1387681517894935.5,1488795397108409.2,1375295644006035.5,1276618574361951.0,1124552289916299.8,0.1029036150839211,0.1104017215096732,0.101985139783425,0.0946677351330642,0.0833912497147277,0.0666420022390175,0.0714978940831072,0.0660471831650497,0.0613083166374215,0.0540054870343588
145,145,0.03,1750,500000.0,17.15,2.43,0.81,,1.75,500000.0,100.0,1750.0,1.749020530056373,0.042785373626512,0.0245385840009146,1.4053112729856257e-06,-3.5438512848612427e-06,1387000000000000.0,1482145309263095.8,1371135888501742.8,1273392121575684.5,1124000000000000.0,1.000560967168864,100.05609671688642,1387778061463214.5,1482976744121078.0,1371905050719243.0,1274106452748978.8,1124630527097803.2,0.1033277929238765,0.1104158641662813,0.1021459590177386,0.0948643096244183,0.0837349958517932,0.0669301407607934,0.0715214089235247,0.0661646128475827,0.0614479552564859,0.0542389893403979
146,146,0.03,1760,500000.0,17.15,2.43,0.81,,1.7600000000000005,500000.0,100.0,1760.0,1.7589916968393595,0.0427004437165016,0.0245233579362112,5.4650340771854376e-06,1.3907321349445553e-07,1387000000000000.0,1476226398342704.5,1367651567944251.0,1270792641471705.5,1124000000000000.0,1.000573616567685,100.05736165676848,1387795606179378.5,1477073186262448.0,1368436075542443.5,1271521589184945.8,1124644745022077.6,0.1037500596524405,0.1104243524791371,0.1023027626229055,0.0950575431568652,0.0840771932583584,0.0672142666763586,0.0715381938088586,0.0662766382178405,0.0615828374147321,0.0544692399021104
147,147,0.03,1770,500000.0,17.15,2.43,0.81,,1.77,500000.0,100.0,1770.0,1.7122253006559176,0.0425753239724328,0.0244418861783218,-6.564730854639471e-06,2.055471665339167e-06,1387000000000000.0,1470308471714044.2,1364167247386759.8,1268193161367726.5,1124000000000000.0,1.047775049833278,104.77750498332776,1453263994118756.5,1540552532220474.2,1429340405611587.5,1328781152850292.0,1177699156012604.2,0.1041468152661531,0.1104022673308309,0.1024323535008835,0.0952258679875726,0.0843987169135949,0.0674968733423848,0.0715509911243823,0.0663857418274649,0.0617152654553106,0.0546982592911611
148,148,0.03,1780,500000.0,17.15,2.43,0.81,,1.7800000000000005,500000.0,100.0,1780.0,1.7785023232380923,0.0425399022939458,0.0244471067338953,7.73918947414698e-06,-5.016972611277099e-06,1387000000000000.0,1464397973543484.2,1360666833083707.8,1265650095969289.5,1124000000000000.0,1.000844895545605,100.08448955456048,1388171870121753.5,1465635236868323.5,1361816454430032.2,1266719438097668.8,1124949662593259.8,0.1045493042140401,0.1103834096801885,0.1025643624124174,0.0954021895544501,0.0847248867603323,0.0677752422464047,0.0715572656107093,0.0664884817800264,0.0618455240472271,0.0549238444736546
149,149,0.03,1790,500000.0,17.15,2.43,0.81,,1.7899999999999996,500000.0,100.0,1790.0,1.759362639942624,0.0425767604167772,0.0244410906926001,3.973139291692725e-07,1.4581905972326886e-06,1387000000000000.0,1458487475372924.2,1357005658179397.2,1263154894433781.2,1124000000000000.0,1.024676450822188,102.46764508221877,1421226237290374.5,1494477769833741.0,1390491741568891.8,1294325074067082.0,1151736330724139.2,0.1049377709376495,0.1103463767888353,0.1026684563223676,0.0955678867850489,0.0850396932472372,0.0680512420455603,0.0715586764289986,0.0665796110324161,0.0619749527484842,0.0551475097759264
150,150,0.03,1800,500000.0,17.15,2.43,0.81,,1.8,500000.0,100.0,1800.0,1.7699338945173193,0.0424387423744481,0.0241597885513497,-3.4380805301464177e-06,3.605961851958308e-06,1387000000000000.0,1452576977202364.2,1353344483275087.5,1260659692898272.2,1124000000000000.0,1.0242295559676209,102.42295559676208,1420606394127090.2,1487772272368766.5,1386135419176071.5,1291204917483474.8,1151234020907605.8,0.1053080154363658,0.1102869493422755,0.1027527193478396,0.095715623936363,0.0853397327689078,0.068323103750628,0.0715534012394887,0.0666652455235356,0.0620996272473854,0.0553678216407396
151,151,0.03,1810,500000.0,17.15,2.43,0.81,,1.81,500000.0,100.0,1810.0,1.8087624480452635,0.0425210119175626,0.0241448544749087,4.146116199997632e-07,4.986675703619777e-07,1387000000000000.0,1446666479031804.0,1349683308370777.0,1258164491362764.0,1124000000000000.0,1.0006852064480296,100.068520644803,1387950381343417.5,1447657744231385.5,1350608120076471.2,1259026593784927.8,1124770172047585.8,0.1056839043803536,0.1102302536699784,0.1028405203357005,0.0958671490987299,0.085644346448102,0.0685934146365587,0.0715441915191341,0.0667479356879012,0.0622219168255523,0.0555868767494534
152,152,0.03,1820,500000.0,17.15,2.43,0.81,,1.82,500000.0,100.0,1820.0,1.819206964707871,0.0424188882709676,0.0240136786269352,2.833810718816072e-07,2.1489320100971383e-06,1387000000000000.0,1440755980861244.0,1346022133466467.5,1255669289827255.5,1124000000000000.0,1.000436048345744,100.04360483457438,1387604799055546.5,1441384220123318.5,1346609064191099.5,1256216822343885.8,1124490118340615.6,0.1060493933228167,0.11015955133133,0.1029162441623665,0.0960079065611194,0.0859405321520159,0.0688597188021288,0.0715285160090775,0.066825310462828,0.0623396064931316,0.0558026848836285
153,153,0.03,1830,500000.0,17.15,2.43,0.81,,1.829999999999999,500000.0,100.0,1830.0,1.8293237114876435,0.0423368822692822,0.024115986253124,-3.711062344320233e-06,-4.498493179537399e-06,1387000000000000.0,1434845482690684.0,1342360958562156.5,1253085803719388.5,1124000000000000.0,1.0003698217073267,100.03698217073268,1387512942708062.5,1435376119696842.8,1342857392783701.0,1253549222050747.5,1124415679599035.2,0.1064002822631402,0.1100706303981835,0.1029759083561882,0.0961273851591038,0.0862248862752485,0.0691236201440283,0.0715080851556493,0.0668989538542352,0.0624497671983945,0.056016545812464
154,154,0.03,1840,500000.0,17.15,2.43,0.81,,1.8400000000000003,500000.0,100.0,1840.0,1.8097320101990304,0.0424118780898931,0.0239096646845096,6.436707666924953e-07,-4.107200091873037e-06,1387000000000000.0,1428932253313696.5,1338700301922771.5,1250323881421469.2,1124000000000000.0,1.0239814544031285,102.39814544031286,1420262277257139.5,1463200126991699.0,1370804282172787.2,1280308466572921.2,1150955154749116.8,0.1082615269804118,0.1115345260961077,0.1044915204436174,0.0975933472406369,0.0877332057144793,0.0693839981590978,0.0714816386686323,0.0669678293325115,0.062546842023665,0.056227551500235
155,155,0.03,1850,500000.0,17.15,2.43,0.81,,1.8500000000000008,500000.0,100.0,1850.0,1.849268477142766,0.0424360604349913,0.0238227597432693,-3.833447628542412e-06,-2.918820181933148e-06,1387000000000000.0,1422773463649752.2,1335045447322421.2,1247561959123550.5,1124000000000000.0,1.0003956943770236,100.03956943770234,1387548828100931.5,1423336447109096.8,1335573717298997.8,1248055612375763.5,1124444760479774.2,0.1088622381795763,0.1116700098597118,0.1047844523914726,0.0979180873380583,0.0882200113293754,0.0696410997971521,0.0714372810171392,0.0670324680827068,0.0626399328755974,0.0564359020706553
156,156,0.03,1860,500000.0,17.15,2.43,0.81,,1.86,500000.0,100.0,1860.0,1.8590501909282355,0.0426246146233475,0.0240539456796504,1.7671223556985784e-06,8.057184214669788e-06,1387000000000000.0,1416614673985808.0,1331390592722072.2,1244800036825630.8,1124000000000000.0,1.0005111725068097,100.05111725068092,1387708996266945.2,1417338808459892.5,1332071162988896.5,1245436344380931.5,1124574557897653.8,0.1094920160496688,0.1118298461573544,0.1051021197885388,0.0982665217092577,0.0887303720546704,0.0698951824228986,0.0713875566410908,0.0670928538964961,0.0627292903056657,0.0566418060874822
157,157,0.03,1870,500000.0,17.15,2.43,0.81,,1.8700000000000003,500000.0,100.0,1870.0,1.8689116855908765,0.0423349952323208,0.0237991047084063,2.598934570498922e-07,-4.217215914388734e-06,1387000000000000.0,1410455884321863.8,1327735738121722.8,1242038114527711.5,1124000000000000.0,1.000582830092119,100.05828300921186,1387808385337768.5,1411277940454852.2,1328509582464280.8,1242762011716416.0,1124655101023541.2,0.1101222383642708,0.1119845415252926,0.1054168936108157,0.0986128459304471,0.0892410929498488,0.0701468684253115,0.0713331386714002,0.0671496064351897,0.0628154896892555,0.0568457679236122
158,158,0.03,1880,500000.0,17.15,2.43,0.81,,1.88,500000.0,100.0,1880.0,1.848721219214068,0.0421839358905855,0.023819121872766,2.3619133882800554e-06,3.649147862633842e-06,1387000000000000.0,1404297094657919.8,1324080883521372.5,1239276192229792.0,1124000000000000.0,1.0241993286410505,102.41993286410502,1420564468825136.8,1438280141561219.0,1356122751969038.8,1269265844082590.2,1151200045392540.5,0.1107278384530421,0.1121087107695446,0.1057048407853755,0.0989346604267638,0.0897318604334673,0.0703950139825711,0.071272900947461,0.0672016527105568,0.0628975233455542,0.0570468606462941
159,159,0.03,1890,500000.0,17.15,2.43,0.81,,1.89,500000.0,100.0,1890.0,1.889194520090382,0.0422309523889135,0.0235652809428844,-1.0446877743099355e-05,2.638956583878806e-06,1387000000000000.0,1398138304993975.5,1320426028921023.5,1236615262321144.5,1124000000000000.0,1.0004264925609088,100.04264925609088,1387591545181980.5,1398734600580176.5,1320989180799588.2,1237142669531231.0,1124479377638461.6,0.1113588163233102,0.1122530834177422,0.1060137560368667,0.0992847958611553,0.0902431936174481,0.070640244057714,0.0712075206137081,0.0672496156763802,0.0629811131476999,0.0572455907143984
160,160,0.03,1900,500000.0,17.15,2.43,0.81,,1.8999999999999992,500000.0,100.0,1900.0,1.868703076423868,0.0422803662364826,0.0236247093052085,-3.775934735446699e-06,2.756809955135514e-06,1387000000000000.0,1391979515330031.0,1316771174320673.2,1233965553789083.5,1124000000000000.0,1.023996340211987,102.3996340211987,1420282923874025.8,1425381929348007.0,1348368863401010.0,1263576211027679.0,1150971886398273.2,0.111990238638088,0.112392298558861,0.1063197678759391,0.0996338117087382,0.0907548869713128,0.0708828414462756,0.0711373203183866,0.0672937868568122,0.0630619932944465,0.0574421873003705
161,161,0.03,1910,500000.0,17.15,2.43,0.81,,1.9099999999999997,500000.0,100.0,1910.0,1.8782964082767653,0.0425240683086284,0.0235218368912785,-8.720208749243866e-06,7.432998879737136e-06,1387000000000000.0,1385820725666086.8,1313127862884877.2,1231315845257021.5,1124000000000000.0,1.024169818901457,102.4169818901457,1420523538816320.8,1419315761635321.5,1344865925525262.8,1261076526247378.8,1151166876445237.8,0.1126221053973759,0.112526350272411,0.1066238100750192,0.0999808095904797,0.0912669404950616,0.0711220047483039,0.0710615344132094,0.0673340202589967,0.0631388979041325,0.0576360009640184
162,162,0.03,1920,500000.0,17.15,2.43,0.81,,1.920000000000001,500000.0,100.0,1920.0,1.9190914930781904,0.0430011746900902,0.0234805571014008,-5.4164270973559655e-06,-7.326392397887613e-07,1387000000000000.0,1379618107729529.5,1309487638404368.2,1228666136724960.2,1124000000000000.0,1.000473653719448,100.0473653719448,1387656957708874.2,1380271568977673.8,1310107882094869.5,1229248099010580.0,1124532386780660.0,0.1132288165974205,0.1126261901186642,0.1069010350724422,0.1003031093400805,0.091758608403389,0.0713583816515837,0.0709785980279738,0.0673705253563734,0.0632124204086494,0.0578275565799424
163,163,0.03,1930,500000.0,17.15,2.43,0.81,,1.93,500000.0,100.0,1930.0,1.9290771505736304,0.0421279127333329,0.023592436804904,1.4610868486368468e-05,2.936390158511477e-06,1387000000000000.0,1373378454093976.5,1305847413923858.8,1226016428192898.8,1124000000000000.0,1.0004788781045113,100.0478878104511,1387664203930957.2,1374036134964850.0,1306472755658219.5,1226603540616131.5,1124538258989470.4,0.1138571500228566,0.1127389738182673,0.1071954325263792,0.1006422036014748,0.0922677985765614,0.071591900359766,0.0708888056537457,0.0674030987330172,0.0632825133140752,0.0580167959656646
164,164,0.03,1940,500000.0,17.15,2.43,0.81,,1.94,500000.0,100.0,1940.0,1.938719253054785,0.0419703969017898,0.0233444898529089,4.2353054323179146e-07,-1.3997691834965426e-06,1387000000000000.0,1367138800458423.8,1302207189443348.5,1223352632469951.5,1124000000000000.0,1.0006610367647275,100.06610367647276,1387916857992677.2,1368042529468012.0,1303067996270863.5,1224161313536240.0,1124743005323553.8,0.1144858834483521,0.1128464984621507,0.1074869073656939,0.1009780871645202,0.0927773129026299,0.0718224891903787,0.0707940243097855,0.0674316955929549,0.0633484003039614,0.0582036610309919
165,165,0.03,1950,500000.0,17.15,2.43,0.81,,1.95,500000.0,100.0,1950.0,1.948673507230444,0.0419407868908698,0.0232257221293044,1.7406746393179132e-06,4.44154464638621e-06,1387000000000000.0,1360899146822870.8,1298566964962839.5,1220643981716607.8,1124000000000000.0,1.0006809846689853,100.06809846689856,1387944525735882.8,1361825898277891.8,1299451269157629.8,1221475221554445.5,1124765426767939.4,0.115093350204063,0.112927499709946,0.1077551712054039,0.1012891169878813,0.0932695930997598,0.0720497023469397,0.0706938561303476,0.067455921631681,0.0634081006159084,0.0583877905104256
166,166,0.03,1960,500000.0,17.15,2.43,0.81,,1.9600000000000004,500000.0,100.0,1960.0,1.9590910266759125,0.0420502994634038,0.0233011152943226,9.974293037616728e-06,8.483258895375639e-06,1387000000000000.0,1354659493187316.5,1294926740482329.2,1217935330963264.0,1124000000000000.0,1.0004642406736572,100.04642406736576,1387643901814362.5,1355288381223010.2,1295527898144667.8,1218500746081781.5,1124521806517190.8,0.1157227725185474,0.1130244789979859,0.1080407444967705,0.1016170535309038,0.0937796656891472,0.0722734615184199,0.0705882701884902,0.0674757303153732,0.0634638805149947,0.0585691209421082
167,167,0.03,1970,500000.0,17.15,2.43,0.81,,1.9699999999999995,500000.0,100.0,1970.0,1.969180251399314,0.0421009582166136,0.0232768038790906,-5.758974212217481e-07,1.3310891423960396e-06,1387000000000000.0,1348419839551763.8,1291262518089724.5,1215226680209920.2,1124000000000000.0,1.0004164301772398,100.041643017724,1387577588655832.0,1348981362264542.2,1291800238768996.8,1215732737271747.2,1124468067519218.0,0.1163525948330912,0.1131161840348004,0.1083213731726393,0.1019428821577701,0.0942900624314306,0.0724948255315589,0.0704783424741153,0.0674908802915329,0.0635166879330309,0.0587485103802972
168,168,0.03,1980,500000.0,17.15,2.43,0.81,,1.98,500000.0,100.0,1980.0,1.9791098705411057,0.0421322569288683,0.0231407921152634,6.692862073646346e-06,6.930029871769883e-07,1387000000000000.0,1342180185916210.8,1287499855282199.8,1212518029456576.5,1124000000000000.0,1.0004499631760884,100.04499631760883,1387624098925234.5,1342784117575548.2,1288079182806296.0,1213063617920175.8,1124505758609923.4,0.1169828171476932,0.1132026094219849,0.1085907427167694,0.1022666005250181,0.0948007833266093,0.072712975098296,0.0703633124988838,0.0674967158732477,0.0635658206792437,0.0589252948885976
169,169,0.03,1990,500000.0,17.15,2.43,0.81,,1.99,500000.0,100.0,1990.0,1.9568180033382097,0.0418869235717995,0.0232445265099229,2.8441493464512124e-06,-8.005287210368175e-06,1387000000000000.0,1335940532280656.5,1283737192474674.5,1209809378703233.5,1124000000000000.0,1.024210177954228,102.42101779542274,1420579516822513.8,1368283890303437.5,1314816698350947.0,1239099079052332.2,1151212240020552.2,0.1175824839022614,0.1132539337644331,0.1088284122342375,0.1025612053325002,0.0952867425422796,0.0729286067323567,0.0702438945180326,0.0674990373883816,0.0636119051193691,0.0591000389092781
170,170,0.03,2000,500000.0,17.15,2.43,0.81,,2.0,500000.0,100.0,2000.0,1.999247514272406,0.0418540275244113,0.0231048100869119,-2.7858489989507536e-06,2.0719223143184444e-06,1387000000000000.0,1329659842519684.5,1279974529667148.5,1207084212234301.5,1124000000000000.0,1.0003764835938085,100.03764835938088,1387522182744613.0,1330160437635740.2,1280456419078061.8,1207538659636553.0,1124423167559441.0,0.1182133506614023,0.1133262762971625,0.1090916207016627,0.1028792135967527,0.0957979856837896,0.073141278153064,0.0701175345282563,0.0674974571760795,0.0636537001594818,0.059272384025987
171,171,0.03,2010,500000.0,17.15,2.43,0.81,,2.009999999999999,500000.0,100.0,2010.0,2.008705109809637,0.0418014525035608,0.0229118603570119,4.931738558585676e-06,-3.824098822099827e-06,1387000000000000.0,1323360629921259.8,1276211866859623.8,1204325815349667.8,1124000000000000.0,1.0006451126036384,100.06451126036386,1387894771181246.8,1324214346542781.0,1277035167219848.0,1205102741112036.8,1124725106566489.4,0.1188401507532804,0.1133874381837049,0.1093476644922301,0.1031883644212126,0.0963059332708631,0.0733489867580488,0.0699835337564653,0.0674901566854731,0.063688592849646,0.0594407073655709
172,172,0.03,2020,500000.0,17.15,2.43,0.81,,2.0200000000000005,500000.0,100.0,2020.0,2.019066926559105,0.0415629028958475,0.0229400453578084,-9.090984634461916e-06,-2.41318634249158e-07,1387000000000000.0,1317061417322834.8,1272449204052098.5,1201567418465033.2,1124000000000000.0,1.00046257946334,100.04625794633402,1387641597715652.5,1317670662886445.5,1273037812922036.5,1202123238876633.5,1124519939316794.6,0.1194717952903127,0.1134475068746668,0.109604751855684,0.1034992189231174,0.0968178067096694,0.0735539775891052,0.0698450655899343,0.0674792359323164,0.0637203049528307,0.059606828269758
173,173,0.03,2030,500000.0,17.15,2.43,0.81,,2.03,500000.0,100.0,2030.0,1.99690808989888,0.0417809242807034,0.0230374736456588,-1.3737284505723956e-07,1.557475519331554e-07,1387000000000000.0,1310762204724409.2,1268686541244572.5,1198809021580399.5,1124000000000000.0,1.023851183152562,102.3851183152562,1420081591032603.5,1342025434138747.5,1298946216302988.0,1227402035119057.0,1150808729863479.8,0.1200722620449981,0.1134723741343538,0.1098298938956601,0.1037806135408143,0.0973044142311303,0.0737558028853566,0.0697017439086007,0.0674643074688823,0.063748465676187,0.0597703838811397
174,174,0.03,2040,500000.0,17.15,2.43,0.81,,2.04,500000.0,100.0,2040.0,2.006434870132401,0.0420181550839289,0.0228701095933038,-1.1693066704696295e-08,2.208673228801532e-06,1387000000000000.0,1304462992125984.2,1264894838531603.8,1196050624695764.5,1124000000000000.0,1.0239784750902854,102.39784750902857,1420258144950225.8,1335742025488876.5,1295225087909164.5,1224730094806753.0,1150951806001480.8,0.1207045510265692,0.1135217157861155,0.1100782722283937,0.1040870610374549,0.0978168099162681,0.0739544010066755,0.0695535538702617,0.0674437924441531,0.0637730407520082,0.0599313242476592
175,175,0.03,2050,500000.0,17.15,2.43,0.81,,2.05,500000.0,100.0,2050.0,1.983430492057327,0.0417835839737632,0.0227676139056298,9.088657519774217e-06,-5.375980291623409e-06,1387000000000000.0,1298163779527559.5,1261030637593154.8,1193292227811131.5,1124000000000000.0,1.04756787163196,104.75678716319597,1452976637953528.0,1359914667549385.5,1321015181086154.2,1250054599323066.2,1177466287714322.8,0.1213326844519766,0.1135614248222081,0.1103130731329236,0.1043874184109619,0.0983258380129932,0.0741473324067143,0.0693982561492333,0.0674131635621273,0.0637919505939874,0.060087672404576
176,176,0.03,2060,500000.0,17.15,2.43,0.81,,2.06,500000.0,100.0,2060.0,2.059086295390898,0.0420492529520479,0.0228126595943897,-6.095801680635583e-06,4.853732299914532e-06,1387000000000000.0,1291864566929133.2,1257166436654705.5,1190527346177750.5,1124000000000000.0,1.0004439461336032,100.04439461336032,1387615753287308.0,1292438085208760.8,1257724550833554.8,1191055876190035.0,1124498995454170.2,0.1219611734329911,0.1135957595524008,0.1105446963337995,0.1046850123604204,0.0988351542456249,0.0743356950682259,0.0692369506248664,0.0673773185906072,0.0638058239191445,0.0602403181374808
177,177,0.03,2070,500000.0,17.15,2.43,0.81,,2.07,500000.0,100.0,2070.0,2.0684839283263727,0.0418814193995649,0.0226355640002288,-7.67276685466127e-06,-2.5924263478739994e-06,1387000000000000.0,1285565354330708.2,1253302235716257.2,1187730577998756.5,1124000000000000.0,1.0007349556443406,100.07349556443408,1388019383478700.5,1286510187844042.2,1254223357268461.8,1188603507291013.2,1124826090144238.6,0.1225624179655681,0.1135991335829373,0.1107481993158161,0.1049539520772671,0.0993223920643824,0.0745202123315638,0.0690703699861763,0.0673369493303527,0.0638139400613976,0.0603898476284627
178,178,0.03,2080,500000.0,17.15,2.43,0.81,,2.079999999999999,500000.0,100.0,2080.0,2.045587066316709,0.0416386584237518,0.0226093533523608,-4.623932572679024e-06,8.612571352743216e-08,1387000000000000.0,1279248097763430.8,1249438034777808.2,1184933809819763.8,1124000000000000.0,1.0241476363389317,102.41476363389312,1420492771602098.0,1310138915615492.0,1279609010069652.0,1213547160544996.0,1151141943244958.5,0.1231914847244448,0.1136211048986293,0.11097341497871,0.1052442359999204,0.0998321765178631,0.0747036360796478,0.0689001329134111,0.0672945668739091,0.0638203778711221,0.0605384909542352
