Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor
400,0.02,4500,500000.0,17.15,2.43,0.81,2.036790702315149
401,0.02,4510,500000.0,17.15,2.43,0.81,2.035077341727108
402,0.02,4520,500000.0,17.15,2.43,0.81,2.0521999273376843
403,0.02,4530,500000.0,17.15,2.43,0.81,2.05047305406465
404,0.02,4540,500000.0,17.15,2.43,0.81,2.048752337202054
405,0.02,4550,500000.0,17.15,2.43,0.81,2.047037742076985
406,0.02,4560,500000.0,17.15,2.43,0.81,2.0453292342855085
407,0.02,4570,500000.0,17.15,2.43,0.81,2.0436267796900447
408,0.02,4580,500000.0,17.15,2.43,0.81,2.061124000338705
409,0.02,4590,500000.0,17.15,2.43,0.81,2.0594076767000606
410,0.02,4600,500000.0,17.15,2.43,0.81,2.0576973882359955
411,0.02,4610,500000.0,17.15,2.43,0.81,2.0559931014083284
412,0.02,4620,500000.0,17.15,2.43,0.81,2.054294782935562
413,0.02,4630,500000.0,17.15,2.43,0.81,2.052602399790543
414,0.02,4640,500000.0,17.15,2.43,0.81,2.070488894600847
415,0.02,4650,500000.0,17.15,2.43,0.81,2.068782283462565
416,0.02,4660,500000.0,17.15,2.43,0.81,2.067081592201494
417,0.02,4670,500000.0,17.15,2.43,0.81,2.06538678835234
418,0.02,4680,500000.0,17.15,2.43,0.81,2.063697839695049
419,0.02,4690,500000.0,17.15,2.43,0.81,2.0820094219590546
420,0.02,4700,500000.0,17.15,2.43,0.81,2.0803058642518506
421,0.02,4710,500000.0,17.15,2.43,0.81,2.078608148453966
422,0.02,4720,500000.0,17.15,2.43,0.81,2.0769162428781858
423,0.02,4730,500000.0,17.15,2.43,0.81,2.07523011607404
424,0.02,4740,500000.0,17.15,2.43,0.81,2.073549736825884
425,0.02,4750,500000.0,17.15,2.43,0.81,2.0922824048653323
426,0.02,4760,500000.0,17.15,2.43,0.81,2.090587048593766
427,0.02,4770,500000.0,17.15,2.43,0.81,2.0888974289726074
428,0.02,4780,500000.0,17.15,2.43,0.81,2.08721351528544
429,0.02,4790,500000.0,17.15,2.43,0.81,2.0855352770428066
430,0.02,4800,500000.0,17.15,2.43,0.81,2.083862683979663
431,0.02,4810,500000.0,17.15,2.43,0.81,2.082195706053437
432,0.02,4820,500000.0,17.15,2.43,0.81,2.101345512421525
433,0.02,4830,500000.0,17.15,2.43,0.81,2.099663205914465
434,0.02,4840,500000.0,17.15,2.43,0.81,2.0979865061654563
435,0.02,4850,500000.0,17.15,2.43,0.81,2.096315383594756
436,0.02,4860,500000.0,17.15,2.43,0.81,2.094649808838003
437,0.02,4870,500000.0,17.15,2.43,0.81,2.092989752743823
438,0.02,4880,500000.0,17.15,2.43,0.81,2.1125952907434584
439,0.02,4890,500000.0,17.15,2.43,0.81,2.1109195285666837
440,0.02,4900,500000.0,17.15,2.43,0.81,2.10924927884681
441,0.02,4910,500000.0,17.15,2.43,0.81,2.107584512866436
442,0.02,4920,500000.0,17.15,2.43,0.81,2.105925202114501
443,0.02,4930,500000.0,17.15,2.43,0.81,2.10427131828418
444,0.02,4940,500000.0,17.15,2.43,0.81,2.124351438212875
445,0.02,4950,500000.0,17.15,2.43,0.81,2.1226814641006047
446,0.02,4960,500000.0,17.15,2.43,0.81,2.121016912799301
447,0.02,4970,500000.0,17.15,2.43,0.81,2.1193577564086583
448,0.02,4980,500000.0,17.15,2.43,0.81,2.117703967226822
449,0.02,4990,500000.0,17.15,2.43,0.81,2.116055517747752
450,0.02,5000,500000.0,17.15,2.43,0.81,2.114412380660032
451,0.02,5010,500000.0,17.15,2.43,0.81,2.1349651521228017
452,0.02,5020,500000.0,17.15,2.43,0.81,2.133305558235601
453,0.02,5030,500000.0,17.15,2.43,0.81,2.1316512748390832
454,0.02,5040,500000.0,17.15,2.43,0.81,2.130002274998483
455,0.02,5050,500000.0,17.15,2.43,0.81,2.1283585319675447
456,0.02,5060,500000.0,17.15,2.43,0.81,2.1267200191866475
457,0.02,5070,500000.0,17.15,2.43,0.81,2.125086710281257
458,0.02,5080,500000.0,17.15,2.43,0.81,2.146132496161223
459,0.02,5090,500000.0,17.15,2.43,0.81,2.1444823579328576
460,0.02,5100,500000.0,17.15,2.43,0.81,2.1428374237900423
461,0.02,5110,500000.0,17.15,2.43,0.81,2.141197667707164
462,0.02,5120,500000.0,17.15,2.43,0.81,2.139563063838088
463,0.02,5130,500000.0,17.15,2.43,0.81,2.13793358651488
464,0.02,5140,500000.0,17.15,2.43,0.81,2.13630921024577
465,0.02,5150,500000.0,17.15,2.43,0.81,2.1578694906072515
466,0.02,5160,500000.0,17.15,2.43,0.81,2.156227905515004
467,0.02,5170,500000.0,17.15,2.43,0.81,2.15459142370749
468,0.02,5180,500000.0,17.15,2.43,0.81,2.152960020016001
469,0.02,5190,500000.0,17.15,2.43,0.81,2.1513336694430585
470,0.02,5200,500000.0,17.15,2.43,0.81,2.149712347160856
471,0.02,5210,500000.0,17.15,2.43,0.81,2.148096028510085
472,0.02,5220,500000.0,17.15,2.43,0.81,2.1701934780522643
473,0.02,5230,500000.0,17.15,2.43,0.81,2.1685595631218515
474,0.02,5240,500000.0,17.15,2.43,0.81,2.16693065599338
475,0.02,5250,500000.0,17.15,2.43,0.81,2.1653067323060635
476,0.02,5260,500000.0,17.15,2.43,0.81,2.163687767862611
477,0.02,5270,500000.0,17.15,2.43,0.81,2.162073738628105
478,0.02,5280,500000.0,17.15,2.43,0.81,2.160464620728199
479,0.02,5290,500000.0,17.15,2.43,0.81,2.183123192914991
480,0.02,5300,500000.0,17.15,2.43,0.81,2.1814960823275507
481,0.02,5310,500000.0,17.15,2.43,0.81,2.179873889112677
482,0.02,5320,500000.0,17.15,2.43,0.81,2.1782565896718724
483,0.02,5330,500000.0,17.15,2.43,0.81,2.176644160563192
484,0.02,5340,500000.0,17.15,2.43,0.81,2.1750365784996397
485,0.02,5350,500000.0,17.15,2.43,0.81,2.173433820347859
486,0.02,5360,500000.0,17.15,2.43,0.81,2.171835863127181
487,0.02,5370,500000.0,17.15,2.43,0.81,2.195057681662745
488,0.02,5380,500000.0,17.15,2.43,0.81,2.1934413562002613
489,0.02,5390,500000.0,17.15,2.43,0.81,2.191829839611644
490,0.02,5400,500000.0,17.15,2.43,0.81,2.1902231091679063
491,0.02,5410,500000.0,17.15,2.43,0.81,2.188621142288353
492,0.02,5420,500000.0,17.15,2.43,0.81,2.187023916539372
493,0.02,5430,500000.0,17.15,2.43,0.81,2.185431409633304
494,0.02,5440,500000.0,17.15,2.43,0.81,2.183843599427047
495,0.02,5450,500000.0,17.15,2.43,0.81,2.207654841212306
496,0.02,5460,500000.0,17.15,2.43,0.81,2.2060482782466675
497,0.02,5470,500000.0,17.15,2.43,0.81,2.2044464217435324
498,0.02,5480,500000.0,17.15,2.43,0.81,2.202849249789439
499,0.02,5490,500000.0,17.15,2.43,0.81,2.201256740611648
500,0.02,5500,500000.0,17.15,2.43,0.81,2.199668872577446
501,0.02,5510,500000.0,17.15,2.43,0.81,2.19808562419252
502,0.02,5520,500000.0,17.15,2.43,0.81,2.196506974100088
503,0.02,5530,500000.0,17.15,2.43,0.81,2.220935345818111
504,0.02,5540,500000.0,17.15,2.43,0.81,2.219337548350787
505,0.02,5550,500000.0,17.15,2.43,0.81,2.2177443606827376
506,0.02,5560,500000.0,17.15,2.43,0.81,2.216155761666081
507,0.02,5570,500000.0,17.15,2.43,0.81,2.2145717302868846
508,0.02,5580,500000.0,17.15,2.43,0.81,2.212992245664049
509,0.02,5590,500000.0,17.15,2.43,0.81,2.2114172870486306
510,0.02,5600,500000.0,17.15,2.43,0.81,2.209846833822088
511,0.02,5610,500000.0,17.15,2.43,0.81,2.2349216867099795
512,0.02,5620,500000.0,17.15,2.43,0.81,2.233331680238201
513,0.02,5630,500000.0,17.15,2.43,0.81,2.231746192339633
514,0.02,5640,500000.0,17.15,2.43,0.81,2.2301652025855385
515,0.02,5650,500000.0,17.15,2.43,0.81,2.228588690674746
516,0.02,5660,500000.0,17.15,2.43,0.81,2.227016636432704
517,0.02,5670,500000.0,17.15,2.43,0.81,2.225449019810519
518,0.02,5680,500000.0,17.15,2.43,0.81,2.2238858208837056
519,0.02,5690,500000.0,17.15,2.43,0.81,2.249638276094136
520,0.02,5700,500000.0,17.15,2.43,0.81,2.2480551056091693
521,0.02,5710,500000.0,17.15,2.43,0.81,2.246476367622929
522,0.02,5720,500000.0,17.15,2.43,0.81,2.244902042382723
523,0.02,5730,500000.0,17.15,2.43,0.81,2.243332110257481
524,0.02,5740,500000.0,17.15,2.43,0.81,2.241766551736876
525,0.02,5750,500000.0,17.15,2.43,0.81,2.2402053474302512
526,0.02,5760,500000.0,17.15,2.43,0.81,2.238648478065668
527,0.02,5770,500000.0,17.15,2.43,0.81,2.237095924489215
528,0.02,5780,500000.0,17.15,2.43,0.81,2.2635342908510423
529,0.02,5790,500000.0,17.15,2.43,0.81,2.261961369260056
530,0.02,5800,500000.0,17.15,2.43,0.81,2.2603927798662564
531,0.02,5810,500000.0,17.15,2.43,0.81,2.25882850366865
532,0.02,5820,500000.0,17.15,2.43,0.81,2.2572685217816804
533,0.02,5830,500000.0,17.15,2.43,0.81,2.25571281543406
534,0.02,5840,500000.0,17.15,2.43,0.81,2.2541613659679136
535,0.02,5850,500000.0,17.15,2.43,0.81,2.252614154837579
536,0.02,5860,500000.0,17.15,2.43,0.81,2.251071163609536
537,0.02,5870,500000.0,17.15,2.43,0.81,2.278229842317157
538,0.02,5880,500000.0,17.15,2.43,0.81,2.2766660734228883
539,0.02,5890,500000.0,17.15,2.43,0.81,2.2751065423809465
540,0.02,5900,500000.0,17.15,2.43,0.81,2.2735512308935437
541,0.02,5910,500000.0,17.15,2.43,0.81,2.272000120772465
542,0.02,5920,500000.0,17.15,2.43,0.81,2.270453193937367
543,0.02,5930,500000.0,17.15,2.43,0.81,2.2689104324157943
544,0.02,5940,500000.0,17.15,2.43,0.81,2.2673718183420597
545,0.02,5950,500000.0,17.15,2.43,0.81,2.295312739726749
546,0.02,5960,500000.0,17.15,2.43,0.81,2.293752886612021
547,0.02,5970,500000.0,17.15,2.43,0.81,2.2921972003649644
548,0.02,5980,500000.0,17.15,2.43,0.81,2.290645663241448
549,0.02,5990,500000.0,17.15,2.43,0.81,2.2890982576018
550,0.02,6000,500000.0,17.15,2.43,0.81,2.287554965910078
