,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
123,123,0.02,1730,100000.0,17.15,2.43,0.81,1.4091330660521937,,0.0004325,1.460375,0.0002472932573451,4.325,0.0002878437862397,3.734136218731876e-07,2.5440509232634104e-07,2.0221491714580203e-09,-2.8991010237007275e-10,1347748252.5310347,2079842729.9872413,2160030605.556858,0.0038214496276618,0.0003780687438469,2060474653.9656184,3179720857.604812,3302314290.6560187,9.956996689314962e-08,1.536561975716744e-07,1.595803782194359e-07,6.450222796947703e-08,9.953972461723321e-08,1.0337745664223569e-07
124,124,0.02,1740,100000.0,17.15,2.43,0.81,1.413021733938582,,0.0004349999999999,1.4645,0.000253554269377,4.35,0.0002883010522141,3.706937110589916e-07,2.6193297860549734e-07,9.053450202915687e-10,2.2365670289876344e-09,1381870768.1047251,2116049908.4348357,2203950968.5731926,0.003860678344471,0.0003914408244283,2133352493.1344,3266789089.075052,3402492043.449372,1.0252306965881118e-07,1.5699292377501441e-07,1.6351443556877517e-07,6.639555502672526e-08,1.0167109065305493e-07,1.0589452442850725e-07
125,125,0.02,1750,100000.0,17.15,2.43,0.81,1.4139909691678851,,0.0004374999999999,1.47375,0.0002585308119013,4.375,0.0002902011529799,3.711512535978375e-07,2.597716384306265e-07,2.349352490087005e-09,6.306288247286124e-10,1408992924.8624623,2139413843.3492773,2236229172.969601,0.0038125287394011,0.0003938808684754,2146650733.191227,3259472928.775344,3406974519.9092417,1.0496620704498614e-07,1.593806132545561e-07,1.665930965500612e-07,6.79914165767893e-08,1.03238118010784e-07,1.07909973554613e-07
126,126,0.02,1760,100000.0,17.15,2.43,0.81,1.414986427833524,,0.00044,1.4596250000000002,0.0002558566011606,4.4,0.0002770574944171,3.8163006521203e-07,2.616790059155247e-07,-3.546758894102506e-09,-4.730555280847856e-10,1394418476.3256536,2099505372.0124795,2202232419.25195,0.0040580807962045,0.000415384055624,2263843103.1513166,3408554058.308091,3575331766.2548285,1.0430497483724007e-07,1.5704672500859e-07,1.6473089031429596e-07,6.75737673584674e-08,1.0174240372234641e-07,1.0672057470145865e-07
127,127,0.02,1770,100000.0,17.15,2.43,0.81,1.4190612641001488,,0.0004425,1.4745,0.0002653910777484,4.425,0.0002840655276331,4.044797552287125e-07,2.7115748279673324e-07,1.5621454231165966e-09,1.0694415614640136e-10,1446381373.7291913,2160524799.4278097,2273028064.3135576,0.0040017530301162,0.0004238950416562,2310227977.026309,3450891256.8669534,3630586733.292882,1.0860563355023725e-07,1.622291111492075e-07,1.706767367763849e-07,7.038660446098332e-08,1.0513963139153587e-07,1.1061448259600457e-07
128,128,0.02,1780,100000.0,17.15,2.43,0.81,1.4201295058910657,,0.0004449999999999,1.498625,0.0002733448502431,4.45,0.0002955273310074,3.877296911598375e-07,2.609411499079739e-07,4.5918687999586495e-09,-2.2862470847882755e-09,1489729433.8251514,2207541160.4379826,2329542581.4820085,0.0038324879190655,0.0004186544367689,2281666680.390972,3381065713.6778693,3567922850.978129,1.1229284482595216e-07,1.664000665808551e-07,1.7559629129843038e-07,7.279507805270304e-08,1.0787068270915198e-07,1.1383223704632897e-07
129,129,0.02,1790,100000.0,17.15,2.43,0.81,1.4212247405366416,,0.0004474999999999,1.512375,0.0002765346365173,4.475,0.0002934970424655,3.98808445679425e-07,2.588116496499969e-07,8.938924883658177e-10,1.997777737315672e-09,1507113769.0197551,2215360373.3738275,2344983470.0401216,0.0039543799223326,0.0004369167152085,2381196097.886529,3500205216.704549,3705005954.593435,1.1402534929370785e-07,1.6760993468309195e-07,1.774169706068096e-07,7.394445846125474e-08,1.0869360128810784e-07,1.1505337974948713e-07
130,130,0.02,1800,100000.0,17.15,2.43,0.81,1.4254949010421352,,0.00045,1.516875,0.0002827171901825,4.5,0.0002847877105374,3.91232504166525e-07,2.678990404728615e-07,-2.906582069915132e-09,-8.415208916451824e-11,1540808686.49515,2245166050.675176,2385404686.161541,0.0040708179677888,0.0004602054133999,2508119503.029482,3654668362.525365,3882948005.4326735,1.1698594444262287e-07,1.7046429785270818e-07,1.811119203405041e-07,7.589966239890203e-08,1.1059604399255076e-07,1.1750414697898295e-07
131,131,0.02,1810,100000.0,17.15,2.43,0.81,1.426665953198782,,0.0004525,1.529,0.0002903027218052,4.525,0.0002830555570837,4.039906944444625e-07,2.680116852982321e-07,3.1881216539880847e-09,6.860151357017023e-10,1582149833.8386078,2285085760.237262,2437078780.905603,0.0040670079056669,0.0004727248547257,2576350458.2552366,3721001399.252002,3968504688.811129,1.2055354848939574e-07,1.741144808837942e-07,1.856957468266883e-07,7.824445534942624e-08,1.130078118471886e-07,1.2052455322322798e-07
132,132,0.02,1820,100000.0,17.15,2.43,0.81,1.427864876314501,,0.0004549999999999,1.526625,0.0002925540398558,4.55,0.0003036770805041,4.016488730665124e-07,2.494390364299424e-07,-8.887590393261337e-10,3.628848454107032e-10,1594419517.2145617,2283825690.195783,2443554643.418298,0.0038654475555765,0.0004545763881647,2477441315.4979105,3548654580.051255,3796844660.3420496,1.2190859589233086e-07,1.7462028038956485e-07,1.868330839838952e-07,7.915737534824855e-08,1.1338399049744733e-07,1.2131397665711624e-07
133,133,0.02,1830,100000.0,17.15,2.43,0.81,1.4290918631416372,,0.0004574999999999,1.5513749999999995,0.0002974317523867,4.575,0.0002897700891853,3.980140397668876e-07,2.735251519557161e-07,4.143852560491325e-09,-5.43247628820477e-10,1621003050.507588,2301839030.2819834,2471664679.9403524,0.0040358670634339,0.0004804906463972,2618674022.865228,3718540857.482794,3992888285.167974,1.243512488272666e-07,1.765799008985696e-07,1.8960765652883042e-07,8.078557975169261e-08,1.147162557764313e-07,1.2317982008623518e-07
134,134,0.02,1840,100000.0,17.15,2.43,0.81,1.4336184159480845,,0.00046,1.568,0.000306179146268,4.6,0.0002907888565242,3.969504155386251e-07,2.641464588396491e-07,3.6363433319220633e-10,9.598204072030646e-10,1668676347.1610444,2347864846.2173843,2531353202.2767663,0.0040105365156646,0.0004911550886964,2676795233.395442,3766310608.827055,4060652143.492503,1.3024762031705157e-07,1.83261307422584e-07,1.975833907752257e-07,8.347471997083794e-08,1.1745079319953705e-07,1.2662970867108717e-07
135,135,0.02,1850,100000.0,17.15,2.43,0.81,1.4349253760946743,,0.0004625,1.562625,0.0003102529347439,4.625,0.0003189436391988,4.020129401435874e-07,2.6991348655207845e-07,1.4914753407615215e-09,3.902059307767568e-09,1690878494.354792,2358502152.513217,2551857953.110549,0.0036927783845452,0.0004576354244633,2494113063.325274,3478884525.47183,3764092025.448664,1.3271291808592286e-07,1.851130663835167e-07,2.002890903330693e-07,8.489880170888271e-08,1.1842010365895526e-07,1.2812847467968856e-07
136,136,0.02,1860,100000.0,17.15,2.43,0.81,1.436261424819158,,0.0004649999999999,1.55725,0.0003123679298377,4.65,0.0002949650271895,3.8904031599668765e-07,2.56377724201104e-07,5.286337144683036e-10,3.2161588894824922e-09,1702405217.6159072,2354313603.564393,2555988633.118916,0.0041424629845957,0.0005167860178698,2816483797.390897,3895010453.3291726,4228664537.093148,1.343906124082488e-07,1.8585331136800758e-07,2.0177386333109435e-07,8.578941834387762e-08,1.1864108060695386e-07,1.2880410366452916e-07
137,137,0.02,1870,100000.0,17.15,2.43,0.81,1.4376267948979,,0.0004674999999999,1.55875,0.0003144371057745,4.675,0.0003112548132158,3.826733547081879e-07,2.579530507964791e-07,-1.5940812272729795e-09,1.604545192660768e-09,1713682226.4712646,2349508235.204607,2559566700.12799,0.0038327036833453,0.0004815567636505,2624484361.895607,3598244485.5816054,3919946576.9958434,1.3605949720553944e-07,1.865415327440657e-07,2.0321933256001808e-07,8.66686673850575e-08,1.1882526679097577e-07,1.2944887421751041e-07
138,138,0.02,1880,100000.0,17.15,2.43,0.81,1.439021727851663,,0.00047,1.587125,0.0003209294501554,4.7,0.0002866951616299,3.766154846895875e-07,2.681582909876464e-07,-2.385294732632824e-09,-2.600430705354613e-10,1749065503.3472087,2377197793.9293523,2598786460.2233977,0.0043114710792252,0.0005539870425806,3019229382.0643134,4103508652.291562,4486014059.165746,1.3963247476454116e-07,1.8977791874343009e-07,2.0746792165938685e-07,8.877108187783695e-08,1.2065095309516537e-07,1.318973390087549e-07
139,139,0.02,1890,100000.0,17.15,2.43,0.81,1.4438766302861077,,0.0004725,1.585125,0.0003253982249162,4.725,0.0003155954001651,3.865134353377501e-07,2.561374086841751e-07,-1.2995863202238207e-11,1.8539338303164567e-09,1773420325.7934546,2389187159.193255,2621154499.077636,0.0038022718927018,0.0004948026696491,2696674549.587741,3633013624.9654474,3985744679.5855103,1.4238355322570906e-07,1.918219567574716e-07,2.104460435600612e-07,9.032072431936601e-08,1.2168187745131093e-07,1.3349602994074964e-07
140,140,0.02,1900,100000.0,17.15,2.43,0.81,1.445357187644887,,0.0004749999999999,1.6158750000000002,0.0003375876530263,4.75,0.0003105226564022,3.761625990891251e-07,2.722176087678467e-07,3.605111895010995e-09,1.6584001002377046e-09,1839852708.9937456,2455478179.072268,2705006679.4035826,0.0039321242953548,0.000531123345758,2894622234.381165,3863179752.616014,4255760496.5201545,1.485548261998143e-07,1.982621393258265e-07,2.1840976463160025e-07,9.402594654369469e-08,1.2548757782405868e-07,1.382397689742473e-07
141,141,0.02,1910,100000.0,17.15,2.43,0.81,1.4468685260190206,,0.0004774999999999,1.596375,0.0003381332516435,4.775,0.0003244669949537,3.7691856156268747e-07,2.644221990145949e-07,2.596437660174297e-09,-1.1173628041986567e-09,1842826221.457435,2435514150.8693438,2695018904.0847006,0.0037785083957575,0.0005108601112628,2784187606.382362,3679635244.530253,4071701468.293935,1.496344404773089e-07,1.9775971982408649e-07,2.188310764698977e-07,9.44956707085759e-08,1.2488727397454286e-07,1.381940499589626e-07
142,142,0.02,1920,100000.0,17.15,2.43,0.81,1.4484109306310495,,0.00048,1.611125,0.0003450441432559,4.8,0.0003062338691965,3.970570925248251e-07,2.595369966037475e-07,1.4508147845852899e-09,-1.1897646137405402e-09,1880490580.745136,2462824383.336377,2735447780.9185724,0.0040096850447338,0.000553709296632,3017715666.6447973,3952215343.106937,4389707509.460533,1.5351530142780658e-07,2.010545713139509e-07,2.233103930046502e-07,9.674748706057669e-08,1.2670739890911597e-07,1.407333285787783e-07
143,143,0.02,1930,100000.0,17.15,2.43,0.81,1.4499846962108915,,0.0004825,1.605125,0.0003469201117287,4.825,0.0003073664397174,3.825289845893749e-07,2.5034296456840136e-07,-2.0963002205376484e-09,1.361101558491043e-09,1890714608.921908,2453706233.704116,2735587576.562705,0.0040389105036003,0.0005608822875825,3056808467.325163,3967023873.471889,4422754882.036129,1.5520647215459874e-07,2.014217727201644e-07,2.2456107073204686e-07,9.759181823409613e-08,1.266514002851348e-07,1.412010909925675e-07
144,144,0.02,1940,100000.0,17.15,2.43,0.81,1.4515901271332927,,0.0004849999999999,1.6509999999999998,0.0003596745723873,4.85,0.0003283428921936,3.7880502087041643e-07,2.642789884225873e-07,-1.8338019671167111e-09,1.2667839432871612e-09,1960226419.5110085,2520580449.457139,2820886818.5198946,0.0037881448264046,0.0005438026334378,2963724352.236204,3810940198.270623,4264982287.625254,1.6180119206670365e-07,2.080539867042141e-07,2.328419030469007e-07,1.0150565308293029e-07,1.3052225096223172e-07,1.460729005266238e-07
145,145,0.02,1950,100000.0,17.15,2.43,0.81,1.453227537561713,,0.0004874999999999,1.646125,0.0003609929299544,4.875,0.0003142218974724,3.664119017125277e-07,2.727765896148215e-07,2.210342525246449e-09,1.0647154895282432e-09,1967411468.2519088,2506398185.8834734,2815896250.6345253,0.0039291866978811,0.0005683224669129,3097357444.675465,3945901101.849858,4433153590.939537,1.6325593158688306e-07,2.0798108446915278e-07,2.336632540105173e-07,1.0220000770115785e-07,1.3019844502942625e-07,1.4627576546364927e-07
146,146,0.02,1960,100000.0,17.15,2.43,0.81,1.454897251599106,,0.00049,1.651625,0.0003640952840008,4.9,0.0003119962518607,3.796306887901125e-07,2.614015386441548e-07,1.3754287412543e-09,-1.647452625818273e-09,1984319297.804707,2504315651.812748,2824633859.7005506,0.0040022220491418,0.0005826441397238,3175410561.494927,4007535671.744445,4520125465.882586,1.655594309329617e-07,2.089447371949275e-07,2.3567012371615965e-07,1.0339843144206694e-07,1.304942760571491e-07,1.471853399875228e-07
147,147,0.02,1970,100000.0,17.15,2.43,0.81,1.4565996034457886,,0.0004924999999999,1.6455000000000002,0.0003646411241572,4.925,0.000325861124737,3.867031425568501e-07,2.559180470923446e-07,-6.182406276308295e-10,1.895045895025262e-09,1987294126.6569612,2484412107.908153,2813383227.8016734,0.0038624365798332,0.0005638937781342,3073221090.831737,3841981710.671566,4350714147.591718,1.667100420570291e-07,2.084122533452512e-07,2.360089681431926e-07,1.0387061354858572e-07,1.2985365703770326e-07,1.470481083294136e-07
148,148,0.02,1980,100000.0,17.15,2.43,0.81,1.4620569760582816,,0.000495,1.6517500000000005,0.0003697314475305,4.95,0.0003086267662219,3.74773170234475e-07,2.556679205876464e-07,-1.1698173605689806e-09,-1.4465987434098911e-09,2015036389.0414467,2495105828.8688097,2836956138.03832,0.0040945981297376,0.0006053373274682,3299088434.702229,4085075003.1839232,4644764350.489956,1.699528719864339e-07,2.1044304898536678e-07,2.392755019121555e-07,1.0563755643729734e-07,1.308050237939088e-07,1.4872640304263798e-07
149,149,0.02,1990,100000.0,17.15,2.43,0.81,1.4638561884094925,,0.0004974999999999,1.68425,0.0003818229591689,4.975,0.0003413621143088,3.871179944362756e-07,2.65051017701373e-07,-1.433736553671413e-09,-2.3303169271244967e-10,2080935127.4706569,2551931789.132997,2913519631.590315,0.0036879026235486,0.0005623818793829,3064981242.637139,3758705863.978148,4291283713.266693,1.7641061364633657e-07,2.163392058510454e-07,2.469927002021117e-07,1.0941578914697493e-07,1.3418084344447005e-07,1.5319317045367778e-07
150,150,0.02,2000,100000.0,17.15,2.43,0.81,1.4656896307688272,,0.0005,1.6875,0.0003870410914214,5.0,0.0003288860083757,3.982998881298626e-07,2.7971100151512344e-07,-1.5595440196506451e-09,-1.367696695564714e-12,2109373948.246717,2561696234.3159266,2937284690.1012583,0.003854012123689,0.0005955095903458,3245527267.384732,3941479881.336192,4519368204.826402,1.7978093887535397e-07,2.1833215229645454e-07,2.503433778393979e-07,1.1123453978193234e-07,1.3508704889528332e-07,1.548931193463826e-07
151,151,0.02,2010,100000.0,17.15,2.43,0.81,1.467557689323989,,0.0005025,1.6855,0.0003907950166563,5.025,0.0003367144982618,3.59967098131875e-07,2.734287400834079e-07,-9.92502123792302e-10,6.669097292664647e-10,2129832840.7768867,2561187574.627661,2950560598.365326,0.0038421831454884,0.0005998752216522,3269319958.004831,3931454851.109301,4529147295.906939,1.824871347348327e-07,2.194462274521847e-07,2.528082669908507e-07,1.126323582083644e-07,1.3544377324891384e-07,1.5603506146958828e-07
152,152,0.02,2020,100000.0,17.15,2.43,0.81,1.469460761515346,,0.0005049999999999,1.671625,0.0003915495794026,5.05,0.0002999483748523,3.910495919692e-07,2.604721612294498e-07,-1.7360072295430602e-09,6.292092770733342e-10,2133945207.7443168,2540728937.6569057,2941015365.967101,0.0043706654863355,0.0006832934168843,3723949122.019704,4433827664.525089,5132367761.9242325,1.838112941747463e-07,2.1885035870794506e-07,2.533297662208852e-07,1.1316521844758775e-07,1.3473736073569386e-07,1.5596494471345245e-07
153,153,0.02,2030,100000.0,17.15,2.43,0.81,1.47139925624609,,0.0005074999999999,1.623875,0.0003840529566283,5.075,0.0003440285576459,3.824157366516625e-07,2.6510345642887645e-07,-7.540491854771894e-11,-4.4815603557340036e-11,2093088613.624482,2467166489.70762,2869137885.0167184,0.0037429434291773,0.0005737881637938,3127145492.676305,3686030547.2739897,4286589467.1607766,1.8119818637240144e-07,2.135820196545146e-07,2.483805883005501e-07,1.1130312271670661e-07,1.311952741890648e-07,1.525707053339601e-07
