,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,0.02,500,100000.0,17.15,2.43,0.81,1.132207708766776,,0.05,28415.9,0.3962069023617988,500.0,0.0468678699164768,0.0041574644763119,0.0021231123326206,-9.055062362478313e-05,2.5015222422485424e-06,8518448400778.675,6029795225465.939,4992206969758.666,1.0675776310111882,0.4229818490013559,9094109753529.152,6437277892847.336,5329571297417.086,0.0001848427827079,0.0001308412138215,0.0001083264680055,0.0001033611650485,7.31643405213887e-05,6.057445021450941e-05
1,1,0.02,510,100000.0,17.15,2.43,0.81,1.134734428137802,,0.051,36606.3,0.5796460668561101,510.0,0.0480237779166202,0.0041090026589923,0.0021727190647097,-9.22177049524587e-05,1.928732418107849e-06,12371772258933.645,8810620216212.871,7303540442386.984,1.0631136466542757,0.6162236600571268,13152472204535.512,9366599632868.332,7764418116719.799,0.0002739368264766,0.0001950854971144,0.0001617156094501,0.0001536251618474,0.0001094049363634,9.06909340907983e-05
2,2,0.02,520,100000.0,17.15,2.43,0.81,1.1371251937425453,,0.052,42174.85,0.7969879698180578,520.0,0.0490388399588993,0.0040607710149141,0.0021745874991026,-8.963050417220872e-05,-9.865674734258018e-07,16949320818791.312,12114217141234.477,10042048419707.527,1.0613478083577017,0.845862679642339,17988725638071.316,12857112730563.55,10657869763493.473,0.0003828073168673,0.000273604530197,0.0002268037552949,0.0002152005040437,0.000153810625379,0.0001275009131431
3,3,0.02,530,100000.0,17.15,2.43,0.81,1.1396961390385214,,0.053,44314.25,0.9060402637608624,530.0,0.0500454753095936,0.0040539295030282,0.0022081807808576,-8.200740142350777e-05,8.556873597592727e-08,19117449565354.195,13719133293242.984,11416107323386.867,1.0597707780496677,0.9609538853832872,20276126981587.36,14550627570909.65,12108018955829.418,0.0004401761629461,0.000315880809902,0.0002628540119962,0.000248240201389,0.0001781430310541,0.0001482382245261
4,4,0.02,540,100000.0,17.15,2.43,0.81,1.1421032315621116,,0.054,46746.35,1.0936481595139198,540.0,0.0511450882653889,0.0041736168099293,0.0022297686547695,-7.907943481518229e-05,-1.3389728207086268e-06,22980642055665.65,16495359990655.582,13779966809875.39,1.0566748244354511,1.1556302269245984,24283060655874.336,17430227851045.56,14560940859249.94,0.0005394072764465,0.0003871831424471,0.0003234467665626,0.0003052011848548,0.0002190714864084,0.0001830089075599
5,5,0.02,550,100000.0,17.15,2.43,0.81,1.1446849391252194,,0.055,46948.95,1.1642884039701484,550.0,0.0517663305659311,0.0040509313657324,0.0022017154813807,-7.489014154387605e-05,-2.244012980620001e-06,24258977585586.277,17492146087249.428,14670033890023.871,1.0635248226002596,1.238248075348978,25799992684678.82,18603308383388.4,15601925749397.123,0.0005774562551742,0.000416379838716,0.0003492027973365,0.00032929874581,0.0002374437153311,0.000199135505358
6,6,0.02,560,100000.0,17.15,2.43,0.81,1.1470719240942415,,0.056,46005.15,1.2726200651455126,560.0,0.0526128633121572,0.0040299268949895,0.0022181088970512,-7.585082689424801e-05,-1.1832581582422284e-06,26418240394347.55,19089300977182.688,16035012820833.455,1.065564064059486,1.3560772702006592,28150723298060.945,20341159053009.89,17086573604528.309,0.0006407390342889,0.0004629854256299,0.0003889077575291,0.0003662521040705,0.000264646567817,0.0002223031169662
7,7,0.02,570,100000.0,17.15,2.43,0.81,1.1496258456588988,,0.057,41373.3,1.2029296296584835,570.0,0.0534829718755247,0.00397303071762,0.0022121530114082,-7.19295469149206e-05,-2.340999444546279e-06,24758688209045.625,18043944444877.25,15156913333696.896,1.0670100961418068,1.2835559501292573,26418138505024.46,19253339251938.86,16172804971628.64,0.0006114153296785,0.0004455948614206,0.0003742996835933,0.0003502659418924,0.000255271165543,0.0002144277790561
8,8,0.02,580,100000.0,17.15,2.43,0.81,1.1519513659104534,,0.0579999999999999,36937.15,1.1867969461793406,580.0,0.0545072571657726,0.0040015576058212,0.0022088865811039,-7.101071004216035e-05,-1.3625330602959166e-06,24329337396676.48,17738993029576.016,14953641521859.691,1.0651517508673725,1.264085275590363,25913748149602.457,18894217721637.64,15927474472438.578,0.0006116017822688,0.0004459307532981,0.0003759113393457,0.0003502186212076,0.0002553512074388,0.0002152563232788
9,9,0.02,590,100000.0,17.15,2.43,0.81,1.1544339730283155,,0.0589999999999999,40212.1,1.3573892490089368,590.0,0.0548945697913893,0.0040409318884847,0.0022176212667823,-7.302103638859875e-05,-1.2796935049075102e-06,27593144938767.523,20225099810233.16,17075875654839.922,1.0758294842095126,1.4598545997186068,29676070875743.875,21751833535807.24,18364883644939.586,0.0007059213019498,0.0005174230346627,0.0004368557625797,0.0004036133087803,0.000295838675618,0.0002497740177376
10,10,0.02,600,100000.0,17.15,2.43,0.81,1.1570811972818376,,0.06,40935.0,1.394294073841415,600.0,0.0566195329126116,0.0039280648328598,0.002219558653127,-6.963090689054535e-05,-1.9668741473907063e-06,28096635301880.57,20774981700237.08,17490793289821.451,1.060400671680832,1.4781419581053392,29786266972269.305,22024315175769.555,18542627360526.957,0.0007314174434064,0.0005408186367777,0.0004553239622374,0.0004174431191917,0.0003086623387077,0.0002598678179643
11,11,0.02,610,100000.0,17.15,2.43,0.81,1.1594574070393264,,0.0609999999999999,41701.05,1.500195513784021,610.0,0.0573538547913187,0.0038439420372882,0.0022030487529793,-6.836990124317214e-05,-2.8405443942860905e-06,30003910275680.426,22307911612432.68,18766188700664.363,1.0645087278909169,1.5932839681787423,31865679363574.85,23692137197494.914,19930647256215.023,0.0007942910877646,0.0005905555381812,0.0004967957942577,0.0004526118375105,0.0003365169663938,0.0002830897397317
12,12,0.02,620,100000.0,17.15,2.43,0.81,1.161985984354807,,0.062,43853.35,1.617470458634226,620.0,0.0583679238721287,0.0038775805324911,0.0022210540307096,-6.634355090120619e-05,-7.43792298664978e-07,32183235632607.92,23956388849932.105,20218380732927.832,1.0632404328586014,1.7197977818814725,34219269328395.426,25471960978373.727,21497472273518.4,0.0008662388687441,0.0006448063648247,0.0005441947308798,0.0004927410771634,0.0003667840294746,0.000309553297082
13,13,0.02,630,100000.0,17.15,2.43,0.81,1.1642034075198844,,0.0629999999999999,43758.5,1.6970894760693742,630.0,0.058588629228086,0.0039686946401972,0.002214550016701,-6.867968968516732e-05,-2.339159861531018e-06,33467142588591.92,25035530176353.49,21213618450867.18,1.0763409956069008,1.826880483382024,36026662407493.83,26950212181053.125,22836006042275.297,0.0009156630857771,0.0006849736500408,0.0005804059094617,0.0005198650222066,0.000388891773973,0.000329523746996
14,14,0.02,640,100000.0,17.15,2.43,0.81,1.1665588848071584,,0.064,44787.4,1.761210263296762,640.0,0.0601862272184689,0.0039634805882523,0.0022032901208328,-6.743008387190817e-05,-1.579353106559815e-06,34419986524588.207,25889790870462.406,22015128291209.527,1.0639553158426496,1.87356787435846,36615833062206.83,27541447753069.363,23419598429480.75,0.0009571752137814,0.000719961528558,0.000612212184148,0.0005427273641381,0.000408224969733,0.0003471300763036
15,15,0.02,650,100000.0,17.15,2.43,0.81,1.1690582049414966,,0.0649999999999999,44640.05,1.757300272847066,650.0,0.0617785300575917,0.0039516919979519,0.002217688861315,-6.179410700399548e-05,-2.0124885976792995e-06,34091625293233.09,25832314010851.867,21909326364223.227,1.0527263755873908,1.849126567000497,35873055399809.64,27182160534907.312,23054180364709.56,0.0009630346175744,0.0007297221071311,0.0006189038966315,0.0005468124757319,0.0004143372883123,0.0003514145450031
16,16,0.02,660,100000.0,17.15,2.43,0.81,1.1711961460005302,,0.066,45499.35,1.790721502263588,660.0,0.0622337492802159,0.0038811610605751,0.0022170408566293,-6.273060471806024e-05,-1.2773459191336426e-06,34542086402050.24,26279005012788.77,22262636850909.65,1.0612942227241668,1.9007456398524976,36664394791212.47,27893619490568.76,23630480715452.613,0.0009910267995204,0.000753955563925,0.0006387242939075,0.0005632636400882,0.0004285209598839,0.0003630276910505
17,17,0.02,670,100000.0,17.15,2.43,0.81,1.1739866608376612,,0.0669999999999999,45699.0,1.7913248257154748,670.0,0.0631357758918511,0.0038786939926235,0.0022020166097323,-6.421371415614713e-05,-2.494826972362627e-06,34236757397714.54,26182203044163.49,22212427838871.89,1.0620549328917193,1.9022814074375625,36357418885550.23,27803956793137.348,23588289452225.773,0.0009974436280131,0.00076278460867,0.0006471303445361,0.0005673099339629,0.0004338443535245,0.000368064382501
18,18,0.02,680,100000.0,17.15,2.43,0.81,1.1763985939537458,,0.068,45835.35,1.7439619673629891,680.0,0.0641552296821032,0.0038979528652466,0.0022051731892995,-6.144438835498683e-05,-1.6439178115262126e-06,33022946527932.605,25387079995244.56,21625128395301.062,1.06110171447324,1.8500110715923768,35031048747958.426,26930850526299.445,22940137287745.465,0.000976620123578,0.0007507971216702,0.0006395412216757,0.0005557631557517,0.0004272545359192,0.0003639423753523
19,19,0.02,690,100000.0,17.15,2.43,0.81,1.178948889451767,,0.0689999999999999,45520.65,1.6792361208804871,690.0,0.0641769979761875,0.0038838566420222,0.002214031266021,-6.173522339110218e-05,-8.456435445937669e-07,31500190342062.188,24348923752767.062,20822527898918.047,1.0760261789014232,1.805796273019005,33874287011679.6,26184045958775.56,22391873785435.65,0.0009456690107827,0.0007309804286533,0.000625114297607,0.0005381777640311,0.0004159990526892,0.0003557509140238
20,20,0.02,700,100000.0,17.15,2.43,0.81,1.1816434119664396,,0.07,46255.05,1.656539314293661,700.0,0.0651643120070843,0.0038005610150454,0.0022142995175882,-5.85594778516836e-05,-1.785266194716351e-06,30781312130503.1,24019820057258.09,20525614748010.85,1.075016693862375,1.7806941969190755,33088320579770.35,25820065855326.59,22063975635594.35,0.0009376181879477,0.0007316588734564,0.0006252231751833,0.0005336649172837,0.000416438884401,0.0003558587902378
