,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
26,26,0.02,760,100000.0,17.15,2.43,0.81,1.1971449744787888,,0.076,198.0,0.0043869706388052,760.0,0.0526566342279465,0.0001399114229289,9.322263623585412e-05,-1.275557845248705e-07,9.54464111897969e-08,76859826054.1961,62294983071.03488,53425953141.87613,1.4944196229303113,0.0065474599154355,114711647656.30824,92973930799.18517,79737093188.21367,2.54477423023789e-06,2.0625426276725296e-06,1.7688953483381057e-06,1.4360793050562975e-06,1.163944034092198e-06,9.98231580772191e-07
27,27,0.02,770,100000.0,17.15,2.43,0.81,1.2002248790949313,,0.0769999999999999,203.35,0.003688944555278,770.0,0.0476406298113147,0.000163051951379,9.462326776788322e-05,-3.07897954285854e-06,1.563423955585004e-06,63977648319.504005,52383012684.948685,44794615981.04694,1.7324001386687982,0.0063864939562313,110761454449.56737,90688214178.48634,77550784498.87387,2.1462841035685663e-06,1.757314161678264e-06,1.5027431412521932e-06,1.2089022982743312e-06,9.898135690939834e-07,8.464255194152714e-07
28,28,0.02,780,100000.0,17.15,2.43,0.81,1.2027528561911225,,0.078,205.75,0.0027061171115845,780.0,0.0484986437233146,0.0001317269884519,9.830136965487524e-05,1.179453674237892e-06,1.3581846142585916e-06,46361907309.43506,38338400293.53742,32764438334.407738,1.7495018690070083,0.0047319984606708,81069837326.275,67039689596.94135,57292890651.1282,1.5758103742243404e-06,1.303096710635694e-06,1.1136414532817576e-06,8.860323267986049e-07,7.326933680941614e-07,6.261681888953862e-07
29,29,0.02,790,100000.0,17.15,2.43,0.81,1.205406795062256,,0.0789999999999999,211.0,0.0019073430224131,790.0,0.0509489565728869,0.0001437915246997,0.0001036437614061,-2.117963063252274e-06,-3.641214353564833e-07,32213469026.911327,26909421296.63304,23078850571.20001,1.7072574946102663,0.0032648206231828,55140159262.10242,46061160774.32669,39504329540.51355,1.1092779232252764e-06,9.266318677502946e-07,7.94725318488987e-07,6.228604221094799e-07,5.203045190054068e-07,4.462388883535132e-07
30,30,0.02,800,100000.0,17.15,2.43,0.81,1.2081915211478749,,0.08,206.9,0.001210165384519,800.0,0.046076667587647,0.0001413440462949,9.836919304471374e-05,-2.7577075516722524e-07,3.76979548891177e-08,20224573676.535545,17002032499.9994,14643001152.681149,1.8574768781915905,0.0022622907704644,37807945054.705605,31783706339.58448,27373718322.62002,7.05305175039914e-07,5.929233268515821e-07,5.10655238339273e-07,3.955017194476654e-07,3.3248330448895415e-07,2.86351258937963e-07
31,31,0.02,810,100000.0,17.15,2.43,0.81,1.21111222038318,,0.0809999999999999,213.8,0.000748091307368,810.0,0.0518678906050922,0.0001370920294134,0.0001129271373895,-1.4116089935813834e-06,-2.491520453209283e-07,12369909891.519394,10466069958.551395,9051904819.154251,1.619577768403856,0.0012068515357051,19955645256.23996,16884292703.13689,14602903582.032772,4.368086052448956e-07,3.695798482836646e-07,3.196425805474204e-07,2.445641880196165e-07,2.0692356885513466e-07,1.789642585549503e-07
32,32,0.02,820,100000.0,17.15,2.43,0.81,1.2141744627673512,,0.0819999999999998,216.55,0.0003182293674643,820.0,0.0496045864441213,0.0001443652429035,9.993685628206656e-05,1.6059080880645338e-06,5.643144195625807e-07,5205706879.733717,4433375084.468949,3839752301.8869553,1.732671500900492,0.0005497528140777,8993048093.583298,7658816808.671827,6633311847.186236,1.8612854837629162e-07,1.585140477448539e-07,1.372892363296685e-07,1.0401844062929543e-07,8.858600256701733e-08,7.672445953496695e-08
33,33,0.02,830,100000.0,17.15,2.43,0.81,1.216577539692153,,0.0829999999999999,233.25,3.600298485671116e-05,830.0,0.0494618624337305,0.000137425131071,9.830229631604228e-05,-7.807639018918675e-07,-5.824506585257995e-07,578978458.6172407,499447836.6899625,433137533.72543097,1.828901973461506,6.62928424872837e-05,1066081823.8655584,919640882.5568136,797542715.2185361,2.095905110299807e-08,1.8080038344547568e-08,1.5679601838139145e-08,1.1688529645702048e-08,1.008294999363996e-08,8.744264710136512e-09
34,34,0.02,840,100000.0,17.15,2.43,0.81,1.2199181257968412,,0.084,237.3,1.3264980926257527e-05,840.0,0.0576530356861439,0.0001555928380321,0.0001040453145908,-1.096463647826952e-06,-1.1259442107634797e-06,210972306.2731112,183234738.10962787,159116252.27212408,1.507603738008194,2.000704532516768e-05,318201173.25657946,276365697.8388771,239988740.94705176,7.729791176190721e-09,6.713517460333786e-09,5.8298429046388945e-09,4.301764694659221e-09,3.736190503670803e-09,3.24441007666963e-09
35,35,0.02,850,100000.0,17.15,2.43,0.81,1.225131389594826,,0.0849999999999999,235.3,0.0022719585426794,850.0,0.0557689444401432,0.0001397884009377,0.0001136113251784,-3.13819281408158e-07,-1.976494268804201e-06,35732252343.09831,31353027888.97692,27172220687.48671,1.5864911173458114,0.003603371713402,56672067262.90602,49726529644.94878,43095685760.24025,1.3248243302773645e-06,1.1624583241029396e-06,1.0074489211817468e-06,7.356553640595056e-07,6.454959212916272e-07,5.594214915483552e-07
36,36,0.02,860,100000.0,17.15,2.43,0.81,1.2270854739722483,,0.086,243.4,0.0023379148786672,860.0,0.057482633623681,0.0001533555808148,0.0001024295749915,-2.064173959967159e-06,-1.905467577599849e-07,36122105436.43213,32252599585.576923,27878309975.149506,1.5982004913971193,0.0037201178214281,57477921633.390175,51320718132.42591,44360296739.70395,1.355233997706755e-06,1.2100573580827786e-06,1.0459421736481632e-06,7.506359967672191e-07,6.702256677938768e-07,5.793256717332926e-07
37,37,0.02,870,100000.0,17.15,2.43,0.81,1.2291293841506865,,0.0869999999999999,242.0,0.0021947778410686,870.0,0.0582297825840441,0.0001609217063802,9.792632247893792e-05,1.6736432427927654e-06,-4.106212830188681e-07,33522200426.188416,30148506792.815662,26093810587.17051,1.5908949337877842,0.0035001714701767,53460285298.015366,48080011274.97406,41613693038.26228,1.272361446326238e-06,1.1443102546906695e-06,9.904110755485454e-07,7.029232816769326e-07,6.321806761798807e-07,5.471582037037455e-07
38,38,0.02,880,100000.0,17.15,2.43,0.81,1.2303568559527955,,0.088,246.05,0.0024658846630954,880.0,0.0592378613232142,0.0001428723399966,0.0001102856933578,-1.8230820903049404e-07,-1.176571317332688e-06,36980067475.72788,33727115733.63321,29229745850.289497,1.592171520799103,0.0039569884462556,59341664244.55703,54121674578.23668,46904775534.55227,1.4201058976547546e-06,1.2951862782742052e-06,1.122478602728095e-06,7.822247776486317e-07,7.134163728280654e-07,6.182852820232361e-07
39,39,0.02,890,100000.0,17.15,2.43,0.81,1.2316484350560246,,0.0889999999999999,256.0,0.0027560039407748,890.0,0.051541571874577,0.0001537115274363,0.0001052693463732,-6.893460959347924e-07,-1.0434287791311878e-06,40843228927.70563,37532665172.06964,32571186854.55838,1.9368284236611848,0.0053957267270179,79963202767.03654,73481754365.05798,63768132128.44078,1.586282141374831e-06,1.4577054274048478e-06,1.2650099756368847e-06,8.712553047169845e-07,8.00635368207874e-07,6.947986256961252e-07
40,40,0.02,900,100000.0,17.15,2.43,0.81,1.2339391645767503,,0.09,254.65,0.0028940087814017,900.0,0.0575756688344483,0.0001520011096871,0.0001015500235229,8.863117730580344e-07,-4.666956276998362e-07,42210749442.02715,39241391149.35785,34099748264.7264,1.6538285615414483,0.0047875812336027,69829571072.37027,64917338556.28905,56411478746.000015,1.6580579583282888e-06,1.5414201773514249e-06,1.3394540427426624e-06,9.078088117190888e-07,8.439480734268551e-07,7.333689252458501e-07
41,41,0.02,910,100000.0,17.15,2.43,0.81,1.2353751421474406,,0.0909999999999999,259.8,0.0032018523333853,910.0,0.0572794717852673,0.0001447522897282,0.0001051650613208,6.962914521388115e-07,-9.853663793532623e-07,45997284877.54209,43226752772.12589,37613720311.62408,1.6850653682650527,0.0053873181212864,77393327533.23727,72731732848.97116,63287452369.65946,1.8269374007258663e-06,1.7168963681568351e-06,1.4939558411044252e-06,9.970733060684611e-07,9.370170742002002e-07,8.153445701086677e-07
42,42,0.02,920,100000.0,17.15,2.43,0.81,1.2378459593338642,,0.092,263.0,0.0035461090406908,920.0,0.0535999408717088,0.0001544767240843,9.81366976908967e-05,5.1855226280615884e-08,-3.7969801635109256e-08,50275955282.98924,47665249731.2495,41532378233.950935,1.851303238364402,0.0065855720418106,93368794272.17838,88520384566.31453,77130868168.15033,2.019267605430071e-06,1.9144120513531463e-06,1.6680933355166226e-06,1.098171865993671e-06,1.0411465271179294e-06,9.071869255911434e-07
43,43,0.02,930,100000.0,17.15,2.43,0.81,1.2394325836814508,,0.0929999999999999,270.55,0.0040722098162561,930.0,0.0543255837014498,0.0001625459081591,9.52523245546422e-05,8.971073779954093e-07,1.1636663721746857e-06,56652357978.05293,54496679658.26158,47550010249.54852,1.8132220941805,0.0073706024467666,102539414020.67216,98637687779.83144,86064382166.6615,2.3001840996703305e-06,2.212659816972177e-06,1.930612977442952e-06,1.246594462799625e-06,1.1991603090779012e-06,1.0463038362165952e-06
44,44,0.02,940,100000.0,17.15,2.43,0.81,1.2420927666865087,,0.094,275.05,0.0044544721489516,940.0,0.0629243661234795,0.000154539434445,9.886084235038108e-05,-4.072396748220806e-07,7.390233015463146e-07,60892622697.34355,59349602174.3176,51855936144.76908,1.5422605176395563,0.0068737461987303,93964092669.22786,91583040302.0672,80019479758.24683,2.499205699230821e-06,2.4358757667307245e-06,2.1283144888684545e-06,1.3494778217219906e-06,1.3152820212777402e-06,1.149210407635315e-06
45,45,0.02,950,100000.0,17.15,2.43,0.81,1.2438372185643578,,0.0949999999999999,281.4,0.0048327807505335,950.0,0.0613911681302908,0.0001451006018241,0.0001033096650472,1.8777215929492283e-06,4.4389357889343203e-07,65039819435.57417,64104987265.4609,56088919387.506165,1.6438224376674109,0.0079333711079606,106767728769.85857,105233131834.47104,92074156787.77637,2.697915462557918e-06,2.6591377078142504e-06,2.326623354845136e-06,1.4513508140568574e-06,1.430490217534993e-06,1.2516132350776706e-06
46,46,0.02,960,100000.0,17.15,2.43,0.81,1.2456553214920838,,0.096,285.5,0.0051583969244801,960.0,0.0604091954534453,0.0001378052058669,9.996373025424484e-05,-3.25602625731342e-07,5.063699600245945e-07,67993385122.63704,68119908997.931175,59837404323.970924,1.6863177925676094,0.0087499776094443,115334396736.70493,115549014008.71632,101499740269.55502,2.8507485035168e-06,2.8560532511404592e-06,2.508793914631824e-06,1.5273543227801689e-06,1.53019646378428e-06,1.344144257464456e-06
47,47,0.02,970,100000.0,17.15,2.43,0.81,1.248607695195856,,0.0969999999999999,286.75,0.00550488017774,970.0,0.0646204166902577,0.0001543141024142,9.696088193080948e-05,2.356591752081029e-06,3.600930077267995e-07,71058779648.22972,72370753123.66469,63856610061.78499,1.5293784799861112,0.0084265566369744,108772727457.60612,110781021632.95715,97748056988.9045,3.0100840463952397e-06,3.065659873157961e-06,2.704996682400093e-06,1.606476196303408e-06,1.6361369105585845e-06,1.4436516437338211e-06
48,48,0.02,980,100000.0,17.15,2.43,0.81,1.250595615161144,,0.098,293.65,0.0060049661390325,980.0,0.0605644546042071,0.0001417393188194,0.0001022330674578,1.2664211146191682e-06,-4.336798439598503e-07,76426495700.51378,78665056421.327,69656185623.64034,1.693259275789059,0.0101669845041613,129397398670.37146,133187497004.51436,117934613361.3057,3.27143898513964e-06,3.367260659881445e-06,2.981635611009289e-06,1.7385502628648788e-06,1.7894730520616969e-06,1.58453921923481e-06
49,49,0.02,990,100000.0,17.15,2.43,0.81,1.25266275865464,,0.0989999999999999,291.05,0.0062771039905856,990.0,0.0603520341100078,0.0001557575687733,9.073231865258193e-05,1.4793772979391811e-06,-1.779951536469552e-07,78151636073.7031,82230062276.67216,72590779033.2466,1.7185691811101846,0.0107182726473609,133445382541.30911,140409371680.42883,123950114978.11418,3.3795431914255825e-06,3.5559082452931304e-06,3.139072773994494e-06,1.7883915127828548e-06,1.8817206249209863e-06,1.6611390324179868e-06
50,50,0.02,1000,100000.0,17.15,2.43,0.81,1.2548110036432727,,0.1,302.1,0.0065604420967983,1000.0,0.0651244765975434,0.000147364170644,9.744501998554736e-05,1.1418370937100263e-07,1.6445792461927828e-06,79862389890.39018,85743062810.73428,75635238567.74844,1.5871414863924516,0.0104245041164314,126900870379.8663,136245225251.22952,120183951654.95862,3.4882781259851487e-06,3.7451377409085674e-06,3.303642034900994e-06,1.8380423775167647e-06,1.9733867624111164e-06,1.740753988353163e-06
51,51,0.02,1010,100000.0,17.15,2.43,0.81,1.2581839125345742,,0.1009999999999999,300.95,0.0061465680938827,1010.0,0.0649657406454877,0.0001432058893396,0.0001120440506007,2.290589222534985e-06,5.791960876006048e-07,73121902555.79385,79971313932.32045,70646169694.73935,1.5984743124545693,0.0098457026986011,117128209160.64168,128099741086.04443,113162527931.8989,3.226156621126218e-06,3.528354363401012e-06,3.1169266683670367e-06,1.692225328468633e-06,1.850737990356984e-06,1.6349306232221177e-06
52,52,0.02,1020,100000.0,17.15,2.43,0.81,1.259358879746124,,0.102,306.55,0.0070211542882191,1020.0,0.0692941695647959,0.0001544719644241,0.0001066489496901,8.05931732979076e-07,4.5955350863365595e-07,82283950693.38866,90936193015.89516,80449837391.34836,1.510873315418396,0.0105972011107088,124193193581.37358,137252236038.82748,121424921197.13614,3.6670052673402383e-06,4.052594655107504e-06,3.5852675398392537e-06,1.915027653305141e-06,2.1163947871273684e-06,1.872341592863173e-06
