,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,0.02,600,100000.0,17.15,2.43,0.81,1.1570811972818376,,0.003,6.465000000000001,0.0002202054766675,30.0,0.0018108392314667,6.631228920208842e-06,4.330871611944815e-06,-6.887513004017568e-08,-4.1395902734673095e-09,4437394582.305068,3281061602.3459806,2762378859.6236897,0.1000696605369346,0.0004439286548899,8945674912.13101,6614536957.859597,5568885706.238019,1.1551517702755973e-07,8.54132768234556e-08,7.191081997960609e-08,6.592817309331296e-08,4.8748064486282616e-08,4.1041784368875075e-08
11,11,0.02,610,100000.0,17.15,2.43,0.81,1.1594574070393264,,0.0030499999999999,6.847499999999999,0.0002463388519146,30.5,0.0017916173600073,6.868367640735633e-06,4.8349772686920365e-06,3.876675906580308e-08,-7.495437132771864e-08,4926777038.293322,3663059437.739165,3081492603.370879,0.0945894459994537,0.0004656952672426,9313905344.852304,6924889965.690237,5825457536.556404,1.3042616968801626e-07,9.697187595267307e-08,8.157610422712403e-08,7.43208997700024e-08,5.525759968591575e-08,4.6484608728400097e-08
12,12,0.02,620,100000.0,17.15,2.43,0.81,1.161985984354807,,0.0031,7.05,0.0002600295469643,31.0,0.0021058981039229,6.956347205411161e-06,5.104027815781109e-06,6.186682264984722e-08,1.551255556019304e-08,5173876367.709327,3851303067.884697,3250369337.055007,0.0780123775651186,0.0004080708116198,8119492393.227229,6043945340.260843,5100885145.247801,1.392592361734482e-07,1.0366106288379173e-07,8.74864258421158e-08,7.921457754088019e-08,5.896533349896266e-08,4.9764744185535685e-08
13,13,0.02,630,100000.0,17.15,2.43,0.81,1.1642034075198844,,0.0031499999999999,7.3675,0.000285734353667,31.5,0.0020343126021856,7.109798953080834e-06,4.801698463652943e-06,3.4856830999603094e-08,4.41829424081638e-09,5634772056.205103,4215164335.484178,3571679420.8385544,0.1131719907244151,0.0006683602237043,13180275538.013754,9859676101.451132,8354502796.304776,1.541677110610154e-07,1.1532715624796301e-07,9.772136928734185e-08,8.752826424826883e-08,6.547665355865606e-08,5.548101982457222e-08
14,14,0.02,640,100000.0,17.15,2.43,0.81,1.1665588848071584,,0.0032,7.4625,0.000293453774719,32.0,0.0019782068741025,6.614589474245274e-06,4.355211817717829e-06,3.54477610231424e-08,6.829865634439244e-08,5735076147.303472,4313770488.3700695,3668172183.9881535,0.0868655189130882,0.0005072866166236,9914090822.752768,7457113264.366989,6341082707.795058,1.594850344705093e-07,1.1996036623838776e-07,1.0200711414828889e-07,9.042951711599853e-08,6.801865785094499e-08,5.78389947712117e-08
15,15,0.02,650,100000.0,17.15,2.43,0.81,1.1690582049414966,,0.0032499999999999,7.5625,0.0002977053859349,32.5,0.0022230052560919,7.050665610809211e-06,4.918072695165399e-06,1.450082457332537e-07,-2.76135745613062e-09,5775484487.138236,4376269173.24392,3711673276.115017,0.0763193073070123,0.0004563760000718,8853694401.393442,6708727201.055855,5689915881.121927,1.631483229836753e-07,1.2362269834330037e-07,1.0484891298903688e-07,9.26358583317679e-08,7.019315038541177e-08,5.953336738168092e-08
16,16,0.02,660,100000.0,17.15,2.43,0.81,1.1711961460005302,,0.0033,8.122499999999999,0.0003196778723681,33.0,0.0020449039549939,6.895401172370574e-06,4.708890980611916e-06,1.3024833408165461e-08,-2.096072848450811e-08,6166419889.529259,4691302583.803434,3974304420.206303,0.0878252949754029,0.0005617391601291,10835656231.339224,8243574551.516321,6983662680.702553,1.7691714670880214e-07,1.345954187912906e-07,1.1402444380555388e-07,1.005532807966953e-07,7.649914771656268e-08,6.480735264478706e-08
17,17,0.02,670,100000.0,17.15,2.43,0.81,1.1739866608376612,,0.0033499999999999,8.165000000000001,0.0003200544257416,33.5,0.0017499981238972,6.737761652150084e-06,4.989640577157242e-06,-2.717071614077048e-08,-1.1164700732730481e-08,6117051229.837398,4677951111.744127,3968674879.196241,0.1375867508237376,0.0008594633991921,16426523804.025845,12562012709.051104,10657346149.983011,1.7821237275931917e-07,1.362860528631173e-07,1.1562220755680458e-07,1.0136076524230433e-07,7.751458777059766e-08,6.576173839955462e-08
18,18,0.02,680,100000.0,17.15,2.43,0.81,1.1763985939537458,,0.0034,8.32,0.0003165627309153,34.0,0.0018704337986954,6.499147815392422e-06,5.14180674329157e-06,-2.054658786058327e-08,4.1191387539998746e-08,5994301671.360626,4608244631.282072,3925377863.3501177,0.1058876522898744,0.0006754523292784,12790087495.805464,9832646948.31332,8375608883.052737,1.7727538740665618e-07,1.362841573653635e-07,1.1608906584859129e-07,1.0088173114975869e-07,7.755493824851053e-08,6.606256007496107e-08
19,19,0.02,690,100000.0,17.15,2.43,0.81,1.178948889451767,,0.0034499999999999,8.495000000000001,0.0003133766949039,34.5,0.0022093097970446,6.981755770543218e-06,5.04677964152715e-06,-7.798067828877937e-09,-2.6687508587360266e-08,5878521439.29883,4543962076.107355,3885871016.809048,0.0863553951480795,0.0005409053393827,10146649977.168774,7843127421.049234,6707226208.345552,1.7647942739394093e-07,1.3641454463877214e-07,1.1665795541522581e-07,1.00433981180957e-07,7.763316105098399e-08,6.638973772635873e-08
20,20,0.02,700,100000.0,17.15,2.43,0.81,1.1816434119664396,,0.0035,8.815000000000001,0.0003156929687785,35.0,0.0021128199622114,6.529959262489504e-06,5.151365892286884e-06,3.55625822676281e-08,6.187611794786685e-09,5866111190.678312,4577548047.288458,3911644112.452925,0.0874930043370558,0.0005527811018258,10271611116.21395,8015325976.474492,6849322462.893571,1.7868544789725098e-07,1.3943500157322185e-07,1.1915114758802823e-07,1.017025437407711e-07,7.936233483685526e-08,6.781735693609858e-08
21,21,0.02,710,100000.0,17.15,2.43,0.81,1.1844885304175683,,0.0035499999999999,8.765,0.000303410674099,35.5,0.002342773362977,7.0164854583935e-06,5.059482636995971e-06,-5.5436515438115e-10,-4.571146019336367e-08,5584197878.588086,4393442266.836545,3748720939.756992,0.0809269341569616,0.0004920680557822,9056389994.780174,7125235790.907005,6079633915.233334,1.7257263071958768e-07,1.357738222009984e-07,1.158495183145334e-07,9.815901898227057e-08,7.722791925435087e-08,6.589500907476434e-08
22,22,0.02,720,100000.0,17.15,2.43,0.81,1.1868845751170944,,0.0036,9.1475,0.0002996498691614,36.0,0.0022444541515852,6.649644548584273e-06,5.0636532015002825e-06,9.91191634813492e-08,1.3897031484046673e-08,5461959550.075942,4321311193.075857,3691650828.930888,0.0866374909370062,0.0005190016724405,9460261568.693432,7484627784.482931,6394039015.079226,1.711913052385825e-07,1.3544056793215657e-07,1.1570545663982201e-07,9.725728767458529e-08,7.694656139123924e-08,6.573464035603496e-08
23,23,0.02,730,100000.0,17.15,2.43,0.81,1.1894102416047256,,0.0036499999999999,9.25,0.0002775141333603,36.5,0.0023232372186885,6.5917652977038665e-06,5.106191693450236e-06,-3.0906021255817915e-08,3.219528720381134e-08,5009368829.268569,3985718964.276583,3409120206.489003,0.0829975735414738,0.0004603940427905,8310508510.720881,6612280409.545843,5655707027.313088,1.592393630034109e-07,1.2669926503988117e-07,1.08370165700622e-07,9.032448479289593e-08,7.186694057624878e-08,6.14702244420544e-08
24,24,0.02,740,100000.0,17.15,2.43,0.81,1.1920706597760105,,0.0037,9.3925,0.0002569662127704,37.0,0.0024652009767515,7.573392586642942e-06,5.158606053256973e-06,-1.6055418692841334e-07,4.590651310191695e-09,4592992008.06443,3675448851.133176,3147605625.159035,0.07834666230907,0.0004021332946243,7187695956.10747,5751808145.4931135,4925772172.834868,1.480034952869075e-07,1.184368001862039e-07,1.0142770409578596e-07,8.383315126068324e-08,6.708578176207215e-08,5.745137331387085e-08
25,25,0.02,750,100000.0,17.15,2.43,0.81,1.1948713752184863,,0.0037499999999999,9.7375,0.0002412958407052,37.5,0.0025683904663722,6.902515122325612e-06,5.073627296320692e-06,-1.1695924480468201e-07,-5.8728224630922814e-08,4270204879.632672,3437079699.17953,2947118372.35222,0.0761685189199647,0.0003672703700767,6499572151.19106,5231493130.637117,4485735237.334033,1.3950774727889726e-07,1.1228951761485814e-07,9.628246341343592e-08,7.887148774840412e-08,6.348350887731786e-08,5.4433830963649176e-08
26,26,0.02,760,100000.0,17.15,2.43,0.81,1.1971449744787888,,0.0038,9.9,0.0002193485319402,38.0,0.0026328317113973,6.995571146447202e-06,4.661131811792706e-06,-6.377789226243525e-09,4.7723205594898446e-09,3842991302.7098055,3114749153.5517435,2671297657.0938063,0.0747209811465155,0.0003273729957717,5735582382.815412,4648696539.959258,3986854659.410684,1.2723871151189452e-07,1.0312713138362648e-07,8.84447674169053e-08,7.180396525281488e-08,5.819720170460991e-08,4.9911579038609554e-08
27,27,0.02,770,100000.0,17.15,2.43,0.81,1.2002248790949313,,0.0038499999999999,10.1675,0.0001844472277639,38.5,0.0023820314905657,8.152597568950784e-06,4.731163388394161e-06,-1.5394897714292698e-07,7.81711977792502e-08,3198882415.9752,2619150634.247434,2239730799.052347,0.0866200069334399,0.0003193246978115,5538072722.478368,4534410708.924317,3877539224.9436936,1.0731420517842833e-07,8.78657080839132e-08,7.513715706260966e-08,6.044511491371657e-08,4.949067845469918e-08,4.232127597076357e-08
28,28,0.02,780,100000.0,17.15,2.43,0.81,1.2027528561911225,,0.0039,10.2875,0.0001353058555792,39.0,0.0024249321861657,6.58634942259698e-06,4.915068482743762e-06,5.8972683711894594e-08,6.790923071292958e-08,2318095365.471753,1916920014.676871,1638221916.720387,0.0874750934503504,0.0002365999230335,4053491866.31375,3351984479.847068,2864644532.55641,7.879051871121703e-08,6.51548355317847e-08,5.5682072664087884e-08,4.4301616339930255e-08,3.663466840470807e-08,3.130840944476931e-08
29,29,0.02,790,100000.0,17.15,2.43,0.81,1.205406795062256,,0.0039499999999999,10.55,9.53671511206585e-05,39.5,0.0025474478286443,7.189576234989731e-06,5.182188070309142e-06,-1.0589815316261373e-07,-1.8206071767824164e-08,1610673451.3455665,1345471064.831652,1153942528.560001,0.0853628747305133,0.0001632410311591,2757007963.1051207,2303058038.7163343,1975216477.0256772,5.546389616126382e-08,4.6331593387514735e-08,3.973626592444935e-08,3.114302110547399e-08,2.6015225950270346e-08,2.2311944417675666e-08
30,30,0.02,800,100000.0,17.15,2.43,0.81,1.2081915211478749,,0.004,10.345,6.050826922595299e-05,40.0,0.0023038333793823,7.067202314747904e-06,4.918459652235687e-06,-1.3788537758361262e-08,1.884897744455885e-09,1011228683.8267772,850101624.9999701,732150057.6340574,0.0928738439095795,0.0001131145385232,1890397252.7352805,1589185316.979224,1368685916.131001,3.52652587519957e-08,2.964616634257911e-08,2.553276191696365e-08,1.9775085972383273e-08,1.6624165224447707e-08,1.431756294689815e-08
31,31,0.02,810,100000.0,17.15,2.43,0.81,1.21111222038318,,0.00405,10.69,3.7404565368403504e-05,40.5,0.0025933945302546,6.85460147067042e-06,5.6463568694783856e-06,-7.058044967906917e-08,-1.2457602266046412e-08,618495494.5759697,523303497.92756975,452595240.9577127,0.0809788884201928,6.034257678525676e-05,997782262.8119978,844214635.1568445,730145179.1016386,2.1840430262244782e-08,1.8478992414183233e-08,1.5982129027371018e-08,1.2228209400980824e-08,1.0346178442756732e-08,8.948212927747516e-09
32,32,0.02,820,100000.0,17.15,2.43,0.81,1.2141744627673512,,0.0040999999999999,10.8275,1.591146837321775e-05,41.0,0.002480229322206,7.218262145175429e-06,4.996842814103328e-06,8.02954044032267e-08,2.8215720978129037e-08,260285343.98668584,221668754.22344747,191987615.09434775,0.0866335750450246,2.7487640703889496e-05,449652404.6791649,382940840.43359137,331665592.3593118,9.306427418814582e-09,7.925702387242695e-09,6.8644618164834235e-09,5.2009220314647714e-09,4.429300128350867e-09,3.836222976748348e-09
33,33,0.02,830,100000.0,17.15,2.43,0.81,1.216577539692153,,0.0041499999999999,11.6625,1.8001492428355578e-06,41.5,0.0024730931216865,6.871256553552816e-06,4.915114815802114e-06,-3.903819509459337e-08,-2.9122532926289974e-08,28948922.930862032,24972391.83449813,21656876.68627155,0.0914450986730752,3.3146421243641847e-06,53304091.19327791,45982044.12784068,39877135.760926805,1.0479525551499035e-09,9.040019172273783e-10,7.839800919069573e-10,5.844264822851023e-10,5.041474996819981e-10,4.372132355068256e-10
34,34,0.02,840,100000.0,17.15,2.43,0.81,1.2199181257968412,,0.0042,11.865,6.632490463128765e-07,42.0,0.0028826517843071,7.77964190160875e-06,5.202265729542655e-06,-5.48231823913476e-08,-5.6297210538173975e-08,10548615.31365556,9161736.905481394,7955812.613606204,0.0753801869004097,1.000352266258384e-06,15910058.662828973,13818284.891943851,11999437.047352588,3.8648955880953607e-10,3.3567587301668926e-10,2.9149214523194474e-10,2.1508823473296102e-10,1.8680952518354016e-10,1.6222050383348148e-10
35,35,0.02,850,100000.0,17.15,2.43,0.81,1.225131389594826,,0.0042499999999999,11.765,0.0001135979271339,42.5,0.0027884472220071,6.989420046887788e-06,5.680566258921682e-06,-1.56909640704079e-08,-9.88247134402101e-08,1786612617.1549156,1567651394.448846,1358611034.3743355,0.0793245558672905,0.0001801685856701,2833603363.145301,2486326482.247439,2154784288.0120125,6.624121651386824e-08,5.812291620514698e-08,5.0372446059087343e-08,3.678276820297528e-08,3.227479606458136e-08,2.797107457741776e-08
36,36,0.02,860,100000.0,17.15,2.43,0.81,1.2270854739722483,,0.0043,12.17,0.0001168957439333,43.0,0.002874131681184,7.66777904074296e-06,5.121478749578851e-06,-1.0320869799835794e-07,-9.527337887999246e-09,1806105271.8216064,1612629979.2788465,1393915498.7574754,0.0799100245698559,0.0001860058910714,2873896081.669509,2566035906.6212955,2218014836.985197,6.776169988533775e-08,6.050286790413893e-08,5.2297108682408166e-08,3.7531799838360965e-08,3.3511283389693835e-08,2.8966283586664628e-08
37,37,0.02,870,100000.0,17.15,2.43,0.81,1.2291293841506865,,0.0043499999999999,12.1,0.0001097388920534,43.5,0.0029114891292022,8.046085319010843e-06,4.896316123946896e-06,8.368216213963826e-08,-2.0531064150943403e-08,1676110021.3094208,1507425339.640783,1304690529.3585255,0.0795447466893892,0.0001750085735088,2673014264.9007683,2404000563.748703,2080684651.913114,6.361807231631191e-08,5.7215512734533496e-08,4.952055377742728e-08,3.5146164083846635e-08,3.1609033808994044e-08,2.7357910185187277e-08
38,38,0.02,880,100000.0,17.15,2.43,0.81,1.2303568559527955,,0.0044,12.3025,0.0001232942331547,44.0,0.0029618930661607,7.143616999830731e-06,5.514284667891698e-06,-9.115410451524704e-09,-5.88285658666344e-08,1849003373.7863936,1686355786.6816604,1461487292.5144749,0.0796085760399551,0.0001978494223127,2967083212.2278514,2706083728.911834,2345238776.727613,7.100529488273774e-08,6.475931391371027e-08,5.6123930136404754e-08,3.911123888243158e-08,3.5670818641403276e-08,3.0914264101161806e-08
39,39,0.02,890,100000.0,17.15,2.43,0.81,1.2316484350560246,,0.0044499999999999,12.8,0.0001378001970387,44.5,0.0025770785937288,7.6855763718185e-06,5.263467318661384e-06,-3.4467304796739616e-08,-5.2171438956559395e-08,2042161446.385281,1876633258.603482,1628559342.727919,0.0968414211830592,0.0002697863363508,3998160138.351827,3674087718.252899,3188406606.422039,7.931410706874155e-08,7.28852713702424e-08,6.325049878184424e-08,4.356276523584922e-08,4.00317684103937e-08,3.4739931284806265e-08
40,40,0.02,900,100000.0,17.15,2.43,0.81,1.2339391645767503,,0.0045,12.7325,0.00014470043907,45.0,0.0028787834417224,7.600055484355439e-06,5.077501176149227e-06,4.431558865290172e-08,-2.3334781384991814e-08,2110537472.1013577,1962069557.4678924,1704987413.23632,0.0826914280770724,0.0002393790616801,3491478553.6185136,3245866927.814452,2820573937.3000007,8.290289791641444e-08,7.707100886757125e-08,6.697270213713313e-08,4.539044058595444e-08,4.2197403671342766e-08,3.6668446262292505e-08
41,41,0.02,910,100000.0,17.15,2.43,0.81,1.2353751421474406,,0.0045499999999999,12.99,0.0001600926166692,45.5,0.0028639735892633,7.23761448641282e-06,5.25825306604127e-06,3.481457260694057e-08,-4.926831896766312e-08,2299864243.8771048,2161337638.6062946,1880686015.581204,0.0842532684132526,0.0002693659060643,3869666376.661864,3636586642.448558,3164372618.482973,9.134687003629333e-08,8.584481840784177e-08,7.469779205522128e-08,4.985366530342306e-08,4.685085371001001e-08,4.076722850543338e-08
42,42,0.02,920,100000.0,17.15,2.43,0.81,1.2378459593338642,,0.0046,13.15,0.0001773054520345,46.0,0.0026799970435854,7.723836204217328e-06,4.9068348845448346e-06,2.592761314030794e-09,-1.8984900817554622e-09,2513797764.1494617,2383262486.5624747,2076618911.6975467,0.0925651619182201,0.0003292786020905,4668439713.608919,4426019228.315726,3856543408.407517,1.0096338027150355e-07,9.572060256765733e-08,8.340466677583112e-08,5.4908593299683544e-08,5.2057326355896476e-08,4.5359346279557176e-08
43,43,0.02,930,100000.0,17.15,2.43,0.81,1.2394325836814508,,0.00465,13.5275,0.0002036104908128,46.5,0.0027162791850724,8.127295407956752e-06,4.76261622773211e-06,4.4855368899770474e-08,5.818331860873429e-08,2832617898.9026465,2724833982.9130797,2377500512.477426,0.090661104709025,0.0003685301223383,5126970701.033608,4931884388.991572,4303219108.333075,1.1500920498351652e-07,1.1063299084860885e-07,9.65306488721476e-08,6.232972313998125e-08,5.995801545389506e-08,5.231519181082977e-08
44,44,0.02,940,100000.0,17.15,2.43,0.81,1.2420927666865087,,0.0047,13.7525,0.0002227236074475,47.0,0.0031462183061739,7.726971722253e-06,4.943042117519054e-06,-2.036198374110403e-08,3.695116507731573e-08,3044631134.867177,2967480108.7158804,2592796807.238454,0.0771130258819778,0.0003436873099365,4698204633.461393,4579152015.10336,4000973987.912341,1.2496028496154105e-07,1.2179378833653626e-07,1.0641572444342272e-07,6.747389108609955e-08,6.576410106388701e-08,5.7460520381765756e-08
45,45,0.02,950,100000.0,17.15,2.43,0.81,1.2438372185643578,,0.0047499999999999,14.07,0.0002416390375266,47.5,0.0030695584065145,7.255030091206195e-06,5.165483252364559e-06,9.388607964746143e-08,2.21946789446716e-08,3251990971.7787085,3205249363.273045,2804445969.375308,0.0821911218833705,0.000396668555398,5338386438.4929285,5261656591.723552,4603707839.388819,1.348957731278959e-07,1.3295688539071253e-07,1.163311677422568e-07,7.256754070284286e-08,7.152451087674965e-08,6.258066175388354e-08
46,46,0.02,960,100000.0,17.15,2.43,0.81,1.2456553214920838,,0.0048,14.275,0.000257919846224,48.0,0.0030204597726722,6.8902602933489485e-06,4.998186512712242e-06,-1.6280131286567098e-08,2.5318498001229722e-08,3399669256.131852,3405995449.896559,2991870216.1985464,0.0843158896283804,0.0004374988804722,5766719836.835246,5777450700.435816,5074987013.477751,1.4253742517584e-07,1.4280266255702298e-07,1.254396957315912e-07,7.636771613900843e-08,7.6509823189214e-08,6.72072128732228e-08
47,47,0.02,970,100000.0,17.15,2.43,0.81,1.248607695195856,,0.0048499999999999,14.3375,0.000275244008887,48.5,0.0032310208345128,7.715705120713249e-06,4.848044096540474e-06,1.1782958760405145e-07,1.8004650386339975e-08,3552938982.411486,3618537656.183234,3192830503.0892496,0.0764689239993055,0.0004213278318487,5438636372.880305,5539051081.647858,4887402849.445225,1.5050420231976198e-07,1.5328299365789805e-07,1.352498341200047e-07,8.03238098151704e-08,8.180684552792921e-08,7.218258218669106e-08
48,48,0.02,980,100000.0,17.15,2.43,0.81,1.250595615161144,,0.0049,14.6825,0.0003002483069516,49.0,0.0030282227302103,7.086965940973136e-06,5.111653372892509e-06,6.332105573095841e-08,-2.1683992197992517e-08,3821324785.025689,3933252821.06635,3482809281.182017,0.0846629637894529,0.000508349225208,6469869933.518573,6659374850.225719,5896730668.065285,1.63571949256982e-07,1.6836303299407222e-07,1.4908178055046448e-07,8.692751314324394e-08,8.947365260308484e-08,7.92269609617405e-08
49,49,0.02,990,100000.0,17.15,2.43,0.81,1.25266275865464,,0.0049499999999999,14.5525,0.0003138551995292,49.5,0.0030176017055003,7.787878438667002e-06,4.536615932629095e-06,7.396886489695907e-08,-8.899757682347758e-09,3907581803.685155,4111503113.833608,3629538951.6623297,0.0859284590555092,0.000535913632368,6672269127.065456,7020468584.021441,6197505748.905709,1.6897715957127913e-07,1.7779541226465653e-07,1.569536386997247e-07,8.941957563914275e-08,9.408603124604933e-08,8.305695162089935e-08
50,50,0.02,1000,100000.0,17.15,2.43,0.81,1.2548110036432727,,0.005,15.105,0.0003280221048399,50.0,0.0032562238298771,7.368208532203499e-06,4.872250999277368e-06,5.709185468550131e-09,8.222896230963915e-08,3993119494.519509,4287153140.536714,3781761928.387422,0.0793570743196225,0.0005212252058215,6345043518.993315,6812261262.561476,6009197582.747931,1.7441390629925745e-07,1.8725688704542834e-07,1.651821017450497e-07,9.190211887583825e-08,9.866933812055583e-08,8.703769941765816e-08
51,51,0.02,1010,100000.0,17.15,2.43,0.81,1.2581839125345742,,0.0050499999999999,15.0475,0.0003073284046941,50.5,0.0032482870322743,7.160294466982179e-06,5.602202530039908e-06,1.1452946112674925e-07,2.8959804380030242e-08,3656095127.789693,3998565696.616023,3532308484.736968,0.0799237156227284,0.00049228513493,5856410458.032084,6404987054.302221,5658126396.594945,1.6130783105631088e-07,1.7641771817005065e-07,1.5584633341835184e-07,8.461126642343165e-08,9.253689951784919e-08,8.174653116110588e-08
