,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.01,100,1,300000.0,9.577551132555865e-05,0.0002758220841822,0.0001057381429606,5.979121992816196e-05,4.475593528332206e-05,-2.949698662408724e-05,-0.000205210753517,1.3729248407893136e-05,1.4058088504665183e-05,1.1196218437776343e-05,0.0001087482038211,0.0002306643743123,-2.3197886606552245e-05,4.809016468831212e-05,-0.0002075595162846,3.1019072337119336e-05,1.4355749523794498e-05,-2.198899802904883e-06,4.9736225453324886e-05,0.0001630274964495,-1.0542794450276074e-05,-1.198755963351701e-05,-0.000249393389784,0.0001594149714058,-4.376445414014915e-05,5.537462744841026e-06,,754.6,0.2515333333333333,100.0,0.0040616459471706,0.0029596487186679,0.0413895580100654,-0.000236163555946,-5.758915389750068e-06,6087106666666.666,3923920000000.0,3169320000000.0,24.98313989465085,6.291960600687448,152265446536636.25,98154585370724.22,79278703568661.84,2.5187156904111063e-05,1.6236349078683164e-05,1.311397425585948e-05,1.2119433493940722e-05,7.812527376259307e-06,6.31011826544021e-06
1,1,2.25,0.01,100,1,300000.0,0.0001961756303432,-0.0002905263166651,-0.0001485868739094,-0.0001921285221888,-1.2719861802485486e-05,1.305157446284993e-05,0.0002582086098966,0.0001031349765559,2.896326011032333e-05,4.184622806886737e-06,0.0002230092317693,-0.000279602698012,7.85555834992873e-06,-4.84389966101999e-05,0.0001214608706473,-9.654141114773794e-05,-2.401804628370096e-05,9.922929753011769e-06,-0.0001691026558952,0.0001958128416223,-2.16780475873408e-05,3.6057510833480873e-06,-0.0002412686409548,0.0001584872134115,-2.918271993217142e-05,-1.45460103812721e-06,,775.5,0.2585,100.0,0.0037124627177035,0.0030176550642603,0.0415830572146738,-0.0001712396400116,0.0001608183784542,6255699999999.999,4032600000000.0,3257100000000.0,28.03799753688971,7.256245080498781,175601130948070.47,113197423255780.95,91428688014284.64,2.5884760375216186e-05,1.668604387823853e-05,1.347718928626958e-05,1.2455102934735e-05,8.028909329829171e-06,6.484888304862024e-06
2,2,2.25,0.01,100,1,300000.0,0.0001892675030522,-0.0001213008785443,4.163118123660063e-05,0.000138598638077,-4.146256825078678e-05,-2.9228049572722428e-05,0.0002983052613487,0.0002953265268634,-1.3421961680639364e-05,4.703083378816474e-05,0.000165392105034,-0.000202764293133,-2.7263544710925196e-05,-1.2231539593377526e-05,-3.027988279915412e-05,0.000253761415976,2.854339859186838e-05,-1.0230356225211604e-05,0.0001758337101265,-3.246120257321657e-05,3.3045896406047826e-06,-4.823053399788888e-05,0.0001769467122136,0.000267484963211,4.260170534563052e-05,-7.106226089145909e-07,,794.2,0.2647333333333333,100.0,0.0038243175849742,0.0030911149155128,0.0421710547317806,-9.133466749896125e-05,-0.00029825711642,6406546666666.666,4129840000000.0,3335640000000.0,26.91101755984757,7.160372739186656,173281020288317.06,111701814731311.8,90220696513751.84,2.650893190199444e-05,1.7088402383103853e-05,1.3802171155583885e-05,1.2755438750182508e-05,8.22251423565484e-06,6.641261498028909e-06
3,3,2.25,0.01,100,1,300000.0,7.471751125002037e-06,-1.4692383510857307e-05,0.0001674934545543,-4.877073125985308e-05,-3.198135100852232e-05,-2.958579177997658e-05,-0.00013706537797,-5.739572688448423e-05,2.5058731004036657e-06,-1.9635923673904755e-05,0.0001711821930956,0.0001142645637823,2.038821943292532e-06,2.8776985200414783e-05,-0.0001107536330394,-0.0002333790788231,-2.293753276843204e-05,4.438485299502046e-05,-3.923483653562611e-05,0.0001864790220965,3.1081289403082305e-06,3.9970188313962126e-05,0.0001706445105769,0.0001801024918134,3.412790972616082e-05,-7.254022840672579e-06,,766.3,0.2554333333333333,100.0,0.0039652583267268,0.0030848505728566,0.0438370090015563,-4.366711866725591e-05,-0.000197203022635,6181486666666.666,3984760000000.0,3218460000000.0,25.5189224303815,6.515314787746699,157670617863470.12,101638910688848.52,82092966325608.42,2.5577681335303883e-05,1.6488092100443824e-05,1.3317305158050782e-05,1.230734413783034e-05,7.933659857444352e-06,6.407956038705054e-06
4,4,2.25,0.01,100,1,300000.0,0.0001782203946817,4.300477620500562e-05,-0.0002648841754147,0.0002207295396024,-3.147967988832396e-05,-4.595968949903362e-05,0.0002305254578297,-0.0001468322317272,-2.4950000030289576e-05,-2.5141769614933345e-05,-0.0001679610572544,-0.0001498544778529,-1.306422011511778e-05,3.646218858274404e-05,0.0001225037096715,-3.182933489549896e-05,1.1565297248531014e-05,-3.2934453684567243e-06,-9.713010760414376e-06,-6.605831934514389e-05,-2.611549773955747e-05,-2.974340216618158e-05,0.0002062785414129,1.8565529479382603e-05,4.957565014871399e-05,2.4492891585152728e-05,,775.9,0.2586333333333332,100.0,0.0038012155810292,0.0029445395058592,0.0419152520032503,0.000105282694951,-0.0005425260179426,6258926666666.667,4034680000000.0,3258780000000.0,26.50847190230026,6.859697926053654,166004689810498.44,107011287646437.0,86432193868276.05,2.5898111637821063e-05,1.6694650477273085e-05,1.348414077010518e-05,1.246152723025259e-05,8.033050611237207e-06,6.488233185999283e-06
5,5,2.25,0.01,100,1,300000.0,-0.000181339970057,0.0002936127958639,0.0001525931601485,4.626263825040027e-06,-2.24442915081024e-05,-4.743115405414868e-05,-0.0001466862332716,0.0001322484839796,-3.276090520361021e-05,-1.9675543768967707e-05,0.0001265272568009,0.0001535191200867,1.2937525914944266e-05,1.8872489493041174e-05,-1.321139922668633e-05,-0.0001515341863404,4.793026739209145e-05,-3.376097992761188e-05,-0.0002328223713086,2.2733258852492545e-05,2.0284165395543355e-06,3.762575720587161e-05,0.0001527964374578,0.0001410653242786,-7.195685920561223e-06,-3.692906610643717e-05,,771.6,0.2572,100.0,0.0037935670654987,0.0032759390284937,0.0451077995523966,-8.965361555690638e-05,0.0001991328231543,6224240000000.0,4012320000000.0,3240720000000.0,26.996579890667828,6.952730486207689,168256077766226.06,108462595584839.92,87604404126216.86,2.5754585564818576e-05,1.6602129537651643e-05,1.3409412318872482e-05,1.239246605343846e-05,7.988531836100825e-06,6.452275713773742e-06
6,6,2.25,0.01,100,1,300000.0,2.319682390890124e-05,-0.0002284666256165,0.0001793020286246,-0.0001467936891591,3.366715956227101e-05,4.127503456670309e-05,-0.0002865495337982,0.0001966011084503,-4.7188800158993374e-05,2.3458657207748453e-05,1.3329237641793526e-05,5.669566610304078e-05,2.0210896166671475e-05,1.004439922330015e-05,-3.073161919167508e-05,0.0002565727648121,1.042842285512402e-05,-3.827757972125355e-05,-0.000292650229161,0.0002944622332484,1.6283643019892513e-05,-2.3710469997823797e-05,0.0002771844379406,1.5676313467291082e-05,-2.717433043790185e-05,-3.951988347819069e-05,,761.2,0.2537333333333333,100.0,0.0040660219005885,0.0030120833987554,0.0410914904546301,-2.344068910422431e-05,0.0003852045625308,6140346666666.666,3958240000000.0,3197040000000.0,24.7796194683658,6.291391459668351,152251673323974.1,98145706770826.28,79271532391821.22,2.5407452737091627e-05,1.637835796275328e-05,1.322867373914688e-05,1.222543436998102e-05,7.880858519491898e-06,6.365308804204994e-06
7,7,2.25,0.01,100,1,300000.0,-0.0001225301796837,0.0002232243544998,-5.7813430157056686e-05,-0.000173902748013,-1.2911115913078356e-05,1.338402815406986e-07,2.6194459742596423e-05,0.0002033101645616,1.559857127266729e-05,-1.5958554644584444e-05,-5.246494593849952e-05,-9.304374556743447e-05,-2.7750188050499502e-05,2.5789884038209637e-05,0.0001235957355274,8.311512780630881e-05,-1.4710960000636577e-05,4.208212726881601e-05,-5.946864835911842e-05,9.188527911179976e-05,-4.419400732011062e-05,1.686529319632101e-05,-0.0001632501279638,0.0001444395614274,4.924701915879127e-05,-3.176248218498076e-05,,758.2,0.2527333333333333,100.0,0.0039634989406607,0.0032849464550689,0.0435910815244326,2.0512722337919045e-05,-0.0003166450372724,6116146666666.666,3942640000000.0,3184440000000.0,25.56184856300839,6.452304902257221,156145778634624.72,100655956475212.62,81299041768440.97,2.530731826755501e-05,1.631380846999414e-05,1.317653761037988e-05,1.2177252153599066e-05,7.849798908931628e-06,6.340222195675547e-06
8,8,2.25,0.01,100,1,300000.0,0.0002206982999051,-0.0002603647049745,-0.0001976749480832,0.0001786386521224,4.23045798335789e-05,-4.75793411862158e-05,2.483900078688328e-05,-4.676067549039113e-05,-3.14931808486307e-05,-2.019541741310331e-05,-0.0002287205937247,-0.0001203772022419,3.962734081980139e-05,-4.589483231762918e-05,0.0001820583545548,-0.0002352755978409,-4.421464000613066e-05,-2.74594919226122e-05,-3.160044147758551e-05,0.0001162347977949,-9.494934464913533e-06,1.1592318901386228e-05,6.018828572573016e-06,-2.475105515873104e-05,4.976688431613798e-05,-1.5643521637313604e-05,,773.9,0.2579666666666666,100.0,0.0040182296060293,0.0029438769328279,0.040285493983811,0.00011986453744,-0.0005447029092216,6242793333333.333,4024280000000.0,3250380000000.0,25.407456456993504,6.535464131133868,158158231973439.6,101953240445688.34,82346848052286.72,2.5831355324796656e-05,1.665161748210032e-05,1.3449383350927182e-05,1.2429405752664624e-05,8.012344204197031e-06,6.4715087803129845e-06
9,9,2.25,0.01,100,1,300000.0,0.0001288041704297,0.0002139111214599,-0.0002463654488183,6.374203694099214e-05,3.073103685428634e-05,1.8594787969542044e-05,-2.790936828140218e-05,-9.973472376246752e-05,3.0417687051845877e-05,4.4622184135152994e-05,-0.0002245779473377,2.1956969462280803e-06,-4.5417760941100985e-05,-4.919958815339042e-05,0.0001083933684382,-4.902075630178155e-05,-4.1752843945428206e-05,-1.6979336689866486e-06,4.202423686658591e-06,6.783500579200357e-05,-4.265088625433021e-05,6.270489340193697e-06,0.0001077312660789,0.0001854059896653,1.7040223182582244e-05,-4.111413197798994e-05,,768.2,0.2560666666666666,100.0,0.0040424870519813,0.0031077886113442,0.0410130561834629,-6.828662760297355e-05,-2.017228974060727e-05,6196813333333.334,3994640000000.0,3226440000000.0,24.860342506888195,6.362771682236906,153979074710133.1,99259238242895.72,80170923196184.98,2.5641099832677075e-05,1.6528973445857947e-05,1.335032470626988e-05,1.2337859541538913e-05,7.953330944132523e-06,6.423844224107036e-06
