,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
42,42,500000.0,360,17.15,2.43,0.81,,0.0010799999999999,1608.0,0.3216,360.0,0.0002504587210978,0.0118467192421956,0.0007965199790311,8.26524212324396e-05,3.405092305505382e-05,6921677819461.362,4717925551755.176,3846336000000.0,3325344000000.0,2965473600000.0,4.312087817369441,1.386767442066012,29846882601055.613,20344109294979.49,16585738607109.502,14339175350962.564,12787382583290.695,0.0001070340069451,7.295607935601415e-05,5.947817348272895e-05,5.1421765368847606e-05,4.585687606055548e-05,5.774079515713337e-05,3.935704318461043e-05,3.208622314911366e-05,2.7740095933263817e-05,2.47380488008342e-05
43,43,500000.0,365,17.15,2.43,0.81,,0.0010949999999999,1602.0,0.3203999999999999,365.0,0.0002511823876716,0.0112737370085494,0.0008203965406105,1.7770604464296458e-05,-1.3497409611674645e-05,6883564833130.328,4696907552022.711,3831984000000.0,3312936000000.0,2954408400000.0,4.359382081483655,1.3967460189073626,30008089190279.38,20475614620673.062,16705082386132.06,14442353835502.137,12879395040344.793,0.0001079874487025,7.368377804673216e-05,6.0115098159220406e-05,5.1972417639326e-05,4.634793646539894e-05,5.819818421963787e-05,3.971074546426817e-05,3.239811292040785e-05,2.800973976563689e-05,2.497851164206361e-05
44,44,500000.0,370,17.15,2.43,0.81,,0.0011099999999999,1702.0,0.3404,370.0,0.0002956234307021,0.0120472706255623,0.0009425501716197,-7.511311574031124e-06,-6.128355079093606e-06,7300197792033.202,4986473939531.582,4071184000000.0,3519736000000.0,3138828400000.0,3.7547768029203294,1.2781260237140804,27410613326256.484,18723096676519.938,15286387243620.402,13215823085203.592,11785600064667.535,0.0001161788373009,7.93571299066134e-05,6.479076828226141e-05,5.6014761207239375e-05,4.995281557949268e-05,6.256543732084231e-05,4.27359547786836e-05,3.489157617778387e-05,3.016545967209743e-05,2.690093845613253e-05
45,45,500000.0,375,17.15,2.43,0.81,,0.001125,1660.0,0.332,375.0,0.0003331588875425,0.0126907325942509,0.0009367185720726,0.000134154835784,1.0255344283259282e-05,7107321264943.385,4859921320450.886,3970720000000.0,3432880000000.0,3061372000000.0,3.3767671884669936,1.121086706571042,23999769245354.55,16410822853429.736,13408197010589.66,11592036545944.574,10337540521291.578,0.0001146847844223,7.84204073755062e-05,6.407212369133185e-05,5.539345810772336e-05,4.939875021386045e-05,6.171317534487643e-05,4.219890524586805e-05,3.4477932046506376e-05,2.9807844260942807e-05,2.658202436461834e-05
46,46,500000.0,380,17.15,2.43,0.81,,0.00114,1787.0,0.3574,380.0,0.0003029103447715,0.0119139557156943,0.0010712601251148,6.735479516259875e-05,6.718242386942056e-06,7637369550954.121,5228137557165.861,4274504000000.0,3695516000000.0,3295585400000.0,3.763489823563536,1.3450712629416075,28743162583809.844,19676042492584.043,16087052304781.629,13908036858816.225,12402902115584.562,0.0001249227399894,8.551547287655703e-05,6.99171027685984e-05,6.04467259721829e-05,5.390515088873293e-05,6.719901411273017e-05,4.600087597481687e-05,3.761012907710311e-05,3.25157804897363e-05,2.8996906372907007e-05
47,47,500000.0,385,17.15,2.43,0.81,,0.001155,1833.0,0.3666,385.0,0.0002684303288447,0.0106456577874421,0.0007382348341148,-3.3704127482580225e-05,-9.62614640600773e-06,7818404275034.38,5359027869565.218,4384536000000.0,3790644000000.0,3380418600000.0,4.302792478670163,1.5774037226804818,33640971109820.586,23058784810149.008,18865748523258.56,16310354492516.182,14545239726836.725,0.0001296533755764,8.886929207739822e-05,7.270919649825966e-05,6.286062640401379e-05,5.6057817801877286e-05,6.966846613469948e-05,4.775338272515632e-05,3.9069851991124815e-05,3.377778173814637e-05,3.0122333211552e-05
48,48,500000.0,390,17.15,2.43,0.81,,0.00117,1811.0,0.3621999999999999,390.0,0.0002723374971651,0.0105883827994004,0.0007888956607298,3.22987848021033e-05,2.9747087687608386e-06,7708718131266.408,5290886308238.276,4331912000000.0,3745148000000.0,3339846200000.0,4.296139944660196,1.556061887955923,33117731885859.92,22730388011478.18,18610500179952.84,16089679921464.244,14348446668841.566,0.0001295427947873,8.891182523478361e-05,7.279653733567168e-05,6.293613679354895e-05,5.612515641908268e-05,6.957766403352565e-05,4.775469847588093e-05,3.909914886319532e-05,3.380311030480265e-05,3.0144920707986968e-05
49,49,500000.0,395,17.15,2.43,0.81,,0.0011849999999999,1918.0,0.3836,395.0,0.0003119373271829,0.0115869426198902,0.0008280494817421,-3.3335503554266723e-05,1.2632794682855383e-06,8147390650831.354,5598627900633.714,4587856000000.0,3966424000000.0,3537175600000.0,3.798840012837166,1.457235028924337,30950633604593.586,21268291685913.89,17428530945935.07,15067810199077.645,13437164201711.312,0.000138705968549,9.531433299125542e-05,7.81063578900166e-05,6.75267341624391e-05,6.021895703209391e-05,7.456030246248007e-05,5.123547004629448e-05,4.198545837241758e-05,3.629846484705667e-05,3.237022672676108e-05
50,50,500000.0,400,17.15,2.43,0.81,,0.0012,1967.0,0.3933999999999999,400.0,0.0003561915650607,0.0116505461737911,0.0009961794766556,-8.416493257870274e-05,-2.542334270821877e-05,8338322265783.224,5736672482129.277,4705064000000.0,4067756000000.0,3627541400000.0,3.368973658304949,1.3253542371771672,28091588067881.32,19326698478616.406,15851236676638.918,13704162812411.908,12221091421010.658,0.0001438442628541,9.896324441834226e-05,8.116698313986997e-05,7.017279311590766e-05,6.257865815491145e-05,7.738438512309028e-05,5.323959167467218e-05,4.366567673917885e-05,3.77510951072834e-05,3.366565260969634e-05
51,51,500000.0,405,17.15,2.43,0.81,,0.001215,2057.0,0.4114,405.0,0.0003224381175641,0.011672182900004,0.0008318023377415,0.0001638352410673,-6.407719939529734e-06,8701840840605.075,5993948417892.597,4920344000000.0,4253876000000.0,3793519400000.0,3.768164909219303,1.550223043652821,32789971301179.445,22586186095973.44,18540667602087.742,16029306271370.168,14294606685522.662,0.0001520708079919,0.0001047484774391,8.59864827895936e-05,7.433948428464863e-05,6.629442790993665e-05,8.197567477242503e-05,5.646597945288194e-05,4.635209111505726e-05,4.00736306128505e-05,3.573684215484473e-05
52,52,500000.0,410,17.15,2.43,0.81,,0.0012299999999999,2174.0,0.4348,410.0,0.0003269590720265,0.0117323640825931,0.0008167216795293,0.0001595777260275,-1.6234585977189437e-05,9176760389211.65,6329677574931.229,5200208000000.0,4495832000000.0,4009290800000.001,3.761938741679159,1.635690964882098,34522410431282.023,23811859291471.57,19562863939989.89,16913044576880.896,15082706387177.83,0.0001624406654922,0.0001120435746401,9.205048539908524e-05,7.958210861425932e-05,7.096969279807401e-05,8.77730522827295e-05,6.05415306877144e-05,4.973848169792733e-05,4.300132949469636e-05,3.8347703991353504e-05
53,53,500000.0,415,17.15,2.43,0.81,,0.0012449999999999,2098.0,0.4196,415.0,0.0003305347667037,0.0108899659051469,0.0008015555505506,7.87883544296622e-05,-8.851733341781995e-08,8836580818437.152,6103382359526.372,5018416000000.0,4338664000000.0,3869131600000.0,3.766623439996144,1.580475195422382,33284072440145.688,22989143058651.008,18902483337251.688,16342113520667.43,14573561776989.783,0.0001583735951507,0.0001093878533698,8.994254680769733e-05,7.775969347755773e-05,6.934450034396131e-05,8.575582951313913e-05,5.923112432639004e-05,4.870191715149427e-05,4.2105169176124645e-05,3.754852659313785e-05
54,54,500000.0,420,17.15,2.43,0.81,,0.00126,2239.0,0.4478,420.0,0.0002934438138026,0.0110524711580142,0.0009094351996051,-2.2598323010145472e-05,6.488571569019503e-06,9409784851910.275,6508215727066.141,5355688000000.0,4630252000000.0,4129163800000.0,4.293837323308476,1.922780353377536,40404085401435.07,27945219597019.805,22996453026395.324,19881548853923.715,17729957638494.254,0.000170716724447,0.000118075098252,9.716540036882412e-05,8.400420065331448e-05,7.491322381278655e-05,9.267437019293922e-05,6.409761786032678e-05,5.274669082886858e-05,4.560207217144658e-05,4.066699298770879e-05
55,55,500000.0,425,17.15,2.43,0.81,,0.001275,2180.0,0.436,425.0,0.0003395198040152,0.0117505362664133,0.0009876774468101,7.926652827292254e-05,-5.142908039414718e-06,9141697099765.305,6331707814420.204,5214560000000.0,4508240000000.0,4020356000000.0,3.755303769976016,1.6373124437095432,34329849582727.457,23777486225878.8,19582256826766.137,16929810667956.676,15097658043445.695,0.0001679083134322,0.0001162963909942,9.57773994627152e-05,8.28042065589026e-05,7.384309368275057e-05,9.131182543066962e-05,6.324425238757775e-05,5.208562340464954e-05,4.503054732475554e-05,4.015731884734728e-05
56,56,500000.0,430,17.15,2.43,0.81,,0.0012899999999999,2349.0,0.4698,430.0,0.0003004489331601,0.010872457291171,0.0007642614025763,5.682222255221086e-05,2.6050576331122943e-06,9828697711746.371,6817263589041.096,5618808000000.0,4857732000000.0,4332025800000.0,4.293574906163179,2.0171214909154616,42200249855417.69,29270431874606.78,24124773031348.92,20857036216065.87,18599877267731.47,0.0001826979038501,0.0001267207319056,0.0001044435869168,9.029654587963084e-05,8.052460827428201e-05,9.958728834133656e-05,6.90745421877565e-05,5.693143373021542e-05,4.921998534869795e-05,4.389337378146459e-05
57,57,500000.0,435,17.15,2.43,0.81,,0.0013049999999999,2329.0,0.4658,435.0,0.0003897019593068,0.0124331605195599,0.0009189652279131,-6.488566216136903e-05,1.7209023677444762e-06,9722249129199.518,6753967919612.153,5570968000000.0,4816372000000.0,4295141800000.0,3.3487129557189608,1.559830494773892,32557021617677.81,22617099874915.453,18655572717495.75,16128647315962.045,14383196992310.057,0.0001828544809013,0.0001270275305182,0.0001047778603716,9.05855414919036e-05,8.078232863605834e-05,9.986501957496842e-05,6.937542224412328e-05,5.722388111827056e-05,4.947282029790281e-05,4.411884680531545e-05
58,58,500000.0,440,17.15,2.43,0.81,,0.0013199999999999,2296.0,0.4592,440.0,0.0003511096045372,0.0119390788161496,0.0008185196790209,-6.636648708011293e-06,-4.198722194279228e-06,9561661748703.742,6652797199256.703,5492032000000.0,4748128000000.0,4234283200000.0,3.759509802472785,1.726366901295503,35947161072180.79,25011256284469.062,20647348139494.21,17850633759395.5,15918829196845.83,0.0001819888666082,0.0001266239126511,0.00010453085513,9.037199348200632e-05,8.059189089918571e-05,9.958663884457646e-05,6.929022688743462e-05,5.720062282908133e-05,4.945271237898837e-05,4.410091497549824e-05
59,59,500000.0,445,17.15,2.43,0.81,,0.0013349999999999,2420.0,0.484,445.0,0.0003104736226759,0.0124404511430172,0.0010180124461501,-0.0001092701727772,-5.410179611829367e-06,10053993905817.174,7004385556676.399,5788640000000.0,5004560000000.0,4462964000000.0,4.299882188037478,2.0811429790101394,43230989314260.62,30118032693299.83,24890470028961.266,21519018402964.844,19190219409452.496,0.0001936129051748,0.0001348856433867,0.00011147365096,9.637437716778178e-05,8.594469360387967e-05,0.0001061174734634,7.392959508440007e-05,6.109769484083424e-05,5.282192012159081e-05,4.710550536181711e-05
60,60,500000.0,450,17.15,2.43,0.81,,0.0013499999999999,2492.0,0.4983999999999999,450.0,0.0003137078989539,0.0119407154294324,0.0010331713474163,-9.019406467029185e-06,1.1453691533357376e-05,10328340828183.818,7204842086328.644,5960864000000.0,5153456000000.0,4595746400000.0,4.303366298718387,2.1447977632812445,44446633841683.41,31005074621894.56,25651781248843.684,22177208872328.062,19777180175216.355,0.0002011234306553,0.0001402996455905,0.0001160757025057,0.0001003530739054,8.949281377969768e-05,0.0001104936729074,7.707815592839377e-05,6.376994795371999e-05,5.5132212528550565e-05,4.91657767626465e-05
61,61,500000.0,455,17.15,2.43,0.81,,0.001365,2492.0,0.4983999999999999,455.0,0.0003181861801522,0.0113718766819904,0.0009100535553862,9.02267003840094e-06,1.2415848417947324e-05,10303560659137.725,7196903673798.779,5960864000000.0,5153456000000.0,4595746400000.0,4.289941188982392,2.138106688588824,44201669264813.484,30874293503368.09,25571755995522.34,22108023160008.44,19715481775477.55,0.0002029528537492,0.0001417599397991,0.0001174132321469,0.0001015094331437,9.052403123970856e-05,0.0001116905642612,7.801441257568382e-05,6.461574650450755e-05,5.5863446392692976e-05,4.981787613027291e-05
62,62,500000.0,460,17.15,2.43,0.81,,0.00138,2593.0,0.5186,460.0,0.0003668590485403,0.0118375021828589,0.0008516816229577,2.5756850296145697e-05,-2.3073776027226143e-05,10695082376487.557,7480993859726.246,6202456000000.0,5362324000000.0,4782010600000.0,3.7616627025844296,1.950798277560285,40231292476701.29,28140975580395.35,23331547399621.01,20171254189973.348,17988310917383.39,0.0002130664976112,0.0001490357067139,0.0001235647870663,0.0001068277506911,9.526679778754283e-05,0.0001174930007501,8.218397822772315e-05,6.81383407633306e-05,5.890889995759518e-05,5.2533749178818686e-05
63,63,500000.0,465,17.15,2.43,0.81,,0.0013949999999999,2717.0,0.5434,465.0,0.0003233880957509,0.0116693635055619,0.0008273166680554,2.8412764673248043e-05,1.24191986089442e-05,11177138359177.783,7831956498950.944,6499064000000.0,5618756000000.0,5010691400000.0,4.313702385242896,2.34406587614099,48214848400175.08,33784729430643.29,28035027878646.234,24237641159297.832,21614631443896.062,0.000225181898924,0.0001577876894828,0.0001309343702941,0.0001131991127793,0.0001009486478663,0.000124381766831,8.71558135704419e-05,7.232307922576452e-05,6.252680929719106e-05,5.576012655023199e-05
64,64,500000.0,470,17.15,2.43,0.81,,0.0014099999999999,2616.0,0.5232,470.0,0.0004227195960311,0.0126201723730089,0.0008781651590188,-0.0001016442495043,4.10505020069312e-06,10733345171294.629,7534282296333.299,6257472000000.0,5409888000000.0,4824427200000.0,3.3355444442092224,1.745156853210265,35801549853891.67,25130933454638.44,20872075964394.77,18044921862194.14,16092091343451.855,0.0002185984541309,0.0001534454018463,0.0001274415090671,0.0001101793648623,9.825569858760996e-05,0.0001210131401104,8.494529381168759e-05,7.054989137015662e-05,6.099380240530263e-05,5.439302243513496e-05
65,65,500000.0,475,17.15,2.43,0.81,,0.0014249999999999,2756.0,0.5512,475.0,0.0004249073693927,0.0117198574945905,0.0010893211026488,9.257622426447014e-05,2.711703434112558e-05,11277943584565.451,7930609318013.788,6592352000000.0,5699408000000.0,5082615200000.0,3.353672123965845,1.848544074729974,37822525015216.6,26596663395886.625,22108587133770.49,19113945732707.93,17045424913085.088,0.0002321763292432,0.000163265558682,0.0001357151751081,0.0001173323503861,0.0001046345844207,0.0001287545247494,9.05397181726971e-05,7.526151752545306e-05,6.506723170678801e-05,5.8025623169080494e-05
66,66,500000.0,480,17.15,2.43,0.81,,0.0014399999999999,2638.0,0.5276000000000001,480.0,0.0003337609806521,0.0120531006738432,0.0009384967558327,1.2856707140743112e-05,-1.8931854659359e-05,10766531330688.783,7584156241325.884,6310096000000.0,5455384000000.0,4864999600000.0,4.314464792098113,2.276311624310965,46451820359278.016,32721575080971.688,27224687026759.137,23537062195375.37,20989869487771.406,0.0002240639438959,0.0001578350451375,0.0001313203809746,0.0001135328377322,0.000101246256937,0.0001244836810328,8.768875113540815e-05,7.295794287167807e-05,6.307567970678522e-05,5.62495979280722e-05
67,67,500000.0,485,17.15,2.43,0.81,,0.001455,2812.0,0.5624,485.0,0.0003370468945149,0.0124300222850453,0.0009372795475439,9.977045564201898e-05,6.631678784003213e-06,11446259689866.572,8076478558429.975,6726304000000.001,5815216000000.001,5185890400000.0,4.316906708468063,2.427828332842439,49412435242052.58,34865404469684.83,29036826860795.57,25103744961590.82,22387005057140.125,0.0002407179116603,0.000169850510545,0.0001414559774059,0.0001222955523727,0.0001090606661923,0.0001339623587872,9.452381369086218e-05,7.872192088722595e-05,6.805891822524385e-05,6.069354786798582e-05
68,68,500000.0,490,17.15,2.43,0.81,,0.00147,2872.0,0.5744,490.0,0.0004390571001522,0.0108295613487966,0.0008597188068688,3.701782060688913e-05,-6.4248075705790885e-06,11659387041264.268,8240716883233.954,6869824000000.0,5939296000000.0,5296542400000.0,3.348083881322695,1.923139381431756,39036605818959.6,27590611367299.395,23000747001923.8,19885261204004.355,17733268236182.223,0.0002477736395106,0.0001751234783706,0.0001459906330627,0.000126215982096,0.0001125568250394,0.0001381473424938,9.764090801976765e-05,8.139775492842264e-05,7.037230651838546e-05,6.275658011663756e-05
69,69,500000.0,495,17.15,2.43,0.81,,0.001485,2885.0,0.577,495.0,0.0003950245165356,0.0123512831476351,0.0010235698240327,8.035349825694225e-05,9.76875115053615e-06,11679846206593.805,8269891036198.883,6900920000000.0,5966180000000.0,5320517000000.0,3.759260344202254,2.1690932186047003,43907582670829.22,31088673423256.15,25942354894512.22,22428423880372.605,20001208568753.945,0.0002508152604923,0.0001775892282996,0.0001481916813647,0.0001281188950929,0.0001142538038348,0.0001400355393608,9.915187505259055e-05,8.273859408701741e-05,7.15315269949632e-05,6.379034917026651e-05
70,70,500000.0,500,17.15,2.43,0.81,,0.0015,2924.0,0.5848,500.0,0.0003987677893633,0.010990795717829,0.000765677774844,-4.762792450753331e-06,-6.722892306533688e-06,11804983201235.203,8373363309821.9,6994208000000.0,6046832000000.0,5392440800000.0,3.7615876708470646,2.199776469911363,44405479264323.05,31497140189749.23,26309326580139.902,22745688698883.496,20284138829052.68,0.000256157675914,0.0001816945647837,0.0001517681165316,0.0001312108967338,0.0001170111875032,0.0001432393271228,0.000101600731302,8.486633403871167e-05,7.33710613679163e-05,6.543080820827429e-05
71,71,500000.0,505,17.15,2.43,0.81,,0.0015149999999999,2900.0,0.58,505.0,0.0003532374106498,0.0117104881354938,0.0007520719299472,-5.713887693441547e-06,-8.62893384431375e-06,11675604038630.377,8295686254628.813,6936800000000.0,5997200000000.0,5348180000000.0,4.288900196649166,2.4875621140565163,50075500457279.625,35579370408817.305,29751242884115.938,25721392259344.38,22937810253715.137,0.0002559593392423,0.000181862828276,0.0001520725384812,0.0001314740842722,0.0001172458927538,0.0001433058933249,0.000101820918689,8.514200357663185e-05,7.360939105203791e-05,6.564334573412394e-05
72,72,500000.0,510,17.15,2.43,0.81,,0.00153,2887.0,0.5773999999999999,510.0,0.0004073938609963,0.0115003414328276,0.0009894459418363,-7.166671649570794e-05,-1.2327958149135485e-05,11590926109109.62,8249589772967.729,6905703999999.998,5970315999999.999,5324205399999.999,3.755579419528528,2.168471556835772,43530643548647.97,30981989570910.625,25934919819755.824,22421995897681.88,19995476225582.65,0.0002566472650644,0.0001826631136464,0.0001529066813351,0.0001321952412211,0.000117889005735,0.0001439290881052,0.0001024384007014,8.575084252013479e-05,7.413576184433059e-05,6.611275241456211e-05
73,73,500000.0,515,17.15,2.43,0.81,,0.001545,2838.0,0.5676,515.0,0.0004108662908492,0.0120641202340858,0.000797618528327,0.0001118555404729,-3.5843836545574376e-06,11362407403348.37,8100814774290.248,6788496000000.0,5868984000000.0,5233839600000.0,3.7603474278854594,2.134373200067787,42726599453767.74,30461878000278.863,25527103472810.73,22069418888700.914,19681055277825.062,0.0002540914290654,0.0001811541805821,0.0001518074989405,0.0001312449447361,0.0001170415508135,0.0001426606526264,0.0001017097417371,8.523292954860484e-05,7.368800096426204e-05,6.571344844211414e-05
