,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.01,100,1,300000.0,-0.0001880475939359,-0.0002269033429021,-0.0001139179132986,-0.0002014193002468,-3.214282965358724e-05,9.929035470686642e-06,-2.9750050346807986e-05,-6.96648935380433e-05,4.480174802223152e-05,-3.376516245681084e-05,0.0001919461156086,2.990594459327252e-05,-2.9703526989582208e-05,-1.6718826825692966e-05,0.000290364954872,0.000144514202988,-4.644063677403287e-05,-3.894946363034891e-05,0.0002766393359935,-0.0001847278174311,1.0995624273350587e-05,-3.736598817390163e-05,2.93944655300812e-05,-0.0001293189303277,4.060660549513494e-05,3.7480535670103306e-05,,542.0,0.1806666666666666,100.0,0.0022508715129276,0.0462587489797478,0.0034996440423261,0.0008413809401954,-0.0002046622915279,4372133333333.3335,2818400000000.0,2276400000000.0,44.42723603975552,8.02652064451583,194241799597283.1,125213722054446.95,101134160120899.44,1.809096082961595e-05,1.1661941691818549e-05,9.419260597238058e-06,8.70492042633961e-06,5.611436307888344e-06,4.53231394098674e-06
1,1,2.25,0.01,100,1,300000.0,-0.0002562864818845,-0.0001866261586306,-0.0002243045877066,0.0002220994636006,4.429817983584752e-05,2.165273860662632e-05,0.0002191916435551,0.0002151578589968,3.477683813398351e-05,3.511240502778699e-05,3.375581376514631e-05,0.0001635137674347,7.440937866667184e-06,-1.321058257899779e-05,-4.352132488409362e-05,-0.0001950878551201,-4.398723232246914e-05,3.201559292562184e-05,0.0002415851103109,8.587509204487537e-05,1.906948332614572e-05,-3.812064435357031e-05,0.0001218500499861,7.633967881986092e-05,3.807902207454115e-05,-2.002143615110336e-05,,489.0,0.163,100.0,0.0029011784996413,0.048236773866419,0.0048387536325592,0.0001145745645016,6.362281753123181e-05,3944600000000.001,2542800000000.0,2053800000000.0,34.468751237596315,5.6184064517282,135965436131822.44,87647140646959.92,70791921291775.31,1.6321918534469007e-05,1.052156731974035e-05,8.498188989021053e-06,7.853701270258432e-06,5.062716521323617e-06,4.089117190299846e-06
2,2,2.25,0.01,100,1,300000.0,0.0002405430817992,0.000176470811011,3.617578845936111e-05,-8.172899529804549e-05,-5.714802188272263e-06,1.2412160968436951e-05,-0.0001324674335533,0.0002686857704424,-4.831471694426512e-05,4.887591145089797e-06,0.0001892566552817,-0.0001432775918965,8.512794003940351e-06,2.352643608359221e-05,-8.722483138762062e-05,-5.994870785165651e-06,4.254375601712591e-05,-2.9681199531793143e-05,8.126213597393423e-05,0.0001531781991933,3.788057413963987e-05,2.525088865729533e-05,7.212681911469447e-05,5.381475074891313e-06,-4.105058925359604e-05,2.719700364752321e-05,,540.0,0.18,100.0,0.0031547130883211,0.0417576724007541,0.0040034555672418,0.0009134483043726,-0.0001423197131966,4356000000000.0,2808000000000.0,2268000000000.0,31.69860370827476,5.705748667489456,138079117753244.84,89009679212835.5,71892433210367.14,1.802420451659154e-05,1.1618908696645785e-05,9.38450317806006e-06,8.672798948751642e-06,5.590729900848166e-06,4.515589535300442e-06
3,3,2.25,0.01,100,1,300000.0,5.5271871728141786e-05,3.280751301736409e-05,0.0001078621930128,-0.0002355274904672,-2.323452409838166e-05,-2.177427010693321e-05,-5.216010679467677e-05,9.957731106079072e-05,-1.6689914400875685e-05,-4.058163721549596e-05,-6.426964073455004e-05,-0.0002459440839681,9.511117931319376e-06,2.996152107473158e-05,-0.0002430643480057,-0.0002915098906129,1.810285021340813e-05,-4.304094340545935e-05,-0.0002804717747804,5.0896339253358514e-05,4.609074221735522e-05,3.761382388030449e-05,-0.0001463059267842,-0.000162039746858,1.775265035307605e-05,2.331944538781256e-05,,479.0,0.1596666666666666,100.0,0.0025738962996086,0.049029908015508,0.0049808876037087,-0.0001856049736715,-0.0001948050957299,3863933333333.333,2490800000000.0,2011800000000.0,38.85160408956763,6.203306119634298,150120008095149.97,96771575466295.05,78161657107392.16,1.598813696934694e-05,1.030640234387654e-05,8.32440189313105e-06,7.693093882318587e-06,4.9591844861227255e-06,4.005495161868355e-06
4,4,2.25,0.01,100,1,300000.0,0.0002283916431099,-0.0002029175500082,-5.314478834594655e-05,3.359691918287667e-05,-1.24802406053852e-06,4.588386811654325e-05,-0.0002958803646502,1.8157495575139823e-05,2.8482598119020345e-05,-7.852721650586428e-06,-0.000273636004419,0.0001502536766502,-4.197600081575333e-05,1.6383614595435676e-05,0.0002374919922747,-0.0002574232620683,3.1067239420584974e-05,3.017403673482892e-05,5.161568266553925e-05,5.354766196045719e-05,1.8538474374184056e-05,2.45323832311733e-05,-9.743091380354368e-05,0.0002569383167221,4.7029676734826265e-05,2.4666549433242783e-06,,508.0,0.1693333333333333,100.0,0.0031935739649497,0.0418324625501987,0.0039553876426546,-0.0002713006428889,-7.996977986221581e-05,4097866666666.6665,2641600000000.0,2133600000000.0,31.31288052117252,5.302314434918546,128316009325028.8,82716105184729.3,66809161879973.68,1.695610350820093e-05,1.0930380773881593e-05,8.828384471212053e-06,8.158855307344137e-06,5.259427388205312e-06,4.247999044319675e-06
5,5,2.25,0.01,100,1,300000.0,-7.133050069786098e-05,0.0001316020855985,8.646120092806208e-06,-0.0001796289154404,3.978439137195731e-05,-2.444582905609961e-05,-0.0002575864271701,-0.0001771868591299,-3.2424638229407935e-05,1.2048299611627672e-05,-0.0002628216380937,0.000130563245374,-7.461930616658843e-06,1.2949158185454028e-05,0.0002173921615898,0.0001507560105941,-4.835522621476698e-06,1.4886862736874872e-05,-0.0002351443175579,0.0001012050427605,4.6348773670707554e-05,3.830730443655282e-05,-0.0001371101162987,9.788173957946511e-05,-3.098312719568837e-05,2.609332087589892e-05,,534.0,0.178,100.0,0.0022756168621071,0.0394954925973693,0.0047072735822223,0.0008618782482529,-6.327408726675507e-05,4307600000000.0,2776800000000.0,2242800000000.0,43.94412858560073,7.822054888236929,189293728295333.7,122024056256496.12,98557891591785.31,1.7823935577518298e-05,1.1489809711127498e-05,9.280230920526056e-06,8.576434515987734e-06,5.52861067972763e-06,4.465416318241549e-06
6,6,2.25,0.01,100,1,300000.0,0.0002205730961131,-7.272734461130553e-05,-0.0002782848403014,-0.0001937745764012,-4.021136607771028e-05,2.5545868403569845e-05,0.0001024241871402,0.0002163103811972,2.7392239691158477e-05,-5.273281596761983e-06,-1.6099588470955175e-05,-0.0001602348866084,4.13391275364297e-05,1.0588077949860983e-05,-7.376401369807418e-05,-0.0002447807119311,4.301662986578373e-05,-2.86189914846526e-05,-0.0001741688040422,-1.7202092357189837e-05,3.3743915421447655e-05,-6.111099100064678e-06,-0.0002286913919175,-0.000287984856822,3.625021876779744e-05,-4.522868815617596e-05,,504.0,0.168,100.0,0.0026895731715939,0.0387581448339302,0.0030456212556073,0.0005478271661672,-0.0002256202072512,4065600000000.0,2620800000000.0,2116800000000.0,37.18062072307837,6.246344281477167,151161531611747.4,97442970791043.78,78703937946612.3,1.6822590882152105e-05,1.0844314783536066e-05,8.758869632856054e-06,8.0946123521682e-06,5.218014574124956e-06,4.21455023294708e-06
7,7,2.25,0.01,100,1,300000.0,0.0001113805709849,0.00012477313131,-0.0001870970307665,0.0002051871149581,7.641085760342015e-06,-3.819810737499752e-05,-0.0001301025101218,2.481803346672556e-05,-3.529066126448263e-05,-3.133012349704351e-05,7.106990957088909e-05,5.0312499759943175e-05,-4.745694221053808e-05,2.9585711194298456e-05,-7.304069298438254e-05,1.48831096258565e-05,4.21400073819161e-05,-2.9733863422086007e-05,-0.0002694381005606,0.0002629683447714,3.430236378803353e-05,-2.59185108891806e-06,0.0001545389792965,-1.1602499527550063e-05,4.087614580695535e-05,1.8626822103945877e-05,,485.0,0.1616666666666666,100.0,0.003132649668089,0.038100263089068,0.0052191021567593,0.0001185899055976,7.965756550617067e-05,3912333333333.333,2521999999999.9995,2037000000000.0,31.921858680419305,5.160700486667787,124888951777360.44,80506927592017.47,65024826132014.12,1.6188405908420175e-05,1.0435501329394824e-05,8.42867415066505e-06,7.789458315082493e-06,5.02130370724326e-06,4.055668378927248e-06
8,8,2.25,0.01,100,1,300000.0,1.5108326314042632e-05,-0.0001084951001189,0.0002469001186791,5.2940867241908025e-05,2.7627548239821527e-06,-2.096243323255308e-05,0.0002035909169038,-3.751571629261643e-05,4.943066443974112e-05,3.6522737930535776e-05,-0.0002342909573223,0.0001685344430009,-3.631385871761189e-05,-2.42780910501676e-05,0.0001999483046389,0.0002704522921767,-3.213839757319767e-05,-4.766885955683207e-05,-4.562611916491616e-05,-7.073060474572249e-05,8.593518065596685e-06,-2.180631773568433e-06,-0.0001841149665206,0.0001190059447771,4.8304434777352464e-05,-2.7065146133186e-05,,525.0,0.175,100.0,0.0021342959603884,0.0366971531918361,0.0040823031814421,-0.0001659733616561,-0.0001220406381494,4235000000000.001,2730000000000.0005,2205000000000.0005,46.853858066524815,8.199425161641843,198426088911732.62,127911032521612.77,103312757036687.23,1.7523532168908443e-05,1.129616123285007e-05,9.123822534225058e-06,8.431887866841876e-06,5.435431848046829e-06,4.390156492653208e-06
9,9,2.25,0.01,100,1,300000.0,0.0001060401210975,-0.0002894648423805,-0.0002449923194209,1.96171098102807e-05,2.468050609873718e-06,3.43824914492092e-05,0.0001843195805309,8.621208466319996e-06,5.901879520652221e-06,-3.524403783554774e-05,-0.0001907322843079,-0.0002721214339387,-4.668313725602425e-05,-3.352141901849728e-05,3.27521893850036e-05,-0.0002065329221301,-4.884246694661558e-05,-2.97471680751633e-05,-0.0002836270343447,0.0001077849946001,-4.224173321330271e-05,-3.935522291645423e-05,3.7782349904102585e-05,-0.0001985427973242,-2.5101522983114388e-05,1.0775488113964284e-05,,477.0,0.159,100.0,0.0029079951489876,0.0416468294240485,0.0046748080794887,0.0009956123763566,0.0004117027576607,3847800000000.0,2480400000000.0,2003400000000.0,34.38795282544147,5.467684499245193,132317964881733.66,85295878188225.0,68892824690489.43,1.5921380656322525e-05,1.026336934870378e-05,8.28964447395305e-06,7.660972404730618e-06,4.938478079082547e-06,3.988770756182057e-06
