"Harmonic Energy (eV)"	"Harmonic: 1"	"Harmonic Energy (eV)"	"Harmonic: 3"	"Harmonic Energy (eV)"	"Harmonic: 5"	"Harmonic Energy (eV)"	"Harmonic: 7"
3.96950e+2	5.54412e+14	1.19085e+3	9.07327e+13	1.98475e+3	1.68298e+13	2.77865e+3	3.20824e+12
3.96685e+2	5.54993e+14	1.19006e+3	9.10430e+13	1.98343e+3	1.69288e+13	2.77680e+3	3.23509e+12
3.96421e+2	5.55568e+14	1.18926e+3	9.13537e+13	1.98210e+3	1.70281e+13	2.77494e+3	3.26211e+12
3.96156e+2	5.56145e+14	1.18847e+3	9.16649e+13	1.98078e+3	1.71279e+13	2.77309e+3	3.28931e+12
3.95891e+2	5.56722e+14	1.18767e+3	9.19765e+13	1.97946e+3	1.72280e+13	2.77124e+3	3.31668e+12
3.95627e+2	5.57298e+14	1.18688e+3	9.22885e+13	1.97813e+3	1.73285e+13	2.76939e+3	3.34423e+12
3.95362e+2	5.57873e+14	1.18609e+3	9.26009e+13	1.97681e+3	1.74294e+13	2.76754e+3	3.37195e+12
3.95098e+2	5.58447e+14	1.18529e+3	9.29138e+13	1.97549e+3	1.75307e+13	2.76569e+3	3.39984e+12
3.94834e+2	5.59021e+14	1.18450e+3	9.32272e+13	1.97417e+3	1.76324e+13	2.76384e+3	3.42792e+12
3.94570e+2	5.59595e+14	1.18371e+3	9.35409e+13	1.97285e+3	1.77344e+13	2.76199e+3	3.45617e+12
3.94306e+2	5.60168e+14	1.18292e+3	9.38551e+13	1.97153e+3	1.78369e+13	2.76014e+3	3.48460e+12
3.94042e+2	5.60740e+14	1.18213e+3	9.41698e+13	1.97021e+3	1.79398e+13	2.75829e+3	3.51321e+12
3.93778e+2	5.61312e+14	1.18133e+3	9.44848e+13	1.96889e+3	1.80430e+13	2.75645e+3	3.54199e+12
3.93514e+2	5.61883e+14	1.18054e+3	9.48003e+13	1.96757e+3	1.81467e+13	2.75460e+3	3.57096e+12
3.93251e+2	5.62453e+14	1.17975e+3	9.51162e+13	1.96625e+3	1.82507e+13	2.75275e+3	3.60011e+12
3.92987e+2	5.63023e+14	1.17896e+3	9.54326e+13	1.96493e+3	1.83551e+13	2.75091e+3	3.62944e+12
3.92723e+2	5.63592e+14	1.17817e+3	9.57493e+13	1.96362e+3	1.84600e+13	2.74906e+3	3.65896e+12
3.92460e+2	5.64161e+14	1.17738e+3	9.60665e+13	1.96230e+3	1.85652e+13	2.74722e+3	3.68865e+12
3.92197e+2	5.64729e+14	1.17659e+3	9.63841e+13	1.96098e+3	1.86708e+13	2.74538e+3	3.71853e+12
3.91934e+2	5.65296e+14	1.17580e+3	9.67022e+13	1.95967e+3	1.87768e+13	2.74354e+3	3.74860e+12
3.91671e+2	5.65862e+14	1.17501e+3	9.70206e+13	1.95835e+3	1.88832e+13	2.74169e+3	3.77885e+12
3.91408e+2	5.66428e+14	1.17422e+3	9.73395e+13	1.95704e+3	1.89900e+13	2.73985e+3	3.80929e+12
3.91145e+2	5.66993e+14	1.17343e+3	9.76588e+13	1.95572e+3	1.90972e+13	2.73801e+3	3.83991e+12
3.90882e+2	5.67083e+14	1.17265e+3	9.79785e+13	1.95441e+3	1.92048e+13	2.73617e+3	3.87072e+12
3.90619e+2	5.67647e+14	1.17186e+3	9.82986e+13	1.95310e+3	1.93128e+13	2.73433e+3	3.90172e+12
3.90357e+2	5.68210e+14	1.17107e+3	9.86191e+13	1.95178e+3	1.94212e+13	2.73250e+3	3.93291e+12
3.90094e+2	5.68773e+14	1.17028e+3	9.89400e+13	1.95047e+3	1.95300e+13	2.73066e+3	3.96428e+12
3.89832e+2	5.69334e+14	1.16950e+3	9.92614e+13	1.94916e+3	1.96392e+13	2.72882e+3	3.99585e+12
3.89569e+2	5.70373e+14	1.16871e+3	9.95833e+13	1.94785e+3	1.97488e+13	2.72699e+3	4.02760e+12
3.89307e+2	5.70934e+14	1.16792e+3	9.99054e+13	1.94654e+3	1.98588e+13	2.72515e+3	4.05955e+12
3.89045e+2	5.71494e+14	1.16714e+3	1.00228e+14	1.94523e+3	1.99692e+13	2.72332e+3	4.09169e+12
3.88783e+2	5.72054e+14	1.16635e+3	1.00551e+14	1.94392e+3	2.00800e+13	2.72148e+3	4.12403e+12
3.88521e+2	5.72613e+14	1.16556e+3	1.00877e+14	1.94261e+3	2.01912e+13	2.71965e+3	4.15655e+12
3.88259e+2	5.73172e+14	1.16478e+3	1.01198e+14	1.94130e+3	2.03027e+13	2.71782e+3	4.18927e+12
3.87998e+2	5.73730e+14	1.16399e+3	1.01522e+14	1.93999e+3	2.04147e+13	2.71598e+3	4.22219e+12
3.87736e+2	5.74287e+14	1.16321e+3	1.01847e+14	1.93868e+3	2.05271e+13	2.71415e+3	4.25530e+12
3.87474e+2	5.74843e+14	1.16242e+3	1.02172e+14	1.93737e+3	2.06399e+13	2.71232e+3	4.28861e+12
3.87213e+2	5.75399e+14	1.16164e+3	1.02497e+14	1.93607e+3	2.07531e+13	2.71049e+3	4.32211e+12
3.86952e+2	5.75955e+14	1.16086e+3	1.02823e+14	1.93476e+3	2.08667e+13	2.70866e+3	4.35581e+12
3.86691e+2	5.76509e+14	1.16007e+3	1.03149e+14	1.93345e+3	2.09807e+13	2.70683e+3	4.38972e+12
3.86429e+2	5.77063e+14	1.15929e+3	1.03476e+14	1.93215e+3	2.10951e+13	2.70501e+3	4.42381e+12
3.86168e+2	5.77615e+14	1.15851e+3	1.03802e+14	1.93084e+3	2.12099e+13	2.70318e+3	4.45811e+12
3.85908e+2	5.78170e+14	1.15772e+3	1.04130e+14	1.92954e+3	2.13251e+13	2.70135e+3	4.49261e+12
3.85647e+2	5.78722e+14	1.15694e+3	1.04458e+14	1.92823e+3	2.14407e+13	2.69953e+3	4.52731e+12
3.85386e+2	5.79274e+14	1.15616e+3	1.04786e+14	1.92693e+3	2.15567e+13	2.69770e+3	4.56221e+12
3.85125e+2	5.79825e+14	1.15538e+3	1.05114e+14	1.92563e+3	2.16732e+13	2.69588e+3	4.59732e+12
3.84865e+2	5.80376e+14	1.15459e+3	1.05443e+14	1.92432e+3	2.17900e+13	2.69405e+3	4.63262e+12
3.84605e+2	5.80926e+14	1.15381e+3	1.05772e+14	1.92302e+3	2.19072e+13	2.69223e+3	4.66813e+12
3.84344e+2	5.81475e+14	1.15303e+3	1.06102e+14	1.92172e+3	2.20248e+13	2.69041e+3	4.70385e+12
3.84084e+2	5.82023e+14	1.15225e+3	1.06432e+14	1.92042e+3	2.21429e+13	2.68859e+3	4.73977e+12
3.83824e+2	5.82571e+14	1.15147e+3	1.06762e+14	1.91912e+3	2.22613e+13	2.68677e+3	4.77590e+12
3.83564e+2	5.82621e+14	1.15069e+3	1.07093e+14	1.91782e+3	2.23801e+13	2.68495e+3	4.81223e+12
3.83304e+2	5.83167e+14	1.14991e+3	1.07424e+14	1.91652e+3	2.24994e+13	2.68313e+3	4.84877e+12
3.83045e+2	5.83713e+14	1.14913e+3	1.07756e+14	1.91522e+3	2.26190e+13	2.68131e+3	4.88551e+12
3.82785e+2	5.84258e+14	1.14835e+3	1.08087e+14	1.91392e+3	2.27391e+13	2.67949e+3	4.92247e+12
3.82525e+2	5.84802e+14	1.14758e+3	1.08420e+14	1.91263e+3	2.28596e+13	2.67768e+3	4.95963e+12
3.82266e+2	5.85845e+14	1.14680e+3	1.08752e+14	1.91133e+3	2.29804e+13	2.67586e+3	4.99701e+12
3.82007e+2	5.86388e+14	1.14602e+3	1.09085e+14	1.91003e+3	2.31017e+13	2.67405e+3	5.03459e+12
3.81747e+2	5.86931e+14	1.14524e+3	1.09419e+14	1.90874e+3	2.32234e+13	2.67223e+3	5.07239e+12
3.81488e+2	5.87474e+14	1.14446e+3	1.09752e+14	1.90744e+3	2.33455e+13	2.67042e+3	5.11039e+12
3.81229e+2	5.88015e+14	1.14369e+3	1.10086e+14	1.90615e+3	2.34680e+13	2.66860e+3	5.14861e+12
3.80970e+2	5.88556e+14	1.14291e+3	1.10421e+14	1.90485e+3	2.35909e+13	2.66679e+3	5.18705e+12
3.80712e+2	5.89097e+14	1.14213e+3	1.10756e+14	1.90356e+3	2.37142e+13	2.66498e+3	5.22569e+12
3.80453e+2	5.89637e+14	1.14136e+3	1.11091e+14	1.90226e+3	2.38379e+13	2.66317e+3	5.26455e+12
3.80194e+2	5.90176e+14	1.14058e+3	1.11426e+14	1.90097e+3	2.39621e+13	2.66136e+3	5.30363e+12
3.79936e+2	5.90714e+14	1.13981e+3	1.11762e+14	1.89968e+3	2.40866e+13	2.65955e+3	5.34292e+12
3.79678e+2	5.91252e+14	1.13903e+3	1.12099e+14	1.89839e+3	2.42116e+13	2.65774e+3	5.38243e+12
3.79419e+2	5.91789e+14	1.13826e+3	1.12435e+14	1.89710e+3	2.43369e+13	2.65594e+3	5.42215e+12
3.79161e+2	5.92326e+14	1.13748e+3	1.12772e+14	1.89581e+3	2.44627e+13	2.65413e+3	5.46210e+12
3.78903e+2	5.92862e+14	1.13671e+3	1.13109e+14	1.89452e+3	2.45889e+13	2.65232e+3	5.50226e+12
3.78645e+2	5.93397e+14	1.13594e+3	1.13447e+14	1.89323e+3	2.47154e+13	2.65052e+3	5.54264e+12
3.78387e+2	5.93931e+14	1.13516e+3	1.13785e+14	1.89194e+3	2.48424e+13	2.64871e+3	5.58324e+12
3.78130e+2	5.94465e+14	1.13439e+3	1.14123e+14	1.89065e+3	2.49698e+13	2.64691e+3	5.62406e+12
3.77872e+2	5.94999e+14	1.13362e+3	1.14462e+14	1.88936e+3	2.50976e+13	2.64511e+3	5.66510e+12
3.77615e+2	5.95532e+14	1.13284e+3	1.14801e+14	1.88807e+3	2.52259e+13	2.64330e+3	5.70636e+12
3.77357e+2	5.96062e+14	1.13207e+3	1.15140e+14	1.88679e+3	2.53545e+13	2.64150e+3	5.74784e+12
3.77100e+2	5.96596e+14	1.13130e+3	1.15480e+14	1.88550e+3	2.54835e+13	2.63970e+3	5.78955e+12
3.76843e+2	5.97127e+14	1.13053e+3	1.15820e+14	1.88422e+3	2.56130e+13	2.63790e+3	5.83148e+12
3.76586e+2	5.97658e+14	1.12976e+3	1.16160e+14	1.88293e+3	2.57428e+13	2.63610e+3	5.87364e+12
3.76329e+2	5.98187e+14	1.12899e+3	1.16501e+14	1.88165e+3	2.58731e+13	2.63430e+3	5.91602e+12
3.76072e+2	5.98195e+14	1.12822e+3	1.16842e+14	1.88036e+3	2.60038e+13	2.63251e+3	5.95862e+12
3.75816e+2	5.98723e+14	1.12745e+3	1.17184e+14	1.87908e+3	2.61349e+13	2.63071e+3	6.00146e+12
3.75559e+2	5.99251e+14	1.12668e+3	1.17525e+14	1.87780e+3	2.62664e+13	2.62891e+3	6.04451e+12
3.75303e+2	5.99777e+14	1.12591e+3	1.17867e+14	1.87651e+3	2.63983e+13	2.62712e+3	6.08780e+12
3.75046e+2	6.00826e+14	1.12514e+3	1.18209e+14	1.87523e+3	2.65306e+13	2.62532e+3	6.13131e+12
3.74790e+2	6.01352e+14	1.12437e+3	1.18552e+14	1.87395e+3	2.66633e+13	2.62353e+3	6.17506e+12
3.74534e+2	6.01877e+14	1.12360e+3	1.18895e+14	1.87267e+3	2.67964e+13	2.62174e+3	6.21903e+12
3.74278e+2	6.02400e+14	1.12283e+3	1.19238e+14	1.87139e+3	2.69300e+13	2.61995e+3	6.26323e+12
3.74022e+2	6.02925e+14	1.12207e+3	1.19582e+14	1.87011e+3	2.70640e+13	2.61816e+3	6.30766e+12
3.73766e+2	6.03449e+14	1.12130e+3	1.19926e+14	1.86883e+3	2.71983e+13	2.61636e+3	6.35233e+12
3.73511e+2	6.03972e+14	1.12053e+3	1.20270e+14	1.86755e+3	2.73331e+13	2.61458e+3	6.39722e+12
3.73255e+2	6.04494e+14	1.11977e+3	1.20615e+14	1.86628e+3	2.74683e+13	2.61279e+3	6.44235e+12
3.73000e+2	6.05016e+14	1.11900e+3	1.20960e+14	1.86500e+3	2.76039e+13	2.61100e+3	6.48771e+12
3.72745e+2	6.05537e+14	1.11823e+3	1.21305e+14	1.86372e+3	2.77399e+13	2.60921e+3	6.53331e+12
3.72489e+2	6.06057e+14	1.11747e+3	1.21650e+14	1.86245e+3	2.78763e+13	2.60743e+3	6.57913e+12
3.72234e+2	6.06577e+14	1.11670e+3	1.21996e+14	1.86117e+3	2.80131e+13	2.60564e+3	6.62520e+12
3.71979e+2	6.07096e+14	1.11594e+3	1.22342e+14	1.85990e+3	2.81504e+13	2.60386e+3	6.67150e+12
3.71725e+2	6.07614e+14	1.11517e+3	1.22689e+14	1.85862e+3	2.82880e+13	2.60207e+3	6.71803e+12
3.71470e+2	6.08132e+14	1.11441e+3	1.23036e+14	1.85735e+3	2.84261e+13	2.60029e+3	6.76481e+12
3.71215e+2	6.08649e+14	1.11365e+3	1.23383e+14	1.85608e+3	2.85646e+13	2.59851e+3	6.81182e+12
3.70961e+2	6.09165e+14	1.11288e+3	1.23730e+14	1.85480e+3	2.87035e+13	2.59673e+3	6.85906e+12
3.70706e+2	6.09681e+14	1.11212e+3	1.24078e+14	1.85353e+3	2.88428e+13	2.59494e+3	6.90655e+12
3.70452e+2	6.10196e+14	1.11136e+3	1.24426e+14	1.85226e+3	2.89825e+13	2.59317e+3	6.95428e+12
3.70198e+2	6.10711e+14	1.11059e+3	1.24774e+14	1.85099e+3	2.91226e+13	2.59139e+3	7.00224e+12
3.69944e+2	6.11224e+14	1.10983e+3	1.25123e+14	1.84972e+3	2.92631e+13	2.58961e+3	7.05045e+12
3.69690e+2	6.11738e+14	1.10907e+3	1.25471e+14	1.84845e+3	2.94041e+13	2.58783e+3	7.09890e+12
3.69436e+2	6.12251e+14	1.10831e+3	1.25821e+14	1.84718e+3	2.95454e+13	2.58606e+3	7.14759e+12
3.69183e+2	6.12763e+14	1.10755e+3	1.26170e+14	1.84591e+3	2.96872e+13	2.58428e+3	7.19652e+12
3.68929e+2	6.13275e+14	1.10679e+3	1.26525e+14	1.84465e+3	2.98293e+13	2.58251e+3	7.24569e+12
3.68676e+2	6.13241e+14	1.10603e+3	1.26870e+14	1.84338e+3	2.99719e+13	2.58073e+3	7.29511e+12
3.68423e+2	6.13751e+14	1.10527e+3	1.27220e+14	1.84211e+3	3.01149e+13	2.57896e+3	7.34477e+12
3.68169e+2	6.14260e+14	1.10451e+3	1.27571e+14	1.84085e+3	3.02583e+13	2.57719e+3	7.39468e+12
3.67916e+2	6.14769e+14	1.10375e+3	1.27922e+14	1.83958e+3	3.04021e+13	2.57542e+3	7.44483e+12
3.67664e+2	6.15823e+14	1.10299e+3	1.28273e+14	1.83832e+3	3.05464e+13	2.57364e+3	7.49523e+12
3.67411e+2	6.16331e+14	1.10223e+3	1.28624e+14	1.83705e+3	3.06910e+13	2.57188e+3	7.54587e+12
3.67158e+2	6.16838e+14	1.10147e+3	1.28976e+14	1.83579e+3	3.08360e+13	2.57011e+3	7.59676e+12
3.66906e+2	6.17344e+14	1.10072e+3	1.29328e+14	1.83453e+3	3.09815e+13	2.56834e+3	7.64790e+12
3.66653e+2	6.17850e+14	1.09996e+3	1.29681e+14	1.83327e+3	3.11274e+13	2.56657e+3	7.69929e+12
3.66401e+2	6.18355e+14	1.09920e+3	1.30033e+14	1.83200e+3	3.12736e+13	2.56481e+3	7.75092e+12
3.66149e+2	6.18859e+14	1.09845e+3	1.30386e+14	1.83074e+3	3.14203e+13	2.56304e+3	7.80281e+12
3.65897e+2	6.19363e+14	1.09769e+3	1.30739e+14	1.82948e+3	3.15674e+13	2.56128e+3	7.85495e+12
3.65645e+2	6.19866e+14	1.09693e+3	1.31093e+14	1.82822e+3	3.17149e+13	2.55951e+3	7.90733e+12
3.65393e+2	6.20369e+14	1.09618e+3	1.31446e+14	1.82696e+3	3.18628e+13	2.55775e+3	7.95997e+12
3.65141e+2	6.20871e+14	1.09542e+3	1.31800e+14	1.82571e+3	3.20112e+13	2.55599e+3	8.01286e+12
3.64890e+2	6.21376e+14	1.09467e+3	1.32155e+14	1.82445e+3	3.21599e+13	2.55423e+3	8.06600e+12
3.64638e+2	6.21874e+14	1.09391e+3	1.32509e+14	1.82319e+3	3.23090e+13	2.55247e+3	8.11939e+12
3.64387e+2	6.22374e+14	1.09316e+3	1.32864e+14	1.82193e+3	3.24586e+13	2.55071e+3	8.17304e+12
3.64136e+2	6.22874e+14	1.09241e+3	1.33219e+14	1.82068e+3	3.26085e+13	2.54895e+3	8.22694e+12
3.63884e+2	6.23373e+14	1.09165e+3	1.33574e+14	1.81942e+3	3.27589e+13	2.54719e+3	8.28109e+12
3.63634e+2	6.23872e+14	1.09090e+3	1.33930e+14	1.81817e+3	3.29097e+13	2.54543e+3	8.33551e+12
3.63383e+2	6.24369e+14	1.09015e+3	1.34285e+14	1.81691e+3	3.30609e+13	2.54368e+3	8.39017e+12
3.63132e+2	6.24866e+14	1.08940e+3	1.34642e+14	1.81566e+3	3.32125e+13	2.54192e+3	8.44509e+12
3.62881e+2	6.25365e+14	1.08864e+3	1.34998e+14	1.81441e+3	3.33645e+13	2.54017e+3	8.50027e+12
3.62631e+2	6.25858e+14	1.08789e+3	1.35354e+14	1.81315e+3	3.35169e+13	2.53842e+3	8.55571e+12
3.62381e+2	6.26353e+14	1.08714e+3	1.35711e+14	1.81190e+3	3.36697e+13	2.53666e+3	8.61140e+12
3.62130e+2	6.26848e+14	1.08639e+3	1.36068e+14	1.81065e+3	3.38229e+13	2.53491e+3	8.66736e+12
3.61880e+2	6.27342e+14	1.08564e+3	1.36426e+14	1.80940e+3	3.39766e+13	2.53316e+3	8.72357e+12
3.61630e+2	6.27835e+14	1.08489e+3	1.36783e+14	1.80815e+3	3.41306e+13	2.53141e+3	8.78004e+12
3.61381e+2	6.28328e+14	1.08414e+3	1.37141e+14	1.80690e+3	3.42851e+13	2.52966e+3	8.83677e+12
3.61131e+2	6.28251e+14	1.08339e+3	1.37499e+14	1.80565e+3	3.44399e+13	2.52792e+3	8.89376e+12
3.60881e+2	6.28742e+14	1.08264e+3	1.37857e+14	1.80441e+3	3.45952e+13	2.52617e+3	8.95102e+12
3.60632e+2	6.29233e+14	1.08190e+3	1.38216e+14	1.80316e+3	3.47509e+13	2.52442e+3	9.00853e+12
3.60383e+2	6.30293e+14	1.08115e+3	1.38575e+14	1.80191e+3	3.49069e+13	2.52268e+3	9.06631e+12
3.60133e+2	6.30783e+14	1.08040e+3	1.38934e+14	1.80067e+3	3.50634e+13	2.52093e+3	9.12435e+12
3.59884e+2	6.31272e+14	1.07965e+3	1.39293e+14	1.79942e+3	3.52203e+13	2.51919e+3	9.18265e+12
3.59635e+2	6.31761e+14	1.07891e+3	1.39652e+14	1.79818e+3	3.53776e+13	2.51745e+3	9.24122e+12
3.59387e+2	6.32248e+14	1.07816e+3	1.40012e+14	1.79693e+3	3.55353e+13	2.51571e+3	9.30005e+12
3.59138e+2	6.32735e+14	1.07741e+3	1.40372e+14	1.79569e+3	3.56935e+13	2.51397e+3	9.35914e+12
3.58889e+2	6.33222e+14	1.07667e+3	1.40732e+14	1.79445e+3	3.58520e+13	2.51223e+3	9.41850e+12
3.58641e+2	6.33708e+14	1.07592e+3	1.41093e+14	1.79320e+3	3.60109e+13	2.51049e+3	9.47813e+12
3.58393e+2	6.34193e+14	1.07518e+3	1.41454e+14	1.79196e+3	3.61702e+13	2.50875e+3	9.53802e+12
3.58145e+2	6.34677e+14	1.07443e+3	1.41815e+14	1.79072e+3	3.63300e+13	2.50701e+3	9.59818e+12
3.57896e+2	6.35161e+14	1.07369e+3	1.42176e+14	1.78948e+3	3.64901e+13	2.50528e+3	9.65861e+12
3.57649e+2	6.35644e+14	1.07295e+3	1.42537e+14	1.78824e+3	3.66507e+13	2.50354e+3	9.71931e+12
3.57401e+2	6.36127e+14	1.07220e+3	1.42899e+14	1.78700e+3	3.68116e+13	2.50181e+3	9.78027e+12
3.57153e+2	6.36609e+14	1.07146e+3	1.43261e+14	1.78577e+3	3.69729e+13	2.50007e+3	9.84150e+12
3.56906e+2	6.37091e+14	1.07072e+3	1.43623e+14	1.78453e+3	3.71347e+13	2.49834e+3	9.90301e+12
3.56658e+2	6.37572e+14	1.06997e+3	1.43985e+14	1.78329e+3	3.72968e+13	2.49661e+3	9.96478e+12
3.56411e+2	6.38052e+14	1.06923e+3	1.44347e+14	1.78205e+3	3.74594e+13	2.49488e+3	1.00268e+13
3.56164e+2	6.38532e+14	1.06849e+3	1.44710e+14	1.78082e+3	3.76224e+13	2.49315e+3	1.00891e+13
3.55917e+2	6.39012e+14	1.06775e+3	1.45073e+14	1.77958e+3	3.77857e+13	2.49142e+3	1.01517e+13
3.55670e+2	6.39490e+14	1.06701e+3	1.45436e+14	1.77835e+3	3.79495e+13	2.48969e+3	1.02146e+13
3.55423e+2	6.39968e+14	1.06627e+3	1.45799e+14	1.77712e+3	3.81137e+13	2.48796e+3	1.02777e+13
3.55177e+2	6.40446e+14	1.06553e+3	1.46163e+14	1.77588e+3	3.82782e+13	2.48624e+3	1.03411e+13
3.54930e+2	6.40922e+14	1.06479e+3	1.46527e+14	1.77465e+3	3.84432e+13	2.48451e+3	1.04048e+13
3.54684e+2	6.41398e+14	1.06405e+3	1.46890e+14	1.77342e+3	3.86086e+13	2.48279e+3	1.04687e+13
3.54438e+2	6.41873e+14	1.06331e+3	1.47255e+14	1.77219e+3	3.87744e+13	2.48106e+3	1.05330e+13
3.54192e+2	6.42348e+14	1.06257e+3	1.47619e+14	1.77096e+3	3.89406e+13	2.47934e+3	1.05975e+13
3.53946e+2	6.42820e+14	1.06184e+3	1.47984e+14	1.76973e+3	3.91071e+13	2.47762e+3	1.06622e+13
3.53700e+2	6.42750e+14	1.06110e+3	1.48348e+14	1.76850e+3	3.92741e+13	2.47590e+3	1.07273e+13
3.53454e+2	6.43174e+14	1.06036e+3	1.48713e+14	1.76727e+3	3.94415e+13	2.47418e+3	1.07926e+13
3.53208e+2	6.44240e+14	1.05963e+3	1.49078e+14	1.76604e+3	3.96093e+13	2.47246e+3	1.08582e+13
3.52963e+2	6.44712e+14	1.05889e+3	1.49444e+14	1.76482e+3	3.97774e+13	2.47074e+3	1.09241e+13
3.52718e+2	6.45183e+14	1.05815e+3	1.49809e+14	1.76359e+3	3.99460e+13	2.46902e+3	1.09902e+13
3.52473e+2	6.45654e+14	1.05742e+3	1.50175e+14	1.76236e+3	4.01150e+13	2.46731e+3	1.10567e+13
3.52228e+2	6.46124e+14	1.05668e+3	1.50541e+14	1.76114e+3	4.02843e+13	2.46559e+3	1.11234e+13
3.51983e+2	6.46594e+14	1.05595e+3	1.50907e+14	1.75991e+3	4.04541e+13	2.46388e+3	1.11904e+13
3.51738e+2	6.47062e+14	1.05521e+3	1.51273e+14	1.75869e+3	4.06243e+13	2.46217e+3	1.12577e+13
3.51493e+2	6.47529e+14	1.05448e+3	1.51640e+14	1.75747e+3	4.07948e+13	2.46045e+3	1.13252e+13
3.51249e+2	6.47998e+14	1.05375e+3	1.52007e+14	1.75624e+3	4.09658e+13	2.45874e+3	1.13930e+13
3.51004e+2	6.48465e+14	1.05301e+3	1.52374e+14	1.75502e+3	4.11372e+13	2.45703e+3	1.14612e+13
3.50760e+2	6.48931e+14	1.05228e+3	1.52741e+14	1.75380e+3	4.13089e+13	2.45532e+3	1.15296e+13
3.50516e+2	6.49396e+14	1.05155e+3	1.53108e+14	1.75258e+3	4.14811e+13	2.45361e+3	1.15982e+13
3.50272e+2	6.50141e+14	1.05082e+3	1.53475e+14	1.75136e+3	4.16536e+13	2.45191e+3	1.16672e+13
3.50028e+2	6.50606e+14	1.05009e+3	1.53843e+14	1.75014e+3	4.18266e+13	2.45020e+3	1.17364e+13
3.49785e+2	6.50789e+14	1.04935e+3	1.54211e+14	1.74892e+3	4.19999e+13	2.44849e+3	1.18059e+13
3.49541e+2	6.51252e+14	1.04862e+3	1.54579e+14	1.74771e+3	4.21736e+13	2.44679e+3	1.18758e+13
3.49298e+2	6.51714e+14	1.04789e+3	1.54947e+14	1.74649e+3	4.23478e+13	2.44508e+3	1.19458e+13
3.49054e+2	6.52176e+14	1.04716e+3	1.55315e+14	1.74527e+3	4.25223e+13	2.44338e+3	1.20162e+13
3.48811e+2	6.52637e+14	1.04643e+3	1.55683e+14	1.74406e+3	4.26972e+13	2.44168e+3	1.20869e+13
3.48568e+2	6.53098e+14	1.04570e+3	1.56052e+14	1.74284e+3	4.28725e+13	2.43998e+3	1.21578e+13
3.48325e+2	6.53559e+14	1.04498e+3	1.56421e+14	1.74163e+3	4.30482e+13	2.43828e+3	1.22291e+13
3.48083e+2	6.54018e+14	1.04425e+3	1.56790e+14	1.74041e+3	4.32243e+13	2.43658e+3	1.23006e+13
3.47840e+2	6.54477e+14	1.04352e+3	1.57159e+14	1.73920e+3	4.34008e+13	2.43488e+3	1.23724e+13
3.47597e+2	6.54936e+14	1.04279e+3	1.57528e+14	1.73799e+3	4.35776e+13	2.43318e+3	1.24445e+13
3.47355e+2	6.55394e+14	1.04207e+3	1.57898e+14	1.73678e+3	4.37549e+13	2.43149e+3	1.25168e+13
3.47113e+2	6.55851e+14	1.04134e+3	1.58267e+14	1.73556e+3	4.39326e+13	2.42979e+3	1.25895e+13
3.46871e+2	6.56307e+14	1.04061e+3	1.58637e+14	1.73435e+3	4.41106e+13	2.42810e+3	1.26625e+13
3.46629e+2	6.56761e+14	1.03989e+3	1.59007e+14	1.73314e+3	4.42890e+13	2.42640e+3	1.27357e+13
3.46387e+2	6.56597e+14	1.03916e+3	1.59377e+14	1.73194e+3	4.44678e+13	2.42471e+3	1.28092e+13
3.46145e+2	6.57052e+14	1.03844e+3	1.59748e+14	1.73073e+3	4.46470e+13	2.42302e+3	1.28830e+13
3.45904e+2	6.58414e+14	1.03771e+3	1.60118e+14	1.72952e+3	4.48266e+13	2.42133e+3	1.29571e+13
3.45663e+2	6.58868e+14	1.03699e+3	1.60489e+14	1.72831e+3	4.50066e+13	2.41964e+3	1.30315e+13
3.45421e+2	6.59032e+14	1.03626e+3	1.60859e+14	1.72711e+3	4.51870e+13	2.41795e+3	1.31062e+13
3.45180e+2	6.59484e+14	1.03554e+3	1.61230e+14	1.72590e+3	4.53677e+13	2.41626e+3	1.31812e+13
3.44939e+2	6.59936e+14	1.03482e+3	1.61601e+14	1.72470e+3	4.55489e+13	2.41457e+3	1.32565e+13
3.44698e+2	6.60387e+14	1.03410e+3	1.61973e+14	1.72349e+3	4.57304e+13	2.41289e+3	1.33320e+13
3.44458e+2	6.60838e+14	1.03337e+3	1.62344e+14	1.72229e+3	4.59123e+13	2.41120e+3	1.34079e+13
3.44217e+2	6.61287e+14	1.03265e+3	1.62715e+14	1.72109e+3	4.60946e+13	2.40952e+3	1.34840e+13
3.43977e+2	6.61737e+14	1.03193e+3	1.63087e+14	1.71988e+3	4.62773e+13	2.40784e+3	1.35605e+13
3.43736e+2	6.62186e+14	1.03121e+3	1.63459e+14	1.71868e+3	4.64604e+13	2.40615e+3	1.36372e+13
3.43496e+2	6.62634e+14	1.03049e+3	1.63831e+14	1.71748e+3	4.66439e+13	2.40447e+3	1.37142e+13
3.43256e+2	6.63081e+14	1.02977e+3	1.64203e+14	1.71628e+3	4.68277e+13	2.40279e+3	1.37915e+13
3.43016e+2	6.63528e+14	1.02905e+3	1.64575e+14	1.71508e+3	4.70119e+13	2.40111e+3	1.38691e+13
3.42777e+2	6.63975e+14	1.02833e+3	1.64947e+14	1.71388e+3	4.71965e+13	2.39944e+3	1.39470e+13
3.42537e+2	6.64420e+14	1.02761e+3	1.65320e+14	1.71268e+3	4.73815e+13	2.39776e+3	1.40252e+13
3.42298e+2	6.64865e+14	1.02689e+3	1.65692e+14	1.71149e+3	4.75669e+13	2.39608e+3	1.41037e+13
