"Harmonic Energy (eV)"	"Harmonic: 1"	"Harmonic Energy (eV)"	"Harmonic: 3"	"Harmonic Energy (eV)"	"Harmonic: 5"	"Harmonic Energy (eV)"	"Harmonic: 7"
2.79181e+2	7.70689e+14	8.37542e+2	2.73911e+14	1.39590e+3	1.14442e+14	1.95426e+3	4.96329e+13
2.78984e+2	7.70981e+14	8.36951e+2	2.74273e+14	1.39492e+3	1.14707e+14	1.95289e+3	4.97989e+13
2.78787e+2	7.71273e+14	8.36361e+2	2.74634e+14	1.39393e+3	1.14973e+14	1.95151e+3	4.99651e+13
2.78590e+2	7.71565e+14	8.35771e+2	2.74995e+14	1.39295e+3	1.15239e+14	1.95013e+3	5.01317e+13
2.78394e+2	7.71434e+14	8.35181e+2	2.75356e+14	1.39197e+3	1.15505e+14	1.94876e+3	5.02985e+13
2.78197e+2	7.71726e+14	8.34592e+2	2.75717e+14	1.39099e+3	1.15772e+14	1.94738e+3	5.04656e+13
2.78001e+2	7.72016e+14	8.34004e+2	2.76077e+14	1.39001e+3	1.16038e+14	1.94601e+3	5.06329e+13
2.77805e+2	7.72306e+14	8.33416e+2	2.76438e+14	1.38903e+3	1.16305e+14	1.94464e+3	5.08005e+13
2.77609e+2	7.72595e+14	8.32828e+2	2.76798e+14	1.38805e+3	1.16571e+14	1.94326e+3	5.09684e+13
2.77414e+2	7.72884e+14	8.32241e+2	2.77158e+14	1.38707e+3	1.16838e+14	1.94189e+3	5.11365e+13
2.77218e+2	7.73172e+14	8.31654e+2	2.77518e+14	1.38609e+3	1.17105e+14	1.94053e+3	5.13050e+13
2.77022e+2	7.73459e+14	8.31067e+2	2.77878e+14	1.38511e+3	1.17372e+14	1.93916e+3	5.14736e+13
2.76827e+2	7.73747e+14	8.30481e+2	2.78238e+14	1.38414e+3	1.17640e+14	1.93779e+3	5.16426e+13
2.76632e+2	7.74456e+14	8.29896e+2	2.78597e+14	1.38316e+3	1.17907e+14	1.93642e+3	5.18117e+13
2.76437e+2	7.74743e+14	8.29311e+2	2.78956e+14	1.38218e+3	1.18175e+14	1.93506e+3	5.19812e+13
2.76242e+2	7.75029e+14	8.28726e+2	2.79315e+14	1.38121e+3	1.18443e+14	1.93369e+3	5.21509e+13
2.76047e+2	7.75315e+14	8.28142e+2	2.79674e+14	1.38024e+3	1.18710e+14	1.93233e+3	5.23209e+13
2.75853e+2	7.75600e+14	8.27558e+2	2.80033e+14	1.37926e+3	1.18978e+14	1.93097e+3	5.24912e+13
2.75658e+2	7.75887e+14	8.26975e+2	2.80391e+14	1.37829e+3	1.19247e+14	1.92961e+3	5.26617e+13
2.75464e+2	7.76170e+14	8.26392e+2	2.80749e+14	1.37732e+3	1.19515e+14	1.92825e+3	5.28324e+13
2.75270e+2	7.76454e+14	8.25810e+2	2.81107e+14	1.37635e+3	1.19784e+14	1.92689e+3	5.30034e+13
2.75076e+2	7.76738e+14	8.25228e+2	2.81465e+14	1.37538e+3	1.20052e+14	1.92553e+3	5.31747e+13
2.74882e+2	7.77021e+14	8.24646e+2	2.81823e+14	1.37441e+3	1.20321e+14	1.92417e+3	5.33463e+13
2.74688e+2	7.77304e+14	8.24065e+2	2.82181e+14	1.37344e+3	1.20590e+14	1.92282e+3	5.35181e+13
2.74495e+2	7.77586e+14	8.23485e+2	2.82538e+14	1.37247e+3	1.20859e+14	1.92146e+3	5.36901e+13
2.74301e+2	7.77868e+14	8.22904e+2	2.82895e+14	1.37151e+3	1.21128e+14	1.92011e+3	5.38624e+13
2.74108e+2	7.77719e+14	8.22325e+2	2.83252e+14	1.37054e+3	1.21397e+14	1.91876e+3	5.40350e+13
2.73915e+2	7.78000e+14	8.21745e+2	2.83609e+14	1.36958e+3	1.21666e+14	1.91741e+3	5.42078e+13
2.73722e+2	7.78280e+14	8.21166e+2	2.83966e+14	1.36861e+3	1.21936e+14	1.91605e+3	5.43809e+13
2.73529e+2	7.78560e+14	8.20588e+2	2.84322e+14	1.36765e+3	1.22205e+14	1.91471e+3	5.45542e+13
2.73337e+2	7.78840e+14	8.20010e+2	2.84678e+14	1.36668e+3	1.22475e+14	1.91336e+3	5.47278e+13
2.73144e+2	7.79119e+14	8.19432e+2	2.85034e+14	1.36572e+3	1.22745e+14	1.91201e+3	5.49017e+13
2.72952e+2	7.79398e+14	8.18855e+2	2.85390e+14	1.36476e+3	1.23015e+14	1.91066e+3	5.50758e+13
2.72759e+2	7.79676e+14	8.18278e+2	2.85746e+14	1.36380e+3	1.23285e+14	1.90932e+3	5.52501e+13
2.72567e+2	7.80386e+14	8.17702e+2	2.86101e+14	1.36284e+3	1.23555e+14	1.90797e+3	5.54247e+13
2.72375e+2	7.80663e+14	8.17126e+2	2.86456e+14	1.36188e+3	1.23825e+14	1.90663e+3	5.55996e+13
2.72184e+2	7.80941e+14	8.16551e+2	2.86811e+14	1.36092e+3	1.24096e+14	1.90529e+3	5.57747e+13
2.71992e+2	7.81217e+14	8.15976e+2	2.87166e+14	1.35996e+3	1.24366e+14	1.90394e+3	5.59500e+13
2.71801e+2	7.81493e+14	8.15402e+2	2.87521e+14	1.35900e+3	1.24637e+14	1.90260e+3	5.61257e+13
2.71609e+2	7.81769e+14	8.14827e+2	2.87875e+14	1.35805e+3	1.24908e+14	1.90126e+3	5.63015e+13
2.71418e+2	7.82045e+14	8.14254e+2	2.88230e+14	1.35709e+3	1.25179e+14	1.89993e+3	5.64776e+13
2.71227e+2	7.82320e+14	8.13681e+2	2.88584e+14	1.35613e+3	1.25450e+14	1.89859e+3	5.66540e+13
2.71036e+2	7.82594e+14	8.13108e+2	2.88938e+14	1.35518e+3	1.25721e+14	1.89725e+3	5.68306e+13
2.70845e+2	7.82868e+14	8.12536e+2	2.89292e+14	1.35423e+3	1.25992e+14	1.89592e+3	5.70074e+13
2.70655e+2	7.83142e+14	8.11964e+2	2.89645e+14	1.35327e+3	1.26263e+14	1.89458e+3	5.71845e+13
2.70464e+2	7.83416e+14	8.11392e+2	2.89998e+14	1.35232e+3	1.26535e+14	1.89325e+3	5.73619e+13
2.70274e+2	7.83689e+14	8.10821e+2	2.90356e+14	1.35137e+3	1.26807e+14	1.89192e+3	5.75395e+13
2.70084e+2	7.83521e+14	8.10251e+2	2.90708e+14	1.35042e+3	1.27078e+14	1.89058e+3	5.77173e+13
2.69893e+2	7.83793e+14	8.09680e+2	2.91060e+14	1.34947e+3	1.27350e+14	1.88925e+3	5.78954e+13
2.69704e+2	7.84064e+14	8.09111e+2	2.91412e+14	1.34852e+3	1.27622e+14	1.88793e+3	5.80737e+13
2.69514e+2	7.84336e+14	8.08541e+2	2.91763e+14	1.34757e+3	1.27894e+14	1.88660e+3	5.82523e+13
2.69324e+2	7.84606e+14	8.07973e+2	2.92114e+14	1.34662e+3	1.28166e+14	1.88527e+3	5.84311e+13
2.69135e+2	7.84877e+14	8.07404e+2	2.92465e+14	1.34567e+3	1.28438e+14	1.88394e+3	5.86101e+13
2.68945e+2	7.85147e+14	8.06836e+2	2.92816e+14	1.34473e+3	1.28711e+14	1.88262e+3	5.87894e+13
2.68756e+2	7.85416e+14	8.06269e+2	2.93167e+14	1.34378e+3	1.28983e+14	1.88129e+3	5.89690e+13
2.68567e+2	7.85685e+14	8.05702e+2	2.93517e+14	1.34284e+3	1.29256e+14	1.87997e+3	5.91488e+13
2.68378e+2	7.86395e+14	8.05135e+2	2.93867e+14	1.34189e+3	1.29528e+14	1.87865e+3	5.93288e+13
2.68190e+2	7.86663e+14	8.04569e+2	2.94218e+14	1.34095e+3	1.29801e+14	1.87733e+3	5.95090e+13
2.68001e+2	7.86931e+14	8.04003e+2	2.94568e+14	1.34000e+3	1.30074e+14	1.87601e+3	5.96895e+13
2.67813e+2	7.87199e+14	8.03438e+2	2.94918e+14	1.33906e+3	1.30347e+14	1.87469e+3	5.98703e+13
2.67624e+2	7.87466e+14	8.02873e+2	2.95274e+14	1.33812e+3	1.30620e+14	1.87337e+3	6.00512e+13
2.67436e+2	7.87733e+14	8.02308e+2	2.95624e+14	1.33718e+3	1.30893e+14	1.87205e+3	6.02325e+13
2.67248e+2	7.87999e+14	8.01744e+2	2.95974e+14	1.33624e+3	1.31166e+14	1.87074e+3	6.04139e+13
2.67060e+2	7.88265e+14	8.01180e+2	2.96324e+14	1.33530e+3	1.31440e+14	1.86942e+3	6.05956e+13
2.66872e+2	7.88531e+14	8.00617e+2	2.96673e+14	1.33436e+3	1.31713e+14	1.86811e+3	6.07775e+13
2.66685e+2	7.88796e+14	8.00055e+2	2.97022e+14	1.33342e+3	1.31987e+14	1.86679e+3	6.09597e+13
2.66497e+2	7.89060e+14	7.99492e+2	2.97371e+14	1.33249e+3	1.32261e+14	1.86548e+3	6.11421e+13
2.66310e+2	7.89324e+14	7.98930e+2	2.97720e+14	1.33155e+3	1.32534e+14	1.86417e+3	6.13247e+13
2.66123e+2	7.89588e+14	7.98369e+2	2.98069e+14	1.33061e+3	1.32808e+14	1.86286e+3	6.15076e+13
2.65936e+2	7.89851e+14	7.97808e+2	2.98417e+14	1.32968e+3	1.33082e+14	1.86155e+3	6.16907e+13
2.65749e+2	7.89664e+14	7.97247e+2	2.98765e+14	1.32875e+3	1.33356e+14	1.86024e+3	6.18740e+13
2.65562e+2	7.89926e+14	7.96687e+2	2.99113e+14	1.32781e+3	1.33630e+14	1.85894e+3	6.20576e+13
2.65376e+2	7.90188e+14	7.96127e+2	2.99461e+14	1.32688e+3	1.33904e+14	1.85763e+3	6.22414e+13
2.65189e+2	7.90449e+14	7.95568e+2	2.99809e+14	1.32595e+3	1.34179e+14	1.85633e+3	6.24254e+13
2.65003e+2	7.90711e+14	7.95009e+2	3.00156e+14	1.32502e+3	1.34453e+14	1.85502e+3	6.26096e+13
2.64817e+2	7.90971e+14	7.94451e+2	3.00503e+14	1.32408e+3	1.34728e+14	1.85372e+3	6.27941e+13
2.64631e+2	7.91232e+14	7.93893e+2	3.00850e+14	1.32315e+3	1.35002e+14	1.85242e+3	6.29788e+13
2.64445e+2	7.91492e+14	7.93335e+2	3.01197e+14	1.32223e+3	1.35277e+14	1.85112e+3	6.31638e+13
2.64259e+2	7.92204e+14	7.92778e+2	3.01543e+14	1.32130e+3	1.35552e+14	1.84982e+3	6.33490e+13
2.64074e+2	7.92464e+14	7.92221e+2	3.01890e+14	1.32037e+3	1.35826e+14	1.84852e+3	6.35344e+13
2.63888e+2	7.92723e+14	7.91665e+2	3.02236e+14	1.31944e+3	1.36101e+14	1.84722e+3	6.37200e+13
2.63703e+2	7.92981e+14	7.91109e+2	3.02581e+14	1.31852e+3	1.36376e+14	1.84592e+3	6.39058e+13
2.63518e+2	7.93239e+14	7.90554e+2	3.02927e+14	1.31759e+3	1.36651e+14	1.84463e+3	6.40919e+13
2.63333e+2	7.93497e+14	7.89999e+2	3.03272e+14	1.31666e+3	1.36927e+14	1.84333e+3	6.42782e+13
2.63148e+2	7.93754e+14	7.89444e+2	3.03618e+14	1.31574e+3	1.37202e+14	1.84204e+3	6.44647e+13
2.62963e+2	7.94011e+14	7.88890e+2	3.03963e+14	1.31482e+3	1.37477e+14	1.84074e+3	6.46515e+13
2.62779e+2	7.94265e+14	7.88337e+2	3.04307e+14	1.31389e+3	1.37753e+14	1.83945e+3	6.48385e+13
2.62594e+2	7.94524e+14	7.87783e+2	3.04652e+14	1.31297e+3	1.38028e+14	1.83816e+3	6.50257e+13
2.62410e+2	7.94780e+14	7.87231e+2	3.04996e+14	1.31205e+3	1.38304e+14	1.83687e+3	6.52131e+13
2.62226e+2	7.95035e+14	7.86678e+2	3.05340e+14	1.31113e+3	1.38579e+14	1.83558e+3	6.54007e+13
2.62042e+2	7.95290e+14	7.86126e+2	3.05684e+14	1.31021e+3	1.38855e+14	1.83429e+3	6.55886e+13
2.61858e+2	7.95545e+14	7.85575e+2	3.06028e+14	1.30929e+3	1.39131e+14	1.83301e+3	6.57767e+13
2.61675e+2	7.95338e+14	7.85024e+2	3.06371e+14	1.30837e+3	1.39406e+14	1.83172e+3	6.59650e+13
2.61491e+2	7.95591e+14	7.84473e+2	3.06715e+14	1.30745e+3	1.39682e+14	1.83044e+3	6.61535e+13
2.61308e+2	7.95845e+14	7.83923e+2	3.07058e+14	1.30654e+3	1.39958e+14	1.82915e+3	6.63422e+13
2.61124e+2	7.96098e+14	7.83373e+2	3.07401e+14	1.30562e+3	1.40234e+14	1.82787e+3	6.65312e+13
2.60941e+2	7.96350e+14	7.82823e+2	3.07743e+14	1.30471e+3	1.40510e+14	1.82659e+3	6.67204e+13
2.60758e+2	7.96602e+14	7.82274e+2	3.08086e+14	1.30379e+3	1.40787e+14	1.82531e+3	6.69098e+13
2.60575e+2	7.96853e+14	7.81726e+2	3.08428e+14	1.30288e+3	1.41063e+14	1.82403e+3	6.70994e+13
2.60393e+2	7.97104e+14	7.81178e+2	3.08770e+14	1.30196e+3	1.41339e+14	1.82275e+3	6.72892e+13
2.60210e+2	7.97818e+14	7.80630e+2	3.09111e+14	1.30105e+3	1.41615e+14	1.82147e+3	6.74792e+13
2.60028e+2	7.98069e+14	7.80083e+2	3.09453e+14	1.30014e+3	1.41892e+14	1.82019e+3	6.76695e+13
2.59845e+2	7.98319e+14	7.79536e+2	3.09794e+14	1.29923e+3	1.42168e+14	1.81892e+3	6.78600e+13
2.59663e+2	7.98569e+14	7.78990e+2	3.10135e+14	1.29832e+3	1.42445e+14	1.81764e+3	6.80506e+13
2.59481e+2	7.98819e+14	7.78444e+2	3.10476e+14	1.29741e+3	1.42721e+14	1.81637e+3	6.82415e+13
2.59299e+2	7.99068e+14	7.77898e+2	3.10816e+14	1.29650e+3	1.42998e+14	1.81510e+3	6.84326e+13
2.59118e+2	7.99317e+14	7.77353e+2	3.11156e+14	1.29559e+3	1.43275e+14	1.81382e+3	6.86240e+13
2.58936e+2	7.99565e+14	7.76808e+2	3.11496e+14	1.29468e+3	1.43552e+14	1.81255e+3	6.88155e+13
2.58755e+2	7.99813e+14	7.76264e+2	3.11836e+14	1.29377e+3	1.43828e+14	1.81128e+3	6.90072e+13
2.58573e+2	8.00060e+14	7.75720e+2	3.12176e+14	1.29287e+3	1.44105e+14	1.81001e+3	6.91992e+13
2.58392e+2	8.00307e+14	7.75177e+2	3.12515e+14	1.29196e+3	1.44382e+14	1.80875e+3	6.93913e+13
2.58211e+2	8.00554e+14	7.74634e+2	3.12854e+14	1.29106e+3	1.44659e+14	1.80748e+3	6.95837e+13
2.58030e+2	8.00800e+14	7.74091e+2	3.13193e+14	1.29015e+3	1.44936e+14	1.80621e+3	6.97763e+13
2.57850e+2	8.01046e+14	7.73549e+2	3.13532e+14	1.28925e+3	1.45214e+14	1.80495e+3	6.99691e+13
2.57669e+2	8.01292e+14	7.73007e+2	3.13870e+14	1.28835e+3	1.45491e+14	1.80368e+3	7.01621e+13
2.57489e+2	8.01065e+14	7.72466e+2	3.14209e+14	1.28744e+3	1.45768e+14	1.80242e+3	7.03553e+13
2.57308e+2	8.01310e+14	7.71925e+2	3.14547e+14	1.28654e+3	1.46045e+14	1.80116e+3	7.05487e+13
2.57128e+2	8.01555e+14	7.71385e+2	3.14885e+14	1.28564e+3	1.46323e+14	1.79990e+3	7.07423e+13
2.56948e+2	8.01799e+14	7.70845e+2	3.15222e+14	1.28474e+3	1.46600e+14	1.79864e+3	7.09361e+13
2.56768e+2	8.02042e+14	7.70305e+2	3.15559e+14	1.28384e+3	1.46878e+14	1.79738e+3	7.11301e+13
2.56589e+2	8.02286e+14	7.69766e+2	3.15896e+14	1.28294e+3	1.47155e+14	1.79612e+3	7.13243e+13
2.56409e+2	8.02529e+14	7.69227e+2	3.16233e+14	1.28205e+3	1.47433e+14	1.79486e+3	7.15187e+13
2.56230e+2	8.02771e+14	7.68689e+2	3.16570e+14	1.28115e+3	1.47710e+14	1.79361e+3	7.17133e+13
2.56050e+2	8.03486e+14	7.68151e+2	3.16906e+14	1.28025e+3	1.47988e+14	1.79235e+3	7.19082e+13
2.55871e+2	8.03728e+14	7.67614e+2	3.17243e+14	1.27936e+3	1.48266e+14	1.79110e+3	7.21032e+13
2.55692e+2	8.03972e+14	7.67076e+2	3.17578e+14	1.27846e+3	1.48544e+14	1.78985e+3	7.22984e+13
2.55513e+2	8.04210e+14	7.66540e+2	3.17914e+14	1.27757e+3	1.48821e+14	1.78859e+3	7.24938e+13
2.55335e+2	8.04450e+14	7.66004e+2	3.18250e+14	1.27667e+3	1.49099e+14	1.78734e+3	7.26894e+13
2.55156e+2	8.04691e+14	7.65468e+2	3.18585e+14	1.27578e+3	1.49377e+14	1.78609e+3	7.28853e+13
2.54977e+2	8.04931e+14	7.64932e+2	3.18920e+14	1.27489e+3	1.49655e+14	1.78484e+3	7.30813e+13
2.54799e+2	8.05171e+14	7.64398e+2	3.19255e+14	1.27400e+3	1.49933e+14	1.78359e+3	7.32775e+13
2.54621e+2	8.05410e+14	7.63863e+2	3.19589e+14	1.27311e+3	1.50211e+14	1.78235e+3	7.34739e+13
2.54443e+2	8.05649e+14	7.63329e+2	3.19923e+14	1.27221e+3	1.50489e+14	1.78110e+3	7.36705e+13
2.54265e+2	8.05888e+14	7.62795e+2	3.20258e+14	1.27133e+3	1.50767e+14	1.77986e+3	7.38673e+13
2.54087e+2	8.06126e+14	7.62262e+2	3.20591e+14	1.27044e+3	1.51045e+14	1.77861e+3	7.40643e+13
2.53910e+2	8.06364e+14	7.61729e+2	3.20925e+14	1.26955e+3	1.51324e+14	1.77737e+3	7.42615e+13
2.53732e+2	8.06604e+14	7.61197e+2	3.21258e+14	1.26866e+3	1.51602e+14	1.77613e+3	7.44589e+13
2.53555e+2	8.06838e+14	7.60665e+2	3.21591e+14	1.26777e+3	1.51880e+14	1.77488e+3	7.46564e+13
2.53378e+2	8.06591e+14	7.60133e+2	3.21924e+14	1.26689e+3	1.52158e+14	1.77364e+3	7.48542e+13
2.53201e+2	8.06827e+14	7.59602e+2	3.22257e+14	1.26600e+3	1.52437e+14	1.77240e+3	7.50521e+13
2.53024e+2	8.07063e+14	7.59071e+2	3.22589e+14	1.26512e+3	1.52715e+14	1.77117e+3	7.52503e+13
2.52847e+2	8.07298e+14	7.58541e+2	3.22921e+14	1.26423e+3	1.52993e+14	1.76993e+3	7.54486e+13
2.52670e+2	8.11076e+14	7.58011e+2	3.23253e+14	1.26335e+3	1.53272e+14	1.76869e+3	7.56471e+13
2.52494e+2	8.07768e+14	7.57482e+2	3.23585e+14	1.26247e+3	1.53550e+14	1.76746e+3	7.58459e+13
2.52318e+2	8.08003e+14	7.56953e+2	3.23917e+14	1.26159e+3	1.53829e+14	1.76622e+3	7.60448e+13
2.52141e+2	8.08237e+14	7.56424e+2	3.24248e+14	1.26071e+3	1.54107e+14	1.76499e+3	7.62438e+13
2.51965e+2	8.08954e+14	7.55896e+2	3.24579e+14	1.25983e+3	1.54386e+14	1.76376e+3	7.64431e+13
2.51789e+2	8.09187e+14	7.55368e+2	3.24909e+14	1.25895e+3	1.54664e+14	1.76253e+3	7.66426e+13
2.51614e+2	8.09420e+14	7.54841e+2	3.25240e+14	1.25807e+3	1.54943e+14	1.76129e+3	7.68422e+13
2.51438e+2	8.09653e+14	7.54314e+2	3.25570e+14	1.25719e+3	1.55221e+14	1.76006e+3	7.70421e+13
2.51262e+2	8.09885e+14	7.53787e+2	3.25900e+14	1.25631e+3	1.55500e+14	1.75884e+3	7.72421e+13
2.51087e+2	8.10117e+14	7.53261e+2	3.26229e+14	1.25543e+3	1.55779e+14	1.75761e+3	7.74423e+13
2.50912e+2	8.10349e+14	7.52735e+2	3.26559e+14	1.25456e+3	1.56058e+14	1.75638e+3	7.76427e+13
2.50737e+2	8.10579e+14	7.52210e+2	3.26888e+14	1.25368e+3	1.56336e+14	1.75516e+3	7.78432e+13
2.50562e+2	8.10810e+14	7.51685e+2	3.27217e+14	1.25281e+3	1.56615e+14	1.75393e+3	7.80440e+13
2.50387e+2	8.11040e+14	7.51161e+2	3.27546e+14	1.25193e+3	1.56894e+14	1.75271e+3	7.82449e+13
2.50212e+2	8.11270e+14	7.50636e+2	3.27875e+14	1.25106e+3	1.57173e+14	1.75149e+3	7.84460e+13
2.50038e+2	8.11500e+14	7.50113e+2	3.28203e+14	1.25019e+3	1.57451e+14	1.75026e+3	7.86473e+13
2.49863e+2	8.11729e+14	7.49590e+2	3.28531e+14	1.24932e+3	1.57730e+14	1.74904e+3	7.88487e+13
2.49689e+2	8.11958e+14	7.49067e+2	3.28859e+14	1.24844e+3	1.58009e+14	1.74782e+3	7.90504e+13
2.49515e+2	8.12187e+14	7.48544e+2	3.29187e+14	1.24757e+3	1.58288e+14	1.74660e+3	7.92522e+13
2.49341e+2	8.12415e+14	7.48022e+2	3.29514e+14	1.24670e+3	1.58567e+14	1.74539e+3	7.94542e+13
2.49167e+2	8.12149e+14	7.47501e+2	3.29841e+14	1.24583e+3	1.58846e+14	1.74417e+3	7.96564e+13
2.48993e+2	8.12376e+14	7.46980e+2	3.30168e+14	1.24497e+3	1.59125e+14	1.74295e+3	7.98587e+13
2.48820e+2	8.12603e+14	7.46459e+2	3.30494e+14	1.24410e+3	1.59404e+14	1.74174e+3	8.00613e+13
2.48646e+2	8.12830e+14	7.45939e+2	3.30821e+14	1.24323e+3	1.59683e+14	1.74052e+3	8.02640e+13
2.48473e+2	8.13057e+14	7.45419e+2	3.31147e+14	1.24236e+3	1.59962e+14	1.73931e+3	8.04668e+13
2.48300e+2	8.13283e+14	7.44899e+2	3.31473e+14	1.24150e+3	1.60241e+14	1.73810e+3	8.06699e+13
2.48127e+2	8.13508e+14	7.44380e+2	3.31798e+14	1.24063e+3	1.60520e+14	1.73689e+3	8.08731e+13
2.47954e+2	8.14229e+14	7.43862e+2	3.32124e+14	1.23977e+3	1.60799e+14	1.73568e+3	8.10765e+13
2.47781e+2	8.14453e+14	7.43343e+2	3.32449e+14	1.23891e+3	1.61078e+14	1.73447e+3	8.12801e+13
2.47609e+2	8.14678e+14	7.42826e+2	3.32774e+14	1.23804e+3	1.61357e+14	1.73326e+3	8.14838e+13
2.47436e+2	8.14902e+14	7.42308e+2	3.33098e+14	1.23718e+3	1.61636e+14	1.73205e+3	8.16877e+13
2.47264e+2	8.15126e+14	7.41791e+2	3.33423e+14	1.23632e+3	1.61915e+14	1.73085e+3	8.18918e+13
2.47092e+2	8.15347e+14	7.41275e+2	3.33747e+14	1.23546e+3	1.62194e+14	1.72964e+3	8.20960e+13
2.46919e+2	8.15573e+14	7.40758e+2	3.34071e+14	1.23460e+3	1.62473e+14	1.72844e+3	8.23004e+13
2.46748e+2	8.15796e+14	7.40243e+2	3.34394e+14	1.23374e+3	1.62752e+14	1.72723e+3	8.25050e+13
2.46576e+2	8.16019e+14	7.39727e+2	3.34718e+14	1.23288e+3	1.63031e+14	1.72603e+3	8.27098e+13
2.46404e+2	8.16242e+14	7.39212e+2	3.35041e+14	1.23202e+3	1.63310e+14	1.72483e+3	8.29147e+13
2.46233e+2	8.16464e+14	7.38698e+2	3.35364e+14	1.23116e+3	1.63589e+14	1.72363e+3	8.31198e+13
2.46061e+2	8.16685e+14	7.38184e+2	3.35686e+14	1.23031e+3	1.63868e+14	1.72243e+3	8.33250e+13
2.45890e+2	8.16907e+14	7.37670e+2	3.36008e+14	1.22945e+3	1.64147e+14	1.72123e+3	8.35304e+13
2.45719e+2	8.17127e+14	7.37157e+2	3.36331e+14	1.22859e+3	1.64427e+14	1.72003e+3	8.37360e+13
2.45548e+2	8.17348e+14	7.36644e+2	3.36652e+14	1.22774e+3	1.64706e+14	1.71884e+3	8.39417e+13
2.45377e+2	8.17564e+14	7.36131e+2	3.36974e+14	1.22689e+3	1.64985e+14	1.71764e+3	8.41476e+13
2.45206e+2	8.17787e+14	7.35619e+2	3.37295e+14	1.22603e+3	1.65264e+14	1.71645e+3	8.43537e+13
2.45036e+2	8.17501e+14	7.35108e+2	3.37616e+14	1.22518e+3	1.65543e+14	1.71525e+3	8.45599e+13
2.44866e+2	8.17720e+14	7.34597e+2	3.37937e+14	1.22433e+3	1.65822e+14	1.71406e+3	8.47663e+13
2.44695e+2	8.17938e+14	7.34086e+2	3.38258e+14	1.22348e+3	1.66101e+14	1.71287e+3	8.49728e+13
2.44525e+2	8.18157e+14	7.33575e+2	3.38578e+14	1.22263e+3	1.66380e+14	1.71168e+3	8.52259e+13
2.44355e+2	8.18375e+14	7.33065e+2	3.38899e+14	1.22178e+3	1.66659e+14	1.71049e+3	8.54329e+13
2.44185e+2	8.18592e+14	7.32556e+2	3.39218e+14	1.22093e+3	1.66939e+14	1.70930e+3	8.56400e+13
2.44015e+2	8.18810e+14	7.32046e+2	3.39538e+14	1.22008e+3	1.67218e+14	1.70811e+3	8.58474e+13
2.43846e+2	8.19534e+14	7.31538e+2	3.39857e+14	1.21923e+3	1.67497e+14	1.70692e+3	8.60548e+13
2.43676e+2	8.19751e+14	7.31029e+2	3.40176e+14	1.21838e+3	1.67776e+14	1.70574e+3	8.62625e+13
2.43507e+2	8.19967e+14	7.30521e+2	3.40495e+14	1.21754e+3	1.68054e+14	1.70455e+3	8.64703e+13
2.43338e+2	8.20183e+14	7.30014e+2	3.40814e+14	1.21669e+3	1.68334e+14	1.70337e+3	8.66782e+13
2.43169e+2	8.20399e+14	7.29507e+2	3.41132e+14	1.21584e+3	1.68613e+14	1.70218e+3	8.68863e+13
2.43000e+2	8.20614e+14	7.29000e+2	3.41450e+14	1.21500e+3	1.68892e+14	1.70100e+3	8.70945e+13
2.42831e+2	8.20829e+14	7.28494e+2	3.41768e+14	1.21416e+3	1.69171e+14	1.69982e+3	8.73029e+13
2.42663e+2	8.21044e+14	7.27988e+2	3.42086e+14	1.21331e+3	1.69450e+14	1.69864e+3	8.75115e+13
2.42494e+2	8.21258e+14	7.27482e+2	3.42403e+14	1.21247e+3	1.69729e+14	1.69746e+3	8.77202e+13
2.42326e+2	8.21472e+14	7.26977e+2	3.42720e+14	1.21163e+3	1.70008e+14	1.69628e+3	8.79291e+13
2.42157e+2	8.21685e+14	7.26472e+2	3.43037e+14	1.21079e+3	1.70287e+14	1.69510e+3	8.81381e+13
2.41989e+2	8.21898e+14	7.25968e+2	3.43353e+14	1.20995e+3	1.70566e+14	1.69393e+3	8.83472e+13
2.41821e+2	8.22112e+14	7.25464e+2	3.43670e+14	1.20911e+3	1.70845e+14	1.69275e+3	8.85565e+13
2.41654e+2	8.22324e+14	7.24961e+2	3.43986e+14	1.20827e+3	1.71124e+14	1.69157e+3	8.87660e+13
2.41486e+2	8.22537e+14	7.24457e+2	3.44302e+14	1.20743e+3	1.71403e+14	1.69040e+3	8.89756e+13
2.41318e+2	8.22749e+14	7.23955e+2	3.44617e+14	1.20659e+3	1.71682e+14	1.68923e+3	8.91854e+13
2.41151e+2	8.22961e+14	7.23452e+2	3.44932e+14	1.20575e+3	1.71961e+14	1.68806e+3	8.93953e+13
2.40984e+2	8.23173e+14	7.22951e+2	3.45247e+14	1.20492e+3	1.72240e+14	1.68688e+3	8.96053e+13
2.40816e+2	8.22865e+14	7.22449e+2	3.45583e+14	1.20408e+3	1.72519e+14	1.68571e+3	8.98155e+13
2.40649e+2	8.23075e+14	7.21948e+2	3.45877e+14	1.20325e+3	1.72798e+14	1.68455e+3	9.00258e+13
2.40482e+2	8.23286e+14	7.21447e+2	3.46191e+14	1.20241e+3	1.73077e+14	1.68338e+3	9.02363e+13
2.40316e+2	8.23496e+14	7.20947e+2	3.46507e+14	1.20158e+3	1.73355e+14	1.68221e+3	9.04469e+13
2.40149e+2	8.23706e+14	7.20447e+2	3.46819e+14	1.20075e+3	1.73634e+14	1.68104e+3	9.06577e+13
2.39983e+2	8.23915e+14	7.19948e+2	3.47132e+14	1.19991e+3	1.73913e+14	1.67988e+3	9.08686e+13
