,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,0.02,520,100000.0,17.15,2.43,0.81,1.18413280440169,,639.0,9.810535154503103e-06,520.0,0.0376642019439259,0.0004049428472804,0.0003860778762325,4.424773978403746e-06,9.707016403161803e-06,208637914.29080617,149120134.3484472,123612742.94673912,13.806213145685932,0.0001354463394163,2880499514.970223,2058784359.127984,1706623876.6455655,4.712172305920937e-09,3.367938994791449e-09,2.791844166735017e-09,2.649013774537093e-09,1.893334158810969e-09,1.56947436848804e-09
11,11,0.02,522,100000.0,17.15,2.43,0.81,1.184814908884,,772.0,6.6361873168286416e-06,522.0,0.0435520587664086,0.0004185832825899,0.0003779490092619,8.225073316176225e-06,-7.218100561801325e-06,140895094.44439736,100797340.13565645,83615960.19204088,11.985656127067276,7.953905917431334e-05,1688720152.0012136,1208122257.3890145,1002192145.596348,3.194647916268981e-09,2.2854735567596987e-09,1.8959038570342182e-09,1.7968824018050223e-09,1.285502290571184e-09,1.066382388766567e-09
12,12,0.02,524,100000.0,17.15,2.43,0.81,1.18564428721044,,701.0,4.274479330617281e-06,524.0,0.0345504185211211,0.0003915209229084,0.0003535952435708,-1.3582782165802395e-06,4.868988139154436e-06,90601617.93456784,64874830.57239358,53858439.56577774,15.166241754196731,6.482778690145869e-05,1374086040.9170222,983907364.223474,816830114.9583796,2.0621671580726467e-09,1.4766043702280763e-09,1.2258622725457074e-09,1.160649731064169e-09,8.31077373376062e-10,6.89952175497581e-10
13,13,0.02,526,100000.0,17.15,2.43,0.81,1.18623535979449,,690.0,2.516216360030256e-06,526.0,0.0260063708899451,0.0004596400975201,0.0003557141678558,-2.82513358179324e-06,-1.2274148874505404e-06,53244530.0823588,38159556.10636506,31704326.136381228,20.22581321422925,5.089252210455978e-05,1076913920.1251996,771808054.1452409,641245778.5174532,1.2166044635353291e-09,8.71922171417798e-10,7.244241733608782e-10,6.85157438747823e-10,4.910420598162723e-10,4.0797533303849744e-10
14,14,0.02,528,100000.0,17.15,2.43,0.81,1.18691311580508,,726.0,1.195484593533414e-06,528.0,0.0336852923514925,0.0004682524121785,0.0004787096497602,6.261683796287704e-06,4.546643870337186e-06,25254807.96371181,18115960.719116434,15063105.878521018,15.674496587131603,1.873861918130791e-05,395856401.2358648,283958564.4644007,236106601.68447968,5.792508182144598e-10,4.1551236835248944e-10,3.454912988260133e-10,3.2645130020138937e-10,2.3417239757477264e-10,1.947102708593176e-10
15,15,0.02,530,100000.0,17.15,2.43,0.81,1.18740617352132,,700.0,7.732884984680032e-07,530.0,0.0339085934210743,0.0004059477822486,0.0003381537156288,-1.2633481341330064e-05,3.791168866124861e-06,16316387.31767487,11709024.873329831,9743435.080696842,15.63025612470858,1.2086697289346208e-05,255029312.80520505,183015057.74072868,152292385.84576222,3.7568216084918656e-10,2.6959839088180436e-10,2.243410060047276e-10,2.1186839069903312e-10,1.5204176073217034e-10,1.2651856506198187e-10
16,16,0.02,532,100000.0,17.15,2.43,0.81,1.18810554884438,,728.0,4.09662137292337e-07,532.0,0.0286469213679083,0.0004358832843584,0.0004328718226283,1.689994769757355e-06,9.656930363241835e-06,8643871.096868312,6198213.503679219,5161742.929883447,18.570930997003103,7.607807283740804e-06,160524733.68693098,115106595.28151962,95858371.77513412,1.998115956852689e-10,1.4327781114376255e-10,1.1931877277888091e-10,1.12742919313895e-10,8.08439502515e-11,6.732515560924534e-11
17,17,0.02,534,100000.0,17.15,2.43,0.81,1.18943277689967,,765.0,4.3760596398133974e-07,534.0,0.0382977079229931,0.0004413283418208,0.0004644420100154,-8.065984622918643e-06,-3.659929697951251e-06,9233485.840006266,6615843.163162695,5513835.146164879,13.94339319401926,6.1017120198396486e-06,128746123.61861658,92247302.53394158,76881571.44997957,2.1421983204109347e-10,1.5348968263777263e-10,1.279227433041601e-10,1.2097460387593955e-10,8.66789660846447e-11,7.224075871264638e-11
18,18,0.02,536,100000.0,17.15,2.43,0.81,1.19165789569026,,736.0,8.61338631884581e-07,536.0,0.0335311038977579,0.0004353465316721,0.0004448798875598,8.388761340046176e-06,-1.462846917169104e-06,18160125.921183504,13011785.46989037,10852866.76174572,15.985158187286515,1.3768634283495978e-05,290292485.55116063,207995449.0352338,173484791.9720493,4.2297670108732406e-10,3.0306409312339884e-10,2.5277962279263246e-10,2.390031783673025e-10,1.7124650440389743e-10,1.4283324144951948e-10
19,19,0.02,538,100000.0,17.15,2.43,0.81,1.1933953170949,,746.0,1.3193458857286956e-06,538.0,0.0331431188267288,0.000383293100668,0.000557956062136,-1.4192559688937318e-06,-2.6725855647917625e-06,27769880.543104302,19915094.407374088,16623758.160181563,16.232630453779773,2.1416454203748674e-05,450778208.6018213,323274367.9670399,269847322.9672333,6.493594315991482e-10,4.656863526849793e-10,3.88723103550322e-10,3.6713347432321036e-10,2.6328877396159856e-10,2.1977545348756566e-10
20,20,0.02,540,100000.0,17.15,2.43,0.81,1.19462031821519,,686.0,5.258597323840119e-06,540.0,0.0489025060755921,0.000336986650685,0.0003991120312971,-8.65076995834081e-06,-8.762126610370706e-07,110498007.7575972,79314773.35562299,66258326.28038549,11.042378874515826,5.806742399835759e-05,1220160866.538577,875823777.7391421,731649542.3793055,2.5936363863519726e-09,1.8616958470571166e-09,1.5552317134674636e-09,1.467501334820745e-09,1.053363206563143e-09,8.799632159229487e-10
21,21,0.02,542,100000.0,17.15,2.43,0.81,1.19557065892945,,696.0,1.0798570844380858e-05,542.0,0.0390462843723753,0.0002932366606226,0.0003961438358986,2.519563184806397e-06,-1.7988935584990327e-05,226526371.8126328,162746124.9905066,136061992.6391988,13.880962265988538,0.0001498945544174,3144404019.382445,2259072819.929076,1888671385.659929,5.33677555319143e-09,3.834165242113044e-09,3.2055089666822367e-09,3.0215167210160607e-09,2.170785388052388e-09,1.8148597117608395e-09
22,22,0.02,544,100000.0,17.15,2.43,0.81,1.19668353378915,,717.0,1.675254885394075e-05,544.0,0.0410868357647586,0.0003599783061634,0.0004517167503266,-6.038115371066071e-06,4.594074624264225e-06,350832727.4433766,252281384.30600265,211082115.55965343,13.240250554086323,0.0002218079442457,4645113213.923783,3340268738.3432164,2794780097.496415,8.25791392169423e-09,5.938208703693623e-09,4.968458767809976e-09,4.699987480060764e-09,3.379728443042653e-09,2.8277957635957155e-09
23,23,0.02,546,100000.0,17.15,2.43,0.81,1.19757869607337,,707.0,5.645685604646215e-05,546.0,0.0343463437928903,0.0003242614064467,0.0002813966921728,1.4071985829229563e-06,2.693278845804765e-06,1180324373.846347,849533819.8039864,711356386.185423,15.896888568180614,0.0008974883494804,18763485045.342934,13504944468.324802,11308353203.453323,2.7886726151499432e-08,2.007136132596297e-08,1.68067365016183e-08,1.5881686153338694e-08,1.1430781064706092e-08,9.57155432769262e-09
24,24,0.02,548,100000.0,17.15,2.43,0.81,1.19860065465315,,706.0,9.703172488729404e-05,548.0,0.0382541791669837,0.0004020055688798,0.0003651212426312,2.8194384932990507e-06,1.1686198599727077e-05,2025175565.262764,1458939016.4208467,1222599733.579905,14.32523222124097,0.001390001991838,29011110261.172043,20899640206.85752,17514025097.15948,4.80298319512682e-08,3.4600751158455714e-08,2.8995639071859484e-08,2.73693751385279e-08,1.971693216606441e-08,1.6522908594480825e-08
25,25,0.02,550,100000.0,17.15,2.43,0.81,1.19963845879841,,725.0,0.0001801997603576,550.0,0.0479721269639412,0.0004550363086627,0.0004768249700125,-3.0375690237835867e-06,3.4155642842038554e-06,3754621219.740495,2707302179.008965,2270516980.506319,11.464990918860302,0.0020659886160811,43046698188.08496,31039194896.94849,26031456562.623062,8.93743151993982e-08,6.444412475341212e-08,5.404696996182829e-08,5.0966371286280656e-08,3.6749743839423656e-08,3.0820688604185764e-08
26,26,0.02,552,100000.0,17.15,2.43,0.81,1.20065872263705,,714.0,0.0003882737247309,552.0,0.0357603769643901,0.000424844370804,0.0002465392852462,6.844509969762868e-06,2.1511947020727147e-06,8076285526.510899,5828803230.170272,4892248931.610057,15.436078891161475,0.0059934238463121,124666180534.76782,89973866501.96515,75517140463.53328,1.9296692605205682e-07,1.392677658802606e-07,1.1689064666118797e-07,1.100894223632689e-07,7.945355306869921e-08,6.668719885773392e-08
27,27,0.02,554,100000.0,17.15,2.43,0.81,1.20181115118366,,698.0,0.000585656953214,554.0,0.0449152093804059,0.0003533335080284,0.0003192901254718,-4.47665200727731e-06,-4.123205963896353e-06,12181664626.851778,8785030976.201729,7379277610.49675,12.334351940963678,0.0072236989776143,150252938734.3778,108357663872.73984,91018607117.9404,2.92165485387928e-07,2.107005009522491e-07,1.769848613407641e-07,1.667495001874208e-07,1.2025446187244406e-07,1.010117164596876e-07
28,28,0.02,556,100000.0,17.15,2.43,0.81,1.20295231364558,,630.0,0.0009621266548841,556.0,0.0375160883256739,0.0004786918664062,0.0004859666545179,-1.604262335653384e-05,-3.277178472809877e-06,20012234421.59003,14431899823.26204,12122795851.540112,14.820308428037889,0.0142590137722192,296587486462.16064,213885206583.2889,179663573529.96268,4.818495305439928e-07,3.4748764221922565e-07,2.918896194641495e-07,2.750965537671928e-07,1.9838693781287939e-07,1.6664502776281864e-07
29,29,0.02,558,100000.0,17.15,2.43,0.81,1.20410472404016,,668.0,0.0017728634389269,558.0,0.0432902064063682,0.0003500787336941,0.0004244993834375,-9.675540015802369e-08,6.229500861480977e-07,36865501685.37172,26592951583.90447,22338079330.47975,12.889751431582797,0.0228517690499096,475187153125.038,342776535748.64453,287932290028.8614,8.906993569337721e-07,6.425065112881242e-07,5.397054694820243e-07,5.089195575044592e-07,3.6710942572601284e-07,3.083719176098508e-07
30,30,0.02,560,100000.0,17.15,2.43,0.81,1.20514112000624,,687.0,0.0025974021814731,560.0,0.0323337086490482,0.000390039505728,0.0004822154874272,1.7258312131155784e-05,-4.856225146320774e-06,53919309549.08674,38961032722.09691,32727267486.561405,17.31938659057854,0.0449854125121451,933849366777.7062,674781187682.1769,566816197653.0286,1.3077406297432035e-06,9.449476614876932e-07,7.937560356496625e-07,7.475161205896293e-07,5.401404483503959e-07,4.5371797661433254e-07
31,31,0.02,562,100000.0,17.15,2.43,0.81,1.20653239223348,,636.0,0.0055581776495706,562.0,0.034878144414506,0.0004889038914583,0.0004344261407897,-5.071279120586884e-06,1.5274088956722671e-06,115185162542.68877,83372664743.55998,70033038384.59038,16.11324253151093,0.0895602645007555,1856006460081.8523,1343403967511.3325,1128459332709.5193,2.803950340627712e-06,2.0295392787253e-06,1.7048129941292518e-06,1.603309625922631e-06,1.1604983920791868e-06,9.74818649346517e-07
32,32,0.02,564,100000.0,17.15,2.43,0.81,1.20811897847302,,616.0,0.0093569955306227,564.0,0.038051157078371,0.0004199272018581,0.0004185217940473,-1.8627802074835585e-08,-2.0333542188852045e-06,193579011931.036,140354932959.34195,117898143685.84724,14.82215110668968,0.1386908016595111,2869257365925.5,2080362024892.666,1747504100909.8394,4.729060123435119e-06,3.428816533178185e-06,2.880205887869676e-06,2.705395640361332e-06,1.9615536826207548e-06,1.6477050934014342e-06
33,33,0.02,566,100000.0,17.15,2.43,0.81,1.2098506842126,,559.0,0.0120970856650088,566.0,0.049203527115651,0.0005243693476744,0.0004847451465139,2.861208743272644e-06,2.4028192511827755e-06,249838329890.706,181456284975.1332,152423279379.11188,11.503240380910878,0.1391556843130682,2873950365098.1025,2087335264696.024,1753361622344.66,6.125776561139202e-06,4.44911978821796e-06,3.7372606221030855e-06,3.505825820735617e-06,2.546263135359869e-06,2.13886103370229e-06
34,34,0.02,568,100000.0,17.15,2.43,0.81,1.21147483348648,,540.0,0.0358096613886986,568.0,0.0415628039603461,0.0004209848114527,0.0004167578655078,1.9486669188563323e-05,5.123030348549673e-06,738301441644.2262,537144920830.4796,451201733497.6028,13.666065469064884,0.4893771769630005,10089675837414.982,7340657654445.008,6166152429733.806,1.8167023030823024e-05,1.3217262756367864e-05,1.1102500715349005e-05,1.0402336183521286e-05,7.568131024241068e-06,6.357230060362496e-06
35,35,0.02,570,100000.0,17.15,2.43,0.81,1.21322571296527,,454.0,0.0509812698352213,570.0,0.0417318100635384,0.0005459865514785,0.000404227892696,8.659176509402434e-07,-3.716424020896679e-06,1049296096156.3647,764719047528.3204,642363999923.7892,13.658645506441037,0.6963350921475041,14331963408692.252,10445026382212.562,8773822161058.552,2.5912346936359333e-05,1.8884722187552287e-05,1.5863166637543923e-05,1.4844594444628804e-05,1.0818627998544543e-05,9.087647518777417e-06
36,36,0.02,572,100000.0,17.15,2.43,0.81,1.22040172983306,,90.0,0.012414954499289,572.0,0.0443578255072681,0.0004436834271234,0.0004979162420467,1.7852927285152714e-05,-1.2578717582752464e-05,255085139824.2208,186151493924.4856,156428426691.042,12.895131658477636,0.1600924728023415,3289356462154.5034,2400448022578.542,2017165157309.504,6.322594373303086e-06,4.613990406810684e-06,3.8772681587919225e-06,3.621201914766631e-06,2.642616291566545e-06,2.2206660828924794e-06
37,37,0.02,574,100000.0,17.15,2.43,0.81,1.22372713714585,,,,574.0,,,,,,,,,,,,,,,,,,,
38,38,0.02,576,100000.0,17.15,2.43,0.81,1.22027554950736,,194.0,0.0077798494983231,576.0,0.0311016462387669,0.0003973082000561,0.0005110587276096,-6.44650795014566e-06,1.359273229599459e-05,159486914715.62418,116468559274.39606,98026103678.87146,18.51991999323941,0.1440821902683881,2953684900501.957,2156988399489.677,1815435597381.691,3.981161933147435e-06,2.9073243746580965e-06,2.4469580662272045e-06,2.279831863480532e-06,1.664893530612807e-06,1.401262511212425e-06
39,39,0.02,578,100000.0,17.15,2.43,0.81,1.21702969464689,,274.0,0.0033586209891446,578.0,0.0279732164167398,0.0003977307501422,0.0003245353356797,-4.439655177182749e-06,1.0197922395519244e-05,68851730277.46504,50240755095.5026,42318624463.22241,20.662622109272714,0.0693979163069673,1422657284292.8308,1038105737022.888,874413745467.7886,1.7251123181060587e-06,1.2588056267711316e-06,1.0603129369822602e-06,9.876556939102415e-07,7.206873035210239e-07,6.070469143058068e-07
40,40,0.02,580,100000.0,17.15,2.43,0.81,1.21534946177801,,378.0,0.0034056760474287,580.0,0.0385703201429805,0.0004060230664834,0.0003926916759332,1.6022176024257124e-05,1.5844513121610004e-06,69816358972.289,50904465048.39844,42911518197.60202,15.03746916929738,0.0512127485638241,1049861345558.3944,765474323744.8676,645280631904.1838,1.7550749074166075e-06,1.279659246013824e-06,1.0787289674853296e-06,1.0050002011298422e-06,7.327651909254263e-07,6.177074406944396e-07
41,41,0.02,582,100000.0,17.15,2.43,0.81,1.21559007975785,,403.0,0.0023219687874907,582.0,0.0449733325704073,0.0003392989167172,0.0005134657763452,-5.423430430105531e-07,5.551603869206343e-07,47529904135.615234,34678957428.142265,29256806722.38341,12.941002294834572,0.030048603407452,615084598492.2639,448780467660.05945,378612402933.8953,1.199258359617328e-06,8.750076473928641e-07,7.381977867537011e-07,6.863696522571864e-07,5.007917517081623e-07,4.2249157917301334e-07
42,42,0.02,584,100000.0,17.15,2.43,0.81,1.21587072513883,,396.0,0.00180269446659,584.0,0.0376450371370538,0.0004466815327063,0.000431080748127,1.234704081870971e-06,-1.7238220966458472e-05,36836741642.10971,26902251092.21513,22713950279.03426,15.513333082229106,0.0279657997057023,571460642758.0671,417343581855.29504,352369076291.84924,9.327150518800664e-07,6.811713904272704e-07,5.751226185730945e-07,5.33652978436857e-07,3.897322559497303e-07,3.290564441404567e-07
43,43,0.02,586,100000.0,17.15,2.43,0.81,1.21614745395122,,427.0,0.0017851560427753,586.0,0.0399082679316507,0.0001901383196861,0.0003190928387422,4.564066465358296e-08,5.541456666132603e-06,36415182065.55972,26619460563.09705,22482426412.22104,14.683674094892288,0.0262126495406402,534708665556.8455,390871483490.35504,330124622299.4522,9.252329274780966e-07,6.763443165090065e-07,5.712310093284829e-07,5.292382824128629e-07,3.86872639049481e-07,3.267472538639512e-07
44,44,0.02,588,100000.0,17.15,2.43,0.81,1.21641984515278,,467.0,0.0017788627121141,588.0,0.035813764448676,0.0004538916229888,0.0004361217240951,1.0479005812792404e-05,6.5215378268711886e-06,36223852494.35387,26505054410.500107,22390577120.96086,16.41826848006026,0.0292058455966574,594732935634.4023,435167099390.1961,367614506595.4301,9.23581098639214e-07,6.757858589380413e-07,5.708811292163459e-07,5.28151975159287e-07,3.864496974967517e-07,3.264596865624675e-07
45,45,0.02,590,100000.0,17.15,2.43,0.81,1.21696884226858,,435.0,0.0016050309298949,590.0,0.0320778066165985,0.0002454892617988,0.0004406759270023,-1.8882782602690097e-05,1.0862184819475547e-05,32627229891.59561,23914960855.43408,20191193204.94709,18.39277875360427,0.0295209787862487,600105420739.1019,439862583915.1057,371372149389.86975,8.347093691279418e-07,6.118215354071719e-07,5.165555947605317e-07,4.772483978216378e-07,3.498113934325466e-07,2.9534271340792905e-07
46,46,0.02,592,100000.0,17.15,2.43,0.81,1.21747564218327,,502.0,0.0017981352397756,592.0,0.040558264593983,0.0003998916711682,0.000424085663102,-1.0368234455857187e-05,-6.877700593630265e-06,36489038969.26128,26792215072.65711,22607706997.22249,14.596285268276132,0.0262460949107054,532604421960.582,391066814169.51074,329988540593.0618,9.367751114823392e-07,6.878306738275625e-07,5.804027138265821e-07,5.353946246851048e-07,3.931155310884381e-07,3.317172812626092e-07
47,47,0.02,594,100000.0,17.15,2.43,0.81,1.21811891168984,,488.0,0.0017016010476838,594.0,0.0447622355144403,0.0004550330704557,0.000381680331664,1.31990562227422e-05,-8.122986526232581e-06,34469880050.68042,25353855610.489426,21381952243.72897,13.270114711057602,0.0225804410952205,457419262348.9252,336448572318.786,283740959020.63885,8.880585599973669e-07,6.531995026013429e-07,5.508700840148004e-07,5.073443770634272e-07,3.731703174466349e-07,3.147099214022501e-07
48,48,0.02,596,100000.0,17.15,2.43,0.81,1.21860384648691,,521.0,0.0017931475136982,596.0,0.038088927797844,0.0003378626240664,0.0003213920688002,4.939576629987245e-06,9.301530840460726e-06,36260908065.58271,26717897954.1046,22519613830.05928,15.647591950166056,0.0280584406008057,567395893152.7234,418070764952.0053,352377728088.08374,9.372775966129472e-07,6.906083856389136e-07,5.820904840307523e-07,5.353742412239463e-07,3.944764515661533e-07,3.324908781963933e-07
49,49,0.02,598,100000.0,17.15,2.43,0.81,1.21910049382016,,480.0,0.001630366245605,598.0,0.0400290976205042,0.0004253257560898,0.0002722451821068,7.209071934520565e-06,-6.663070724312155e-06,32911458982.55561,24292457059.515617,20463752166.368385,14.939132669672896,0.0243562576432507,491668652092.89606,362908238884.4357,305710708532.6834,8.537128778678956e-07,6.301386832395895e-07,5.308232844732172e-07,4.874453071295915e-07,3.597909226261995e-07,3.030847087346207e-07
50,50,0.02,600,100000.0,17.15,2.43,0.81,1.21985929056978,,467.0,0.0015728983715663,600.0,0.0537792474884781,0.0003119063847491,0.0003432486072574,-1.8652633824428355e-06,5.323069473432986e-06,31695718099.88813,23436185736.338886,19731304033.42245,11.156719887695449,0.0175483865433782,353620248479.8105,261470959496.3365,220136632119.84967,8.251095140207869e-07,6.100956527462214e-07,5.136494030741348e-07,4.7091615371306093e-07,3.482009276420389e-07,2.931559958313454e-07
51,51,0.02,602,100000.0,17.15,2.43,0.81,1.22050059246538,,501.0,0.0016833027899836,602.0,0.0430455052191973,0.0003623719371689,0.0004672393217695,5.2807554391092335e-06,-1.5658190737407085e-05,33860924352.67588,25081211570.75644,21104363779.66107,13.985200009489516,0.0235413261944531,473551799578.3664,350765760297.3515,295148748531.5862,8.845108392186271e-07,6.55168277865296e-07,5.512855562800972e-07,5.046087787113345e-07,3.737700544586533e-07,3.1450550851524293e-07
52,52,0.02,604,100000.0,17.15,2.43,0.81,1.22113579614298,,525.0,0.0017596324647802,604.0,0.0528973154096092,0.0004352786870889,0.0003707436466795,-1.01489203129542e-05,5.163903631778094e-07,35334082735.15721,26218523725.225723,22048890666.18264,11.418348839122332,0.0200920973115055,403456882580.4348,299372249941.4325,251761925142.1417,9.260589188585345e-07,6.871523428819904e-07,5.778718526641914e-07,5.28161566405649e-07,3.919053641027617e-07,3.295791408834516e-07
53,53,0.02,606,100000.0,17.15,2.43,0.81,1.22175151083902,,515.0,0.001729416916217,606.0,0.050046635304966,0.0003388534897851,0.0003773642959705,-3.565478019088528e-06,-5.04630464937434e-06,34666140969.293045,25757236266.4662,21658037380.75163,12.108706135932142,0.0209410012249825,419762113863.9673,311886804824.4132,262250810124.55493,9.116288309951562e-07,6.773479404028247e-07,5.695497320152578e-07,5.197559374414222e-07,3.861830624134324e-07,3.247230065770859e-07
54,54,0.02,608,100000.0,17.15,2.43,0.81,1.22238215795596,,516.0,0.00173935026184,608.0,0.0386393236325375,0.0004043621187226,0.0005175120441329,-6.416241676316304e-06,9.047127596342227e-06,34803701062.0975,25884661452.37856,21770125004.18091,15.73526508336739,0.0273691374428783,547645462094.3793,407302009546.3981,342558687838.8312,9.18266916475726e-07,6.8294542047366e-07,5.743867734989541e-07,5.234128825598049e-07,3.892794401578397e-07,3.27400923878608e-07
55,55,0.02,610,100000.0,17.15,2.43,0.81,1.22318836533182,,572.0,0.0019354058049612,610.0,0.0470498698516621,0.0004124394728608,0.0004174820545215,-7.1939256172893176e-06,-2.52051943550018e-06,38708116099.22529,28779489896.19548,24210304733.31572,12.964966787861377,0.0250924719823569,501849439647.13806,373125130675.7664,313885796791.4413,1.0247168238832771e-06,7.618771061813712e-07,6.409174372623649e-07,5.839156094412374e-07,4.341413397404079e-07,3.652147473897614e-07
