Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1640.47,27930000000000.0,4921.4,1167000000.0,8202.34,52230.0,11483.3,2.366,14764.2,0.0001076
1624.08,83290000000000.0,4872.25,31190000000.0,8120.42,12530000.0,11368.6,5096.0,14616.8,2.082
1599.48,165500000000000.0,4798.45,246900000000.0,7997.41,396300000.0,11196.4,644600.0,14395.3,1053.0
1567.41,270600000000000.0,4702.24,1096000000000.0,7837.06,4788000000.0,10971.9,21220000.0,14106.7,94520.0
1528.8,394300000000000.0,4586.4,3449000000000.0,7644.0,32690000000.0,10701.6,314500000.0,13759.2,3042000.0
1484.69,531800000000000.0,4454.06,8627000000000.0,7423.43,152300000000.0,10392.8,2733000000.0,13362.2,49320000.0
1436.16,678200000000000.0,4308.49,18280000000000.0,7180.82,538600000000.0,10053.1,16150000000.0,12925.5,487500000.0
1384.32,829000000000000.0,4152.95,34130000000000.0,6921.59,1545000000000.0,9690.23,71290000000.0,12458.9,3311000000.0
1330.18,980300000000000.0,3990.55,57740000000000.0,6650.91,3760000000000.0,9311.27,250000000000.0,11971.6,16740000000.0
1274.7,1129000000000000.0,3824.1,90200000000000.0,6373.5,8018000000000.0,8922.91,728200000000.0,11472.3,66680000000.0
1218.71,1272000000000000.0,3656.13,132000000000000.0,6093.55,15330000000000.0,8530.97,1821000000000.0,10968.4,218400000000.0
1162.92,1407000000000000.0,3488.76,182900000000000.0,5814.6,26760000000000.0,8140.44,4012000000000.0,10466.3,607500000000.0
1107.92,1534000000000000.0,3323.77,242200000000000.0,5539.62,43290000000000.0,7755.47,7944000000000.0,9971.31,1473000000000.0
1054.19,1652000000000000.0,3162.57,308600000000000.0,5270.95,65670000000000.0,7379.33,14370000000000.0,9487.71,3179000000000.0
1002.08,1759000000000000.0,3006.24,380600000000000.0,5010.4,94280000000000.0,7014.56,24060000000000.0,9018.72,6211000000000.0
951.861,1858000000000000.0,2855.58,456500000000000.0,4759.3,129200000000000.0,6663.02,37710000000000.0,8566.75,11140000000000.0
903.714,1948000000000000.0,2711.14,534600000000000.0,4518.57,169900000000000.0,6326.0,55830000000000.0,8133.42,18590000000000.0
857.752,2028000000000000.0,2573.26,613500000000000.0,4288.76,216000000000000.0,6004.27,78720000000000.0,7719.77,29090000000000.0
814.033,2100000000000000.0,2442.1,691700000000000.0,4070.16,266400000000000.0,5698.23,106400000000000.0,7326.29,43120000000000.0
772.566,2165000000000000.0,2317.7,768200000000000.0,3862.83,320300000000000.0,5407.96,138700000000000.0,6953.1,60970000000000.0
733.329,2223000000000000.0,2199.99,842400000000000.0,3666.64,376500000000000.0,5133.3,175100000000000.0,6599.96,82720000000000.0
696.271,2274000000000000.0,2088.81,913100000000000.0,3481.35,434100000000000.0,4873.89,215000000000000.0,6266.44,108300000000000.0
661.322,2320000000000000.0,1983.97,980100000000000.0,3306.61,492100000000000.0,4629.25,257800000000000.0,5951.9,137500000000000.0
628.399,2361000000000000.0,1885.2,1043000000000000.0,3142.0,549800000000000.0,4398.8,302800000000000.0,5655.6,169800000000000.0
597.412,2397000000000000.0,1792.24,1102000000000000.0,2987.06,606400000000000.0,4181.88,349200000000000.0,5376.71,204800000000000.0
568.262,2431000000000000.0,1704.79,1157000000000000.0,2841.31,661700000000000.0,3977.83,396300000000000.0,5114.36,242000000000000.0
540.851,2459000000000000.0,1622.55,1208000000000000.0,2704.26,714800000000000.0,3785.96,443500000000000.0,4867.66,280800000000000.0
515.08,2485000000000000.0,1545.24,1255000000000000.0,2575.4,765700000000000.0,3605.56,490300000000000.0,4635.72,320600000000000.0
490.852,2508000000000000.0,1472.56,1298000000000000.0,2454.26,814000000000000.0,3435.96,536200000000000.0,4417.67,360900000000000.0
468.072,2528000000000000.0,1404.22,1338000000000000.0,2340.36,859700000000000.0,3276.5,581100000000000.0,4212.65,401300000000000.0
446.649,2547000000000000.0,1339.95,1374000000000000.0,2233.24,902700000000000.0,3126.54,624300000000000.0,4019.84,441400000000000.0
426.496,2563000000000000.0,1279.49,1408000000000000.0,2132.48,943100000000000.0,2985.47,665800000000000.0,3838.46,480800000000000.0
407.531,2577000000000000.0,1222.59,1438000000000000.0,2037.65,980800000000000.0,2852.71,705500000000000.0,3667.78,519400000000000.0
389.675,2591000000000000.0,1169.03,1466000000000000.0,1948.38,1016000000000000.0,2727.73,743200000000000.0,3507.08,556700000000000.0
372.857,2603000000000000.0,1118.57,1492000000000000.0,1864.28,1049000000000000.0,2610.0,778900000000000.0,3355.71,592600000000000.0
357.006,2614000000000000.0,1071.02,1515000000000000.0,1785.03,1079000000000000.0,2499.04,812600000000000.0,3213.05,627100000000000.0
342.059,2623000000000000.0,1026.18,1537000000000000.0,1710.29,1107000000000000.0,2394.41,844400000000000.0,3078.53,660100000000000.0
327.955,2632000000000000.0,983.865,1556000000000000.0,1639.78,1134000000000000.0,2295.69,874200000000000.0,2951.6,691500000000000.0
314.639,2639000000000000.0,943.918,1574000000000000.0,1573.2,1158000000000000.0,2202.48,902200000000000.0,2831.75,721300000000000.0
302.059,2646000000000000.0,906.178,1590000000000000.0,1510.3,1181000000000000.0,2114.42,928300000000000.0,2718.54,749500000000000.0
290.167,2653000000000000.0,870.501,1605000000000000.0,1450.83,1201000000000000.0,2031.17,952800000000000.0,2611.5,776100000000000.0
278.917,2659000000000000.0,836.75,1619000000000000.0,1394.58,1220000000000000.0,1952.42,975600000000000.0,2510.25,801200000000000.0
268.267,2664000000000000.0,804.801,1632000000000000.0,1341.33,1238000000000000.0,1877.87,997200000000000.0,2414.4,824800000000000.0
258.179,2669000000000000.0,774.537,1644000000000000.0,1290.9,1255000000000000.0,1807.25,1017000000000000.0,2323.61,847000000000000.0
248.617,2673000000000000.0,745.851,1654000000000000.0,1243.08,1270000000000000.0,1740.32,1036000000000000.0,2237.55,867900000000000.0
239.547,2677000000000000.0,718.641,1664000000000000.0,1197.73,1284000000000000.0,1676.83,1053000000000000.0,2155.92,887400000000000.0
230.938,2681000000000000.0,692.815,1673000000000000.0,1154.69,1297000000000000.0,1616.57,1069000000000000.0,2078.44,905900000000000.0
222.762,2684000000000000.0,668.286,1681000000000000.0,1113.81,1309000000000000.0,1559.33,1084000000000000.0,2004.86,923100000000000.0
214.991,2687000000000000.0,644.973,1689000000000000.0,1074.96,1320000000000000.0,1504.94,1098000000000000.0,1934.92,939200000000000.0
207.601,2690000000000000.0,622.803,1695000000000000.0,1038.0,1331000000000000.0,1453.21,1111000000000000.0,1868.41,954300000000000.0
200.568,2693000000000000.0,601.704,1702000000000000.0,1002.84,1340000000000000.0,1403.98,1123000000000000.0,1805.11,968400000000000.0
