Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1640.47,28000000000000.0,4921.4,0.0,8202.34,0.0,11483.3,0.0,14764.2,0.0
1630.81,60960000000000.0,4892.43,0.0,8154.05,0.0,11415.7,0.0,14677.3,0.0
1617.6,106100000000000.0,4852.8,0.0,8088.0,0.0,11323.2,0.0,14558.4,0.0
1601.01,162800000000000.0,4803.03,0.0,8005.06,0.0,11207.1,0.0,14409.1,0.0
1581.26,230200000000000.0,4743.77,0.0,7906.29,0.0,11068.8,0.0,14231.3,0.0
1558.58,307700000000000.0,4675.75,0.0,7792.92,0.0,10910.1,0.0,14027.3,0.0
1533.26,394100000000000.0,4599.78,0.0,7666.29,0.0,10732.8,0.0,13799.3,0.0
1505.57,488700000000000.0,4516.71,0.0,7527.84,0.0,10539.0,0.0,13550.1,0.0
1475.81,590300000000000.0,4427.43,0.0,7379.06,0.0,10330.7,0.0,13282.3,0.0
1444.29,697900000000000.0,4332.86,0.0,7221.43,0.0,10110.0,0.0,12998.6,0.0
1411.29,810600000000000.0,4233.87,0.0,7056.45,0.0,9879.04,0.0,12701.6,0.0
1377.11,927300000000000.0,4131.34,0.0,6885.57,0.0,9639.8,0.0,12394.0,0.0
1342.03,1047000000000000.0,4026.1,0.0,6710.16,0.0,9394.22,0.0,12078.3,0.0
1306.3,1169000000000000.0,3918.91,0.0,6531.52,0.0,9144.13,0.0,11756.7,0.0
1270.17,1292000000000000.0,3810.51,0.0,6350.85,0.0,8891.19,0.0,11431.5,0.0
1233.85,1416000000000000.0,3701.55,0.0,6169.25,0.0,8636.95,0.0,11104.6,0.0
1197.54,1540000000000000.0,3592.63,0.0,5987.71,0.0,8382.79,0.0,10777.9,0.0
1161.42,1664000000000000.0,3484.26,0.0,5807.11,0.0,8129.95,0.0,10452.8,0.0
1125.64,1786000000000000.0,3376.93,0.0,5628.21,0.0,7879.5,0.0,10130.8,0.0
1090.34,1906000000000000.0,3271.02,0.0,5451.69,0.0,7632.37,0.0,9813.05,0.0
1055.62,2025000000000000.0,3166.87,0.0,5278.11,0.0,7389.35,0.0,9500.6,0.0
1021.59,2141000000000000.0,3064.76,0.0,5107.94,0.0,7151.11,0.0,9194.28,0.0
988.312,2254000000000000.0,2964.94,0.0,4941.56,0.0,6918.18,0.0,8894.81,0.0
955.857,2365000000000000.0,2867.57,0.0,4779.29,0.0,6691.0,0.0,8602.71,0.0
924.271,2473000000000000.0,2772.81,0.0,4621.35,0.0,6469.9,0.0,8318.44,0.0
893.588,2578000000000000.0,2680.76,0.0,4467.94,0.0,6255.12,0.0,8042.29,0.0
863.833,2680000000000000.0,2591.5,0.0,4319.16,0.0,6046.83,0.0,7774.5,0.0
835.02,2778000000000000.0,2505.06,0.0,4175.1,0.0,5845.14,0.0,7515.18,0.0
807.156,2873000000000000.0,2421.47,0.0,4035.78,0.0,5650.09,0.0,7264.4,0.0
780.239,2965000000000000.0,2340.72,0.0,3901.2,0.0,5461.67,0.0,7022.15,0.0
754.264,3054000000000000.0,2262.79,0.0,3771.32,0.0,5279.85,0.0,6788.38,0.0
729.219,3139000000000000.0,2187.66,0.0,3646.09,0.0,5104.53,0.0,6562.97,0.0
705.088,3221000000000000.0,2115.26,0.0,3525.44,0.0,4935.61,0.0,6345.79,0.0
681.852,3301000000000000.0,2045.56,0.0,3409.26,0.0,4772.97,0.0,6136.67,0.0
659.491,3377000000000000.0,1978.47,0.0,3297.46,0.0,4616.44,0.0,5935.42,0.0
637.981,3450000000000000.0,1913.94,0.0,3189.9,0.0,4465.87,0.0,5741.83,0.0
617.296,3521000000000000.0,1851.89,0.0,3086.48,0.0,4321.07,0.0,5555.67,0.0
597.412,3588000000000000.0,1792.24,0.0,2987.06,0.0,4181.88,0.0,5376.71,0.0
578.301,3655000000000000.0,1734.9,0.0,2891.5,0.0,4048.1,0.0,5204.71,0.0
559.936,3717000000000000.0,1679.81,0.0,2799.68,0.0,3919.55,0.0,5039.42,0.0
542.29,3778000000000000.0,1626.87,0.0,2711.45,0.0,3796.03,0.0,4880.61,0.0
525.337,3835000000000000.0,1576.01,0.0,2626.68,0.0,3677.36,0.0,4728.03,0.0
509.049,3891000000000000.0,1527.15,0.0,2545.24,0.0,3563.34,0.0,4581.44,0.0
493.4,3944000000000000.0,1480.2,0.0,2467.0,0.0,3453.8,0.0,4440.6,0.0
478.365,3995000000000000.0,1435.09,0.0,2391.82,0.0,3348.55,0.0,4305.28,0.0
463.918,4045000000000000.0,1391.75,0.0,2319.59,0.0,3247.42,0.0,4175.26,0.0
450.034,4092000000000000.0,1350.1,0.0,2250.17,0.0,3150.24,0.0,4050.31,0.0
436.691,4137000000000000.0,1310.07,0.0,2183.46,0.0,3056.84,0.0,3930.22,0.0
423.865,4181000000000000.0,1271.6,0.0,2119.33,0.0,2967.06,0.0,3814.79,0.0
411.535,4223000000000000.0,1234.6,0.0,2057.67,0.0,2880.74,0.0,3703.81,0.0
399.678,4265000000000000.0,1199.03,0.0,1998.39,0.0,2797.74,0.0,3597.1,0.0
