Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1640.47,28000000000000.0,4921.4,0.0,8202.34,0.0,11483.3,0.0,14764.2,0.0
1625.73,78310000000000.0,4877.18,0.0,8128.64,0.0,11380.1,0.0,14631.6,0.0
1604.0,152500000000000.0,4812.01,0.0,8020.01,0.0,11228.0,0.0,14436.0,0.0
1575.85,248700000000000.0,4727.56,0.0,7879.27,0.0,11031.0,0.0,14182.7,0.0
1541.98,364400000000000.0,4625.93,0.0,7709.89,0.0,10793.8,0.0,13877.8,0.0
1503.16,496900000000000.0,4509.49,0.0,7515.82,0.0,10522.1,0.0,13528.5,0.0
1460.25,643400000000000.0,4380.75,0.0,7301.26,0.0,10221.8,0.0,13142.3,0.0
1414.09,801000000000000.0,4242.27,0.0,7070.45,0.0,9898.63,0.0,12726.8,0.0
1365.51,966900000000000.0,4096.52,0.0,6827.54,0.0,9558.55,0.0,12289.6,0.0
1315.28,1138000000000000.0,3945.85,0.0,6576.41,0.0,9206.98,0.0,11837.5,0.0
1264.12,1313000000000000.0,3792.37,0.0,6320.62,0.0,8848.87,0.0,11377.1,0.0
1212.66,1489000000000000.0,3637.97,0.0,6063.28,0.0,8488.6,0.0,10913.9,0.0
1161.42,1664000000000000.0,3484.26,0.0,5807.11,0.0,8129.95,0.0,10452.8,0.0
1110.87,1836000000000000.0,3332.6,0.0,5554.34,0.0,7776.08,0.0,9997.81,0.0
1061.36,2005000000000000.0,3184.09,0.0,5306.81,0.0,7429.54,0.0,9552.27,0.0
1013.19,2169000000000000.0,3039.58,0.0,5065.97,0.0,7092.36,0.0,9118.75,0.0
966.581,2328000000000000.0,2899.74,0.0,4832.9,0.0,6766.07,0.0,8699.23,0.0
921.679,2481000000000000.0,2765.04,0.0,4608.4,0.0,6451.75,0.0,8295.11,0.0
878.593,2630000000000000.0,2635.78,0.0,4392.97,0.0,6150.15,0.0,7907.34,0.0
837.385,2770000000000000.0,2512.15,0.0,4186.92,0.0,5861.69,0.0,7536.46,0.0
798.078,2904000000000000.0,2394.23,0.0,3990.39,0.0,5586.55,0.0,7182.7,0.0
760.67,3032000000000000.0,2282.01,0.0,3803.35,0.0,5324.69,0.0,6846.03,0.0
725.134,3153000000000000.0,2175.4,0.0,3625.67,0.0,5075.94,0.0,6526.2,0.0
691.426,3268000000000000.0,2074.28,0.0,3457.13,0.0,4839.98,0.0,6222.84,0.0
659.491,3377000000000000.0,1978.47,0.0,3297.46,0.0,4616.44,0.0,5935.42,0.0
629.263,3480000000000000.0,1887.79,0.0,3146.32,0.0,4404.84,0.0,5663.37,0.0
600.671,3577000000000000.0,1802.01,0.0,3003.36,0.0,4204.7,0.0,5406.04,0.0
573.64,3671000000000000.0,1720.92,0.0,2868.2,0.0,4015.48,0.0,5162.76,0.0
548.094,3758000000000000.0,1644.28,0.0,2740.47,0.0,3836.66,0.0,4932.84,0.0
523.954,3840000000000000.0,1571.86,0.0,2619.77,0.0,3667.68,0.0,4715.59,0.0
501.146,3918000000000000.0,1503.44,0.0,2505.73,0.0,3508.02,0.0,4510.31,0.0
479.595,3991000000000000.0,1438.78,0.0,2397.97,0.0,3357.16,0.0,4316.35,0.0
459.228,4060000000000000.0,1377.69,0.0,2296.14,0.0,3214.6,0.0,4133.06,0.0
439.978,4126000000000000.0,1319.93,0.0,2199.89,0.0,3079.84,0.0,3959.8,0.0
421.776,4188000000000000.0,1265.33,0.0,2108.88,0.0,2952.44,0.0,3795.99,0.0
404.562,4248000000000000.0,1213.69,0.0,2022.81,0.0,2831.93,0.0,3641.06,0.0
388.274,4303000000000000.0,1164.82,0.0,1941.37,0.0,2717.92,0.0,3494.47,0.0
372.857,4356000000000000.0,1118.57,0.0,1864.28,0.0,2610.0,0.0,3355.71,0.0
358.256,4405000000000000.0,1074.77,0.0,1791.28,0.0,2507.79,0.0,3224.31,0.0
344.424,4453000000000000.0,1033.27,0.0,1722.12,0.0,2410.96,0.0,3099.81,0.0
331.311,4497000000000000.0,993.933,0.0,1656.56,0.0,2319.18,0.0,2981.8,0.0
318.875,4539000000000000.0,956.625,0.0,1594.37,0.0,2232.12,0.0,2869.87,0.0
307.074,4579000000000000.0,921.222,0.0,1535.37,0.0,2149.52,0.0,2763.67,0.0
295.87,4619000000000000.0,887.609,0.0,1479.35,0.0,2071.09,0.0,2662.83,0.0
285.226,4655000000000000.0,855.677,0.0,1426.13,0.0,1996.58,0.0,2567.03,0.0
275.108,4689000000000000.0,825.325,0.0,1375.54,0.0,1925.76,0.0,2475.98,0.0
265.487,4722000000000000.0,796.46,0.0,1327.43,0.0,1858.41,0.0,2389.38,0.0
256.331,4753000000000000.0,768.992,0.0,1281.65,0.0,1794.32,0.0,2306.98,0.0
247.613,4783000000000000.0,742.84,0.0,1238.07,0.0,1733.29,0.0,2228.52,0.0
239.308,4811000000000000.0,717.925,0.0,1196.54,0.0,1675.16,0.0,2153.78,0.0
231.392,4838000000000000.0,694.177,0.0,1156.96,0.0,1619.75,0.0,2082.53,0.0
