Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
1640.47,27930000000000.0,4921.4,1167000000.0,8202.34,52230.0,11483.3,2.366,14764.2,0.0001076
1626.79,74180000000000.0,4880.38,22010000000.0,8133.97,6999000.0,11387.6,2255.0,14641.1,0.7293
1606.9,140800000000000.0,4820.71,151700000000.0,8034.52,175600000.0,11248.3,206100.0,14462.1,242.8
1581.26,225500000000000.0,4743.77,630000000000.0,7906.29,1897000000.0,11068.8,5790000.0,14231.3,17760.0
1550.42,325500000000000.0,4651.27,1920000000000.0,7752.11,12250000000.0,10853.0,79290000.0,13953.8,515800.0
1515.04,437700000000000.0,4545.13,4744000000000.0,7575.22,55800000000.0,10605.3,666500000.0,13635.4,8004000.0
1475.81,559000000000000.0,4427.43,10060000000000.0,7379.06,197100000000.0,10330.7,3926000000.0,13282.3,78680000.0
1433.44,686300000000000.0,4300.31,18960000000000.0,7167.18,572900000000.0,10034.1,17620000000.0,12900.9,545500000.0
1388.62,816800000000000.0,4165.86,32580000000000.0,6943.1,1428000000000.0,9720.34,63790000000.0,12497.6,2869000000.0
1342.03,947700000000000.0,4026.1,51920000000000.0,6710.16,3141000000000.0,9394.22,193900000000.0,12078.3,12050000000.0
1294.29,1077000000000000.0,3882.88,77740000000000.0,6471.46,6230000000000.0,9060.05,509600000000.0,11648.6,42040000000.0
1245.96,1203000000000000.0,3737.89,110500000000000.0,6229.82,11320000000000.0,8721.75,1186000000000.0,11213.7,125400000000.0
1197.54,1324000000000000.0,3592.63,150200000000000.0,5987.71,19110000000000.0,8382.79,2490000000000.0,10777.9,327400000000.0
1149.45,1439000000000000.0,3448.35,196600000000000.0,5747.25,30280000000000.0,8046.15,4781000000000.0,10345.1,762500000000.0
1102.05,1547000000000000.0,3306.14,249100000000000.0,5510.23,45420000000000.0,7714.32,8504000000000.0,9918.42,1609000000000.0
1055.62,1649000000000000.0,3166.87,306700000000000.0,5278.11,64980000000000.0,7389.35,14160000000000.0,9500.6,3118000000000.0
1010.41,1743000000000000.0,3031.22,368600000000000.0,5052.04,89210000000000.0,7072.85,22240000000000.0,9093.67,5606000000000.0
966.581,1830000000000000.0,2899.74,433600000000000.0,4832.9,118100000000000.0,6766.07,33200000000000.0,8699.23,9442000000000.0
