,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
132,132,0.02,1820,500000.0,17.15,2.43,0.81,1.5079694063994111,,0.1819999999999999,63221.6,3.309718005013854,1820.0,0.0542112797547133,0.0161726065535515,0.0063667843957987,8.056122538706157e-05,1.098983390206202e-06,776128872175.7488,24316813608470.453,26026007545256.887,25517129784889.395,24709816529827.383,3.35729058126786,11.111797435439655,2605716498610.6,81639434744391.5,87377753469636.78,85669285683548.12,82958873091416.44,5.93424628944198e-05,0.001859252581631,0.0019899367777862,0.0019510282141507,0.0018893014074305,3.853209509173429e-05,0.0012072450953446,0.0012921006208424,0.0012668366125629,0.0012267563214823
133,133,0.02,1830,500000.0,17.15,2.43,0.81,1.5139788773686675,,0.183,63165.8,3.316363717896041,1830.0,0.054328471072813,0.0163047772791071,0.0064316324253369,8.577850840641536e-05,-4.012647262689406e-06,777687291846.6213,24156791911080.68,25946616961505.9,25470269378826.227,24681122544313.89,3.368476732042229,11.171089917463638,2619620585645.223,81371561599203.34,87400543422558.23,85795978263023.5,83137756488720.72,5.965836147436026e-05,0.0018531286790994,0.0019904306910438,0.0019538888617341,0.0018933514097231,3.8757433995994194e-05,0.0012038968334245,0.0012930959588101,0.0012693563269704,0.0012300277862158
134,134,0.02,1840,500000.0,17.15,2.43,0.81,1.5158783679339198,,0.1839999999999999,63378.7,3.3785574107917853,1840.0,0.0546376110521577,0.015996149617584,0.0063203771944023,9.60739876050395e-05,-2.340968249181121e-06,792271712830.6736,24397053206928.805,26299090801457.008,25847991189159.6,25064203568433.105,3.3677399923355424,11.378090526054647,2668162228359.8145,82162842363052.38,88568403465957.9,87049218914411.31,84409628871234.56,6.184033555474773e-05,0.0019042986546534,0.0020527611595978,0.0020175508258937,0.0019563727115114,3.9633005814382726e-05,0.0012204506811801,0.0013155991836728,0.0012930331456993,0.0012538245524522
135,135,0.02,1850,500000.0,17.15,2.43,0.81,1.517817603130994,,0.185,63498.0,3.427740383522944,1850.0,0.0549274954202473,0.0160483451086363,0.0062676338940964,8.760410791581966e-05,-1.2062914872663285e-06,803805119936.1301,24536348246722.75,26545866351642.938,26122878688919.33,25348133165264.48,3.368159090437959,11.54511288693182,2707328971985.512,82641880261171.69,89410220559392.4,87985538474541.97,85376086319928.27,6.308869820940882e-05,0.0019257979718036,0.0020835201337099,0.0020503208664522,0.0019895129848915,4.035895643470358e-05,0.0012319670345404,0.0013328646919946,0.0013116265333553,0.0012727266556839
136,136,0.02,1860,500000.0,17.15,2.43,0.81,1.519796999868974,,0.1859999999999999,63668.4,3.4738493280101217,1860.0,0.0553135859523763,0.0158359079196926,0.0061767935245156,9.520376956686704e-05,-1.542401101068218e-06,814617667418.3735,24647637850529.305,26765052541449.24,26371520244987.496,25607080187047.457,3.3627488726885097,11.681644098662307,2739345541136.3105,82883541010550.8,90003851217779.73,88680505328385.98,86109893926327.4,6.430723195048049e-05,0.0019457242675677,0.0021128763968554,0.0020818103229403,0.0020214641923758,4.105108180902911e-05,0.0012420700388292,0.0013487730569163,0.0013289417579614,0.0012904192797342
137,137,0.02,1870,500000.0,17.15,2.43,0.81,1.521816988780577,,0.187,63765.2,3.5118980889905798,1870.0,0.0556994885043877,0.0160684677224841,0.0063913338023219,7.556188070176739e-05,4.342324043768472e-07,823540101868.2909,24696439040756.89,26918796440042.363,26556484033076.758,25804625265908.9,3.3573454561316822,11.790647247283324,2764906779487.9385,82914422234073.47,90375638786600.62,89159231682636.66,86634983746386.98,6.538578183163367e-05,0.0019607982312868,0.0021372444975122,0.0021084783452107,0.0020487837739243,4.1650150806577264e-05,0.0012490107137459,0.0013614053872006,0.0013430816087289,0.0013050567074925
138,138,0.02,1880,500000.0,17.15,2.43,0.81,1.523878014455014,,0.1879999999999999,63897.0,3.549252728115589,1880.0,0.0560607399798527,0.0167521922714241,0.0062111413133651,9.32005792611266e-05,-5.3105854362121366e-06,832299764743.1056,24735610475856.0,27064226597082.266,26733968553675.93,25995289583992.504,3.3535426419238386,11.902510997350502,2791138828878.693,82951510717403.6,90760585222565.38,89653056315855.33,87175877249253.22,6.644466755225635e-05,0.0019747084937331,0.0021606080104528,0.0021342426468782,0.0020752719723116,4.22420717929212e-05,0.0012554171920081,0.0013736024583482,0.0013568407282952,0.0013193502334146
139,139,0.02,1890,500000.0,17.15,2.43,0.81,1.5259805356815233,,0.189,64049.1,3.5862836602087627,1890.0,0.0564336117632592,0.0162729854048669,0.0062228965365687,8.535220295249437e-05,-1.1804530073926405e-06,840983518318.9548,24767841477635.977,27204235507248.96,26906814514385.965,26181459914646.664,3.34910205453464,12.010833329819528,2816540415842.68,82950051951540.23,91109786481224.78,90113692944703.22,87684405685819.86,6.752049686186859e-05,0.0019885490337655,0.0021841611139637,0.0021602819144576,0.0021020449788833,4.283149313811542e-05,0.0012614321317684,0.0013855182665,0.0013703705436999,0.0013334280592342
140,140,0.02,1900,500000.0,17.15,2.43,0.81,1.5281250257039851,,0.1899999999999999,64249.4,3.62548090716545,1900.0,0.0564442640069727,0.0160220947767163,0.0062516488387417,7.477444403431255e-05,5.776029539105008e-07,850175272730.2982,24810233155427.617,27357651269866.79,27093193065215.586,26380403677063.68,3.366266690669226,12.204370110893969,2861924791004.636,83518097521343.08,92093410505164.14,91203171143526.1,88803725186734.45,6.864551671035883e-05,0.0020032472471109,0.0022089328725954,0.0021875797814284,0.0021300271832468,4.344833385615424e-05,0.0012679306582561,0.0013981168401617,0.0013846016642501,0.0013481744564743
141,141,0.02,1910,500000.0,17.15,2.43,0.81,1.5303119724869625,,0.191,64240.4,3.6529335287690903,1910.0,0.0569148159626592,0.0162959647594786,0.0063167492808748,0.0001024569931768,-4.803231181727695e-06,856612912496.3518,24768055621347.93,27419710363343.637,27189360323422.188,26492285685494.65,3.355937385777507,12.259055226183056,2874748450539.927,83120308463316.47,92019124077366.02,91246081305437.48,88906735019548.47,6.955555134529011e-05,0.0020111251410782,0.0022264351193265,0.0022077310771677,0.002151129769783,4.392503794522282e-05,0.0012700459765736,0.0014060164172017,0.0013942046243876,0.0013584603232279
142,142,0.02,1920,500000.0,17.15,2.43,0.81,1.532541878993534,,0.1919999999999999,64431.0,3.6922692858582495,1920.0,0.0572415652829931,0.015909562837549,0.0064539838733874,8.547922333342215e-05,2.265921223555212e-06,865837147533.7596,24804170562044.94,27568180907469.96,27371982988648.98,26688741492554.8,3.3543198921733306,12.38508302309761,2904301968916.39,83201329032693.45,92472726906056.4,91814614692284.9,89522798467947.69,7.068328448546055e-05,0.0020249076275564,0.002250549747582,0.0022345329788964,0.0021787560314898,4.454559309432784e-05,0.0012761250681451,0.001418327883659,0.001408233892332,0.001373082481057
143,143,0.02,1930,500000.0,17.15,2.43,0.81,1.534815263474804,,0.193,64454.5,3.7228647378143433,1930.0,0.0575007276785754,0.0163137276900587,0.0062941515182545,9.589271993046742e-05,-3.6807162046164474e-06,873011781017.4636,24781182647533.71,27648612084059.69,27487724541806.133,26820337716980.785,3.356515245474071,12.495929595628226,2930295490174.819,83178932211699.34,92803562404494.56,92263537573510.64,90023429655713.05,7.166447968495069e-05,0.0020342572678038,0.0022696410771294,0.0022564340136577,0.0022016490375673,4.506169606308881e-05,0.001279114606272,0.0014271208950308,0.0014188164646817,0.0013843683817226
144,144,0.02,1940,500000.0,17.15,2.43,0.81,1.5371326597720596,,0.1939999999999999,64478.1,3.754338876923496,1940.0,0.0578526786584916,0.0164502050807655,0.0063404897207383,7.874181377044694e-05,3.5454353353220444e-06,880392466638.5596,24760233623021.57,27733101331963.348,27608102011986.977,26956771069276.305,3.353393480163532,12.589749513455626,2952296260905.3447,83030634534495.64,92999809139982.48,92580638100967.38,90396473674710.28,7.266943714808175e-05,0.0020437615145776,0.002289148238466,0.0022788305329304,0.0022250683134686,4.558902553600496e-05,0.0012821496840235,0.0014360925527256,0.0014296197608671,0.0013958921403969
145,145,0.02,1950,500000.0,17.15,2.43,0.81,1.5394946176312805,,0.195,64792.8,3.801819362849578,1950.0,0.0582367942091422,0.0166095178378442,0.0062590845571571,8.894377681739263e-05,1.3939766934834768e-06,891526640588.2262,24840001482755.48,27932689641816.9,27843828961528.08,27206233316827.43,3.348409323680863,12.730008413508047,2985186972967.6377,83174237828600.6,93529791979837.2,93232250960723.95,91097326297872.1,7.397893861677906e-05,0.0020612249385177,0.0023178564030908,0.0023104827380613,0.0022575750099978,4.631162875901147e-05,0.001290349468731,0.001451003586476,0.0014463875911154,0.0014132667717799
146,146,0.02,1960,500000.0,17.15,2.43,0.81,1.5419017030307858,,0.1959999999999999,64869.5,3.832587743518336,1960.0,0.0582653250012071,0.0161837568656361,0.0062350506645872,8.653356775237886e-05,-5.427903101257529e-06,898741825855.05,24805773998787.37,28006380026190.37,27954824941605.92,27334219587598.133,3.3640098441082182,12.892936109832789,3023393517755.7886,83447341776374.11,94214273099431.28,94040840302541.34,91953105927203.3,7.498550531097903e-05,0.0020696416305754,0.0023366805658534,0.0023323791258206,0.0022805996217069,4.6831422325832427e-05,0.0012925732894995,0.0014593496965342,0.0014566632766194,0.0014243249224947
147,147,0.02,1970,500000.0,17.15,2.43,0.81,1.5443544985222362,,0.1969999999999998,64798.2,3.854644076892028,1970.0,0.0585802167156316,0.016152220610924,0.0063905285014419,8.02557170840814e-05,3.4866661094136847e-06,903914036031.1804,24711916678164.96,28014307571997.605,28000699372269.293,27398800337896.727,3.362998515268076,12.963143445099082,3039857137875.734,83106018172417.06,94211937685239.78,94166173396348.56,92141990782754.48,7.582750079183858e-05,0.0020730321764986,0.0023500629981645,0.0023489214341058,0.0022984293544542,4.724519851305536e-05,0.0012916265956264,0.0014642338426959,0.0014635225780491,0.001432062905746
148,148,0.02,1980,500000.0,17.15,2.43,0.81,1.5468536035854068,,0.1979999999999999,65070.9,3.896629538327679,1980.0,0.0587864157038893,0.0163111994209523,0.0063789459426084,9.897534771607464e-05,3.797922125005279e-07,913759626737.8412,24741892792957.75,28164527495025.457,28189431209765.414,27603496709282.73,3.3682461387957,13.12471642940012,3077746002694.328,83336207263252.9,94864403481090.4,94948284740724.08,92974726800613.12,7.706861956136795e-05,0.002086788983768,0.0023754619826976,0.0023775624201221,0.0023281433368268,4.7903519095037535e-05,0.0012970848122126,0.0014765152028846,0.001477820771154,0.0014471033661484
149,149,0.02,1990,500000.0,17.15,2.43,0.81,1.5493996349971195,,0.199,64973.3,3.915008237350591,1990.0,0.0594055797171449,0.015999929312556,0.0062298802285941,8.206215446754442e-05,-5.44341843779567e-06,918069431658.7136,24618270905074.33,28141719746929.688,28205583401961.664,27638773482370.05,3.3498922846724923,13.11483648649845,3075429156083.8857,82468433762189.11,94271590391240.5,94485526440003.78,92586777072518.44,7.782904410178007e-05,0.0020870060868041,0.002385705341835,0.0023911193628803,0.0023430682322054,4.827218784025709e-05,0.0012944312885845,0.001479694601439,0.0014830525591768,0.0014532496336412
150,150,0.02,2000,500000.0,17.15,2.43,0.81,1.551993227214839,,0.1999999999999999,65126.8,3.94586112869718,2000.0,0.0596952311498397,0.0163052624357151,0.0063180935800209,9.122532831401372e-05,-6.264554012996374e-07,925304434679.4888,24570066937629.84,28206621252235.78,28310136780866.85,27760676515880.29,3.350378302794557,13.220126060513705,3100119561190.463,82319010131502.83,94502841466912.48,94849657609977.1,93008758061957.78,7.886325710549176e-05,0.0020940951252142,0.0024040369207381,0.0024128595000351,0.0023660292628474,4.879448380184296e-05,0.0012956640952592,0.0014874321058167,0.0014928908355015,0.0014639159068241
151,151,0.02,2010,500000.0,17.15,2.43,0.81,1.5546350327754337,,0.201,65236.3,3.969940518426663,2010.0,0.0595886000543714,0.0161070264108447,0.006201260676809,0.0001040000304008,1.609389129624243e-07,930951051571.0524,24476313807384.727,28220919089112.844,28363657536868.938,27833590118821.137,3.3733682408454806,13.392191140278706,3140468822395.3564,82568358744036.55,95200404349010.66,95681918005586.5,93893789405981.31,7.976522228740365e-05,0.0020971656977318,0.0024180088528812,0.0024302388879566,0.0023848219507755,4.923166283639275e-05,0.0012943855928937,0.0014924122714976,0.0014999607361799,0.001471929079347
152,152,0.02,2020,500000.0,17.15,2.43,0.81,1.5573257227094102,,0.2019999999999999,65202.4,3.9791942543899097,2020.0,0.0602140220591308,0.015892201782829,0.0062890071567983,9.164325909138207e-05,-1.6185802762495455e-06,933121052654.4338,24289108314356.387,28128501324416.094,28310207212773.12,27801749601232.363,3.354745883873296,13.349200667754886,3130387556588.5205,81483878443850.84,94364080931356.84,94973658702915.6,93267910691237.92,8.037609760909281e-05,0.0020921870052753,0.0024229001817259,0.0024385517525239,0.0023947548212479,4.948432948440272e-05,0.0012880753630955,0.0014916821600801,0.0015013182025026,0.0014743541940208
153,153,0.02,2030,500000.0,17.15,2.43,0.81,1.5600659869712787,,0.203,64825.6,3.958942713108508,2030.0,0.0604117969641719,0.0162794810720054,0.006391209218328,8.952673022120578e-05,-4.806622647314743e-06,928372066223.945,23922476907202.887,27828033426657.566,28047170346527.457,27564029556770.625,3.360323172951392,13.303317268788875,3119627899530.991,80387195070552.3,93511117606096.28,94247487940701.42,92623979929245.12,8.036895026020039e-05,0.0020709631694066,0.0024090662738302,0.0024280369051686,0.0023862115212376,4.936757542947706e-05,0.0012721135481594,0.0014797973670537,0.0014914503010601,0.0014657585657644
154,154,0.02,2040,500000.0,17.15,2.43,0.81,1.5578150440698002,,0.204,62342.9,3.8135626062707537,2040.0,0.0605971302869647,0.0162084854260925,0.0062849494437207,8.64335592122227e-05,4.496467384849309e-06,894280431170.4918,22809905388423.07,26654718011126.285,26902635678913.445,26459131204782.58,3.3666448807171934,12.838923098611913,3010727466624.493,76792923416814.44,89737054322201.8,90571705854150.62,89078582382703.34,7.782531934843624e-05,0.0019850464231204,0.0023196436699875,0.002341218861611,0.0023026226046332,4.768274954520933e-05,0.0012162169358469,0.0014212211279845,0.0014344400195636,0.0014107925013746
155,155,0.02,2050,500000.0,17.15,2.43,0.81,1.5606069692808129,,0.205,64125.4,3.97614484993504,2050.0,0.0610011654304343,0.0160886188578592,0.006420943377363,9.003836086718056e-05,-1.993456173579301e-06,932405967309.7668,23538280493509.188,27633208081564.52,27930093087589.344,27490508706963.617,3.36063785140106,13.362285984854566,3133456063448.3955,79103062744590.88,92864531600475.28,93862247354010.69,92384974158470.02,8.156547874025666e-05,0.0020590935541896,0.0024173116918213,0.0024432827478808,0.0024048285640708,4.984528853361312e-05,0.0012583278356413,0.0014772376821107,0.0014931087933063,0.00146960914717
156,156,0.02,2060,500000.0,17.15,2.43,0.81,1.5634497295942005,,0.206,64940.1,4.077395560718145,2060.0,0.0612434259281598,0.016325725135391,0.0062965604819806,8.663551943570932e-05,5.554484875817031e-06,956149258988.4048,23895458208962.41,28174984040155.1,28518804826887.47,28091435792321.85,3.36373509761871,13.715159211785538,3216204835163.709,80377292046878.28,94772358027530.56,95928870011745.62,94491326299351.4,8.407576467434084e-05,0.0021011666351002,0.0024774723251572,0.0025077050480126,0.0024701257913835,5.124442664446447e-05,0.0012806672638333,0.0015100266922574,0.001528453626043,0.0015055489582455
157,157,0.02,2070,500000.0,17.15,2.43,0.81,1.566344075009539,,0.207,65323.9,4.146613297607482,2070.0,0.0614474374930522,0.0162971679622212,0.0062127060693521,9.488446833693048e-05,-2.40599331464043e-06,972380818288.9543,24055816560127.59,28488642360743.93,28878344019238.0,28467526536101.68,3.368772011599824,13.968971084519357,3275723719319.7896,81038423847434.75,95971577963167.94,97284391772508.16,95900443684979.12,8.592454525798991e-05,0.0021256950567738,0.0025174022294801,0.002551838262321,0.0025155363271546,5.22437094780337e-05,0.0012924618297547,0.0015306270207358,0.0015515647643096,0.0015294925176818
158,158,0.02,2080,500000.0,17.15,2.43,0.81,1.5692907762790194,,0.208,65306.4,4.181660796090051,2080.0,0.061957883156674,0.0162783408069196,0.0064465423209407,8.999044490832665e-05,-1.015892600589441e-06,980599456683.117,24011774798493.4,28563399730949.44,28996777815803.95,28606495840681.52,3.357158606548345,14.038487738712892,3292025374728.1733,80611274450708.89,95891789519087.95,97346707368031.02,96036469883555.95,8.709553207554236e-05,0.0021326937190305,0.0025369629571978,0.0025754550190004,0.0025407906960181,5.281495670652927e-05,0.0012932710066135,0.0015384209219165,0.0015617626080996,0.001540742072672
159,159,0.02,2090,500000.0,17.15,2.43,0.81,1.5722906254273268,,0.209,65562.6,4.21694975534494,2090.0,0.0622357550343622,0.0164119453136808,0.0062507352786057,9.366764420409864e-05,6.434904783450077e-06,988874717628.3884,23964958836857.26,28637013756015.95,29114772536571.1,28744740954824.96,3.358302879965332,14.161737324882262,3320927402684.8896,80481265307707.53,96171377443543.78,97775829653651.88,96533156544740.05,8.827928225278511e-05,0.0021394109158833,0.0025564967686778,0.0025991474720333,0.0025661138411142,5.338833285436412e-05,0.0012938435743323,0.0015460830326695,0.0015718767397445,0.0015518991137614
160,160,0.02,2100,500000.0,17.15,2.43,0.81,1.5753444362910587,,0.21,65212.3,4.195072614807652,2100.0,0.0624905150120411,0.0163274247327658,0.0063504720609789,9.379134236795172e-05,1.09073517193888e-06,983744528172.3944,23592474110308.89,28321884246380.51,28837676615729.074,28492527770969.613,3.3606175343690743,14.098012574482732,3305983948716.2007,79285158377537.03,95178872191423.16,96912250365434.05,95752338916866.6,8.826466438218224e-05,0.002116791249818,0.0025411288562101,0.0025874073757522,0.0025564395318942,5.3236674017782325e-05,0.0012767388458229,0.0015326773120608,0.0015605901181213,0.0015419119186397
161,161,0.02,2110,500000.0,17.15,2.43,0.81,1.5784530450786916,,0.211,64934.2,4.1537928242037845,2110.0,0.0627706477894662,0.0162912022834515,0.0064531872017091,7.96268793100011e-05,-2.7160969825111378e-06,974064417275.7876,23114607727631.742,27878270672728.98,28429101125550.97,28110085658019.68,3.361562562822803,13.963213176070257,3274373489788.4736,77701081599809.86,93714408218739.02,95566056426085.23,94493667607450.1,8.781889218467268e-05,0.0020839476403428,0.0025134260148323,0.0025630873301318,0.0025343257980899,5.283462431185486e-05,0.0012537688408953,0.0015121566205828,0.001542034439255,0.0015247305915035
162,162,0.02,2120,500000.0,17.15,2.43,0.81,1.5762260242817332,,0.212,65100.4,4.210997739963274,2120.0,0.0632135041008495,0.0165303129839321,0.0064545120928757,9.458127817253384e-05,-8.189727634000742e-07,987478970021.3876,23183837074241.99,28095007043331.81,28693904544003.75,28393730687952.85,3.353735900393924,14.122568116222933,3311742223254.278,77752432676264.66,94223192506077.42,96231735675694.23,95225032278882.42,8.947707815549309e-05,0.0021007252456132,0.0025457343571993,0.0026000014353869,0.002572802193283,5.368338199034428e-05,0.0012603678857398,0.001527359104261,0.0015599176136346,0.0015435989392455
163,163,0.02,2130,500000.0,17.15,2.43,0.81,1.5793903381641194,,0.213,65823.4,4.317130000469168,2130.0,0.0634707792514745,0.0161480282289583,0.0062978365476937,0.0001137606322907,2.1500863802335576e-06,1012366985110.02,23512776010205.77,28631692488005.387,29287038738580.945,29003267082809.03,3.355952447869419,14.488067786334522,3397451895895.446,78907675387060.47,96086497640475.56,98285806185927.52,97333483002651.34,9.218910482688564e-05,0.0021411422974647,0.0026072858350482,0.0026669635853905,0.002641122506705,5.515934209333479e-05,0.0012811058386795,0.0015600126672299,0.0015957195487825,0.0015802581024223
164,164,0.02,2140,500000.0,17.15,2.43,0.81,1.5826110186001665,,0.214,65877.2,4.362368497417928,2140.0,0.0636770635244829,0.0157636482765441,0.006303451466482,0.0001041732906793,1.0801658491258032e-06,1022975412644.5044,23501109490482.293,28758513529139.51,29462514774190.605,29199988334038.188,3.360765444171695,14.660787871141356,3437954755782.6475,78981127151537.67,96649897089074.44,99015862486271.56,98133579283484.2,9.359950227944786e-05,0.002150288388298,0.0026313267350831,0.0026957409578751,0.0026717204938154,5.585878323456361e-05,0.0012832599538311,0.0015703364455453,0.0016087778904305,0.0015944428366917
165,165,0.02,2150,500000.0,17.15,2.43,0.81,1.5858889725268213,,0.215,66093.7,4.3938666665870185,2150.0,0.0637885623902547,0.0158553958484081,0.0064134561192592,8.203306989265508e-05,3.271444312652165e-07,1030361733314.656,23410881272477.1,28791705928933.3,29542879818473.312,29302851507409.41,3.370627863136828,14.810160291771808,3472982588420.4893,78909746363865.47,97046590676880.31,99578530436382.12,98769480451217.0,9.474071461130946e-05,0.0021526067493789,0.0026473681100429,0.0027164377860521,0.0026943674266998,5.767455728289545e-05,0.0013104254256889,0.0016116173953088,0.0016536643969791,0.0016402287984622
166,166,0.02,2160,500000.0,17.15,2.43,0.81,1.5892251316496036,,0.216,66206.3,4.384565847853187,2160.0,0.0642557239514644,0.0158369250193708,0.0062634323447443,8.568114094302301e-05,8.388131220760666e-07,1028180691321.5724,23101959637525.89,28557426346460.1,29348257503510.637,29133079324465.938,3.361594070981908,14.739186396538098,3456339209988.1846,77659704754922.27,95998838774875.52,98657302175000.95,97933957743770.6,9.500835759430423e-05,0.0021347213198003,0.0026388301173114,0.0027119063479778,0.0026920229504838,5.764734164185157e-05,0.0012952650940262,0.0016011385225395,0.0016454783105518,0.0016334138455157
167,167,0.02,2170,500000.0,17.15,2.43,0.81,1.5870146840822026,,0.217,66538.6,4.412379502770543,2170.0,0.0646465088186686,0.0160120384245761,0.0064314988587272,7.973061564677183e-05,-2.7039690383356592e-06,1034702993399.6926,22987496359345.28,28565270411088.7,29401504616746.89,29209457908217.0,3.35674503801064,14.811186883059907,3473223324077.5493,77162924072632.22,95886031144447.08,98693047424491.4,98048397595861.1,9.607887201599832e-05,0.0021345378671621,0.0026524703005949,0.0027301200607032,0.0027122872804294,5.812285099425303e-05,0.0012912872912787,0.0016046101792544,0.0016515843510137,0.0016407964222118
168,168,0.02,2180,500000.0,17.15,2.43,0.81,1.5904092771148983,,0.218,66756.7,4.501406230412446,2180.0,0.0646966980654724,0.0159191916079511,0.0062711822498202,8.40613643063359e-05,8.958676984695327e-07,1055579761031.7184,23185027689188.258,28964812027568.08,29859119820607.49,29688188982340.844,3.369871969354422,15.16915412194761,3557166641596.715,78130530846733.89,97607653090924.05,100621354154698.23,100045339439042.8,9.8476481965865e-05,0.002162962994744,0.0027021669935103,0.0027855981926525,0.0027696518205892,5.943077786401591e-05,0.0013053530213769,0.0016307638446959,0.0016811147606118,0.0016714910892852
169,169,0.02,2190,500000.0,17.15,2.43,0.81,1.5938638443057251,,0.219,66734.6,4.546376464085925,2190.0,0.0650078144366034,0.0161380397746313,0.0062090081424155,9.696214599012283e-05,-7.028494544241989e-07,1066125280828.1492,23147714309449.8,29075603925896.52,30020458941655.707,29873060839159.773,3.3689564443426554,15.3167980107051,3591789133510.3447,77984933119399.03,97956065867009.16,101139293991672.34,100642707978409.72,9.993897255320632e-05,0.0021698751794396,0.0027255577135002,0.0028141287671885,0.0028003116153166,6.015897261159415e-05,0.001306171738167,0.001640668776642,0.0016939847499495,0.0016856674174834
170,170,0.02,2200,500000.0,17.15,2.43,0.81,1.5973793955693123,,0.22,66798.0,4.55815399382395,2200.0,0.065617507940351,0.0166367342212465,0.00625954020335,8.705570124919219e-05,1.1864046315519796e-06,1068887111551.7164,22945464675929.883,28971888379206.773,29960911723036.586,29838165347925.555,3.352794097317698,15.28259721440005,3583769046776.8115,76931647112979.16,97137064969700.0,100453066451850.4,100041521907087.06,0.0001006817653316,0.0021613039066152,0.0027289512947492,0.0028221104461084,0.0028105485874232,6.044784262400277e-05,0.0012976148956007,0.0016384219908162,0.0016943533672854,0.0016874117983534
171,171,0.02,2210,500000.0,17.15,2.43,0.81,1.6009569683792826,,0.221,67043.1,4.527961930922637,2210.0,0.0657667035583017,0.0168196791995399,0.0062564731366225,8.348998117614264e-05,2.6223962914096767e-06,1061807072801.358,22540828919769.797,28602134985671.023,29626051592877.773,29528861666793.93,3.360452206419427,15.215861194153073,3568119450028.8955,75746688968845.17,96115232954204.72,99556024464232.12,99229425334795.44,0.0001004958054122,0.0021333995741576,0.0027070780234222,0.0028039876473567,0.0027947890084044,6.017540593483544e-05,0.0012774481966636,0.0016209583901384,0.0016789864435017,0.00167347843418
172,172,0.02,2220,500000.0,17.15,2.43,0.81,1.598759473979193,,0.222,67065.0,4.609922578771124,2220.0,0.0661519732325814,0.0163210654785777,0.006384287555219,8.99046045697241e-05,-3.916396169973772e-06,1081026844721.8284,22691616493299.664,28938792098844.76,30023437110684.312,29949679238017.324,3.355962157674658,15.470749172650551,3627890680986.553,76152321669445.7,97117638370415.8,100757671501733.52,100510142497061.28,0.0001027816884802,0.0021574696955175,0.0027514376067733,0.0028545633027381,0.002847550564129,6.133416044764475e-05,0.001287452993061,0.0016418986507298,0.0017034380949256,0.0016992532985734
173,173,0.02,2230,500000.0,17.15,2.43,0.81,1.6023986443879417,,0.223,67329.4,4.688257442578622,2230.0,0.0664754550418365,0.0168719252887723,0.0062862547390502,0.0001027202502028,2.7152390831285354e-06,1099396370284.6868,22815612563508.664,29246392205787.99,30392379710336.105,30342987850500.074,3.354634481377992,15.727369591716116,3688068169257.428,76537940939169.05,98110827973585.52,101955192164815.5,101789500744500.48,0.0001050265669156,0.0021796010287009,0.0027939406123805,0.0029034180825488,0.0028986996228446,6.238559408286444e-05,0.0012946791372162,0.0016595957580485,0.0017246251807528,0.0017218224240747
174,174,0.02,2240,500000.0,17.15,2.43,0.81,1.6061018261539863,,0.224,67330.4,4.697677770505729,2240.0,0.066678849718346,0.0161782070759314,0.0063492813584289,8.989567422625351e-05,2.648401740189382e-06,1101605437183.5938,22599336435788.85,29120641237218.49,30312092661510.867,30288108863726.125,3.3595266173260057,15.7820505618517,3700890856754.224,75923442968613.9,97832046992412.05,101834779307989.34,101754204707560.08,0.0001057371937659,0.0021691890172602,0.0027951340662956,0.0029094950941744,0.0029071930181424,6.237962350343402e-05,0.0012797123640711,0.0016489884447197,0.0017164556963884,0.0017150975873726
175,175,0.02,2250,500000.0,17.15,2.43,0.81,1.609870143718051,,0.225,67472.1,4.647686998742882,2250.0,0.0667661375589432,0.0164747772460599,0.0063330070544325,8.852717406662829e-05,-2.742933667696818e-06,1089882601205.206,22099512319662.023,28628197731533.8,29850086111657.426,29851179443379.32,3.370049285736098,15.662761673813886,3672917612509.357,74475625115031.38,96477374302769.66,100595152994634.12,100598837535825.28,0.0001051025729579,0.0021311612859438,0.0027607535319911,0.0028785860512702,0.0028786914864583,6.148427757811634e-05,0.0012467145987104,0.0016150217041178,0.0016839529121671,0.0016840145910222
176,176,0.02,2260,500000.0,17.15,2.43,0.81,1.6076841543385003,,0.226,67615.8,4.746905370367259,2260.0,0.0674640823446679,0.0155430130338524,0.0063217652463982,7.51613357399739e-05,-6.9736491523537904e-06,1113149309351.1218,22306423199091.773,29052899074480.508,30344908539475.84,30371377010840.074,3.3499590519315703,15.90183668299794,3728980702163.016,74725125322300.33,97325398381444.34,101653549440342.23,101742217167217.58,0.0001078274177629,0.0021607559676696,0.0028142667469809,0.0029394198088079,0.0029419837298339,6.262760473673051e-05,0.0012549959322323,0.0016345637233097,0.0017072542935774,0.0017087434531615
