sep=	
DetectorAtFocus_RN	DetectorAtFocus_RS	DetectorAtFocus_RO	DetectorAtFocus_OX	DetectorAtFocus_OY	DetectorAtFocus_OZ	DetectorAtFocus_DX	DetectorAtFocus_DY	DetectorAtFocus_DZ	DetectorAtFocus_EN	DetectorAtFocus_PL	DetectorAtFocus_S0	DetectorAtFocus_S1	DetectorAtFocus_S2	DetectorAtFocus_S3
2166	2	1	0.00709107634503216	-0.000251482905578284	0	-2.9765277970733e-05	4.69480164152029e-05	0.999999998454956	10002.6256810148	1000.03500480213	4.45422e+13	4.37162e+13	6.26182e+11	-6.91601e+12
20353	2	1	0.0076414563617556	-0.00294507485072949	0	-1.84153448229302e-05	5.92186657311269e-05	0.999999998077012	10003.1520614509	1000.02180958271	4.3295e+13	3.70671e+13	1.37522e+12	-2.20576e+13
52372	2	1	0.000336546093025074	-0.00520656631447165	0	3.05206665846994e-05	-1.39306473131847e-05	0.999999999437213	9999.77545841669	999.963116516252	4.13884e+13	4.09927e+13	-3.66857e+11	1.9954e+12
54606	2	1	0.00406963031853901	0.00202960250665453	0	0.000140125961999553	5.7703493278304e-06	0.999999990165709	10000.1867606036	999.834240802801	4.73355e+13	4.54675e+13	-2.59952e+11	-1.23034e+13
74045	2	1	0.00194901936288997	0.00221533538540181	0	-4.32234814979598e-05	-1.49175577467016e-05	0.999999998954599	9999.39112734273	1000.05250365941	4.61783e+13	4.52276e+13	-3.13431e+11	8.33223e+12
105707	2	1	-0.000917073920751776	0.00421172880068798	0	-3.51227774706856e-06	1.59317665212342e-05	0.999999999866921	10000.5644481857	1000.00406015339	4.82668e+13	4.78418e+13	-8.3606e+10	-1.49865e+12
113449	2	1	-0.000413670429626275	-0.00385248989213649	0	6.02994031575165e-05	5.20398441918505e-05	0.999999996827918	10002.4458649796	999.930798438473	4.63769e+13	4.16137e+13	-6.12006e+11	-1.97782e+13
121608	2	1	0.00653993725892932	0.000519734234975433	0	3.15946270597165e-05	5.00316799991253e-05	0.999999998249305	10002.5711585122	999.964319026563	4.59726e+13	4.34446e+13	3.72025e+11	-1.37163e+13
139772	2	1	0.00843561619801185	0.00351532910028088	0	1.44045738363215e-06	4.76616955013115e-05	0.999999998863144	10002.5187491817	999.999211196772	4.46921e+13	4.00157e+13	8.69686e+11	-1.96282e+13
148141	2	1	-0.00207056828374675	0.00387843434100934	0	5.94338163244864e-05	4.64313261673964e-06	0.999999998223031	10000.1121634945	999.928976068701	4.77359e+13	4.70191e+13	-1.57738e+11	-6.07e+12
158521	2	1	-0.00208505203811864	0.00657053144578723	0	-0.000105228013364915	-2.52871677551664e-05	0.999999994143812	9998.40295075563	1000.12795428949	4.81373e+13	4.5906e+13	1.30919e+12	1.35184e+13
160481	2	1	-0.00479704618883507	0.00702081489361057	0	6.37403564387055e-06	-3.32443701322813e-05	0.999999999427092	9998.59125619696	999.991653469854	4.53352e+13	4.50121e+13	-1.2596e+11	1.79418e+12
164781	2	1	0.000384161511033969	-0.00282773892832978	0	2.41328354173781e-05	-8.06360733324657e-06	0.999999999676292	9999.79916521876	999.970994194011	4.5515e+13	4.43559e+13	-5.17023e+11	8.95948e+12
179335	2	1	-0.00649829119026256	0.00342450052082802	0	0.000113456307401702	3.65335201580627e-05	0.999999992896484	10002.457779863	999.867812467226	2.37058e+13	2.32897e+13	9.91904e+11	-4.08747e+12
185104	2	1	-0.0078851221063727	-0.00101410327196416	0	-0.000122428086254258	3.51099389195086e-05	0.999999991889328	10001.8451790081	1000.14113781	4.64226e+13	4.56556e+13	1.91126e+11	-6.18538e+12
188488	2	1	-0.00761778957306972	-0.00423451823747766	0	2.97276543974516e-05	5.71386922097899e-06	0.999999999541809	10000.5609002637	999.963814974684	4.48424e+13	4.4257e+13	-3.65738e+11	4.38102e+12
198793	2	1	-0.00177344885307407	0.00717830140745027	0	1.3016982768925e-05	2.25475545245993e-05	0.999999999661083	10001.1561117018	999.984506809379	4.64468e+13	4.43054e+13	1.80219e+11	-1.27995e+13
