sep=	
DetectorAtFocus_RN	DetectorAtFocus_RS	DetectorAtFocus_RO	DetectorAtFocus_OX	DetectorAtFocus_OY	DetectorAtFocus_OZ	DetectorAtFocus_DX	DetectorAtFocus_DY	DetectorAtFocus_DZ	DetectorAtFocus_EN	DetectorAtFocus_PL	DetectorAtFocus_S0	DetectorAtFocus_S1	DetectorAtFocus_S2	DetectorAtFocus_S3
0	2	1	0.0811760164509403	-0.00592656167439742	0	-0.000742622574194271	0.000490179063230803	0.999999604118021	3000.08862333394	2.00008928298757	4.90628e+13	4.35416e+13	4.20512e+10	-2.26111e+13
34	2	1	0.170209983331921	-0.0223699603699065	0	-0.000699065314217357	0.000334822315706526	0.999999699600807	2999.79720309688	2.45081399587548	5.07671e+13	4.71611e+13	3.49497e+10	-1.87763e+13
47	2	1	0.0163868917049956	0.00107506520863729	0	0.000478847054387062	0.000152913071369221	0.999999873661538	3000.13842374441	-0.855112177872797	5.28842e+13	5.23401e+13	1.36682e+10	-7.5173e+12
62	2	1	0.022798015399787	-0.0192864890027949	0	-0.000342055706795955	0.000537852271826136	0.999999796856393	2999.76369590607	0.708844623392906	4.79223e+13	4.13321e+13	4.46943e+10	-2.42428e+13
76	2	1	-0.0228902137219449	-0.00723186784956986	0	0.00112542382214596	-0.00018449376978831	0.999999349691424	2999.9837129021	-2.22551667940684	5.28468e+13	5.22387e+13	-1.43216e+10	7.95384e+12
84	2	1	0.0375337584494673	0.0155411515107894	0	-0.000889394223849538	0.000257692935912098	0.999999571286041	3000.29242815934	2.11766360037427	5.23872e+13	5.10423e+13	2.20421e+10	-1.17941e+13
96	2	1	0.0589723907249531	-0.0169360646557907	0	-0.000412337783853053	0.000357377692501021	0.999999851129358	2999.89418361871	1.14903923930433	5.03059e+13	4.61379e+13	3.70744e+10	-2.00494e+13
107	2	1	0.0216507583734342	0.0146649564876185	0	-0.000415368221182678	-0.000483374212051562	0.999999796909286	3000.14796990221	1.09314211897185	4.89589e+13	4.33349e+13	-4.24523e+10	2.27808e+13
146	2	1	-0.00831617663890083	-0.0144037953579856	0	0.000442401827636043	-0.000429359464944996	0.999999809965519	2999.83303945825	-0.862860824899826	5.12449e+13	4.82517e+13	-3.1591e+10	1.7257e+13
158	2	1	-0.026247833752201	0.00452837528198113	0	0.000959753557764064	-0.000150409920198481	0.999999528124871	3000.15052068182	-1.9519312692114	5.28461e+13	5.22379e+13	-1.44332e+10	7.99324e+12
