,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,0.02,600,100000.0,17.15,2.43,0.81,1.18413280440169,,288.0,0.0098096175220795,600.0,0.0495758829397345,0.0004168143192831,0.0005372328355345,-1.0633389936382716e-05,-5.851236573118699e-06,316850645963.1704,171668306636.39264,113791563256.12312,12.10265888212968,0.1187224546338913,3834735284674.691,2077642956093.0984,1377180473753.14,8.248321798040178e-06,4.468904998938177e-06,2.962245599296163e-06,4.707578702846982e-06,2.5505457368366e-06,1.690647459845975e-06
11,11,0.02,610,100000.0,17.15,2.43,0.81,1.184814908884,,318.0,0.0114400518304291,610.0,0.050309990178107,0.000397314107429,0.0003100296743922,2.2931112087804177e-06,-5.142159866941366e-07,369513674122.8625,200200907032.51065,132704601232.97849,12.124828445413788,0.1387086658505957,4480289906974.243,2427401652385.4263,1609020523866.911,9.782105581113472e-06,5.299902404628044e-06,3.513078165353446e-06,5.5741488857072114e-06,3.02004970587852e-06,2.001861519325191e-06
12,12,0.02,620,100000.0,17.15,2.43,0.81,1.18564428721044,,339.0,0.0125035484285009,620.0,0.0486249229250006,0.0003417650886626,0.0001898050101499,-9.470663101671072e-07,-6.331717795212757e-06,403864614240.58105,218812097498.76685,145041161770.61118,12.750662884469586,0.1594285308714552,5149541547148.003,2789999290250.467,1849370958108.8809,1.0870355938081309e-05,5.889511731158604e-06,3.903904918939417e-06,6.1833647592438e-06,3.350120225596487e-06,2.2206511209668143e-06
13,13,0.02,630,100000.0,17.15,2.43,0.81,1.18623535979449,,317.0,0.0122942368663,630.0,0.0507240275805997,0.0003183632671167,0.0004758765070822,1.1432607890062858e-05,-2.5347204909130533e-06,397103850781.49225,215149145160.2512,142613147649.0808,12.420149385790364,0.152696258463738,4932089148378.739,2672184523115.416,1771276598179.3616,1.0864785854306313e-05,5.886493883912088e-06,3.901904517336013e-06,6.168450194348447e-06,3.342039578981357e-06,2.215294806639071e-06
14,14,0.02,640,100000.0,17.15,2.43,0.81,1.18691311580508,,357.0,0.014038592639826,640.0,0.0540516104223343,0.0002840303396276,0.0004680158164644,-4.893625535329137e-06,-1.4115788207079247e-05,453446542266.3805,245675371196.95532,162847674621.98184,11.840535277290272,0.1662244513953676,5369049780070.374,2908927899418.933,1928203636186.264,1.2609760632016976e-05,6.831913655117558e-06,4.528582765677924e-06,7.149853079866738e-06,3.87375940859653e-06,2.567749093698271e-06
15,15,0.02,650,100000.0,17.15,2.43,0.81,1.18740617352132,,364.0,0.014329224526324,650.0,0.0427128940597185,0.000361336933895,0.0003977870382099,-9.600076529489068e-06,-1.7695226172909868e-05,462833952200.26697,250761429210.67096,166219004505.35904,15.217887111353534,0.2180605212348377,7043354835885.26,3816059121609.661,2529502046324.118,1.30743287925955e-05,7.083614670910875e-06,4.695424581860924e-06,7.423623164885486e-06,4.022086854040124e-06,2.6660690003923105e-06
16,16,0.02,660,100000.0,17.15,2.43,0.81,1.18810554884438,,371.0,0.014601476226359,660.0,0.0418890568041661,0.0002093221600567,0.0004938990124743,4.091559983506714e-06,1.0259671560511544e-05,471627682111.3983,255525833961.284,169377124225.76535,15.755905010837086,0.2300594724405096,7430920959828.462,4026040767708.919,2668689880309.912,1.3531194002814528e-05,7.331142261586819e-06,4.8595000133946925e-06,7.690639236450418e-06,4.166755004268804e-06,2.761963317115321e-06
17,17,0.02,670,100000.0,17.15,2.43,0.81,1.18943277689967,,393.0,0.0154049466401055,670.0,0.0455772236041411,0.0002986527808545,0.0003721502575914,2.2253383008473283e-05,-2.2027918714734907e-06,497579776475.4081,269586566201.8465,178697381025.22397,14.700325009247017,0.2264577223596588,7314584432216.981,3963010141294.031,2626909579372.043,1.449634297162675e-05,7.854055789581057e-06,5.206116980522301e-06,8.24499665241201e-06,4.467103449449232e-06,2.961051429349205e-06
18,18,0.02,680,100000.0,17.15,2.43,0.81,1.19165789569026,,403.0,0.0153335072787114,680.0,0.0542388576131998,0.0003677076168348,0.0004020369547902,1.788285454366739e-06,3.7299807533276377e-06,495272285102.37823,268336377377.4495,177868684433.05225,12.537137209809382,0.1922382846608156,6209296594544.347,3364169981564.274,2229964102065.462,1.4647175105115226e-05,7.935775985743543e-06,5.260285796264292e-06,8.335237071957977e-06,4.515995317624291e-06,2.993459753396673e-06
19,19,0.02,690,100000.0,17.15,2.43,0.81,1.1933953170949,,413.0,0.0152353825774377,690.0,0.0504707593227067,0.0004027407799422,0.0004884869924151,1.885797961645397e-06,4.646997990642461e-06,492102857251.239,266619195105.1605,176730437898.2778,13.671282327816492,0.2082872165884478,6727677095806.866,3645026290297.838,2416131712425.996,1.4773447943226286e-05,8.004190062119505e-06,5.305634555462072e-06,8.407530637527319e-06,4.555163658103037e-06,3.01942276765687e-06
20,20,0.02,700,100000.0,17.15,2.43,0.81,1.19462031821519,,425.0,0.0152205912343583,700.0,0.0606315721336159,0.0003363161457428,0.0003623051783434,-6.156248760458699e-06,-5.083064645629952e-06,491625096869.7739,266360346601.2707,176558858318.55658,11.545140186327108,0.1757238595194484,5675880662478.184,3075167541590.347,2038396770425.6016,1.497521062527747e-05,8.113504208741663e-06,5.378094218365902e-06,8.523452981578665e-06,4.617969881660266e-06,3.0610543215576628e-06
21,21,0.02,710,100000.0,17.15,2.43,0.81,1.19557065892945,,449.0,0.0155426574638305,710.0,0.0504842043714006,0.0003651439849732,0.0004253456603912,-6.929635641272777e-06,-2.1902686606738656e-05,502027836081.7266,271996505617.0345,180294826580.4344,14.063804883933468,0.218588901949125,7060421532956.736,3825305784109.687,2535631262609.8496,1.5514540539346127e-05,8.405710818531182e-06,5.571785456854956e-06,8.824644284280641e-06,4.781154023991059e-06,3.1692220959026448e-06
