,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,150,1,100000.0,,100000.0,100.0,150.0,0.1498118359206983,0.0920293561252998,0.0859715798537527,-1.3671219169951788e-05,-8.770544603372054e-05,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.0012565049058275,100.12565049058271,2413028176823044.0,1561960147653090.8,1261583196181342.5,0.0147073153017208,0.009520087913147,0.0076893017760034,0.0095471255625276,0.0061798821068644,0.0049914432401597
11,11,2.25,0.02,155,1,100000.0,,100000.0,100.0,155.0,0.1546489104344203,0.0905945563993256,0.0880021307551657,4.792364383477336e-06,3.134466622483679e-05,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.002284844377179,100.22848443771788,2415506474949001.0,1563564357228399.2,1262878903915245.8,0.0152538175848249,0.0098738404283514,0.0079750249613606,0.0098125437696453,0.0063516880832558,0.0051302096057067
12,12,2.25,0.02,160,1,100000.0,,100000.0,100.0,160.0,0.1598289957776131,0.0918641592627667,0.0850965961897605,-1.2741363456069183e-05,-6.585672003504285e-05,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.001070220796403,100.1070220796403,2412579232119331.5,1561669544442388.8,1261348478203467.8,0.0157403160139039,0.0101887522745602,0.0082293768371446,0.0100931416892819,0.0065333199316513,0.0052769122524876
13,13,2.25,0.02,165,1,100000.0,,100000.0,100.0,165.0,0.164483808187316,0.0868262760055163,0.0813747121036893,-6.665412887075735e-06,-2.4256388362703117e-05,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.0031487507402796,100.31487507402792,2417588489284073.0,1564912051154835.5,1263967425932752.0,0.0161939744958475,0.0104824067276025,0.0084665592799867,0.0103394869726753,0.0066927799491176,0.0054057068819795
14,14,2.25,0.02,170,1,100000.0,,100000.0,100.0,170.0,0.1697239143879073,0.0869712674586212,0.0811995071647791,-4.178158422317574e-05,3.730888962062504e-05,2405982223351527.5,1560000000000000.0,1260000000000000.0,1.0016296838422278,100.16296838422276,2409903213705610.5,1562542306793875.0,1262053401641207.0,0.0166857194899285,0.0108187509249462,0.008738221900918,0.0105804898167597,0.0068602186474815,0.0055409458306581
15,15,2.25,0.02,175,1,100000.0,,100000.0,100.0,175.0,0.1745834471596111,0.0837895776994332,0.0767573627743814,5.705114471149762e-05,-8.621383135976802e-05,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.0023890118402743,100.2389011840274,2405733628416657.0,1563726858470827.5,1263010154918745.5,0.0172373973837151,0.0112043082994147,0.0090496336264503,0.0107755475886344,0.0070041059326123,0.005657162484033
16,16,2.25,0.02,180,1,100000.0,,100000.0,100.0,180.0,0.1796621879047819,0.0861981915492236,0.0772078461009968,7.688471117816438e-06,3.1720773308090166e-06,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.0018825194171028,100.1882519417103,2404518046601047.0,1562936730290680.5,1262371974465549.8,0.0178198728355945,0.0115829173431364,0.009355433238687,0.0110063974685284,0.0071541583545435,0.0057783586709775
17,17,2.25,0.02,185,1,100000.0,,100000.0,100.0,185.0,0.1788867422900922,0.08419960483593,0.0760345802044396,-4.734873103276064e-05,8.599072746621728e-05,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.048111785143396,104.81117851433956,2515468284344150.0,1635054384823697.5,1320620849280678.8,0.0183454581085026,0.0119245477705267,0.0096313655069639,0.0112109979890271,0.0072871486928676,0.0058857739442391
18,18,2.25,0.02,190,1,100000.0,,100000.0,100.0,190.0,0.1897676525828785,0.0834607982506789,0.0767193542509629,-3.5273500407959494e-05,3.300843403367396e-05,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.001224772894835,100.1224772894835,2402939454947603.5,1561910645715942.5,1261543213847492.0,0.0188697744554859,0.0122653533960658,0.0099066315891301,0.0114233493260223,0.0074251770619145,0.0059972583961617
19,19,2.25,0.02,195,1,100000.0,,100000.0,100.0,195.0,0.1944064902689689,0.0852067876252083,0.0727953738055273,-5.20121279166364e-05,-1.8346550232265333e-05,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.003060232497503,100.30602324975033,2407344557994007.0,1564773962696105.2,1263855892946854.0,0.0194158355785477,0.012620293126056,0.0101933136787374,0.0116254005313776,0.0075565103453954,0.0061033352789732
20,20,2.25,0.02,200,1,100000.0,,100000.0,100.0,200.0,0.1997147603261908,0.0819239739728353,0.0750938668575269,2.7703673724958803e-05,-5.532876141075327e-05,2392898491691216.5,1560000000000000.0,1260000000000000.0,1.00142910337922,100.14291033792198,2396318191011822.5,1562229401271582.8,1261800670257817.0,0.0198884916047281,0.0129658851017319,0.0104724456590911,0.011799709515078,0.0076925732150518,0.0062132322121572
21,21,2.25,0.02,205,1,100000.0,,100000.0,100.0,205.0,0.2046368761254228,0.0808826718581207,0.0731045574114659,-4.239315971892576e-05,2.6448561494948716e-05,2390000000000000.0,1560000000000000.0,1260000000000000.0,1.0017766789102651,100.17766789102652,2394246262595533.0,1562771619100013.5,1262238615426933.8,0.0203861305217057,0.0133064282903184,0.0107474997729495,0.0119806404880481,0.0078199996491025,0.0063161535627366
22,22,2.25,0.02,210,1,100000.0,,100000.0,100.0,210.0,0.2095865999114834,0.0803408157892435,0.0725071272360547,-2.2287605229254384e-05,-5.8982842684091234e-05,2390000000000000.0,1560000000000000.0,1260000000000000.0,1.001977294479906,100.1977294479906,2394725733806975.0,1563084579388653.2,1262491391044681.5,0.0209259723055557,0.0136587936387727,0.0110321025543933,0.0121824409737797,0.0079517187946008,0.0064225421033315
23,23,2.25,0.02,215,1,100000.0,,100000.0,100.0,215.0,0.2076258815059077,0.0781789430147747,0.0721442965244614,2.2759520228553693e-05,-2.9480654853028333e-05,2386356645550526.5,1560000000000000.0,1260000000000000.0,1.049406931419617,104.94069314196167,2504259204679987.5,1637074813014602.5,1322252733588717.2,0.0214244313218106,0.0140054978472481,0.0113121328766235,0.0123954022608125,0.0081030752728944,0.0065447915665685
24,24,2.25,0.02,220,1,100000.0,,100000.0,100.0,220.0,0.2194703749593884,0.0801331907951005,0.0714784881920123,-7.801129686662718e-05,-2.717297741131593e-05,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.0024208209749703,100.24208209749708,2385761553920430.0,1563776480720954.5,1263050234428463.2,0.0219045447473237,0.01435760075875,0.0115965236897595,0.0126022609938841,0.0082603055254029,0.0066717852320562
25,25,2.25,0.02,225,1,100000.0,,100000.0,100.0,225.0,0.2245938587999006,0.0771079705524175,0.0701755528273604,-1.281618322003296e-05,-2.292172188912931e-06,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.0018095930694235,100.18095930694234,2384306831505227.5,1562822965188300.5,1262280087267473.8,0.0224341200873071,0.0147047173681509,0.011876887105045,0.0128427545010347,0.0084179399250479,0.0067991053240771
26,26,2.25,0.02,230,1,100000.0,,100000.0,100.0,230.0,0.2283820353197626,0.0773917424850763,0.069164443441206,1.0596145581843498e-05,4.267676124893502e-06,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.0072291092818282,100.7229109281828,2397205280090750.5,1571277410479651.8,1269108677695103.5,0.0229580900431478,0.0150481598602144,0.0121542829640193,0.0130926054284802,0.0085817077598441,0.0069313793444894
27,27,2.25,0.02,235,1,100000.0,,100000.0,100.0,235.0,0.2347409882188458,0.0741115728594127,0.0678885897861676,-1.2146009715312988e-05,-3.675069212460186e-05,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.001105144889166,100.1105144889166,2382630244836215.5,1561724026027099.0,1261392482560349.2,0.0235019838984081,0.015404661714923,0.0124422267697455,0.0133305701339218,0.0087376846255957,0.007057360659135
28,28,2.25,0.02,240,1,100000.0,,100000.0,100.0,240.0,0.2398593510461608,0.0745132304003679,0.0677557181560336,-2.450814747430476e-05,5.390887065170663e-06,2372120187336192.5,1560000000000000.0,1260000000000000.0,1.00058652297233,100.058652297233,2373511490319193.0,1560914975836834.8,1260739018945135.8,0.0239517474183494,0.0157516158633531,0.0127224589665544,0.0135323927351858,0.0088994363690299,0.0071880062980626
29,29,2.25,0.02,245,1,100000.0,,100000.0,100.0,245.0,0.2446047120277227,0.0772531417711543,0.0665307824315386,-2.4782121345259897e-06,-1.3387597481718944e-05,2370000000000000.0,1560000000000000.0,1260000000000000.0,1.001616597977081,100.16165979770813,2373831337205682.0,1562521892844246.5,1262036913451122.5,0.0244512155524095,0.0160944709965227,0.0129993804202683,0.0137553976877002,0.0090541858197519,0.0073129962390305
30,30,2.25,0.02,250,1,100000.0,,100000.0,100.0,250.0,0.249580874641191,0.073970412695853,0.0675054415696909,1.822377465376529e-05,-2.0164226740066127e-05,2370000000000000.0,1560000000000000.0,1260000000000000.0,1.0016804372685852,100.16804372685851,2373982636326547.0,1562621482138993.2,1262117350958417.5,0.0249919887631364,0.0164504229833303,0.0132868801019206,0.0139988186650915,0.009214412285883,0.0074424099232131
31,31,2.25,0.02,255,1,100000.0,,100000.0,100.0,255.0,0.2540372534865923,0.0784048681180372,0.0644407235065455,-4.035708994053139e-05,1.4230770272051091e-05,2365578346463240.5,1560000000000000.0,1260000000000000.0,1.0038158515400757,100.38158515400757,2374605042239762.0,1565952728402517.5,1264807972940495.0,0.0254790619687023,0.016802375930859,0.0135711497903092,0.0142048197297434,0.0093674846202115,0.0075660452701708
32,32,2.25,0.02,260,1,100000.0,,100000.0,100.0,260.0,0.2598108379518578,0.0724849395844551,0.0635023209180501,-6.132867251572184e-05,-1.270837699525473e-05,2360000000000000.0,1560000000000000.0,1260000000000000.0,1.000728128353669,100.07281283536692,2361718382914659.0,1561135880231724.0,1260917441725623.2,0.0259331198792205,0.0171422317845695,0.0138456487490753,0.0144107176659522,0.0095257286266463,0.0076938577369066
33,33,2.25,0.02,265,1,100000.0,,100000.0,100.0,265.0,0.2643838577162796,0.0710414673465234,0.0629523633306899,-6.053304591207018e-05,-1.7778632320639057e-05,2360000000000000.0,1560000000000000.0,1260000000000000.0,1.0023345895965463,100.2334589596546,2365509631447849.0,1563641959770612.0,1262941582891648.2,0.0264719138378749,0.0174983837233411,0.0141333099303909,0.0146397444248007,0.0096771191960547,0.0078161347352749
34,34,2.25,0.02,270,1,100000.0,,100000.0,100.0,270.0,0.2697230107775737,0.070414309307475,0.0638798713832846,-6.609237961449402e-05,-2.481381247147708e-05,2359036487745907.5,1560000000000000.0,1260000000000000.0,1.0010272463942411,100.10272463942412,2361459799471828.0,1561602504375016.5,1261294330456743.8,0.0269930280968924,0.0178501367189059,0.0144174181191162,0.0148700950419867,0.0098333995196762,0.0079423611505077
35,35,2.25,0.02,275,1,100000.0,,100000.0,100.0,275.0,0.2656276350366521,0.073061968623877,0.0618366847270479,-3.879227467383185e-05,2.2941108897084187e-05,2350189214855844.5,1560000000000000.0,1260000000000000.0,1.0492351269916758,104.92351269916756,2465901079303739.0,1636806798107014.2,1322036260009511.2,0.0274270679902513,0.0182054388618307,0.0147043929268633,0.0150525304779968,0.0099915136182408,0.0080700686916561
36,36,2.25,0.02,280,1,100000.0,,100000.0,100.0,280.0,0.2794994795994341,0.0710431206546502,0.0626573355614345,-5.51335114333824e-05,7.179614877085347e-05,2350000000000000.0,1560000000000000.0,1260000000000000.0,1.0017948402634096,100.17948402634096,2354217874619013.0,1562799950810919.0,1262261498731896.2,0.0279466867849656,0.0185518431423601,0.0149841809995986,0.0152972881488328,0.0101547955370975,0.0082019502415018
37,37,2.25,0.02,285,1,100000.0,,100000.0,100.0,285.0,0.2845989802916733,0.0741394155164804,0.0610441529753847,-3.3295856055181724e-05,-2.8439182435190263e-05,2350000000000000.0,1560000000000000.0,1260000000000000.0,1.0014099802027268,100.14099802027266,2353313453476407.5,1562199569116253.8,1261776575055435.5,0.028463976775075,0.0188952356464328,0.0152615364836572,0.0155616256932373,0.0103302706729575,0.0083436801589271
38,38,2.25,0.02,290,1,100000.0,,100000.0,100.0,290.0,0.2893652313646327,0.0706050629933007,0.0617436757279109,-2.42812190805839e-05,-7.961144731503863e-05,2343647320201808.5,1560000000000000.0,1260000000000000.0,1.0021958674627487,100.21958674627489,2348793659096398.5,1563425553241888.2,1262766793003063.8,0.0289209839099161,0.0192506502623373,0.0155486021349647,0.0157924524450436,0.0105119168749956,0.008490394399035
39,39,2.25,0.02,295,1,100000.0,,100000.0,100.0,295.0,0.2942861736899317,0.0710416863878666,0.062493984453865,1.0808523567127782e-05,-5.366174130347059e-06,2340000000000000.0,1560000000000000.0,1260000000000000.0,1.0024290677642285,100.24290677642288,2345684018568295.0,1563789345712196.5,1263060625382928.0,0.0293948507399319,0.0195965671599546,0.0158279965522709,0.0160305814168567,0.0106870542779045,0.0086318515321535
40,40,2.25,0.02,300,1,100000.0,,100000.0,100.0,300.0,0.2894249620399952,0.071874263922903,0.0600519460748284,-5.9096910893104927e-05,-1.370710009078356e-06,2335952718498758.5,1560000000000000.0,1260000000000000.0,1.050435837401796,105.0435837401796,2453768449987244.5,1638679906346801.8,1323549155126263.2,0.0298570842565311,0.0199392098441623,0.0161047464125926,0.0162739932596628,0.0108681264325374,0.0087781021185879
41,41,2.25,0.02,305,1,100000.0,,100000.0,100.0,305.0,0.3044312023392478,0.0700240298890809,0.0583178956316858,-1.5072790745417042e-05,-1.0274941228640096e-05,2330000000000000.0,1560000000000000.0,1260000000000000.0,1.00187016653908,100.187016653908,2334357488036057.0,1562917459800964.8,1262356409839241.0,0.0303115069665836,0.0202943995141075,0.0163916303767791,0.0164942323279874,0.011043348683116,0.0089196277825168
42,42,2.25,0.02,310,1,100000.0,,100000.0,100.0,310.0,0.3093035163178854,0.0677713449787118,0.0611996007343063,5.096275614034091e-05,-4.027965323836129e-05,2330000000000000.0,1560000000000000.0,1260000000000000.0,1.0022565871359457,100.22565871359458,2335257848026753.0,1563520275932074.8,1262843299791291.5,0.0308361910136929,0.0206456901207557,0.0166753650975335,0.0167645196569389,0.0112243135900535,0.0090657917458124
43,43,2.25,0.02,315,1,100000.0,,100000.0,100.0,315.0,0.3142847247401732,0.0700160684824572,0.0600285381662907,-1.7770127028401128e-05,4.129810491397717e-06,2329410865406615.0,1560000000000000.0,1260000000000000.0,1.0022883685808752,100.22883685808752,2334741416042960.5,1563569854986165.2,1262883344411902.8,0.0313573681213985,0.0209999425158699,0.0169614920320486,0.0170233773671154,0.0114005086380775,0.009208103130755
44,44,2.25,0.02,320,1,100000.0,,100000.0,100.0,320.0,0.3093543168736957,0.0702475743419318,0.057621480600791,-3.140778593551569e-05,1.0401841237442134e-05,2320563592516552.0,1560000000000000.0,1260000000000000.0,1.0483785094137368,104.83785094137367,2432829000122289.0,1635470474685429.2,1320956921861308.2,0.0317531520559237,0.0213460718624489,0.0172410580427472,0.0172291784904115,0.0115823235923022,0.0093549536707056
45,45,2.25,0.02,325,1,100000.0,,100000.0,100.0,325.0,0.3246115853499248,0.0691469434049261,0.0602060044520481,-4.273953739512248e-05,-8.200916066189565e-06,2320000000000000.0,1560000000000000.0,1260000000000000.0,1.001196981054174,100.11969810541736,2322776996045683.5,1561867290444511.2,1261508196128259.2,0.0322547511831775,0.0216885395886883,0.0175176665908636,0.017487195528705,0.0117586314761981,0.0094973561923139
46,46,2.25,0.02,330,1,100000.0,,100000.0,100.0,330.0,0.3291645074636449,0.0667885496348648,0.0571454665116126,-1.3229780823633666e-05,-6.671194573527458e-06,2312869007620728.5,1560000000000000.0,1260000000000000.0,1.0025484566970424,100.25484566970428,2318763254132581.0,1563975592447386.2,1263211055438273.5,0.0326808827772587,0.0220428294747956,0.0178038238065657,0.017702921626807,0.0119403898996548,0.0096441610727981
47,47,2.25,0.02,335,1,100000.0,,100000.0,100.0,335.0,0.3343953995776531,0.0659590735585509,0.0589401689038766,3.7296274469595385e-06,-2.502559242222732e-05,2310000000000000.0,1560000000000000.0,1260000000000000.0,1.0018111037113413,100.18111037113412,2314183649573197.0,1562825321789692.0,1262281990676289.8,0.0331510123095072,0.0223876966246023,0.0180823703506403,0.0179420959630284,0.0121167401308762,0.0097865977980154
48,48,2.25,0.02,340,1,100000.0,,100000.0,100.0,340.0,0.3394708420831421,0.0670386396425057,0.0553546036641233,5.061578061278062e-05,1.7930192301508687e-05,2305174445249350.5,1560000000000000.0,1260000000000000.0,1.001560722233684,100.1560722233684,2308772182258571.5,1562434726684547.0,1261966510014442.0,0.0335880751964845,0.0227303393088101,0.018359120210962,0.0181730164549875,0.0122983775601911,0.009933304952462
49,49,2.25,0.02,345,1,100000.0,,100000.0,100.0,345.0,0.3444896584575929,0.0658959670367297,0.0546371413684989,-4.458479724705211e-05,-9.565571671854253e-06,2300000000000000.0,1560000000000000.0,1260000000000000.0,1.001484140971561,100.14841409715606,2303413524234590.0,1562315259915635.0,1261870017624166.5,0.0340334825181702,0.0230835794471067,0.0186444295534324,0.0183924223220033,0.0124748603575326,0.0100758487503147
50,50,2.25,0.02,350,1,100000.0,,100000.0,100.0,350.0,0.3480994381355117,0.0659370019394574,0.0566680596923056,3.304763953969324e-05,1.852310068106768e-06,2300000000000000.0,1560000000000000.0,1260000000000000.0,1.005634065042286,100.5634065042286,2312958349597258.0,1568789141465966.0,1267098921953280.5,0.0345499369718276,0.0234338702939352,0.0189273567758707,0.0186601977980966,0.0126564819847958,0.0102225431415659
51,51,2.25,0.02,355,1,100000.0,,100000.0,100.0,355.0,0.354523224055714,0.0649308970068541,0.0552606701778464,3.611413704987176e-05,2.2716208769244938e-05,2298632570810475.5,1560000000000000.0,1260000000000000.0,1.0013459577165147,100.13459577165148,2301726433056589.0,1562099694037762.5,1261695906722808.2,0.0350252877313473,0.0237704144432429,0.0191991808964654,0.0189085152987716,0.0128325354128621,0.0103647401411578
52,52,2.25,0.02,360,1,100000.0,,100000.0,100.0,360.0,0.35933218533076,0.0672719998726906,0.0534817948165754,4.401976936424633e-05,-1.8332859159676227e-05,2290000000000000.0,1560000000000000.0,1260000000000000.0,1.001861150360539,100.1861150360539,2294262034325635.0,1562903394562441.0,1262345049454279.2,0.0354116273969432,0.0241232046896207,0.0194841268646935,0.0191032325338894,0.0130135557872784,0.0105109489051093
53,53,2.25,0.02,365,1,100000.0,,100000.0,100.0,365.0,0.3643174592588025,0.0672440008578961,0.0543491612659755,-7.445708147572892e-06,4.297777565159208e-05,2290000000000000.0,1560000000000000.0,1260000000000000.0,1.0018782900639398,100.18782900639395,2294301284246421.0,1562930132499745.5,1262366645480564.0,0.0359248824589598,0.0244728456925665,0.0197665292132268,0.0193611660663859,0.013189265966621,0.0106528686653477
54,54,2.25,0.02,370,1,100000.0,,100000.0,100.0,370.0,0.369299440597149,0.0649491232772197,0.0551732557182049,1.9221700585340112e-05,-2.005550636439256e-05,2282090740671928.5,1558556915646107.5,1260000000000000.0,1.0019060562136288,100.19060562136288,2286440533908251.5,1561527612739468.8,1262401630829172.0,0.0363182829314443,0.0248036197765423,0.0200522423048551,0.0195583748911299,0.0133574182227278,0.0107986733058508
55,55,2.25,0.02,375,1,100000.0,,100000.0,100.0,375.0,0.3745102672051985,0.0630228096212972,0.0540050763722664,7.406879694047044e-05,-3.876937464094531e-05,2280000000000000.0,1555607819116574.2,1260000000000000.0,1.0013079223413837,100.13079223413835,2282982062938355.0,1557642433337628.0,1261647982150143.5,0.0367904163517539,0.0251015172567292,0.0203315458786008,0.0197973377790512,0.0135074094064842,0.0109406340357915
56,56,2.25,0.02,380,1,100000.0,,100000.0,100.0,380.0,0.3792046439210594,0.0635685741332524,0.0518047529023241,5.185308289267228e-06,8.702505635612038e-06,2274396151507071.5,1552658722587041.8,1260000000000000.0,1.00210190124104,100.210190124104,2279176707600540.5,1555922257882959.2,1262648395563710.5,0.0372017874966135,0.0253964903230126,0.0206095372675833,0.0200117564121234,0.0136613967302846,0.0110863769544138
57,57,2.25,0.02,385,1,100000.0,,100000.0,100.0,385.0,0.3842401034691477,0.0644061822624202,0.0541044386500543,-4.057192035367991e-05,-1.6984388749427576e-05,2270000000000000.0,1550000000000000.0,1260000000000000.0,1.0019817767862915,100.19817767862916,2274498633304882.0,1553071754018752.0,1262497038750727.5,0.0376436357350126,0.0257038041362421,0.0208947052978484,0.0202275825811107,0.013811785462873,0.011227644956916
58,58,2.25,0.02,390,1,100000.0,,100000.0,100.0,390.0,0.3896070614891016,0.0630938921716838,0.0535967650416597,-2.3516840749555296e-05,-5.103907778317679e-05,2266701550873854.5,1550000000000000.0,1260000000000000.0,1.001008905818635,100.10089058186357,2268988439257641.0,1551563804018885.2,1261271221331481.2,0.0380912687231442,0.0260473049476284,0.0211739382154914,0.0204588877535029,0.013990053523237,0.0113725596382442
59,59,2.25,0.02,395,1,100000.0,,100000.0,100.0,395.0,0.3820174855417211,0.064114191921559,0.0518988472223728,8.848990277140326e-07,-3.003040914070867e-06,2260000000000000.0,1550000000000000.0,1260000000000000.0,1.0477598898504268,104.77598898504267,2367937351061965.0,1624027829268161.5,1320177461211537.8,0.0384755687256612,0.0263881112941482,0.0214509807939526,0.0206822393557389,0.0141847216820333,0.0115308060124917
60,60,2.25,0.02,400,1,100000.0,,100000.0,100.0,400.0,0.3991876944981299,0.0625932570988566,0.0513718597657611,-2.456419519673464e-05,1.2976826392448949e-05,2259006997877351.0,1550000000000000.0,1260000000000000.0,1.002050291432902,100.20502914329025,2263638620571965.0,1553177951720998.8,1262583367205457.0,0.0389700932675005,0.0267390249881401,0.0217362396677784,0.0209648730221002,0.0143848838072611,0.0116935184497734
61,61,2.25,0.02,405,1,100000.0,,100000.0,100.0,405.0,0.4033582796361316,0.0627760010700196,0.0514811646002212,9.657720858414362e-06,-6.805696462028682e-06,2250159676456994.5,1550000000000000.0,1260000000000000.0,1.004102305894388,100.41023058943884,2259390519761039.0,1556358574136302.0,1265168905426929.2,0.0393231278734793,0.0270873435523755,0.0220193889522536,0.0211976248706518,0.0146017719956854,0.0118698275577829
62,62,2.25,0.02,410,1,100000.0,,100000.0,100.0,410.0,0.4090244361726888,0.064004208685123,0.0529533308158995,-2.7363275007871224e-05,5.654839082244771e-07,2250000000000000.0,1550000000000000.0,1260000000000000.0,1.0023939935832216,100.23939935832216,2255386485562248.5,1553710690053993.5,1263016431914859.2,0.0398279438337739,0.0274370279743775,0.0223036485469133,0.0215205976030836,0.0148253005710131,0.0120515346577267
