,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
63,63,2.25,0.02,415,1,100000.0,,100000.0,100.0,415.0,0.4134761560184586,0.0623083016011274,0.0516821197551569,-1.719368116916645e-05,-4.496798568248631e-05,2242465129800994.8,1550000000000000.0,1260000000000000.0,1.0037076609174285,100.37076609174284,2250779430121454.0,1555746874422014.2,1264671652755960.0,0.0401905750543109,0.0277798706906583,0.0225823464969222,0.0217623152338671,0.015042190919369,0.0122278455215515
64,64,2.25,0.02,420,1,100000.0,,100000.0,100.0,420.0,0.4191965040804064,0.0622423460881545,0.0520774330562872,-4.63604966687202e-05,1.0705697410680092e-05,2233617856910932.0,1549065951585511.2,1260000000000000.0,1.0019192850075846,100.19192850075844,2237904806176374.5,1552039050642148.8,1262418299109556.5,0.0405233414152775,0.0281038800959875,0.0228595102001308,0.0219982849128478,0.0152563224037336,0.01240939174283
65,65,2.25,0.02,425,1,100000.0,,100000.0,100.0,425.0,0.4245050208323846,0.0639009228265817,0.0511925980739465,-1.4385461155391336e-05,8.454598878205025e-06,2230000000000000.0,1546116855229921.8,1260000000000000.0,1.0011667820527932,100.11667820527931,2232601923977728.8,1547920836628124.8,1261470145386519.5,0.0409590839499123,0.0283979955469671,0.0231428007968114,0.0222743510847258,0.0154433854939028,0.0125855077877823
66,66,2.25,0.02,430,1,100000.0,,100000.0,100.0,430.0,0.4289272949699921,0.0607416305275814,0.0513540005952762,-3.0813244512237936e-06,1.103124437929899e-05,2225923256277715.5,1543167758874332.2,1260000000000000.0,1.002505129608002,100.25051296080017,2231499482532156.5,1547033594117202.0,1263156463306082.2,0.041375930461997,0.0286847274281831,0.023421145466307,0.0225537164383121,0.0156358346821886,0.0127666947331304
67,67,2.25,0.02,435,1,100000.0,,100000.0,100.0,435.0,0.4343344868982569,0.0616278324464226,0.0508191299229567,1.4104701652311308e-05,2.822751373829984e-06,2220000000000000.0,1540218662518743.2,1260000000000000.0,1.001533665163065,100.15336651630652,2223404736662004.8,1542580842224950.8,1261932418105461.8,0.0417533990547295,0.0289681821836427,0.0236978751391707,0.0228034007882581,0.0158208213797159,0.01294247071766
68,68,2.25,0.02,440,1,100000.0,,100000.0,100.0,440.0,0.4394076272603683,0.0623748175620914,0.0500835236540224,-2.1525385375518377e-05,5.9094852738183e-06,2218228699325427.5,1540000000000000.0,1260000000000000.0,1.0013499334316232,100.13499334316232,2221223160405632.5,1542078897484699.5,1261700916123845.2,0.0422199548026162,0.0293111032310606,0.0239818117345042,0.0231033000497369,0.0160394111244772,0.0131231545563904
69,69,2.25,0.02,445,1,100000.0,,100000.0,100.0,445.0,0.4445429513292993,0.0597085168239916,0.0492536366035968,-4.924347267955176e-05,2.424548440349688e-05,2210000000000000.0,1540000000000000.0,1260000000000000.0,1.001028892099464,100.10288920994635,2212273851539814.5,1541584493833174.0,1261296404045324.5,0.0425586612091368,0.0296562616570454,0.0242642140830371,0.0233260153677277,0.0162543274508147,0.0132989951870302
70,70,2.25,0.02,450,1,100000.0,,100000.0,100.0,450.0,0.449313811453345,0.0630316519290285,0.0483427600450928,-5.512074194849455e-05,-3.35639266406743e-05,2210000000000000.0,1540000000000000.0,1260000000000000.0,1.001528698349397,100.15286983493964,2213378423352166.0,1542354195458070.5,1261926159920239.5,0.0430352550465211,0.0299883677699739,0.0245359372663424,0.0236428116759115,0.016475081439323,0.0134796120867188
71,71,2.25,0.02,455,1,100000.0,,100000.0,100.0,455.0,0.4542946356702543,0.0592622972273048,0.0502065510373268,4.663094171198376e-06,-1.1375050608513467e-05,2201686782121218.8,1538422276506566.2,1260000000000000.0,1.001554096708001,100.15540967080013,2205108416301362.8,1540813133502000.8,1261958161852081.2,0.0433673979584239,0.0303028439990387,0.0248186626142017,0.0238662776060432,0.0166764925077364,0.013658395929798
72,72,2.25,0.02,460,1,100000.0,,100000.0,100.0,460.0,0.4588825512688174,0.0618941317457651,0.047105216944441,6.74372064397956e-05,2.5626263463063792e-05,2192839547241444.0,1535473180150977.5,1260000000000000.0,1.0024418418100762,100.2441841810076,2198194114530686.0,1539222562760520.5,1263076720680695.8,0.0436855580637101,0.0305895626750886,0.0251016100240982,0.0240898844440403,0.0168682526376779,0.0138419860393683
73,73,2.25,0.02,465,1,100000.0,,100000.0,100.0,465.0,0.4643549235116438,0.0605393449747527,0.0484578395045186,-2.1321508428932838e-06,-2.3735693048537487e-06,2190000000000000.0,1532524083795388.0,1260000000000000.0,1.0013904500884834,100.13904500884834,2193045085693778.8,1534654982043304.5,1261751967111489.2,0.0441211643621498,0.0308752269361137,0.0253847794960314,0.0243708237839209,0.0170542805437407,0.0140215698482832
74,74,2.25,0.02,470,1,100000.0,,100000.0,100.0,470.0,0.4689954235920254,0.0599348850637941,0.0477279202392177,-3.966632171809072e-05,2.0514604654312707e-05,2185144963271912.5,1530000000000000.0,1260000000000000.0,1.0021497759517064,100.21497759517068,2189842535364948.0,1533289157206111.2,1262708717699150.5,0.044503302875309,0.031160428504143,0.025661529356353,0.0246364250270521,0.0172499906985343,0.0142058746929107
75,75,2.25,0.02,475,1,100000.0,,100000.0,100.0,475.0,0.4578400216010209,0.060342690779846,0.0488467445419171,1.6665923896651164e-06,-9.52955172796665e-06,2176297633938422.5,1530000000000000.0,1260000000000000.0,1.0513749694855083,105.13749694855083,2288104858473393.0,1608603703312828.2,1324732461551740.8,0.0448029192733346,0.0314977443430615,0.0259393188707565,0.0248456791320091,0.0174672289668305,0.0143847767962133
76,76,2.25,0.02,480,1,100000.0,,100000.0,100.0,480.0,0.4794255513094015,0.0605690360829162,0.0480344095519406,-3.874167360351594e-06,2.7913817802011025e-05,2170000000000000.0,1530000000000000.0,1260000000000000.0,1.001198600647566,100.1198600647566,2172600963405218.0,1531833858990776.0,1261510236815933.2,0.0451602046490384,0.0318410659507045,0.0262220543123449,0.0250897507789962,0.0176900086137623,0.0145682423878043
77,77,2.25,0.02,485,1,100000.0,,100000.0,100.0,485.0,0.4842844752114502,0.0589929985501211,0.0461447626310849,-5.1306590922508354e-05,2.095307247708093e-05,2168603080495760.8,1530000000000000.0,1260000000000000.0,1.0014787363229654,100.14787363229652,2171809872640984.8,1532262466574136.8,1261863207766936.2,0.0456063044960691,0.0321763104122466,0.026498137986556,0.0253804466968161,0.0179064964886296,0.0147465265200479
78,78,2.25,0.02,490,1,100000.0,,100000.0,100.0,490.0,0.4893294161935216,0.0602608031461179,0.0483894544762612,-2.5293784094103417e-05,2.0535574876655745e-05,2159755760415142.5,1527778601886419.2,1260000000000000.0,1.0013711547468211,100.13711547468212,2162717119778010.5,1529873422768487.8,1261727654980995.0,0.0458969706827781,0.0324668237889447,0.0267762605940148,0.0255900689874326,0.0181020282646597,0.0149292283484718
79,79,2.25,0.02,495,1,100000.0,,100000.0,100.0,495.0,0.4938924355316487,0.0590698085135902,0.0492244677587642,1.3157553483856787e-05,-4.6577692901666624e-05,2150908487525080.0,1524829505356886.2,1260000000000000.0,1.0022461679936183,100.22461679936184,2155739789326960.8,1528254528587544.0,1262830171671959.0,0.0461890219315843,0.0327444816333846,0.0270574819762607,0.0257883215959114,0.0182819463920216,0.0151067725099902
80,80,2.25,0.02,500,1,100000.0,,100000.0,100.0,500.0,0.4987500515529405,0.0584757066852223,0.0473422609259415,1.837805889578709e-05,-5.347219762847098e-06,2150000000000000.0,1521880408827353.8,1260000000000000.0,1.0025215362724285,100.25215362724286,2155421302985720.8,1525717885480510.2,1263177135703260.2,0.0466530950385029,0.0330234564419805,0.0273408836039598,0.0260876739987185,0.0184661953351276,0.0152885903434351
81,81,2.25,0.02,505,1,100000.0,,100000.0,100.0,505.0,0.5022179541296452,0.0592156134209176,0.046775829682731,-4.221457114334154e-05,8.89820374557664e-06,2143213939975500.0,1520000000000000.0,1260000000000000.0,1.005632418848108,100.56324188481082,2155285418566546.8,1528561276649124.5,1267096847748616.5,0.0469847745877803,0.0333223184309088,0.0276224481729902,0.0263057215060087,0.0186564187285895,0.0154651892092256
82,82,2.25,0.02,510,1,100000.0,,100000.0,100.0,510.0,0.5084518832868469,0.058977276498537,0.0452086341115354,-3.724622358822412e-05,-8.06003089729079e-06,2134366636184695.5,1520000000000000.0,1260000000000000.0,1.0030639120262996,100.30639120262995,2140906147789834.0,1524657146279975.2,1263860529153137.5,0.0472593263614281,0.0336559684037127,0.0278990264399197,0.026503269948973,0.0188744378025187,0.0156459155468247
83,83,2.25,0.02,515,1,100000.0,,100000.0,100.0,515.0,0.5133787846749442,0.0590871523573741,0.0477531794073021,-9.447813329412884e-06,-3.1773497897163645e-05,2130000000000000.0,1520000000000000.0,1260000000000000.0,1.003169441060777,100.31694410607768,2136750909459454.5,1524817550412380.5,1263993495736578.8,0.04763204879892,0.0339909456217645,0.0281767049233047,0.0267432049659494,0.0190843528395507,0.0158199240643643
84,84,2.25,0.02,520,1,100000.0,,100000.0,100.0,520.0,0.5191917049581776,0.0579878675580056,0.0462784909420247,-2.8317658389791037e-05,2.0808797550985657e-05,2126672103050768.5,1520000000000000.0,1260000000000000.0,1.0015612546226698,100.15612546226696,2129992379702559.2,1522373107026457.5,1261967180824563.8,0.0480317559818132,0.0343298193396263,0.0284576133999534,0.0270017255207649,0.019298989596321,0.0159978466390555
85,85,2.25,0.02,525,1,100000.0,,100000.0,100.0,525.0,0.5242229854088919,0.0582113435238988,0.0448552528493268,-1.9428457071733626e-05,2.051287771261885e-05,2117824781630412.5,1517134926938496.8,1260000000000000.0,1.0014827578429404,100.14827578429406,2120965002935349.2,1519384470650214.2,1261868274882105.2,0.0482954208720631,0.0345971349715693,0.0287333639811091,0.0271912536761034,0.0194788544439936,0.0161774382512958
86,86,2.25,0.02,530,1,100000.0,,100000.0,100.0,530.0,0.5123217483537392,0.0568147477616568,0.0463814187414447,3.9443851364697614e-05,-7.146293030686651e-06,2110000000000000.0,1514185830582907.8,1260000000000000.0,1.0484642583346249,104.84642583346248,2212259585086058.8,1587569723842906.5,1321064965501627.5,0.0485824063843529,0.0348638821624682,0.0290112948077179,0.0273983631101166,0.0196617124182484,0.0163611078287899
87,87,2.25,0.02,535,1,100000.0,,100000.0,100.0,535.0,0.5342354962243917,0.0583581303915065,0.0452182026869455,5.555159943410399e-05,3.040345679206156e-05,2110000000000000.0,1511236734227318.2,1260000000000000.0,1.0014323055374466,100.14323055374466,2113022164684012.5,1513401286970145.0,1261804704977182.5,0.0490533913128001,0.0351333113224317,0.0292925464711508,0.027706905585108,0.019844404508049,0.0165453559418181
88,88,2.25,0.02,540,1,100000.0,,100000.0,100.0,540.0,0.5381342444033976,0.0594487660905367,0.0472782584824846,2.000312786379476e-05,-5.247865229779851e-05,2101282926849120.5,1508287637770730.5,1260000000000000.0,1.003502335829402,100.35023358294018,2108642325331535.2,1513570167605539.2,1264412943145046.5,0.0493218291233973,0.0354028980050825,0.0295750295695154,0.0279067067593815,0.0200312581795845,0.0167338010829158
89,89,2.25,0.02,545,1,100000.0,,100000.0,100.0,545.0,0.5267535406582287,0.0578966992722269,0.0442027637853772,8.213710908761298e-06,2.196105829794101e-05,2092435605655774.5,1505338541241198.0,1260000000000000.0,1.0484836861590994,104.84836861590992,2193884596868513.2,1578322902637932.8,1321089444560465.2,0.0493350560052687,0.0354925910447547,0.0297080447296044,0.0280929264151553,0.0202105932219273,0.0169166913368415
90,90,2.25,0.02,550,1,100000.0,,100000.0,100.0,550.0,0.5491862361930885,0.0582642999063902,0.0449469727787464,-2.780286497309535e-06,3.3639335317068024e-05,2083588353441012.8,1502389444711665.5,1260000000000000.0,1.001483213357585,100.1483213357585,2086678759518545.2,1504617808804356.5,1261868848830557.0,0.0495973551918249,0.0357626029166238,0.0299928090107116,0.0282832625221738,0.0203938916269844,0.0171036235248124
91,91,2.25,0.02,555,1,100000.0,,100000.0,100.0,555.0,0.5536729607941311,0.0553246297048585,0.0447227408860785,1.588806807260292e-05,-3.2098808514949134e-05,2080000000000000.0,1500000000000000.0,1260000000000000.0,1.0024028078937168,100.2402807893717,2084997840418930.8,1503604211840575.5,1263027537946083.5,0.0499823923301743,0.0360449944688757,0.0302777953538556,0.0285322555090915,0.0205761457998255,0.0172839624718534
92,92,2.25,0.02,560,1,100000.0,,100000.0,100.0,560.0,0.558209734622892,0.056467102653792,0.0443327420161568,-1.7278687034613648e-05,3.1063053824154354e-06,2075893750058612.8,1500000000000000.0,1260000000000000.0,1.003221947905893,100.32219479058928,2082582171579470.8,1504832921858839.5,1264059654361425.0,0.0503480223074854,0.0363804907929877,0.0305596122661096,0.0287793752512238,0.0207954105915185,0.0174681448968755
93,93,2.25,0.02,565,1,100000.0,,100000.0,100.0,565.0,0.5638872722802148,0.0572440443784775,0.0448470912464451,-2.6312716090259706e-05,-4.606543076326015e-05,2067046461560838.5,1500000000000000.0,1260000000000000.0,1.0019813556842847,100.19813556842848,2071142015817132.5,1502972033526427.0,1262496508162199.0,0.0505885478241994,0.0367107479911212,0.0308370283125419,0.02894684531376,0.0210059467835344,0.0176449952981689
94,94,2.25,0.02,570,1,100000.0,,100000.0,100.0,570.0,0.5692417658727663,0.0579331380158303,0.04359032289378,-4.559382954974472e-05,-8.091722820779357e-06,2058199216198100.5,1500000000000000.0,1260000000000000.0,1.0013330023491078,100.13330023491078,2060942800588224.5,1501999503523661.5,1261679582959876.0,0.0508271901035648,0.0370424711832215,0.031115675793906,0.0291177416580806,0.0212207895831388,0.0178254632498366
95,95,2.25,0.02,575,1,100000.0,,100000.0,100.0,575.0,0.5743633480601261,0.0566068081786993,0.0431980526311731,8.840908667513463e-06,-5.480624934924682e-05,2050000000000000.0,1497643962792784.5,1260000000000000.0,1.001108758767868,100.11087587678682,2052272955474129.2,1499304488667675.8,1261397036047514.0,0.0510838955758305,0.0373197501488192,0.031397906549047,0.029253451907325,0.0213713442145631,0.0179801704405996
96,96,2.25,0.02,580,1,100000.0,,100000.0,100.0,580.0,0.5607974973589066,0.0544974950732973,0.0444801376436868,-1.995197085377891e-05,2.0554664159662868e-05,2050000000000000.0,1494694866437195.8,1260000000000000.0,1.0481336427194914,104.81336427194915,2148673967574956.8,1566639975112941.5,1320648389826559.2,0.0515338183366465,0.037574309129606,0.0316744444410608,0.0295095654176682,0.0215159980197958,0.0181375865493961
97,97,2.25,0.02,585,1,100000.0,,100000.0,100.0,585.0,0.5843616366311835,0.0586638475065656,0.0424035176494142,5.888005320776312e-06,8.763527317491952e-06,2041657343461636.0,1491745770081606.2,1259763482047075.8,1.0010927303439638,100.1092730343964,2043888324392812.5,1493375845950054.0,1261140063830126.0,0.0517761139807414,0.037830441660244,0.0319474067693724,0.0296248080987335,0.0216454941923977,0.0182793902830727
98,98,2.25,0.02,590,1,100000.0,,100000.0,100.0,590.0,0.5703259782796579,0.0556728724305739,0.0418149399102811,1.2440296489295916e-05,1.971699096288432e-05,2032810040223462.5,1490000000000000.0,1257994025465240.2,1.0484663362463569,104.84663362463564,2131332895157901.2,1562214841007071.2,1318964386899346.5,0.0520058120738269,0.0381189872426466,0.0321835289986813,0.0297345296550071,0.0217946823900429,0.0184010605594539
99,99,2.25,0.02,595,1,100000.0,,100000.0,100.0,595.0,0.5753447363514009,0.0549088800482679,0.0421742896538603,-3.403287923490002e-05,5.366872232949249e-06,2023962718803105.2,1490000000000000.0,1256224568883405.5,1.0481136859319669,104.8113685931967,2121343025393608.5,1561689392038631.0,1316666163250682.0,0.0522375725951855,0.0384562336270968,0.0324225943013953,0.0298361593021261,0.0219647708661636,0.0185185804107176
100,100,2.25,0.02,600,1,100000.0,,100000.0,100.0,600.0,0.5992175649859292,0.0543684622327639,0.0434268196474309,-3.921671286696308e-05,7.679681377216865e-06,2015115450105272.5,1490000000000000.0,1254455112301570.0,1.0013065148411848,100.1306514841185,2017748228347536.8,1491946707113365.5,1256094076523392.5,0.0524579037613919,0.0387879893434347,0.0326562359246782,0.0299393884707311,0.0221375350077628,0.0186379489692906
101,101,2.25,0.02,605,1,100000.0,,100000.0,100.0,605.0,0.603861262487601,0.0536139257558187,0.0425391254602639,8.299497608021113e-06,3.2636202953296017e-06,2006268224179504.0,1489949384656263.8,1252685655719734.5,1.0018867012717274,100.18867012717274,2010053452989488.8,1492760474055103.8,1255049099339455.8,0.0526686550019919,0.0391142266847114,0.0328855672595966,0.0300346074006023,0.0223051156747602,0.0187531863449091
102,102,2.25,0.02,610,1,100000.0,,100000.0,100.0,610.0,0.6088045603846354,0.0555426189291864,0.0417913470928875,-8.918683154473456e-06,-2.6913839409177432e-05,2000000000000000.0,1487000288126731.2,1250916199137899.8,1.0019668767173209,100.1966876717321,2003933753434642.0,1489925034372097.0,1253376597085303.5,0.0529458380902079,0.0393652382476252,0.0331154032719867,0.030170190042027,0.0224315406426662,0.0188701897273203
103,103,2.25,0.02,615,1,100000.0,,100000.0,100.0,615.0,0.6141036072066299,0.0552413848163892,0.0408511116403992,-8.896248449539703e-06,-5.032355677138768e-05,1998573558225097.2,1484051191597198.2,1250000000000000.0,1.0014616851109186,100.14616851109186,2001494843438230.8,1486220407127796.8,1251827106388648.0,0.0533555336909637,0.0396194290805587,0.0333710094578329,0.0303722351337688,0.0225530611851831,0.0189961954419768
104,104,2.25,0.02,620,1,100000.0,,100000.0,100.0,620.0,0.6183189536686768,0.0542578144560351,0.0418686425843126,-1.3578413316409568e-05,4.667418442068404e-06,1989726332299328.5,1481102095067665.8,1250000000000000.0,1.0027222441833743,100.27222441833744,1995142853233936.8,1485134016630947.0,1253402805229217.8,0.0535551585576209,0.0398651092131401,0.0336448018555726,0.0304636832489367,0.0226763974276489,0.01913811132869
105,105,2.25,0.02,625,1,100000.0,,100000.0,100.0,625.0,0.6039340859842544,0.0552567524029092,0.0403000432507107,1.95705788302197e-05,1.6697356636049763e-05,1980879106373559.5,1478152998647072.2,1250000000000000.0,1.0487121657117968,104.87121657117966,2077372017658263.5,1550157032464558.0,1310890207139745.8,0.0537549383677479,0.0401125051421441,0.0339211377127894,0.030547601980604,0.0227949445899157,0.0192765436077824
106,106,2.25,0.02,630,1,100000.0,,100000.0,100.0,630.0,0.608928714312916,0.0548683698788165,0.0433442206376895,3.007575705019921e-05,6.42222105462116e-06,1972031708434436.5,1475203902291483.5,1250000000000000.0,1.048717690569425,104.87176905694255,2068104538999041.2,1547072429530128.5,1310897113211781.8,0.0539549091953569,0.0403616697704936,0.0342000771112034,0.0306327409094986,0.022915219230147,0.0194169931310445
107,107,2.25,0.02,635,1,100000.0,,100000.0,100.0,635.0,0.6333615411110258,0.0540457876256932,0.0416532897677493,6.074874140429058e-06,-2.7420279345579627e-06,1963184439855684.0,1472254805935894.0,1250000000000000.0,1.0025923233436052,100.25923233436052,1968273648706924.0,1476071366437056.5,1253240404179506.5,0.0541551183170183,0.0406126554334946,0.0344816801325346,0.0307234823956068,0.0230405221708787,0.0195622745447857
108,108,2.25,0.02,640,1,100000.0,,100000.0,100.0,640.0,0.6384573703818432,0.0539502547310861,0.0421420336115574,1.4455164152977711e-05,-1.7256320074822368e-05,1954337153370794.0,1470000000000000.0,1250000000000000.0,1.0024330522722489,100.24330522722488,1959092157822543.2,1473576586840205.8,1253041315340311.0,0.0543475832345988,0.0408787947448403,0.0347608798850683,0.0308155917239687,0.0231786617555234,0.0197097463907512
109,109,2.25,0.02,645,1,100000.0,,100000.0,100.0,645.0,0.6409467215468453,0.0534534734509361,0.040307586961969,-3.961215969795931e-05,1.91064758165518e-05,1945489880631458.5,1470000000000000.0,1248529999943731.5,1.006456647093067,100.6456647093067,1958051222213828.5,1479491271226808.5,1256591317538474.8,0.0545181889816487,0.0411936030101639,0.0349873803836476,0.0309381255045096,0.0233766543554921,0.019854730789896
110,110,2.25,0.02,650,1,100000.0,,100000.0,100.0,650.0,0.6486816153279278,0.0560403361146805,0.0408886179133972,-1.1910971579526636e-05,1.488607936940962e-06,1940000000000000.0,1470000000000000.0,1246760539604716.0,1.0020362592369667,100.20362592369663,1943950342919714.5,1472993301078340.5,1249299267269771.5,0.0548019386586838,0.0415251803238481,0.0352190178420027,0.0311166215689512,0.023578058611525,0.0199974102566914
111,111,2.25,0.02,655,1,100000.0,,100000.0,100.0,655.0,0.6530136131052018,0.0557549451875655,0.0412801767508178,7.123609890009527e-07,1.674720706447287e-06,1937795297437161.2,1470000000000000.0,1244991079265700.5,1.00304373459693,100.304373459693,1943693432025739.5,1474474289857487.2,1248780501686531.2,0.0551709014697218,0.0418523180790829,0.0354460970442509,0.0313379094118614,0.0237727518981814,0.0201339211175732
112,112,2.25,0.02,660,1,100000.0,,100000.0,100.0,660.0,0.6583632193796802,0.05294659206556,0.0412142731729952,1.6756271383867652e-05,-1.3076640687691603e-05,1928947988751283.5,1467509324011042.5,1243221618926685.8,1.0024927742429577,100.24927742429573,1933756420613646.8,1471167493455237.5,1246320689756634.2,0.0553423186278694,0.042103451763551,0.0356685443884032,0.0314545639495748,0.0239300728417175,0.020272705196856
113,113,2.25,0.02,665,1,100000.0,,100000.0,100.0,665.0,0.6415786096566939,0.0561130331381708,0.0402837233706884,-6.681601439861974e-05,1.3426488821976352e-05,1920100762825513.2,1464560227481510.0,1241452158587670.2,1.05010368991057,105.010368991057,2016304896043171.5,1537940098974597.2,1303653492580354.8,0.0555119623829083,0.0423418467559065,0.0358915775994416,0.0315613460014614,0.0240734720669049,0.0204061692386335
114,114,2.25,0.02,670,1,100000.0,,100000.0,100.0,670.0,0.6692772528455976,0.0541548814053632,0.0410077891238001,2.659604898608108e-05,-1.9565338995000832e-06,1911253442492764.5,1461611130951977.5,1240000000000000.0,1.0010801672606309,100.1080167260631,1913317915888114.0,1463189915443405.5,1241339407403182.5,0.0556818960857561,0.0425821491289533,0.0361257955702015,0.0316698527156531,0.0242191894678476,0.0205470485987409
115,115,2.25,0.02,675,1,100000.0,,100000.0,100.0,675.0,0.6740952415183529,0.0541937773889806,0.042616910567076,-2.398062611016298e-05,-3.1771349265344095e-05,1902406121072408.5,1458662034501360.2,1240000000000000.0,1.001343639413769,100.13436394137688,1904962268917676.0,1460621950302284.5,1241666112873073.2,0.0558398112118722,0.0428149445727005,0.0363967320835202,0.0317680810810265,0.0243580449350807,0.0207066304634611
116,116,2.25,0.02,680,1,100000.0,,100000.0,100.0,680.0,0.6788300436484178,0.0544653411821692,0.0408952285327297,-1.2654002346376677e-05,-1.748599548536888e-05,1893558870315616.0,1455712938145771.2,1240000000000000.0,1.001725587697706,100.17255876977062,1896826372207114.5,1458224898483226.8,1242139728745155.5,0.0560000815301502,0.0430512325223191,0.0366717413363609,0.0318678483907635,0.0244990741722067,0.0208687105661309
117,117,2.25,0.02,685,1,100000.0,,100000.0,100.0,685.0,0.6835172717556247,0.0526779656873615,0.0393086699803273,4.737300937182296e-06,2.46054227907099e-05,1884711587938482.5,1452763841790181.8,1240000000000000.0,1.0021711657914694,100.21711657914692,1888803609264999.5,1455918032946560.0,1242692245581422.0,0.0561565473762647,0.0432863054645141,0.03694683005729,0.0319577243625234,0.0246334912550486,0.0210258049364859
118,118,2.25,0.02,690,1,100000.0,,100000.0,100.0,690.0,0.6887362126689596,0.0517951076484199,0.039587127565509,-2.999442736483614e-05,-1.031115156756088e-05,1875864266518126.0,1450000000000000.0,1240000000000000.0,1.001839808412878,100.18398084128778,1879315497377082.8,1452667722198673.2,1242281362431968.5,0.0563154281297238,0.0435305326966258,0.0372261107198732,0.0320489630576191,0.0247731124596796,0.0211852823793121
119,119,2.25,0.02,695,1,100000.0,,100000.0,100.0,695.0,0.6493768929943663,0.0520502162553669,0.0400296997512452,-3.169772864162888e-05,1.4974371377917406e-05,1867016977295718.0,1450000000000000.0,1240000000000000.0,1.0959379125170376,109.59379125170378,2046134688731338.8,1589109973149704.8,1358963011521127.0,0.0564642970964285,0.0438524297237031,0.0375013881775117,0.0321316953367424,0.0249547587434159,0.0213406212702315
120,120,2.25,0.02,700,1,100000.0,,100000.0,100.0,700.0,0.6974336013753941,0.0527056092080029,0.0389379717843262,-4.113429771689271e-05,8.146705432644775e-06,1858169731614735.5,1450000000000000.0,1239065959431385.8,1.0037024004801272,100.3702400480127,1865049420121223.2,1455368480696184.2,1243653477834493.5,0.0566010223758306,0.0441679148296291,0.03774273087204,0.0322156505842625,0.0251390885086624,0.0214820612567009
121,121,2.25,0.02,705,1,100000.0,,100000.0,100.0,705.0,0.7041922029672947,0.0524843264356696,0.0401502958380762,2.0050187851098903e-05,-9.466189177008552e-06,1849322410314276.0,1450000000000000.0,1237296502849550.2,1.0011474660032589,100.11474660032586,1851444444909175.5,1451663825704725.0,1238716258522521.2,0.0567401620704298,0.0444883134186113,0.0379622307658775,0.0322832894640106,0.0253123898038202,0.0215992630227802
122,122,2.25,0.02,710,1,100000.0,,100000.0,100.0,710.0,0.6857782641399253,0.054804774339881,0.0385236321418925,-6.75282772410772e-05,-3.060418313539487e-05,1840475090459422.0,1448018359895354.2,1235527046267715.5,1.0490808096623738,104.9080809662374,1930807098062600.8,1519088273405001.0,1296167714058296.0,0.0568775740115354,0.044749191044173,0.038182413541823,0.0323518674066902,0.0254532637929338,0.021718091913026
123,123,2.25,0.02,715,1,100000.0,,100000.0,100.0,715.0,0.7143577766860176,0.0533504496541409,0.040038298824115,8.237100345450027e-06,6.135653929373858e-07,1831627859489773.2,1445069263365821.8,1233757589685880.0,1.0008994147626116,100.08994147626116,1833275252626208.8,1446368979994288.5,1234867249475527.5,0.0570027822914118,0.0449725462456107,0.0383962358515512,0.0324040835227453,0.0255653160458599,0.0218269141167895
124,124,2.25,0.02,720,1,100000.0,,100000.0,100.0,720.0,0.7189684491138564,0.0522191742647442,0.0397277790912648,-1.3740747541889303e-05,1.3754683794565291e-05,1822780555640096.5,1442120166836288.5,1231988133104044.5,1.0014362622621298,100.14362622621296,1825398546564306.5,1444191429609371.8,1233757591167013.8,0.0571304455155105,0.0451996085668839,0.0386135515305295,0.0324569765195468,0.0256788236239076,0.0219371496940707
125,125,2.25,0.02,725,1,100000.0,,100000.0,100.0,725.0,0.7215949052054043,0.0550989755075491,0.039573336773113,3.531892129347318e-05,-8.108332938694412e-06,1813933299702078.5,1439171070355648.0,1230218676522209.8,1.004781171194954,100.47811711949542,1822606025344182.8,1446051993621844.2,1236100562621892.2,0.0572542852903397,0.0454254360164616,0.0388301439124995,0.0325020569810692,0.0257870673314659,0.0220430583252798
126,126,2.25,0.02,730,1,100000.0,,100000.0,100.0,730.0,0.7290664229160484,0.0521255864897885,0.0384466802431262,-1.6619402639167763e-05,5.074406658562258e-06,1805086021606216.5,1436221974000058.5,1228449219940374.2,1.001281777708397,100.12817777083976,1807399740630451.5,1438062891310642.8,1230023818766392.5,0.0573806317808914,0.0456550675476343,0.0390503230910838,0.0325477062011914,0.0258966776596349,0.0221503040936098
127,127,2.25,0.02,735,1,100000.0,,100000.0,100.0,735.0,0.7330648785618677,0.0525377533270605,0.0380364686852902,9.695565532102564e-06,1.86618637485522e-05,1796238701085814.0,1433272877644469.8,1226679763358539.2,1.0026548694808337,100.26548694808336,1801007480393618.8,1437078030065034.2,1229936438025035.5,0.057498943154856,0.0458801359013471,0.0392669359255695,0.0325857157307829,0.0260011225274967,0.0222532996518461
