,Simulation Number,ExitSlit.openingHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
218,218,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2707.0,1.3535,1050.0,0.0500131080070787,0.0175963377348751,0.0019992789582373,0.0117682041297827,-2.0125987303522227e-05,112104855650.0,20.99449607993541,28.41605044419257,2353584952485.65,5.143487919772761e-06,2.651035198594374e-06
219,219,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2788.0,1.394,1050.0,0.0533377214480879,0.01908947553976,0.0020113404337864,0.0117195922187959,1.1212945215156386e-05,115459304599.99998,19.68588030184108,27.44211714076646,2272918050089.4087,5.297393542787756e-06,2.73036059611419e-06
220,220,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2759.0,1.3795,1050.0,0.0476634408810241,0.0261831109686228,0.0019963682797006,0.0121009167166993,-1.79590855138421e-06,114258329050.0,22.029462845978205,30.38964399602693,2517049614650.527,5.242291529609548e-06,2.701960145150305e-06
221,221,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2737.0,1.3684999999999998,1050.0,0.0469433828477576,0.025212778339627,0.0020770330945918,0.0116862865448069,6.105049921433777e-06,113347244149.99998,22.36736971865152,30.6097454599746,2535279716493.31,5.200490002370906e-06,2.6804149754535645e-06
222,222,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2823.0,1.4115,1050.0,0.0509008166727653,0.0213781635634557,0.0020232788894443,0.0121885135771494,-1.056219461326998e-05,116908757850.0,20.628352718784683,29.116919862564583,2411635092844.788,5.363895972485594e-06,2.7646370024499138e-06
223,223,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2817.0,1.4085,1050.0,0.0498773243170944,0.0247986645942339,0.0021121024932307,0.0116453157593555,1.543250929303282e-05,116660280150.0,21.05165051205711,29.65124974623244,2455891446356.473,5.352495555965965e-06,2.758761047078076e-06
224,224,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2687.0,1.3435,1050.0,0.0524979413185064,0.0176517422504091,0.0020344070657566,0.0116810663677982,1.0415916306561303e-05,111276596650.00002,20.000784290370937,26.87105369411336,2225619206163.264,5.105486531373996e-06,2.6314486806882463e-06
225,225,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8282590000000.0,2842.0,1.421,1050.0,0.0864285277953058,0.0203062406773431,0.0019860018134409,0.0117820848735599,2.656235555566216e-06,117695603900.0,12.148766463855331,17.263397145138427,1429856405603.5208,5.39999729146442e-06,2.7832441944607354e-06
226,226,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,8282590000000.0,2740.0,1.37,1050.0,0.0495033337306267,0.023577462414541,0.0020092305010325,0.0118701338355124,3.106896391001528e-06,113471483000.00002,21.21069271240585,29.05864901599602,2406808757533.985,5.206190210630723e-06,2.6833529531394846e-06
227,227,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8282590000000.0,2875.0,1.4375,1050.0,0.0472223212580047,0.0301730187857632,0.0020843608207086,0.0119954370367269,2.977201247026061e-05,119062231250.0,22.235247485255982,31.963168260055475,2647378177990.529,5.462699582322381e-06,2.815561949005845e-06
228,228,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8282590000000.0,2604.0,1.302,1050.0,0.0482404001356826,0.0326514206648394,0.002022562781964,0.0111789606940759,3.49370746299508e-07,107839321800.0,21.7659886121743,28.33931717305094,2347229450243.4,4.947780769519124e-06,2.5501646313778164e-06
229,229,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8282590000000.0,2141.0,1.0705,1050.0,0.0371306467334306,0.1236472121386806,0.0019913404118017,0.0154841739618695,1.219689859271494e-06,88665125950.0,28.278527102912783,30.272163263668137,2507319167260.251,4.068048628087728e-06,2.096736741850962e-06
230,230,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8282590000000.0,2839.0,1.4195,1050.0,0.0413042554941966,0.0230454002335938,0.0018292748964473,0.0122211650823216,3.260265400691796e-06,117571365050.0,25.421109458020045,36.085264875659455,2988794540064.8823,5.394297083204606e-06,2.780306216774816e-06
231,231,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8282590000000.0,2875.0,1.4375,1050.0,0.047497512220616,0.0289557674078005,0.0020553190919278,0.0120237394460675,2.3528833579761267e-05,119062231250.0,22.10642096628069,31.7779801390285,2632039805197.1606,5.462699582322381e-06,2.815561949005845e-06
232,232,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8282590000000.0,2726.0,1.363,1050.0,0.0523211220054236,0.0222926471513187,0.0021751799248129,0.0120719559903567,-3.658568287336765e-07,112891701700.0,20.06837697194561,27.35319781276188,2265553226720.0337,5.179589238751587e-06,2.669642390605195e-06
233,233,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8282590000000.0,2789.0,1.3945,1050.0,0.0478870697106685,0.0141669680179679,0.0056049587054733,0.0116867175168681,2.731185363779965e-05,115500717550.0,21.92658699611504,30.576625566082424,2532536531473.7856,5.299293612207695e-06,2.731339922009497e-06
234,234,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,8282590000000.0,2729.0,1.3644999999999998,1050.0,0.0455071983847119,0.0229119339177298,0.0020178819080884,0.0120772286035354,9.488756083965174e-06,113015940549.99998,23.073272740796657,31.48348065481704,2607647620367.8105,5.185289447011401e-06,2.6725803682911138e-06
235,235,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8282590000000.0,2807.0,1.4035,1050.0,0.0495280675027061,0.0252785536684794,0.0020374849923743,0.0119348736830185,1.3896240013907368e-05,116246150650.0,21.200100325792647,29.75434080724998,2464430056267.206,5.333494861766582e-06,2.748967788125012e-06
236,236,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8282590000000.0,2731.0,1.3655,1050.0,0.0418106674119371,0.0254019247729116,0.0019978232789892,0.0119472526104658,-2.2879102093706463e-05,113098766450.0,25.11320830291791,34.29208593763441,2840272880661.9136,5.189089585851277e-06,2.674539020081727e-06
237,237,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8282590000000.0,2836.0,1.418,1050.0,0.0365807451751152,0.0259244194560785,0.0019512775572151,0.0122404145994206,-2.344118660936705e-06,117447126200.0,28.70362522615541,40.701740570688365,3371158294333.7773,5.388596874944791e-06,2.777368239088897e-06
238,238,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,8282590000000.0,2737.0,1.3684999999999998,1050.0,0.0426750724559497,0.0196946015406097,0.0019606430639747,0.0118631791148113,2.534741313975088e-05,113347244149.99998,24.604527645122023,33.67129608234949,2788855402187.0703,5.200490002370906e-06,2.6804149754535645e-06
239,239,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,8282590000000.0,2837.0,1.4185,1050.0,0.0503879286773099,0.0277353347606055,0.0020935557617257,0.012368517732859,-2.7828900748717888e-05,117488539149.99998,20.83832432812075,29.55916305943928,2448264283644.812,5.390496944364728e-06,2.778347564984203e-06
240,240,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,8282590000000.0,2691.0,1.3455,1050.0,0.0403580078141203,0.0271615862696061,0.0019662054329918,0.0117467737048263,-3.526601903969952e-05,111442248450.0,26.01714150103883,35.00606388964774,2899408747117.575,5.113086809053749e-06,2.635365984269472e-06
241,241,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,8282590000000.0,2805.0,1.4025,1050.0,0.0500769230895912,0.0184016896042795,0.0019693412799933,0.0116249930780457,7.344471058733041e-06,116163324749.99998,20.967741930179585,29.407258057076863,2435682615109.6426,5.329694722926705e-06,2.7470091363343987e-06
242,242,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8282590000000.0,2809.0,1.4045,1050.0,0.0505625036139463,0.0236275444714239,0.0020842905813126,0.0117221540283257,-1.7160103026614898e-06,116328976550.0,20.76637676047326,29.16637616008469,2415731355197.5586,5.337295000606458e-06,2.7509264399156245e-06
243,243,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,8282590000000.0,2704.0,1.352,1050.0,0.0494876920813567,0.0284005877203762,0.0020162189627017,0.0121416450501545,2.807758670693844e-05,111980616800.0,21.21739680795423,28.68592048435412,2375937181445.066,5.1377877115129455e-06,2.6480972209084545e-06
244,244,0.02,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8282590000000.0,2824.0,1.412,1050.0,0.0420303769460588,0.0248055721845288,0.0019385446265521,0.0118352591194473,2.688715742189176e-05,116950170800.00002,24.98193155268521,35.274487352391525,2921641162000.4453,5.365796041905532e-06,2.7656163283452208e-06
245,245,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2991.0,1.4955,1300.0,0.0590108516666987,0.0208512524624403,0.0019577858513098,0.0113384358015993,-3.678626194899514e-06,125706944400.0,22.02984643134073,32.94563533807006,2769304680485.0874,7.14577066137829e-06,4.519247782742964e-06
246,246,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,8405680000000.0,2986.0,1.493,1300.0,0.0922962962272322,0.0377565874703624,0.0021201099714734,0.0111793164295499,-4.883423518978276e-06,125496802400.00002,14.085072241679317,21.029012856827222,1767631527903.7544,7.133825207246932e-06,4.511693038873451e-06
247,247,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2934.0,1.467,1300.0,0.062650990156726,0.029293281181182,0.0020623396430867,0.0119205383527674,2.563908744533629e-06,123311325600.0,20.749871578213767,30.440061605239595,2558694170339.303,7.00959248428081e-06,4.43312370263051e-06
248,248,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3005.0,1.5025,1300.0,0.0629429570117281,0.0352172868478191,0.002041027442074,0.0110178020414844,-6.281021582413361e-06,126295342000.0,20.65362133777369,31.03206606000496,2608456170392.625,7.179217932946092e-06,4.540401065577601e-06
249,249,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2868.0,1.434,1300.0,0.0679997670852117,0.0445862581183179,0.0020343241404113,0.0113580413526884,-8.078915210271424e-06,120537451200.0,19.1177125411466,27.41479978400423,2304400342484.087,6.851912489746885e-06,4.333401083552932e-06
250,250,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2577.0,1.2885,1300.0,0.0621656286400593,0.0970482595177134,0.0020661227987363,0.011504359718918,-1.2651532038961328e-05,108307186800.0,20.911877325765246,26.94495393424852,2264906603860.341,6.156687059301857e-06,3.893714990347247e-06
251,251,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3074.0,1.537,1300.0,0.0526544310980625,0.0267219138139687,0.002027584180085,0.0114121880443601,1.268429464997514e-05,129195301600.0,24.689280140144447,37.94742357540201,3189738993992.852,7.3440651999588305e-06,4.644656530976888e-06
252,252,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3037.0,1.5185,1300.0,0.0737260619039261,0.0199895748670418,0.0020347577562309,0.0117764699135452,3.825649683263767e-06,127640250800.0,17.63284198868583,26.775470559819432,2250660373752.63,7.255668839386782e-06,4.588751426342487e-06
253,253,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3050.0,1.525,1300.0,0.0671186729523469,0.0215952569119999,0.0019854437600721,0.0116282955745677,4.586292002019536e-06,128186620000.0,19.368678533363976,29.53723476338006,2482805435058.4854,7.286727020128313e-06,4.6083937604032224e-06
254,254,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3041.0,1.5205,1300.0,0.100905835233334,0.026350662186978,0.0020158142581655,0.0115636242470049,4.434570035221928e-06,127808364400.0,12.883298542585644,19.58905543400147,1646593314804.775,7.2652252026918684e-06,4.594795221438098e-06
255,255,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3157.0,1.5785,1300.0,0.0641973138799585,0.0214477535922895,0.0020166255858168,0.0120451329096012,4.139471225045049e-07,132683658800.0,20.250068444154035,31.964733039097144,2686853172120.781,7.542359738539371e-06,4.770065279210812e-06
256,256,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3081.0,1.5405,1300.0,0.0683956301188573,0.0238984075362207,0.0020611867720251,0.0113635029934157,3.674301122689491e-06,129489500400.0,19.00706226027704,29.280379411956776,2461214996154.9683,7.360788835742732e-06,4.655233172394206e-06
257,257,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2956.0,1.478,1300.0,0.0777827483759665,0.0200255227412084,0.0019598054214314,0.0114272217255957,3.761684833272117e-06,124235950400.0,16.713217611139033,24.702135629263488,2076382474161.8752,7.0621524824587845e-06,4.466364575656369e-06
258,258,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2774.0,1.387,1300.0,0.8221943385728991,0.0309381382117758,0.002002915392027,0.0119094919515133,2.1058020384184857e-05,116586781600.0,1.5811347013851236,2.1930338308211663,184339406110.56863,6.627337952077357e-06,4.191371898806079e-06
259,259,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3054.0,1.527,1300.0,0.0606434434407674,0.0262557229897795,0.0020469818995636,0.0117595871142666,-4.925967454521155e-06,128354733600.00002,21.43677743612556,32.733959144963734,2751511857056.387,7.2962833834334e-06,4.614437555498834e-06
260,260,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3006.0,1.503,1300.0,0.0606132709231133,0.02163656857863,0.0021206396423557,0.0119356610466601,3.2687490239171992e-06,126337370399.99998,21.447448392102505,32.235514933330066,2709614231647.9385,7.1816070237723625e-06,4.541912014351504e-06
261,261,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2939.0,1.4695,1300.0,0.0540025624561621,0.0233794657659908,0.0020519112370493,0.0116290650283433,3.545670816017265e-07,123521467600.0,24.0729317438465,35.37517319758243,2973523858434.547,7.021537938412168e-06,4.440678446500024e-06
262,262,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3008.0,1.504,1300.0,0.0543267097341413,0.0222193116514427,0.0020617003925364,0.0113015516970797,-1.5337209908240775e-05,126421427200.0,23.929297510594903,35.98966345593473,3025175943182.815,7.186385205424906e-06,4.5449339118993095e-06
263,263,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3140.0,1.5699999999999998,1300.0,0.0789225266639732,0.0272900525237979,0.0020088982023588,0.0120562470079102,-1.1721974690484e-05,131969175999.99998,16.47184973607069,25.860804085630985,2173776436865.0664,7.501745194492754e-06,4.744379150054465e-06
264,264,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3038.0,1.519,1300.0,0.0846911058424666,0.0196725131989449,0.0020562719316939,0.0116583484931202,-6.048843614700773e-06,127682279200.00002,15.349899934216484,23.316498000074844,1959910209092.691,7.258057930213055e-06,4.590262375116391e-06
265,265,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3115.0,1.5575,1300.0,0.1164678526502029,0.0267083395230561,0.0019924148516092,0.0115961368743596,6.873051704599042e-06,130918466000.00002,11.161878324522664,17.384625490444048,1461295987925.1577,7.4420179238359664e-06,4.706605430706898e-06
266,266,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2121.0,1.0605,1300.0,1.1719094413301718,0.0281289284244994,0.0020291230248187,0.0115725095249363,-1.86752537553304e-05,89142236400.0,1.1093007310568634,1.1764134252858036,98885548006.56377,5.067261642522016e-06,3.204722349447618e-06
267,267,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3106.0,1.553,1300.0,0.0575798192548973,0.0201134948558807,0.0019809727266776,0.0113360673815463,-1.6963471066302556e-05,130540210400.0,22.57735464998758,35.06263177143071,2947252626284.7974,7.420516106399521e-06,4.693006891741774e-06
268,268,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3087.0,1.5435,1300.0,0.0722058767573798,0.0234070667320335,0.0019958428714198,0.0116961655521487,6.12561678107772e-06,129741670800.00002,18.004074714973004,27.78928932256084,2335878734728.632,7.375123380700362e-06,4.664298865037623e-06
269,269,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3033.0,1.5165,1300.0,0.0614517532674199,0.0212755722605435,0.0020283298265425,0.0112335649132892,1.2352557544251505e-05,127472137200.0,21.154807322466183,32.08126530451997,2696648501448.9736,7.246112476081695e-06,4.5827076312468775e-06
270,270,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3061.0,1.5305,1300.0,0.0678421339653141,0.026385757985586,0.0020448819039177,0.0118658551919919,1.3660852456269215e-05,128648932400.0,19.16213308774537,29.32764469079429,2465187964245.1577,7.3130070192173e-06,4.6250141969161525e-06
271,271,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8405680000000.0,2959.0,1.4795,1300.0,0.062282739899274,0.0238403831098622,0.0020438073205458,0.0115169705660725,3.642391395828165e-06,124362035600.0,20.87255637922173,30.88094716305856,2595753599495.7803,7.069319754937599e-06,4.470897421978078e-06
272,272,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3083.0,1.5415,1300.0,0.0756609045010918,0.0265857715104925,0.0020904155837091,0.0117722482842023,-1.6322488510869154e-05,129573557200.00002,17.181925177503526,26.485937661121685,2226323164793.373,7.365567017395276e-06,4.658255069942012e-06
273,273,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3028.0,1.514,1300.0,0.0702352324217372,0.0233853901451209,0.001983281166127,0.011614827383161,1.066708349327584e-05,127261995200.0,18.50922898914848,28.0229726895708,2355521410772.715,7.234167021950338e-06,4.575152887377363e-06
274,274,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,3071.0,1.5355,1300.0,0.1288457609132365,0.0192223751660263,0.0020165324343598,0.0116116182634646,-3.992781575911742e-07,129069216400.0,10.089583008286995,15.492554709224684,1302254572682.3574,7.336897927480016e-06,4.640123684655179e-06
275,275,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,8405680000000.0,3018.0,1.509,1300.0,0.0578327721368623,0.0186772279601983,0.0020262150460078,0.0117624313984791,-1.0425709364628224e-05,126841711199.99998,22.47860429245076,33.920213877308186,2851224633842.1187,7.210276113687622e-06,4.560043399638335e-06
276,276,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8405680000000.0,3003.0,1.5015,1300.0,0.0636875488153236,0.0317861431040781,0.0019725961389947,0.0115983881027462,3.237399933369664e-06,126211285200.0,20.41215314738586,30.64884795079988,2576244082430.795,7.174439751293549e-06,4.537379168029797e-06
277,277,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8405680000000.0,2966.0,1.483,1300.0,0.0630817736710014,0.0351328911846846,0.0020427931443807,0.0114354426982146,1.5764301645428996e-05,124656234399.99998,20.608171336146302,30.56191809150496,2568937036634.014,7.086043390721499e-06,4.481474063395395e-06
278,278,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8405680000000.0,2391.0,1.1955,1300.0,0.0551455900204018,0.1396144996879854,0.0020569347986018,0.015198031909823,-1.251020984737896e-05,100489904400.0,23.573961209210875,28.1826706256116,2368945108242.909,5.712316165615343e-06,3.612678518401346e-06
279,279,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8405680000000.0,3094.0,1.547,1300.0,0.0718419018799068,0.0220844125583803,0.0018202296892023,0.0117699363535371,9.650514271649413e-06,130035869600.0,18.095289322561666,27.99341258200289,2353036682722.9004,7.391847016484262e-06,4.674875506454941e-06
280,280,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8405680000000.0,3017.0,1.5085,1300.0,0.0533678568579034,0.0241752317147487,0.0021523763488598,0.0119217315932194,-2.677377485044561e-05,126799682800.0,24.35923187737073,36.745901287013744,3088742875302.257,7.20788702286135e-06,4.558532450864434e-06
281,281,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8405680000000.0,3019.0,1.5095,1300.0,0.0712348385493442,0.0278787596659057,0.0023940842397763,0.0115930886581399,4.189216294358122e-06,126883739600.0,18.249497387426423,27.547616306320183,2315564474337.094,7.212665204513893e-06,4.561554348412239e-06
282,282,0.02,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8405680000000.0,3105.0,1.5525,1300.0,0.0667213254348553,0.0265598284990451,0.0059889257415744,0.0115054647963355,4.491634151856541e-05,130498182000.0,19.48402540757798,30.248949445264817,2542629893730.736,7.4181270155732495e-06,4.691495942967871e-06
