,Simulation Number,ExitSlit.openingHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
1306,1306,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8282590000000.0,609.0,0.3045,1050.0,0.0366435837800054,0.0310401332922085,0.0004975836580434,0.0110588345955828,1.1361479968762107e-06,25220486550.0,28.65440253616603,8.725265572262556,722677973761.6614,1.1571422767423758e-06,5.96409470241586e-07
1307,1307,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8282590000000.0,513.0,0.2565,1050.0,0.0341440897641405,0.1273463639310261,0.0004940468521176,0.0093583604483536,4.997124409799818e-06,21244843350.0,30.752027869337194,7.887895148484991,653322014778.903,9.747356124283066e-07,5.023941842921736e-07
1308,1308,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8282590000000.0,643.0,0.3215,1050.0,0.0239397804787131,0.0243343093192107,0.0008262100873512,0.0116744935242213,4.419274995761819e-06,26628526850.0,43.86005130388069,14.101006494197645,1167928553787.7646,1.2217446370202751e-06,6.29706550682003e-07
1309,1309,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8282590000000.0,714.0,0.357,1050.0,0.030166679704962,0.0137831947757375,0.0011985298012126,0.0113002676773376,4.355576461774222e-05,29568846300.0,34.806614790532926,12.425961480220254,1029191442964.5748,1.3566495658358887e-06,6.992386892487562e-07
1310,1310,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8282590000000.0,641.0,0.3205,1050.0,0.0308370750783524,0.0163708279322143,0.0014691550300062,0.0114732905480862,4.0592229142993466e-05,26545700950.0,34.04992196348409,10.912999989296653,903879045813.4856,1.2179444981803988e-06,6.277478988913903e-07
1311,1311,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8282590000000.0,646.0,0.3229999999999999,1050.0,0.0256854895119431,0.0162015660284144,0.0052031750168559,0.0122751240416412,3.149073028702562e-05,26752765700.0,40.879111901362606,13.20395314414012,1093629302721.2352,1.2274448452800897e-06,6.326445283679221e-07
1312,1312,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,8282590000000.0,640.0,0.32,1050.0,0.0356815874720268,0.024378307971028,0.0004942873351811,0.0115921326143415,3.3326825089612587e-06,26504288000.0,29.4269418596682,9.416621395093824,779940142007.9015,1.2160444287604606e-06,6.267685729960839e-07
1313,1313,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8282590000000.0,684.0,0.3419999999999999,1050.0,0.0292315544265875,0.0101764305798998,0.0004900609400166,0.0114012464364975,4.371884476973875e-06,28326457800.0,35.92008774753947,12.284670009658498,1017488849752.9738,1.299647483237742e-06,6.698589123895646e-07
1314,1314,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8282590000000.0,664.0,0.332,1050.0,0.0361188693862004,0.0153571859628978,0.0004399458953721,0.0113384986961502,1.8351620534483688e-06,27498198800.0,29.07067740058226,9.65146489699331,799391266411.8782,1.261646094838978e-06,6.502723944834371e-07
1315,1315,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8282590000000.0,622.0,0.311,1050.0,0.0122441952078133,0.0264450535938353,0.0005227922159782,0.0112355738719119,-2.539030259815774e-07,25758854900.0,85.75492159174033,26.669780615031243,2208948582242.516,1.1818431792015726e-06,6.091407068805691e-07
1316,1316,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,8282590000000.0,694.0,0.347,1050.0,0.0187024201220538,0.0180879538414644,0.0004833459132903,0.0127948005919173,1.2294991216565491e-05,28740587300.0,56.142466758184135,19.481435965089894,1613567467100.939,1.3186481774371244e-06,6.796521713426284e-07
1317,1317,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,8282590000000.0,640.0,0.32,1050.0,0.0237312895560535,0.0266736745779812,0.000513629596371,0.0124776525585584,-1.1745762846097958e-06,26504288000.0,44.245383189981744,14.15852262079416,1172692378737.635,1.2160444287604606e-06,6.267685729960839e-07
1318,1318,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,8282590000000.0,660.0,0.33,1050.0,0.0285071238781711,0.0239286163668468,0.0004823361033063,0.0120835023740264,-2.2917520466214407e-06,27332547000.0,36.83289848836772,12.154856501161346,1006736929079.5396,1.2540458171592249e-06,6.463550909022116e-07
1319,1319,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,8282590000000.0,644.0,0.322,1050.0,0.0256239865479983,0.0092623153148616,0.000503081972273,0.0117028649380951,1.5488520721597215e-06,26669939800.0,40.97723037877656,13.194668181966051,1092860267372.702,1.2236447064402134e-06,6.306858765773095e-07
1320,1320,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8282590000000.0,684.0,0.3419999999999999,1050.0,0.0244116868145738,0.0126107617737241,0.0005012972021432,0.0125265942308823,-5.64502760210755e-06,28326457800.0,43.012185432968415,14.710167418075196,1218382855552.7544,1.299647483237742e-06,6.698589123895646e-07
1321,1321,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,8282590000000.0,672.0,0.336,1050.0,0.0360688060100073,0.0133028088444646,0.0004509053541886,0.0126019321664906,-2.0666502229825007e-05,27829502400.0,29.111027398818653,9.781305206003069,810145406861.8895,1.2768466501984836e-06,6.581070016458881e-07
1322,1322,0.005,1050,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8282590000000.0,659.0,0.3295,1050.0,0.0398655714614051,0.0152902493568674,0.000492845852667,0.0106309594625897,-1.0799086956625592e-05,27291134050.0,26.338516206058447,8.678541089896258,718807976457.6385,1.2521457477392866e-06,6.453757650069051e-07
1323,1323,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,714.0,0.357,1300.0,0.0350313289100086,0.0255769352277445,0.0004963458741689,0.0111796610624531,3.2284090869247105e-06,30008277600.0,37.10963986948793,13.24814143340719,1113596374839.6216,1.7058108499579067e-06,1.078817424566525e-06
1324,1324,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,8405680000000.0,695.0,0.3475,1300.0,0.0771240043677607,0.0312474523762191,0.0013576071607249,0.011754673978031,2.341541993978455e-05,29209738000.0,16.855971246008373,5.85745000798791,492358503831.4381,1.6604181242587464e-06,1.0501093978623736e-06
1325,1325,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,733.0,0.3665,1300.0,0.0396792332117001,0.0269153295438406,0.0004925287779062,0.0111625435364321,-7.582148260469558e-06,30806817200.0,32.76272989107738,12.007540505079858,1009315430727.3966,1.7512035756570668e-06,1.107525451270676e-06
1326,1326,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,736.0,0.368,1300.0,0.0357362410700261,0.0292001751513677,0.000513765669764,0.0104056592702344,-4.857018411647178e-06,30932902400.0,36.37763684917544,13.38697036049656,1125265890198.1873,1.7583708481358811e-06,1.1120582975923845e-06
1327,1327,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,666.0,0.333,1300.0,0.0389017612817497,0.028864936232756,0.0004787881814976,0.0102370962176699,9.41293602245514e-06,27990914400.0,33.41751008610191,11.128030858671938,935386664281.2152,1.5911344902968707e-06,1.0062918834191954e-06
1328,1328,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,614.0,0.307,1300.0,0.0439672847180645,0.0766841431770691,0.0004909705180888,0.0146170309023747,-2.9056915731098096e-06,25805437600.0,29.56743879764487,9.077203710876974,763000696884.4437,1.4669017673307486e-06,9.277225471762552e-07
1329,1329,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,732.0,0.366,1300.0,0.0381597180464723,0.0248588595699327,0.0004999504236706,0.0120013399066416,-4.299667389954937e-06,30764788800.0,34.067337667873,12.468645586441516,1048074448330.3972,1.748814484830795e-06,1.1060145024967736e-06
1330,1330,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,704.0,0.352,1300.0,0.0580456273855816,0.0175711089033291,0.000493667300155,0.0109094615873319,-5.524757732808293e-06,29587993600.000004,22.396174501904287,7.88345342467031,662657867826.8273,1.681919941695191e-06,1.063707936827498e-06
1331,1331,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,715.0,0.3575,1300.0,0.0510832691400082,0.0197977338028585,0.0004893056008924,0.0114496937134664,-1.3938419588992712e-05,30050306000.0,25.44864535660353,9.097890714985764,764739580251.4153,1.708199940784178e-06,1.0803283733404276e-06
1332,1332,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,716.0,0.358,1300.0,0.0673247931949845,0.0218349727422969,0.000505683226372,0.0124071519499394,-5.739254125359666e-06,30092334400.0,19.309379773881663,6.912757959049636,581064313212.2434,1.7105890316104498e-06,1.0818393221143305e-06
1333,1333,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,714.0,0.357,1300.0,0.0337201080133127,0.0162560868914202,0.0005025582755929,0.0119170045786578,8.125538122952939e-06,30008277600.0,38.552664169603474,13.76330110854844,1156899048621.035,1.7058108499579067e-06,1.078817424566525e-06
1334,1334,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,789.0,0.3944999999999999,1300.0,0.051959074753995,0.0232680604413998,0.0005154389250789,0.0116654518292281,-1.4702497679273729e-06,33160407600.0,25.019691096405527,9.87026813753198,829663154782.8981,1.884992661928275e-06,1.192138582609227e-06
1335,1335,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,757.0,0.3785,1300.0,0.0779870363758163,0.0255215582085213,0.0005191644554454,0.0121039799095738,-2.9155177820319626e-06,31815498800.0,16.66943713228635,6.309381954570384,530346457078.9318,1.8085417554875844e-06,1.1437882218443408e-06
1336,1336,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,635.0,0.3175,1300.0,0.8165089131689456,0.0261817836839194,0.0005479620324472,0.0116933805554808,-3.298623031281548e-07,26688034000.0,1.5921442853018977,0.5055058105833525,42491200819.04274,1.517072674682452e-06,9.59452471428212e-07
1337,1337,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,778.0,0.3889999999999999,1300.0,0.0228931443191413,0.0177735619519683,0.0005034378035539,0.0108497583419298,6.334717806773394e-06,32698095200.0,56.785559112255605,22.089582494667425,1856779617837.761,1.8587126628392875e-06,1.1755181460962977e-06
1338,1338,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,686.0,0.3429999999999999,1300.0,0.0229526961650208,0.0172975328866746,0.0004991253003864,0.0111451884767484,3.725488934963177e-06,28831482400.0,56.638226317880616,19.42691162703305,1632964025251.1917,1.6389163068223025e-06,1.0365108588972497e-06
1339,1339,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,729.0,0.3645,1300.0,0.0444848833999458,0.0301793521509158,0.0005021027596856,0.0111492210855292,-2.657191250196185e-06,30638703600.0,29.22341030574856,10.651933056445351,895367406539.0155,1.7416472123519802e-06,1.101481656175065e-06
1340,1340,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,713.0,0.3565,1300.0,0.0482665834520048,0.0264015683368383,0.0004730292072512,0.0118388328434988,9.291873174225991e-06,29966249200.0,26.933748092874428,9.601881195109732,807103407241.0997,1.7034217591316352e-06,1.0773064757926222e-06
1341,1341,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,754.0,0.377,1300.0,0.0711899378800353,0.0248040104518955,0.0005017545079544,0.0121800281911259,1.0895275230616269e-05,31689413600.0,18.261007646764284,6.884399882830135,578680624071.076,1.80137448300877e-06,1.1392553755226327e-06
1342,1342,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,758.0,0.379,1300.0,0.0850087285334666,0.0246429235330452,0.0004595559044327,0.0121646675229775,-5.549948956057635e-06,31857527200.0,15.292547276344804,5.795875417734681,487182740813.44055,1.810930846313856e-06,1.1452991706182437e-06
1343,1343,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,712.0,0.356,1300.0,0.061803458364011,0.0130785510451015,0.0005007367608594,0.0111880594285663,3.164608023949282e-07,29924220800.0,21.03442160701168,7.488254092096157,629438676568.5083,1.7010326683053634e-06,1.0757955270187195e-06
1344,1344,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,502.0,0.251,1300.0,1.1164944697400188,0.019416264825382,0.0005010173488569,0.0119783977763678,2.181521537231801e-06,21098256800.0,1.164358655804817,0.292254022607009,24565937927.47284,1.199323594788332e-06,7.584962844991533e-07
1345,1345,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,714.0,0.357,1300.0,0.0384499150866304,0.0228162430756531,0.0005142498960733,0.0116479119426118,5.153028427744996e-06,30008277600.0,33.81021770974023,12.07024772237726,1014586398750.321,1.7058108499579067e-06,1.078817424566525e-06
1346,1346,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,742.0,0.371,1300.0,0.044645528644196,0.0183589050097148,0.00052337805571,0.0117949344868211,1.369095728269828e-06,31185072800.0,29.11825751600775,10.802873538438874,908054980445.8488,1.7727053930935107e-06,1.1211239902358004e-06
1347,1347,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,771.0,0.3855,1300.0,0.031267712528006,0.0225746189693245,0.0004936331509773,0.0117413978649453,5.0751398327516845e-06,32403896400.0,41.576434439699,16.027715476503964,1347238474265.3982,1.8419890270553864e-06,1.1649415046789787e-06
1348,1348,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,720.0,0.36,1300.0,0.014830158431323,0.0191528060876479,0.0004958126159413,0.0116984906174413,1.4312900997355756e-06,30260448000.0,87.65921187020122,31.55731627327244,2652607022519.207,1.720145394915536e-06,1.087883117209941e-06
1349,1349,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8405680000000.0,808.0,0.404,1300.0,0.0498784164601602,0.0177815405919414,0.0005100774694994,0.0111893440962801,-1.422750237801044e-06,33958947200.000004,26.06337755406408,10.529604531841889,885084862212.1272,1.9303853876274352e-06,1.2208466093133785e-06
1350,1350,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,750.0,0.375,1300.0,0.0481375648080302,0.0159250382020191,0.0004605371868304,0.0109015720567094,-5.634024909723275e-06,31521300000.0,27.00593611630176,10.12722604361316,851262214102.7827,1.7918181197036831e-06,1.133211580427022e-06
1351,1351,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8405680000000.0,709.0,0.3545,1300.0,0.0650856124000256,0.0290239464673047,0.0005103922796301,0.0119100626468143,7.323190378937886e-06,29798135600.0,19.97369237320855,7.080673946302432,595178793769.5542,1.6938653958265489e-06,1.0712626806970113e-06
1352,1352,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8405680000000.0,785.0,0.3924999999999999,1300.0,0.122057812920957,0.0218340181202867,0.0004825977033851,0.0119266476706368,7.035254333626469e-06,32992294000.0,10.650690593988127,4.18039605814034,351390715379.89087,1.8754362986231884e-06,1.1860947875136162e-06
1353,1353,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,8405680000000.0,754.0,0.377,1300.0,0.0297279486746901,0.0290092007669949,0.0005053779018856,0.0113153837891316,1.126577259985375e-06,31689413600.0,43.72989250707349,16.486169475166705,1385774650340.1926,1.80137448300877e-06,1.1392553755226327e-06
1354,1354,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8405680000000.0,678.0,0.3389999999999999,1300.0,0.0456850606478838,0.0279280588349254,0.0004987771436395,0.0120849271564121,5.955867414724364e-06,28495255200.0,28.455691676097576,9.646479478197078,810852196202.916,1.6198035802121297e-06,1.0244232687060278e-06
1355,1355,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8405680000000.0,713.0,0.3565,1300.0,0.0446995866739143,0.0344622138685442,0.000477662730252,0.0117656206827687,4.609717688342579e-06,29966249200.0,29.083042970476708,10.368104818974944,871509713147.6133,1.7034217591316352e-06,1.0773064757926222e-06
1356,1356,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8405680000000.0,572.0,0.286,1300.0,0.0499546096839367,0.1517185171115054,0.000458010431747,0.0133379532136271,1.7238392801644265e-07,24040244800.000004,26.02362441074231,7.4427565814723025,625614301417.501,1.3665599526273426e-06,8.642626986723423e-07
1357,1357,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,8405680000000.0,729.0,0.3645,1300.0,0.0431324867818148,0.0157523569020253,0.0009365032257131,0.0119455287310499,8.094631888078011e-06,30638703600.0,30.139695088206608,10.985918859651308,923441184401.938,1.7416472123519802e-06,1.101481656175065e-06
1358,1358,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8405680000000.0,759.0,0.3795,1300.0,0.0394058565966588,0.0153528526571155,0.001600969942669,0.0123319924931698,-1.2387337691663048e-05,31899555600.0,32.99002007001732,12.519712616571574,1052366979468.6334,1.813319937140128e-06,1.146810119392146e-06
1359,1359,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,8405680000000.0,768.0,0.384,1300.0,0.0474042153341542,0.0194578711312649,0.0018794800356866,0.0119094542869413,-9.842651604050468e-06,32277811200.0,27.42372151582398,10.53070906207641,885177705489.1444,1.834821754576572e-06,1.1604086583572705e-06
1360,1360,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8405680000000.0,733.0,0.3665,1300.0,0.038056143433323,0.0233097471971643,0.0055232198213306,0.0111974920283042,-9.450440305405636e-05,30806817200.0,34.16005624105572,12.519660612346922,1052362608159.9229,1.7512035756570668e-06,1.107525451270676e-06
1361,1361,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,8405680000000.0,754.0,0.377,1300.0,0.0441469524862441,0.0230618829325072,0.0005205870784811,0.0122386054402758,1.3343541416027574e-06,31689413600.0,29.44710623921484,11.101559052183994,933161528937.6196,1.80137448300877e-06,1.1392553755226327e-06
1362,1362,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8405680000000.0,699.0,0.3495,1300.0,0.0309381836666489,0.0220469102753138,0.0004694220166688,0.0111627406939268,-1.1480150802198422e-05,29377851600.0,42.01927346502208,14.685736076025217,1234435980195.2366,1.669974487563833e-06,1.0561531929579845e-06
1363,1363,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,8405680000000.0,731.0,0.3655,1300.0,0.0422906228268402,0.0240338513896499,0.0005038693745808,0.0112106713901537,-3.133761852961347e-06,30722760400.0,30.739674970569105,11.235351201743008,944407668894.6716,1.7464253940045235e-06,1.1045035537228709e-06
1364,1364,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8405680000000.0,707.0,0.3535,1300.0,0.0471915051939504,0.0220476086905265,0.0004786635766594,0.0108734276807876,1.900860096193329e-06,29714078800.0,27.547330704057504,9.737981403884328,818543555270.0243,1.6890872141740056e-06,1.068240783149206e-06
1365,1365,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,8405680000000.0,757.0,0.3785,1300.0,0.0296740901160319,0.0208235796067036,0.0004990759663825,0.0125245518689706,4.997609870491221e-06,31815498800.0,43.809262387379896,16.58180581362329,1393813534914.5703,1.8085417554875844e-06,1.1437882218443408e-06
1366,1366,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,8405680000000.0,692.0,0.346,1300.0,0.0502324667481843,0.0243406448469838,0.000495536921368,0.0117599761536256,-1.187782707824235e-05,29083652800.0,25.87967671420372,8.954368143114488,752675532132.1459,1.6532508517799317e-06,1.0455765515406651e-06
1367,1367,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,8405680000000.0,692.0,0.346,1300.0,0.0411617554032091,0.0271876383043806,0.0004951384846627,0.0118926847262864,3.6677961547881393e-06,29083652800.0,31.582715247820747,10.927619475745976,918540724748.8844,1.6532508517799317e-06,1.0455765515406651e-06
1368,1368,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,8405680000000.0,751.0,0.3755,1300.0,0.0681359118361797,0.0178382748827014,0.0004903404054497,0.0117692299782267,-7.259646227781446e-06,31563328400.0,19.079512770381807,7.1643570452783685,602212927283.5548,1.794207210529955e-06,1.1347225292009245e-06
1369,1369,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8405680000000.0,731.0,0.3655,1300.0,0.0478528689859558,0.0254690065124751,0.0004917868012876,0.011321535335575,2.727965189816348e-06,30722760400.0,27.16660521193685,9.92939420496292,834633102807.7273,1.7464253940045235e-06,1.1045035537228709e-06
1370,1370,0.005,1300,2.25,200000.0,0.01715,0.00243,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,8405680000000.0,736.0,0.368,1300.0,0.0304273910280699,0.014354285661865,0.0004906916441974,0.0118999534702301,-2.880368643352555e-06,30932902400.0,42.72466209149259,15.722675649669274,1321597802549.12,1.7583708481358811e-06,1.1120582975923845e-06
