,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
122,122,2.25,0.02,710,100000.0,17.15,2.43,0.81,,833.2,0.8332,710.0,0.0611935303008521,0.0046859557214976,0.0165097466413736,1.1518913158557793e-05,-2.619194519250276e-05,15334838453707.906,12064888974648.094,10294411349502.604,11.657699081289431,9.724844747717722,178983345167596.06,140817537418271.6,120153087065597.8,0.000473903946664,0.0003728502597799,0.0003181358696304,0.0002695557592324,0.0002120765939226,0.0001809551418193
123,123,2.25,0.02,715,100000.0,17.15,2.43,0.81,,820.1,0.8200999999999998,715.0,0.0687281286426695,0.0045038917963949,0.0158966981086405,-1.48760747510859e-06,8.80560121432147e-05,15021180075675.63,11851013028863.102,10118045993013.902,10.472195208184118,8.58478540248464,157241321109319.94,124056095177221.34,105915441461399.78,0.0004674798175718,0.0003688198517602,0.0003148875302185,0.0002657458889699,0.000209661156892,0.0001790025226717
124,124,2.25,0.02,720,100000.0,17.15,2.43,0.81,,839.5,0.8394999999999999,720.0,0.0612539534369488,0.0042050727738201,0.0162713099752061,-1.1225548194777174e-05,0.0001035068224707,15302242764598.611,12106598800590.645,10342540377408.455,11.871598615277328,9.961509940116484,181576466236598.72,143656943767821.34,122724620340214.95,0.0004796100901026,0.0003794507139189,0.0003241607650987,0.0002724763178815,0.0002155737243226,0.0001841623716816
125,125,2.25,0.02,725,100000.0,17.15,2.43,0.81,,830.7,0.8307,725.0,0.0610424030900958,0.0043620712029254,0.0165396207751475,-1.574795460440911e-05,-0.0001310194494004,15068343920625.166,11955194081444.37,10219426545869.994,11.942900926919346,9.92225953959823,179983169871638.44,142798288819501.22,122065489989144.05,0.0004756113479067,0.0003773490969887,0.000322562005481,0.0002699945873417,0.0002142131683224,0.000183111685508
126,126,2.25,0.02,730,100000.0,17.15,2.43,0.81,,826.3,0.8263,730.0,0.0671473414245383,0.0043468826401603,0.0146803709104637,-2.010192939144273e-05,-0.0002387233402155,14915425796532.172,11867502171162.484,10150675904367.312,10.968233901348311,9.049269987736825,163347107606044.0,129967604050468.7,111165686574651.4,0.0004741361604054,0.000377247823146,0.0003226728197015,0.0002689416963403,0.0002139842475015,0.0001830279627254
127,127,2.25,0.02,735,100000.0,17.15,2.43,0.81,,832.2,0.8322,735.0,0.0648412987728306,0.004640267528033,0.0162370856306983,-2.370858620803413e-06,3.643604899131106e-05,14948298470436.145,11927696887757.275,10208428990669.762,11.659299492245893,9.681378223465115,173900662448374.62,138760568259103.48,118759507481447.0,0.0004785062049346,0.0003818144909709,0.0003267794407725,0.0002711783263115,0.0002163813416737,0.0001851919597026
128,128,2.25,0.02,740,100000.0,17.15,2.43,0.81,,842.1,0.8421,740.0,0.0662127047411899,0.0044865707967083,0.0161772419637426,-3.3259463052697275e-05,0.000161886062677,15051623045268.25,12044756562233.66,10314969693366.62,11.37072493271392,9.586354437319573,171345675536003.78,137115907275623.69,117424243546873.3,0.0004850199644434,0.000388127405395,0.0003323871597677,0.0002747283229008,0.000219845777438,0.0001882730065793
129,129,2.25,0.02,745,100000.0,17.15,2.43,0.81,,836.8,0.8368,745.0,0.0690708740384592,0.0041337692367405,0.0171056535344771,-1.7326659360238382e-05,0.0001464133844361,14882857582614.52,11944271363521.775,10235242634430.66,10.90184358705597,9.115111919225525,162116291280384.25,130106800038362.16,111490657425028.88,0.0004829287099313,0.0003875755397534,0.0003321198562736,0.0002732589527931,0.0002193045970207,0.0001879257171106
130,130,2.25,0.02,750,100000.0,17.15,2.43,0.81,,846.6,0.8465999999999999,750.0,0.0705421527800239,0.0043583281191926,0.0157164676601889,4.531460555354605e-06,-3.92080220027922e-05,14982253488209.793,12059187032898.822,10340130218327.94,10.74660840546681,9.085211450328146,160780700381292.75,129412076674865.42,110964173703563.72,0.0004894707612907,0.0003939740748736,0.0003378124268017,0.0002767250414786,0.0002227354539491,0.0001909841510699
131,131,2.25,0.02,755,100000.0,17.15,2.43,0.81,,842.5,0.8424999999999999,755.0,0.0711016004070074,0.0043947123166488,0.0156170074515814,-1.892663395505862e-05,-6.33155293571083e-05,14835157247795.203,11975939446971.293,10275146312248.111,10.860454696897984,9.143576268921898,161004619295744.72,129973787211124.5,111515233211124.28,0.0004878962226284,0.0003938627357302,0.0003379273295835,0.0002755878773789,0.0002224731208899,0.0001908780415772
132,132,2.25,0.02,760,100000.0,17.15,2.43,0.81,,844.6,0.8446,760.0,0.0711483786596431,0.0044284817051253,0.0150874533030557,-5.535753274055335e-07,-8.635258300580166e-05,14797411341474.783,11993320000000.0,10285813090355.514,10.796506853598256,9.123225559459746,159839120725055.97,129549802944328.38,111105603700872.66,0.0004899317756646,0.0003970903037104,0.0003405559631493,0.0002764806699003,0.0002240879212863,0.0001921841887115
133,133,2.25,0.02,765,100000.0,17.15,2.43,0.81,,861.1,0.8610999999999999,765.0,0.0729675937869387,0.0044339727659575,0.0152340103527968,2.4185541228445738e-05,8.508350386023932e-05,15010307620679.23,12227620000000.0,10471518625339.129,10.651338189051948,9.191723762826578,160225991457826.22,130522477432137.42,111777153154582.22,0.0005002870248256,0.0004075412566542,0.0003490111615873,0.0002820354542054,0.0002297502787884,0.0001967540963417
134,134,2.25,0.02,770,100000.0,17.15,2.43,0.81,,853.5,0.8534999999999998,770.0,0.0707173961972329,0.0042934603730449,0.016753035878779,-3.2323960758857585e-05,6.869840709266319e-06,14802315953100.707,12119700000000.0,10363995491643.156,11.026910222234392,9.41477807740193,163281218195699.3,133689848699107.4,114323043408335.62,0.0004965792938727,0.0004065844890095,0.0003476851581364,0.0002797000866008,0.0002290101866705,0.0001958349251379
135,135,2.25,0.02,775,100000.0,17.15,2.43,0.81,,870.4,0.8703999999999998,775.0,0.0772328660723019,0.0044765277374618,0.0162033505572199,1.3532366790819572e-05,9.591096231810252e-05,15018407296964.162,12356895649420.84,10553809719096.746,10.09503724377652,8.78236113945842,151536163397767.5,124681434002546.4,106488244887676.72,0.0005071561566241,0.0004172796476649,0.0003563912916359,0.0002853924618938,0.0002348161693194,0.0002005524073581
136,136,2.25,0.02,780,100000.0,17.15,2.43,0.81,,870.9,0.8709,780.0,0.0726969263453383,0.0043587829803592,0.01551897206604,-2.5608207281682025e-05,-6.5265456438306375e-06,14920486960057.629,12338310368279.049,10544462108931.734,10.914853517729584,9.504304031634922,162830226625826.12,134650422524741.6,115073801508027.92,0.000507137421746,0.0004193709579065,0.0003583992494305,0.0002851486175914,0.0002358000884519,0.0002015174706868
137,137,2.25,0.02,785,100000.0,17.15,2.43,0.81,,876.9,0.8769,785.0,0.0716433025867899,0.0044866785920163,0.015296884775803,1.3874485106703275e-06,9.994939682613065e-05,14887707689982.234,12397453601426.654,10610490000000.0,11.05523640488772,9.700843437537063,164697595443419.06,137148769998369.23,117380205594198.48,0.0005093793616945,0.0004241759130172,0.0003630353803294,0.0002861812694445,0.0002383119741075,0.0002039617892062
138,138,2.25,0.02,790,100000.0,17.15,2.43,0.81,,889.4,0.8894000000000002,790.0,0.0734403569167169,0.0043050730687015,0.0156409070841746,1.640043961594369e-05,-9.67362493382796e-05,15021241075076.955,12547947076108.22,10761740000000.0,11.025038661712378,9.79427057608756,165417246995664.56,138180783492051.58,118510673970659.48,0.0005172597552317,0.0004320913299246,0.000370582894612,0.0002904417574155,0.0002426196199453,0.0002080825853754
139,139,2.25,0.02,795,100000.0,17.15,2.43,0.81,,890.1,0.8901,795.0,0.074858426467199,0.0044372114225561,0.0149341176246061,-1.939712732934002e-06,9.798680531290928e-06,14954313496564.053,12531572998730.238,10770210000000.0,10.752806822222434,9.569469624075026,160773900409240.44,134727005003064.6,115790582451307.84,0.0005182142987044,0.000434258671566,0.0003732218682811,0.0002907840932838,0.0002436743146178,0.0002094249094113
140,140,2.25,0.02,800,100000.0,17.15,2.43,0.81,,901.8,0.9018,800.0,0.0742835434375364,0.0042901578501147,0.0157478218212924,-3.8322092777884296e-05,-1.2963685330523034e-07,15071097533290.783,12669700443127.68,10911780000000.0,10.957612125108607,9.850005380035975,164615648465248.56,138386136092539.16,119185065098435.3,0.0005255845316577,0.0004418389940703,0.0003805338508482,0.0002947228991676,0.0002477623701881,0.0002133853509723
141,141,2.25,0.02,805,100000.0,17.15,2.43,0.81,,922.2,0.9222,805.0,0.0768993205839933,0.0044551107970463,0.0157569833930216,-1.0664066813409606e-05,-0.0002000322919729,15330438112961.36,12929110539920.562,11158620000000.0,10.628133222287536,9.806205443590738,163016076421549.12,137481581172582.3,118655085867447.92,0.0005380294371145,0.0004537536380192,0.0003916173819259,0.0003014364148173,0.0002542200489779,0.0002194075852447
142,142,2.25,0.02,810,100000.0,17.15,2.43,0.81,,909.8,0.9098,810.0,0.0825625028455532,0.0045046527365652,0.0157694257584716,-4.9013930818534094e-05,-1.1196004458187152e-05,15043810706607.25,12728433487336.95,11008580000000.0,9.866934709996071,8.97347597022344,148379065592800.94,125542198326231.58,108579059239703.62,0.0005312298981923,0.0004494688584891,0.0003887370658069,0.0002974295999281,0.0002516525203409,0.0002176494778506
143,143,2.25,0.02,815,100000.0,17.15,2.43,0.81,,911.3,0.9113,815.0,0.0838447440235995,0.0047862375186182,0.0149175566906278,1.8705178873132887e-05,-4.765441166813699e-06,14987988530955.293,12722544015469.842,11011861562002.604,9.86568641259916,8.984385435068422,147764584503991.3,125429868484148.08,108564477812625.94,0.0005325844367839,0.0004520839420809,0.0003912964088429,0.000297896724504,0.0002528694348637,0.0002188684280907
144,144,2.25,0.02,820,100000.0,17.15,2.43,0.81,,935.7,0.9357,820.0,0.0790249509328077,0.0046776504106475,0.0152260828716021,1.452976915463798e-06,5.016109425675609e-05,15306506643865.104,13035594733417.098,11290146655863.074,10.436376519357278,9.764580193470938,159732405264418.7,136034102964666.72,117819325015734.44,0.0005472797312937,0.0004660839307718,0.0004036759380732,0.0003058487520254,0.0002604722601889,0.0002255953853626
145,145,2.25,0.02,825,100000.0,17.15,2.43,0.81,,927.1,0.9271,825.0,0.0748962722072405,0.0045098576237504,0.0159149711311098,2.896718028564613e-06,-1.913580087633106e-06,15055871502742.049,12888443868796.473,11169974512193.396,11.19311678315858,10.391181388377642,168750179856648.2,144457079122627.4,125196021205648.42,0.000541700277115,0.0004637176674918,0.0004018882791023,0.0003023877610389,0.0002588563328301,0.000224341950779
146,146,2.25,0.02,830,100000.0,17.15,2.43,0.81,,923.9,0.9239,830.0,0.0762789929387735,0.0046406311459695,0.0148354655315925,-1.2598283117446667e-05,-2.390557432684012e-05,14857606946907.262,12816711118657.191,11115071958660.969,11.020338821633027,10.181905739379166,163739315343819.5,141247477539799.2,122494442006172.23,0.0005378461644534,0.0004639656265447,0.0004023661981335,0.0002999482565859,0.0002587462549618,0.0002243932328901
147,147,2.25,0.02,835,100000.0,17.15,2.43,0.81,,956.9,0.9569,835.0,0.0782727741379175,0.0042990569863373,0.0158155239875982,1.4978381246147278e-05,-7.524213961681996e-06,15303634022103.793,13246280441063.928,11495149851326.018,10.83645348818711,10.37107467339995,165863863745033.38,143565851812175.97,124586746253552.52,0.0005573091983027,0.0004823869887662,0.0004186164370344,0.0003104906519283,0.0002687496475563,0.0002332215058329
148,148,2.25,0.02,840,100000.0,17.15,2.43,0.81,,950.3,0.9503,840.0,0.0810556978967837,0.0044695976886357,0.016092223333947,-2.5008974185009004e-05,1.96183312604848e-05,15114004593439.04,13126891971695.16,11399049525573.656,10.439364579744016,9.916076033828473,157709795563689.66,136974912005873.66,118945429663227.1,0.0005537603555986,0.000480954754328,0.0004176485245682,0.0003081773740995,0.000267659776925,0.0002324287470142
149,149,2.25,0.02,845,100000.0,17.15,2.43,0.81,,942.4,0.9424,845.0,0.0839075060439085,0.004414195203772,0.0150411853572607,-2.4037886952675927e-05,-7.992342565868954e-05,14904983088117.13,13005120000000.0,11287611995587.824,10.13275409030968,9.559823049933268,151198006032096.5,131925558089079.1,114502942841812.16,0.00054939300495,0.0004793646469972,0.0004160578402741,0.0003053824217563,0.0002664568632753,0.0002312675074288
150,150,2.25,0.02,850,100000.0,17.15,2.43,0.81,,944.9,0.9449,850.0,0.0869797376171049,0.0045702309463721,0.0140252325002895,-3.047721228839764e-05,6.026159999407831e-05,14860924882535.02,13039620000000.0,11300836192779.18,9.883424025552182,9.325969973386242,146674292762482.88,128698385632730.16,111536944658710.08,0.0005509900317998,0.0004834625499589,0.0004189946549384,0.0003059566186801,0.0002684596063575,0.0002326615373626
151,151,2.25,0.02,855,100000.0,17.15,2.43,0.81,,978.9,0.9789,855.0,0.0820928986950889,0.0042748780528879,0.0159252552329023,5.158109220023261e-06,-3.147005189592824e-05,15249378933266.969,13508820000000.0,11690148944152.164,10.5867441407999,10.349996510258908,161233035798272.34,142829951841572.88,123600981485730.66,0.000568760138461,0.0005038420493888,0.0004360105917232,0.0003154152053543,0.0002794138209195,0.0002417967804444
152,152,2.25,0.02,860,100000.0,17.15,2.43,0.81,,987.2,0.9872,860.0,0.0844791704794487,0.0042135268627397,0.0145913580139206,-7.967979100153326e-06,1.1379493554094496e-05,15252797615614.062,13618873211085.818,11771800529861.648,10.265851147072423,10.135661799443444,156601699885759.22,139826066609669.95,120862022833455.05,0.0005722565071738,0.0005109547121664,0.0004416559915192,0.0003169610077638,0.0002830072152255,0.0002446240914729
153,153,2.25,0.02,865,100000.0,17.15,2.43,0.81,,951.7,0.9517,865.0,0.0872982293033032,0.0041518239359165,0.0146881402451602,-1.063722919520361e-05,-5.373205668004201e-05,14620102475625.447,13101068007307.98,11331643230281.717,9.996027873730542,9.518038351090864,146216976000716.12,131024973976890.72,113328795677945.3,0.0005518093386929,0.0004944761286958,0.0004276923891355,0.0003051840740874,0.0002734753272785,0.0002365398637176
154,154,2.25,0.02,870,100000.0,17.15,2.43,0.81,,998.3,0.9983,870.0,0.0845838295843804,0.0044456801283471,0.0161563542289813,1.6345360266052952e-05,-3.06569075662027e-05,15247653798604.531,13713121104144.623,11868832745499.36,10.368090765337003,10.355614955299073,158167716828660.53,142249626354710.4,123118363098503.95,0.0005787366758035,0.000520492282126,0.0004504908689248,0.0003197263517825,0.0002875489068738,0.0002488762299929
155,155,2.25,0.02,875,100000.0,17.15,2.43,0.81,,1000.2,1.0002,875.0,0.0801428754443463,0.0044191655602571,0.0151956263114223,2.8413135136288567e-06,-2.1526362685079977e-05,15173325857513.684,13709723541302.035,11873723786391.168,11.051050170832362,11.042397761092763,167516396198100.34,151357948947884.72,131088163322015.23,0.0005792679027956,0.0005233923582907,0.0004532998988294,0.0003195554973297,0.0002887315256809,0.0002500647350058
156,156,2.25,0.02,880,100000.0,17.15,2.43,0.81,,1001.0,1.001,880.0,0.0891657257699875,0.0044463246046627,0.0151978647193505,1.190626273370702e-05,7.223001490196821e-05,15011670293101.14,13691168672498.482,11865508567383.99,9.996080657199045,10.00571894834794,150052501396637.3,136853132678767.0,118604339564893.88,0.0005764770854156,0.0005257672769353,0.0004556584085811,0.0003175359391883,0.0002896038893823,0.0002509864214525
157,157,2.25,0.02,885,100000.0,17.15,2.43,0.81,,990.1,0.9901,885.0,0.0868448444171121,0.0049068592039845,0.0154163211078522,-5.356967686425533e-06,2.497778252445117e-05,14760609221265.848,13512885015605.438,11718784301401.46,10.421112573907866,10.315539328166322,153786127592831.34,140786482997139.0,122094314048484.88,0.0005700774439135,0.0005218884149101,0.0004525974843025,0.0003135415074067,0.0002870376333182,0.0002489277535741
158,158,2.25,0.02,890,100000.0,17.15,2.43,0.81,,1005.7,1.0057,890.0,0.0884487677131005,0.0043693815708337,0.0142921648839666,-1.785388579629754e-05,-5.4709474289929767e-05,14904200507436.182,13696134756954.355,11885629818954.12,10.239818204615316,10.274111724470746,152259541789114.97,139918085598444.9,121422182236885.44,0.0005788540161274,0.0005319347794287,0.0004616178205246,0.000317931860325,0.0002921617701243,0.0002535406308838
159,159,2.25,0.02,895,100000.0,17.15,2.43,0.81,,994.1,0.9941,895.0,0.0891251008997073,0.0046168846966626,0.0149655499890675,2.751391440733225e-06,-5.54818774409241e-05,14644340651412.35,13508843082090.758,11730947730929.98,10.125611195643748,10.058309492911176,148171522574716.72,136682551665668.4,118693796321152.6,0.0005720197845826,0.000527666331569,0.0004582203018712,0.0003136639104568,0.0002893429378446,0.0002512625884794
160,160,2.25,0.02,900,100000.0,17.15,2.43,0.81,,1017.8,1.0177999999999998,900.0,0.0905599547733572,0.0045601127559853,0.0152336732477001,-3.41809600879438e-06,-2.3578483502442853e-05,14845186738267.434,13800886911086.217,11992611773288.229,10.017907246992454,10.19170512693409,148651764384647.44,138194704154013.5,120087603551927.44,0.0005831258705334,0.0005421052854401,0.0004710753932277,0.0003192691793146,0.0002968098627253,0.0002579200508692
161,161,2.25,0.02,905,100000.0,17.15,2.43,0.81,,1012.3,1.0123000000000002,905.0,0.0881556306683705,0.0047783575556856,0.0143938956628118,-5.211324293768928e-06,7.386202410551677e-05,14632096641871.754,13696455806631.87,11909893781841.129,10.514632505692523,10.638044496377956,153765578535546.94,143933128829027.06,125158530078396.78,0.0005779274624836,0.0005409722299601,0.0004704079572637,0.0003159266766894,0.0002957249306999,0.0002571506499932
162,162,2.25,0.02,910,100000.0,17.15,2.43,0.81,,1041.2,1.0412,910.0,0.1009430198004338,0.0046506306800972,0.0144310075550762,-6.531192329342531e-07,2.8188380877836867e-05,14957708235050.977,14056767864353.355,12231484000717.123,9.108323322662896,9.488032344407396,136303514725674.7,128093611366510.84,111460541508745.34,0.0005940958618863,0.0005583119745671,0.0004858146659477,0.0003242350421515,0.0003047055504354,0.0002651392625278
163,163,2.25,0.02,915,100000.0,17.15,2.43,0.81,,1023.0,1.023,915.0,0.0926778003458707,0.0047028215079732,0.0149531673180679,1.0231439082698923e-05,-2.124015448321442e-05,14605742652317.254,13780888682429.863,11999578226186.598,10.027999859488151,10.252139007876696,146373513181652.2,138107122604443.52,120255468241207.72,0.0005833466373472,0.0005504023495359,0.0004792576299925,0.0003178139224428,0.000299865497508,0.0002611050402917
164,164,2.25,0.02,920,100000.0,17.15,2.43,0.81,,1031.2,1.0312,920.0,0.0944010795201051,0.0041334519768431,0.0146371011178743,-2.456761817217027e-06,0.0001462304740574,14620127157093.088,13860940247141.355,12077515931801.611,9.91170181241047,10.211138771823554,144771283226128.44,137253669871523.1,119593862682831.72,0.0005871981743442,0.0005567064308238,0.0004850775393103,0.0003193457435228,0.0003027629118123,0.0002638077811299
165,165,2.25,0.02,925,100000.0,17.15,2.43,0.81,,1018.5,1.0185,925.0,0.0944211131575343,0.0041899503928788,0.0142432784714042,2.40359149891618e-06,-3.8670334228372166e-05,14259851385687.672,13660195844729.137,11910750380372.057,9.846117553659912,10.037633578795091,140535260773300.2,134625469321522.12,117384141351663.2,0.0005758830916893,0.0005516660449939,0.0004810148133992,0.0003126228007805,0.0002994763808321,0.00026112278751
166,166,2.25,0.02,930,100000.0,17.15,2.43,0.81,,1032.4,1.0324,930.0,0.0996849654362335,0.0045125747831775,0.0144769659798793,3.406714989374417e-05,-3.418662686940184e-05,14362691760885.922,13816177117050.94,12055034685507.787,9.376277651623216,9.682736122685917,134705689976882.48,129580005083974.88,113062494972489.2,0.0005831502235026,0.0005609607800469,0.0004894553394462,0.0003160407202636,0.0003040150579053,0.0002652623831408
167,167,2.25,0.02,935,100000.0,17.15,2.43,0.81,,1032.1,1.0320999999999998,935.0,0.0954641117999244,0.0044033817091246,0.0145571415595186,-2.0066158820023133e-05,-9.61936048649996e-07,14267205825615.162,13781724609609.902,12033269071911.293,9.89213745941144,10.204684752784814,141064177650903.7,136264078084260.69,118976569541992.31,0.0005824304470932,0.0005626116370789,0.0004912343994479,0.0003150578527177,0.0003043371361795,0.0002657265873437
168,168,2.25,0.02,940,100000.0,17.15,2.43,0.81,,1032.9,1.0329,940.0,0.0940552205124617,0.0042889527514438,0.0147759064760745,2.9638434860462064e-06,1.5731866983223873e-05,14119740315109.6,13761945756082.312,12024319527182.84,10.115289285516226,10.440225242129324,142717851921888.16,139101378123211.4,121538003918213.58,0.0005795141333059,0.0005648292312363,0.0004935121293932,0.0003129160078786,0.0003049867087163,0.0002664781348617
169,169,2.25,0.02,945,100000.0,17.15,2.43,0.81,,1047.3,1.0473,945.0,0.0980087609024735,0.0044774284687748,0.0147989836689414,-1.2752113376973846e-05,-7.71558299167251e-06,14187276360366.912,13922919611127.416,12173422977779.26,9.769609690597433,10.236249681752874,138665619334236.48,136081811743028.58,118982332743374.44,0.0005853617894827,0.0005744545275202,0.000502270941751,0.000315495758344,0.0003096170096006,0.0002707118136322
170,170,2.25,0.02,950,100000.0,17.15,2.43,0.81,,1077.7,1.0777,950.0,0.1007413253659592,0.0044479816567223,0.0144895467993243,3.00971373771528e-05,0.00015719724953,14503743708625.504,14295278089815.916,12507711717987.86,9.50606721740556,10.256936447373343,138038394236209.3,136054336888531.56,119041295530730.58,0.0006016295056789,0.0005929821474716,0.0005188321421863,0.0003236481961521,0.0003189963267559,0.0002791071337746
171,171,2.25,0.02,955,100000.0,17.15,2.43,0.81,,1048.6,1.0486,955.0,0.0969932456184096,0.0042766376171881,0.0140400156542596,-2.0646816083668645e-05,-0.0001254128188562,13987443396938.402,13878353499485.824,12163760000000.0,9.965056909868984,10.444922220393613,139326490886114.66,138239865391242.56,121161097756565.9,0.000583288016502,0.0005787388770988,0.0005072389029405,0.0003131620007732,0.0003107196094383,0.0002723319273169
172,172,2.25,0.02,960,100000.0,17.15,2.43,0.81,,1058.1,1.0581,960.0,0.0983730726889461,0.004240802238843,0.0143480186975397,-6.0322157139998455e-06,3.874662580281475e-05,13946929996185.035,13972882809512.252,12273960000000.0,9.826082166327248,10.407683657679256,137184798597572.62,137440075670757.08,120729130429079.38,0.0005847508510359,0.0005858389707643,0.0005146084878567,0.0003132937679269,0.0003138767531916,0.0002757133775559
173,173,2.25,0.02,965,100000.0,17.15,2.43,0.81,,1058.9,1.0589,965.0,0.1049822765652151,0.0044576262829156,0.0145960851529572,1.3468382520876462e-05,0.0001069696378048,13855991359924.793,13952219427050.443,12283240000000.0,9.407261280877032,9.95389393918222,130249379940425.56,131153945030746.84,115465169694513.78,0.0005838781084284,0.0005879330663416,0.0005176038834229,0.0003122483962763,0.0003144169209857,0.0002768060322388
174,174,2.25,0.02,970,100000.0,17.15,2.43,0.81,,1070.5,1.0705,970.0,0.1013729131254535,0.0044748011951383,0.0145772269514585,2.229616114054352e-05,-9.319586508689874e-05,13818361373427.432,14073492740524.633,12417800000000.0,9.894301217284866,10.582449831834705,136601696396504.66,139123802788689.2,122756418049282.56,0.0005853524268694,0.0005961599141586,0.0005260239741853,0.0003124014896993,0.0003181694253464,0.0002807380060452
175,175,2.25,0.02,975,100000.0,17.15,2.43,0.81,,1066.7,1.0667,975.0,0.0963723552292662,0.0044468267246101,0.0150486583564478,1.967513877898162e-05,-0.0001207905740721,13670495556415.908,13992077558982.75,12373720000000.0,10.196285376869,10.876878740423363,139394696248834.95,142673789196263.56,126171793388911.05,0.0005821591735015,0.0005958537694329,0.0005269358801669,0.0003100145716627,0.0003173072924254,0.0002806067629256
176,176,2.25,0.02,980,100000.0,17.15,2.43,0.81,,1102.8,1.1028,980.0,0.1048869444891692,0.0045114587543211,0.014601410898334,1.2494170436792462e-05,-8.26761571871228e-06,14035572808759.363,14446680000000.0,12792218928003.115,9.455261443407933,10.405634784229644,132434752117713.28,136313815673408.31,120702900113084.95,0.0006007932150293,0.0006183906736092,0.0005475714060147,0.0003192812724496,0.0003286331406576,0.0002909974528604
177,177,2.25,0.02,985,100000.0,17.15,2.43,0.81,,1091.5,1.0915000000000004,985.0,0.1077951462733039,0.0045149400045212,0.0143230158703394,2.58603485244778e-05,-6.836750175603e-05,13728324331861.924,14298650000000.0,12641827985891.416,9.182018475593006,10.017422372362796,125993974619373.48,131228233077952.62,116022474112167.44,0.0005906179378389,0.0006151544043348,0.0005438748528262,0.0003132200310032,0.0003262323564071,0.0002884309590856
178,178,2.25,0.02,990,100000.0,17.15,2.43,0.81,,1084.1,1.0841,990.0,0.1103780552785906,0.0046901110603623,0.0151770648312704,2.668847529327804e-05,1.965036003631902e-05,13497337115104.36,14201710000000.0,12536938000066.527,9.018840390856642,9.780872264430531,121774495187522.44,128129426664039.95,113109666235343.56,0.000583670874231,0.0006141303592394,0.0005421399421438,0.0003088677902923,0.0003249863842523,0.0002868903920892
179,179,2.25,0.02,995,100000.0,17.15,2.43,0.81,,1108.6,1.1085999999999998,995.0,0.1021662481272073,0.0044748426675973,0.0152042810224717,-2.8266581991276352e-05,-4.13436164859873e-05,13661935552188.893,14521772019818.168,12800648972103.28,9.890784653550488,10.970823461630786,135199966703266.84,143708999801077.6,126676583138418.44,0.0005937942324224,0.0006311656526984,0.000556359785322,0.0003135301581355,0.0003332626962255,0.0002937643411601
180,180,2.25,0.02,1000,100000.0,17.15,2.43,0.81,,1091.1,1.0911,1000.0,0.1027683988050739,0.0046624109330777,0.0141948979691541,4.418081061998855e-05,-7.95424286340844e-05,13282314259267.648,14260358441155.754,12579275540217.71,9.840680899711092,10.731775894710513,130641389417632.0,140261177681905.3,123726483379552.72,0.0005801530151633,0.0006228726248646,0.0005494452616294,0.0003056940383769,0.0003282038412498,0.0002895135188554
181,181,2.25,0.02,1005,100000.0,17.15,2.43,0.81,,1094.5,1.0945000000000005,1005.0,0.1087031656116891,0.0044178233880013,0.0144946555152407,-2.3276518833312185e-05,0.0001075608301645,13210290974408.244,14272517583164.385,12599107388321.195,9.297597456451436,10.174656598399652,122805092946132.72,132679730656298.4,117123427247627.34,0.0005799347160938,0.000626566700807,0.0005531036205362,0.0003048756170515,0.0003293903679696,0.0002907703279779
182,182,2.25,0.02,1010,100000.0,17.15,2.43,0.81,,1107.6,1.1076,1010.0,0.1092725547684835,0.0041698213759535,0.01355623709511,8.995868452062899e-07,5.033908118049584e-05,13176429193292.389,14410680229767.676,12730306792137.664,9.315723853994673,10.317499097534226,122740877853483.05,134238154808127.77,118585165076935.9,0.0005813473500952,0.0006358028143854,0.0005616643182264,0.000304935818685,0.0003334995019674,0.0002946114206532
183,183,2.25,0.02,1015,100000.0,17.15,2.43,0.81,,1100.3,1.1003,1015.0,0.1151922847927721,0.0043219158132462,0.0141744948200777,-3.9042058593336654e-05,-0.0001104295550477,12992239618189.184,14283252951742.598,12626934209406.717,9.009182924317162,9.913657046027016,117059536339664.23,128691512555874.95,113768149863495.84,0.0005761430995622,0.0006333933077964,0.0005599435684046,0.0003015210289908,0.0003314825814416,0.0002930431017058
184,184,2.25,0.02,1020,100000.0,17.15,2.43,0.81,,1114.2,1.1142,1020.0,0.1104341255035706,0.0046583862901593,0.013985400981895,-2.630964052622034e-05,5.9976028782380426e-05,13057792792903.744,14430833179142.27,12766733950262.695,9.35208171276082,10.42336517368253,122155934879479.05,135000757482223.92,119433073091759.6,0.0005819238690888,0.0006431137643986,0.0005689527574677,0.0003038992911596,0.0003358546152124,0.0002971253610347
