,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2,25,3000,1000000.0,200,17.15,2.43,0.81,,0.0006,1852.0,0.1852,200.0,0.0001598868917511,0.0017915810181842,0.0221219505043644,-0.0007361695304384,1.044129229941944e-05,4431648006612.133,2889120000000.0,2333520000000.0,3.7526530007346457,0.6949894551860907,16630392190560.969,10841835500903.016,8756867135344.742,3.683348645195672e-05,2.4012819208407632e-05,1.939496936063693e-05,2.185306202192449e-05,1.4246645594275935e-05,1.150690605691518e-05
11,11,2,25,3000,1000000.0,205,17.15,2.43,0.81,,0.0006149999999999,1805.5,0.1805499999999999,205.0,0.0001531660823843,0.0020455640482696,0.0245399715497455,-0.0007067390063951,1.5376562711127338e-05,4315145000000.0,2816580000000.0,2274930000000.0,4.033246948010445,0.727300167301471,17382473998505.154,11345882609902.943,9163982107998.531,3.6807158656939896e-05,2.4024756278169977e-05,1.9404610840060363e-05,2.1631046401170995e-05,1.4119009366454706e-05,1.1403815257521108e-05
12,12,2,25,3000,1000000.0,210,17.15,2.43,0.81,,0.00063,1838.5,0.1838499999999999,210.0,0.0001456791382707,0.001579280896654,0.0204574543230985,-0.0006802241788492,-6.833061637118893e-05,4394015000000.0,2868060000000.0,2316510000000.0,4.324612545738581,0.7950964595940133,19002805384296.92,12403504769666.604,10018215390884.566,3.84724000837644e-05,2.511169210488388e-05,2.0282520546252363e-05,2.239741773029401e-05,1.4619235003873912e-05,1.1807843656975085e-05
13,13,2,25,3000,1000000.0,215,17.15,2.43,0.81,,0.0006449999999999,1862.0,0.1861999999999999,215.0,0.0001393431211624,0.0021030969861277,0.0206841633634856,-0.0006853673539856,0.0002139466324112,4443396074015.08,2904720000000.0005,2346120000000.0005,4.65540754485974,0.8668017304857538,20684980699193.75,13522106995577.762,10921701804120.5,3.989229112121134e-05,2.607823699157632e-05,2.106319141627318e-05,2.3080239009633207e-05,1.508792615812944e-05,1.21864018969507e-05
14,14,2,25,3000,1000000.0,220,17.15,2.43,0.81,,0.0006599999999999,1981.0,0.1981,220.0,0.0001641745078018,0.0019954155521228,0.0200972331455131,-0.0006496914422525,-0.0003124251950662,4714780000000.0,3090360000000.0,2496060000000.0,4.040154251248759,0.8000415466783852,19040988810945.566,12480648128182.809,10080523488147.652,4.339290314444833e-05,2.8442407103083777e-05,2.2972713429413812e-05,2.496507902888459e-05,1.6363665245823515e-05,1.3216806544703609e-05
15,15,2,25,3000,1000000.0,225,17.15,2.43,0.81,,0.0006749999999999,1985.0,0.1985,225.0,0.0001681062125413,0.0020098550829221,0.0227896832932528,-0.0006358236146841,3.871725435455001e-05,4724300000000.0,3096600000000.0,2501100000000.0,4.034045743580924,0.8011428794709872,19067200531409.49,12497828919747.398,10094400281334.438,4.4531728373304966e-05,2.918886397577973e-05,2.357562090351439e-05,2.549286768455389e-05,1.6709610751220196e-05,1.3496224068293236e-05
16,16,2,25,3000,1000000.0,230,17.15,2.43,0.81,,0.00069,2151.0,0.2150999999999999,230.0,0.0001717249301264,0.0013043942472166,0.0242583571976429,-0.0006587027375893,0.0002899376281241,5119380000000.0,3355560000000.0,2710260000000.0,4.0361708949361415,0.8677747380872844,20653038766477.37,13537285914161.64,10933961699899.783,4.9382851682810976e-05,3.236859185932148e-05,2.6143862655605813e-05,2.8162194276661052e-05,1.845925339142489e-05,1.490939696999703e-05
17,17,2,25,3000,1000000.0,235,17.15,2.43,0.81,,0.0007049999999999,2134.0,0.2133999999999999,235.0,0.0001639000531099,0.0021322933820661,0.0228467506929182,-0.000672559481811,-7.009936566169814e-05,5078920000000.0,3329040000000.0,2688840000000.0,4.388814825796176,0.93750216297491,22312551478802.86,14625033742408.598,11812527253483.867,5.015323363920322e-05,3.2873548099645804e-05,2.6551711926637e-05,2.844743666578916e-05,1.8646218991021467e-05,1.506040764659426e-05
18,18,2,25,3000,1000000.0,240,17.15,2.43,0.81,,0.0007199999999999,2306.5,0.2306499999999999,240.0,0.0001675997950627,0.0017992118165401,0.0226390207660697,-0.0006524453948925,0.0003663172779343,5471295212090.928,3598140000000.0,2906190000000.0,4.29594938706812,0.9908524715459938,23504211504262.12,15457298556117.504,12484741141479.523,5.524470542042322e-05,3.633110198882431e-05,2.93443516063581e-05,3.121246384370609e-05,2.052654998516761e-05,1.6579136526481528e-05
19,19,2,25,3000,1000000.0,245,17.15,2.43,0.81,,0.000735,2402.5,0.2402499999999999,245.0,0.0001708425570541,0.0019822687170612,0.0226367369148911,-0.0005886868243146,3.524700685910001e-05,5693925000000.0,3747900000000.0,3027150000000.0,4.302222215833676,1.0336615216790417,24497778063793.297,16125119738193.053,13024135173155.93,5.874404536466403e-05,3.866696656914594e-05,3.123101145969479e-05,3.3047342944699816e-05,2.175268143195431e-05,1.7569473464270788e-05
20,20,2,25,3000,1000000.0,250,17.15,2.43,0.81,,0.00075,2529.5,0.25295,250.0,0.000199087671703,0.00195100763687,0.0238070352803009,-0.0005879369136164,-0.0001787101185485,5994915000000.0,3946020000000.0,3187170000000.0,3.82592035110912,0.9671739967571916,22922023723145.44,15087914349412.188,12186392359140.611,6.32172355763539e-05,4.161134493633421e-05,3.3609163217808406e-05,3.541001181334909e-05,2.330785587714117e-05,1.8825575900767867e-05
21,21,2,25,3000,1000000.0,255,17.15,2.43,0.81,,0.000765,2577.0,0.2577,255.0,0.000177894888381,0.0017461341761604,0.0232704783860649,-0.0005761941706272,0.0001735649696853,6096095398835.773,4020120000000.0,3247019999999.9995,4.300292341705879,1.1081846211222168,26214975436102.87,17287680089506.58,13963126226139.93,6.565954269334586e-05,4.329972277382409e-05,3.497285300962714e-05,3.660582044354903e-05,2.414000786628516e-05,1.949769866123032e-05
22,22,2,25,3000,1000000.0,260,17.15,2.43,0.81,,0.00078,2712.5,0.27125,260.0,0.0001687265751967,0.0015712881684977,0.0208523813341247,-0.0005381062758126,0.0001113588147343,6401500000000.0,4231500000000.0,3417750000000.0,4.6510992661612685,1.2592370323078927,29717993962466.277,19644097704003.133,15866386607079.45,7.0343587672386e-05,4.649830371564499e-05,3.75563222318671e-05,3.9089071668895446e-05,2.5838538899778343e-05,2.086958911135943e-05
23,23,2,25,3000,1000000.0,265,17.15,2.43,0.81,,0.0007949999999999,2804.0,0.2804,265.0,0.0002237729893863,0.0017797475325086,0.0222862783425193,-0.0005704253114647,-0.0003161955682361,6617440000000.0,4374240000000.0,3533040000000.0,3.5635196428725457,1.000584922957239,23613804181790.844,15609124798132.93,12607370029261.217,7.422724640140161e-05,4.906546796024852e-05,3.9629801044816114e-05,4.1049843367141226e-05,2.7134642225737412e-05,2.191644179771099e-05
24,24,2,25,3000,1000000.0,270,17.15,2.43,0.81,,0.0008099999999999,2864.0,0.2864,270.0,0.0001883547800217,0.0017623300083974,0.0205304817383693,-0.0005247992868624,6.271043097714999e-05,6756280500904.279,4467840000000.0,3608640000000.0,4.300395245326988,1.231633509222236,29054683877857.914,19213482743866.883,15518582216200.178,7.730803246950004e-05,5.112279156294677e-05,4.129148549314931e-05,4.258795220025012e-05,2.8162856224352797e-05,2.274692233505418e-05
25,25,2,25,3000,1000000.0,275,17.15,2.43,0.81,,0.0008249999999999,3052.0,0.3052,275.0,0.000191987573288,0.0020169178569314,0.0218007139301093,-0.0005557316097642,9.111342660146508e-05,7172777483740.039,4761120000000.0,3845520000000.0,4.297157155378369,1.3115119300068765,30823011930569.35,20459586108107.277,16525050318086.645,8.370741150624724e-05,5.556299940630754e-05,4.487780721278687e-05,4.594032301884642e-05,3.0494099562871283e-05,2.46298496469345e-05
26,26,2,25,3000,1000000.0,280,17.15,2.43,0.81,,0.0008399999999999,3069.5,0.30695,280.0,0.0002513566835488,0.0017886387366124,0.0222586095224249,-0.0005297562359537,-0.0001437599139174,7213325000000.0,4788420000000.0,3867570000000.001,3.3418715141978685,1.0258026149105597,24106361450398.16,16002520792604.734,12925112947873.05,8.578235508645233e-05,5.694488252547474e-05,4.5993943578268056e-05,4.6955025972842434e-05,3.117014490112094e-05,2.5175886266289987e-05
27,27,2,25,3000,1000000.0,285,17.15,2.43,0.81,,0.000855,3085.5,0.30855,285.0,0.0001992469835839,0.0017584172021581,0.0230659154422737,-0.0004889949639839,-0.0001882914649702,7250925000000.0,4813380000000.0,3887730000000.0,4.29115685951392,1.324038444024484,31114903434575.38,20654999726781.95,16682884394708.5,8.782560033949419e-05,5.830124958706848e-05,4.708947082032455e-05,4.801539607648374e-05,3.187405016141048e-05,2.574442513037e-05
28,28,2,25,3000,1000000.0,290,17.15,2.43,0.81,,0.0008699999999999,3160.0,0.316,290.0,0.000202340072434,0.0018294928620346,0.0246539030851605,-0.0005159393424037,3.584212495903968e-05,7405925531837.717,4929600000000.0,3981600000000.0,4.299703870200448,1.35867433661604,31842534680371.53,21195319651210.227,17119296641362.107,9.139030915533494e-05,6.083205482898598e-05,4.913358274648869e-05,4.990414972633786e-05,3.321765732498669e-05,2.682964630095079e-05
29,29,2,25,3000,1000000.0,295,17.15,2.43,0.81,,0.0008849999999999,3326.0,0.3326,295.0,0.0002350657301519,0.0017794973132744,0.0229245571389439,-0.0005079819568527,0.0001055181212039,7782840000000.0,5188560000000.0,4190760000000.0,3.823536647071639,1.274596512070156,29825558382441.65,19883705588294.43,16059916052083.965,9.776727356101386e-05,6.517818237400925e-05,5.264391653285362e-05,5.331771379246562e-05,3.5545142528310415e-05,2.8709538195943028e-05
30,30,2,25,3000,1000000.0,300,17.15,2.43,0.81,,0.0009,3353.5,0.33535,300.0,0.000224603427938,0.0016067452184649,0.0234135968455716,-0.0005149857789881,9.24296082762e-05,7833617441485.584,5231460000000.0,4225410000000.0,4.025083644566908,1.34966367126861,31527505219589.24,21054753271790.32,17005762257984.49,0.0001001257320542,6.68661402123989e-05,5.4007267094629874e-05,5.457483639627965e-05,3.64462619915145e-05,2.943736545468479e-05
31,31,2,25,3000,1000000.0,305,17.15,2.43,0.81,,0.000915,3442.5,0.34425,305.0,0.0002277753938812,0.0017626662184489,0.0214080797365884,-0.0004819392873292,1.9143202874443146e-06,8021025000000.0,5370300000000.0,4337550000000.0,4.035136167310682,1.388165295479653,32344251384675.92,21655378609482.59,17490882723043.629,0.0001043473627324,6.986347032731531e-05,5.642818757206236e-05,5.678139478909681e-05,3.801672784162705e-05,3.070581864131416e-05
32,32,2,25,3000,1000000.0,310,17.15,2.43,0.81,,0.0009299999999999,3522.5,0.35225,310.0,0.0002165917940714,0.0017922609351263,0.0234445878187337,-0.0004813794907531,0.0001054713351619,8207425000000.0,5495100000000.0,4438350000000.0,4.293791526355406,1.5124864796132549,35240934974988.84,23594789081966.78,19057329643127.01,0.0001086204828457,7.272444345036234e-05,5.87389735560619e-05,5.905302049156738e-05,3.953764462096356e-05,3.1934251424624416e-05
33,33,2,25,3000,1000000.0,315,17.15,2.43,0.81,,0.0009449999999999,3525.0,0.3525,315.0,0.000235907859519,0.0017122671439763,0.0233480229978327,-0.0004513855117077,-1.1649896054339158e-05,8211173300558.316,5499000000000.0,4441500000000.0,4.023542744459838,1.4198484449684676,33074103949402.336,22149635741508.094,17890090406602.688,0.0001105347226278,7.402479736844153e-05,5.978925941297201e-05,6.000740521908209e-05,4.0186792949223885e-05,3.24585635359116e-05
34,34,2,25,3000,1000000.0,320,17.15,2.43,0.81,,0.0009599999999999,3628.0,0.3628,320.0,0.000239540365726,0.001691094615082,0.0218925867317116,-0.0004722056200468,-0.000193025809862,8419004713650.051,5659680000000.0,4571280000000.0,4.026623449516104,1.4601684388707217,33884137181851.27,22778627646383.258,18398122329771.09,0.0001152004356588,7.744354871696482e-05,6.255055857908697e-05,6.250745956321314e-05,4.2020669992872415e-05,3.393977191732003e-05
35,35,2,25,3000,1000000.0,325,17.15,2.43,0.81,,0.0009749999999999,3750.5,0.37505,325.0,0.0002433112942412,0.0015450470865767,0.0231839056055022,-0.0004678598160957,8.813150288389402e-05,8701160000000.0,5850780000000.0,4725630000000.0,4.024730967734332,1.5083468315368955,34993646491655.977,23530210571975.57,19005170077364.883,0.0001209714443124,8.134286772737558e-05,6.570000854903412e-05,6.558572683040812e-05,4.410074735148132e-05,3.5619834399273375e-05
36,36,2,25,3000,1000000.0,330,17.15,2.43,0.81,,0.00099,3845.0,0.3844999999999999,330.0,0.0002304937455619,0.0020973007117293,0.0232197553287613,-0.0004605223264798,-0.0001478525864953,8892981334301.703,5998200000000.0,4844700000000.0,4.295136132524712,1.6514044746007903,38194822283503.625,25761909803772.336,20807696379969.96,0.0001256579942785,8.47546793305894e-05,6.845570253624529e-05,6.806773365507354e-05,4.591079916417271e-05,3.708179932490873e-05
37,37,2,25,3000,1000000.0,335,17.15,2.43,0.81,,0.0010049999999999,3838.0,0.3838,335.0,0.0002499783838345,0.0016007512054428,0.0213031392472093,-0.0004448005326824,0.0003225773545305,8865780000000.0,5987280000000.0,4835880000000.0,4.036757891553289,1.549822438144385,35800898321135.3,24177230035052.406,19527762720619.25,0.0001272335852438,8.592397964522379e-05,6.940013740575768e-05,6.886176430610303e-05,4.650404862230336e-05,3.756096234878347e-05
38,38,2,25,3000,1000000.0,340,17.15,2.43,0.81,,0.0010199999999999,4036.0,0.4035999999999999,340.0,0.0002712438278819,0.0019863532775413,0.0204199857974184,-0.0004359536616805,0.0001111508149769,9303684061026.377,6296160000000.0,5085360000000.0,3.7604553143082575,1.517730263689768,34986330186392.12,23676592113560.383,19123401322491.08,0.0001355614714929,9.173964945035768e-05,7.409740917144275e-05,7.334629441232972e-05,4.963625183293127e-05,4.00908187881368e-05
39,39,2,25,3000,1000000.0,345,17.15,2.43,0.81,,0.001035,4141.5,0.41415,345.0,0.0002576170306269,0.0017259456312591,0.0224658269541142,-0.0004541711208665,-1.6567456280986497e-05,9525450000000.0,6460740000000.0,5218290000000.0,4.035737787636116,1.6725509268469398,38468671317479.61,26091794458812.258,21074141678271.445,0.0001409496678489,9.560064428019288e-05,7.721590499554039e-05,7.617221704657681e-05,5.166463417072166e-05,4.172912759942904e-05
40,40,2,25,3000,1000000.0,350,17.15,2.43,0.81,,0.00105,4144.0,0.4144,350.0,0.0002442312779748,0.0017814731766056,0.0226919994752005,-0.0004425398421824,0.0001890074886583,9531200000000.0,6464640000000.0,5221440000000.0,4.299205055316058,1.7815856466732884,40976469873485.64,27792736088103.297,22447979148083.438,0.0001431749388111,9.710995849806806e-05,7.843496647920881e-05,7.732785967531256e-05,5.2448461344994606e-05,4.236221877864949e-05
41,41,2,25,3000,1000000.0,355,17.15,2.43,0.81,,0.001065,4297.5,0.4297499999999999,355.0,0.0002835596339991,0.0017831677095138,0.0235558773706432,-0.0004440667766189,4.8290766158968896e-05,9878373473058.02,6704100000000.0,5414850000000.0,3.755829366057307,1.614056390002685,37101225891849.47,25179279684041.883,20337110514033.832,0.0001505211740254,0.0001021533560697,8.250847990256044e-05,8.12593444964712e-05,5.514782093677509e-05,4.454247075662603e-05
42,42,2,25,3000,1000000.0,360,17.15,2.43,0.81,,0.0010799999999999,4283.5,0.42835,360.0,0.0003054834720614,0.0019262971164287,0.0223964484077036,-0.0004193950391647,5.200548970557743e-05,9809215000000.0,6682260000000.0,5397210000000.0,3.5473245785096603,1.5214005710536944,34840073077129.598,23733848908437.625,19169647195276.547,0.0001516857059547,0.0001033317472879,8.346025742491543e-05,8.182869655891554e-05,5.574356621480708e-05,4.502364963503649e-05
43,43,2,25,3000,1000000.0,365,17.15,2.43,0.81,,0.0010949999999999,4451.0,0.4451,365.0,0.0002916232010647,0.0017976825454866,0.0241999438181148,-0.0004207181308961,-0.0002343290917338,10192790000000.0,6943560000000.0,5608260000000.0,3.815264796071168,1.6959177906668494,38836517406270.85,26456317534402.85,21368564162402.305,0.0001599016518248,0.0001089286361775,8.798082152807252e-05,8.617655016148395e-05,5.870542281743013e-05,4.741591842946279e-05
44,44,2,25,3000,1000000.0,370,17.15,2.43,0.81,,0.0011099999999999,4535.0,0.4534999999999999,370.0,0.000295522541819,0.0018246922047344,0.0233483639055436,-0.0004050501611778,7.789060080194681e-05,10349281508947.2,7068055612455.097,5714100000000.0,3.81483149065902,1.7312098474511697,39507779630283.77,26981890801796.63,21813244077884.742,0.000164703413094,0.0001124844156866,9.093691885251806e-05,8.869723013127414e-05,6.0575891640070766e-05,4.897198344203426e-05
45,45,2,25,3000,1000000.0,375,17.15,2.43,0.81,,0.001125,4589.5,0.4589499999999999,375.0,0.0002806427189909,0.0020602528956941,0.0226978757915006,-0.0004145798910463,8.841082685414998e-05,10464060000000.0,7139462085835.52,5782770000000.0,4.026817580827911,1.8488245814518507,42153200457102.19,28760459750814.266,23295189726293.312,0.0001688496158463,0.0001152034134497,9.33116298098388e-05,9.08598817369559e-05,6.199225547105959e-05,5.02120399072651e-05
46,46,2,25,3000,1000000.0,380,17.15,2.43,0.81,,0.00114,4777.5,0.47775,380.0,0.0002655810943394,0.0018292420156219,0.0237013293704543,-0.0003791233915165,-3.509360732093095e-05,10865927613825.031,7417827047159.592,6019650000000.0,4.292474257019104,2.0507264921730237,46641644415919.2,31840783757127.715,25839153801380.098,0.0001777315397649,0.0001213317325181,9.846206429587932e-05,9.560616625891995e-05,6.526732287893494e-05,5.296516589971229e-05
47,47,2,25,3000,1000000.0,385,17.15,2.43,0.81,,0.001155,4901.5,0.4901499999999998,385.0,0.0002883490920737,0.0016055715840933,0.0250068115172793,-0.0003823752479681,1.2388825879661884e-05,11126405000000.0,7597324999999.999,6175890000000.0,4.022949821949054,1.9736605818190625,44802095207292.72,30591739018195.47,24868123330920.184,0.0001845102805551,0.0001259871959737,0.0001024153980174,9.91454960213043e-05,6.769846644627214e-05,5.503230175632445e-05
48,48,2,25,3000,1000000.0,390,17.15,2.43,0.81,,0.00117,5058.0,0.5058,390.0,0.0002923110504297,0.0017563765995776,0.0234210814548853,-0.0003826402977215,8.541631942764008e-05,11464976444319.951,7839900000000.0,6373080000000.0,4.020538288627371,2.0363017566831045,46156883499207.45,31562677228588.12,25657402134207.11,0.0001926656372016,0.000131747268425,0.0001070977794939,0.0001034810542572,7.076169072053288e-05,5.7522406650239634e-05
49,49,2,25,3000,1000000.0,395,17.15,2.43,0.81,,0.0011849999999999,5181.0,0.5181,395.0,0.0003153463619866,0.001555754870959,0.0224777785961451,-0.0003584286280549,0.0001591680887008,11709060000000.0,8030550000000.0,6528060000000.0,3.75777294738995,1.9469020482455883,43999986290350.31,30176981747806.625,24530965807894.41,0.0001993419215676,0.0001367168046148,0.0001111375314934,0.000107154682102,7.34910430346153e-05,5.9741105950719534e-05
50,50,2,25,3000,1000000.0,400,17.15,2.43,0.81,,0.0012,5394.5,0.53945,400.0,0.0003196460118033,0.0018114250268235,0.0235831014640219,-0.0003713094093778,-5.917744562869634e-05,12186213250049.367,8361475000000.0,6797070000000.0,3.754153263561624,2.025187588560467,45749129345724.51,31390407622687.234,25517363615861.883,0.0002102241681315,0.0001442436702984,0.0001172561448877,0.0001130950075177,7.75992556982701e-05,6.308068527730343e-05
51,51,2,25,3000,1000000.0,405,17.15,2.43,0.81,,0.001215,5480.5,0.5480499999999999,405.0,0.0003230706951739,0.0019076790743922,0.0235892663818332,-0.0003690342395099,6.89234927854075e-05,12332000106822.56,8494775000000.0,6905430000000.0,3.7607882889349966,2.061101569240277,46378076401867.05,31947074323224.29,25969879772427.49,0.0002155104023105,0.0001484521863387,0.0001206772611528,0.0001161735831035,8.00250114223539e-05,6.505258993042963e-05
52,52,2,25,3000,1000000.0,410,17.15,2.43,0.81,,0.0012299999999999,5564.5,0.55645,410.0,0.0003478291638998,0.0018206648563903,0.0224479064445787,-0.0003564843617375,-6.460759063362821e-05,12520125000000.0,8624975000000.0,7011270000000.0,3.548846715119799,1.9748933564606568,44435100520364.79,30610847025140.188,24883656291404.28,0.000221622593463,0.0001526733421633,0.0001241086523392,0.0001197513653623,8.24953850274029e-05,6.706076460292107e-05
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,0.0012449999999999,5709.0,0.5709,415.0,0.0003521944247495,0.0020492028188777,0.0234731941617129,-0.0003435403681615,1.5662169715362305e-05,12802233426033.88,8848950000000.0,7193340000000.0,3.546995966787971,2.022337391656716,45350210814828.83,31346229570679.094,25481451134874.617,0.000229447992985,0.0001585952817729,0.0001289226161509,0.0001242410576701,8.587586795867765e-05,6.980877008253795e-05
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,0.00126,5737.0,0.5737000000000001,420.0,0.0003772933846732,0.0018260532840927,0.0235079470569116,-0.0003499646484414,0.0001088003011184,12814265645098.02,8886991364246.078,7228620000000.0,3.3395783227309783,1.9159310669774776,42794578438113.09,29679035814397.1,24140731443916.22,0.0002324824096994,0.0001612319601106,0.0001311450100181,0.0001262041605449,8.752552163022059e-05,7.119268042861646e-05
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,0.001275,5954.5,0.59545,425.0,0.0003184162176807,0.0014223541618486,0.0223420173812659,-0.0003503993624052,2.716084847872585e-05,13278535000000.0,9206352814466.566,7502670000000.001,4.022407760911791,2.3974840737433096,53463894844475.81,37067905365598.27,30208299329165.703,0.0002438908653797,0.0001690958644844,0.0001378038073445,0.0001326326235339,9.195763892344532e-05,7.494040612235013e-05
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,0.0012899999999999,6058.0,0.6058,430.0,0.0003434720995016,0.0018946216717896,0.0246922655452898,-0.0003349885688998,-0.0001891897934626,13484643086530.398,9348510283260.703,7633080000000.0,3.7557657902281214,2.275239165143441,50645077712866.78,35110757233775.098,28668013480807.35,0.0002506553867387,0.0001737720787599,0.0001418852992348,0.0001366304141832,9.47218865046989e-05,7.734063669330448e-05
