sep=	
Dipole_RN	Dipole_RS	Dipole_RO	Dipole_OX	Dipole_OY	Dipole_OZ	Dipole_DX	Dipole_DY	Dipole_DZ	Dipole_EN	Dipole_PL	Dipole_S0	Dipole_S1	Dipole_S2	Dipole_S3
60	2	0	0.00490293971668772	-0.000351581939647179	1.39019799508447	-0.000319585368477868	7.8690125495309e-05	0.999999945836527	2500.38341672723	0	5.26308e+13	4.72008e+13	0	2.32092e+13
61	2	0	0.0336850301878332	0.00294111833224223	-0.775257964802583	0.000178218838562296	6.09029848938975e-05	0.999999982264436	2500.14519184048	0	5.43424e+13	5.16613e+13	0	1.68416e+13
62	2	0	0.0243296016024968	0.00328828826316323	-3.44950248608552	0.000792984389234479	9.43564432256222e-05	0.999999681136259	2500.09450929148	0	5.21724e+13	4.61216e+13	0	2.43133e+13
63	2	0	0.000904594068748988	0.00328998274909161	-1.33840557000898	0.000307679360750789	0.000116399866688195	0.99999994589224	2500.95675930563	0	5.09572e+13	4.34556e+13	0	2.65608e+13
64	2	0	-0.00930287892191788	-0.00332737798624909	-1.9446964786573	0.000447057571231794	-9.2876213306294e-05	0.999999895756763	2499.79639718105	0	5.14965e+13	4.46081e+13	0	-2.56587e+13
65	2	0	-0.0235325131536103	-0.001877853462133	0.0260568722748917	-5.99011797797483e-06	-5.01477112661493e-05	0.999999998724663	2500.37160189352	0	5.43083e+13	5.15766e+13	0	-1.69177e+13
66	2	0	0.0391990057205729	-0.0016530006191938	3.51642936302461	-0.000808367003323961	0.000188486424106189	0.999999655507769	2499.32150906511	0	3.99299e+13	2.63604e+13	0	2.99687e+13
67	2	0	-0.0188015969145931	-0.00335915743433404	-3.11524119909937	0.000716150312661931	5.6262039980744e-05	0.999999741981623	2499.54023111352	0	5.44381e+13	5.19361e+13	0	1.62763e+13
68	2	0	-0.0128747038055734	-0.00430517639414654	3.83425131331556	-0.000881439347006322	-8.11523977491657e-05	0.999999608239406	2501.09147160861	0	5.26814e+13	4.73294e+13	0	-2.30576e+13
69	2	0	0.00474225863066674	-0.0011058746223094	-3.19931812066405	0.000735474427948527	-6.11727296785199e-05	0.999999727667594	2500.74210171651	0	5.38865e+13	5.04019e+13	0	-1.89871e+13
70	2	0	-0.0341454303221868	0.000243770314284491	-0.999849361832159	0.000229852222910704	-0.00016830774547525	0.999999959420228	2500.79390761334	0	4.26826e+13	2.97872e+13	0	-3.05623e+13
71	2	0	-0.00408607896954664	0.000502901770177892	3.54361657344241	-0.00081462498717565	0.000134502413163733	0.999999659147558	2499.39141919122	0	4.68909e+13	3.59575e+13	0	3.00804e+13
72	2	0	-0.0226591465780865	0.00279962404863088	-0.639974361709149	0.000147121301877282	0.000280964348640539	0.999999949707177	2501.0085683719	0	1.87415e+13	8.23133e+12	0	1.68352e+13
73	2	0	-0.0127497071564949	0.00334345181758707	-2.35993439909369	0.000542515164819401	-3.84846682407075e-05	0.999999852098102	2499.72653807265	0	5.53553e+13	5.4774e+13	0	-7.73798e+12
74	2	0	0.0242492420767887	0.00218225181125691	2.36541847710207	-0.000543771241677369	0.000184025877738409	0.999999835223643	2498.8516748686	0	4.08131e+13	2.74093e+13	0	3.02246e+13
75	2	0	0.00148731404197514	-0.00304081107387902	3.78397719388895	-0.000869879187553635	3.70586869582315e-05	0.999999620968354	2499.79660775584	0	5.49216e+13	5.33909e+13	0	1.2781e+13
76	2	0	-0.0115561314259247	-0.000676955366930725	0.417309732469722	-9.59335223265532e-05	-0.000285850591681844	0.999999954543098	2499.15404018348	0	1.78857e+13	7.70125e+12	0	-1.61424e+13
77	2	0	-0.00855814713123682	1.77839849675326e-05	2.35381050481665	-0.000541106834374048	0.000228720539324197	0.999999827445139	2499.8054310965	0	3.15222e+13	1.76833e+13	0	2.60908e+13
78	2	0	-0.00684851006320285	0.00348946633738499	4.29181385230856	-0.000986624847271649	0.000450079229767519	0.999999411999876	2499.9933146188	0	1.0122e+12	2.30857e+11	0	9.85506e+11
79	2	0	0.00492324479559111	-0.00117393887335719	-1.79360242005489	0.000412321885749269	0.000196477001008018	0.99999989569372	2499.53455712547	0	3.8982e+13	2.52149e+13	0	2.97231e+13
80	2	0	-0.00647392362093146	-0.00153380660757515	-3.75395238163393	0.000862978520589072	-5.69338189959833e-05	0.999999626013237	2499.79799634951	0	5.42214e+13	5.13144e+13	0	-1.74931e+13
81	2	0	0.0172591725413393	0.00187302951414788	-0.831750521711046	0.000191206252621693	0.000134655092912804	0.999999972654087	2499.43973260911	0	4.75229e+13	3.69923e+13	0	2.98228e+13
82	2	0	0.00854089399192676	0.000206929667544048	1.94487877575561	-0.000447097646448777	2.68830127913309e-05	0.999999899690494	2501.01648570197	0	5.5449e+13	5.50915e+13	0	6.15995e+12
83	2	0	0.0160474507488383	-0.00163934557765198	-3.62093554406463	0.000832395615576787	-4.72172367808218e-05	0.999999652443975	2501.2330063838	0	5.46228e+13	5.25014e+13	0	-1.49645e+13
84	2	0	0.00968810791979361	0.00169229714368606	3.54241579495748	-0.000814346358478897	-0.000200923957833973	0.999999648234724	2500.60725999957	0	3.81401e+13	2.42826e+13	0	-2.94013e+13
85	2	0	0.0268696335289905	0.00123529455251128	-3.88905705585563	0.000894030153664986	0.000399860670691168	0.999999520410649	2500.05555892429	0	3.28661e+12	9.09671e+11	0	3.15813e+12
86	2	0	0.0173609199210831	-0.00430441616890723	0.905051331369601	-0.000208056928055243	0.000372173779997285	0.999999909099492	2499.04625915882	0	4.38581e+12	1.28762e+12	0	4.1923e+12
87	2	0	-0.0221483552722516	-0.00212590458681683	-2.28473121389508	0.000525228165134511	0.000108150327542437	0.99999985621943	2499.44922317221	0	5.09573e+13	4.34161e+13	0	2.66623e+13
88	2	0	-0.026397420527685	0.00115300540772915	3.53428245862199	-0.000812483387672649	-4.23526518565975e-05	0.999999669038444	2498.78981107031	0	5.4871e+13	5.32257e+13	0	-1.32558e+13
89	2	0	-0.0235385694401193	0.00249973132231841	-1.3299756600107	0.000305743166804323	-0.00016906056134517	0.999999938969819	2499.02145535516	0	4.18846e+13	2.874e+13	0	-3.04596e+13
90	2	0	0.000957751045237561	0.000156020255379531	-1.17410631754365	0.000269909428977664	-1.9239734471391e-05	0.999999963389366	2500.40399480006	0	5.53964e+13	5.49121e+13	0	-7.2033e+12
91	2	0	0.014812170672134	-0.00333706344248205	1.33093320533741	-0.00030596058836828	0.000278727239682745	0.999999914349618	2499.37181314319	0	2.13497e+13	9.87837e+12	0	1.89246e+13
92	2	0	-0.0073155250791766	-0.00256744676517573	1.7525276725047	-0.000402880568355444	-7.71277043122474e-05	0.999999915869279	2498.98191638724	0	5.35532e+13	4.94885e+13	0	-2.04287e+13
93	2	0	0.0358085361785069	0.000645222855609876	1.53831776863467	-0.000353633333438233	0.000107556867235773	0.999999931687491	2499.59750458323	0	5.0945e+13	4.33933e+13	0	2.66739e+13
94	2	0	-0.00259722459262807	-0.00298370348692097	-4.28307410242025	0.00098461482504144	-0.000210183787787386	0.999999493178082	2501.12448325059	0	3.5538e+13	2.15087e+13	0	-2.82844e+13
95	2	0	0.00679309863029917	0.00165954461326569	-0.815518984767778	0.00018747533229407	-5.89837223831197e-05	0.99999998068696	2499.69344809637	0	5.45942e+13	5.23996e+13	0	-1.52463e+13
96	2	0	0.000444684121554961	0.00408401365375907	-3.81427088010445	0.000876843441716985	0.000165769838069863	0.99999960183289	2500.76983638593	0	4.26281e+13	2.97192e+13	0	3.05512e+13
97	2	0	0.0085823993805038	0.00104302914661552	-0.328518513002055	7.55213476128702e-05	-0.000104532089936357	0.999999991684784	2500.04325950858	0	5.14619e+13	4.44901e+13	0	-2.58619e+13
98	2	0	0.00082898136542256	8.40481197679286e-05	-0.945708387548171	0.000217404180417904	1.82227202528233e-05	0.999999976201677	2499.54561135757	0	5.55278e+13	5.53445e+13	0	4.18308e+12
99	2	0	-0.0110748709771509	0.00191371693217918	-3.18971397464065	0.000733269249866473	-2.57191512919949e-05	0.99999973082733	2500.3275802044	0	5.53255e+13	5.46788e+13	0	-8.24825e+12
100	2	0	0.0114597298019422	7.8967059566767e-05	4.19030435306952	-0.000963285344536734	0.000240529298126038	0.999999507113379	2498.86052422452	0	2.79878e+13	1.46812e+13	0	2.38274e+13
101	2	0	0.0241089585754534	0.000475696200111225	-2.28784266296947	0.00052593785434505	1.70808230333436e-05	0.9999998615488	2500.61827850505	0	5.54885e+13	5.52204e+13	0	5.3448e+12
102	2	0	0.0250457981911742	-0.000328056344161352	2.91992698914177	-0.000671243542244135	0.000275406898112225	0.999999736791539	2500.32930520319	0	1.95853e+13	8.74729e+12	0	1.75218e+13
103	2	0	-0.0247285955654445	0.00186336973125291	2.87409813518863	-0.000660715823955138	-9.22181914159358e-05	0.999999777475178	2500.35283360346	0	5.1748e+13	4.51324e+13	0	-2.52982e+13
104	2	0	0.0172373443875009	-0.00565436582441221	-1.50466345237516	0.000345898250132637	0.000125861350202729	0.999999932256658	2501.1200240543	0	4.87887e+13	3.92083e+13	0	2.90262e+13
105	2	0	0.0166352066849977	0.00229018482861866	-2.60120163008058	0.000597974991432556	-6.10671261202333e-05	0.999999819348342	2499.19172089573	0	5.42311e+13	5.13445e+13	0	-1.73855e+13
106	2	0	-0.000659445216406353	0.00494556229876909	-1.56786473300761	0.000360428687394627	0.000316814070021711	0.999999884859997	2498.99451676754	0	1.48157e+13	5.97529e+12	0	1.35561e+13
107	2	0	0.0227361342948103	-0.00351059299323451	-0.234713970840008	5.39569515963028e-05	-0.000191013960694311	0.999999980301157	2500.49856268697	0	3.84897e+13	2.46766e+13	0	-2.95265e+13
108	2	0	0.0261963866320118	0.0021319752589902	1.16415824875891	-0.000267620957197848	0.00023650048671515	0.999999936223269	2500.87526767438	0	2.86962e+13	1.52633e+13	0	2.42989e+13
109	2	0	-0.00557309948336201	0.000347434572901747	-2.78647561059656	0.000640569783904675	0.000187313274224748	0.99999977729202	2498.82955453946	0	3.86542e+13	2.48489e+13	0	2.95995e+13
110	2	0	-0.0269302632636227	0.00249330309608348	1.75503865165879	-0.000403459626202249	-1.12286879048562e-05	0.99999991854712	2499.33037497338	0	5.55813e+13	5.55235e+13	0	-5.27906e+11
111	2	0	0.000875536768831552	0.00293396921831963	-2.23819343878929	0.000514527054434213	6.84639886603443e-05	0.999999865287287	2500.77111614927	0	5.33341e+13	4.89402e+13	0	2.11364e+13
112	2	0	-0.00945271891616179	-0.00467055572221526	1.43111444783765	-0.000328992520092092	0.000157993763354224	0.999999933400944	2501.10206980463	0	4.5735e+13	3.41484e+13	0	3.04075e+13
113	2	0	-0.0259745631046402	-0.00124404123931693	0.038423033146786	-8.83293386187352e-06	0.000120236054212726	0.999999992732635	2499.79332531037	0	5.02382e+13	4.19671e+13	0	2.75842e+13
114	2	0	-0.0155245131223201	-0.000197168584382362	0.515812612535514	-0.000118578026217159	-0.00037221117181264	0.999999923699045	2499.74793498696	0	6.16332e+12	1.94783e+12	0	-5.84718e+12
115	2	0	0.00137043486884629	-0.00151073413663548	-1.53329523903417	0.000352481530372354	6.86271725076598e-05	0.999999935523539	2501.10249755181	0	5.35459e+13	4.9486e+13	0	2.04163e+13
116	2	0	0.00103865496816376	-0.00263525412458453	-0.919216040333687	0.000211313974794374	0.000147303339347746	0.999999966824065	2499.91849874486	0	4.7449e+13	3.68888e+13	0	2.98205e+13
117	2	0	0.00592407282445699	0.00292690330272645	-3.28823488355542	0.000755914815898799	-0.000101207194153894	0.999999709174905	2499.54176468611	0	5.20607e+13	4.58529e+13	0	-2.45921e+13
118	2	0	-0.010777163341295	2.94558784626058e-05	-2.24702621431645	0.000516558958016851	-0.000112394647504096	0.999999860267133	2500.05375370422	0	4.94355e+13	4.04345e+13	0	-2.83913e+13
119	2	0	0.020079590919925	-0.000691703245889584	-0.794038775969514	0.000182536802362963	0.000134645667677588	0.99999997427543	2500.40155415516	0	4.86737e+13	3.90184e+13	0	2.90667e+13
120	2	0	0.0128795692062463	0.000939477686459579	-2.17619463279273	0.000500273071752679	-0.000224919191388863	0.999999849569094	2499.18743530426	0	3.1238e+13	1.74138e+13	0	-2.59332e+13
121	2	0	0.00796384128507812	-0.0046410019404389	4.18703832045704	-0.000962535321168225	0.000180628690154393	0.999999520449401	2499.82536552772	0	4.22324e+13	2.92091e+13	0	3.04873e+13
122	2	0	-0.00787309245830735	0.00114282600268292	4.25098575074108	-0.00097723939339979	0.000158665337432311	0.999999509914119	2500.34936591414	0	4.455e+13	3.2357e+13	0	3.06215e+13
123	2	0	-0.0136151041964907	0.000743828527590727	3.56460252819683	-0.00081945113362806	-0.000178850757174774	0.999999648256061	2500.62981050936	0	3.98037e+13	2.61697e+13	0	-2.99879e+13
124	2	0	0.00323370864341768	0.000308537672823924	1.93331288267194	-0.000444439368249707	5.24389732390072e-05	0.999999899861896	2500.41304865358	0	5.41047e+13	5.09983e+13	0	1.79972e+13
125	2	0	-0.00971107771810873	-0.0025170046168378	-4.17823889207203	0.000960516365929601	0.000219356365024577	0.99999951464543	2499.01648841194	0	3.48983e+13	2.08755e+13	0	2.7956e+13
126	2	0	0.0119248094005037	0.00152646687547509	-2.50013634180053	0.00057474231190487	-0.000121284325429402	0.999999827480679	2499.77281829342	0	5.00175e+13	4.15208e+13	0	-2.78685e+13
127	2	0	0.0162688824024539	-0.00144232750458912	1.25942520730143	-0.000289521939817999	9.85059420654497e-05	0.999999953236812	2500.22469825542	0	5.09463e+13	4.34329e+13	0	2.65692e+13
128	2	0	0.012772963711685	-0.000854037024074732	-2.04795478611108	0.000470792768058483	-6.75860719290055e-05	0.99999988689314	2499.63583851422	0	5.42808e+13	5.14886e+13	0	-1.71211e+13
129	2	0	0.00444241240640847	0.000326221610866583	-2.85875916036495	0.000657185200787296	8.94219661685751e-06	0.999999784013801	2500.66184907138	0	5.55794e+13	5.55281e+13	0	1.92786e+12
130	2	0	0.00966211783576531	-0.000680391779123908	-3.51591225054344	0.000808253619493454	0.000165030616660247	0.999999659745433	2500.58366099914	0	4.20509e+13	2.89798e+13	0	3.04534e+13
131	2	0	0.00551788449188092	0.00262508274079247	-0.267561994524006	6.15084261912975e-05	-7.17825814046827e-05	0.999999995531987	2501.20433245244	0	5.36041e+13	4.96379e+13	0	-2.02082e+13
132	2	0	-0.0126382566488328	-0.000445071858963108	-4.06075284800548	0.000933508701885257	0.000107305233778527	0.999999558523448	2500.91467727132	0	5.13944e+13	4.43697e+13	0	2.5902e+13
133	2	0	-0.00168067695232238	-0.00386276795655199	2.22818077842	-0.000512225590631331	-0.000157823083001685	0.999999856358399	2500.54015137775	0	4.33366e+13	3.0686e+13	0	-3.05849e+13
134	2	0	0.00680012338424141	0.00534397618586965	2.77072709960908	-0.000636947633053936	4.21112592500945e-05	0.999999796262157	2499.68685505112	0	5.50006e+13	5.36361e+13	0	1.20608e+13
135	2	0	0.002328514294075	-0.000309139430915356	3.92843873900913	-0.000903088487431305	-0.000240776219931115	0.999999563228902	2501.04559784877	0	2.8815e+13	1.53649e+13	0	-2.43745e+13
136	2	0	0.0145923606332518	0.00191049668308071	-2.13231067976928	0.000490184659873436	-1.34061268785631e-05	0.99999987976963	2499.31466872564	0	5.54886e+13	5.52108e+13	0	-5.35998e+12
137	2	0	-0.0298284096581207	0.00241145608250114	2.18032961541732	-0.000501228569083666	0.000124405766704631	0.999999866646554	2498.8660753252	0	5.05863e+13	4.2675e+13	0	2.71154e+13
138	2	0	0.0135166872038839	-0.000983847049038507	-3.94959147802705	0.000907948807047809	0.000367662344015746	0.999999520226567	2499.52384917483	0	6.41126e+12	2.04386e+12	0	6.07656e+12
139	2	0	-0.0235519676449655	-0.00285695799071953	-0.555090667583258	0.000127607737810779	-0.000180077410065256	0.999999975644196	2500.36999082634	0	4.0409e+13	2.69022e+13	0	-3.01453e+13
