sep=	
Dipole_RN	Dipole_RS	Dipole_RO	Dipole_OX	Dipole_OY	Dipole_OZ	Dipole_DX	Dipole_DY	Dipole_DZ	Dipole_EN	Dipole_PL	Dipole_S0	Dipole_S1	Dipole_S2	Dipole_S3
0	2	0	0.0228383410857409	0.00274294926918121	-3.07346375765133	0.000706539505993213	4.60368065835677e-05	0.999999749341238	2500.79670848652	0	5.46242e+13	5.25017e+13	0	1.4953e+13
1	2	0	-0.0165387058016519	0.0017147154220775	3.67952717019662	-0.000845871181091193	-0.000334390579542011	0.999999586342357	2499.97988435034	0	1.09711e+13	4.02393e+12	0	-1.02062e+13
2	2	0	0.0122549967158666	0.00115367476986595	-3.92891188594681	0.000903195216577777	-0.000107379808171771	0.999999586353903	2500.50289492882	0	5.15181e+13	4.46395e+13	0	-2.56788e+13
3	2	0	0.00442830883170607	0.00161904808126632	0.439197660054251	-0.000100964872009835	-0.000282047524164711	0.999999955127643	2499.18725948626	0	1.87358e+13	8.21547e+12	0	-1.68377e+13
4	2	0	-0.0135720780708738	0.000822677211836306	-2.56069131884724	0.000588666403276645	8.98853191461257e-05	0.999999822696232	2501.03528445143	0	5.18627e+13	4.54177e+13	0	2.49807e+13
5	2	0	0.00249552084508724	-0.00211422930926954	-2.38352695114449	0.000547936804759044	0.000324180608372087	0.999999797336075	2499.88030952195	0	1.24639e+13	4.75682e+12	0	1.15195e+13
6	2	0	0.0190655506653529	0.00105960667437085	0.156495131920729	-3.59757329509679e-05	0.000311357395555868	0.999999950881158	2500.50942483665	0	1.29072e+13	4.97949e+12	0	1.1907e+13
7	2	0	-0.00375752307763819	0.00369196283660864	-1.40796209115255	0.000323669706512099	0.000120787316893855	0.999999940324171	2499.05899791577	0	4.9924e+13	4.13493e+13	0	2.79378e+13
8	2	0	-0.0174890181086454	-9.87353521780025e-05	3.39074190007247	-0.000779483792289403	-5.90953744713402e-05	0.99999969445633	2498.79697801695	0	5.43296e+13	5.16197e+13	0	-1.68854e+13
9	2	0	-0.0195666713811069	0.000130467145527807	3.4344591467937	-0.000789534134537844	-0.000151951400024973	0.999999676773259	2500.96874155155	0	4.61068e+13	3.47398e+13	0	-3.02857e+13
10	2	0	0.0182374958284933	-0.00257986346345139	2.80132063674931	-0.000643978921982112	2.23222200222054e-05	0.999999792396412	2499.7803254421	0	5.52988e+13	5.45887e+13	0	8.60725e+12
11	2	0	-0.0160537530689778	-9.02845772361453e-05	0.484959696017631	-0.00011148539513116	0.000239789148271766	0.999999965036085	2501.11412210519	0	2.79503e+13	1.46683e+13	0	2.37896e+13
12	2	0	-0.0222982274192424	0.00403976145605517	-0.773898859871748	0.000177908690165185	0.000179402702003508	0.999999968081584	2499.89067270763	0	4.23727e+13	2.93733e+13	0	3.05323e+13
13	2	0	-0.0146388772371983	2.27390519512833e-05	-3.39179121524765	0.000779724472472725	0.000290612419380567	0.999999653787024	2500.0325745323	0	1.69626e+13	7.16519e+12	0	1.53745e+13
14	2	0	0.00149505782562528	0.00266795197018365	-2.56907857979141	0.000590592462208885	0.000172371684888321	0.999999810744255	2501.09129821661	0	4.39724e+13	3.1568e+13	0	3.0596e+13
15	2	0	0.0186593655636998	0.000593699303602783	-1.22746830224976	0.000282175397068678	0.000133388146981221	0.999999951292323	2500.21375722005	0	4.77518e+13	3.73763e+13	0	2.97151e+13
16	2	0	0.0358625061131285	0.00251335440326335	-1.2981708428905	0.000298427604063625	8.81619688994812e-05	0.999999951584215	2499.80823323577	0	5.25576e+13	4.70193e+13	0	2.34084e+13
17	2	0	0.0258146442128182	-0.00128272513712096	-1.21652493407311	0.000279659233838189	-1.61613970583204e-06	0.99999996089405	2499.49791117605	0	5.55775e+13	5.5512e+13	0	-2.17205e+12
18	2	0	-0.0130990460927942	0.000395018995233188	-0.299249995935176	6.87933095064245e-05	2.39517684307023e-06	0.999999997630872	2499.68733217464	0	5.55799e+13	5.55219e+13	0	9.315e+11
19	2	0	0.00879297754244424	0.00161633116535619	-1.66539666097327	0.000382849001800903	-0.000132890133231176	0.999999917883424	2500.06147723322	0	4.69032e+13	3.60004e+13	0	-3.00357e+13
20	2	0	0.000180910268526826	0.00509401442439082	1.22240352753058	-0.000281012277782954	0.000181216033502268	0.999999944096423	2499.64647302523	0	4.2518e+13	2.96046e+13	0	3.0493e+13
21	2	0	0.0319835969431198	-0.000352177984699089	4.04498938704186	-0.000929875359030465	-0.000205864147679512	0.999999546475782	2499.24849561748	0	3.56577e+13	2.16192e+13	0	-2.83521e+13
22	2	0	0.0352418096879978	-0.00340007000875504	-1.42355024056126	0.000327250259813949	4.19613546883165e-05	0.999999945573255	2500.7774673767	0	5.50653e+13	5.38517e+13	0	1.1296e+13
23	2	0	-0.0363254455882292	-0.00183658162999033	3.5038159964661	-0.000805481395344858	-0.000168173385349676	0.99999966145866	2501.13658956577	0	4.16536e+13	2.84749e+13	0	-3.03839e+13
24	2	0	-0.0143357619675341	-0.000856300885865322	-3.70235159265143	0.000851117800956008	-0.000101097180041144	0.999999632688857	2499.76515379525	0	5.13552e+13	4.4272e+13	0	-2.59991e+13
25	2	0	-0.0119492713948084	0.000482411950632427	0.32401227479238	-7.44857844420496e-05	0.000100043961285159	0.999999992221537	2499.740104408	0	5.20425e+13	4.58016e+13	0	2.46737e+13
26	2	0	-0.00627941909145461	0.00503387585322762	3.63159269584503	-0.000834849805065049	-0.000106565208175012	0.999999645834767	2498.99205559664	0	5.14359e+13	4.44474e+13	0	-2.58493e+13
27	2	0	0.00580536824249735	-0.00163753467996539	3.90671734800307	-0.000898094378274639	8.22422927044844e-05	0.999999593331264	2499.22731525535	0	5.32409e+13	4.869e+13	0	2.14742e+13
28	2	0	0.0238355230878202	-0.00110822443086671	-3.82001256078137	0.000878158649756289	-0.000125420570095197	0.999999606553456	2501.16062204964	0	4.9976e+13	4.14625e+13	0	-2.78664e+13
29	2	0	-0.00185521514419293	0.00038788480153712	-3.85031140976665	0.000885129082123412	0.000137437534218232	0.999999598828636	2498.98132439604	0	4.86012e+13	3.88712e+13	0	2.91518e+13
30	2	0	-0.0214409227827716	0.0027998770178336	3.71957255226926	-0.000855078049763424	7.20781189556191e-05	0.999999631823069	2500.85648768466	0	5.34025e+13	4.91087e+13	0	2.09487e+13
31	2	0	0.00116477157405407	-0.00162425559975385	-4.02071523029063	0.000924301709345281	1.61102891031606e-05	0.999999572703313	2499.54716597541	0	5.55114e+13	5.52887e+13	0	4.69005e+12
32	2	0	-0.012868296474296	0.00234603153226691	-4.08913508196959	0.000940033418651692	1.92128816527036e-05	0.999999557983921	2499.82862162322	0	5.55067e+13	5.5276e+13	0	4.70768e+12
33	2	0	0.0237104827700348	0.000873821626373538	3.85470313893485	-0.000886133474185913	3.34320184582712e-05	0.999999606824806	2500.87199386018	0	5.53097e+13	5.46321e+13	0	8.46107e+12
34	2	0	0.0186449048606867	0.00117662212167808	0.546019169453798	-0.000125521104000068	-0.000286588230759388	0.999999951055818	2500.91855350916	0	1.84745e+13	8.06379e+12	0	-1.66206e+13
35	2	0	-0.0302240609980936	0.00509426175687273	1.98897303821817	-0.000457238296880236	-0.00024248155056197	0.99999986606791	2499.95466579502	0	2.84947e+13	1.51173e+13	0	-2.41486e+13
36	2	0	-0.0298218776948251	-0.00273455602378956	1.70989542684264	-0.000393082068531644	0.000149367255236135	0.999999911587951	2500.34219757571	0	4.51337e+13	3.32439e+13	0	3.05096e+13
37	2	0	-0.0147175646030251	0.00158783472160961	1.76584985426312	-0.000405943826225922	-0.000210673899441983	0.999999895413053	2498.92006723241	0	3.4754e+13	2.07111e+13	0	-2.79042e+13
