sep=	
Dipole_RN	Dipole_RS	Dipole_RO	Dipole_OX	Dipole_OY	Dipole_OZ	Dipole_DX	Dipole_DY	Dipole_DZ	Dipole_EN	Dipole_PL	Dipole_S0	Dipole_S1	Dipole_S2	Dipole_S3
0	2	0	-0.00800473152824616	-0.00344440321345596	-3.0668547819514	0.000705025207226512	-8.7897527674559e-05	0.999999747606709	2500.31097784582	0	5.24204e+13	4.66688e+13	0	-2.38649e+13
1	2	0	0.0161415990697886	-0.00269497488718939	2.21152012817182	-0.000508393473572038	-0.000153489799427874	0.999999858988469	2499.58375300168	0	4.52901e+13	3.34424e+13	0	-3.05401e+13
2	2	0	-0.00891972143899462	0.00228457097076158	-2.62857435690777	0.000604271050995041	-0.000385291451127404	0.999999743203464	2500.4060218323	0	4.71321e+12	1.40224e+12	0	-4.49969e+12
3	2	0	0.0164325260844048	0.00312912811060608	0.488352715369695	-0.00011226456714531	4.14605248086438e-05	0.999999992838846	2500.18360021093	0	5.51123e+13	5.39882e+13	0	1.10381e+13
4	2	0	-0.0186298640528225	0.000249622475021412	-0.426322624252549	9.80056186428004e-05	0.000180440656505828	0.999999978918034	2500.80877055026	0	4.12186e+13	2.79069e+13	0	3.0325e+13
5	2	0	0.0131277323879598	-0.00246039486737624	0.604198819578328	-0.000138895859818321	-2.24924216172706e-05	0.999999990101015	2501.20885730076	0	5.54791e+13	5.5194e+13	0	-5.303e+12
6	2	0	-0.00763184116263355	0.00506303241676889	3.79248158347656	-0.000871836035574312	0.000147246109698798	0.999999609110179	2500.15367348866	0	4.55564e+13	3.38737e+13	0	3.04454e+13
7	2	0	0.00411057896475341	0.0035365863189464	2.46684910347252	-0.000567091115945552	0.000131647747693973	0.999999830538254	2498.86815800525	0	4.81623e+13	3.80712e+13	0	2.94972e+13
8	2	0	-0.0186293120601336	0.00284617987629739	2.49421657431236	-0.000573385471614226	0.000189013673556017	0.999999817751449	2499.98356828777	0	4.12821e+13	2.79905e+13	0	3.03317e+13
9	2	0	-0.00581432575929774	0.000736313379769361	-2.87504790182442	0.000660931278855913	0.000193307455785862	0.999999762901008	2501.19406607976	0	3.76998e+13	2.37815e+13	0	2.92487e+13
10	2	0	-0.00803320209241482	-4.78201649800092e-05	-1.53151994476352	0.000352074171399241	0.000206137161172782	0.999999916775621	2500.06577134457	0	3.61234e+13	2.20935e+13	0	2.85768e+13
11	2	0	-0.00879115923484581	-0.000561646559407798	2.00822322443736	-0.000461661395122394	-1.36181603536559e-05	0.999999893341645	2500.78410732114	0	5.54831e+13	5.52036e+13	0	-5.42789e+12
