,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
13,13,1000000.0,215,20,17.15,2.43,0.81,0.001,,0.00043,9071.5,0.0002954444925077,215.0,0.0001859668832508,0.0868505480360717,0.0009894611871644,0.0036204870664429,-2.8317902257410604e-08,6625354667.75198,4357806264.489414,3533516130.392772,3054896052.530206,2724293665.4140263,2.3122396999127157,0.0006831384671959,15319407696.316875,10076292391.140585,8170336067.663822,7063651750.806347,6299219806.014055,5.948166060029279e-08,3.912387580514846e-08,3.172349522912377e-08,2.7426500055948135e-08,2.445839042706941e-08,3.4413940757959486e-08,2.2635661657595282e-08,1.8354068706768783e-08,1.5867982477256622e-08,1.4150741433538037e-08
14,14,1000000.0,220,20,17.15,2.43,0.81,0.001,,0.00044,9239.0,0.0003095094229408,220.0,0.0001758543105836,0.0890697133026932,0.0009687789603494,0.0035456333786324,-1.3721248605876112e-07,6933413721.211936,4565263988.378199,3701732698.373101,3200327433.208852,2853986388.9379907,2.519553315507358,0.0007801629737552,17476665542.583733,11507403862.889835,9330749166.112707,8066885148.629213,7193882780.997097,6.381229878487196e-08,4.2016819040662144e-08,3.4069230896699604e-08,2.9454502296979424e-08,2.6266921245691225e-08,3.67128946610465e-08,2.4173381633412925e-08,1.960092503970296e-08,1.6945950243355228e-08,1.5112050985878005e-08
15,15,1000000.0,225,20,17.15,2.43,0.81,0.001,,0.00045,9356.0,0.000322121434966,225.0,0.0001798794737481,0.0939799401857502,0.0009899857267334,0.0037541041478287,-3.7416216572845376e-08,7208778730.160003,4751291165.749333,3852572362.194036,3330735637.549024,2970281751.822007,2.5192681802321006,0.0008119089390905,18169768464.98664,11975656851.585136,9710430911.522594,8395138430.195953,7486612327.353663,6.795067551060338e-08,4.4786149824446555e-08,3.63147357220597e-08,3.139585011422219e-08,2.7998175425845533e-08,3.8899401463750276e-08,2.5638515128005756e-08,2.078892480887788e-08,1.7973033655835898e-08,1.6027982914938375e-08
16,16,1000000.0,230,20,17.15,2.43,0.81,0.001,,0.00046,9679.0,0.0003432820919488,230.0,0.0001991960802171,0.0878555468222017,0.0009877103289379,0.0034229599446411,-9.295838589015256e-07,7674733802.41246,5063410856.245409,4105653819.7081423,3549536830.7510185,3165404169.8602657,2.309282446127729,0.0007927361078127,17723145907.449238,11692857590.238674,9481123849.440985,8196891354.784262,7309819650.141748,7.403244945083008e-08,4.8842958976106874e-08,3.960418910876192e-08,3.423974208901322e-08,3.0534299980927555e-08,4.2219437581347226e-08,2.7854302715590152e-08,2.2585590540912424e-08,1.952633831045438e-08,1.7413188158675038e-08
17,17,1000000.0,235,20,17.15,2.43,0.81,0.001,,0.00047,10005.5,0.000365872478792,235.0,0.0001956767512751,0.0830286002586074,0.000990502050084,0.0030641490634209,1.5436034147385353e-06,8169990119.065674,5396619062.183681,4375834846.3536825,3783121430.710458,3373710126.9420824,2.405743562740548,0.0008799656597357,19649771879.24353,12979493481.102716,10524389290.439896,9098844921.667936,8114163348.423601,8.067688076825044e-08,5.3290442985413426e-08,4.321042021054538e-08,3.7357503760622014e-08,3.331465591650828e-08,4.5760767342711447e-08,3.022689449348695e-08,2.4509400552007054e-08,2.1189565360180005e-08,1.8896419940640216e-08
18,18,1000000.0,240,20,17.15,2.43,0.81,0.001,,0.00048,10260.5,0.0003862714183901,240.0,0.0001919076760259,0.0911509428998878,0.0009920028936956,0.0038968809703864,-1.5742967786171989e-06,8614345111.815191,5697503421.25506,4619806163.946476,3994046466.154395,3561808748.97579,2.5012027863278314,0.0009661429952194,21546220589.83554,14250609179.487194,11555070222.824871,9989918570.569328,8908804558.91874,8.698067635619733e-08,5.7528772610096615e-08,4.6647059011305464e-08,4.032864466362027e-08,3.5964258456793275e-08,4.914283088683563e-08,3.2502928948583284e-08,2.6354917303393636e-08,2.2785104090057703e-08,2.0319288666771965e-08
19,19,1000000.0,245,20,17.15,2.43,0.81,0.001,,0.00049,10401.0,0.0004028490016569,245.0,0.0002040438722161,0.0849957360142565,0.0009889246096819,0.0036205895772133,1.4287437482231484e-06,8972623545.14729,5942022774.440592,4818074059.817591,4165458677.133269,3714670644.2790976,2.405231193550941,0.0009690632716403,21583868625.94692,14293683256.696247,11589996728.819462,10020114228.761978,8935732427.796345,9.257027526287844e-08,6.130366231019987e-08,4.970791872745699e-08,4.2974906324574015e-08,3.832414034999004e-08,5.207679542849103e-08,3.448729381088702e-08,2.7963934506997212e-08,2.4176177491835376e-08,2.1559819405436563e-08
20,20,1000000.0,250,20,17.15,2.43,0.81,0.001,,0.0005,10713.5,0.000427321282212,250.0,0.0002165289203901,0.0855076277037437,0.000990244640499,0.0030560278385796,-2.148376342306948e-06,9506206440.647558,6302988912.629452,5110762535.257509,4418502058.073799,3940329543.2783847,2.3091603808075267,0.0009867531918925,21951351216.43911,14554609580.414898,11801568175.034723,10203028004.16882,9098851182.44107,1.0024430571507177e-07,6.646591902051035e-08,5.3893721456630776e-08,4.6593735774378106e-08,4.15513382568221e-08,5.615006757618168e-08,3.72297041502035e-08,3.01876109584023e-08,2.6098653621227403e-08,2.3274244201289928e-08
21,21,1000000.0,255,20,17.15,2.43,0.81,0.001,,0.00051,11088.0,0.0004551569827324,255.0,0.000212344343069,0.0840457295283055,0.0009970863888011,0.0037549096870636,1.554709226362513e-06,10113206091.511486,6713565495.30436,5443677513.480688,4706323201.454041,4197002537.776373,2.405631470732731,0.0010950073135396,24330143343.19747,16151357874.71004,13096287469.93438,11322375622.000126,10097062438.14924,1.0892685295886603e-07,7.231016108240298e-08,5.863251027427388e-08,5.069064851471504e-08,4.52048810400568e-08,6.072775802773308e-08,4.031360354105547e-08,3.268818293905244e-08,2.826051936369584e-08,2.5202151745903217e-08
22,22,1000000.0,260,20,17.15,2.43,0.81,0.001,,0.00052,11186.5,0.0004715519137681,260.0,0.0002251082930797,0.0827373105094066,0.0009962448654959,0.0029944111707578,2.61942260344844e-06,10464290465.97808,6955390728.080881,5639760888.667616,4875846788.36314,4348180196.856529,2.31000024451948,0.0010892807765647,24172419010.86541,16066891454.330875,13027798087.71507,11263163229.680086,10044258040.704067,1.1498800809542173e-07,7.64300769314158e-08,6.197313356608358e-08,5.3578779353955215e-08,4.77804569074295e-08,6.389743028801949e-08,4.247125933845574e-08,3.4437712656808863e-08,2.9773072648110672e-08,2.6551015753213585e-08
23,23,1000000.0,265,20,17.15,2.43,0.81,0.001,,0.00053,11370.5,0.000491993076449,265.0,0.0002206309324605,0.0873162677358692,0.000989752205298,0.0032224088303626,1.9956471243365163e-06,10903852936.132156,7256897877.623938,5884237194.331003,5087208410.483492,4536668157.936972,2.405947571136846,0.0011831775995641,26222309135.09483,17451869593.572266,14150804090.78809,12234056379.49405,10910080645.581684,1.2230756585853864e-07,8.139998955369456e-08,6.600297458048724e-08,5.706277233797976e-08,5.0887410418618144e-08,6.763966958923207e-08,4.501658061241238e-08,3.650157994064082e-08,3.155738600219281e-08,2.814222981878336e-08
24,24,1000000.0,270,20,17.15,2.43,0.81,0.001,,0.00054,11832.0,0.0005258071717509,270.0,0.0002338680246793,0.0900258685791506,0.0009942365528974,0.0027444867375027,-4.121246138665532e-06,11638245071.790876,7755655783.326661,6288653774.141483,5436846155.904927,4848467930.715603,2.3089945789864297,0.0012140858899543,26872644354.468468,17907766876.827194,14520467243.854458,12553648102.12835,11195085991.269394,1.3316940108948788e-07,8.874327953663776e-08,7.195726259377544e-08,6.221054307856504e-08,5.547808682083637e-08,7.336122660180958e-08,4.8887475547781265e-08,3.964028525772636e-08,3.4270948960275144e-08,3.0562129628887524e-08
25,25,1000000.0,275,20,17.15,2.43,0.81,0.001,,0.00055,11845.0,0.0005407552019485,275.0,0.0002290457925653,0.0832596519286917,0.0009953649614415,0.0034042517892853,1.294297020107243e-06,11954608224.419691,7976139228.742119,6467432215.305473,5591408788.148712,4986303717.168208,2.405187676299951,0.0013007285848293,28755526681.7714,19185746626.23468,15556713874.56046,13449533567.136717,11994018280.71254,1.395121084274437e-07,9.308276607840689e-08,7.547592422357605e-08,6.525259669496459e-08,5.819092786501627e-08,7.65670710737335e-08,5.10857075160016e-08,4.142271606043248e-08,3.5811946828166545e-08,3.19363599325458e-08
26,26,1000000.0,280,20,17.15,2.43,0.81,0.001,,0.00056,11965.0,0.0005589747478579,280.0,0.0002238151840003,0.0895502610061973,0.00098901315761,0.0029812941387279,1.13341376220803e-06,12342568238.808577,8244877530.904463,6685337984.380838,5779798892.850993,5154306149.99797,2.502064755053028,0.0013985921442142,30881929898.2237,20629234127.160034,16727162044.802303,14461442771.17524,12896418161.799503,1.4678037816682953e-07,9.804979146237816e-08,7.95034241281385e-08,6.873456567599935e-08,6.129607641183657e-08,8.034375440242006e-08,5.36699009966311e-08,4.3518102774217494e-08,3.762351025797733e-08,3.3551875056944786e-08
27,27,1000000.0,285,20,17.15,2.43,0.81,0.001,,0.00057,12076.5,0.0005758391766899,285.0,0.0002278678786922,0.0835528676975325,0.0009962421520041,0.0031914221638218,-6.160534044099763e-07,12699675860.027536,8493627856.177031,6887036553.212019,5954177086.97427,5309813048.258196,2.518805156174622,0.0014494845607976,31967231184.33468,21379897271.766068,17335835347.140484,14987670358.648209,13365697135.115583,1.5382267180034278e-07,1.0287762809972504e-07,8.341806319137026e-08,7.21189609865191e-08,6.431421075983487e-08,8.409685198263415e-08,5.624453509594922e-08,4.560573828796966e-08,3.942837239946542e-08,3.51614141098134e-08
28,28,1000000.0,290,20,17.15,2.43,0.81,0.001,,0.00058,12274.5,0.0005966401654938,290.0,0.0002318186027707,0.0849568397121558,0.0009952114177769,0.0029143437697409,-1.890174087890408e-06,13138934888.415203,8800442441.03471,7135816379.306789,6169259311.206706,5501618966.019055,2.5019564132552428,0.0014927634612511,32872949317.700413,22018261053.45501,17853450996.5642,15435174189.337276,13764771876.197195,1.621365643310919e-07,1.0859887152960865e-07,8.805711888095726e-08,7.612964960109516e-08,6.789086063556077e-08,8.853550729038635e-08,5.930097397650122e-08,4.8084043983657945e-08,4.15709878587812e-08,3.707215464659781e-08
29,29,1000000.0,295,20,17.15,2.43,0.81,0.001,,0.00059,12478.5,0.0006180116653241,295.0,0.0002457082278794,0.0815472020804984,0.0009923636525381,0.0030120671541421,2.605634951533728e-06,13588663759.494556,9115672063.531555,7391419517.277113,6390240619.451952,5698685565.954202,2.4050658577297086,0.0014865754232485,32686395278.732487,21926987492.916992,17779442062.05337,15371189876.390623,13707711977.775429,1.7069946280575464e-07,1.145101793596915e-07,9.285028780623121e-08,8.027357658164137e-08,7.15863297542858e-08,9.309153023199508e-08,6.244851418111513e-08,5.0636218956348274e-08,4.377746689035461e-08,3.9039847407733065e-08
30,30,1000000.0,300,20,17.15,2.43,0.81,0.001,,0.0006,12484.0,0.0006297379887441,300.0,0.0002498624088786,0.0796196633010176,0.0009960140892592,0.003263236714174,-4.99101806382688e-07,13825197704.903309,9288635333.97585,7531666345.379738,6511490803.614255,5806813994.209579,2.40517299753727,0.0015150414802074,33261052007.946075,22346861833.060265,18119896103.28141,15665528905.3453,13970197488.993134,1.767073834455774e-07,1.1872310839105561e-07,9.626633060047628e-08,8.322691123820442e-08,7.422005304907958e-08,9.631666449469003e-08,6.471157897140046e-08,5.2471219287996576e-08,4.5363913665374956e-08,4.0454608114934484e-08
31,31,1000000.0,305,20,17.15,2.43,0.81,0.001,,0.00061,12643.5,0.0006497091461469,305.0,0.0002439463122243,0.0812439464517671,0.0009951943945688,0.0032445350046015,2.736806425638792e-07,14242615006.718945,9583209905.668213,7770521387.918089,6717992571.159953,5990968036.621463,2.5005502065942533,0.0016246305543017,35614378603.55589,23963300675.950783,19430581429.448902,16798679931.480076,14980718341.21642,1.852854609435757e-07,1.2467018618793832e-07,1.0108850351238932e-07,8.739591357174795e-08,7.793788385349015e-08,1.0082446389652485e-07,6.784021057165761e-08,5.500806226691696e-08,4.7557137444809487e-08,4.241048011398337e-08
32,32,1000000.0,310,20,17.15,2.43,0.81,0.001,,0.00062,12808.5,0.0006702403204348,310.0,0.0002375728656147,0.0832061849570049,0.0009967149261907,0.0030253259545998,-1.3110842715428935e-06,14671680177.307953,9886044726.414171,8016074232.400915,6930284913.296444,6180285994.729836,2.614667874167754,0.0017515605958835,38341973901.69743,25835518789.28268,20948664726.767517,18111136561.436127,16151140254.642414,1.941711298022665e-07,1.3083603585992258e-07,1.0608806704302877e-07,9.171827869773557e-08,8.179248045182008e-08,1.055638071814594e-07,7.11308116503639e-08,5.7676237785650997e-08,4.986390457388221e-08,4.4467607744271554e-08
33,33,1000000.0,315,20,17.15,2.43,0.81,0.001,,0.00063,13006.5,0.0006924215137834,315.0,0.0002414773270231,0.0818655279758985,0.0009979297254018,0.0030798952156742,1.5724103383286962e-06,15135525690.098677,10213217328.307035,8281361304.850993,7159638452.521679,6384818778.597911,2.613900921636529,0.0018097666541397,39559385636.56485,26694058148.56178,21644809183.511787,18712987203.805344,16687858317.822926,2.037469034868877e-07,1.3748524153624009e-07,1.114795585609106e-07,9.637948457523545e-08,8.594924828513016e-08,1.1061069959731849e-07,7.463837972687769e-08,6.052034044294625e-08,5.232276924582478e-08,4.666037284485013e-08
34,34,1000000.0,320,20,17.15,2.43,0.81,0.001,,0.00064,13076.0,0.0007073676903417,320.0,0.0002559496246021,0.0825301176947668,0.0009964039623466,0.0031480045349649,-8.510350813489413e-07,15439741190.628937,10433673432.5417,8460117576.4880495,7314181918.134317,6522637472.641831,2.50049209068009,0.0017687665022888,38606932992.37102,26089305908.761208,21154447367.375183,18289045633.66717,16309795917.605904,2.1126783653383237e-07,1.4276791210279464e-07,1.1576299855928301e-07,1.0008272617917945e-07,8.925172322033013e-08,1.146333837508088e-07,7.746550125134906e-08,6.281270474346675e-08,5.430462935179317e-08,4.8427755053470483e-08
35,35,1000000.0,325,20,17.15,2.43,0.81,0.001,,0.00065,13144.0,0.0007219325869257,325.0,0.0002706947917658,0.0780658757497298,0.0009963037528336,0.0030888753763323,4.163843016701506e-07,15730983449.035864,10645067021.118536,8634313739.632557,7464782948.812762,6656940384.042793,2.4050389092886544,0.0017364810261085,37838095655.99521,25604824104.89407,20768313072.258293,17955213809.962437,16012091541.746967,2.187064469893688e-07,1.4799740866139098e-07,1.2004208677126686e-07,1.037822054527508e-07,9.255084298644245e-08,1.185736135483243e-07,8.023808983382295e-08,6.508186750911149e-08,5.6266430605703414e-08,5.017724918909006e-08
36,36,1000000.0,330,20,17.15,2.43,0.81,0.001,,0.00066,13481.0,0.0007515970629553,330.0,0.0002527906068507,0.0797437979754159,0.000995920323254,0.0025943059535659,1.2620667290196288e-06,16349613340.955477,11076196167.279732,8989100872.947147,7771513630.959321,6930476517.5121765,2.615768708795032,0.0019663769449904,42774917994.94864,28978262229.88016,23517868262.08604,20332337611.20148,18131961809.757137,2.3102034541892698e-07,1.5650686111841837e-07,1.2701616517571213e-07,1.0981163444120932e-07,9.792776413756201e-08,1.251415115382091e-07,8.477826977075779e-08,6.880344183994632e-08,5.948391209239505e-08,5.304653321121613e-08
37,37,1000000.0,335,20,17.15,2.43,0.81,0.001,,0.00067,13408.0,0.0007586537830116,335.0,0.0002679190413914,0.0801166992550035,0.0009982384022888,0.0030514279876309,1.4797860470604876e-06,16475096650.307304,11173378402.873829,9073499244.81958,7844480116.340673,6995546533.150614,2.5182651536521776,0.0019115369541105,41511367602.47522,28152928513.1448,22861981971.1626,19765292105.50345,17626282253.853706,2.3643555491543725e-07,1.603501320227071e-07,1.3021458231831998e-07,1.1257682116817966e-07,1.0039370096632348e-07,1.2796440047618248e-07,8.678520672536422e-08,7.0475148991783e-08,6.092918399456822e-08,5.4335397061306935e-08
38,38,1000000.0,340,20,17.15,2.43,0.81,0.001,,0.00068,13754.0,0.0007897513211311,340.0,0.0002718833946175,0.0787341525690527,0.0009941901457336,0.0027071719710828,-2.020029599642404e-06,17120763683.446943,11621996705.951471,9445425800.72843,8166028660.495983,7282296932.150238,2.501072208691267,0.001975225388922,42820272914.31918,29067457501.28634,23623695651.508087,20423830521.454323,18213553311.250504,2.49462030609425e-07,1.693409798539427e-07,1.3762675215817106e-07,1.1898500144778335e-07,1.0610838475338589e-07,1.349728307037427e-07,9.162288685454389e-08,7.446372609880038e-08,6.437750232956485e-08,5.741053665192627e-08
39,39,1000000.0,345,20,17.15,2.43,0.81,0.001,,0.00069,13862.5,0.0008081728809928,345.0,0.0002643740017731,0.079392384972576,0.0009955758315646,0.0025691287582601,1.1776351862471376e-06,17488563340.73116,11883486706.220684,9665747656.675447,8356507589.4669,7452162135.635811,2.614863418757692,0.002113926567952,45744591968.81587,31083470949.088608,25282561752.70661,21858000712.624275,19492516883.08592,2.5878118031508174e-07,1.758419291613352e-07,1.4302567560804764e-07,1.23652632590904e-07,1.1027088250684001e-07,1.3985088815992738e-07,9.502874180814053e-08,7.729413606934302e-08,6.682452900978315e-08,5.959274487419832e-08
40,40,1000000.0,350,20,17.15,2.43,0.81,0.001,,0.0007,13974.0,0.0008269346510311,350.0,0.0002914019340777,0.0815951633490383,0.0009736958551007,0.0025555169910751,2.576091729281009e-06,17862273185.058426,12149876919.45328,9890138426.332417,8550504291.661973,7625164417.158129,2.4060376657464504,0.0019896758238683,42978164080.22921,29233647833.56072,23796522853.46593,20573248018.799145,18346800771.89041,2.6832191857275545e-07,1.8251194860111986e-07,1.4856680837932033e-07,1.284432105888104e-07,1.1454302174462483e-07,1.4491893511166446e-07,9.85735245824033e-08,8.023997360257363e-08,6.937134841560296e-08,6.186394620312135e-08
