,Simulation Number,SU.numberRays,SU.photonEnergy,PG.cFactor,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,ExitSlit.openingHeight,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
10,10,1000000.0,200,20,17.15,2.43,0.81,0.001,,0.0004,1106.0,3.359751968908456e-05,200.0,0.0001331485131714,0.0224796024936735,3.531744273067203e-05,-0.0024862253330211,5.258768619449022e-07,755595646.4935863,495563415.4139973,401826335.4814513,347398353.5851344,309802729.0530488,3.0041649745455805,0.0001009313073986,2269907337.5385523,1488736784.13054,1207138436.488221,1043629718.5023582,930687585.5232344,6.2801066255158574e-09,4.118857887743438e-09,3.3397654466041714e-09,2.88738919045879e-09,2.574914480195406e-09,3.725945404888661e-09,2.4436909331880158e-09,1.981460580401944e-09,1.7130687626551919e-09,1.5276795996560466e-09
11,11,1000000.0,205,20,17.15,2.43,0.81,0.001,,0.00041,1079.5,3.3308033265170715e-05,205.0,0.0001900066909995,0.0252559281633817,3.730371554227694e-05,-0.0026912017091147,7.780438315260768e-07,748407868.416816,491293490.6612681,398364077.85144186,344405063.96186525,307133374.7381393,2.157818898099109,7.18717100326862e-05,1614906316.34742,1060107722.9821212,859585651.990927,743153481.7379754,662729038.2113996,6.383740790383625e-09,4.19061641216949e-09,3.397950663698109e-09,2.9376931323276293e-09,2.6197745041772804e-09,3.751634146413532e-09,2.4627659772932682e-09,1.996927531418812e-09,1.726440691878806e-09,1.5396044119743202e-09
12,12,1000000.0,210,20,17.15,2.43,0.81,0.001,,0.00042,1074.0,3.3934722000482605e-05,210.0,0.0001741733415627,0.0234424170807062,3.592139584505105e-05,-0.0016351007171292,2.1164035348978483e-07,761793101.5252389,500537149.5071184,405859275.1257719,350885025.4849901,312912071.56645006,2.4146708221625053,8.192431147816765e-05,1839100828.0658824,1208383594.3029728,979814765.2788852,847097380.6842536,755424076.1401839,6.669983826393571e-09,4.382521560036745e-09,3.553556464951828e-09,3.072221893612199e-09,2.739744495260937e-09,3.883054181407448e-09,2.5513658071357413e-09,2.0687684781927782e-09,1.7885506742904114e-09,1.5949928208541472e-09
13,13,1000000.0,215,20,17.15,2.43,0.81,0.001,,0.00043,1037.0,3.3773459596598575e-05,215.0,0.0001776959152834,0.0232562805364379,3.791060454026627e-05,-0.0022510569608452,2.1864688411480106e-07,757371194.4506207,498158529.0498289,403930576.77531886,349217572.2288292,311425070.9402354,2.4536010990254637,8.268856300174312e-05,1854294362.3798263,1219656304.2757108,988955213.5008476,854999741.4380238,762471239.4390732,6.799590149644892e-09,4.472409106535739e-09,3.626441553502877e-09,3.1352345872257315e-09,2.795937923482444e-09,3.9339973065098385e-09,2.5875743966186752e-09,2.0981281209192772e-09,1.8139335092228534e-09,1.6176287126251391e-09
14,14,1000000.0,220,20,17.15,2.43,0.81,0.001,,0.00044,1076.5,3.606309057212612e-05,220.0,0.000181517457932,0.0265882326309653,4.478206901826392e-05,-0.002146631717707,-1.4411313463891152e-07,807860144.0507251,531930585.9388602,431314563.2426284,372892356.515784,332537758.1655749,2.463980680643101,8.915838975226363e-05,1997263918.4808407,1315086248.8462484,1066334341.4373648,921897750.0386584,822129511.9058478,7.435213728965759e-09,4.895671143768024e-09,3.969642500302752e-09,3.431948449258399e-09,3.0605412621481327e-09,4.277674110035344e-09,2.8166084347190183e-09,2.283839788423014e-09,1.974490251864044e-09,1.7608099238334959e-09
15,15,1000000.0,225,20,17.15,2.43,0.81,0.001,,0.00045,1135.0,3.907736518666889e-05,225.0,0.0001566698977341,0.0252400183922793,3.869412660053583e-05,-0.0020545157845332,1.1839341956251202e-08,874515162.3270203,576391136.503366,467365287.6325599,404059956.03015625,360332384.38627374,2.8798601632023875,0.0001127967595629,2524286784.1260023,1663752203.5538278,1349049244.373138,1166318493.8811245,1040098919.9301592,8.243268138577898e-09,5.433120997300857e-09,4.405432347641916e-09,3.808709905904465e-09,3.3965294044821157e-09,4.718984679495141e-09,3.1102730515483667e-09,2.5219569963741333e-09,2.1803541256278043e-09,1.944395105649321e-09
16,16,1000000.0,230,20,17.15,2.43,0.81,0.001,,0.00046,1190.5,4.222309437597847e-05,230.0,0.0001984215430041,0.0215433018691921,4.2085495988623336e-05,-0.0018703945339334,-2.738945867144759e-07,943978777.9493786,622790642.0456823,504988208.7367024,436586795.8476173,389339153.2408974,2.318320314472576,9.78836369151494e-05,2188377647.872525,1443783644.4984534,1170688297.5051866,1012116805.7026448,902585015.9945924,9.105861253353984e-09,6.007598167275052e-09,4.871245700380313e-09,4.211428138957562e-09,3.755665267826661e-09,5.1929166691387405e-09,3.4260303112831974e-09,2.7779879676574267e-09,2.4017053165198822e-09,2.141791559345245e-09
17,17,1000000.0,235,20,17.15,2.43,0.81,0.001,,0.00047,1250.5,4.572720351102278e-05,235.0,0.0001871625245684,0.0270272716668469,4.177795376079097e-05,-0.0016084203777255,5.1529303948695964e-08,1021095661.7751862,674476251.7875861,546897353.9918325,472819284.3039756,421650543.5751411,2.530030419324221,0.0001158469107621,2586879776.735773,1708741933.7425413,1385529052.7159865,1197857057.281212,1068224364.1383032,1.0083098236039894e-08,6.6603067266263044e-09,5.4004927763017365e-09,4.668987901919727e-09,4.163707683133636e-09,5.719238375099761e-09,3.777795368957617e-09,3.063215770354786e-09,2.648298584069272e-09,2.361698379468352e-09
18,18,1000000.0,240,20,17.15,2.43,0.81,0.001,,0.00048,1374.5,5.174504795841271e-05,240.0,0.0001748927909659,0.0242966308369661,3.602683788423988e-05,-0.001801186132465,-1.7904936506956796e-08,1153980542.4872065,763239457.3865875,618870773.5826161,535043795.88998747,477141087.22452366,2.744592866947977,0.0001420174801527,3167170874.4190083,2094757832.2525897,1698529062.6265068,1468460744.7791038,1309543184.4882123,1.1651960396822107e-08,7.70657355417161e-09,6.248855573416437e-09,5.402438681365047e-09,4.8177840503739935e-09,6.583190005745877e-09,4.354103195733904e-09,3.530513506506948e-09,3.0523001385687167e-09,2.721978682566937e-09
19,19,1000000.0,245,20,17.15,2.43,0.81,0.001,,0.00049,1361.5,5.273328677588605e-05,245.0,0.0001787666976298,0.0225996073089078,3.588660388551545e-05,-0.0017766946186793,-2.0330962586739845e-07,1174524272.3505468,777815979.9443192,630690109.8395972,545262185.2626618,486253637.3604454,2.765088872042437,0.0001455473429956,3241764312.0007086,2146823309.1864035,1740746222.228433,1504959526.5754178,1342092049.7632422,1.2117530023114026e-08,8.024703031952422e-09,6.506810051671252e-09,5.6254528373144445e-09,5.016663502212427e-09,6.8168980844044365e-09,4.5144169333259e-09,3.6605034930561196e-09,3.164682785802699e-09,2.8221992231998732e-09
20,20,1000000.0,250,20,17.15,2.43,0.81,0.001,,0.0005,1428.5,5.697750050311098e-05,250.0,0.000215173831151,0.0227344000776298,4.4270113705809547e-05,-0.0019336916316296,-2.2548033950759838e-07,1267523769.1198056,840418132.420887,681450906.0172074,589147355.2021675,525389532.1391863,2.32371121726347,0.0001323872389982,2945091846.3729787,1952711775.2241652,1583351378.419052,1368884051.2418897,1220742730.8028493,1.33662193227218e-08,8.862329334092409e-09,7.1859972092030665e-09,6.2126430721705434e-09,5.540307714553635e-09,7.486850378734822e-09,4.964076387601223e-09,4.025108718353262e-09,3.479901684596382e-09,3.103304974242093e-09
21,21,1000000.0,255,20,17.15,2.43,0.81,0.001,,0.00051,1487.5,6.10611482516768e-05,255.0,0.0001941165961056,0.0267908131437176,3.993264581705346e-05,-0.0017915848895018,-4.4758805108519894e-07,1356727458.615019,900651936.7122328,730291333.0900545,631372272.922338,563044848.0287118,2.6336374291501725,0.0001606616272037,3569766494.9690256,2369759001.256128,1921513061.3575103,1661241225.287346,1481460864.446288,1.4612977432928676e-08,9.70070027147136e-09,7.865788152325251e-09,6.800355308950091e-09,6.06441743750762e-09,8.14687410409929e-09,5.408232798279221e-09,4.385251814740304e-09,3.791262856556416e-09,3.380970483588657e-09
22,22,1000000.0,260,20,17.15,2.43,0.81,0.001,,0.00052,1544.0,6.508525051250111e-05,260.0,0.0001985610872736,0.0253979097895554,4.284463474202305e-05,-0.0016587912047334,5.536926074601033e-07,1444318104.8111706,960007445.0593916,778419596.1295134,672981490.2992616,600151094.9757729,2.624033890430297,0.0001708498692779,3791359139.892856,2520035571.84999,2043364436.5644665,1766587648.3341622,1575406644.6121192,1.587104854059189e-08,1.0549147524436242e-08,8.553749450322541e-09,7.395131213740388e-09,6.594826394767904e-09,8.819347639091946e-09,5.862032308458917e-09,4.753213993841942e-09,4.1093840047095054e-09,3.664664401105063e-09
23,23,1000000.0,265,20,17.15,2.43,0.81,0.001,,0.00053,1610.5,6.968513694395534e-05,265.0,0.0002192107642428,0.0260000235679307,3.7944363869035774e-05,-0.0018013603479997,4.429007830522157e-08,1544404833.0012608,1027855769.9233412,833434237.8497059,720544316.0004983,642566647.7602122,2.4219982631967705,0.0001687312740833,3739526197.4220295,2488786292.7301435,2018026038.037459,1744681374.0223515,1555871078.3230276,1.7323454097460665e-08,1.1529368381005678e-08,9.348559039784944e-09,8.082282648108388e-09,7.207613955339211e-09,9.580377984561652e-09,6.376078719167156e-09,5.170027219067064e-09,4.469739251267009e-09,3.986021821656972e-09
24,24,1000000.0,270,20,17.15,2.43,0.81,0.001,,0.00054,1691.0,7.514705269023609e-05,270.0,0.0002421093457484,0.0229753242935425,3.824816056387329e-05,-0.0012009969055712,-2.326956832189013e-07,1663309027.755102,1108419027.180982,898758750.1752236,777020524.8170412,692930972.8566669,2.2334968627052083,0.000167855496835,3715322866.952735,2475868578.3176928,2007551742.14777,1735625837.2749114,1547795536.3164372,1.903223945590973e-08,1.2682968703216229e-08,1.0283952928167192e-08,8.890976026525815e-09,7.92879012965131e-09,1.048460397089756e-08,6.986876365052237e-09,5.665290937357611e-09,4.897918753534925e-09,4.367863522857403e-09
25,25,1000000.0,275,20,17.15,2.43,0.81,0.001,,0.00055,1746.5,7.973228874658182e-05,275.0,0.0002280706976591,0.0266584448729243,3.98388153640905e-05,-0.0014929505241024,2.681621824637882e-07,1762661313.9678342,1176051259.012082,953598173.4091188,824431865.6396561,735211434.5322311,2.415176587717159,0.0001926039592309,4257943089.187377,2840908398.65791,2303543352.403295,1991524938.4490025,1776001108.0694635,2.0570527426638284e-08,1.3724698265592036e-08,1.1128636695354625e-08,9.621246106184516e-09,8.580030014035535e-09,1.1289522130035926e-08,7.53239241677474e-09,6.1076212409915854e-09,5.2803347518271725e-09,4.70889426949694e-09
26,26,1000000.0,280,20,17.15,2.43,0.81,0.001,,0.00056,1782.5,8.327392294665774e-05,280.0,0.0002047700715194,0.0219198001443895,4.0632072690168405e-05,-0.0020306245922618,7.711224505045182e-08,1838748674.1058323,1228290363.4632015,995956118.4420264,861052363.268441,767868843.491131,2.734774720313808,0.0002277348220441,5028550202.32131,3359088625.151986,2723708471.6486616,2354778059.9370537,2099942794.069591,2.186678011553478e-08,1.4607083433488432e-08,1.1844116465391298e-08,1.0239813064560705e-08,9.131655345098088e-09,1.1969305660034581e-08,7.995536859715415e-09,6.4831607350641605e-09,5.6050068562344e-09,4.9984301954871765e-09
27,27,1000000.0,285,20,17.15,2.43,0.81,0.001,,0.00057,1805.0,8.60671315302772e-05,285.0,0.0002178732695767,0.0228916640927881,4.009391017394392e-05,-0.0015792630664526,4.743225995727363e-07,1898142253.744852,1269490190.0715888,1029362893.1021154,889934140.0230663,793625019.8406861,2.6618618845695057,0.0002283341211892,5035727759.192738,3367928287.542186,2730876089.4240365,2360974813.097369,2105468931.4865415,2.2990926394205173e-08,1.5376484802716323e-08,1.246798360952456e-08,1.0779176465090627e-08,9.612648567176082e-09,1.256943798523203e-08,8.406523897502451e-09,6.816408529771477e-09,5.893115735605107e-09,5.2553597870420415e-09
28,28,1000000.0,290,20,17.15,2.43,0.81,0.001,,0.00058,1821.0,8.851535633747633e-05,290.0,0.0002315517195654,0.0225431209001765,4.052528884524638e-05,-0.0013538000165283,-6.244923243728741e-07,1949244403.5850005,1305601505.977776,1058643661.796217,915248784.5295056,816200100.7878692,2.504841943983703,0.0002217176273808,4882563458.261904,3270335003.868497,2651742823.475744,2292560267.118662,2044458242.0794184,2.4053988646944347e-08,1.611133203433275e-08,1.3063832619025066e-08,1.1294316829491571e-08,1.0072040182276767e-08,1.3134804576625814e-08,8.797675963274165e-09,7.133573187848068e-09,6.1673199634071114e-09,5.499889495413632e-09
29,29,1000000.0,295,20,17.15,2.43,0.81,0.001,,0.00059,1879.0,9.305957600225362e-05,295.0,0.0002349433776202,0.0277187564098716,3.782091999986468e-05,-0.0011803001055173,3.028144446567345e-07,2046167344.1591756,1372628746.0332408,1112992528.986953,962236015.8633022,858102350.3167804,2.5112435300377136,0.0002336956940314,5138434088.568244,3447011486.9633102,2795000500.615674,2416413476.284788,2154907994.6636395,2.5703753705334212e-08,1.7242827825208186e-08,1.3981303104372196e-08,1.2087514556790008e-08,1.0779397652626757e-08,1.4017629146605665e-08,9.40343455914696e-09,7.624751005247297e-09,6.591967006208783e-09,5.8785810216877365e-09
30,30,1000000.0,300,20,17.15,2.43,0.81,0.001,,0.0006,1942.0,9.796148463161576e-05,300.0,0.0002396963504338,0.0217044333697542,4.036982698457278e-05,-0.0015754423065875,1.578333907205121e-07,2150635528.910784,1444931898.3163323,1171619356.1941247,1012921751.0909072,903302849.788129,2.5031682457982942,0.0002452112538425,5383340570.896259,3616865994.178014,2932726595.9572234,2535484364.7322483,2261092971.6824045,2.7488444300809938e-08,1.8468461750675265e-08,1.4975105256818722e-08,1.2946704711998794e-08,1.1545605817150954e-08,1.4982935152890742e-08,1.0066475998274564e-08,8.16237647046534e-09,7.056770293027727e-09,6.2930830630569315e-09
31,31,1000000.0,305,20,17.15,2.43,0.81,0.001,,0.00061,2031.0,0.0001043666133447,305.0,0.0002427202434205,0.0236741306609202,4.2499095070643504e-05,-0.0012456722099894,-4.532178124501696e-07,2287875278.0991163,1539407546.835302,1248224695.603404,1079150781.9848828,962364541.6520894,2.5131824939696488,0.0002622891007005,5749776963.878956,3868764235.33415,3136977644.379419,2712069301.2444143,2418567797.56042,2.976349675140604e-08,2.0026507545197355e-08,1.6238442728173583e-08,1.4038921221514621e-08,1.2519622106729817e-08,1.6196028486877996e-08,1.0897573272514465e-08,8.83626958232359e-09,7.639383568664376e-09,6.812645637007178e-09
32,32,1000000.0,310,20,17.15,2.43,0.81,0.001,,0.00062,2032.5,0.0001063562049641,310.0,0.0002264715751038,0.0228837354675667,3.861498158729642e-05,-0.0010121789473869,-2.429777022939466e-07,2328156299.3620176,1568754023.2218294,1272020211.371734,1099723159.3297434,980710565.974813,2.760173079259771,0.0002934114933504,6422829930.601551,4327819526.920009,3509201460.4720883,3033874841.244264,2705547380.1850443,3.0811790711098616e-08,2.0761544512260808e-08,1.6834445584178933e-08,1.4554194593679781e-08,1.2979132335427586e-08,1.6751254096601177e-08,1.1287299424551242e-08,9.152278041873412e-09,7.912588206770158e-09,7.056283931782168e-09
33,33,1000000.0,315,20,17.15,2.43,0.81,0.001,,0.00063,2182.0,0.0001161622068254,315.0,0.0002613425126582,0.0258404593518674,4.190538919382664e-05,-0.0012652690533922,2.764782670788345e-07,2539170188.428501,1713392550.6758893,1389299993.632789,1201117218.5755048,1071131709.1377882,2.414758405503574,0.0002803388793746,6127880526.882726,4134998470.776333,3352852997.3210125,2898704012.734053,2585004806.7138004,3.418104358654434e-08,2.306483658417529e-08,1.870206410486348e-08,1.6168841374940507e-08,1.4419041230012223e-08,1.8556302350467e-08,1.2521504214357985e-08,1.0153029857879422e-08,8.777786683149936e-09,7.827850193938643e-09
34,34,1000000.0,320,20,17.15,2.43,0.81,0.001,,0.00064,2149.5,0.0001162807319049,320.0,0.0002555070248035,0.02253445196119,4.341906728807151e-05,-0.0014403014398636,1.3425324447986844e-08,2538063910.160362,1715140795.5986834,1390717553.583746,1202342767.897653,1072224628.8959634,2.5048319565191104,0.0002912668054913,6357491521.891024,4296185380.997404,3483550993.676539,3011698768.7805533,2685771213.435733,3.472929142164825e-08,2.3468922228889344e-08,1.9029715922543497e-08,1.6452112260794294e-08,1.46716563981416e-08,1.8844024041936642e-08,1.2734176731399111e-08,1.0325474827629382e-08,8.926873722214699e-09,7.960802958659742e-09
35,35,1000000.0,325,20,17.15,2.43,0.81,0.001,,0.00065,2179.5,0.0001197087700246,325.0,0.0002485847485331,0.0211554277901085,4.110015632529476e-05,-0.0011898445003098,7.440334420547378e-08,2608466100.667504,1765134173.199015,1431716889.4955232,1237788682.0554943,1103834568.3978443,2.659619648271934,0.0003192994903701,6957567907.674297,4708146628.030153,3818821904.827608,3301556730.4278827,2944260600.7036266,3.626526941671707e-08,2.4540501535111206e-08,1.9905031049754724e-08,1.7208864636660862e-08,1.5346512651320094e-08,1.9661533074297992e-08,1.3304847595314751e-08,1.0791686719119634e-08,9.329936511345905e-09,8.320246090050346e-09
36,36,1000000.0,330,20,17.15,2.43,0.81,0.001,,0.00066,2307.0,0.0001286206085778,330.0,0.0002413309455277,0.022556400371216,4.162184556695258e-05,-0.0008871360125639,-3.391463102347796e-07,2797905049.891275,1895466549.8044908,1538302478.5912814,1329937092.6951375,1186010631.6965053,2.758090127798128,0.0003550437535516,7723324605.427666,5232237399.7069645,4246323292.4777374,3671152411.724064,3273858451.499768,3.9534451218860955e-08,2.6782978161871605e-08,2.1736243087335355e-08,1.879203624774645e-08,1.6758352634474857e-08,2.1415434101227524e-08,1.4508083106678894e-08,1.1774314985888e-08,1.0179466300508524e-08,9.077839338200104e-09
37,37,1000000.0,335,20,17.15,2.43,0.81,0.001,,0.00067,2292.0,0.0001296863417856,335.0,0.0002786781852819,0.0232303201485419,4.330176086274248e-05,-0.001206768873368,-4.609754363206472e-07,2816297846.248832,1910007704.309876,1551048647.7570462,1340956774.0642023,1195837757.6059968,2.407910499254733,0.0003122624172582,6781161077.410997,4598970211.646036,3734658510.409464,3228793394.450991,2879371749.538935,4.0416937042525534e-08,2.7410687842783766e-08,2.225923498460541e-08,1.9244188105419733e-08,1.7161572390722952e-08,2.1874582778297304e-08,1.4835299359675921e-08,1.204721371488414e-08,1.0415400485944988e-08,9.288240607437013e-09
38,38,1000000.0,340,20,17.15,2.43,0.81,0.001,,0.00068,2318.5,0.0001331277037983,340.0,0.0002603498521125,0.0198551631580123,3.470711852557133e-05,-0.0011234271524186,-6.223558029225322e-08,2886032470.559237,1959110030.7364037,1592207337.4283023,1376540457.2749703,1227570556.7246132,2.616825297371713,0.0003483686738297,7552171904.966204,5126600578.405121,4166489339.004912,3602132087.400568,3212307541.3849745,4.2051600841060925e-08,2.8545663937135837e-08,2.319962373700157e-08,2.0057199786003035e-08,1.7886599538368855e-08,2.2752254470454228e-08,1.5444791564073e-08,1.2552286531922977e-08,1.0852060429772877e-08,9.677644992546972e-09
39,39,1000000.0,345,20,17.15,2.43,0.81,0.001,,0.00069,2391.0,0.0001393934253167,345.0,0.0002633926582688,0.0212414749133058,3.984185649483034e-05,-0.0010428673696003,2.241150372108268e-07,3016422358.7151093,2049660358.12975,1667145366.7888904,1441328017.7756796,1285346774.8461838,2.624255766842979,0.0003656439916781,7912401243.611309,5376480226.580347,4373102140.470875,3780758873.952244,3371603247.264376,4.4634503309890755e-08,3.032916520286763e-08,2.466902725906884e-08,2.1327570389529412e-08,1.9019489996310517e-08,2.4121440836096405e-08,1.639052996669172e-08,1.3331670286153229e-08,1.1525875481507054e-08,1.0278539440519976e-08
