,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
118,118,0.02,3816,2,100000.0,0.01715,0.00243,0.81,3.89062691066957,,5.05,0.0028100125317893,3816.0,0.1376514707295353,0.0113447487568643,0.0059978284899219,0.0006348092085413,-0.0003226287768972,120268536.36058584,1272935676.9005933,5339023810.39984,5170423058.492476,2894312907.743072,1635427293.501425,32.449655293917814,0.0888830257153819,3804193500.618348,40264010649.06803,168877748859.2257,163544767316.30283,91549516486.8434,51729920966.35231,1.9856915763915583e-08,2.101678233891065e-07,8.814985969962526e-07,8.536617991963707e-07,4.778650288979685e-07,2.700169386588521e-07,6.707154516862943e-09,7.09892756107223e-08,2.97747513599056e-07,2.883449605380332e-07,1.614104942142251e-07,9.120476469192137e-08
119,119,0.02,3856,2,100000.0,0.01715,0.00243,0.81,3.93664721150638,,,,3856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,0.02,3896,2,100000.0,0.01715,0.00243,0.81,4.01765442203109,,,,3896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,0.02,3936,2,100000.0,0.01715,0.00243,0.81,4.0610441522259,,,,3936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,0.02,3976,2,100000.0,0.01715,0.00243,0.81,4.14177134419615,,,,3976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,0.02,4016,2,100000.0,0.01715,0.00243,0.81,4.20194187461122,,,,4016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,0.02,4056,2,100000.0,0.01715,0.00243,0.81,4.26046906476449,,,,4056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125,0.02,4096,2,100000.0,0.01715,0.00243,0.81,4.33916476461335,,,,4096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,0.02,4136,2,100000.0,0.01715,0.00243,0.81,4.39375723050564,,,,4136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,0.02,4176,2,100000.0,0.01715,0.00243,0.81,4.4693171924677,,,,4176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.02,4216,2,100000.0,0.01715,0.00243,0.81,4.51798023073832,,,,4216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,0.02,4256,2,100000.0,0.01715,0.00243,0.81,4.6141951946457,,,,4256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,0.02,4296,2,100000.0,0.01715,0.00243,0.81,4.6822403967796,,,,4296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,0.02,4336,2,100000.0,0.01715,0.00243,0.81,4.77464856910558,,,,4336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,0.02,4376,2,100000.0,0.01715,0.00243,0.81,4.83501779085518,,,,4376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,0.02,4416,2,100000.0,0.01715,0.00243,0.81,4.85986029179908,,,,4416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,0.02,4456,2,100000.0,0.01715,0.00243,0.81,4.93811886690595,,,,4456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,0.02,4496,2,100000.0,0.01715,0.00243,0.81,5.04311620735308,,,,4496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,0.02,4536,2,100000.0,0.01715,0.00243,0.81,5.1439527597377,,,,4536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,0.02,4576,2,100000.0,0.01715,0.00243,0.81,5.16882861700551,,,,4576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,0.02,4616,2,100000.0,0.01715,0.00243,0.81,5.25364767820562,,,,4616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,0.02,4656,2,100000.0,0.01715,0.00243,0.81,5.3293036223888,,,,4656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,0.02,4696,2,100000.0,0.01715,0.00243,0.81,5.35604891573161,,,,4696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,0.02,4736,2,100000.0,0.01715,0.00243,0.81,5.48516515738505,,,,4736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,0.02,4776,2,100000.0,0.01715,0.00243,0.81,5.52251087964269,,,,4776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143,0.02,4816,2,100000.0,0.01715,0.00243,0.81,5.58384346440811,,,,4816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,0.02,4856,2,100000.0,0.01715,0.00243,0.81,5.66961940354871,,,,4856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,0.02,4896,2,100000.0,0.01715,0.00243,0.81,5.69197928332433,,,,4896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146,0.02,4936,2,100000.0,0.01715,0.00243,0.81,5.77981050647594,,,,4936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147,0.02,4976,2,100000.0,0.01715,0.00243,0.81,5.84309365791407,,,,4976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148,0.02,5016,2,100000.0,0.01715,0.00243,0.81,5.87732309837458,,,,5016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149,0.02,5056,2,100000.0,0.01715,0.00243,0.81,5.97462265476542,,,,5056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,150,0.02,5096,2,100000.0,0.01715,0.00243,0.81,5.98670584712395,,,,5096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,151,0.02,5136,2,100000.0,0.01715,0.00243,0.81,6.05619589798946,,,,5136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152,0.02,5176,2,100000.0,0.01715,0.00243,0.81,6.07823469786764,,,,5176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,153,0.02,5216,2,100000.0,0.01715,0.00243,0.81,6.14920264259965,,,,5216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154,0.02,5256,2,100000.0,0.01715,0.00243,0.81,6.21171128479502,,,,5256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155,0.02,5296,2,100000.0,0.01715,0.00243,0.81,6.20937265815489,,,,5296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156,0.02,5336,2,100000.0,0.01715,0.00243,0.81,6.29748096597792,,,,5336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,0.02,5376,2,100000.0,0.01715,0.00243,0.81,6.33136271650017,,,,5376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158,0.02,5416,2,100000.0,0.01715,0.00243,0.81,6.36614235030186,,,,5416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159,0.02,5456,2,100000.0,0.01715,0.00243,0.81,6.40184070985492,,,,5456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160,0.02,5496,2,100000.0,0.01715,0.00243,0.81,6.43847955608377,,,,5496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,0.02,5536,2,100000.0,0.01715,0.00243,0.81,6.47608160855513,,,,5536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162,0.02,5576,2,100000.0,0.01715,0.00243,0.81,6.51467058819009,,,,5576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,163,0.02,5616,2,100000.0,0.01715,0.00243,0.81,6.61780373571361,,,,5616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164,0.02,5656,2,100000.0,0.01715,0.00243,0.81,6.65949546873268,,,,5656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165,0.02,5696,2,100000.0,0.01715,0.00243,0.81,6.5091839297979,,,,5696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166,0.02,5736,2,100000.0,0.01715,0.00243,0.81,6.54984666055737,,,,5736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167,0.02,5776,2,100000.0,0.01715,0.00243,0.81,6.59156613541509,,,,5776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168,0.02,5816,2,100000.0,0.01715,0.00243,0.81,6.44331800086203,,,,5816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,169,0.02,5856,2,100000.0,0.01715,0.00243,0.81,6.48400425509237,,,,5856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170,0.02,5896,2,100000.0,0.01715,0.00243,0.81,6.40053728632138,,,,5896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,171,0.02,5936,2,100000.0,0.01715,0.00243,0.81,6.91085639789351,,,,5936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,172,0.02,5976,2,100000.0,0.01715,0.00243,0.81,7.43256615550895,,,,5976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
