Energy1[eV],Photons1,Energy3[eV],Photons3,Energy5[eV],Photons5,Energy7[eV],Photons7,Energy9[eV],Photons9
691.885,2785000000000000.0,2075.66,1282000000000000.0,3459.43,707400000000000.0,4843.2,408100000000000.0,6226.97,239900000000000.0
664.371,2816000000000000.0,1993.11,1334000000000000.0,3321.86,759300000000000.0,4650.6,452400000000000.0,5979.34,274900000000000.0
638.195,2844000000000000.0,1914.58,1383000000000000.0,3190.97,809800000000000.0,4467.36,496800000000000.0,5743.75,311000000000000.0
613.295,2869000000000000.0,1839.89,1429000000000000.0,3066.48,858500000000000.0,4293.07,541100000000000.0,5519.66,348100000000000.0
589.611,2892000000000000.0,1768.83,1471000000000000.0,2948.05,905400000000000.0,4127.28,585000000000000.0,5306.5,385900000000000.0
567.083,2913000000000000.0,1701.25,1511000000000000.0,2835.41,950400000000000.0,3969.58,628000000000000.0,5103.74,423900000000000.0
545.652,2932000000000000.0,1636.96,1549000000000000.0,2728.26,993300000000000.0,3819.57,670100000000000.0,4910.87,461900000000000.0
525.263,2950000000000000.0,1575.79,1584000000000000.0,2626.32,1034000000000000.0,3676.84,711000000000000.0,4727.37,499700000000000.0
505.862,2966000000000000.0,1517.58,1616000000000000.0,2529.31,1073000000000000.0,3541.03,750700000000000.0,4552.75,537100000000000.0
487.395,2981000000000000.0,1462.18,1647000000000000.0,2436.97,1110000000000000.0,3411.76,789000000000000.0,4386.55,573800000000000.0
469.814,2995000000000000.0,1409.44,1675000000000000.0,2349.07,1145000000000000.0,3288.7,825800000000000.0,4228.32,609800000000000.0
453.07,3007000000000000.0,1359.21,1701000000000000.0,2265.35,1178000000000000.0,3171.49,861200000000000.0,4077.63,644800000000000.0
437.12,3018000000000000.0,1311.36,1725000000000000.0,2185.6,1209000000000000.0,3059.84,895000000000000.0,3934.08,678800000000000.0
421.919,3028000000000000.0,1265.76,1748000000000000.0,2109.6,1238000000000000.0,2953.43,927300000000000.0,3797.27,711700000000000.0
407.428,3038000000000000.0,1222.28,1769000000000000.0,2037.14,1266000000000000.0,2851.99,958100000000000.0,3666.85,743400000000000.0
393.607,3046000000000000.0,1180.82,1788000000000000.0,1968.04,1292000000000000.0,2755.25,987400000000000.0,3542.47,774000000000000.0
380.421,3054000000000000.0,1141.26,1806000000000000.0,1902.11,1316000000000000.0,2662.95,1015000000000000.0,3423.79,803300000000000.0
367.836,3062000000000000.0,1103.51,1823000000000000.0,1839.18,1339000000000000.0,2574.85,1042000000000000.0,3310.52,831400000000000.0
355.818,3069000000000000.0,1067.45,1839000000000000.0,1779.09,1361000000000000.0,2490.72,1067000000000000.0,3202.36,858300000000000.0
344.337,3075000000000000.0,1033.01,1854000000000000.0,1721.69,1381000000000000.0,2410.36,1090000000000000.0,3099.04,884000000000000.0
333.365,3081000000000000.0,1000.1,1868000000000000.0,1666.83,1400000000000000.0,2333.56,1113000000000000.0,3000.29,908600000000000.0
322.875,3086000000000000.0,968.625,1881000000000000.0,1614.38,1418000000000000.0,2260.13,1134000000000000.0,2905.88,931900000000000.0
312.841,3091000000000000.0,938.522,1892000000000000.0,1564.2,1435000000000000.0,2189.88,1154000000000000.0,2815.57,954200000000000.0
303.238,3096000000000000.0,909.714,1903000000000000.0,1516.19,1450000000000000.0,2122.67,1173000000000000.0,2729.14,975300000000000.0
294.045,3100000000000000.0,882.134,1914000000000000.0,1470.22,1465000000000000.0,2058.31,1191000000000000.0,2646.4,995600000000000.0
285.24,3104000000000000.0,855.719,1923000000000000.0,1426.2,1479000000000000.0,1996.68,1208000000000000.0,2567.16,1015000000000000.0
276.802,3107000000000000.0,830.406,1932000000000000.0,1384.01,1492000000000000.0,1937.61,1224000000000000.0,2491.22,1033000000000000.0
268.714,3111000000000000.0,806.141,1941000000000000.0,1343.57,1504000000000000.0,1881.0,1239000000000000.0,2418.42,1050000000000000.0
260.956,3115000000000000.0,782.869,1948000000000000.0,1304.78,1515000000000000.0,1826.69,1254000000000000.0,2348.61,1066000000000000.0
253.514,3117000000000000.0,760.541,1956000000000000.0,1267.57,1526000000000000.0,1774.59,1267000000000000.0,2281.62,1082000000000000.0
246.369,3120000000000000.0,739.108,1962000000000000.0,1231.85,1537000000000000.0,1724.58,1280000000000000.0,2217.32,1097000000000000.0
239.509,3122000000000000.0,718.526,1969000000000000.0,1197.54,1546000000000000.0,1676.56,1292000000000000.0,2155.58,1110000000000000.0
232.918,3125000000000000.0,698.754,1975000000000000.0,1164.59,1555000000000000.0,1630.42,1303000000000000.0,2096.26,1124000000000000.0
