,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,1000000.0,17.15,2.43,0.81,,11890.6,1.18906,500.0,0.022820527940945,0.0068216139031227,0.0058688641642416,6.900586642868876e-05,-3.5675137502074573e-06,38406638000000.0,20808550000000.0,13793096000000.0,21.93602624819332,26.08844976831126,842656927516453.6,456547870945447.1,302626017312410.6,0.0008333900152201,0.0004515270980294,0.0002992979621223,0.0004660185355956,0.0002524868226911,0.0001673626938981
1,1,2.25,0.02,501,1000000.0,17.15,2.43,0.81,,11948.3,1.19483,501.0,0.0231628003447042,0.0067568802611344,0.0059680605358358,7.304482387869758e-05,3.988270906389199e-06,38593009000000.0,20909525000000.0,13860028000000.0,21.69560964303992,25.92653597850139,837427112105594.8,453714379623774.3,300747817350616.1,0.0008389540775365,0.0004545416828758,0.0003012962012205,0.0004693518414694,0.0002542927933657,0.0001685597944595
2,2,2.25,0.02,502,1000000.0,17.15,2.43,0.81,,11951.0,1.1951,502.0,0.022971722351525,0.0066261316216493,0.0059332517113488,8.599955662734338e-05,-1.102810096346104e-05,38601730000000.0,20914250000000.0,13863160000000.0,21.9423732235471,26.22627470472083,847108672962482.9,458959807332614.6,304224786574761.6,0.0008410048792562,0.0004556527983586,0.0003020327120548,0.0004705349816109,0.0002549338135662,0.0001689846992781
3,3,2.25,0.02,503,1000000.0,17.15,2.43,0.81,,11956.8,1.19568,503.0,0.0225824730844351,0.0066839495017116,0.0058535545502991,5.210735008356767e-05,-2.17645266630816e-06,38620464000000.0,20924400000000.0,13869888000000.0,22.315154442302138,26.6825958903358,861847847257846.2,466945428080876.4,309518112327895.2,0.0008430891531466,0.0004567820489184,0.0003027812438545,0.000471845897128,0.0002556440619114,0.000169455492467
4,4,2.25,0.02,504,1000000.0,17.15,2.43,0.81,,11951.3,1.19513,504.0,0.0225359595572683,0.0067131810442661,0.0059000071502866,5.876411944604817e-05,3.960495269064724e-06,38602699000000.0,20914775000000.0,13863508000000.0,22.42304737913443,26.795950006559064,865509185211857.9,468929125114783.7,310833020076085.1,0.0008444390349693,0.0004575134090391,0.0003032660311344,0.000472715900953,0.0002561154262129,0.0001697679396611
5,5,2.25,0.02,505,1000000.0,17.15,2.43,0.81,,11918.1,1.1918099999999998,505.0,0.0234558680733129,0.0064567572644961,0.0059432174632496,8.023205652110922e-05,-3.0914268506034508e-06,38495463000000.0,20856675000000.0,13824996000000.0,21.590759460410464,25.72740066679188,830995041537377.8,450229511668857.94,298437847734785.9,0.0008439197869942,0.0004572320827367,0.0003030795519854,0.0004724917611045,0.0002559939882144,0.0001696874436164
6,6,2.25,0.02,506,1000000.0,17.15,2.43,0.81,,11969.4,1.19694,506.0,0.0241744938133876,0.0067855387561538,0.0059090079964312,5.726399068737223e-05,-5.483017138708524e-06,38661162000000.0,20946450000000.0,13884504000000.0,20.971996583133212,25.10489405068639,810888077837170.2,439335645887011.75,291216770987962.1,0.0008490739441529,0.0004600245827453,0.0003049305805626,0.0004756243335184,0.0002576912023706,0.0001708124541428
7,7,2.25,0.02,507,1000000.0,17.15,2.43,0.81,,11924.8,1.1924800000000002,507.0,0.0234678611945582,0.0064307967481984,0.0058893978526459,6.760105603483636e-05,-1.370686489915405e-05,38517104000000.0,20868400000000.0,13832768000000.0,21.646807065613856,25.810083235464067,833665688505489.4,451676456620621.2,299396965531383.1,0.0008475819108492,0.0004592162055684,0.0003043947419767,0.0004749518538695,0.0002573268558116,0.0001705709444236
8,8,2.25,0.02,508,1000000.0,17.15,2.43,0.81,,11928.0,1.1928,508.0,0.0234685670778616,0.0066370913632405,0.0059525008873002,5.9504211303774206e-05,3.942536173593785e-06,38527440000000.0,20874000000000.0,13836480000000.0,21.7403188569848,25.94210528877396,837930000827399.0,453986842553544.3,300928421349777.9,0.0008495442813433,0.0004602794093965,0.0003050994942285,0.0004761844964888,0.00025799469624,0.0001710136272219
9,9,2.25,0.02,509,1000000.0,17.15,2.43,0.81,,11940.6,1.19406,509.0,0.0239303480116745,0.0064976126327528,0.0060212728519588,7.393974849023412e-05,-9.29680144866092e-06,38568138000000.0,20896050000000.0,13851096000000.0,21.353952187304404,25.49621770699481,823527831935932.2,446183809872409.2,295756125401139.9,0.0008523045011148,0.0004617748845049,0.0003060907805861,0.0004777990253271,0.0002588694409666,0.0001715934580121
