,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
253,253,0.02,1296,5.0,100000.0,17.15,2.43,0.81,,1.296,2174.0,2.174,1296.0,0.0521711862265874,0.0128002921745816,0.0064111381586706,0.0004062040627933,-8.948585124800343e-05,6945930000000.0,8735889012980.487,10021817385226.52,10063016838616.717,9868587218379.914,9625148683628.035,24.84129830537633,54.00498251588815,172545919138262.66,217010824934108.0,248954955228418.62,249978403140102.9,245148518944399.5,239101189683604.4,0.0003935809901058,0.000495006406224,0.0005678716614099,0.0005702061683308,0.0005591890975514,0.0005453950081296,0.0002490346493652,0.0003132106222264,0.0003593154233533,0.0003607925605299,0.0003538216131835,0.0003450935335536
254,254,0.02,1306,2.25,100000.0,17.15,2.43,0.81,,1.306,1704.0,1.704,1306.0,0.0790043025535851,0.0142236366728871,0.0064186694831982,0.0001835588553652,-0.0001328788223911,5444280000000.0,6743663979901.181,7787658899460.89,7836619183202.964,7694118582662.245,7509592162829.156,16.530745260540684,28.16838992396133,89998005807056.44,111477791374430.38,128735805442970.58,129545155421394.6,127189514294381.9,124139155054281.56,0.00031087252452,0.0003850683370338,0.0004446812401596,0.0004474769095609,0.0004393400169992,0.0004288034182251,0.0001980390630513,0.0002453049615582,0.0002832809245322,0.0002850618852321,0.000279878337469,0.0002731660744532
255,255,0.02,1306,5.0,100000.0,17.15,2.43,0.81,,1.306,2230.0,2.23,1306.0,0.0541546609233591,0.0163076357626522,0.0065754846218838,0.0001247057690629,1.690731452512351e-05,7124850000000.0,8825334903274.434,10191595860209.969,10255669470975.71,10069181009000.477,9827693968960.691,24.11611443469804,53.77893518937661,171823697930058.28,212832786451900.9,245781692037018.4,247326898566489.28,242829521476743.7,237005792384647.7,0.0004068343484035,0.0005039333283952,0.0005819478671103,0.0005856065189676,0.0005749578860964,0.0005611687926302,0.0002591708395565,0.0003210270330252,0.0003707256230674,0.0003730563404152,0.000366272706899,0.0003574884659804
256,256,0.02,1316,2.25,100000.0,17.15,2.43,0.81,,1.3159999999999998,1649.0,1.649,1316.0,0.0848588983599256,0.0125486128703411,0.006189927317742,0.0002674440633876,-7.728504640784931e-05,5268555000000.0,6425741336906.457,7470948045871.56,7534457848291.479,7405830027140.55,7233641931942.502,15.50809668089536,25.57285142679645,81705260308614.66,99651017899171.14,115860184593322.42,116845100749435.08,114850328063173.56,112180018435543.02,0.0003031531127543,0.000369737715187,0.0004298790000924,0.0004335333596452,0.0004261321036331,0.0004162243856652,0.000193887055391,0.0002364724419727,0.0002749368883107,0.000277274100047,0.0002725404929224,0.0002662038327279
257,257,0.02,1316,5.0,100000.0,17.15,2.43,0.81,,1.3159999999999998,2260.0,2.26,1316.0,0.0489247386478837,0.0149509624814492,0.006613486487107,0.0004211198017901,-4.209167247830482e-06,7220700000000.0,8806655804371.492,10239140438853.684,10326182375463.152,10149894397415.186,9913905861849.637,26.89845743421104,60.79051380131694,194225691595207.7,236885456291634.16,275417083257414.75,277758377084295.8,273016502410609.47,266668774831737.72,0.000415479705776,0.0005067357406444,0.0005891610310544,0.0005941694316545,0.0005840258060709,0.0005704470052173,0.0002657275592382,0.0003240920065848,0.0003768085916205,0.0003800118047946,0.0003735242656184,0.0003648396979776
258,258,0.02,1326,2.25,100000.0,17.15,2.43,0.81,,1.3259999999999998,1602.0,1.602,1326.0,0.0767790338820759,0.0161202279730805,0.006381439032135,0.0001645537980136,2.8462392969643923e-05,5118390000000.0,6145194187421.489,7194524120117.28,7271893834088.103,7155754937641.357,6994527843520.782,17.27033973931722,27.667084262386183,88396334218323.88,106129591380846.56,124251875817137.72,125588077062947.62,123582318864362.95,120797872173717.77,0.0002967396693649,0.0003562688445699,0.0004171039542984,0.0004215894787196,0.0004148563033008,0.0004055091307325,0.0001917315962181,0.0002301950204311,0.000269502244569,0.0002724004642745,0.0002680499759376,0.0002620105127257
259,259,0.02,1326,5.0,100000.0,17.15,2.43,0.81,,1.3259999999999998,2283.0,2.283,1326.0,0.0549199814265648,0.0137651884925267,0.0067039337886824,0.0002085086643866,7.487477166239002e-05,7294185000000.0,8757477109789.8,10252870515747.658,10363129602511.322,10197620800646.203,9967857095354.523,24.1442179250012,55.12124952277773,176112392225274.88,211442435811974.6,247547540089030.9,250209659508064.4,246213578927327.2,240666113955509.03,0.0004228818134582,0.0005077164620182,0.0005944121895526,0.0006008044818458,0.0005912090764268,0.0005778884803135,0.0002732354770074,0.0003280494579552,0.0003840659328034,0.0003881961672527,0.0003819963140235,0.0003733895134536
260,260,0.02,1336,2.25,100000.0,17.15,2.43,0.81,,1.336,1694.0,1.694,1336.0,0.0828872594429412,0.0131281130567754,0.0069697767754663,2.042470505722867e-05,-6.5114882200899e-05,5412330000000.0,6395108334645.34,7540890823529.411,7638943755043.228,7525464643187.9375,7361301555012.225,16.118279322767187,27.30436517276761,87237446726992.53,103078142437170.1,121546184636138.94,123126629174694.78,121297541152511.69,118651514642807.5,0.000316100929986,0.0003734989721511,0.0004404170851077,0.0004461437541835,0.0004395161367265,0.0004299283797268,0.0002057425744079,0.0002431015943942,0.0002866570019496,0.0002903843545978,0.0002860705960844,0.0002798301531727
261,261,0.02,1336,5.0,100000.0,17.15,2.43,0.81,,1.336,2326.0,2.326,1336.0,0.0597151716369808,0.0155961484913505,0.0066136587905492,0.0003467369011942,4.673149872948587e-05,7431570000000.0,8781004714513.022,10354257411764.703,10488892074516.262,10333076009477.652,10107666716032.133,22.37287381708927,52.03930449854964,166265577872866.12,196456310465065.84,231654494543073.1,234666658864220.0,231180605702435.84,226137552022980.0,0.000434032327714,0.0005128445154803,0.0006047285359861,0.0006125917191446,0.0006034914604639,0.0005903266890464,0.0002825013152732,0.0003337982931292,0.0003936034159002,0.0003987213747311,0.0003927982328762,0.0003842295963871
262,262,0.02,1346,2.25,100000.0,17.15,2.43,0.81,,1.346,1574.0,1.574,1346.0,0.0756430709202504,0.0144886908562195,0.0058844217867357,9.321788005559758e-05,3.165368050072118e-05,5028930000000.0,5846392521899.339,6944981803921.568,7050834088513.792,6954062191922.456,6807403210618.233,17.794095131582782,28.0079057371113,89485258830070.6,104031264711251.0,123579666906091.78,125463212528021.2,123741244194011.28,121131580328782.88,0.0002958964672418,0.0003439950234621,0.0004086347554727,0.000414862982364,0.000409169035077,0.0004005397890034,0.0001925618549911,0.0002238631655288,0.0002659290503233,0.0002699822211323,0.0002662767458286,0.0002606610531284
263,263,0.02,1346,5.0,100000.0,17.15,2.43,0.81,,1.346,2302.0,2.302,1346.0,0.0529131556768334,0.0137278545092343,0.0058854861175612,0.0001045617609277,-8.020336110952593e-05,7354890000000.0,8550441922117.076,10157146196078.43,10311956843557.02,10170426407754.443,9955935318197.695,25.43790826275193,58.55806482085495,187093017102631.6,217505357220802.5,258376553147202.8,262314612195860.4,258714373953527.2,253258169294204.9,0.0004327532830945,0.0005030981855208,0.0005976348202657,0.0006067437010177,0.0005984162126731,0.0005857958032311,0.0002816247714038,0.0003274034352271,0.0003889254598757,0.0003948532865607,0.0003894339700747,0.000381220930306
264,264,0.02,1356,2.25,100000.0,17.15,2.43,0.81,,1.356,1676.0,1.6760000000000002,1356.0,0.0977450348166257,0.0135784639650979,0.0057204627718014,0.0001229879038552,4.538670942061945e-05,5354820000000.0,6123357582782.013,7329312313725.49,7457707937604.457,7363912229186.861,7214005102340.203,13.872827428461392,23.2508587701013,74286493770473.64,84948283028695.36,101678284897610.8,103459495230253.36,102158283553845.77,100078647852805.62,0.0003174122590423,0.0003629680854397,0.0004344522465229,0.0004420630242945,0.0004365031907805,0.000427617297365,0.0002072447939364,0.0002369891014903,0.0002836625358375,0.0002886317644228,0.0002850016382443,0.000279199861226
265,265,0.02,1356,5.0,100000.0,17.15,2.43,0.81,,1.356,2320.0,2.32,1356.0,0.0601217938401532,0.0151109673225353,0.0062395292385225,0.000227941377111,-7.335320819579769e-05,7412399999999.999,8476246773302.068,10145587450980.39,10323318863509.748,10193482322024.771,9985973650017.465,22.554217254482094,52.32578403039845,167180879977123.03,191175111227657.7,228825783543758.9,232834376434892.03,229906014870669.28,225225819200027.4,0.0004393773514189,0.0005024379225658,0.0006013897445902,0.0006119249500974,0.0006042287605076,0.0005919284784528,0.0002868782350432,0.0003280517395331,0.0003926593574839,0.0003995380032583,0.0003945130075936,0.0003864819081411
266,266,0.02,1366,2.25,100000.0,17.15,2.43,0.81,,1.366,1597.0,1.5970000000000002,1366.0,0.0756007684776705,0.0159695064464173,0.0055796424272453,0.0001451933794658,9.358659680658987e-05,5102415000000.001,5740357114499.734,6921210117647.06,7058137677437.326,6977935067959.075,6841054899056.934,18.068599400592905,28.85555324274687,92193492610576.23,103720213118239.1,125056572983095.2,127530662207846.23,126081513386301.52,123608280448523.23,0.0003046476640074,0.0003427369952269,0.0004132416697673,0.0004214171437788,0.0004166285216018,0.0004084558771374,0.0001993398722328,0.0002242628351036,0.0002703961046971,0.000275745556334,0.0002726122208593,0.0002672646206778
267,267,0.02,1366,5.0,100000.0,17.15,2.43,0.81,,1.366,2321.0,2.321,1366.0,0.0610966809274486,0.0126535995392718,0.0066441492344404,7.384725403669118e-05,8.199717283201853e-05,7415595000000.0,8342748192081.329,10058940941176.47,10257944614484.68,10141382149488.424,9942447351728.955,22.358006675061493,51.892933492817725,165797922509552.62,186527219766911.6,224897868706872.88,229347194163059.6,226741089792611.6,222293304256403.44,0.0004427596920233,0.0004981168227437,0.0006005847936943,0.0006124666191049,0.0006055070749141,0.0005936293618259,0.0002897106095506,0.0003259323984192,0.0003929801872273,0.0004007548129312,0.000396200979721,0.0003884290448298
268,268,0.02,1376,2.25,100000.0,17.15,2.43,0.81,,1.376,1657.0,1.657,1376.0,0.0805129188361206,0.017993321938706,0.0058766863897305,0.0002878222728743,-4.34846095483241e-05,5294115000000.0,5861161855002.676,7116262666666.667,7273466579944.289,7199767257512.117,7063929324484.807,17.09042498882406,28.318834206481466,90478675289708.28,100169747030280.12,121619953305435.72,124306634993256.56,123047082251502.34,120725554246462.2,0.0003183607340018,0.0003524600032795,0.0004279352839728,0.0004373887154186,0.0004329568187966,0.0004247882270558,0.0002082555768326,0.0002305616034073,0.000279933735202,0.0002861176944926,0.000283218570672,0.0002778750888817
269,269,0.02,1376,5.0,100000.0,17.15,2.43,0.81,,1.376,2406.0,2.406,1376.0,0.0556256462789406,0.0143504023651195,0.0062347311544101,0.0001251986315276,3.749413414935233e-05,7687170000000.0,8510534353130.017,10332968000000.0,10561231497493.035,10454218480129.242,10256978850157.178,24.736791247330483,59.51671974107715,190155919572741.5,210523311696612.03,255604472381346.0,261250978868216.72,258603820196941.7,253724744644622.0,0.0004622667024794,0.0005117795823117,0.0006213713296551,0.0006350979174999,0.0006286627073173,0.0006168017346387,0.0003023916221238,0.0003347804573313,0.0004064698653566,0.0004154491085994,0.0004112395178256,0.0004034806661735
270,270,0.02,1386,2.25,100000.0,17.15,2.43,0.81,,1.386,1658.0,1.658,1386.0,0.0872425126531197,0.0108014224465471,0.0059597744597024,-0.000156986261276,1.6631175947598766e-05,5297310000000.0,5769778789727.128,7055537725490.196,7227977567688.022,7163756045665.052,7034024751659.099,15.886750138786114,26.34023173010738,84157040377693.06,91663033988462.62,112089564939642.05,114829073626610.6,113808802352699.12,111747793699645.16,0.0003208326392818,0.0003494478059959,0.000427320053012,0.000437763906532,0.0004338743172103,0.0004260171154507,0.0002097931260633,0.000228504642732,0.0002794254660362,0.0002862547234428,0.0002837113129447,0.0002785734724714
271,271,0.02,1386,5.0,100000.0,17.15,2.43,0.81,,1.386,2314.0,2.314,1386.0,0.0681315066631214,0.0136404055507098,0.0068592294741433,0.0001647344479764,-6.50230438220518e-05,7393230000000.0,8052634571428.573,9847113568627.451,10087780513649.023,9998149270005.389,9817088827104.436,20.34301115419515,47.073727810807576,150400560355530.22,163814834907228.97,200319941163214.62,205215831510234.62,203392462121027.7,199709147511510.1,0.0004477724531351,0.0004877094228435,0.0005963924020928,0.0006109684437364,0.0006055399095445,0.0005945739476194,0.0002927993327567,0.0003189141998081,0.0003899822246127,0.0003995135283756,0.0003959637986454,0.0003887931334733
272,272,0.02,1396,2.25,100000.0,17.15,2.43,0.81,,1.396,1646.0,1.646,1396.0,0.1010992072467615,0.0145686917781753,0.0059647940189227,0.0003195669142161,-7.878412572129147e-05,5258970000000.0,5633785952915.998,6939923294117.646,7126146550417.826,7071843199569.197,6949194679706.602,13.808219055493304,22.72832856534197,72617009766267.61,77792550549625.17,95827981073497.14,98399392589717.28,97649560025752.12,95956002396657.38,0.0003207615758372,0.0003436228121071,0.0004232883496218,0.0004346467078456,0.0004313345709839,0.0004238538413914,0.0002096608808597,0.0002246037770635,0.0002766759329192,0.0002841001494392,0.0002819352220157,0.000277045557935
273,273,0.02,1396,5.0,100000.0,17.15,2.43,0.81,,1.396,2432.0,2.432,1396.0,0.0571365643681929,0.0143399264046121,0.0062305009663759,0.0001559062491296,-2.1286177406130387e-05,7770239999999.999,8324038540395.934,10253884235294.115,10529033056267.408,10448798700700.053,10267582904645.477,24.432690614788388,59.42030357516536,189847869922653.3,203378658323068.56,250529981120797.2,257252607136661.44,255292265950407.3,250864676470893.28,0.0004739320488676,0.0005077100115701,0.0006254175372298,0.0006421997530259,0.0006373060003845,0.0006262530633438,0.00030977840963,0.0003318568565118,0.0004087945740337,0.0004197640118081,0.0004165652855056,0.0004093407028541
274,274,0.02,1406,2.25,100000.0,17.15,2.43,0.81,,1.406,1645.0,1.645,1406.0,0.0847173437939545,0.0157344700835769,0.0061647512651425,2.2361270706488447e-05,-0.0001206764308696,5255775000000.0,5536187209737.828,6871197254901.96,7072329713091.921,7027400599765.373,6910986032319.796,16.596365478828105,27.301021212672232,87226762774487.78,91880586292022.58,114036900919473.31,117374968705249.02,116629308719841.95,114697250011455.48,0.0003228511860505,0.0003400763173578,0.0004220831720026,0.0004344383151889,0.0004316784144082,0.0004245273127774,0.000210905221813,0.0002221576820675,0.0002757293417558,0.0002838004417759,0.0002819975136422,0.0002773259970401
275,275,0.02,1406,5.0,100000.0,17.15,2.43,0.81,,1.406,2386.0,2.386,1406.0,0.0559464109464897,0.014845604277768,0.0057096668784573,0.00012217955532,-2.7383922338529725e-05,7623270000000.001,8029995551631.891,9966368784313.729,10258102550417.828,10192934851696.16,10024080652349.566,25.13119208566883,59.96302431640583,191581862690916.62,201803360655127.3,250466728315202.0,257798345629039.72,256160603674684.53,251917096356433.47,0.0004682814163626,0.0004932657101616,0.00061221303854,0.0006301336292041,0.0006261305147586,0.0006157581570134,0.0003059087290249,0.0003222299266949,0.0003999332580117,0.0004116400328738,0.0004090249650762,0.0004022491361323
276,276,0.02,1416,2.25,100000.0,17.15,2.43,0.81,,1.416,1615.0,1.6150000000000002,1416.0,0.0917867676089372,0.0138437863595192,0.0059984002400721,0.0001306635973242,-5.1920845663025945e-05,5159925000000.0,5342764775280.899,6682553333333.333,6894766097493.036,6859612322318.898,6751296825430.576,15.427060314760718,24.914702408338563,79602474194641.69,82423154435837.42,103092153329938.62,106365972442192.44,105823653032289.48,104152663328770.05,0.0003191357409168,0.0003304441818638,0.0004133086448446,0.0004264337731598,0.0004242595504558,0.0004175603549535,0.0002083915572729,0.0002157758245834,0.0002698852591254,0.0002784558000531,0.0002770360604343,0.0002726615714498
277,277,0.02,1416,5.0,100000.0,17.15,2.43,0.81,,1.416,2333.0,2.333,1416.0,0.0586765296268367,0.0142546332262723,0.0067005458067605,0.0003304353619553,-3.812450955378325e-05,7453935000000.001,7718062056179.776,9653496549019.607,9960055297493.035,9909272785120.736,9752802163300.02,24.132306545824864,56.30067117140942,179880644392653.1,186254639479429.7,232961137960003.7,240359107652468.88,239133608496733.3,235357611485540.0,0.0004610177607176,0.0004773537314478,0.0005970582467012,0.000616018571382,0.0006128777283055,0.000603200190778,0.0003010387016209,0.0003117058815809,0.0003898713990958,0.0004022522486217,0.0004002013182621,0.0003938820100263
278,278,0.02,1426,2.25,100000.0,17.15,2.43,0.81,,1.426,1702.0,1.702,1426.0,0.096352834829986,0.0141592057929598,0.0065499597229675,0.0001147492580483,1.7597832894924512e-05,5437890000000.0,5533140075976.459,6975797176470.588,7214984705292.479,7187375616971.356,7079523103550.925,14.799772134532088,25.18921217297361,80479532892650.69,81889212312899.16,103240208668477.02,106780129592462.84,106371521376468.06,104775328753709.12,0.000338653072174,0.0003445849190584,0.0004344286377022,0.0004493244137222,0.000447605014731,0.0004408883314198,0.0002210057223676,0.0002248768583867,0.0002835090621685,0.0002932300775971,0.000292107994122,0.0002877246721648
279,279,0.02,1426,5.0,100000.0,17.15,2.43,0.81,,1.426,2394.0,2.394,1426.0,0.0663893238099717,0.0137347491264033,0.0056539064840673,0.0002027569458782,-2.804144649113133e-05,7648830000000.001,7782806898876.406,9812020235294.12,10148456747632.312,10109622342555.48,9957919100999.363,21.47935719426341,51.42158112306661,164291951688197.8,167169689354943.84,210755887431222.9,217982327452927.2,217148189394855.2,213889701281943.7,0.0004763428053963,0.0004846864255146,0.0006110588476258,0.0006320109556116,0.00062959248253,0.0006201449268031,0.0003108623380423,0.0003163074024546,0.0003987783165873,0.0004124517072664,0.0004108734065382,0.0004047079113764
280,280,0.02,1436,2.25,100000.0,17.15,2.43,0.81,,1.436,1681.0,1.6809999999999998,1436.0,0.0920017036110039,0.0139654192286692,0.0058752780903492,0.0003790123661209,1.3727359685594384e-05,5370795000000.0,5368632814874.264,6823805254901.96,7075392681337.046,7057446210088.962,6957144656176.908,15.608406623333948,26.23773153382436,83829552250568.83,83795803985931.42,106508727136952.72,110435605990069.69,110155490169375.6,108589942730964.02,0.0003367460304046,0.0003366104625309,0.0004278490115229,0.0004436234112443,0.0004424981769071,0.0004362093220684,0.0002196326176087,0.0002195441974811,0.000279051836867,0.0002893402215522,0.0002886063208062,0.0002845046016313
281,281,0.02,1436,5.0,100000.0,17.15,2.43,0.81,,1.436,2529.0,2.529,1436.0,0.062947711632205,0.0158190135140925,0.0060011253590375,0.0002560116557578,0.000145195451477,8080155000000.0,8076902075441.412,10266153176470.588,10644656806128.133,10617657028741.812,10466757189453.54,22.81258464787972,57.69302657448781,184329219905488.53,184255012288642.6,234197488346334.53,242832134437427.0,242216199730327.7,238773784373212.5,0.0005066214817925,0.0005064175251283,0.0006436824212621,0.0006674144003789,0.0006657215284937,0.0006562601876924,0.0003304288458848,0.0003302958211956,0.0004198227813425,0.0004353012613359,0.0004341971358233,0.0004280262567077
282,282,0.02,1446,2.25,100000.0,17.15,2.43,0.81,,1.446,1702.0,1.702,1446.0,0.1022674184582683,0.013828422980828,0.0063382484603968,0.0001888610439036,4.393216259548988e-05,5437890000000.0,5338261531300.161,6842306980392.156,7112580248467.966,7103847999413.433,7008591357856.688,14.139400620443553,24.065259855994924,76888505239903.78,75479818407755.44,96746119563822.1,100567621578142.5,100444152810442.95,99097280993714.16,0.0003432767822533,0.0003369875523947,0.0004319331805937,0.0004489946764669,0.0004484434372257,0.0004424301869757,0.0002237299223224,0.0002196309299626,0.0002815115438578,0.0002926313379825,0.000292272068964,0.000288352945735
283,283,0.02,1446,5.0,100000.0,17.15,2.43,0.81,,1.446,2407.0,2.407,1446.0,0.0645642790591409,0.0136715205962974,0.0065277091335834,0.0001202737467443,-3.303595588499193e-05,7690365000000.0,7549468569823.437,9676517568627.45,10058743042339.832,10046393733600.549,9911680022538.805,22.39628508320308,53.90785819526981,172235606933887.06,169080050316447.12,216718046079603.47,225278476754928.4,225001898115822.88,221984811438267.8,0.0004854683988741,0.0004765740532397,0.0006108479234365,0.0006349766076709,0.0006341970349015,0.0006256929847536,0.0003164030100059,0.0003106061389072,0.0003981188519776,0.0004138446712831,0.0004133365863669,0.0004077940895324
284,284,0.02,1456,2.25,100000.0,17.15,2.43,0.81,,1.456,1668.0,1.668,1456.0,0.0933381404133797,0.0146349345907786,0.0051748589299268,0.0002102388025785,1.3479838534619873e-05,5329260000000.0,5136128982343.499,6641249799375.428,6920316414484.68,6921008478248.118,6833826856049.33,15.599196572286615,26.01945988257408,83132174324824.17,80119485616194.64,103598161106116.36,107951376091968.22,107962171730654.64,106602208468484.94,0.0003386339779113,0.0003263619692709,0.0004220009603332,0.0004397335231987,0.0004397774985922,0.0004342377689626,0.000220571545879,0.0002125780895414,0.0002748731971825,0.0002864234226731,0.0002864520663448,0.0002828437257533
285,285,0.02,1456,5.0,100000.0,17.15,2.43,0.81,,1.456,2462.0,2.462,1456.0,0.0639279622901085,0.0162747330983639,0.0068840835840101,0.0002885125903569,6.127730142413027e-05,7866089999999.999,7581024912787.586,9802612113946.225,10214519791643.451,10215541291035.293,10086859544120.771,22.77563601030474,56.07361585737026,179155202664298.0,172662663998702.3,223260725457443.03,232642184794525.1,232665450092858.4,229734641463963.2,0.0004998302479723,0.0004817165277848,0.0006228815133935,0.0006490551163761,0.0006491200249005,0.0006409432776894,0.0003255678333058,0.0003137693383999,0.0004057181123881,0.0004227664667993,0.0004228087454083,0.0004174827654705
286,286,0.02,1466,2.25,100000.0,17.15,2.43,0.81,,1.466,1640.0,1.64,1466.0,0.0938166731191358,0.0125812686093194,0.006643718445146,-1.833394659649788e-05,3.0234727432222665e-05,5239800000000.0,4956021209202.783,6466934090943.713,6754911311475.41,6764586031870.173,6684936406549.013,15.62622027897276,25.62700125751533,81878269017761.48,77443879122263.64,101053736634684.92,105553732118039.56,105704911430065.58,104460288839659.48,0.0003351500650811,0.0003169988989671,0.0004136404789219,0.0004320601865831,0.0004326790047002,0.0004275844253059,0.0002181424874521,0.0002063282557428,0.0002692303310789,0.000281219351121,0.0002816221274812,0.0002783061674461
287,287,0.02,1466,5.0,100000.0,17.15,2.43,0.81,,1.466,2555.0,2.555,1466.0,0.0636313262700696,0.0120564461715024,0.0061541163235991,0.0002020918397914,-2.9227721312717123e-05,8163225000000.001,7721118408239.702,10075010123390.969,10523657561475.41,10538730067944.082,10414641779715.078,23.038966589787474,58.864559636907,188072268039917.88,177886589043227.53,232117821624575.03,242454194961196.3,242801449934152.4,239942584007460.44,0.0005221392782209,0.0004938610895493,0.0006444215997839,0.0006731181565365,0.0006740822298836,0.0006661452479614,0.000339850033805,0.0003214443252578,0.0004194411560407,0.0004381191720208,0.0004387466681186,0.0004335806450151
288,288,0.02,1476,2.25,100000.0,17.15,2.43,0.81,,1.476,1556.0,1.5559999999999998,1476.0,0.0829806181918684,0.013766500461448,0.0061848218713677,0.000319789825508,-2.608711553057173e-05,4971419999999.999,4613095428571.428,6076087201767.079,6362466690866.509,6379925985726.855,6310113665320.007,17.78728614177327,27.677017236599205,88428070070934.45,82054448387306.19,108077101680197.5,113171015597943.88,113481569071458.44,112239797352160.69,0.0003200588478541,0.0002969899964014,0.0003911770619378,0.0004096141059474,0.0004107381312354,0.0004062436305022,0.0002081612759781,0.0001931576552817,0.0002544154516968,0.0002664066171716,0.0002671376656639,0.0002642145125819
289,289,0.02,1476,5.0,100000.0,17.15,2.43,0.81,,1.476,2467.0,2.467,1476.0,0.0650043021837518,0.0147036129861917,0.006040741155566,6.415517470484544e-05,7.667141484357855e-05,7882065000000.0,7313950142857.143,9633487870667.988,10087535556791.568,10115216842408.838,10004531113331.916,22.706189443087865,56.01616935609777,178971661092732.38,166071937521013.84,218739800589076.47,229049493366394.2,229678029881648.1,227164778748581.2,0.0005074454869256,0.0004708703863254,0.0006202016785351,0.0006494331615504,0.000651215276194,0.0006440893550443,0.0003300346194332,0.0003062467452313,0.0004033694854344,0.0004223811854514,0.0004235402449826,0.0004189056571592
290,290,0.02,1486,2.25,100000.0,17.15,2.43,0.81,,1.486,1664.0,1.664,1486.0,0.0993326678699304,0.0126492145495273,0.0049156409437137,0.0002768665511456,8.259445469194473e-05,5316480000000.0,4838020794007.49,6434069370706.069,6754391306791.568,6781917250171.082,6713416668509.462,14.95983176396529,24.89316005523824,79533646376486.2,72375977148917.83,96252595343444.84,101044557617591.52,101456341099693.48,100431583922301.88,0.0003445040532762,0.0003135002432756,0.0004169230350285,0.0004376796644778,0.0004394633256718,0.0004350245375951,0.0002238910057509,0.0002037418256843,0.0002709556440499,0.0002844452462743,0.0002856044364053,0.0002827196961029
291,291,0.02,1486,5.0,100000.0,17.15,2.43,0.81,,1.486,2572.0,2.572,1486.0,0.0792737769966152,0.0167101349807618,0.0069017145109389,0.000282435079802,-1.006807830245362e-05,8217540000000.0,7477998486891.386,9944967801355.775,10440080793911.006,10482626903509.629,10376747398681.691,18.74516462188308,48.21256340748328,154039140086909.1,140176312678971.62,186420058595740.7,195701033147621.6,196498566976068.5,194513838227985.38,0.0005324906400399,0.00048456888564,0.0006444267103927,0.0006765096737002,0.000679266630786,0.0006724057155617,0.0003460622997543,0.0003149182546033,0.0004188088440482,0.000439659359025,0.0004414510880015,0.0004369922225822
292,292,0.02,1496,2.25,100000.0,17.15,2.43,0.81,,1.496,1682.0,1.6820000000000002,1496.0,0.1070740920035859,0.0152416773925902,0.0066919328362776,-1.8189682642858417e-05,-2.6113551486519228e-05,5373990000000.001,4797698974268.594,6439227670348.085,6777231982435.598,6814006288591.261,6750988644694.877,13.971633772527326,23.500288005390964,75083420177224.14,67031693019310.8,89966530788027.77,94689003250049.52,95202800387895.23,94322340946167.44,0.0003504066200477,0.0003128300353331,0.0004198645705861,0.0004419038651438,0.0004443017036818,0.0004401926897832,0.000227664171422,0.0002032501291794,0.0002727919910843,0.0002871112346349,0.0002886691444823,0.0002859994596331
293,293,0.02,1496,5.0,100000.0,17.15,2.43,0.81,,1.496,2478.0,2.478,1496.0,0.0598156873202242,0.0135208669382121,0.0060235064840663,0.0003160753736714,2.588095501203531e-05,7917210000000.001,7068191473387.382,9486567281285.703,9984530827868.854,10038708432300.324,9945867931958.326,25.01016149812239,61.97518019234728,198010700714549.6,176776610249070.06,237260579767759.3,249714728487981.7,251069719124394.16,248747763217274.3,0.0005162351988574,0.0004608756406394,0.0006185638560716,0.0006510331616091,0.0006545657679688,0.0006485121791217,0.0003354053607513,0.0002994374673642,0.0004018897466748,0.0004229855168998,0.0004252807015619,0.0004213475986747
294,294,0.02,1506,2.25,100000.0,17.15,2.43,0.81,,1.506,1656.0,1.656,1506.0,0.1061900126132968,0.0125033234034221,0.0057933685547079,9.27225681671568e-05,0.000133414958841,5290919999999.999,4637731025731.405,6276246558915.377,6623023658079.625,6668014582484.724,6611870333494.815,14.18212469268906,23.48559849109308,75036487179042.39,65772879698075.52,89010511300598.5,93928547361514.88,94566614261467.31,93770369521515.06,0.0003471812950091,0.0003043201302263,0.0004118367709435,0.0004345917024804,0.0004375439314687,0.0004338598400306,0.0002255015364682,0.0001976623105298,0.0002674966248381,0.0002822764303679,0.0002841939650462,0.0002818010703491
