Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,PG.cFactor
643,0.02,1786,500000.0,1.81229055458748
644,0.02,1788,500000.0,1.81345686734323
645,0.02,1790,500000.0,1.81626299505276
646,0.02,1792,500000.0,1.81743545042217
647,0.02,1794,500000.0,1.81860462757994
648,0.02,1796,500000.0,1.81977877461054
649,0.02,1798,500000.0,1.82094959590876
650,0.02,1800,500000.0,1.82212538377739
651,0.02,1802,500000.0,1.82329779796716
652,0.02,1804,500000.0,1.82447098358789
653,0.02,1806,500000.0,1.82564913031762
654,0.02,1808,500000.0,1.82682383065328
655,0.02,1810,500000.0,1.82799926291382
656,0.02,1812,500000.0,1.82917541375128
657,0.02,1814,500000.0,1.83034802200767
658,0.02,1816,500000.0,1.8315255583186
659,0.02,1818,500000.0,1.83269950233006
660,0.02,1820,500000.0,1.83387836960085
661,0.02,1822,500000.0,1.8350535944249
662,0.02,1824,500000.0,1.83795809373492
663,0.02,1826,500000.0,1.83914342642719
664,0.02,1828,500000.0,1.84032503538016
665,0.02,1830,500000.0,1.84151157571023
666,0.02,1832,500000.0,1.84269434090229
667,0.02,1834,500000.0,1.84388203176379
668,0.02,1836,500000.0,1.84506589565446
669,0.02,1838,500000.0,1.84625467923074
670,0.02,1840,500000.0,1.84743958356864
671,0.02,1842,500000.0,1.84862940133004
672,0.02,1844,500000.0,1.84981528715021
673,0.02,1846,500000.0,1.85100163557289
674,0.02,1848,500000.0,1.85218843156914
675,0.02,1850,500000.0,1.85337566002035
676,0.02,1852,500000.0,1.85456330571802
677,0.02,1854,500000.0,1.85575584425622
678,0.02,1856,500000.0,1.8569442901614
679,0.02,1858,500000.0,1.8599416691501
680,0.02,1860,500000.0,1.86114008778218
681,0.02,1862,500000.0,1.86233432512373
682,0.02,1864,500000.0,1.86353345786491
683,0.02,1866,500000.0,1.86473292987397
684,0.02,1868,500000.0,1.86592813746768
685,0.02,1870,500000.0,1.86712822823299
686,0.02,1872,500000.0,1.86832399862256
687,0.02,1874,500000.0,1.86952002014486
688,0.02,1876,500000.0,1.87072091189329
689,0.02,1878,500000.0,1.87191739851127
690,0.02,1880,500000.0,1.87311874637202
691,0.02,1882,500000.0,1.87432030347042
692,0.02,1884,500000.0,1.87552205314643
693,0.02,1886,500000.0,1.87671928311662
694,0.02,1888,500000.0,1.87792135551894
695,0.02,1890,500000.0,1.87912356994548
696,0.02,1892,500000.0,1.882221662924
697,0.02,1894,500000.0,1.88342897324639
698,0.02,1896,500000.0,1.88463638090579
699,0.02,1898,500000.0,1.88584865215116
700,0.02,1900,500000.0,1.88705621453883
701,0.02,1902,500000.0,1.88826382191019
702,0.02,1904,500000.0,1.88947145662132
703,0.02,1908,500000.0,1.89189158201575
704,0.02,1912,500000.0,1.89431652176622
705,0.02,1916,500000.0,1.8967364168334
706,0.02,1920,500000.0,1.89916580511888
707,0.02,1924,500000.0,1.90357578030329
708,0.02,1928,500000.0,1.90601426506034
709,0.02,1932,500000.0,1.90845709283376
710,0.02,1936,500000.0,1.91089411501287
711,0.02,1940,500000.0,1.9133402868826
712,0.02,1944,500000.0,1.91578543191461
713,0.02,1948,500000.0,1.91822939385235
714,0.02,1952,500000.0,1.92068229126587
715,0.02,1956,500000.0,1.92520281678976
716,0.02,1960,500000.0,1.92766308819518
717,0.02,1964,500000.0,1.93012689329961
718,0.02,1968,500000.0,1.93258888691182
719,0.02,1972,500000.0,1.93505418872902
720,0.02,1976,500000.0,1.93752271021902
721,0.02,1980,500000.0,1.93999436174058
722,0.02,1984,500000.0,1.94246368835283
723,0.02,1988,500000.0,1.9470958399254
724,0.02,1992,500000.0,1.94958694410842
725,0.02,1996,500000.0,1.95206991987096
726,0.02,2000,500000.0,1.95455548934364
727,0.02,2004,500000.0,1.95704355532571
728,0.02,2008,500000.0,1.95953401946919
729,0.02,2012,500000.0,1.96202678227401
730,0.02,2016,500000.0,1.96452174308398
731,0.02,2020,500000.0,1.96926697564054
732,0.02,2024,500000.0,1.97177696436513
733,0.02,2028,500000.0,1.97428887622666
734,0.02,2032,500000.0,1.97679687857807
735,0.02,2036,500000.0,1.97930653618638
736,0.02,2040,500000.0,1.98181774079886
737,0.02,2044,500000.0,1.98433038297522
738,0.02,2048,500000.0,1.98684435208453
739,0.02,2052,500000.0,1.99171610403242
740,0.02,2056,500000.0,1.99424960220818
741,0.02,2060,500000.0,1.99677823265283
742,0.02,2064,500000.0,1.99930776680493
743,0.02,2068,500000.0,2.00184408840046
744,0.02,2072,500000.0,2.0043751062766
745,0.02,2076,500000.0,2.0069127312489
746,0.02,2080,500000.0,2.00945084213495
747,0.02,2084,500000.0,2.01444614549323
748,0.02,2088,500000.0,2.01699648624426
749,0.02,2092,500000.0,2.01955316934847
750,0.02,2096,500000.0,2.02210370595017
751,0.02,2100,500000.0,2.02466039073176
752,0.02,2104,500000.0,2.02721689950583
753,0.02,2108,500000.0,2.02977310298733
754,0.02,2112,500000.0,2.03233521383596
755,0.02,2116,500000.0,2.03745069602055
756,0.02,2120,500000.0,2.04003001214845
757,0.02,2124,500000.0,2.04260218266353
758,0.02,2128,500000.0,2.04517995483563
759,0.02,2132,500000.0,2.04775676532043
760,0.02,2136,500000.0,2.0503324759798
761,0.02,2140,500000.0,2.05291352466854
762,0.02,2144,500000.0,2.05814131396956
763,0.02,2148,500000.0,2.06073846590942
764,0.02,2152,500000.0,2.0633407928715
765,0.02,2156,500000.0,2.06593479278044
766,0.02,2160,500000.0,2.0685337389747
767,0.02,2164,500000.0,2.07113757726197
768,0.02,2168,500000.0,2.07373261653831
769,0.02,2172,500000.0,2.07633916158625
770,0.02,2176,500000.0,2.08169409330203
771,0.02,2180,500000.0,2.08431552800331
772,0.02,2184,500000.0,2.08693452270082
773,0.02,2188,500000.0,2.08955792453638
774,0.02,2192,500000.0,2.09217863907272
775,0.02,2196,500000.0,2.09479650912681
776,0.02,2200,500000.0,2.09741847379187
777,0.02,2204,500000.0,2.10289476177627
778,0.02,2208,500000.0,2.10553041825287
779,0.02,2212,500000.0,2.10816995675061
780,0.02,2216,500000.0,2.11081331072047
781,0.02,2220,500000.0,2.11345312535308
782,0.02,2224,500000.0,2.1160965544645
783,0.02,2228,500000.0,2.11873617584526
784,0.02,2232,500000.0,2.12433937210387
785,0.02,2236,500000.0,2.12699896312527
786,0.02,2240,500000.0,2.1296543824546
787,0.02,2244,500000.0,2.13231297181552
788,0.02,2248,500000.0,2.13497465690059
789,0.02,2252,500000.0,2.13763178087011
790,0.02,2256,500000.0,2.14029939748533
791,0.02,2260,500000.0,2.1429622327596
792,0.02,2264,500000.0,2.1487071089915
793,0.02,2268,500000.0,2.15138114921377
794,0.02,2272,500000.0,2.15405772683046
795,0.02,2276,500000.0,2.1567367606925
796,0.02,2280,500000.0,2.1594103182928
797,0.02,2284,500000.0,2.16209398331161
798,0.02,2288,500000.0,2.16477985579773
799,0.02,2292,500000.0,2.17064802790797
800,0.02,2296,500000.0,2.17335195265406
801,0.02,2300,500000.0,2.17604981157174
802,0.02,2304,500000.0,2.17874950360458
803,0.02,2308,500000.0,2.18145093996494
804,0.02,2312,500000.0,2.18414586892674
805,0.02,2316,500000.0,2.18684229136386
806,0.02,2320,500000.0,2.1928483402054
807,0.02,2324,500000.0,2.19556172859706
808,0.02,2328,500000.0,2.19828470873631
809,0.02,2332,500000.0,2.2010005440737
810,0.02,2336,500000.0,2.20371744188243
811,0.02,2340,500000.0,2.20643530549343
812,0.02,2344,500000.0,2.20915403731848
813,0.02,2348,500000.0,2.21528842041979
814,0.02,2352,500000.0,2.21802316024479
815,0.02,2356,500000.0,2.22074987667769
816,0.02,2360,500000.0,2.22348568846134
817,0.02,2364,500000.0,2.22623060311938
818,0.02,2368,500000.0,2.22896714981627
819,0.02,2372,500000.0,2.23170388934649
820,0.02,2376,500000.0,2.23797359782716
821,0.02,2380,500000.0,2.2407253093739
822,0.02,2384,500000.0,2.24347692736234
823,0.02,2388,500000.0,2.24623730693102
824,0.02,2392,500000.0,2.24898844836937
825,0.02,2396,500000.0,2.25173916737387
826,0.02,2400,500000.0,2.2544984294486
827,0.02,2404,500000.0,2.26091120634903
828,0.02,2408,500000.0,2.26368447911755
829,0.02,2412,500000.0,2.26645698408379
830,0.02,2416,500000.0,2.26922860560693
831,0.02,2420,500000.0,2.27199922708582
832,0.02,2424,500000.0,2.27476873095939
833,0.02,2428,500000.0,2.2775369987077
834,0.02,2432,500000.0,2.28409185084102
835,0.02,2436,500000.0,2.28687289725603
836,0.02,2440,500000.0,2.28966191893084
837,0.02,2444,500000.0,2.29244932567492
838,0.02,2448,500000.0,2.29524461834032
839,0.02,2452,500000.0,2.29802846261303
840,0.02,2456,500000.0,2.30082002163299
841,0.02,2460,500000.0,2.30751577788907
842,0.02,2464,500000.0,2.31031908561037
843,0.02,2468,500000.0,2.31312012555769
844,0.02,2472,500000.0,2.31592867596339
845,0.02,2476,500000.0,2.31873477825427
846,0.02,2480,500000.0,2.32153830073672
847,0.02,2484,500000.0,2.32433911074856
848,0.02,2488,500000.0,2.33118445554318
849,0.02,2492,500000.0,2.33400590282143
850,0.02,2496,500000.0,2.33683453482457
851,0.02,2500,500000.0,2.33964985814201
852,0.02,2504,500000.0,2.34246189244856
853,0.02,2508,500000.0,2.34528082079453
854,0.02,2512,500000.0,2.34810662711039
855,0.02,2516,500000.0,2.3550902614439
856,0.02,2520,500000.0,2.3579254608724
857,0.02,2524,500000.0,2.36076738777995
858,0.02,2528,500000.0,2.36360544399552
859,0.02,2532,500000.0,2.36643948438459
860,0.02,2536,500000.0,2.36926936284905
861,0.02,2540,500000.0,2.37639841623405
862,0.02,2544,500000.0,2.37924730232522
863,0.02,2548,500000.0,2.38210252419051
864,0.02,2552,500000.0,2.38494228792784
865,0.02,2556,500000.0,2.3877990993975
866,0.02,2560,500000.0,2.39065112043496
867,0.02,2564,500000.0,2.39349819773246
868,0.02,2568,500000.0,2.40078518439629
869,0.02,2572,500000.0,2.40365041126699
870,0.02,2576,500000.0,2.40651032556174
871,0.02,2580,500000.0,2.4093760120274
872,0.02,2584,500000.0,2.41223615654181
873,0.02,2588,500000.0,2.41509059938073
874,0.02,2592,500000.0,2.42252290574127
875,0.02,2596,500000.0,2.42539461924651
876,0.02,2600,500000.0,2.42827175984377
877,0.02,2604,500000.0,2.43115429658245
878,0.02,2608,500000.0,2.43403058945363
879,0.02,2612,500000.0,2.43691212562298
880,0.02,2616,500000.0,2.44447815484697
881,0.02,2620,500000.0,2.44737634034406
882,0.02,2624,500000.0,2.45025594734036
883,0.02,2628,500000.0,2.45315234707937
884,0.02,2632,500000.0,2.45604176396992
885,0.02,2636,500000.0,2.45892402542891
886,0.02,2640,500000.0,2.4618109871724
887,0.02,2644,500000.0,2.46954492233459
888,0.02,2648,500000.0,2.47244743039646
889,0.02,2652,500000.0,2.47535449343437
890,0.02,2656,500000.0,2.47825379676539
891,0.02,2660,500000.0,2.48115748291476
892,0.02,2664,500000.0,2.48405314299738
893,0.02,2668,500000.0,2.49193168849033
894,0.02,2672,500000.0,2.49484195475181
895,0.02,2676,500000.0,2.49775630929178
896,0.02,2680,500000.0,2.50067470859125
897,0.02,2684,500000.0,2.5035844413757
898,0.02,2688,500000.0,2.50649803561623
899,0.02,2692,500000.0,2.51452078647705
900,0.02,2696,500000.0,2.51744817183723
901,0.02,2700,500000.0,2.52037924302545
902,0.02,2704,500000.0,2.52330098007409
903,0.02,2708,500000.0,2.5262262113622
904,0.02,2712,500000.0,2.52914181933611
905,0.02,2716,500000.0,2.5373214113413
906,0.02,2720,500000.0,2.5402497527681
907,0.02,2724,500000.0,2.54319453521232
908,0.02,2728,500000.0,2.54612918787302
909,0.02,2732,500000.0,2.5490535119752
910,0.02,2736,500000.0,2.55199416924148
911,0.02,2740,500000.0,2.56033075568009
912,0.02,2744,500000.0,2.56326983892197
913,0.02,2748,500000.0,2.56621161692806
914,0.02,2752,500000.0,2.56915603392383
915,0.02,2756,500000.0,2.57208928266999
916,0.02,2760,500000.0,2.57502495755952
917,0.02,2764,500000.0,2.58351832424746
918,0.02,2768,500000.0,2.58647877671788
919,0.02,2772,500000.0,2.58942750532753
920,0.02,2776,500000.0,2.59237837643355
921,0.02,2780,500000.0,2.59533132960116
922,0.02,2784,500000.0,2.59828630386561
923,0.02,2788,500000.0,2.60122900795226
924,0.02,2792,500000.0,2.6041735077513
925,0.02,2796,500000.0,2.61285381996018
926,0.02,2800,500000.0,2.61580772474224
927,0.02,2804,500000.0,2.61876318045282
928,0.02,2808,500000.0,2.62170555682303
929,0.02,2812,500000.0,2.62466386660509
930,0.02,2816,500000.0,2.62760886167192
931,0.02,2820,500000.0,2.63055503993081
932,0.02,2824,500000.0,2.63942767310377
933,0.02,2828,500000.0,2.64239687339629
934,0.02,2832,500000.0,2.64535213786487
935,0.02,2836,500000.0,2.64830825167133
936,0.02,2840,500000.0,2.65126514424315
937,0.02,2844,500000.0,2.66027167081404
938,0.02,2848,500000.0,2.66325103355529
939,0.02,2852,500000.0,2.66621569387481
940,0.02,2856,500000.0,2.66918078172062
941,0.02,2860,500000.0,2.67213080713945
942,0.02,2864,500000.0,2.68130199746569
943,0.02,2868,500000.0,2.68427374650761
944,0.02,2872,500000.0,2.6872612232583
945,0.02,2876,500000.0,2.69023307219764
946,0.02,2880,500000.0,2.69318905394819
947,0.02,2884,500000.0,2.70251035854737
948,0.02,2888,500000.0,2.70548745723048
949,0.02,2892,500000.0,2.70846415644844
950,0.02,2896,500000.0,2.71144037566172
951,0.02,2900,500000.0,2.71439989459601
952,0.02,2904,500000.0,2.71737485505495
953,0.02,2908,500000.0,2.72686786225862
954,0.02,2912,500000.0,2.72984700959398
955,0.02,2916,500000.0,2.73282519049967
956,0.02,2920,500000.0,2.73580232028163
957,0.02,2924,500000.0,2.73877831368027
958,0.02,2928,500000.0,2.748421984424
959,0.02,2932,500000.0,2.75140106613925
960,0.02,2936,500000.0,2.75439550712333
961,0.02,2940,500000.0,2.7573716065909
962,0.02,2944,500000.0,2.76034605390359
963,0.02,2948,500000.0,2.76331875962254
964,0.02,2952,500000.0,2.77311697479512
965,0.02,2956,500000.0,2.77610856058014
966,0.02,2960,500000.0,2.77909816211502
967,0.02,2964,500000.0,2.78208568711257
968,0.02,2968,500000.0,2.78505365159448
969,0.02,2972,500000.0,2.79503739333281
970,0.02,2976,500000.0,2.79802350403656
971,0.02,2980,500000.0,2.80100707437405
972,0.02,2984,500000.0,2.80398800840157
973,0.02,2988,500000.0,2.80696620961505
974,0.02,2992,500000.0,2.80994158095144
975,0.02,2996,500000.0,2.82007907766899
976,0.02,3000,500000.0,2.8230717399512
977,0.02,3004,500000.0,2.82606129996239
978,0.02,3008,500000.0,2.82902946892546
979,0.02,3012,500000.0,2.83201246519725
980,0.02,3016,500000.0,2.84231908519533
981,0.02,3020,500000.0,2.84531874534409
982,0.02,3024,500000.0,2.8482962772106
983,0.02,3028,500000.0,2.85126999834091
984,0.02,3032,500000.0,2.8542398045626
985,0.02,3036,500000.0,2.85720559115993
986,0.02,3040,500000.0,2.86770173768729
987,0.02,3044,500000.0,2.8706640594172
988,0.02,3048,500000.0,2.87364095412516
989,0.02,3052,500000.0,2.87661341812625
990,0.02,3056,500000.0,2.88726023004366
991,0.02,3060,500000.0,2.89022832317146
992,0.02,3064,500000.0,2.89321092939294
993,0.02,3068,500000.0,2.89618867931402
994,0.02,3072,500000.0,2.89914196061305
995,0.02,3076,500000.0,2.90210960316637
996,0.02,3080,500000.0,2.91292685879421
997,0.02,3084,500000.0,2.91590837726039
998,0.02,3088,500000.0,2.91886461211307
999,0.02,3092,500000.0,2.92183513284692
1000,0.02,3096,500000.0,2.92478001758178
1001,0.02,3100,500000.0,2.9357679455802
1002,0.02,3104,500000.0,2.93874577781205
1003,0.02,3108,500000.0,2.94169731066779
1004,0.02,3112,500000.0,2.94466298900199
1005,0.02,3116,500000.0,2.94762244369978
1006,0.02,3120,500000.0,2.95878167867816
1007,0.02,3124,500000.0,2.96175322702221
1008,0.02,3128,500000.0,2.96469743056675
1009,0.02,3132,500000.0,2.96763480292176
1010,0.02,3136,500000.0,2.97056522202192
1011,0.02,3140,500000.0,2.98191673850952
1012,0.02,3144,500000.0,2.98485800353287
1013,0.02,3148,500000.0,2.98779193831122
1014,0.02,3152,500000.0,2.99073969573525
1015,0.02,3156,500000.0,2.99365865755438
1016,0.02,3160,500000.0,3.0051821468545
1017,0.02,3164,500000.0,3.0081325199845
1018,0.02,3168,500000.0,3.01105337001569
1019,0.02,3172,500000.0,3.01398786021904
1020,0.02,3176,500000.0,3.01691424785678
1021,0.02,3180,500000.0,3.01981053489921
1022,0.02,3184,500000.0,3.02272026542502
1023,0.02,3188,500000.0,3.02562150431049
1024,0.02,3192,500000.0,3.03734626087253
1025,0.02,3196,500000.0,3.04025562707194
1026,0.02,3200,500000.0,3.04315608827919
1027,0.02,3204,500000.0,3.04604751156217
1028,0.02,3208,500000.0,3.04892976359553
1029,0.02,3212,500000.0,3.05180271066848
1030,0.02,3216,500000.0,3.06375935418538
1031,0.02,3220,500000.0,3.06663905610976
1032,0.02,3224,500000.0,3.06950902199431
1033,0.02,3228,500000.0,3.07239206499797
1034,0.02,3232,500000.0,3.08448043985814
1035,0.02,3236,500000.0,3.08734631071982
1036,0.02,3240,500000.0,3.09022517248545
1037,0.02,3244,500000.0,3.09307033611882
1038,0.02,3248,500000.0,3.10533686857014
1039,0.02,3252,500000.0,3.1082104572042
1040,0.02,3256,500000.0,3.11104952756299
1041,0.02,3260,500000.0,3.11390134523994
1042,0.02,3264,500000.0,3.12632353067444
1043,0.02,3268,500000.0,3.1291794013624
1044,0.02,3272,500000.0,3.13202387906333
1045,0.02,3276,500000.0,3.13488105754155
1046,0.02,3280,500000.0,3.13770238115753
1047,0.02,3284,500000.0,3.15029544430059
1048,0.02,3288,500000.0,3.15311937101995
1049,0.02,3292,500000.0,3.15593113039854
1050,0.02,3296,500000.0,3.15875532211423
1051,0.02,3300,500000.0,3.16156718411374
1052,0.02,3304,500000.0,3.17433014389054
1053,0.02,3308,500000.0,3.17714346891099
1054,0.02,3312,500000.0,3.17994396458739
1055,0.02,3316,500000.0,3.18273148061889
1056,0.02,3320,500000.0,3.19570105646374
1057,0.02,3324,500000.0,3.19848894253095
1058,0.02,3328,500000.0,3.2012633358969
1059,0.02,3332,500000.0,3.20404980437418
1060,0.02,3336,500000.0,3.21715043294896
1061,0.02,3340,500000.0,3.2199363218843
1062,0.02,3344,500000.0,3.22270817419622
1063,0.02,3348,500000.0,3.22546583463127
1064,0.02,3352,500000.0,3.22820914780804
1065,0.02,3356,500000.0,3.24150524056295
1066,0.02,3360,500000.0,3.24424633434687
1067,0.02,3364,500000.0,3.24697253990906
1068,0.02,3368,500000.0,3.24971042108563
1069,0.02,3372,500000.0,3.25243323400846
1070,0.02,3376,500000.0,3.26592464868579
1071,0.02,3380,500000.0,3.2686439348652
1072,0.02,3384,500000.0,3.27134759689392
1073,0.02,3388,500000.0,3.27403547479389
1074,0.02,3392,500000.0,3.27670740856774
1075,0.02,3396,500000.0,3.29036618371557
1076,0.02,3400,500000.0,3.29303273540859
1077,0.02,3404,500000.0,3.29571052213733
1078,0.02,3408,500000.0,3.29837176798369
1079,0.02,3412,500000.0,3.31218599453055
1080,0.02,3416,500000.0,3.31484076721916
1081,0.02,3420,500000.0,3.3175066557838
1082,0.02,3424,500000.0,3.33149485944385
1083,0.02,3428,500000.0,3.33415363927587
1084,0.02,3432,500000.0,3.33676616875194
1085,0.02,3436,500000.0,3.33938955053107
1086,0.02,3440,500000.0,3.34199501847168
1087,0.02,3444,500000.0,3.35617756517915
1088,0.02,3448,500000.0,3.35877394987885
1089,0.02,3452,500000.0,3.36135181204254
1090,0.02,3456,500000.0,3.36394029242988
1091,0.02,3460,500000.0,3.36648067507975
1092,0.02,3464,500000.0,3.38085646033685
1093,0.02,3468,500000.0,3.38341545368639
1094,0.02,3472,500000.0,3.38595510319115
1095,0.02,3476,500000.0,3.38847523968999
1096,0.02,3480,500000.0,3.4030358993495
1097,0.02,3484,500000.0,3.40557393942413
1098,0.02,3488,500000.0,3.40806163350019
1099,0.02,3492,500000.0,3.41055941146117
1100,0.02,3496,500000.0,3.42527476229752
1101,0.02,3500,500000.0,3.42778962844707
1102,0.02,3504,500000.0,3.43025294485365
1103,0.02,3508,500000.0,3.43269526011256
1104,0.02,3512,500000.0,3.44759560503871
1105,0.02,3516,500000.0,3.450022442743
1106,0.02,3520,500000.0,3.45245900553819
1107,0.02,3524,500000.0,3.46753898002341
1108,0.02,3528,500000.0,3.46995919067321
1109,0.02,3532,500000.0,3.47235720805989
1110,0.02,3536,500000.0,3.47476477788348
1111,0.02,3540,500000.0,3.47714994222949
1112,0.02,3544,500000.0,3.49238843434827
1113,0.02,3548,500000.0,3.49475526278848
1114,0.02,3552,500000.0,3.4971314644563
1115,0.02,3556,500000.0,3.49945201048734
1116,0.02,3560,500000.0,3.50178171544752
1117,0.02,3564,500000.0,3.51720839570066
1118,0.02,3568,500000.0,3.51951777807398
1119,0.02,3572,500000.0,3.52180316451671
1120,0.02,3576,500000.0,3.5240643801977
1121,0.02,3580,500000.0,3.53967455909756
1122,0.02,3584,500000.0,3.54191343874789
1123,0.02,3588,500000.0,3.54416106998752
1124,0.02,3592,500000.0,3.55991899214664
1125,0.02,3596,500000.0,3.56217722625713
1126,0.02,3600,500000.0,3.56437602059034
1127,0.02,3604,500000.0,3.58031652977732
1128,0.02,3608,500000.0,3.58252485099205
1129,0.02,3612,500000.0,3.58470712605549
1130,0.02,3616,500000.0,3.58686317822613
1131,0.02,3620,500000.0,3.60295263305225
1132,0.02,3624,500000.0,3.60508192616363
1133,0.02,3628,500000.0,3.60721944768807
1134,0.02,3632,500000.0,3.60932996871887
1135,0.02,3636,500000.0,3.62560190646296
1136,0.02,3640,500000.0,3.62768394658344
1137,0.02,3644,500000.0,3.62973824337172
1138,0.02,3648,500000.0,3.63180044515753
1139,0.02,3652,500000.0,3.6338346826993
1140,0.02,3656,500000.0,3.65028608558341
1141,0.02,3660,500000.0,3.65228949266039
1142,0.02,3664,500000.0,3.65426418403657
1143,0.02,3668,500000.0,3.65624645237704
1144,0.02,3672,500000.0,3.65819978485237
1145,0.02,3676,500000.0,3.67482730630873
1146,0.02,3680,500000.0,3.67674738856024
1147,0.02,3684,500000.0,3.67863777590497
1148,0.02,3688,500000.0,3.68049829642054
1149,0.02,3692,500000.0,3.69730310353362
1150,0.02,3696,500000.0,3.69916552933537
1151,0.02,3700,500000.0,3.70099744748659
1152,0.02,3704,500000.0,3.70279868708409
1153,0.02,3708,500000.0,3.71974177904936
1154,0.02,3712,500000.0,3.72154350436325
1155,0.02,3716,500000.0,3.72331390205457
1156,0.02,3720,500000.0,3.72505280252451
1157,0.02,3724,500000.0,3.72676003765611
1158,0.02,3728,500000.0,3.74386944840887
1159,0.02,3732,500000.0,3.74553639320653
1160,0.02,3736,500000.0,3.74720977948172
1161,0.02,3740,500000.0,3.74885067802124
1162,0.02,3744,500000.0,3.76613113770032
1163,0.02,3748,500000.0,3.76772968824266
1164,0.02,3752,500000.0,3.76933444995049
1165,0.02,3756,500000.0,3.78675512039779
1166,0.02,3760,500000.0,3.78831599234733
1167,0.02,3764,500000.0,3.78984292575042
1168,0.02,3768,500000.0,3.80748374492699
1169,0.02,3772,500000.0,3.80896477705197
1170,0.02,3776,500000.0,3.81045165225431
1171,0.02,3780,500000.0,3.82819160856547
1172,0.02,3784,500000.0,3.82963091039523
1173,0.02,3788,500000.0,3.84760564544651
1174,0.02,3792,500000.0,3.84899591798408
1175,0.02,3796,500000.0,3.85035013483648
1176,0.02,3800,500000.0,3.86846466705326
1177,0.02,3804,500000.0,3.86980974807317
1178,0.02,3808,500000.0,3.87111807691136
1179,0.02,3812,500000.0,3.87238949909084
1180,0.02,3816,500000.0,3.89062691066957
1181,0.02,3820,500000.0,3.89188744414466
1182,0.02,3824,500000.0,3.89311037057742
1183,0.02,3828,500000.0,3.89429553925884
1184,0.02,3832,500000.0,3.89544280174506
1185,0.02,3836,500000.0,3.91386771188368
1186,0.02,3840,500000.0,3.91495834337107
1187,0.02,3844,500000.0,3.91605376001527
1188,0.02,3848,500000.0,3.91711042477277
1189,0.02,3852,500000.0,3.93564964544362
1190,0.02,3856,500000.0,3.93664721150638
1191,0.02,3860,500000.0,3.93764934167081
1192,0.02,3864,500000.0,3.95631975717513
1193,0.02,3868,500000.0,3.95726094304263
1194,0.02,3872,500000.0,3.97612837267626
1195,0.02,3876,500000.0,3.97700686424883
1196,0.02,3880,500000.0,3.97784443345667
1197,0.02,3884,500000.0,3.99688735855574
1198,0.02,3888,500000.0,3.99770555179091
1199,0.02,3892,500000.0,3.99848210901706
1200,0.02,3896,500000.0,4.01765442203109
1201,0.02,3900,500000.0,4.01836387682479
1202,0.02,3904,500000.0,4.01907730685294
1203,0.02,3908,500000.0,4.01970180924205
1204,0.02,3912,500000.0,4.03902128104937
1205,0.02,3916,500000.0,4.03962247590018
1206,0.02,3920,500000.0,4.04018040196586
1207,0.02,3924,500000.0,4.04069494434804
1208,0.02,3928,500000.0,4.06015748988194
1209,0.02,3932,500000.0,4.06059906467501
1210,0.02,3936,500000.0,4.0610441522259
1211,0.02,3940,500000.0,4.06144504068815
1212,0.02,3944,500000.0,4.08099810505298
1213,0.02,3948,500000.0,4.08132330437169
1214,0.02,3952,500000.0,4.08165184092387
1215,0.02,3956,500000.0,4.10132238023408
1216,0.02,3960,500000.0,4.1015731454845
1217,0.02,3964,500000.0,4.12144208579147
1218,0.02,3968,500000.0,4.1216130639037
1219,0.02,3972,500000.0,4.14163220717085
1220,0.02,3976,500000.0,4.14177134419615
1221,0.02,3980,500000.0,4.14181347894905
1222,0.02,3984,500000.0,4.16199708672126
1223,0.02,3988,500000.0,4.16200523414098
1224,0.02,3992,500000.0,4.16196568156518
1225,0.02,3996,500000.0,4.18226138489476
1226,0.02,4000,500000.0,4.18213500302417
1227,0.02,4004,500000.0,4.18201145721676
1228,0.02,4008,500000.0,4.18183944788278
1229,0.02,4012,500000.0,4.18156759404698
1230,0.02,4016,500000.0,4.20194187461122
1231,0.02,4020,500000.0,4.20163096522017
1232,0.02,4024,500000.0,4.20132273654813
1233,0.02,4028,500000.0,4.20091330955041
1234,0.02,4032,500000.0,4.2213995174621
1235,0.02,4036,500000.0,4.22089625575483
1236,0.02,4040,500000.0,4.22039555750173
1237,0.02,4044,500000.0,4.24098013698919
1238,0.02,4048,500000.0,4.2403833394166
1239,0.02,4052,500000.0,4.26111048795061
1240,0.02,4056,500000.0,4.26046906476449
1241,0.02,4060,500000.0,4.28133904167396
1242,0.02,4064,500000.0,4.28059757400758
1243,0.02,4068,500000.0,4.30161000550157
1244,0.02,4072,500000.0,4.30076617119006
1245,0.02,4076,500000.0,4.32197620856376
1246,0.02,4080,500000.0,4.32108323347417
1247,0.02,4084,500000.0,4.32008157302564
1248,0.02,4088,500000.0,4.31902679905411
1249,0.02,4092,500000.0,4.34032786804654
1250,0.02,4096,500000.0,4.33916476461335
1251,0.02,4100,500000.0,4.33800413641743
1252,0.02,4104,500000.0,4.33678979683325
1253,0.02,4108,500000.0,4.35811743785672
1254,0.02,4112,500000.0,4.35679179301023
1255,0.02,4116,500000.0,4.3554118701023
1256,0.02,4120,500000.0,4.35397769725037
1257,0.02,4124,500000.0,4.37537958711301
1258,0.02,4128,500000.0,4.37383053728514
1259,0.02,4132,500000.0,4.37228408967147
1260,0.02,4136,500000.0,4.39375723050564
1261,0.02,4140,500000.0,4.39203553043678
1262,0.02,4144,500000.0,4.41363910621625
1263,0.02,4148,500000.0,4.43543861016647
1264,0.02,4152,500000.0,4.43358948330206
