,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
182,182,2.25,0.02,1010,1,100000.0,17.15,5.72,2.43,,1051.3,1.0513,1010.0,0.5252136539477987,0.0042683205274966,0.0061042017207779,-4.5534784098676377e-05,-2.961670963937841e-05,12506663065103.184,13678176350266.123,12083217344324.965,1.9434069246686383,2.044261741505758,24319312106814.02,26597329598038.527,23495918321413.805,0.000551797101079,0.000603484560097,0.0005331145700175,0.0002894357405052,0.0003165475139205,0.0002796361380757
183,183,2.25,0.02,1015,1,100000.0,17.15,5.72,2.43,,1044.1,1.0441,1015.0,0.4928905371154997,0.0043847893213188,0.006199114972963,-4.187830475958593e-05,1.0340644800857036e-07,12328635267973.578,13553707540592.973,11981988555886.168,2.095746085411997,2.189592901087378,25854508440619.13,28423620165019.48,25127552038002.645,0.0005467154505616,0.0006010414911117,0.0005313433425168,0.0002861202457233,0.0003145514525886,0.0002780753453522
184,184,2.25,0.02,1020,1,100000.0,17.15,5.72,2.43,,1065.4,1.0654,1020.0,0.5025380630607742,0.0043304758297067,0.006359120600254,-2.86952755519609e-05,-1.684074625541174e-05,12485884438664.2,13798788071314.102,12207573461326.4,2.0437020222295508,2.178645597662092,25532492176847.54,28217260075690.49,24963371672287.727,0.0005564366272906,0.0006149465128256,0.0005440336275409,0.000290589036799,0.0003211447738712,0.0002841117928975
185,185,2.25,0.02,1025,1,100000.0,17.15,5.72,2.43,,1070.5,1.0705000000000002,1025.0,0.5394482109054024,0.0046096548012196,0.0058978280816188,-7.21758928939693e-05,-3.664522551613194e-05,12377034183453.186,13833271785017.246,12247068280983.363,1.911921451757728,2.047245592654681,23670087512574.38,26455025402962.08,23421538123478.87,0.0005542692133096,0.0006194825477682,0.0005484490711454,0.0002888449311308,0.0003228293932806,0.0002858118949776
186,186,2.25,0.02,1030,1,100000.0,17.15,5.72,2.43,,1074.6,1.0745999999999998,1030.0,0.507175858439382,0.0041313266149965,0.0062607217328284,-7.915099557471745e-05,1.9363553833475128e-05,12296095987217.53,13854562005997.244,12274959798444.717,2.0495288183742653,2.20220654822024,25198718686576.47,28392524820705.832,25155403729085.4,0.0005533712878398,0.0006235082116864,0.0005524200786093,0.0002877444202499,0.0003242145243805,0.0002872498063179
187,187,2.25,0.02,1035,1,100000.0,17.15,5.72,2.43,,1065.9,1.0658999999999998,1035.0,0.502660023419503,0.0041657658391833,0.0061052032663569,-7.228224687011201e-05,1.7667847977099104e-05,12053225498914.426,13710960770222.111,12156720645572.145,2.08081748886816,2.221452286367702,25120241432281.586,28575143213535.78,25335936647752.79,0.000545094385132,0.0006200637108537,0.0005497748437641,0.0002828094468017,0.0003217055244586,0.000285237793071
188,188,2.25,0.02,1040,1,100000.0,17.15,5.72,2.43,,1070.2,1.0702000000000005,1040.0,0.5050211711157317,0.0045551916518558,0.0064940023509932,-2.913478529175253e-05,5.20777911566524e-05,11949361567093.27,13734711819391.477,12186825919716.035,2.104874047986528,2.2495494876021827,25117436171209.01,28870224197043.3,25616583819093.82,0.0005429680416695,0.0006240927214058,0.0005537582042891,0.0002811184540503,0.0003231202714735,0.0002867049961703
189,189,2.25,0.02,1045,1,100000.0,17.15,5.72,2.43,,1068.7,1.0687000000000002,1045.0,0.5198763897142953,0.0046710658925182,0.0062167609113948,-6.416503820280972e-05,5.526158905580863e-06,11813557872675.12,13683944367906.732,12150834552400.805,2.0291629020750737,2.167727434460722,23962359407866.848,27756209991527.758,24646483962601.75,0.0005394175605518,0.0006248210716211,0.0005548179137535,0.0002786423489639,0.0003227585155006,0.0002865975786502
190,190,2.25,0.02,1050,1,100000.0,17.15,5.72,2.43,,1087.5,1.0875,1050.0,0.5187707939737493,0.0044374646585435,0.0057508565511743,-4.575729897603356e-05,2.0062959051223056e-05,11841347494200.645,13892593628626.275,12345342665320.695,2.0289960009890096,2.2054387889366773,24014130645506.41,28174036659776.508,25036227656839.69,0.0005432933965001,0.0006374067125712,0.0005664172215945,0.000280022027805,0.0003285295226126,0.0002919404137734
191,191,2.25,0.02,1055,1,100000.0,17.15,5.72,2.43,,1090.7,1.0907,1055.0,0.57340261354841,0.004465671028781,0.0056727784918312,-2.675985292583576e-05,6.657446828209854e-05,11779694323373.129,13901307198229.363,12362369684898.01,1.856789662686464,2.0250153390922234,21870415049645.336,25809443760747.777,22952221728657.887,0.0005431179707788,0.0006409376635261,0.0005699829683998,0.0002792571359605,0.0003295534780204,0.0002930704190719
192,192,2.25,0.02,1060,1,100000.0,17.15,5.72,2.43,,1085.7,1.0857,1060.0,0.5596347259406684,0.0045106190273515,0.0062645219338482,-5.611526341191408e-05,2.337865018843361e-06,11533718785453.035,13805562327738.898,12286486928821.68,1.9020037618977936,2.066048224408878,21948253861579.227,26271490774791.426,23380744684088.527,0.0005342188705556,0.0006394461362637,0.0005690855908929,0.0002741078630389,0.0003281000046993,0.000291997987723
193,193,2.25,0.02,1065,1,100000.0,17.15,5.72,2.43,,1093.5,1.0935,1065.0,0.5192025758847194,0.0045394806347276,0.0062843655475194,-4.192767837886097e-05,4.742733962510168e-05,11507093939069.531,13872497337939.82,12355407753386.465,2.070119655098675,2.263479565888559,23818995879144.01,28715239371074.73,25574954712401.77,0.0005355193788269,0.0006456009828831,0.0005749983723329,0.0002741324634572,0.0003304832557803,0.0002943417671211
194,194,2.25,0.02,1070,1,100000.0,17.15,5.72,2.43,,1091.2,1.0912,1070.0,0.538254164577802,0.0043367154207267,0.0062412292067373,-4.458560339579979e-05,2.4708212667927127e-05,11315095250602.951,13811138256600.816,12310111891477.363,2.018277590181591,2.201010702720018,22823172423821.05,27857829105135.887,24830175975827.2,0.0005291339236297,0.0006458577337312,0.0005756644253711,0.0002702080035008,0.0003298142889421,0.0002939693112076
195,195,2.25,0.02,1075,1,100000.0,17.15,5.72,2.43,,1103.4,1.1034,1075.0,0.5664446822889886,0.0040951366636875,0.0062670455548179,-3.040282410788212e-05,-2.1686600762639904e-05,11246362343579.969,13933011321023.805,12428219136797.426,1.904318000303921,2.1008619583325245,21412955244925.293,26528306551889.89,23663198109767.98,0.0005283772983255,0.000654601608452,0.0005839033680296,0.0002691853574101,0.0003334911785401,0.0002974734859241
196,196,2.25,0.02,1080,1,100000.0,17.15,5.72,2.43,,1095.9,1.0959,1080.0,0.5569609120431324,0.0041534793312386,0.0058580534536699,-3.276774858960863e-05,-3.054048368251923e-05,11017668581248.44,13805987100630.28,12324350960292.426,1.997800522431532,2.185171348632328,21968695786541.363,27528467425754.9,24574156956766.426,0.0005200213236218,0.0006516267605104,0.0005816952336049,0.0002643204323404,0.000331213854584,0.0002956685209867
197,197,2.25,0.02,1085,1,100000.0,17.15,5.72,2.43,,1100.3,1.1003,1085.0,0.5459398037472966,0.0045023188015891,0.0062422814974109,-4.496695084371274e-05,-2.7300053512981623e-05,10937924328842.48,13828968735138.023,12354363511825.074,2.0019835782891304,2.205324531854609,21922814550545.92,27717317097019.25,24761774905096.15,0.0005186855954995,0.0006557813592306,0.0005858543360234,0.0002629940930233,0.0003325070626385,0.0002970512986733
198,198,2.25,0.02,1090,1,100000.0,17.15,5.72,2.43,,1111.6,1.1116,1090.0,0.5884556877371324,0.0043790480688707,0.0062967643653794,-5.407893554492259e-05,-4.9492792108844845e-06,10892902812907.744,13938209059320.502,12461572682882.637,1.865032949400044,2.0748109089399387,20331696281255.426,26015786440593.426,23259632012408.09,0.0005189310549309,0.000664007533642,0.000593661503228,0.0002624985616528,0.0003358847400852,0.0003003005683032
199,199,2.25,0.02,1095,1,100000.0,17.15,5.72,2.43,,1123.8,1.1238,1095.0,0.5623211907713085,0.0044090025051508,0.0057089187233967,-1.0027215287729991e-05,-1.2042799651651584e-05,10853373818939.48,14058041329559.271,12578455429865.662,1.9715625328708977,2.220862116366386,21448519976192.79,27781608310314.227,24857639390097.625,0.0005194006568949,0.0006727636975415,0.0006019564166854,0.0002621052905611,0.0003394969222358,0.000303765425411
200,200,2.25,0.02,1100,1,100000.0,17.15,5.72,2.43,,1129.6,1.1296000000000002,1100.0,0.5686529130098051,0.0045061401423182,0.0062572080221794,-3.209972369376631e-05,2.16738478927712e-05,10749484150370.615,14097282743178.004,12623385775575.783,1.976182172571115,2.233532655822939,21254713069319.992,27874239877175.324,24959936576486.613,0.0005168157777259,0.0006777718858711,0.0006069095824392,0.0002601527145604,0.0003411741737801,0.0003055037832999
201,201,2.25,0.02,1105,1,100000.0,17.15,5.72,2.43,,1138.4,1.1384000000000003,1105.0,0.5377081835123135,0.0046164209920734,0.0059249211164893,-5.388791149452392e-05,-7.760910653579453e-06,10672076012796.92,14173533262389.89,12701583060968.531,2.062439398405409,2.346975471537868,22002020935015.82,29220779086309.867,26186141860325.023,0.0005154263803835,0.0006845353179568,0.0006134449355875,0.0002588101659092,0.0003437245471978,0.0003080280552142
202,202,2.25,0.02,1110,1,100000.0,17.15,5.72,2.43,,1144.9,1.1448999999999998,1110.0,0.5649434327439167,0.004554531102736,0.0059153280453604,-4.661530815244475e-05,1.2489661177053472e-06,10570946291097.582,14220696654203.793,12753847601121.13,2.005032900911809,2.291724032181976,21159657313488.742,28465291533591.27,25529128352061.96,0.0005129274891942,0.0006900220688451,0.0006188470594272,0.0002568856266547,0.000345578576495,0.0003099325304521
203,203,2.25,0.02,1115,1,100000.0,17.15,5.72,2.43,,1135.4,1.1354,1115.0,0.5733114929980502,0.0043846426127567,0.0062117563375084,-2.247645099010052e-05,-3.220522304365563e-05,10322508536751.266,14069213997926.195,12627929954220.518,1.956997870201224,2.2210974106740315,20193145131793.93,27522542523350.992,24703067221677.145,0.0005031288810113,0.0006857468676615,0.0006154973129581,0.0002797685569063,0.0003813146468217,0.0003422518593642
204,204,2.25,0.02,1120,1,100000.0,17.15,5.72,2.43,,1121.9,1.1219,1120.0,0.5635749880548928,0.0044271959657508,0.0062106662094716,-1.5822415280297365e-05,7.873934068870291e-06,10040960374048.258,13868843954975.545,12457931243944.906,2.011572097190324,2.25583576716135,20189640385442.43,27886473164108.47,25049511440349.23,0.0004915645655833,0.0006789621709385,0.0006098896252817,0.000307601075093,0.000424866860532,0.0003816440759966
205,205,2.25,0.02,1125,1,100000.0,17.15,5.72,2.43,,1124.5,1.1244999999999998,1125.0,0.62038464916875,0.0042688834337831,0.0061750474879721,-3.0497665822927666e-05,-1.742115275916468e-05,9905051009937.2,13867822360410.371,12466904879889.02,1.8248232628844927,2.05367489345672,18089599446435.0,25326810678961.742,22768314407239.79,0.0004871114840826,0.0006819930078298,0.00061309856273,0.0003046878314654,0.0004265860638075,0.00038349264523
206,206,2.25,0.02,1130,1,100000.0,17.15,5.72,2.43,,1120.5,1.1204999999999998,1130.0,0.5749771101086253,0.0045215856389528,0.0060896474676372,-3.874479725064472e-05,-1.2878576453370184e-05,9708181346806.174,13785447986887.133,12402731592231.36,2.001486823100037,2.242560843668888,19429886079057.742,27590098944959.55,24822740047544.07,0.0004795692967547,0.0006809800270877,0.0006126759539242,0.0002998675315384,0.0004258066584571,0.0003830971398283
207,207,2.25,0.02,1135,1,100000.0,17.15,5.72,2.43,,1133.5,1.1335,1135.0,0.5935319545027824,0.0045728438635687,0.0060859466242186,-4.912190230106998e-05,-2.236642179054375e-05,9652081278760.11,13911958035752.73,12526570795266.342,1.9347115279196443,2.192502984083603,18669798858666.977,26909580509778.31,24229857828809.844,0.0004788726610056,0.0006902196709677,0.0006214858864901,0.0002993366789402,0.0004314467725361,0.000388482234253
208,208,2.25,0.02,1140,1,100000.0,17.15,5.72,2.43,,1131.1,1.1310999999999998,1140.0,0.6534951479899519,0.0045677193852704,0.0058878020547119,-8.516792578969491e-05,1.4142911391163206e-05,9471087947770.098,13849144293435.916,12480033471879.736,1.7542107725253318,1.982600082207452,16600989960076.912,24274878096250.477,21875090962161.176,0.0004719975754057,0.0006901807441758,0.0006219502524097,0.0002949125778927,0.0004312373475687,0.0003886057086236
209,209,2.25,0.02,1145,1,100000.0,17.15,5.72,2.43,,1145.8,1.1458,1145.0,0.6210505873061039,0.0046094770452483,0.0063151357485371,-6.113540426386467e-05,-1.614819480530767e-05,9421840577096.484,13995339542981.309,12621951984089.012,1.8584290349459445,2.1278017292842275,17496778384522.78,25989970048416.44,23439528066579.76,0.0004716027024177,0.0007005255391148,0.0006317817221354,0.000297627831835,0.0004421007264863,0.0003987165959571
210,210,2.25,0.02,1150,1,100000.0,17.15,5.72,2.43,,1152.9,1.1528999999999998,1150.0,0.586264729913637,0.0046385054334028,0.0061221468414391,-3.973979756602469e-05,3.204724730592452e-06,9316146344346.355,14048062149269.275,12679764363066.152,1.9772973223250965,2.2787741760213462,18413907285568.69,27766815204178.824,25062294725120.043,0.0004684000552992,0.0007063127654234,0.0006375170708267,0.0002986135760095,0.0004502872667885,0.0004064287570698
211,211,2.25,0.02,1155,1,100000.0,17.15,5.72,2.43,,1157.5,1.1575,1155.0,0.6125212676646242,0.0043695437029186,0.0059094733438758,-4.8557114282274775e-05,-3.301380489991004e-05,9181441074344.996,14069977491320.863,12709874430634.46,1.9353322002579685,2.240304627816696,17770388707456.926,27231996273937.69,24599559832327.84,0.0004635834065244,0.0007104122372874,0.0006417387899504,0.0002955591347188,0.0004529256724707,0.0004091426888966
212,212,2.25,0.02,1160,1,100000.0,17.15,5.72,2.43,,1158.0,1.158,1160.0,0.6000934213908522,0.0045518089621017,0.0061477411445757,-4.102217697482711e-05,4.6604307362228296e-05,9011240680847.0,14041904929204.465,12694874398536.594,1.9725187244224447,2.27934310265464,17737227368091.113,27639308418406.21,24987888082358.68,0.0004569594105588,0.0007120640571959,0.0006437562293285,0.0002913308099189,0.0004539707328564,0.0004104216246499
213,213,2.25,0.02,1165,1,100000.0,17.15,5.72,2.43,,1148.6,1.1485999999999998,1165.0,0.587741290142344,0.0043733940493029,0.0060790701670469,-5.483762689856566e-05,-1.1426845248703404e-05,8765337849310.878,13894047435118.418,12571500538076.314,1.990431951992901,2.286033206347301,17445458286938.443,27653015677559.85,25020779804679.965,0.000446454680848,0.0007076809382562,0.0006403181893266,0.0002845768798495,0.0004510863968441,0.0004081483748437
214,214,2.25,0.02,1170,1,100000.0,17.15,5.72,2.43,,1144.3,1.1443,1170.0,0.6075654864884428,0.0044322573454344,0.0063700979704818,-2.851124758857913e-05,2.5887395103632955e-05,8560415000357.432,13808285955274.014,12504188919115.855,1.956991057396809,2.2386414901116134,16747094461569.49,27013721792189.008,24462462741000.3,0.0004379044829754,0.0007063571476113,0.0006396466039817,0.0002791017987615,0.0004502021745173,0.0004076836951519
215,215,2.25,0.02,1175,1,100000.0,17.15,5.72,2.43,,1158.8,1.1588,1175.0,0.5905485999757047,0.0046423591581874,0.0056992254951781,-4.113785037288414e-05,5.011927615510303e-05,8494601537102.607,13949083561021.217,12642131362616.355,2.0162617316479574,2.3352387007146618,17118503845868.363,28110493416637.406,25476695217035.12,0.0004363628385654,0.0007165564707759,0.0006494190813793,0.0002781030334819,0.0004566762120236,0.000413888169594
216,216,2.25,0.02,1180,1,100000.0,17.15,5.72,2.43,,1141.3,1.1412999999999998,1180.0,0.6325058148205926,0.0044833159959465,0.006221444796527,-7.322443983579328e-05,1.664253293638674e-05,8194662259326.959,13704768850932.062,12431017287205.578,1.8721755077383184,2.137992510241864,15351026491196.629,25673086092954.297,23286972623090.04,0.0004227774124579,0.0007070537539892,0.0006413386124514,0.0002693990873692,0.0004505435494728,0.000408669034338
217,217,2.25,0.02,1185,1,100000.0,17.15,5.72,2.43,,1174.0,1.174,1185.0,0.6307018306414875,0.004659837886852,0.0064869053006016,-5.2434260227888994e-05,-6.795912224791477e-06,8252874976546.013,14062809169564.15,12766411669542.615,1.9141122808316464,2.251054535413465,15824251828070.006,26964352948723.54,24478610638568.383,0.0004275848671361,0.0007285999615186,0.0006614330706621,0.0002724224601426,0.0004642049081534,0.0004214116031194
218,218,2.25,0.02,1190,1,100000.0,17.15,5.72,2.43,,1167.7,1.1676999999999995,1190.0,0.63311996142927,0.0043691942962889,0.0060710070584909,-3.071553985447164e-05,-2.9012250740352803e-05,8032962461980.825,13952907760321.098,12677241765422.2,1.9017523532830165,2.2230882479405585,15293298317527.818,26563796580087.742,24135160730505.53,0.0004179165582121,0.0007259029549614,0.0006595361638131,0.0002662522153089,0.0004624685623479,0.0004201866646366
219,219,2.25,0.02,1195,1,100000.0,17.15,5.72,2.43,,1163.7,1.1637,1195.0,0.5977653093690606,0.00427567935459,0.0059525007440154,-2.808514212835575e-05,-3.069426972688963e-05,7830421493988.312,13870792927018.729,12613224275157.73,2.088522250963465,2.4316132439018125,16362083535374.582,28983761953044.883,26356005152339.41,0.0004091209839765,0.0007247160903399,0.0006590111056641,0.0002605806173726,0.0004615919829023,0.0004197426372519
220,220,2.25,0.02,1200,1,100000.0,17.15,5.72,2.43,,1184.5,1.1845,1200.0,0.6423774403623383,0.0044686227584111,0.0061298983427017,-2.705282610827551e-05,1.5697685266577744e-05,7784458432548.217,14083787747060.637,12817714158897.586,1.8768535403661213,2.22471961542376,14620715382305.535,26452071642339.04,24074141084165.742,0.0004084212781628,0.0007389234129606,0.0006724972899866,0.0002600949047437,0.0004705685648197,0.0004282664198259
221,221,2.25,0.02,1205,1,100000.0,17.15,5.72,2.43,,1166.5,1.1665,1205.0,0.6534748020994356,0.0044160211123618,0.0062423937101662,-3.8617805300951845e-05,1.7978335645859793e-05,7486703439314.236,13835365268450.436,12602291847581.44,1.879795438608695,2.1913123836484774,14064042828352.275,25990233386245.59,23673860426881.664,0.0003944792180742,0.0007289942919616,0.0006640228605652,0.0002511355870342,0.0004640964620396,0.0004227339825563
222,222,2.25,0.02,1210,1,100000.0,17.15,5.72,2.43,,1183.3,1.1833,1210.0,0.6371336312866106,0.0044842634221832,0.0059903197198506,-3.8584831573769393e-05,-5.5809588576602e-06,7411522411852.45,13999726324180.12,12762852698527.238,1.91146858809849,2.26108315173926,14162146923161.922,26751073540576.586,24387620387703.777,0.0003921382875436,0.000740715389063,0.0006752733005798,0.0002496008355987,0.0004714744413483,0.0004298197483801
223,223,2.25,0.02,1215,1,100000.0,17.15,5.72,2.43,,1182.6,1.1826,1215.0,0.6596663181932172,0.0046275385437058,0.0061197956733435,-7.952722625167743e-05,-2.5294867118770903e-05,7222475972417.895,13956568536799.426,12734376900267.12,1.8625590413878796,2.2029842594422684,13454254085436.0,25998732286822.55,23721995488832.816,0.0003836869322878,0.0007414289763787,0.0006765012477881,0.0002441782760032,0.0004718452310885,0.0004305252394549
224,224,2.25,0.02,1220,1,100000.0,17.15,5.72,2.43,,1189.2,1.1892,1220.0,0.6703301747246769,0.0047244645342817,0.0057671262210725,-1.656168496589972e-05,-3.533209497591691e-05,7081607500262.769,13999388429871.98,12784403968209.027,1.8297131176471464,2.177411396563332,12966341134426.943,25632717719576.266,23408095272996.824,0.0003777792797844,0.0007468189783553,0.0006820037573961,0.0002403486130573,0.0004751369788069,0.0004339006027107
225,225,2.25,0.02,1225,1,100000.0,17.15,5.72,2.43,,1182.2,1.1822,1225.0,0.6369522095925959,0.0043740767444958,0.00628783982283,-2.7913838490729647e-05,-4.604235256595889e-06,6851653539296.736,13882119479130.729,12688232350511.8,1.9414142123563665,2.295362686179268,13303188862062.129,26953560359904.45,24635505913498.098,0.0003670100310196,0.000743598179831,0.000679647405088,0.0002334333347288,0.0004729587426645,0.0004322834440486
226,226,2.25,0.02,1230,1,100000.0,17.15,5.72,2.43,,1196.6,1.1966,1230.0,0.6265791294092196,0.0044973259774709,0.0060113394604625,-3.253594029501922e-05,-4.222209635296975e-05,6744548359601.939,14015924256783.658,12821610195073.234,1.996138120932048,2.387050975979391,13454438195159.63,27959824232332.152,25577333386074.613,0.0003627209238283,0.0007537745633466,0.0006895445101677,0.0002306664418421,0.0004793506110516,0.0004385045587485
227,227,2.25,0.02,1235,1,100000.0,17.15,5.72,2.43,,1168.3,1.1683,1235.0,0.633459667914417,0.0043585575828469,0.0057665303018073,1.1807127380996966e-06,2.2931869899621213e-05,6398985487283.888,13649988549858.031,12497702053166.385,1.9749579836382285,2.306305899095971,12632044832279.668,26946031939681.62,24671337815938.934,0.0003455481888759,0.0007371057226109,0.0006748817165104,0.0002196691905377,0.0004685870817421,0.0004290305235191
228,228,2.25,0.02,1240,1,100000.0,17.15,5.72,2.43,,1194.0,1.1940000000000002,1240.0,0.6944710483380732,0.0044337010081456,0.0059211670737487,-4.246583640103904e-05,-5.988940563490903e-06,6507300000000.0,13915045697561.805,12751496423759.783,1.8007144335401757,2.151984424823432,11728315115287.703,25079532338240.63,22982430232096.094,0.0003528198837,0.0007544611136254,0.0006913745309472,0.0002242288289777,0.0004794852553189,0.000439391623379
229,229,2.25,0.02,1245,1,100000.0,17.15,5.72,2.43,,1194.2,1.1942,1245.0,0.667957828549038,0.0045894431897641,0.0062575600985556,-2.0881947333387217e-05,9.528853561524776e-06,6508390000000.0,13882158404845.014,12732501552411.355,1.9150661105810676,2.287809128372762,12468559749631.55,26594983018021.336,24392508188433.32,0.0003543408287434,0.0007557960592283,0.0006932044871403,0.0002250943745341,0.0004801180880867,0.0004403569044257
230,230,2.25,0.02,1250,1,100000.0,17.15,5.72,2.43,,1193.4,1.1933999999999998,1250.0,0.6284738684877311,0.0046369769610186,0.0059025455646011,-2.5402979775451545e-05,-1.2479878830022615e-06,6504030000000.0,13837664158968.057,12702855347055.084,1.9983342776370896,2.386351763951421,13005617113535.244,27670130949154.32,25400939554771.773,0.0003555255564398,0.0007563992247799,0.0006943679096862,0.0002257771467648,0.0004803526938993,0.0004409595952086
231,231,2.25,0.02,1255,1,100000.0,17.15,5.72,2.43,,1214.9,1.2149,1255.0,0.66152811999209,0.004310076023204,0.0057387515484829,-2.0449387137857e-05,1.772227632114458e-05,6621205000000.0,14051131539669.764,12910209778277.002,1.927476459829912,2.342230421945143,12765155799601.027,27089462305512.73,24889856034549.383,0.0003633250856769,0.0007710271122112,0.0007084213634527,0.0002306770812465,0.0004895293246143,0.0004497805927975
232,232,2.25,0.02,1260,1,100000.0,17.15,5.72,2.43,,1210.0,1.2100000000000002,1260.0,0.651151636483678,0.0043970487550806,0.0062073383701891,-3.565970916182154e-05,2.1732831448577157e-05,6594500000000.0,13958775702990.676,12836729252197.572,1.9631292412349617,2.3726932606910407,12931178270766.168,27371812428085.805,25171587591739.438,0.0003633413133894,0.0007690954427527,0.000707273343865,0.0002305817604564,0.0004880793199504,0.0004488461034915
233,233,2.25,0.02,1265,1,100000.0,17.15,5.72,2.43,,1212.6,1.2126,1265.0,0.6795412065631353,0.0047755431598615,0.0058901580286786,-1.992469045272953e-05,4.068418459802492e-06,6608670000000.0,13953009032513.78,12842855923364.283,1.8726653453851227,2.27289448357206,12387274935467.725,26153486111851.96,24072617830715.35,0.0003655669755471,0.000771828418093,0.0007104188887162,0.0002319006521543,0.0004896162002576,0.0004506605208239
234,234,2.25,0.02,1270,1,100000.0,17.15,5.72,2.43,,1191.5,1.1915,1270.0,0.7436880349102694,0.0043524400649905,0.005991297723609,-4.182657553218783e-05,-3.2028452704782614e-07,6493675000000.0,13675079439453.262,12598299148362.264,1.7287791719774392,2.0620731484858306,11238298659247.775,23666818393207.914,21803285262635.105,0.000360599240905,0.000759388676702,0.000699594160409,0.0002286803210276,0.000481579622678,0.0004436598834482
235,235,2.25,0.02,1275,1,100000.0,17.15,5.72,2.43,,1194.2,1.1942,1275.0,0.6843563882944181,0.004197424339556,0.0054881583754424,-3.160410443979324e-05,-1.4383963001334524e-05,6508390000000.0,13670849748430.2,12605716731338.996,1.8971572269066752,2.265073582750374,12344651025989.535,25929895008305.84,23909626494548.94,0.0003628525715681,0.0007621705193973,0.0007027877451146,0.0002300020143406,0.0004831184025369,0.0004454773362407
236,236,2.25,0.02,1280,1,100000.0,17.15,5.72,2.43,,1232.9,1.2329,1280.0,0.7258284913495118,0.0046287483115137,0.0058940379577953,-3.755645416147843e-05,3.366778292175646e-05,6719305000000.0,14077516524270.484,12992409969048.73,1.7788220142935738,2.194179400508627,11958277732772.018,25053610810182.57,23122457877402.586,0.0003760666857848,0.00078789175121,0.0007271604068305,0.0002382909720226,0.0004992398910652,0.0004607580695387
237,237,2.25,0.02,1285,1,100000.0,17.15,5.72,2.43,,1209.7,1.2097000000000002,1285.0,0.696070722659033,0.0047453482742938,0.0056462424889648,-2.7983760279624077e-05,3.717296262470756e-06,6592865000000.0,13776938727176.207,12726521230385.615,1.8597298948312324,2.2498495473258315,12261680032925.78,25622914242269.25,23669304810461.81,0.0003704043008474,0.0007740242454619,0.0007150090588175,0.0002346106763743,0.0004902598359212,0.0004528801596504
238,238,2.25,0.02,1290,1,100000.0,17.15,5.72,2.43,,1216.3,1.2163,1290.0,0.6580336520365563,0.0044234880154373,0.0062289514564541,1.7464792672803776e-05,-2.229543130326327e-05,6628835000000.0,13816234451270.62,12774433977114.602,1.9798172401115133,2.4072354208158444,13119433043446.352,27344346751126.2,25282471389117.57,0.0003738880147887,0.0007792808948845,0.0007205199344611,0.0002367043746227,0.0004933541316732,0.0004561532163212
239,239,2.25,0.02,1295,1,100000.0,17.15,5.72,2.43,,1214.6,1.2146,1295.0,0.7033618549505946,0.0044013165579154,0.0057773766600931,-3.3974451605900235e-05,-1.2749531879491326e-06,6619570000000.0,13761104040190.275,12735087456184.434,1.880484562747926,2.28899488913658,12475022145794.363,25933720415669.598,24000123579708.164,0.0003748125912921,0.0007791797751734,0.0007210847728455,0.00023717301498,0.0004930475143652,0.0004562862977532
240,240,2.25,0.02,1300,1,100000.0,17.15,5.72,2.43,,1213.0,1.213,1300.0,0.670737681071978,0.0044439183936995,0.0059695014266689,-5.72169190652816e-05,2.0662159741721623e-05,6610850000000.0,13707203923417.885,12696847800338.889,1.966532046132739,2.386338271469306,13005543579507.717,26966220376987.9,24978543967823.21,0.0003757916334872,0.0007791815807232,0.000721748213169,0.0002376644293371,0.0004927830457909,0.0004564600750051
241,241,2.25,0.02,1305,1,100000.0,17.15,5.72,2.43,,1213.5,1.2135000000000002,1305.0,0.6836667106460709,0.0044118136840733,0.0064117868678421,-3.881588456574449e-05,1.5640622080612113e-05,6613575000000.0,13641583545727.203,12680608960975.443,1.924366928476092,2.335981624654261,12731099854365.725,26259982277712.96,24410110854771.164,0.000377378655492,0.0007784053945513,0.0007235710127297,0.0002400998725725,0.000495245381056,0.0004603580658982
242,242,2.25,0.02,1310,1,100000.0,17.15,5.72,2.43,,1223.5,1.2235,1310.0,0.6847601951359138,0.0044690279960951,0.0059098424296848,-5.849209988750791e-05,2.069087737182388e-05,6668075000000.0,13681834366902.89,12763455679036.9,1.9299899011195312,2.362989560925291,12878293107042.838,26424218866612.52,24650521071431.8,0.0003819183116331,0.0007836359191299,0.0007310351853485,0.0002444819848721,0.0005016383323092,0.0004679663888362
