,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,510,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,510.0,0.5098371624068306,0.0584189049772289,0.0463997769824954,1.5221375975659487e-05,-7.20537499389905e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003194232226935,100.03194232226936,3231031737009300.5,1750558990639714.2,1160370530938324.8,0.0715189328578895,0.0387486478332219,0.0256848179923071,0.0401081803303523,0.0217304382594787,0.0144041762177116
11,11,2.25,0.02,511,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,511.0,0.4945035337348668,0.0579894292041521,0.046217181993511,-6.636657821749316e-06,6.226994356035563e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473574117244275,104.73574117244274,3382964439869900.5,1832875470517748.0,1214934597600335.5,0.0716618105044036,0.0388260583228193,0.0257361300882687,0.0401966074561097,0.0217783476929387,0.0144359333278908
12,12,2.25,0.02,512,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,512.0,0.4955122933702426,0.0582441676362216,0.0463007778956291,-1.4451794012735445e-06,2.093076028429256e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0472867740936531,104.72867740936536,3382736280322500.5,1832751854663893.2,1214852657948637.8,0.0717888007817703,0.0388948611046743,0.0257817365036698,0.0402854253567193,0.0218264688465197,0.0144678307782644
13,13,2.25,0.02,513,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,513.0,0.5128201387134027,0.0581140038482861,0.0460382669137656,-6.348043732713586e-06,1.0121499006673297e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003508086417976,100.03508086417978,3231133111913007.0,1750613915123145.8,1160406938024485.2,0.0719449420527552,0.0389794577685206,0.0258378120065622,0.0403746366282702,0.0218748031267718,0.0144998695011744
14,14,2.25,0.02,514,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,514.0,0.5137829556057113,0.058704226073641,0.0462687379138381,1.072507394601212e-05,3.0174288609604237e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000422914061121,100.04229140611208,3231366012417419.0,1750740099606961.2,1160490580310899.8,0.072085185604515,0.0390554411169973,0.0258881781118381,0.0404642438898991,0.0219233519527317,0.0145320504372393
15,15,2.25,0.02,515,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,515.0,0.5147245671499376,0.0580794079799989,0.0460916339805017,-1.1110827734096677e-05,-4.777883504009563e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000535883171761,100.05358831717606,3231730902644787.0,1750937795550581.2,1160621624479242.5,0.0722307594462494,0.0391343123934788,0.0259404585008201,0.0405542497840454,0.0219721167560617,0.0145643745354465
16,16,2.25,0.02,516,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,516.0,0.5158341766186709,0.0580152101801302,0.0460973491997612,-4.835748985960579e-06,-1.3157136950003165e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000321616214556,100.03216162145564,3231038820373016.0,1750562828375473.5,1160373074808885.2,0.0723843649482175,0.0392175351886627,0.0259956233250564,0.040644656976712,0.0220210989811907,0.0145968427532464
17,17,2.25,0.02,517,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,517.0,0.5002872547432368,0.0579876514232298,0.0462421496887136,-4.466527109575334e-06,3.842997070523896e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473629054581663,104.73629054581664,3382982184629877.0,1832885084551791.5,1214940970331472.8,0.0725112672499242,0.0392862903056864,0.0260411981454836,0.0407354681577277,0.0220703000854561,0.0146294560566451
18,18,2.25,0.02,518,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,518.0,0.501252153204301,0.0582177081503882,0.0459855648303022,7.426039489937234e-06,-6.004700391280004e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473908513901904,104.73908513901904,3383072449990315.0,1832933989932832.8,1214973387612621.0,0.0726702858424879,0.0393724458898928,0.0260983069898718,0.0408266860410147,0.0221197215392494,0.0146622154203024
19,19,2.25,0.02,519,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,519.0,0.4854903463120458,0.0580975621126783,0.0460931293148146,-6.697705764479735e-06,2.3949890445821264e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.094750647013517,109.47506470135173,3536044589853661.0,1915813632273655.2,1269910750535680.0,0.072797146743884,0.0394411785764077,0.0261438669420759,0.0409183133648585,0.0221693648261616,0.0146951218276271
20,20,2.25,0.02,520,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,520.0,0.5197858551155378,0.0579017265066154,0.0458097400108734,-8.703896857370302e-06,4.774798593837682e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000412073134563,100.04120731345633,3231330996224638.5,1750721127985485.0,1160478004836093.0,0.072950866096706,0.0395244630554907,0.0261990726539253,0.041010352892182,0.0222192314431327,0.0147281762708765
21,21,2.25,0.02,521,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,521.0,0.48744550088465,0.0578528842089096,0.0457745128355849,1.2631626325967783e-06,-9.27328792343739e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.094603630364666,109.4603630364666,3535569726077871.0,1915556353138165.2,1269740211223012.5,0.073091156223815,0.0396004716382899,0.026249455485952,0.041101609668829,0.0222686739691798,0.0147609496024278
22,22,2.25,0.02,522,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,522.0,0.5217162708217302,0.0575800720260978,0.0458284927603037,1.1198626000071204e-05,-5.213859952266237e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005439896641433,100.05439896641433,3231757086615182.5,1750951981912251.0,1160631028010406.2,0.073236849091442,0.039679407402484,0.0263017786210751,0.0411932734827803,0.0223183370262741,0.0147938691145587
23,23,2.25,0.02,523,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,523.0,0.522720496166653,0.0578828574260693,0.0458244692936855,1.612506165827162e-05,-2.6756186009062308e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005348605451123,100.05348605451128,3231727599560713.0,1750936005953947.2,1160620438232330.5,0.0733636168421396,0.0397480896203543,0.0263473051197776,0.0412853470634166,0.0223682220931824,0.0148269357874809
24,24,2.25,0.02,524,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,524.0,0.507083874937894,0.0577455858446759,0.045717277677172,-1.3112704404823515e-05,-7.80668444748863e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047423388373462,104.74233883734618,3383177544446282.5,1832990929653558.5,1215011130513216.0,0.0735174500458154,0.0398314357833364,0.0264025517192402,0.0413778331645766,0.0224183306619223,0.0148601506101885
25,25,2.25,0.02,525,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,525.0,0.524823418093763,0.0578055826003124,0.0459167492464374,-4.834745238139448e-06,-3.607346987481447e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003365107528253,100.03365107528256,3231086929731626.5,1750588893817444.5,1160390352473277.8,0.073657750523002,0.0399074499737627,0.0264529382683227,0.04147073456483,0.022468664237911,0.0148935145805581
26,26,2.25,0.02,526,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,526.0,0.4754214676790968,0.0576385791251096,0.0457868759716672,-1.3068921258696138e-05,6.177353854493596e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.1413644214476446,114.13644214476444,3686607081275892.0,1997387737533377.2,1323982728879267.5,0.0738034951410171,0.0399864137760929,0.0265052799887244,0.0415640540677568,0.0225192243401159,0.0149270287054482
27,27,2.25,0.02,527,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,527.0,0.526921363555607,0.0575434996939805,0.0456838444058384,1.691842274885355e-05,3.932782680671546e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.00014924261854,100.014924261854,3230482053657885.0,1750261174582445.5,1160173121437506.5,0.0739574421955464,0.0400698216229741,0.0265605674757999,0.0416577945022286,0.0225700125012074,0.0149606940008002
28,28,2.25,0.02,528,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,528.0,0.5278052607917175,0.0575806247554004,0.0453833125443433,-5.157114691686209e-06,8.873340262363135e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003690977397115,100.03690977397116,3231192185699269.0,1750645921044495.5,1160428153378065.5,0.0740841167955457,0.0401384533721996,0.0266060605210009,0.0417519587226951,0.022621030267714,0.0149945114917419
29,29,2.25,0.02,529,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,529.0,0.528882643833765,0.0575087833620304,0.0455302819300827,-1.1878993155896284e-05,-4.307633069283305e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000221935198243,100.02219351982431,3230716850690325.0,1750388386596925.5,1160257444829962.0,0.0742435907915246,0.0402248556920025,0.0266633329158417,0.0418465496094732,0.0226722792001788,0.0150284822126899
30,30,2.25,0.02,530,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,530.0,0.512779557841634,0.0575587549380783,0.0455832773381091,5.90860043804488e-06,-4.387721655112984e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047619316780912,104.76193167809116,3383810393202345.0,1833333804366595.5,1215238407465857.5,0.0743702239912133,0.0402934650107192,0.0267088110928196,0.0419415700690412,0.0227237608733195,0.0150626072074574
31,31,2.25,0.02,531,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,531.0,0.5307908853158437,0.0575687753884318,0.0453880671124559,-1.621383932416808e-05,4.518888871493159e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003940378673286,100.03940378673288,3231272742311471.0,1750689566267825.5,1160457083926101.2,0.0745242848965967,0.0403769345414997,0.0267641394675083,0.0420351903517395,0.0227744839367009,0.0150962293523275
32,32,2.25,0.02,532,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,532.0,0.5318936331085979,0.0571761436396771,0.0454798872668599,-1.4438176745319928e-05,7.37670090553848e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0001999865168152,100.01999865168152,3230645956449313.0,1750349976404426.5,1160231984359505.5,0.0746646319491326,0.0404529739662483,0.0268145427433416,0.0421292295203031,0.0228254339506286,0.0151300019329881
33,33,2.25,0.02,533,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,533.0,0.5328666843052815,0.0573569441302063,0.0453934673908,4.290040366942991e-06,-5.137040673287739e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002502160651192,100.0250216065119,3230808197890334.5,1750437878113958.0,1160290250635538.0,0.0748077372973543,0.0405305078236439,0.0268659366145297,0.0422236903923717,0.0228766124416875,0.0151639259613471
34,34,2.25,0.02,534,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,534.0,0.5338083804644611,0.0572252855454512,0.0452392224569882,-4.3044254741061405e-06,1.0513083293221023e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003590478083253,100.03590478083252,3231159724420890.0,1750628333664569.2,1160416495457657.2,0.0749370356420302,0.0406005611063631,0.0269123719333607,0.0423185758109115,0.0229280209501843,0.0151980024584079
35,35,2.25,0.02,535,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,535.0,0.5177404306858332,0.0575051973471349,0.0453454621833394,3.1885366698050387e-06,6.171951696423524e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0474067917863557,104.74067917863552,3383123937469928.0,1832961885626122.0,1214991878472172.0,0.0750912103982675,0.0406840923210428,0.0269677411956625,0.042413888644502,0.0229796610303029,0.0152322324543722
36,36,2.25,0.02,536,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,536.0,0.5186674268009381,0.057473620282577,0.0451318093529146,1.933066000619092e-05,-1.957785264005272e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0474209832085255,104.74209832085252,3383169775763537.0,1832986720614919.2,1215008340521889.2,0.0752315678008812,0.0407601373534186,0.0270181481885517,0.0425096317876234,0.0230315342502603,0.0152666169887439
37,37,2.25,0.02,537,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,537.0,0.5196289849347128,0.0574050193650523,0.04512071125838,1.0090037477219195e-05,1.9040754431009592e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047416857414626,104.7416857414626,3383156449449241.0,1832979500475595.2,1215003554600966.0,0.0753747041993358,0.0408376880336958,0.0270695532109069,0.0426058081609512,0.0230836421924658,0.0153011571104345
38,38,2.25,0.02,538,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,538.0,0.537857776635326,0.0570294878794276,0.0450929901928749,-6.391129859976736e-07,-9.140678624494892e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002644699621412,100.02644699621416,3230854237977717.0,1750462822433747.5,1160306785156084.0,0.075528987631388,0.040921278128461,0.0271249615022941,0.0427024207116523,0.0231359864536815,0.0153358538778689
39,39,2.25,0.02,539,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,539.0,0.5388280877442184,0.0572484133737266,0.0451231708508999,2.5809846450553864e-05,9.555707300984857e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.00031911507002,100.03191150700198,3231030741676164.0,1750558451372534.5,1160370173481223.0,0.0756554293546407,0.0409897837060747,0.0271703709137409,0.0427994724136861,0.023188568645186,0.0153707083590947
40,40,2.25,0.02,540,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,540.0,0.5399179194439853,0.0571650060219267,0.0450064151702786,1.284189318168083e-05,3.0916816079650736e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0001520427840689,100.01520427840686,3230491098192541.0,1750266074872120.5,1160176369629519.5,0.0758153535789959,0.0410764299576603,0.0272278050005062,0.04289696626811,0.0232413903929387,0.0154057216318909
41,41,2.25,0.02,541,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,541.0,0.5408675449330531,0.0572280703721237,0.0450498607666463,-7.977568087861019e-06,-2.638440710460199e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000244946952334,100.0244946952334,3230791178656039.0,1750428657166584.2,1160284138464707.2,0.0759417539019382,0.0411449131047653,0.02727319954373,0.0429899210595909,0.0232917528960631,0.015439104776819
42,42,2.25,0.02,542,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,542.0,0.541894964762264,0.0571483333251853,0.0449301492414135,-1.1110314104808346e-05,-2.821747488468365e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0001938508177095,100.019385081771,3230626138141203.0,1750339238930992.2,1160224866948543.2,0.0760961511848441,0.0412285648834294,0.0273286487227303,0.0430832795792723,0.0233423341373766,0.0154726329139182
43,43,2.25,0.02,543,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,543.0,0.5428165348671996,0.0571864852120414,0.0449800719148148,2.5162100368605704e-06,-2.6974370714119783e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003381811795524,100.03381811795524,3231092325209954.5,1750591817064217.5,1160392290168281.0,0.076236549987768,0.0413046323463139,0.0273790705838424,0.0431770444631322,0.0233931355450406,0.0155063069898555
44,44,2.25,0.02,544,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,544.0,0.5264379704570619,0.0570350862356805,0.045049162921463,7.10557245649456e-06,8.07103876902689e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473610793532473,104.73610793532472,3382976286310988.5,1832881888868182.8,1214938852049766.8,0.076027861372703,0.0411915657592044,0.0273041235889582,0.043271218370146,0.0234441585596766,0.015540127959557
45,45,2.25,0.02,545,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,545.0,0.5448304888701955,0.0570348889041476,0.0449482970161047,2.9614137014620325e-06,2.745110188433864e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003111969671978,100.03111969671976,3231005166204049.0,1750544594692596.2,1160360988481949.5,0.0761563368862082,0.0412611732355617,0.027350263401858,0.0433658039825382,0.0234954046345021,0.0155740967862985
46,46,2.25,0.02,546,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,546.0,0.5282642906933294,0.0569739104507425,0.0447035510834032,-8.442934485357602e-06,-1.6718388482302644e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047513916451707,104.7513916451707,3383469950139013.0,1833149353790486.8,1215116143083980.0,0.0763130267113071,0.0413460671036493,0.0274065359087046,0.0434608040060365,0.0235468752354687,0.0156082144417963
47,47,2.25,0.02,547,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,547.0,0.5468478461592554,0.0566373092969703,0.0448150681206207,1.7245206423374808e-05,7.817951329988676e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002783120946024,100.02783120946025,3230898948065566.0,1750487046165554.0,1160322842029738.5,0.0764556249057256,0.0414233261873126,0.0274577476441615,0.0435562211701304,0.0235985718414019,0.0156424819063006
48,48,2.25,0.02,548,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,548.0,0.5478571861200976,0.0566597925707574,0.0447247648719654,1.003044923251385e-05,-2.55974245845089e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002606997227337,100.02606997227332,3230842060104429.0,1750456224514783.5,1160302411678370.8,0.0766039052927578,0.0415036638583052,0.0275110000432194,0.0436520582283318,0.0236504959441425,0.0156769001686888
49,49,2.25,0.02,549,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,549.0,0.5487308111030075,0.0569665538164015,0.0448045211355489,1.4551420453394928e-05,-6.829338299972077e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000490906049456,100.04909060494562,3231585626539743.0,1750859085586548.0,1160569451017369.2,0.0767578989226367,0.041587096939509,0.027566304257046,0.0437483179584407,0.0237026490486907,0.0157114702265606
50,50,2.25,0.02,550,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,550.0,0.5321763564725212,0.0565274527828043,0.0447853416520726,-1.295861214418102e-05,1.6100808362562223e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0475655785595204,104.75655785595208,3383636818747251.0,1833239762479160.8,1215176071129043.8,0.0768863278607924,0.0416566791815439,0.0276124273431948,0.0438450031628129,0.0237550326733506,0.0157461930863352
51,51,2.25,0.02,551,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,551.0,0.53324342826276,0.056766213340661,0.0447478945854959,1.0242839609904294e-05,-6.166674247918064e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047284538225621,104.72845382256212,3382729058468756.5,1832747941894836.8,1214850064341720.5,0.077046081308867,0.0417432329072807,0.0276698000985404,0.0439366892711636,0.023804707809454,0.0157791206051237
52,52,2.25,0.02,552,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,552.0,0.551789537054367,0.0569702896269259,0.0445950084974818,-1.3774769286431727e-05,-7.56670596963971e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003814778700542,100.0381477870054,3231232173520275.0,1750667586272594.5,1160442514329262.8,0.0771744843718289,0.0418128011302478,0.02771591389205,0.0440287596403218,0.0238545911363972,0.0158121861246975
53,53,2.25,0.02,553,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,553.0,0.5174550868376178,0.0568331790028143,0.0443154162833054,-2.2993816969536503e-06,-3.2457933544474982e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.094475669811447,109.4475669811447,3535156413490974.0,1915332422170032.5,1269591776981278.5,0.077328602202639,0.0418963015029778,0.0277712627105452,0.0441212166910426,0.023904683965735,0.0158453905144301
54,54,2.25,0.02,554,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,554.0,0.5537861378578782,0.0566989661846772,0.044606886075927,2.118042685153311e-05,7.071242047022371e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003862604277622,100.03862604277624,3231247621181671.5,1750675955748584.0,1160448062096204.0,0.0774684369263328,0.0419720633501802,0.0278214819921195,0.044214062864458,0.0239549876200624,0.0158787346510126
55,55,2.25,0.02,555,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,555.0,0.5369290915466318,0.0565535799862683,0.0445822972952419,5.949912045661768e-06,3.97798078677321e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0476592666219198,104.76592666219196,3383939431188800.0,1833403716588359.2,1215284749281426.8,0.0776168880896457,0.0420524935470216,0.0278747957225972,0.0443073006222912,0.0240055034331299,0.0159122194185318
56,56,2.25,0.02,556,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,556.0,0.5559142992934767,0.0566375526160439,0.0443337824048762,-1.2907029488205104e-05,2.4660107056492257e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000154188112408,100.0154188112408,3230498027603078.0,1750269829196714.0,1160178858210393.5,0.0777711249463486,0.0421360584074643,0.0279301872872335,0.0444009324470742,0.0240562327499628,0.0159458457085467
57,57,2.25,0.02,557,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,557.0,0.5389791043689676,0.0565774167013103,0.0443390958420508,-8.47426027939289e-06,-1.2074360987050512e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0474080026591173,104.74080026591176,3383127848588949.0,1832964004653455.2,1214993283084576.0,0.077896588587266,0.0422040340643081,0.0279752454369128,0.0444949608423681,0.0241071769269796,0.0159796144201692
58,58,2.25,0.02,558,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,558.0,0.5579422358192119,0.0567889385437625,0.0443481820781485,-3.7285895147747057e-06,-1.0050294537050293e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000103534854782,100.0103534854782,3230334417580945.0,1750181185995868.5,1160120100431547.0,0.0780393265077323,0.0422813688509385,0.028026507352622,0.0445893883329863,0.0241583373321133,0.0160135264601437
59,59,2.25,0.02,559,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,559.0,0.5588947929195683,0.0564679479715499,0.0442976108830484,1.7434365188082414e-06,-7.698437756635545e-07,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000188265506895,100.01882655068948,3230608097587271.0,1750329464637066.2,1160218387987998.2,0.0781849676249713,0.0423602765769968,0.0280788119024665,0.0446842174652206,0.0242097153449338,0.0160475827429275
