,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,500000.0,17.15,2.43,0.81,,5908.0,1.1816,500.0,0.0233221410050532,0.0070744031360397,0.0054607434141745,0.0001040534802253,-1.8968256059154547e-05,38165680000000.0,20678000000000.0,13706560000000.0,21.438855030147703,25.33215110362253,818228480647007.6,443312644313394.3,293852952802021.3,0.0008281614401158,0.0004486942787005,0.0002974202075957,0.0004630947989671,0.0002509027548583,0.0001663126832204
1,1,2.25,0.02,501,500000.0,17.15,2.43,0.81,,5894.0,1.1788,501.0,0.022081422715189,0.0069005336797531,0.0058315398031408,0.0001460434489008,-8.82211671585287e-06,38075240000000.0,20629000000000.0,13674080000000.0,22.688755451222733,26.74550492590136,863879809106613.9,468046336203273.75,310247857140455.75,0.0008276985567822,0.0004484434905166,0.0002972539708567,0.0004630549540304,0.0002508811670443,0.0001662983735836
2,2,2.25,0.02,502,500000.0,17.15,2.43,0.81,,6040.0,1.208,502.0,0.0237413764760958,0.006797362224892,0.0059868259251959,0.0001063157740969,1.2547902272065064e-05,39018400000000.0,21140000000000.0,14012800000000.0,21.1445195903212,25.54257966510801,825025323182988.9,446995144139390.3,296293924115252.94,0.0008500827496792,0.000460571149207,0.0003052928760457,0.0004756139718735,0.0002576855884763,0.0001708087329329
3,3,2.25,0.02,503,500000.0,17.15,2.43,0.81,,5952.0,1.1904,503.0,0.0215138822693461,0.0062692027896508,0.0059404684686234,3.0949990353157614e-05,-1.2660905902861647e-05,38449920000000.0,20832000000000.0,13808640000000.0,23.38025251335948,27.83185259190312,898968838718470.9,487057420358304.6,322849490066076.2,0.0008393661580906,0.0004547649463339,0.0003014441929985,0.0004697622741379,0.0002545151640066,0.0001687071944272
4,4,2.25,0.02,504,500000.0,17.15,2.43,0.81,,5976.0,1.1952,504.0,0.0248809338605724,0.0059386382947508,0.0057306668620994,1.3311307937389231e-05,7.046162906183037e-05,38604960000000.0,20916000000000.0,13864320000000.0,20.25647440824813,24.210538212738165,782000384271442.8,423684418722917.9,280842243267762.72,0.0008444884946369,0.0004575402060726,0.0003032837937395,0.0004727435884122,0.0002561304271583,0.0001697778831449
5,5,2.25,0.02,505,500000.0,17.15,2.43,0.81,,5989.0,1.1978,505.0,0.0212780755749122,0.0057563222509927,0.0059656131253212,3.052811524876733e-05,-5.072584761236978e-05,38688940000000.0,20961500000000.0,13894479999999.998,23.733349297594216,28.42780578865836,918218126973664.8,497486601301521.2,329762547148436.8,0.0008481613016015,0.0004595301169667,0.0003046028203894,0.0004748664900034,0.000257280606039,0.0001705402874315
6,6,2.25,0.02,506,500000.0,17.15,2.43,0.81,,5954.0,1.1908,506.0,0.0208260411229161,0.0070007631557971,0.0056274029003338,0.0001033879273318,-1.8001470951582527e-05,38462840000000.0,20839000000000.0,13813280000000.0,24.296504410683056,28.932277452241383,934512561707396.6,506314855414224.1,335614418446000.0,0.0008447184091912,0.0004576647727816,0.0003033663636723,0.0004731845007718,0.0002563693115636,0.0001699362293793
7,7,2.25,0.02,507,500000.0,17.15,2.43,0.81,,5954.0,1.1908,507.0,0.0242428692559997,0.0059466352052399,0.0058294718159059,0.000136238675124,-4.736826837846357e-06,38462840000000.0,20839000000000.0,13813280000000.0,20.91336609731233,24.903636348679527,804387454062348.6,435813636101891.7,288882181644682.44,0.0008463878131619,0.0004585692486171,0.0003039659019405,0.0004742827280858,0.0002569643263623,0.0001703306391887
8,8,2.25,0.02,508,500000.0,17.15,2.43,0.81,,5983.0,1.1966,508.0,0.0204039624193796,0.0064261104595621,0.0065042053258779,0.0001458010541666,4.238589973812991e-06,38650180000000.0,20940500000000.0,13880560000000.0,24.897124860291907,29.79189960782529,962278357332757.0,521358243136942.6,345586035450773.44,0.0008522507436749,0.000461745758957,0.0003060714745086,0.0004777015161792,0.000258816610933,0.000171558439247
9,9,2.25,0.02,509,500000.0,17.15,2.43,0.81,,5923.0,1.1846,509.0,0.0229164640188628,0.0060288625512984,0.0061774521350436,2.9756920665209337e-05,-2.2239533993305427e-05,38262580000000.0,20730500000000.0,13741360000000.0,22.21110549956729,26.311275574787413,849854201065633.4,460447322558779.7,305210796667534.0,0.0008455520761274,0.0004581164499142,0.000303665761086,0.0004740136386802,0.0002568185348886,0.000170234000269
10,10,2.25,0.02,510,500000.0,17.15,2.43,0.81,,5895.0,1.179,510.0,0.0246220803120422,0.0068942022263846,0.0060943851842649,6.696095048699371e-05,1.0593394132012558e-05,38081700000000.0,20632500000000.0,13676400000000.0,20.713115769936262,24.42076349275486,788790660815981.9,427363361123210.0,283280856515956.3,0.0008432082183945,0.0004568465579536,0.0003028240041293,0.0004728754460948,0.0002562018670792,0.0001698252376068
