,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,100000.0,17.15,2.43,0.81,,114.0,0.1139999999999999,500.0,0.045966186460987,0.0003298831301466,0.0001072037763265,-1.562210928267255e-05,2.621490348210579e-05,3682200000000.0,1995000000000.0,1322400000000.0,10.877561061637468,1.240041961026671,40053355341161.48,21700734317966.742,14384486747909.389,7.9900477465477e-05,4.328973237293646e-05,2.8694908315775025e-05,4.4679085208410176e-05,2.420693471043896e-05,1.604573957949096e-05
1,1,2.25,0.02,501,100000.0,17.15,2.43,0.81,,127.0,0.127,501.0,0.034019889946478,0.0003224159638679,0.0002157210904531,-2.0471159597666884e-05,-2.125823335271081e-05,4102100000000.001,2222500000000.0,1473200000000.0,14.72667903359476,1.8702882372665344,60410310063709.07,32730044152164.35,21695343552291.8,8.917349568319136e-05,4.831381345064547e-05,3.202515634442785e-05,4.988800403958934e-05,2.702910435581465e-05,1.791643488728286e-05
2,2,2.25,0.02,502,100000.0,17.15,2.43,0.81,,115.0,0.1149999999999999,502.0,0.0302936882776521,0.0003922678796373,0.0003437107635366,2.4606228632788047e-05,-2.6044060985865043e-05,3714500000000.0,2012500000000.0,1334000000000.0,16.571108654680696,1.90567749528828,61553383097811.445,33349356167544.9,22105858945344.047,8.092675183204542e-05,4.3845763376495206e-05,2.9063477438133963e-05,4.527782017007736e-05,2.453132671753417e-05,1.6260765138479797e-05
3,3,2.25,0.02,503,100000.0,17.15,2.43,0.81,,122.0,0.122,503.0,0.0364733555389875,0.0002592818769991,0.0002447124142767,-1.37066909660535e-05,-1.217960728942352e-05,3940600000000.0,2135000000000.0,1415200000000.0,13.790889063177278,1.682488465707628,54344377442356.39,29443548149883.49,19516866202208.484,8.602374940109642e-05,4.66072945671575e-05,3.089397811308726e-05,4.814431909007896e-05,2.608438340793752e-05,1.7290219858975727e-05
4,4,2.25,0.02,504,100000.0,17.15,2.43,0.81,,108.0,0.108,504.0,0.0344108308804607,0.0004544519678374,0.0002779586079661,1.15928095477365e-05,-3.467146069149492e-07,3488400000000.0,1890000000000.0,1252800000000.0,14.646551306791702,1.5818275411335037,51093029578612.17,27681981969836.32,18349199477148.645,7.630920132261864e-05,4.134399452463857e-05,2.740516208490329e-05,4.271779413363846e-05,2.314431570707966e-05,1.534137498297852e-05
5,5,2.25,0.02,505,100000.0,17.15,2.43,0.81,,127.0,0.127,505.0,0.0383710512110155,0.0001935073878867,0.0003040932895419,3.334673345270806e-06,-2.4397642307346346e-06,4102100000000.001,2222500000000.0,1473200000000.0,13.160963384162494,1.6714423497886368,53987587898172.97,29250241121301.145,19388731257548.184,8.992860686541518e-05,4.87229294162466e-05,3.2296341784483464e-05,5.0349010043781225e-05,2.727887541071737e-05,1.8081997415104087e-05
6,6,2.25,0.02,506,100000.0,17.15,2.43,0.81,,131.0,0.131,506.0,0.0285428177060111,0.000299240366602,0.0003308107183591,5.607067496177238e-06,-6.501625707048164e-06,4231300000000.0,2292500000000.0,1519600000000.0,17.727752221653823,2.322335541036652,75011437975483.83,40640871968141.39,26939092276025.152,9.292753745721448e-05,5.034773701242272e-05,3.337335710537734e-05,5.205506348766588e-05,2.82032077719552e-05,1.8694697723124588e-05
7,7,2.25,0.02,507,100000.0,17.15,2.43,0.81,,106.0,0.106,507.0,0.0353348741425634,0.000323235554115,0.0001769968767774,1.737466736629438e-05,3.983365965226708e-05,3423800000000.0,1855000000000.0,1229600000000.0,14.348430900148069,1.5209336754156952,49126157715926.96,26616339319774.67,17642830634822.066,7.534187789315415e-05,4.081990288328785e-05,2.705776419692224e-05,4.221865063579527e-05,2.287388192341849e-05,1.516211601780883e-05
8,8,2.25,0.02,508,100000.0,17.15,2.43,0.81,,112.0,0.1119999999999999,508.0,0.0325007399702599,0.0003035605585828,0.0003966778725519,2.0262904144224896e-05,-9.36481083632461e-06,3617600000000.0,1960000000000.0,1299200000000.0,15.630413352583652,1.7506062954893689,56544583344306.61,30635610171063.96,20307033027676.684,7.976941608857923e-05,4.321872388700113e-05,2.864783983366932e-05,4.471215929473044e-05,2.42248541070521e-05,1.605761757953168e-05
9,9,2.25,0.02,509,100000.0,17.15,2.43,0.81,,109.0,0.109,509.0,0.0278799061060226,0.0004330775858303,0.0003313366810034,2.5949840632541155e-05,-2.0278127357421406e-06,3520700000000.0,1907500000000.0,1264400000000.0,18.25687640641104,1.989999528298804,64276984764051.36,34824991745229.062,23083994528266.12,7.780278262526615e-05,4.2153210400686e-05,2.794155660845472e-05,4.3615977221129424e-05,2.3630947410828635e-05,1.5663942283749267e-05
