,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,500.0,0.4839022242075508,0.0585701854868444,0.0467246557331479,-4.966734242619106e-06,-2.1010415808392868e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473173055831793,104.73173055831788,3382834897033668.5,1832805284770563.5,1214888074476487.5,0.0700881381276114,0.0379734494499441,0.02517097220682,0.0391921800073772,0.021234153254771,0.0140752101574482
1,1,2.25,0.02,501,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,501.0,0.4847851006521484,0.0587682760510946,0.0469330064986334,6.906187812336136e-06,-1.0651657575369712e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0475003308610145,104.75003308610144,3383426068681076.5,1833125579006775.2,1215100383798776.8,0.0702153509316466,0.0380423727957838,0.0252166585389195,0.0392818929445585,0.021282759335287,0.0141074290451046
2,2,2.25,0.02,502,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,502.0,0.5019206343803205,0.0585275870151666,0.0466604648168074,8.295612913901184e-06,-3.519671947681968e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000158134653391,100.01581346533912,3230510774930454.0,1750276735643434.5,1160183436197934.0,0.0703710885496047,0.0381267507621697,0.0252725890766382,0.0393720175391977,0.0213315884500296,0.0141397957725911
3,3,2.25,0.02,503,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,503.0,0.4866217562522914,0.0584667531312239,0.0462971628921083,-1.6301565812872075e-06,-5.404315537821945e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0475436703874008,104.75436703874009,3383566055351305.0,1833201423177951.5,1215150657649384.8,0.0705112700008987,0.0382027004648831,0.0253229328795797,0.0394625566312122,0.0213806421376537,0.0141723113598161
4,4,2.25,0.02,504,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,504.0,0.5038244790010367,0.0585458233409509,0.0466063040280735,1.6518102171226988e-05,-4.631640754755511e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003485105721597,100.03485105721596,3231125689148075.5,1750609893501279.2,1160404272263705.5,0.0706566678913135,0.0382814764117023,0.0253751500786141,0.0395535130867021,0.0214299219509996,0.0142049768360912
5,5,2.25,0.02,505,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,505.0,0.4886899460808235,0.0583467936247442,0.0466240892907463,1.1263554336634736e-05,-3.7713303201288914e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.047404489503235,104.7404489503235,3383116501095449.0,1832957856630661.2,1214989207823752.5,0.0708099266656812,0.0383645113513752,0.0254301903814829,0.0396448897982528,0.0214794294572577,0.0142377932402394
6,6,2.25,0.02,506,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,506.0,0.4896640340037558,0.0582328312327718,0.0466239327579321,2.9798184740673206e-06,8.577857562176621e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0474009928327055,104.74009928327057,3383105206849639.0,1832951737457235.2,1214985151685938.5,0.0709370514940568,0.0384333870323837,0.0254758451186086,0.039736689685241,0.0215291662381337,0.0142707616207056
7,7,2.25,0.02,507,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,507.0,0.4743491554396917,0.0584515846194667,0.0464762502372588,1.073449372099278e-05,4.576022084949672e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0945513796099786,109.45513796099786,3535400956140231.0,1915464914317462.8,1269679600347575.5,0.0710772432954284,0.0385093423427243,0.0255261926386058,0.0398289156941463,0.0215791338900173,0.0143038830356687
8,8,2.25,0.02,508,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,508.0,0.5078600564599072,0.0582933032152387,0.0465470756990392,-1.5360440839583532e-05,5.647525252286341e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002757385825385,100.02757385825385,3230890635621599.0,1750482542519442.2,1160319856755744.8,0.0712226929362314,0.0385881463276794,0.025578428422919,0.0399215707988663,0.0216293340241536,0.0143371585531532
9,9,2.25,0.02,509,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,509.0,0.4925538085148834,0.0582733667752726,0.0464783551299662,4.099958124736568e-06,-1.972045467159823e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0474377220548714,104.74377220548712,3383223842237234.0,1833016013596024.8,1215027757583650.8,0.0713786996562073,0.0386726700923724,0.0256344556040868,0.0400146580010361,0.0216797682668152,0.014370589251146
10,10,2.25,0.02,510,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,510.0,0.4935845017207549,0.0581908837856757,0.0463765216343938,1.5550721925538682e-05,2.719933629168998e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0472096083960707,104.72096083960707,3382487035119308.0,1832616814693123.5,1214763145739442.2,0.0715189328578895,0.0387486478332219,0.0256848179923071,0.0401081803303523,0.0217304382594787,0.0144041762177116
11,11,2.25,0.02,511,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,511.0,0.494598192538791,0.0582651738232007,0.0462003474250144,6.682372636038747e-06,7.280103598769833e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0471432573948127,104.71432573948124,3382272721385244.0,1832500700440922.5,1214686178577982.5,0.0716618105044036,0.0388260583228193,0.0257361300882687,0.0401966074561097,0.0217783476929387,0.0144359333278908
12,12,2.25,0.02,512,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,512.0,0.4955280945570838,0.0582010296094656,0.0463114861721385,-1.2074192968534614e-05,-6.677686457119636e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0472446566698794,104.72446566698795,3382600241043710.0,1832678149172288.8,1214803801737060.2,0.0717888007817703,0.0388948611046743,0.0257817365036698,0.0402854253567193,0.0218264688465197,0.0144678307782644
13,13,2.25,0.02,513,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,513.0,0.5128327697869167,0.0581479299280526,0.0463122958149669,6.71548528121632e-07,-3.86517214504423e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0003261797255705,100.032617972557,3231053560513592.0,1750570814519748.0,1160378368481661.5,0.0719449420527552,0.0389794577685206,0.0258378120065622,0.0403746366282702,0.0218748031267718,0.0144998695011744
14,14,2.25,0.02,514,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,514.0,0.5138852634985142,0.0581044977838104,0.0460564901758139,-1.1735962281969167e-05,-2.1752694893694185e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0002233201020192,100.02233201020192,3230721323929522.5,1750390810178533.5,1160259051318342.5,0.072085185604515,0.0390554411169973,0.0258881781118381,0.0404642438898991,0.0219233519527317,0.0145320504372393
15,15,2.25,0.02,515,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,515.0,0.4819434255998169,0.0580125260203695,0.0462864401305244,-6.730174481090492e-06,-1.3750292543344395e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.094285201702594,109.42852017025936,3534541201499378.0,1914999102979539.2,1269370833975009.2,0.0722307594462494,0.0391343123934788,0.0259404585008201,0.0405542497840454,0.0219721167560617,0.0145643745354465
16,16,2.25,0.02,516,1000000.0,17.15,2.43,0.81,,1000000.0,100.0,516.0,0.4993484812569965,0.0579006009446875,0.0460897310843994,-1.603288187452194e-05,1.4624745796509692e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0473909601580362,104.73909601580364,3383072801310457.0,1832934180276563.5,1214973513783322.2,0.0723843649482175,0.0392175351886627,0.0259956233250564,0.040644656976712,0.0220210989811907,0.0145968427532464
