,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
37,37,0.02,1240,2,100000.0,1.50355521895399,,2630.5,0.2218060328982862,1240.0,0.0627274185605528,0.0176550647166125,0.0073617586812525,0.0001226681965103,-3.661622952676168e-06,1572604773248.8494,1408468308904.117,740832149880.2759,408123100532.8466,228460213885.2348,129091111146.80258,19.950326409564475,4.427047444963766,31387766384793.09,28111751275519.91,14786338466178.977,8145767298733.326,4559858868312.677,2576541612968.911,8.526519957645666e-05,7.636586986043721e-05,4.016724493446618e-05,2.2128063077669995e-05,1.2386904875000052e-05,6.999202560436921e-06,5.418888429157189e-05,4.8533062799926864e-05,2.552762673255996e-05,1.4063123708955185e-05,7.872292076208609e-06,4.448227173158651e-06
38,38,0.02,1260,2,100000.0,1.5138667440428,,2646.2,0.2349389842384311,1260.0,0.0640002756259604,0.0171959462984871,0.0071272405686458,4.941017629924147e-06,2.2530247246126506e-07,1588187533451.795,1491862549914.038,784696207356.3604,432287730998.7134,241987153765.5841,136734488826.76694,19.78133121796313,4.647366117072981,31416194951413.355,29510774843413.43,15522202831023.76,8551153655414.284,4786787100585.171,2704767080136.476,8.750536724741955e-05,8.219808905637783e-05,4.323490038555936e-05,2.3818028954918932e-05,1.3332918382373097e-05,7.533746115088488e-06,5.553219764931415e-05,5.2164120572950425e-05,2.743750593915817e-05,1.5115272732949413e-05,8.46126680159668e-06,4.7810264840089984e-06
39,39,0.02,1280,2,100000.0,1.52426622902487,,2689.75,0.2510394817469937,1280.0,0.0650476192397149,0.0171386147234461,0.0072562609415299,4.209315940561377e-05,2.206370017590317e-05,1594100709093.4104,1594100709093.4104,838471869034.9591,461912646414.46857,258570666199.4036,146104978376.75034,19.80799969806059,4.970309700840196,31561466600335.25,31561466600335.25,16600834400806.26,9145369849545.965,5119418991865.403,2892720245888.9937,8.921877641752477e-05,8.921877641752477e-05,4.692767137551696e-05,2.5852369859566235e-05,1.4471707040952832e-05,8.177216988188886e-06,5.653260381423476e-05,5.653260381423476e-05,2.9735259329062052e-05,1.638110094774677e-05,9.1698554218365e-06,5.181413451950334e-06
40,40,0.02,1300,2,100000.0,1.53429754702107,,2675.7,0.2620958653057664,1300.0,0.0648369477375694,0.017127137259376,0.0071396861774623,5.553940645012137e-06,4.980565929319626e-06,1598784778365.1755,1664308744691.6167,875400190121.26,482256392162.6102,269958741264.93936,152539793607.95605,20.16850155863568,5.284325944193158,32234388259578.27,33555469745626.555,17649648653605.15,9723159737315.412,5442855722518.955,3075477699520.4185,9.088240444972632e-05,9.460709315668232e-05,4.976184112493212e-05,2.741370888319614e-05,1.5345717472658707e-05,8.671075309793561e-06,5.747737007845066e-05,5.983299999969863e-05,3.147121574787297e-05,1.7337436220385114e-05,9.705195275541664e-06,5.4839064566652925e-06
41,41,0.02,1320,2,100000.0,1.5451051452317,,2713.45,0.278414767509467,1320.0,0.0661381135042915,0.0173380000177039,0.0073468065456592,9.736944409144309e-05,1.85774013974786e-05,1600884913179.435,1767933773685.1147,929905323481.6198,512283172217.41925,286767210534.7509,162037394690.5098,20.061615214157943,5.588920152640348,32136290877681.99,35489642969266.2,18666993309818.76,10283613080858.238,5756587757219.557,3252751528836.682,9.239165638914934e-05,0.0001020325248818,5.366750127647979e-05,2.9565330044527785e-05,1.6550157579273712e-05,9.351642437997376e-06,5.906016797681085e-05,6.522296811352155e-05,3.4306254094356226e-05,1.8899253752579475e-05,1.0579473568020027e-05,5.977916132609377e-06
42,42,0.02,1340,2,100000.0,1.55521345874571,,2698.3,0.2895203043323567,1340.0,0.0664777103613459,0.0176063616255569,0.0072035276874503,5.944334697435303e-05,7.681063987123494e-07,1534457612961.4907,1838453932510.465,966997816470.0717,532717359971.5363,298205913462.32745,168500817121.43158,20.23697584587023,5.862470567951288,31071094010141.824,37226688106490.68,19580651696957.3,10786945845030.371,6038344684989.826,3411957870547.6504,8.989643922702347e-05,0.0001077061111493,5.665171830533176e-05,3.1209329844853435e-05,1.747044007619513e-05,9.871646722665598e-06,5.850188389129256e-05,7.009187975654862e-05,3.686722494281455e-05,2.0310087992448736e-05,1.1369234039251194e-05,6.424169136741935e-06
43,43,0.02,1360,2,100000.0,1.56621058572968,,2714.15,0.3040945349287637,1360.0,0.0672374529227908,0.0165171382648221,0.007321578750287,5.867807215406656e-05,4.248630642298452e-06,1520472674643.819,1931000296797.6504,1015675746662.071,559533944268.9254,313217370976.6267,176983019328.54056,20.37954111522456,6.199504713919675,30997523569598.383,39366854933389.945,20706345744491.715,11407088673612.2,6385489855337.266,3608111743501.251,9.039007354915724e-05,0.0001147953934073,6.038056913083704e-05,3.3263547066089874e-05,1.862035515112639e-05,1.0521404561121904e-05,5.9154765133030335e-05,7.512655171894853e-05,3.951538310886427e-05,2.176895356895517e-05,1.2185881617404253e-05,6.885614661484733e-06
44,44,0.02,1380,2,100000.0,1.57645288509541,,2698.85,0.3153630038236945,1380.0,0.0682681339724012,0.0173308828547659,0.0072057402305368,0.0001287685844337,-2.5570627296534464e-05,1479052487933.1272,2002555074280.4604,1053312432771.14,580267927035.5979,324823893938.40533,183541268225.3902,20.34958470889465,6.4170899695778205,30096151957319.977,40748521306819.16,21433080498389.92,11807445544023.191,6609602668665.155,3734746362294.292,8.91945914923545e-05,0.000120764532191,6.352024212888361e-05,3.4993187280582584e-05,1.958857766250003e-05,1.1068497281140795e-05,5.8341123231215416e-05,7.899064659237058e-05,4.154783616039649e-05,2.2888628303931e-05,1.2812656061439636e-05,7.239772648308609e-06
45,45,0.02,1400,2,100000.0,1.58764002600254,,2740.2,0.3334253875563263,1400.0,0.0681458417879184,0.0161162464898649,0.0073406298296341,8.043226135748958e-05,9.755459348961716e-06,1433729166492.2034,2117251210982.6724,1113640794438.1296,613502713103.6404,343428149183.0161,194053575557.78192,20.71403241921556,6.907290116145707,29701347499426.54,43861292237525.234,23070348987926.664,12709413813708.102,7114508819630.076,4020042847596.802,8.770155789949394e-05,0.0001295127657352,6.812167520565343e-05,3.752810849652763e-05,2.1007582473599712e-05,1.1870303883140803e-05,5.730996664250465e-05,8.463216004183827e-05,4.451518339208501e-05,2.452333456330432e-05,1.372773619576274e-05,7.756837345566908e-06
46,46,0.02,1420,2,100000.0,1.59801278952994,,2725.2,0.3447833374693202,1420.0,0.0701595180080175,0.017710137159795,0.0071554645217376,6.83807558178757e-05,1.0678882003423832e-05,1337759349380.9626,2189374192930.184,1151576347147.5295,634401340943.5492,355126837593.3998,200663902407.1444,20.356035986304544,7.022912903428859,27248902065303.977,44595496936773.26,23456529097452.39,12922159742309.1,7233600290531.724,4087335309795.5967,8.296355391988939e-05,0.0001357779812863,7.141707992072955e-05,3.934354103417435e-05,2.202383003543456e-05,1.244453308798341e-05,5.416556059621027e-05,8.864724479018948e-05,4.662705474003667e-05,2.568676069511002e-05,1.4379001910849634e-05,8.124834089431538e-06
47,47,0.02,1440,2,100000.0,1.6093916073593,,2747.15,0.3608756593920854,1440.0,0.0710612434789822,0.0164360009354616,0.0073864179250945,5.275183696533128e-05,-1.966894156702073e-05,1284717347435.8245,2291560437139.742,1205324702369.5654,664011213281.4373,371701929173.8481,210029633766.1937,20.358944911893325,7.349091466691216,26162765621420.727,46666730813489.22,24545965498748.66,13522328298711.838,7569564210691.95,4277171233614.287,8.077251637622744e-05,0.0001440745727496,7.578095637544933e-05,4.174759273378047e-05,2.3369576367279285e-05,1.3204945092967518e-05,5.266638028310099e-05,9.394143674092451e-05,4.941171633302173e-05,2.7220825764299387e-05,1.5237744857189337e-05,8.610065540664264e-06
48,48,0.02,1460,2,100000.0,1.61989146064109,,2748.35,0.3743463702745511,1460.0,0.0704654789105006,0.0166254359712197,0.0071599105127132,-1.8707469551393317e-05,-1.025852540485079e-06,1182934530067.5813,2377099451243.3994,1250316876717.0007,688797321305.1741,385576761382.7877,217869587499.78876,20.862908987817868,7.810013489767448,24679642627665.137,49593585660023.3,26085445055823.28,14370424821172.104,8044313894460.472,4545427851044.655,7.536193368161065e-05,0.0001514393287588,7.965470205587958e-05,4.388163227030493e-05,2.456417458609461e-05,1.3879951076802976e-05,4.907647849798502e-05,9.861887293107155e-05,5.187197410862976e-05,2.8576177353257103e-05,1.599644710535588e-05,9.038769141084588e-06
49,49,0.02,1480,2,100000.0,1.63146370843972,,2741.4,0.3868907865744788,1480.0,0.0712347044309353,0.0172335803329918,0.0073962282507952,5.827362285547963e-05,-1.2966580614282606e-05,1075556386677.0514,2456756494747.9414,1292215227158.7593,711879047297.0413,398497510171.71326,225170437786.34677,20.9272115680599,8.095534211006568,22505585106598.258,51406642239891.7,27039084264761.94,14895782948252.084,8338400237336.766,4711600910805.823,6.942151842101541e-05,0.0001585707345227,8.340570918208324e-05,4.5948055357794345e-05,2.5720922292678364e-05,1.4533569683824089e-05,4.5138151454671227e-05,0.00010310333156,5.423072872611579e-05,2.9875611034746426e-05,1.6723847481406963e-05,9.449785664251316e-06
50,50,0.02,1500,2,100000.0,1.642094071436,,2772.4,0.4052268929593806,1500.0,0.0737058082295902,0.0168202822345182,0.0072560007733557,0.000103370941937,-4.2952684868741046e-06,948230929524.9508,2573190770292.0674,1353457822484.3315,745617483045.2604,417383699748.1621,235842051702.3596,20.480998428418783,8.2998205718418,19421580138109.805,52703860631195.42,27721400709951.6,15271669852188.91,8548815188997.053,4830495572811.928,6.198482351293133e-05,0.000168206679191,8.847406433042336e-05,4.874020310418531e-05,2.728391804201679e-05,1.5416738155780355e-05,4.026885782036101e-05,0.00010927660135,5.747777141880588e-05,3.1664401021138565e-05,1.7725181006398218e-05,1.0015587714294918e-05
51,51,0.02,1520,2,100000.0,1.65386866368164,,2752.65,0.4171092366422159,1520.0,0.074233453287843,0.0167758898021277,0.0072986125946501,8.427665950723004e-05,8.811144007286331e-06,809191919085.8989,2648643652678.072,1393144850385.0017,767480995421.6775,429622513741.48254,242757575725.76974,20.59968645560462,8.58902869718861,16662715672545.902,54540332227147.67,28687355848609.96,15803812802827.045,8846699558104.27,4998814701763.771,5.355792073206085e-05,0.0001753055652827,9.220796662117692e-05,5.079720316855256e-05,2.84353909041354e-05,1.6067376219618258e-05,3.4776431515957224e-05,0.00011383007223,5.9872825393452126e-05,3.298383195327901e-05,1.8463775495585536e-05,1.0432929454787164e-05
52,52,0.02,1540,2,100000.0,1.66576883018961,,2758.3,0.4327287556385472,1540.0,0.073728778165207,0.016668041638102,0.007329903961027,5.4139542614527615e-05,2.473200586956697e-05,688038721465.2899,2747827598304.7744,1445314043832.7476,796220910374.9269,445710618307.7036,251848135781.63443,21.03067064375288,9.09273596550133,14457450185147.111,57738873380933.44,30369738124774.445,16730634176522.447,9365518044466.371,5291972331921.775,4.609252708453375e-05,0.0001840802182306,9.682329588826328e-05,5.33397797707812e-05,2.9858681067339466e-05,1.6871604253584053e-05,3.009714187139839e-05,0.000120199277285,6.322292694998152e-05,3.4829396882624545e-05,1.949689064625179e-05,1.1016689666134508e-05
53,53,0.02,1560,2,100000.0,1.67662025268967,,2766.45,0.4491096990933217,1560.0,0.0736166397082001,0.0160832481211573,0.0072133370247003,5.295299273080378e-05,4.351440936388758e-06,529949444930.11975,2851846589242.593,1500026394971.694,826361846331.7122,462582990066.1214,261381844872.3133,21.344630804966364,9.588793184392792,11314775957583.494,60888836720894.24,32026569235871.93,17643379459282.74,9876456979924.572,5580677633316.604,3.5923267106134094e-05,0.0001933158865456,0.0001016811119783,5.60159419282091e-05,3.1356750101117046e-05,1.7718085979466133e-05,2.3435920740562595e-05,0.0001261170311038,6.63355722656602e-05,3.654414759545353e-05,2.0456778273541915e-05,1.1559072772040192e-05
54,54,0.02,1580,2,100000.0,1.68872777614473,,2804.9,0.470522219517555,1580.0,0.0734970917868736,0.0161178361989545,0.0071751862845344,-2.344851381515462e-06,2.2425625757830945e-05,353832709077.2013,2987816093936.474,1571544213188.6335,865760883912.3011,484637886103.08167,273843931759.2171,21.71178446817992,10.220160524016842,7685560714060.666,64898019327506.94,34135336150216.25,18805095364190.984,10526765339737.346,5948133424977.801,2.4259338726049548e-05,0.0002048494692957,0.0001077475948736,5.935795645735529e-05,3.322755171254126e-05,1.8775179705533022e-05,1.5813469662093256e-05,0.0001335312930242,7.023535727578653e-05,3.8692532151930304e-05,2.1659406585047945e-05,1.2238616148056216e-05
55,55,0.02,1600,2,100000.0,1.69972180784833,,2816.55,0.4880535964789664,1600.0,0.0754444893620188,0.0166523612188907,0.0072647857261032,9.904239659058802e-06,-2.6875178931094363e-06,168378490785.24344,3099140337641.437,1630099012239.748,898018617521.2982,502695204373.3356,284047193150.7584,21.361285791856965,10.420765958341708,3595164255627.8896,66171863835469.84,34805358300861.305,19174209363348.742,10733388937091.96,6064885787754.874,1.167402792101036e-05,0.0002148697892707,0.0001130181253801,6.22614822453886e-05,3.485289495258166e-05,1.969357753631313e-05,7.602252558197773e-06,0.0001399255181001,7.359861896921903e-05,4.054534697705481e-05,2.269658010128612e-05,1.2824669532959728e-05
56,56,0.02,1620,2,100000.0,1.7120423565671,,2807.1,0.5021717440892352,1620.0,0.0763218452224464,0.0164329658279538,0.0073411365603423,5.364643941865119e-05,-1.8165806162664795e-05,21492950647.019264,3188790574966.643,1677253625258.0452,923996009124.1927,517236896411.9121,292263955059.9348,21.32311780913351,10.708642399590223,458329894702.4616,67999879237397.92,35766865614631.35,19703902015246.01,11029901671577.932,6232429876561.512,1.5061555403643662e-06,0.000223459992554,0.0001175364370283,6.475061201566433e-05,3.624626650876863e-05,2.04809001049547e-05,9.800260201094003e-07,0.0001454010567217,7.64786660552663e-05,4.213195974302096e-05,2.358473833440847e-05,1.3326522049151191e-05
57,57,0.02,1640,2,100000.0,1.72316997258232,,2832.2,0.5230345016642212,1640.0,0.0789226598069489,0.0168866312272397,0.007289983179825,0.0001094215751223,8.817824446416083e-06,22385876671.22867,3321269085567.804,1746935235558.499,962383483062.167,538725536714.1478,304406079968.5768,20.954544170608575,10.960726975098233,469119114534.20447,69600616291873.79,36608828096828.1,20167737634180.758,11289548784351.182,6379143099507.172,1.5852725065912829e-06,0.0002351981405806,0.0001237105180376,6.815190215252244e-05,3.815024957450984e-05,2.1556742963460897e-05,1.0305054812932106e-06,0.0001528904160329,8.041795111026453e-05,4.43021048032595e-05,2.4799547797476787e-05,1.4012948367117953e-05
58,58,0.02,1660,2,100000.0,1.73570025312257,,2821.65,0.5378735781110068,1660.0,0.0779931172634405,0.0161224680942571,0.0072003828097071,3.235203107483604e-05,1.1424150023654464e-05,23020989143.15109,3415497221004.894,1796497750890.7632,989687383724.2528,554009785454.337,313042422460.606,21.36919229134687,11.49780376224005,492106001023.874,73011053890224.28,38402664565881.766,21155958922521.69,11842737875107.246,6691721789623.706,1.646639607141078e-06,0.0002443028389099,0.0001284994459777,7.079011395185944e-05,3.962707465783436e-05,2.239122082607728e-05,1.069539826946e-06,0.0001586817266613,8.346408929905701e-05,4.598021685936074e-05,2.5738925741924765e-05,1.454374250660215e-05
59,59,0.02,1680,2,100000.0,1.74696458987926,,2810.6,0.5503564954931194,1680.0,0.0786240092138313,0.0163546498339084,0.0071882856147878,0.0001246459976615,-1.1725482698572326e-05,23555258007.10551,3494763746381.308,1838190694947.0188,1012655951707.3396,566867190357.913,320307480376.99554,21.65523402363567,11.926304869842912,510445848429.2767,75732035923502.52,39833858265275.33,21944400960510.96,12284094015938.2,6941109434248.576,1.7013499455346033e-06,0.0002524199101435,0.0001327688976187,7.314214719120726e-05,4.094370196029536e-05,2.3135179165914467e-05,1.1041078647010677e-06,0.0001638103958142,8.616168850704591e-05,4.7466319417055234e-05,2.6570820108460263e-05,1.5013803206916385e-05
60,60,0.02,1700,2,100000.0,1.75971452816092,,2806.7,0.5645821173552121,1700.0,0.0804962866268965,0.0159967526067412,0.007213796432381,7.520919660522981e-05,2.057955497045433e-05,24164114622.80308,3585096445205.5967,1885704271966.4087,1038831095933.5905,581519580875.8685,328586792300.73346,21.275516230808456,12.008555280742598,513966166015.7833,76254326032715.52,40108574637680.29,22095741716566.383,12368811939164.877,6988979173392.193,1.7616286750953096e-06,0.0002613631328704,0.0001374728919349,7.573356920970487e-05,4.2394334938041326e-05,2.3954857217417524e-05,1.142376297024138e-06,0.0001694880721051,8.91480568238463e-05,4.911150435804706e-05,2.749176602651547e-05,1.5534182356730103e-05
61,61,0.02,1720,2,100000.0,1.77259284131932,,2860.75,0.5905256634895464,1720.0,0.079230124093101,0.0156708215302841,0.0072021155008268,3.856082480988936e-05,-1.238892600443684e-06,25274498397.352592,3749837963158.618,1972355716055.0847,1086567220820.7654,608241433394.2329,343685936150.916,21.891041630190507,12.931948401716614,553487391593.4711,82117872350900.47,43192707661733.484,23794785059158.57,13319906853768.111,7526393969799.068,1.859310860885611e-06,0.0002758557001547,0.0001450957540971,7.993299028106365e-05,4.474509782037803e-05,2.528315236064079e-05,1.2047637804522942e-06,0.0001787441590156,9.40166127736136e-05,5.179358308486498e-05,2.8993147052940725e-05,1.638253551923447e-05
62,62,0.02,1740,2,100000.0,1.7840729127297,,2842.9,0.6021010999770408,1740.0,0.0775089553378393,0.0162516415449803,0.0073750394806975,5.298587330152241e-05,-1.0852168057586272e-05,25769927079.01734,3823341984854.209,2011017673923.316,1107866023957.755,620164132976.3519,350422840186.6378,22.539515189991167,13.577711168692892,581126038020.0558,86218465921199.86,45349555303434.266,24982988550394.92,13985042503753.676,7902227900179.264,1.9119096300504097e-06,0.000283659489505,0.000149200424401,8.219424577786809e-05,4.601090932130659e-05,2.599839730582566e-05,1.2381827960340246e-06,0.0001837023540844,9.662454529798204e-05,5.3230288427630965e-05,2.979738971764125e-05,1.6836971665696318e-05
63,63,0.02,1760,2,100000.0,1.79717806739436,,2880.15,0.6251350909340084,1760.0,0.0832241101811632,0.0164388238802383,0.0072785460585082,4.9485148520461776e-05,-9.802086263322598e-06,26755781891.975563,3969607827430.954,2087951203719.5884,1150248567318.5757,643889143662.0288,363828622923.5929,21.282212095735563,13.30263747406509,569352883889.9861,84471747960313.36,44430809163377.42,24476852952279.77,13701716598287.049,7742135009905.885,2.0013799331940565e-06,0.0002969337050415,0.0001561824527305,8.60406326419875e-05,4.816404979415604e-05,2.7215026194367784e-05,1.2965899489702485e-06,0.0001923679013074,0.0001011824866719,5.574125014264619e-05,3.120298241680737e-05,1.7631199773380484e-05
64,64,0.02,1780,2,100000.0,1.80879698312742,,2850.3,0.6342615747149764,1780.0,0.0829520113086573,0.0162398806906145,0.0072897619428234,7.646614896346168e-05,2.53814370686204e-06,27146395397.800976,4027560999440.0986,2118433659548.0205,1167041297475.5564,653289421956.4255,369140236484.1162,21.53014698284144,13.658521695139097,584584728551.9534,86731612764133.25,45619462461764.59,25131679919055.934,14068277345993.27,7949259626570.955,2.0462413487810496e-06,0.0003035895459055,0.0001596833202085,8.796925424666192e-05,4.924365862720749e-05,2.7825057593237625e-05,1.326498575488572e-06,0.0001968052793072,0.0001035164776198,5.70270415630601e-05,3.1922746092365166e-05,1.8037901190054883e-05
65,65,0.02,1800,2,100000.0,1.82212538377739,,2850.2,0.6494456246005793,1800.0,0.0857178437160768,0.0163553179038785,0.0072651963414709,6.239857124397523e-05,7.644017206082174e-06,27796272732.904797,4123979716213.678,2169148386165.9343,1194979949265.066,668928993338.5966,377977353517.5371,21.03434129789857,13.66338773522089,584792995067.4541,86762512118652.66,45635715035637.78,25140633432806.438,14073289367277.516,7952091661898.56,2.110432817613681e-06,0.0003131132801832,0.0001646926544585,9.07288874861956e-05,5.078845332107691e-05,2.869794158530753e-05,1.3692340488904165e-06,0.0002031457058516,0.0001068514421329,5.8864267522391735e-05,3.29511932326432e-05,1.8619023748930437e-05
66,66,0.02,1820,2,100000.0,1.83387836960085,,2865.0,0.6676960030549296,1820.0,0.0851984507691781,0.0161985836522747,0.0071843803683784,7.419251551399435e-05,-8.994968212897828e-06,28577388930.750984,4239869619398.802,2230104650203.465,1228560645621.0703,687726883146.5774,388599073777.96906,21.4605766095316,14.32076017298264,612928535403.6571,90936827098439.77,47831338977762.02,26350198718288.05,14750382978172.12,8334682420675.898,2.1850142457507746e-06,0.0003241785154326,0.000170512793944,9.39351918733978e-05,5.258328675521724e-05,2.9712109603433435e-05,1.418767819661559e-06,0.0002104947582908,0.0001107169279828,6.099375673311376e-05,3.4143244258210414e-05,1.9292590444930546e-05
67,67,0.02,1840,2,100000.0,1.84743958356864,,2892.8,0.6898702335814304,1840.0,0.0862309307733198,0.0160730781980935,0.0071787855122272,4.460298503749913e-05,-1.7117499695209417e-05,29526445997.28523,4380675983242.083,2304166580161.978,1269361229789.832,710566340588.8733,401504475944.3925,21.390312473181147,14.760967633816175,631769414727.3325,93732144474732.72,49301631896946.03,27160180446221.76,15203796662830.656,8590883162881.014,2.304670605602572e-06,0.0003419312697564,0.0001798504631474,9.907929706327032e-05,5.54628673778189e-05,3.133921244067049e-05,1.4770460524299518e-06,0.0002191411783394,0.0001152648087643,6.349917608577363e-05,3.554573443931894e-05,2.008506547930448e-05
68,68,0.02,1860,2,100000.0,1.86114008778218,,2878.65,0.7010613255063075,1860.0,0.0857631791480343,0.0161749568177785,0.0073589150308669,7.078315601364702e-05,-6.105909668028845e-06,30005424731.669964,4402665124179.611,2341544827191.0674,1289952838931.606,722093165271.4968,408017691444.671,21.80173572389472,15.283687279681851,654141815570.3834,95981556116402.05,51047515514137.38,28121984594614.617,15742197898072.309,8895105996774.84,2.368676601511998e-06,0.0003475534826517,0.0001848453235758,0.0001018309567004,5.700319858778875e-05,3.2209574347663155e-05,1.5120653462845173e-06,0.0002218637938005,0.0001179976228174,6.500467843839981e-05,3.638848847366947e-05,2.056126241910255e-05
69,69,0.02,1880,2,100000.0,1.87311874637202,,2905.3,0.7209802341038543,1880.0,0.0878868702665044,0.0160072343615289,0.0072159966127357,3.736440683526389e-05,-4.939764398313584e-05,30857954019.644966,4491706858467.013,2408073981906.873,1326603630751.0918,742609641126.97,419610496248.4432,21.465397251829422,15.477170444750294,662422895035.3125,96422771870794.31,51693749285465.98,28477993618340.54,15941485558092.805,9007713198844.668,2.463471195154037e-06,0.0003585847090141,0.0001922428456031,0.0001059062382962,5.92844703506696e-05,3.349860363503855e-05,1.5661471555057303e-06,0.0002279695509065,0.0001222180256866,6.732969079744264e-05,3.768998995726408e-05,2.1296673937017182e-05
70,70,0.02,1900,2,100000.0,1.88705621453883,,2912.95,0.7373485939365367,1900.0,0.085970514510825,0.0163705872483563,0.0071512858115088,9.76471935868405e-05,-2.5697171549881964e-05,31558519820.483765,4519946880830.971,2462744303748.0327,1356721412843.2275,759469051754.6329,429136881671.0645,22.20107755908241,16.367689244051046,700537099645.3849,100333935066032.94,54668082075130.5,30116548209053.92,16858719921372.578,9525995140037.71,2.5481226862010163e-06,0.0003649530856637,0.0001988488264464,0.0001095454612758,6.132164408380951e-05,3.4649705686191394e-05,1.6128028527141314e-06,0.0002309925581106,0.000125858914207,6.93354497428505e-05,3.881277893213915e-05,2.193110421214076e-05
71,71,0.02,1936,2,100000.0,1.91089411501287,,2924.85,0.7692994449265418,1936.0,0.08724637390128,0.0157401452337226,0.0074168261262079,3.215581205933634e-05,-5.11536590528974e-06,32926016242.856,4600410680660.721,2569460146054.6494,1415510978664.8374,792378428274.3383,447732276947.2474,22.262658603368315,17.131900260702842,733245331158.0817,102448763559003.05,57220546870747.5,31522696479693.24,17645857268523.93,9970765951729.057,2.711974369756523e-06,0.0003789160451201,0.0002116353830603,0.0001165895523446,6.526480375815932e-05,3.68777823177172e-05,1.7028014676405822e-06,0.0002379147844973,0.0001328821706055,7.320454907613716e-05,4.097863345022896e-05,2.3154917153430343e-05
72,72,0.02,1976,2,100000.0,1.93752271021902,,2938.5,0.8030486343674212,1976.0,0.0912952783583591,0.0159901666872922,0.0074460929627919,4.270501991372034e-05,-4.635253515979933e-07,34370481550.92563,4678561343824.597,2682182438787.1865,1477609487236.0557,827140093398.444,467374305201.8392,21.764566682642155,17.476886955089377,748010761677.8254,101820343400350.77,58372802429998.55,32157471997364.46,18001193563742.066,10171548207862.02,2.8927038541941277e-06,0.0003937591741713,0.0002257390390889,0.0001243592311148,6.961413480887737e-05,3.933536549394818e-05,1.799693870493269e-06,0.0002449770207825,0.0001404434001739,7.737001686232744e-05,4.331038987402026e-05,2.4472472724931843e-05
73,73,0.02,2016,2,100000.0,1.96452174308398,,2953.75,0.8363558152795836,2016.0,0.0910936860285232,0.0158744946782958,0.007254047099755,-1.2344934796095771e-05,1.423204032517148e-06,35796028893.96617,4738792049374.119,2793428423033.808,1538894700114.4336,861446489737.9712,486759084492.71765,22.305869144177432,18.644257106863236,797974204173.7465,105638360767487.1,62271818736923.21,34305433076628.355,19203584820069.133,10850957636194.402,3.076815363212604e-06,0.0004073185945785,0.0002401066194656,0.0001322743053343,7.404485570348089e-05,4.183893788293774e-05,1.8961789817536715e-06,0.0002510221988461,0.0001479728457723,8.151797491651297e-05,4.563234465435237e-05,2.5784489892070956e-05
74,74,0.02,2056,2,100000.0,1.99424960220818,,2942.75,0.8621148844886853,2056.0,0.0941169810739438,0.0158797323851786,0.0071479306817269,8.637732556415024e-05,1.3301357890540009e-05,36898517056.11574,4746804553994.701,2879463714192.209,1586291387459.1812,887978331023.346,501750862772.41504,22.00836494612502,18.975653149216896,812157954786.4829,104479946239588.22,63378681518384.414,34915201794559.08,19544922743693.4,11043830132844.23,3.237838171318523e-06,0.0004165312376466,0.000252672418042,0.0001391967811968,7.79199373004224e-05,4.402854709596684e-05,1.9755533943467845e-06,0.0002541447894689,0.0001541670172223,8.493033284107671e-05,4.7542523275167954e-05,2.6863833539949272e-05
75,75,0.02,2096,2,100000.0,2.02210370595017,,2999.45,0.9084395841859882,2096.0,0.0919612990796394,0.0157602564811016,0.0072350419129137,1.592400919425298e-05,1.091763126047615e-05,38881214203.16029,4885588083752.244,3034188211181.2007,1671528834902.218,935692771711.5676,528711837996.2451,22.84276914305263,20.742531220962,887780336257.1732,111553332906333.64,69280054278013.086,38166257446570.08,21364807157590.86,12072153170599.885,3.481514685818833e-06,0.0004374669621572,0.0002716882955755,0.0001496725939697,8.378411510264948e-05,4.734209222305049e-05,2.1021258599448475e-06,0.0002641409550182,0.0001640444012199,9.03717659415542e-05,5.058854289119611e-05,2.8584982488035077e-05
