,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,PhotonFlux11,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,FluxPerMilPerBwAbs11,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,AXUVCurrentAmp11,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9,GaAsPCurrentAmp11
23,23,0.02,960,2,100000.0,1.36926953155921,,2550.45,0.0821591237925726,960.0,0.0505198076215833,0.0180916421741381,0.0074939512952838,6.928301522302492e-05,-3.7361638126152216e-06,903750361718.2994,521710436082.83655,274411473467.19272,151172787778.33377,84623897506.34987,47816610047.2773,19.148523675214317,1.5732532334677003,17305785568144.707,9990158032519.898,5254665799782.12,2894785949580.569,1620450830471.7312,915633381878.2018,3.789140644452868e-05,2.187367553843245e-05,1.150520886588416e-05,6.338198896175704e-06,3.5480135125331387e-06,2.00479986824688e-06,2.0301195758894884e-05,1.1719326642634772e-05,6.16418125770081e-06,3.395836381487871e-06,1.9009301483328848e-06,1.0741178119706205e-06
24,24,0.02,980,2,100000.0,1.37836355581004,,2556.85,0.090064466093277,980.0,0.0516712624341038,0.0182449454336727,0.0071519566122216,9.374938125142064e-05,1.6143001014490024e-05,963689787198.0648,571909359692.3093,300815316751.5454,165718617611.62982,92766400076.07538,52417519266.28726,19.092504158655423,1.7186097122451358,18389123921022.945,10913171672756.611,5740156438898.752,3162241870531.0493,1770168003612.4895,1000230852526.6688,4.125077710974358e-05,2.448060136886652e-05,1.287641079874239e-05,7.093591577750298e-06,3.97086919841457e-06,2.243733857744932e-06,2.1922019549590985e-05,1.3009796648589045e-05,6.842948158470456e-06,3.769767847780132e-06,2.1102504800073564e-06,1.192393960547846e-06
25,25,0.02,1000,2,100000.0,1.38719560853008,,2559.55,0.0986944049929949,1000.0,0.0557382019933867,0.0179471004724809,0.0073482145583494,-3.264895029267092e-07,3.1497303532256784e-05,1036291252426.4471,626709471705.518,329639312676.6032,181597705187.1108,101655237142.78482,57440143705.92307,18.096146897771384,1.7865470110144552,18758743615651.785,11344573519941.793,5967067016788.28,3287246500266.5986,1840143421344.889,1039770360410.4132,4.526376073831854e-05,2.7373798160792644e-05,1.4398186749141326e-05,7.931935215095821e-06,4.440159386711247e-06,2.508905595209656e-06,2.385036611130681e-05,1.4423792838742686e-05,7.586687886834736e-06,4.179492728076621e-06,2.339607342347239e-06,1.321991721598149e-06
26,26,0.02,1020,2,100000.0,1.39664356222928,,2555.5,0.1069665477339123,1020.0,0.0543225148297437,0.0179651202866394,0.007186763757864,7.638228466618502e-05,-4.1846512451629446e-06,1091058786885.9064,679237578110.3438,357268269431.26746,196818447830.39886,110175544165.92972,62254530781.13704,18.880340863951783,2.01896000071081,20593392007250.254,12820396004513.64,6743326402374.104,3714886401307.889,2079528800732.1333,1175034720413.691,4.862331335301253e-05,3.027039605800289e-05,1.5921751627359004e-05,8.771264369563041e-06,4.910001250353225e-06,2.7743890560248326e-06,2.5392652281047457e-05,1.5808170782808958e-05,8.314848884186128e-06,4.580635313443854e-06,2.5641599852430277e-06,1.448874865448002e-06
27,27,0.02,1040,2,100000.0,1.40604835471862,,2560.0,0.1153374833450539,1040.0,0.0534809815097559,0.0181972516665649,0.0073313504459353,0.0001356687102689,2.123761736518896e-06,1149914708950.1882,732393019241.093,385227194372.4804,212220969354.89932,118797607845.4056,67126415306.82143,19.537760951883747,2.253528457435148,22467678720628.43,14309905704713.191,7526785047833.394,4146492361680.672,2321134311158.2026,1311553562227.2563,5.225107082918171e-05,3.3279267779870005e-05,1.7504370769254458e-05,9.643126411804853e-06,5.398054458782063e-06,3.050162810690448e-06,2.705267921259545e-05,1.7230141725173632e-05,9.06278320662676e-06,4.992670988081808e-06,2.794810390067534e-06,1.5792035407954414e-06
28,28,0.02,1060,2,100000.0,1.4155721082738,,2556.9,0.1246433238274491,1060.0,0.0573483482588244,0.0177110532677219,0.0071926343137911,6.788896714143794e-05,-2.1237722628379925e-05,1210286674364.532,791485106304.3022,416308701583.6803,229343715842.50653,128382623542.27266,72542414467.57545,18.586298372964183,2.317537850219182,22503292525628.25,14716365348891.8,7740576419732.065,4264269644403.296,2387063985725.757,1348807028827.564,5.605806698210523e-05,3.666001290796791e-05,1.92825894665532e-05,1.062274389774188e-05,5.94642729058377e-06,3.3600200806987903e-06,2.8763411016498965e-05,1.8810263641067807e-05,9.8939024505774e-06,5.450533086545632e-06,3.051113629968479e-06,1.7240273132443252e-06
29,29,0.02,1080,2,100000.0,1.42522230999383,,2592.85,0.1361963178593785,1080.0,0.0577487424683908,0.0176031668977858,0.0072759857075641,3.443171956707731e-05,-6.666997262012397e-08,1284331277413.94,864846618407.0538,454895701650.3244,250601224861.25653,140282207395.1599,79266256994.15833,18.860517831447048,2.569195060310702,24227509418729.914,16314388632972.955,8581111501437.744,4727318910971.691,2646270912120.0225,1495271525100.828,6.061896361508866e-05,4.081976871217527e-05,2.147055551160085e-05,1.182809046148071e-05,6.621159334415833e-06,3.741276439446616e-06,3.081187240395221e-05,2.0748185553032505e-05,1.091321885781552e-05,6.012072664185796e-06,3.365453719625744e-06,1.9016447231283332e-06
30,30,0.02,1100,2,100000.0,1.43421228863291,,2593.8,0.1458357366402797,1100.0,0.0564926568525379,0.0175100724152008,0.0070962261230316,0.0001045623308682,-7.489602507840937e-06,1332938632892.1577,926056927665.7769,487091360378.53455,268337755418.11493,150210808739.48822,84876398724.64287,19.59028672121597,2.856573767759452,26109084237321.383,18139243425272.52,9540956384316.568,5256095732677.392,2942270980792.236,1662525932836.001,6.408528135700781e-05,4.452314404999996e-05,2.341847261842517e-05,1.290119449637794e-05,7.221864310472435e-06,4.080703911354328e-06,3.225899948674023e-05,2.2411886951947532e-05,1.1788299593622798e-05,6.494153069540701e-06,3.635313946536372e-06,2.0541288513438523e-06
31,31,0.02,1120,2,100000.0,1.44409865044327,,2590.9,0.1551383266084972,1120.0,0.0583859137882199,0.0180878297839392,0.0071601215266253,1.3558472115321148e-05,-4.017165369907313e-06,1372974190485.2007,985128373963.9574,518162010872.38086,285454520959.63495,159792476406.7522,90290506086.1454,19.29004061751533,2.992193261928536,26480910368067.547,19000427213246.207,9993925494841.312,5505635601948.506,3081959059786.392,1741456478442.4077,6.721523005383679e-05,4.8227876931284015e-05,2.5367103771730493e-05,1.397469189819884e-05,7.822789486491739e-06,4.420255806930284e-06,4.20605521121105e-05,3.0179040216034093e-05,1.5873699893158087e-05,8.74479275551224e-06,4.895182901183482e-06,2.7660159694065886e-06
32,32,0.02,1140,2,100000.0,1.45381420065885,,2617.65,0.1655594093847804,1140.0,0.0594389059011177,0.0178459349783675,0.0072055642622939,2.838535273221624e-05,1.2624030672102615e-06,1417188544333.7205,1051302249593.3558,552968427345.1667,304629313267.996,170526191666.32382,96355576261.9422,19.260974143721395,3.1893439471491787,27300784187596.97,20252334064397.28,10652408783478.254,5868392862754.487,3285024265563.6533,1856198177240.8215,7.062647506888877e-05,5.239230335133688e-05,2.755752648715987e-05,1.5181391837237772e-05,8.498279126279838e-06,4.801940244169773e-06,4.412869242419315e-05,3.2735653842713374e-05,1.7218438399159474e-05,9.485606782770491e-06,5.309877709920436e-06,3.000338667158927e-06
33,33,0.02,1160,2,100000.0,1.46375114566509,,2622.25,0.177031034576634,1160.0,0.0591413116504099,0.0175936861892291,0.0072340841600177,4.787096322913667e-05,-5.930563059589462e-06,1462276345602.9976,1124147069561.6265,591283655485.9579,325737103621.0068,182341965613.9331,103032062123.60104,19.752527352305798,3.497068151667895,28885782932776.81,22206382763091.133,11680207626570.77,6434605399068.928,3601980196217.932,2035293664270.7148,7.415193541342138e-05,5.700542250305395e-05,2.998395451341736e-05,1.6518106678050278e-05,9.24654884695206e-06,5.224748960122427e-06,4.727497213511872e-05,3.6343350249153005e-05,1.911602989483009e-05,1.0530986528888432e-05,5.895063111279937e-06,3.3309968259853625e-06
34,34,0.02,1180,2,100000.0,1.47374179461199,,2623.4,0.1878267611058141,1180.0,0.0618082846561719,0.0173161065844715,0.0072411182301828,8.157262873517818e-05,-1.5994529991184362e-05,1506370624068.63,1192699933021.9204,627341382093.4194,345601240434.6981,193461563938.98868,109315174963.5839,19.200797241006235,3.606227532151504,28921944807855.05,22899544829162.043,12044799957386.02,6635458659158.767,3714414358116.049,2098824423712.175,7.771637860017835e-05,6.153354165974221e-05,3.2365673880872286e-05,1.783019159904341e-05,9.981031166855824e-06,5.639767125349601e-06,4.952185441226598e-05,3.9209947072055975e-05,2.0623814680419997e-05,1.1361622458674489e-05,6.360038658931915e-06,3.5937305820372565e-06
35,35,0.02,1200,2,100000.0,1.48319437300648,,2612.65,0.1978899976710295,1200.0,0.0600249743887161,0.0174219955602291,0.0074075112129291,0.0001107251756112,-1.116379312202895e-05,1511879582206.6665,1256601485211.0378,660952592221.2389,364117595714.6946,203826697601.16052,115171978644.53926,20.148923432360235,3.986212923469116,30454666735304.043,25312452064028.89,13313951164386.848,7334631779183.172,4105799311173.19,2319975921459.026,7.932263968567904e-05,6.592915733037461e-05,3.467769850133089e-05,1.9103881809116425e-05,1.0694020795320604e-05,6.042640876579216e-06,5.0515033168389056e-05,4.198566238472127e-05,2.208379722282977e-05,1.2165924218564906e-05,6.810272796261874e-06,3.8481347256547685e-06
36,36,0.02,1220,2,100000.0,1.49333246877473,,2663.7,0.2130671692165587,1220.0,0.0634792937344058,0.017656668886975,0.0073598478116937,5.007573615850018e-05,-2.844758377097639e-06,1578827723894.7007,1352976524525.148,711644345183.306,392043591358.46814,219459184293.05548,124005092484.0372,19.33199667001876,4.11832712106944,30516803967124.555,26151377218790.95,13755212584371.934,7577721902767.77,4241876934701.5225,2396866384462.4146,8.422500123236241e-05,7.217662048927144e-05,3.7963765737664034e-05,2.0914170346497548e-05,1.1707388835267647e-05,6.615243011772594e-06,5.358515756212518e-05,4.59198043885958e-05,2.4153093961875587e-05,1.3305896074805716e-05,7.44840921578798e-06,4.208712780183112e-06
