,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
12,12,2.25,0.02,512,100000.0,17.15,2.43,0.81,,100000.0,100.0,512.0,0.5104966975363823,0.0550152474426083,0.0455511693025662,-3.715227832739267e-05,-0.0001627740762951,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0029447839151018,100.29447839151018,3239511652045779.0,1755153371851428.2,1163415949341518.0,0.0717888007817703,0.0388948611046743,0.0257817365036698,0.0402854253567193,0.0218264688465197,0.0144678307782645
13,13,2.25,0.02,513,100000.0,17.15,2.43,0.81,,100000.0,100.0,513.0,0.5123008007278713,0.0611667667591255,0.0443816456342427,8.088612825423788e-05,6.72793792180091e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0013648217436617,100.13648217436617,3234408374232027.5,1752388438051408.0,1161583193222647.5,0.0719449420527553,0.0389794577685206,0.0258378120065622,0.0403746366282703,0.0218748031267718,0.0144998695011744
14,14,2.25,0.02,514,100000.0,17.15,2.43,0.81,,100000.0,100.0,514.0,0.5135529374775842,0.0560733404091373,0.0424725991177833,5.840391811448969e-05,-0.0001956241354774,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000870528605311,100.0870528605311,3232811807395155.0,1751523425059294.2,1161009813182161.0,0.0720851856045151,0.0390554411169973,0.0258881781118382,0.0404642438898991,0.0219233519527317,0.0145320504372393
15,15,2.25,0.02,515,100000.0,17.15,2.43,0.81,,100000.0,100.0,515.0,0.514420609284457,0.0564092497379611,0.0452982098065672,-6.865390147596235e-05,-8.407044953641306e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0011262976348263,100.11262976348264,3233637941360489.0,1751971020860946.2,1161306505256398.5,0.0722307594462495,0.0391343123934788,0.0259404585008202,0.0405542497840454,0.0219721167560617,0.0145643745354466
16,16,2.25,0.02,516,100000.0,17.15,2.43,0.81,,100000.0,100.0,516.0,0.5134864222881106,0.0551349915425623,0.0444823741652498,9.889000959167652e-05,1.4986189268349323e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0048951201098733,100.48951201098734,3245811237954890.5,1758566460192278.2,1165678339327453.0,0.0723843649482175,0.0392175351886627,0.0259956233250564,0.040644656976712,0.0220210989811907,0.0145968427532464
17,17,2.25,0.02,517,100000.0,17.15,2.43,0.81,,100000.0,100.0,517.0,0.5165158184006486,0.0557766540824073,0.0440636339441563,-1.89717294048906e-05,3.047591585268964e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0009373993633934,100.09373993633932,3233027799943760.5,1751640448885938.2,1161087383261536.2,0.0725112672499242,0.0392862903056865,0.0260411981454836,0.0407354681577277,0.0220703000854562,0.0146294560566452
18,18,2.25,0.02,518,100000.0,17.15,2.43,0.81,,100000.0,100.0,518.0,0.5161682329822952,0.0561294245739439,0.0471208527265683,-5.312600762982023e-05,0.0001182056701505,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0035487790620536,100.35487790620536,3241462556370433.0,1756210363358594.0,1164116583711982.2,0.0726702858424879,0.0393724458898928,0.0260983069898718,0.0408266860410147,0.0221197215392494,0.0146622154203025
19,19,2.25,0.02,519,100000.0,17.15,2.43,0.81,,100000.0,100.0,519.0,0.5178200897397573,0.0570128747595574,0.0439531603898941,-1.8409488800437656e-05,-5.5781546883481655e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0022786104355967,100.22786104355968,3237359911706978.0,1753987568262294.5,1162643188105292.2,0.072797146743884,0.0394411785764077,0.026143866942076,0.0409183133648585,0.0221693648261617,0.0146951218276272
20,20,2.25,0.02,520,100000.0,17.15,2.43,0.81,,100000.0,100.0,520.0,0.5196483972691794,0.0640691494869002,0.0482233122779331,-4.745938654059409e-05,-0.0001042818259654,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0006766165982004,100.06766165982005,3232185471612187.5,1751184079046850.8,1160784875253912.5,0.072950866096706,0.0395244630554908,0.0261990726539253,0.0410103528921821,0.0222192314431327,0.0147281762708765
21,21,2.25,0.02,521,100000.0,17.15,2.43,0.81,,100000.0,100.0,521.0,0.5203029711931322,0.0566996207024095,0.0452337420433938,-4.477916967127271e-05,-2.036429755171648e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0013396594781487,100.13396594781489,3234327100114420.5,1752344404086760.2,1161554004994652.5,0.073091156223815,0.0396004716382899,0.0262494554859521,0.0411016096688291,0.0222686739691799,0.0147609496024278
22,22,2.25,0.02,522,100000.0,17.15,2.43,0.81,,100000.0,100.0,522.0,0.5215543361549635,0.0566030568532687,0.0510220709167811,-0.0001537479466102,-6.424986090075856e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0008544916879074,100.08544916879076,3232760008151941.0,1751495360453838.0,1160991210357972.8,0.073236849091442,0.039679407402484,0.0263017786210751,0.0411932734827803,0.0223183370262741,0.0147938691145588
23,23,2.25,0.02,523,100000.0,17.15,2.43,0.81,,100000.0,100.0,523.0,0.5227754143186303,0.0558460505252138,0.0478387272601202,-6.321620627078898e-05,-1.809147527070862e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000429602607962,100.0429602607962,3231387616423717.0,1750751804563933.5,1160498339025236.0,0.0733636168421397,0.0397480896203543,0.0263473051197777,0.0412853470634167,0.0223682220931824,0.0148269357874809
24,24,2.25,0.02,524,100000.0,17.15,2.43,0.81,,100000.0,100.0,524.0,0.523643653560157,0.0622412661950477,0.0428834380842056,-0.0002717229242898,2.637529633991876e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0006805132410568,100.0680513241057,3232198057768613.0,1751190898171849.2,1160789395359626.0,0.0735174500458154,0.0398314357833365,0.0264025517192402,0.0413778331645766,0.0224183306619223,0.0148601506101885
25,25,2.25,0.02,525,100000.0,17.15,2.43,0.81,,100000.0,100.0,525.0,0.5246918448556244,0.0638333931357408,0.0484405171730732,-0.0001487006763498,1.239730202536875e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005873069067053,100.05873069067052,3231897001308658.5,1751027787086734.2,1160681276011778.0,0.0736577505230021,0.0399074499737627,0.0264529382683227,0.0414707345648301,0.022468664237911,0.0148935145805581
26,26,2.25,0.02,526,100000.0,17.15,2.43,0.81,,100000.0,100.0,526.0,0.5252909963714956,0.0610161650424466,0.05055266539121,3.530361213984048e-05,-4.156803830529209e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0013497349724283,100.13497349724284,3234359643960944.5,1752362036201749.8,1161565692568017.2,0.0738034951410172,0.0399864137760929,0.0265052799887244,0.0415640540677568,0.0225192243401159,0.0149270287054482
27,27,2.25,0.02,527,100000.0,17.15,2.43,0.81,,100000.0,100.0,527.0,0.5260482088874596,0.0552373935521071,0.0506322391152509,-9.391363137116486e-05,7.929938029494007e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0018093229792633,100.18093229792632,3235844113223020.5,1753166315213710.8,1162098814655945.5,0.0739574421955465,0.0400698216229741,0.0265605674758,0.0416577945022286,0.0225700125012074,0.0149606940008003
28,28,2.25,0.02,528,100000.0,17.15,2.43,0.81,,100000.0,100.0,528.0,0.5277270883780147,0.0571825050252866,0.0451063990352218,5.124926015165381e-05,-0.0001173939525574,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005171453730453,100.05171453730452,3231670379554936.0,1750905004402829.0,1160599888632732.5,0.0740841167955457,0.0401384533721997,0.0266060605210009,0.0417519587226951,0.022621030267714,0.0149945114917419
29,29,2.25,0.02,529,100000.0,17.15,2.43,0.81,,100000.0,100.0,529.0,0.5279913848884235,0.054969602023742,0.042635161813692,-1.4287497380880935e-06,-6.323455575303156e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0019102870623349,100.19102870623348,3236170227211341.0,1753343002359085.8,1162215932992308.2,0.0742435907915247,0.0402248556920025,0.0266633329158417,0.0418465496094732,0.0226722792001789,0.01502848221269
30,30,2.25,0.02,530,100000.0,17.15,2.43,0.81,,100000.0,100.0,530.0,0.5273535058854577,0.0622381005508328,0.0496775871613148,-7.357937528253233e-05,1.2688808112420542e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0050184441461116,100.50184441461116,3246209574591941.0,1758782277255695.2,1165821395209489.5,0.0743702239912133,0.0402934650107193,0.0267088110928196,0.0419415700690412,0.0227237608733195,0.0150626072074575
31,31,2.25,0.02,531,100000.0,17.15,2.43,0.81,,100000.0,100.0,531.0,0.5303357574390475,0.0551958246166238,0.04431171587149,4.418906749965741e-05,-0.0001235953673769,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.001252494389894,100.1252494389894,3234045556879357.0,1752191865182314.2,1161452893492277.0,0.0745242848965967,0.0403769345414997,0.0267641394675084,0.0420351903517395,0.0227744839367009,0.0150962293523275
32,32,2.25,0.02,532,100000.0,17.15,2.43,0.81,,100000.0,100.0,532.0,0.5316252661884846,0.0633518108527634,0.0441205118674453,0.0001017664869305,1.3348641708226345e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0007048833743402,100.070488337434,3232276773299119.0,1751233545905095.2,1160817664714234.5,0.0746646319491327,0.0404529739662483,0.0268145427433417,0.0421292295203032,0.0228254339506287,0.0151300019329881
33,33,2.25,0.02,533,100000.0,17.15,2.43,0.81,,100000.0,100.0,533.0,0.5326187107082205,0.0557072028788431,0.0433651493609739,0.0001007235430082,1.0191584433602876e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0007158766376654,100.07158766376656,3232312281539659.5,1751252784115914.5,1160830416899691.8,0.0748077372973544,0.040530507823644,0.0268659366145297,0.0422236903923718,0.0228766124416875,0.0151639259613471
34,34,2.25,0.02,534,100000.0,17.15,2.43,0.81,,100000.0,100.0,534.0,0.5318871210258749,0.0559394675232066,0.0425867865778884,-8.998623947211559e-05,-8.1910983870558e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0039724198812146,100.39724198812144,3242830916216323.0,1756951734792125.5,1164608007062208.8,0.0749370356420303,0.0406005611063631,0.0269123719333607,0.0423185758109116,0.0229280209501843,0.0151980024584079
35,35,2.25,0.02,535,100000.0,17.15,2.43,0.81,,100000.0,100.0,535.0,0.5345957330991951,0.0597647025490152,0.0476778295165978,-0.0002773636071823,-0.0001754364535655,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0007562104891137,100.07562104891136,3232442559879836.5,1751323368355948.8,1160877204167371.8,0.0750912103982675,0.0406840923210428,0.0269677411956626,0.042413888644502,0.0229796610303029,0.0152322324543722
36,36,2.25,0.02,536,100000.0,17.15,2.43,0.81,,100000.0,100.0,536.0,0.5356322703073602,0.0581378379454661,0.0444388112392239,-0.0001224948752317,-2.508019406058752e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000686533864789,100.06865338647891,3232217504383268.5,1751201434263381.0,1160796379283155.5,0.0752315678008812,0.0407601373534186,0.0270181481885517,0.0425096317876234,0.0230315342502603,0.015266616988744
37,37,2.25,0.02,537,100000.0,17.15,2.43,0.81,,100000.0,100.0,537.0,0.5369597724200048,0.0561199831268246,0.0488976456478309,-5.017908666618245e-05,6.216419107219072e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0000749173067731,100.00749173067732,3230241982900877.0,1750131105286853.0,1160086904075856.8,0.0753747041993358,0.0408376880336958,0.0270695532109069,0.0426058081609512,0.0230836421924658,0.0153011571104345
38,38,2.25,0.02,538,100000.0,17.15,2.43,0.81,,100000.0,100.0,538.0,0.5376425910894795,0.0561571598971779,0.0440330064396246,-0.0001341244690526,-6.924173712021698e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000664770456143,100.06647704561432,3232147208573342.0,1751163348298250.5,1160771133729126.0,0.075528987631388,0.040921278128461,0.0271249615022941,0.0427024207116523,0.0231359864536816,0.0153358538778689
39,39,2.25,0.02,539,100000.0,17.15,2.43,0.81,,100000.0,100.0,539.0,0.5382375674749937,0.0546707137453661,0.0438048726911324,-3.5441161268115985e-06,-5.366169102567014e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.001416535320236,100.1416535320236,3234575409084362.5,1752478936810413.2,1161643180971474.0,0.0756554293546407,0.0409897837060747,0.0271703709137409,0.0427994724136861,0.023188568645186,0.0153707083590947
40,40,2.25,0.02,540,100000.0,17.15,2.43,0.81,,100000.0,100.0,540.0,0.5395358692585432,0.0548039068374058,0.0438950908297883,-4.68032231939941e-05,-3.08185770334225e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0008602407511749,100.08602407511748,3232778577626295.0,1751505421314556.0,1160997879271363.0,0.0758153535789959,0.0410764299576603,0.0272278050005062,0.04289696626811,0.0232413903929388,0.0154057216318909
41,41,2.25,0.02,541,100000.0,17.15,2.43,0.81,,100000.0,100.0,541.0,0.5408141399035458,0.0539510310774943,0.043630738035965,-1.630493253245094e-05,-3.982719427481552e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000343667228241,100.03436672282412,3231110045147219.0,1750601417649422.0,1160398653984759.8,0.0759417539019382,0.0411449131047653,0.0272731995437301,0.042989921059591,0.0232917528960632,0.015439104776819
42,42,2.25,0.02,542,100000.0,17.15,2.43,0.81,,100000.0,100.0,542.0,0.5410025523972308,0.0549449093892472,0.0433969574894912,-7.21265656448203e-05,0.000131581414926,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0018437022124007,100.18437022124009,3235955158146054.0,1753226478871701.2,1162138694566384.8,0.0760961511848441,0.0412285648834294,0.0273286487227304,0.0430832795792724,0.0233423341373767,0.0154726329139182
43,43,2.25,0.02,543,100000.0,17.15,2.43,0.81,,100000.0,100.0,543.0,0.5427071606849267,0.06236478115694,0.0435060550819535,0.0001598817475997,9.76133724116541e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005395899230511,100.05395899230513,3231742875451455.0,1750944282365339.8,1160625924310739.2,0.0762365499877681,0.041304632346314,0.0273790705838424,0.0431770444631322,0.0233931355450406,0.0155063069898555
44,44,2.25,0.02,544,100000.0,17.15,2.43,0.81,,100000.0,100.0,544.0,0.5434503119786314,0.0556179518181683,0.0445618126355913,2.3823956659417376e-05,5.208669236358027e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0010114779755437,100.10114779755436,3233267073861006.0,1751770086457201.2,1161173314451630.5,0.076027861372703,0.0411915657592044,0.0273041235889583,0.043271218370146,0.0234441585596766,0.015540127959557
45,45,2.25,0.02,545,100000.0,17.15,2.43,0.81,,100000.0,100.0,545.0,0.5438170021885753,0.0621815307937786,0.0486527985932353,-7.049532966997945e-05,-1.542081892118036e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0021753601058143,100.21753601058144,3237026413141781.0,1753806880185175.8,1162523417722745.0,0.0761563368862083,0.0412611732355617,0.0273502634018581,0.0433658039825382,0.0234954046345021,0.0155740967862985
46,46,2.25,0.02,546,100000.0,17.15,2.43,0.81,,100000.0,100.0,546.0,0.5442054027889753,0.0541562376260059,0.0443507756324762,-0.0001137506774322,3.980981732847104e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.003297646810979,100.32976468109791,3240651399199462.5,1755770881919213.8,1163825270300736.0,0.0763130267113071,0.0413460671036493,0.0274065359087047,0.0434608040060366,0.0235468752354687,0.0156082144417964
47,47,2.25,0.02,547,100000.0,17.15,2.43,0.81,,100000.0,100.0,547.0,0.546069393382254,0.061080694994021,0.0479515671942895,-7.612354941345202e-05,4.110233944951993e-06,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.00170419113216,100.170419113216,3235504537356877.0,1752982334481280.0,1161976861713305.5,0.0764556249057257,0.0414233261873126,0.0274577476441615,0.0435562211701304,0.0235985718414019,0.0156424819063007
48,48,2.25,0.02,548,100000.0,17.15,2.43,0.81,,100000.0,100.0,548.0,0.5477247268017891,0.0566573872475281,0.0467561985270803,1.871937622336168e-05,-7.910126395238634e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0005025758099664,100.0502575809966,3231623319866191.0,1750879507667440.8,1160582987939561.0,0.0766039052927579,0.0415036638583053,0.0275110000432195,0.0436520582283318,0.0236504959441426,0.0156769001686888
49,49,2.25,0.02,549,100000.0,17.15,2.43,0.81,,100000.0,100.0,549.0,0.5487724169424837,0.0562519608777128,0.0423721853304859,1.810438819869752e-05,-9.10113310616382e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004147130039522,100.04147130039522,3231339523002765.0,1750725747756916.2,1160481067084584.8,0.0767578989226367,0.041587096939509,0.027566304257046,0.0437483179584407,0.0237026490486907,0.0157114702265607
50,50,2.25,0.02,550,100000.0,17.15,2.43,0.81,,100000.0,100.0,550.0,0.5491352278382919,0.062406861203721,0.0489549267558607,4.0074218801904623e-05,1.6153325506157397e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0015747890826678,100.1574789082668,3235086568737017.0,1752755880894668.8,1161826755335894.8,0.0768863278607924,0.0416566791815439,0.0276124273431948,0.0438450031628129,0.0237550326733506,0.0157461930863352
51,51,2.25,0.02,551,100000.0,17.15,2.43,0.81,,100000.0,100.0,551.0,0.5507585920904603,0.0556038196876334,0.0494425511696832,1.0787162770687145e-07,-2.421057932977941e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000438318916866,100.0438318916866,3231415770101477.0,1750767058104515.8,1160508449943564.5,0.077046081308867,0.0417432329072808,0.0276698000985404,0.0439366892711637,0.023804707809454,0.0157791206051238
52,52,2.25,0.02,552,100000.0,17.15,2.43,0.81,,100000.0,100.0,552.0,0.5517459771950826,0.0560124644744002,0.0496749490457639,-8.312534321262905e-05,-4.54430203096428e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004603981096678,100.0460398109668,3231487085894227.5,1750805696691918.8,1160534061807214.8,0.0771744843718289,0.0418128011302478,0.02771591389205,0.0440287596403218,0.0238545911363972,0.0158121861246976
53,53,2.25,0.02,553,100000.0,17.15,2.43,0.81,,100000.0,100.0,553.0,0.5523025857787616,0.0559981979797463,0.0415857045699361,-0.0001005131567449,-2.1723417294159343e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0012627393736626,100.12627393736626,3234078648176930.0,1752209793903909.5,1161464777673448.5,0.077328602202639,0.0418963015029778,0.0277712627105452,0.0441212166910426,0.0239046839657351,0.0158453905144301
54,54,2.25,0.02,554,100000.0,17.15,2.43,0.81,,100000.0,100.0,554.0,0.553821631327537,0.0559915599013973,0.0434659351660764,3.933266200523609e-05,7.031962790491875e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.000322068807669,100.0322068807669,3231040282248771.5,1750563620413421.0,1160373599816896.2,0.0774684369263329,0.0419720633501803,0.0278214819921195,0.044214062864458,0.0239549876200624,0.0158787346510127
55,55,2.25,0.02,555,100000.0,17.15,2.43,0.81,,100000.0,100.0,555.0,0.5534525003603221,0.0556312517136644,0.0430550180871512,-3.8515556773462736e-05,-8.544062545557688e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.002796083925306,100.2796083925306,3239031351078738.5,1754893146869285.5,1163243457353355.0,0.0776168880896457,0.0420524935470217,0.0278747957225972,0.0443073006222912,0.0240055034331299,0.0159122194185318
56,56,2.25,0.02,556,100000.0,17.15,2.43,0.81,,100000.0,100.0,556.0,0.5532444887493284,0.0613402751559271,0.0419624052134686,4.830344863856091e-05,0.0001284038445451,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0049806393135534,100.49806393135536,3246087464982777.0,1758716118798718.5,1165777541603722.0,0.0777711249463486,0.0421360584074644,0.0279301872872335,0.0444009324470742,0.0240562327499628,0.0159458457085467
57,57,2.25,0.02,557,100000.0,17.15,2.43,0.81,,100000.0,100.0,557.0,0.5567359683882387,0.0548300984598374,0.0433898440053366,-9.03961808997547e-05,-3.225770640561464e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0004742492433636,100.04742492433634,3231531825056064.0,1750829936175886.0,1160550129122301.8,0.077896588587266,0.0422040340643082,0.0279752454369128,0.0444949608423681,0.0241071769269796,0.0159796144201693
58,58,2.25,0.02,558,100000.0,17.15,2.43,0.81,,100000.0,100.0,558.0,0.5573302368059103,0.056211868036901,0.0427364300182543,-0.0001060123020441,8.731932653471205e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.001201734895864,100.1201734895864,3233881603713640.0,1752103036067761.8,1161394012479202.0,0.0780393265077324,0.0422813688509386,0.0280265073526221,0.0445893883329863,0.0241583373321133,0.0160135264601437
59,59,2.25,0.02,559,100000.0,17.15,2.43,0.81,,100000.0,100.0,559.0,0.5577699998078742,0.0549835620187482,0.0428372237951246,9.210411031130134e-05,3.461805043678191e-05,3230000000000000.0,1750000000000000.0,1160000000000000.0,1.0022052103780223,100.22052103780224,3237122829521012.5,1753859118161539.0,1162558044038506.0,0.0781849676249713,0.0423602765769968,0.0280788119024665,0.0446842174652206,0.0242097153449338,0.0160475827429275
