,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,2400,1,100000.0,100,,100000.0,100.0,,0.09982425018901465,0.10679458191482565,0.10953010252871331
1,1,2.5,0.01,2400,1,100000.0,150,,100000.0,100.0,,0.14983439526155565,0.08948362447970101,0.0871970803159172
2,2,2.5,0.01,2400,1,100000.0,200,,100000.0,100.0,,0.19902702387456653,0.07690664046901625,0.07592465668060662
3,3,2.5,0.01,2400,1,100000.0,250,,100000.0,100.0,,0.24918607342757468,0.06896026618863232,0.06766142785081491
4,4,2.5,0.01,2400,1,100000.0,300,,100000.0,100.0,,0.2996592744864358,0.06458980961070879,0.06536514089997253
5,5,2.5,0.01,2400,1,100000.0,350,,100000.0,100.0,,0.34961583515681693,0.062033562643832765,0.061488088214583354
6,6,2.5,0.01,2400,1,100000.0,400,,100000.0,100.0,,0.39911536532032976,0.056297292197554416,0.058036108424118285
7,7,2.5,0.01,2400,1,100000.0,450,,100000.0,100.0,,0.4351066844708639,0.0569917862110932,0.056316852952957366
8,8,2.5,0.01,2400,1,100000.0,500,,100000.0,100.0,,0.4993313672966906,0.053284063481335166,0.05248322712846482
9,9,2.5,0.01,2400,1,100000.0,550,,100000.0,100.0,,0.5492728385063401,0.053426004582432095,0.05142902363433111
10,10,2.5,0.01,2400,1,100000.0,600,,100000.0,100.0,,0.5993065007400105,0.050285018904221726,0.04839904831575513
11,11,2.5,0.01,2400,1,100000.0,650,,100000.0,100.0,,0.6480055279836734,0.04768301572464968,0.04782615127207131
12,12,2.5,0.01,2400,1,100000.0,700,,100000.0,100.0,,0.6976425898539788,0.04612080287804478,0.0460015604017095
13,13,2.5,0.01,2400,1,100000.0,750,,100000.0,100.0,,0.7491689912578748,0.044699477085445936,0.04621189247139021
14,14,2.5,0.01,2400,1,100000.0,800,,100000.0,100.0,,0.7975868372049943,0.045938769146323805,0.044470098969329595
15,15,2.5,0.01,2400,1,100000.0,850,,100000.0,100.0,,0.8211548065040397,0.044902412800707274,0.0434152968638644
16,16,2.5,0.01,2400,1,100000.0,900,,100000.0,100.0,,0.8989174237220366,0.042374133434279926,0.04330718455328224
17,17,2.5,0.01,2400,1,100000.0,950,,100000.0,100.0,,0.9473353772610494,0.04255417747394132,0.04178863113764923
18,18,2.5,0.01,2400,1,100000.0,1000,,100000.0,100.0,,0.99740013986368,0.04230770372181407,0.042652196771568576
19,19,2.5,0.01,2400,1,100000.0,1050,,100000.0,100.0,,1.0466560200620507,0.04088656062970707,0.04092952035863132
20,20,2.5,0.01,2400,1,100000.0,1100,,100000.0,100.0,,1.062342254074513,0.0409590331989762,0.040937691243631294
21,21,2.5,0.01,2400,1,100000.0,1150,,100000.0,100.0,,1.148404322368242,0.038986762319554655,0.04034325795463801
22,22,2.5,0.01,2400,1,100000.0,1200,,100000.0,100.0,,1.1971835732002318,0.040014753055627184,0.03933105790363915
23,23,2.5,0.01,2400,1,100000.0,1250,,100000.0,100.0,,1.247686121915308,0.040810759048771045,0.03864564538585272
24,24,2.5,0.01,2400,1,100000.0,1300,,100000.0,100.0,,1.298393594520985,0.03946592430912396,0.03768969704182519
25,25,2.5,0.01,2400,1,100000.0,1350,,100000.0,100.0,,1.347812504306512,0.037351017450329135,0.03771397358341368
26,26,2.5,0.01,2400,1,100000.0,1400,,100000.0,100.0,,1.397528307876723,0.038409279726757034,0.03812830564421468
27,27,2.5,0.01,2400,1,100000.0,1450,,100000.0,100.0,,1.4448397885707664,0.03664908542369335,0.0365978876599081
28,28,2.5,0.01,2400,1,100000.0,1500,,100000.0,100.0,,1.4965070288416655,0.03781358381907971,0.036898751700573086
29,29,2.5,0.01,2400,1,100000.0,1550,,100000.0,100.0,,1.4985633208343239,0.03604931526345603,0.0365615064198556
30,30,2.5,0.01,2400,1,100000.0,1600,,100000.0,100.0,,1.5963261759774923,0.036337709430722655,0.036675346870752815
31,31,2.5,0.01,2400,1,100000.0,1650,,100000.0,100.0,,1.6461764182522756,0.03570608606481244,0.03725164830117629
32,32,2.5,0.01,2400,1,100000.0,1700,,100000.0,100.0,,1.6972846366153362,0.03621861829557673,0.03540718860163958
33,33,2.5,0.01,2400,1,100000.0,1750,,100000.0,100.0,,1.7478218996503982,0.03602190776281415,0.03655423993643288
34,34,2.5,0.01,2400,1,100000.0,1800,,100000.0,100.0,,1.7375490309706234,0.03701606171208344,0.035561792680486905
35,35,2.5,0.01,2400,1,100000.0,1850,,100000.0,100.0,,1.8468419714355375,0.034263673698535654,0.034989767838908205
36,36,2.5,0.01,2400,1,100000.0,1900,,100000.0,100.0,,1.8943434168577595,0.035302887512297175,0.035511981328604156
37,37,2.5,0.01,2400,1,100000.0,1950,,100000.0,100.0,,1.877594825295236,0.034399868905639244,0.03498222209298354
38,38,2.5,0.01,2400,1,100000.0,2000,,100000.0,100.0,,1.9979408091775892,0.03418738616886885,0.03557015634521844
