sep=	
DetectorAtFocus_RN	DetectorAtFocus_RS	DetectorAtFocus_RO	DetectorAtFocus_OX	DetectorAtFocus_OY	DetectorAtFocus_OZ	DetectorAtFocus_DX	DetectorAtFocus_DY	DetectorAtFocus_DZ	DetectorAtFocus_EN	DetectorAtFocus_PL	DetectorAtFocus_S0	DetectorAtFocus_S1	DetectorAtFocus_S2	DetectorAtFocus_S3
2	2	1	-0.00124393817247914	-0.00271746767177505	1000	0.000974231714513264	0.000733435615813666	0.999999256472106	999.999842434868	87.8857458373186	0.208297	-0.000701527	-0.00239716	-0.208282
9	2	1	-0.00981604749901321	0.0139176372215228	1000	-0.00149352769623934	0.00164588045766597	0.99999753022322	1000.0541270548	-149.786509317728	0.211252	-0.00070405	-0.00239916	-0.211237
14	2	1	-0.00142970131504649	0.00197300528443634	1000	-0.000607247792354357	0.000532044549498846	0.999999674089305	999.986906364003	-59.5547624107803	0.210256	-0.000703209	-0.00239867	-0.210241
32	2	1	-0.000261597006176839	0.000701064736375878	1000	-0.000231163648276942	0.000493235228981015	0.999999851641177	1000.05671295971	-21.5155065627841	0.209802	-0.000702777	-0.00239829	-0.209787
39	2	1	-0.000329399014334014	-0.000296853951178844	1000	0.000246732835206129	-0.000110683454248978	0.99999996343604	999.949887186408	22.7794850388818	0.209245	-0.000702301	-0.00239806	-0.20923
49	2	1	-0.000534441432561761	0.000990988710551033	1000	0.000825856911074691	-0.000375687002544194	0.999999588409735	999.909419485919	74.5933217355505	0.20848	-0.000701746	-0.00239739	-0.208465
124	2	1	-0.000948825245973506	0.00147970269784972	1000	-0.00103804460090401	0.00020337807026989	0.999999440550227	999.935422665037	-106.12459434518	0.210782	-0.000703695	-0.00239903	-0.210767
126	2	1	-0.00102372665909911	0.000643782176414254	1000	0.000176217475999586	-0.000833675111180224	0.999999636966539	1000.02649570249	17.84536190781	0.20929	-0.000702347	-0.00239796	-0.209275
153	2	1	-6.24306649839035e-05	0.00228271012477432	1000	0.000861536831639229	-0.000576904250144331	0.999999462467743	1000.06654004782	78.5734373347059	0.208446	-0.000701617	-0.00239722	-0.208431
168	2	1	-0.00011234200214022	0.000170941308024419	1000	-0.000359003931766157	0.000179126212769418	0.999999919514985	999.993075083929	-34.6529044588315	0.209954	-0.000702956	-0.00239845	-0.209939
262	2	1	-0.00407660850678754	-0.0026691892753552	1000	-0.000440017416725291	-0.00122315774608254	0.999999155134544	999.976597786108	-38.8218916187416	0.21001	-0.000703014	-0.0023985	-0.209995
292	2	1	-0.0039321103693406	-0.0106582245263416	1000	-0.00210471451314994	-0.000761353969454388	0.999997495255339	999.838349782594	-231.966774673352	0.212085	-0.000704792	-0.00239988	-0.21207
