,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.01,100,1,300000.0,-0.0018369108587388,0.0007253593308894,-3.72193257671973e-05,0.0016467962153988,-0.0001496247485414,1.3245566710209412e-05,0.0004666503406602,0.0009977799088932,0.0003890721507751,4.6706554334352167e-05,0.0008564188274855,0.0029238800160207,-0.0002651131332145,0.0003951984469708,-0.0001387453226948,0.0008672039520804,-0.0003162616834564,0.0002905310129633,0.0022798531837409,0.0022316150756584,0.0003782275934081,0.0001071103961824,0.0013656362766765,0.0011769803812118,0.0003773111183284,0.0003021086506928,,765.8,0.2552666666666666,100.0,0.0039696263113512,0.0029637638336096,0.0449172066492297,0.0001723550463042,-0.0001240252105721,6177453333333.334,3982160000000.0,3216360000000.0,25.572460780111545,6.51383215215655,157634738082188.5,101615781573642.16,82074285117172.53,2.5560992257047777e-05,1.6477333851650635e-05,1.330861580325628e-05,1.2299313768433348e-05,7.928483255684307e-06,6.403774937283478e-06
1,1,2.25,0.01,100,1,300000.0,-0.0020615251989482,-0.0028139223893659,0.0004234506808554,0.0017971589282436,-0.0001561050295986,0.0003206124077671,-0.0006711467348401,0.0025971259758608,0.0002693210543778,0.000444041523628,0.0026838932259273,-0.0024877110706363,0.0002712596345194,-0.0004238814095431,0.0019062624376747,-0.0017229176687258,0.0002265506404992,-0.0001300644017966,0.0018615670429881,0.001467660300746,-0.000368881773036,-0.0004687279118137,-0.000114278030729,-0.0002092404312874,0.0003167439247025,-0.0003484667231999,,756.6,0.2522,100.0,0.0039428815830603,0.0031151181473377,0.0430435109511233,0.0010542754423031,0.0036328664373767,6103239999999.999,3934320000000.0,3177720000000.0,25.53892640074232,6.440592356721815,155862335032667.9,100473240764860.31,81151463694694.84,2.5253913217135478e-05,1.627938207385593e-05,1.3148731675037478e-05,1.215155497152869e-05,7.833233783299486e-06,6.326842671126508e-06
2,2,2.25,0.01,100,1,300000.0,0.0015258878488161,0.0026081025331556,0.0019997184696342,0.0010933154297676,0.0003598956238761,-3.4503945618210815e-05,-0.0025032256599772,-0.001314259228161,0.0001048381987555,-8.293562489650554e-05,-0.0025475078127072,0.002354506080199,0.0002529255827325,-0.0003660259197865,-0.000672077934916,0.0021116609663514,-0.0003690545801579,-0.0003323721096914,3.609876562133286e-05,0.0003658200389227,0.0003409862066412,-0.0004051129357993,0.0029269820602631,0.0004170586580559,0.0001591564059833,0.0002539255248609,,780.4,0.2601333333333333,100.0,0.0036291513387197,0.0030983147578169,0.0464900452834663,0.0001623728967355,-0.0006579269771742,6295226666666.666,4058080000000.0,3277680000000.0,28.379216323446464,7.376483772267211,178510907288866.53,115073146847368.48,92943695530566.86,2.6048313342126e-05,1.67914747164118e-05,1.3562344963255682e-05,1.253380055482552e-05,8.079640027077608e-06,6.525863098793454e-06
3,3,2.25,0.01,100,1,300000.0,-0.0007561600357877,-0.0008354688194321,0.0019985518873457,-0.0023576026728105,0.0004834202452914,0.0004854687058851,0.002931993107583,0.0028543331181252,-0.0002079850604686,0.0003151506231167,-0.0010791843522811,0.0024408954906081,0.0003704444087809,-3.0521064066966184e-05,-0.0001407107780595,-0.001802086456489,-0.0004396389295455,-0.0003055485164259,0.0029251179306543,6.475348760268248e-05,0.0003820364847754,-0.0003280973443317,0.0014301975366632,-0.0001592405458871,-0.000280684416583,0.0001642367808139,,768.3,0.2561,100.0,0.003974393994467,0.0029602570835727,0.0448295783411929,-0.0006945255867614,0.0001891027354084,6197620000000.001,3995160000000.0,3226860000000.0,25.477320304868552,6.531646965189713,158065856557591.06,101893692656959.56,82298751761390.38,2.5644437648328297e-05,1.653112509561659e-05,1.3352062577228784e-05,1.233946561541831e-05,7.95436626448453e-06,6.424680444391351e-06
4,4,2.25,0.01,100,1,300000.0,0.0009366118647621,0.000236830906684,0.0019702616757016,0.0025765985457571,0.0004370313465633,-0.0001025804048144,0.002191100020936,-0.0018157417219149,-0.0001548466191762,-0.0004115367945211,0.0026693086124559,-0.0001529456116555,0.0003711471780276,-0.0003564490155256,0.0010622165680725,0.0008373469103324,0.0004103695528819,0.0001333399705468,0.0023340140523739,0.0014243746680341,0.0003461128046893,-0.0002362267577332,-0.0003395640487994,0.0011494696827345,9.940046566042528e-05,1.959422854190399e-05,,757.7,0.2525666666666666,100.0,0.0036280155620573,0.0029751519697072,0.0399317889206422,-0.0005945454564694,0.0011555956317958,6112113333333.334,3940040000000.0,3182340000000.0,28.21276909544598,7.119665781103663,172295911902708.7,111066786185217.14,89707788841906.16,2.529062918929891e-05,1.6303050221200946e-05,1.3167848255585384e-05,1.2169221784202076e-05,7.844622307171585e-06,6.336041094253973e-06
5,5,2.25,0.01,100,1,300000.0,0.0002028914787003,-0.0003356888055021,-0.0014222257049003,0.0029536601102081,0.0001672205251752,-0.000462147625576,0.0005149166168928,-0.0028157853291053,-0.0004531756616219,0.0004759480731604,-0.0014598979281574,0.0025725507932617,-0.0003760001219779,7.934328325976737e-05,0.0003248183921679,-0.0019946528674267,0.000401092126631,0.0002161611391305,-0.0009867935105477,-0.0008911509435885,0.0004863835209115,0.000495703148438,0.0029724451461115,-0.0028826915435615,5.04867183237556e-05,-0.0001145552622198,,780.6,0.2602,100.0,0.0038153868109218,0.0029314783907855,0.0428306447151192,0.0023196414078112,-0.0033320522282776,6296839999999.999,4059120000000.0,3278520000000.0,26.58481136560122,6.921345783276136,167496567955282.47,107972994219107.72,87208956869279.31,2.605498897342843e-05,1.6795778015929077e-05,1.356582070517348e-05,1.253701270258432e-05,8.081710667781626e-06,6.527535539362082e-06
6,6,2.25,0.01,100,1,300000.0,0.0022504457064347,-0.0014363984745916,-0.0015169209084325,-0.000276958598656,-0.0002040012847145,-0.0004672924395622,-0.0023009391699064,0.0026905610697748,-0.0002652783569491,0.0001340963683045,0.0009790020275252,-0.0006880671803803,-9.65340963327539e-05,-0.0002899332586259,0.0003795196150003,0.0017147609661742,0.0003543124176757,-0.0001521460752662,-0.0028767930494911,-0.0001551342907068,-6.786505743374739e-05,-0.0002796957881023,-0.00076482819932,-0.0007743344857518,-0.0001192488428023,-0.0003937559128481,,770.4,0.2568,100.0,0.0037968305402216,0.0028554408767298,0.0420920148863708,0.0002601047494942,-0.0003692944548632,6214560000000.0,4006080000000.0,3235680000000.0,26.82251783238732,6.867921101757018,166203690662519.8,107139569187409.48,86535805882138.42,2.571453177700393e-05,1.6576309740547987e-05,1.3388557867365683e-05,1.2373193166885677e-05,7.976107991876717e-06,6.442241070361964e-06
7,7,2.25,0.01,100,1,300000.0,0.0013171091714179,0.0029878870717469,-0.0020302059024343,0.002920722858518,-0.0003665998017419,-0.0001026054438506,-0.0006034799963955,0.0005063346125682,-0.0003982535761832,-0.000401616570051,-0.0026943250205054,-0.0014564707017916,0.0003445125960336,-6.011977240430666e-05,-0.0007287872872231,0.0023957537076836,-0.0001438762264694,-0.0002324504815971,0.001025386315132,-0.0016105074982276,0.0001003586214217,0.0001159262380769,-0.0017863485196707,-0.0028550336899948,0.0003707649526988,0.0003403297466495,,770.7,0.2569,100.0,0.0039171328918527,0.0031889354583385,0.0433194298030629,0.0031770162173693,-0.0039107451001249,6216979999999.999,4007640000000.0,3236940000000.0,25.67167799133373,6.605778970547341,159859851087245.7,103050151940538.52,83232815028896.5,2.572454522395759e-05,1.6582764689823905e-05,1.3393771480242385e-05,1.2378011388523871e-05,7.979213952932744e-06,6.444749731214908e-06
8,8,2.25,0.01,100,1,300000.0,-0.0005977659290503,-0.0016511783731904,0.0004401957120159,-0.0017237906591455,0.0002251837395336,0.00019087851903,0.0012336467374733,-0.0002529101065805,-7.64347318407306e-05,0.0002689239996907,-0.0021871472368066,0.000519072210173,0.0002801756714155,-0.000181752503332,0.0012748879300412,-0.0029857769694409,-0.0001405186701763,-6.081533833951871e-05,0.0023131718438887,-0.0015745453517394,-0.0004552443247692,-0.0002838033314027,-0.0006419473698371,0.0020382734897999,-0.0002326353428054,-0.0003636958164601,,761.7,0.2539,100.0,0.0042351449321599,0.0032079599754454,0.0393807179285278,-0.0021579019720468,0.0015733551205813,6144380000000.002,3960840000000.0,3199140000000.0,24.171250113255283,6.134099605777484,148445210459815.1,95691953850128.72,77289655032796.3,2.5424141815347733e-05,1.6389116211546474e-05,1.3237363093941378e-05,1.2233464739378011e-05,7.886035121251943e-06,6.369489905626568e-06
9,9,2.25,0.01,100,1,300000.0,0.0018342835483584,-0.002838928305573,0.001529565399272,-0.0014744111409062,0.0002861813077228,8.138773896258951e-05,0.0012746358109793,0.0005735800387991,2.892280515396945e-05,1.810219020894927e-05,-0.0026043582722963,0.002601663365084,-0.0003942795480035,0.0001375146399096,-0.0001058564294063,0.0016389465479156,-0.0003295703960794,9.43309386985708e-05,-1.7060259248867764e-05,0.0007421782219033,9.470778094634672e-05,-0.0001063176281601,-0.0005137136169082,0.002549284145433,0.0001705790393067,0.0002985521469245,,766.6,0.2555333333333333,100.0,0.0038848029276891,0.0031696292090343,0.0429497142906986,-0.0014131782809282,0.0024905698018966,6183906666666.666,3986320000000.0,3219720000000.0,26.182140695238854,6.702316638341739,162196062647870.1,104556139558131.12,84449189643105.9,2.5587694782257545e-05,1.649454704971974e-05,1.3322518770927483e-05,1.2312162359468538e-05,7.936765818500377e-06,6.410464699557998e-06
