,Simulation Number,PG.cFactor,ExitSlit.openingWidth,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaXs,SU.electronSigmaY,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
57,57,2.25,0.02,385,1,100000.0,0.01715,5.72,0.00243,,526.9,0.5269,385.0,0.0253606982428549,0.0044883341999153,0.0211775025089249,-2.7097855168408856e-05,-0.0001704755653822,11960630000000.0,8166950000000.0,6638940000000.0,15.526322491781109,8.19578369356589,186044289843945.7,127034647250271.23,103266874538930.16,0.0001983443166877,0.0001354333439937,0.0001100942022143,0.0001065791326198,7.277429760387799e-05,5.915846127799115e-05
58,58,2.25,0.02,390,1,100000.0,0.01715,5.72,0.00243,,515.8,0.5158,390.0,0.025258779338344,0.0043687774079172,0.0214364998798117,-1.385789250772715e-05,8.016353470549757e-05,11691646599407.34,7994900000000.0,6499080000000.0,16.015612692440815,8.235770172730437,186680330231687.03,127654437677321.78,103770704176403.48,0.0001964747640739,0.0001343519989198,0.0001092151733154,0.0001055269430325,7.21606960728566e-05,5.865966261406406e-05
59,59,2.25,0.02,395,1,100000.0,0.01715,5.72,0.00243,,531.9,0.5319,395.0,0.0242020340833277,0.0042866209368699,0.021114884452053,6.540718330184913e-05,-0.0002981664010416,12020940000000.0,8244450000000.0,6701940000000.0,17.397965621983257,9.273258929800187,209575651813484.3,143735513411902.94,116843062515482.38,0.0002046515500517,0.0001403583639735,0.000114097766843,0.0001100088311331,7.544853462673592e-05,6.133235718044339e-05
60,60,2.25,0.02,400,1,100000.0,0.01715,5.72,0.00243,,556.4,0.5564,400.0,0.0249809463157645,0.004543787999609,0.0214027066817838,-2.8909753399296007e-05,-3.281786093997522e-06,12569114936189.578,8624200000000.0,7010640000000.0,16.281666115693533,9.029933229652936,203986823561512.1,139963965059620.48,113777158693626.95,0.0002168295989403,0.0001487759350339,0.0001209404375114,0.0001166485534949,8.003749350360087e-05,6.506273665454006e-05
61,61,2.25,0.02,405,1,100000.0,0.01715,5.72,0.00243,,562.0,0.562,405.0,0.0248544990706533,0.0041005842041933,0.0207371203177931,2.7500182999854607e-05,6.415051228175539e-06,12645897381688.309,8711000000000.0,7081200000000.0,16.574618187591845,9.293568904684337,209120139996952.88,144050318022607.2,117098968199022.62,0.0002209959786489,0.0001522308707643,0.0001237489659116,0.000119130651773,8.206195861575203e-05,6.670843087474035e-05
62,62,2.25,0.02,410,1,100000.0,0.01715,5.72,0.00243,,564.1,0.5641,410.0,0.0287661701025057,0.0041103724652901,0.0213307654628787,-5.894011394201293e-05,0.0001687460694846,12692250000000.0,8743550000000.0,7107660000000.0,14.59500703982587,8.241497998240758,185433704960417.03,127743218972731.77,103842874777833.52,0.0002246694311662,0.0001547722748034,0.000125814881453,0.0001213976910789,8.36295205210854e-05,6.798270700423717e-05
63,63,2.25,0.02,415,1,100000.0,0.01715,5.72,0.00243,,565.3,0.5653,415.0,0.0269235752540566,0.0042631096454855,0.0200104746068767,-2.9078562523798763e-05,0.0001185590877172,12676655378765.023,8762150000000.0,7122780000000.0,15.795353643556265,8.915389619537113,199924503404017.3,138188539102825.23,112333909206167.62,0.0002271973207819,0.0001570396090142,0.000127658004747,0.000123022368017,8.503350526719298e-05,6.912401073333106e-05
64,64,2.25,0.02,420,1,100000.0,0.01715,5.72,0.00243,,583.5,0.5835000000000001,420.0,0.0301142972086949,0.0041702454113467,0.0204501409913545,2.429048840355089e-05,-0.0001556303510842,13033160195075.29,9038799827501.455,7352100000000.0,14.102090006028863,8.219539479805192,183593101576772.75,127326087458791.05,103566197445545.44,0.000236453697158,0.00016398614036,0.0001333852420177,0.0001283599924664,8.902064122578648e-05,7.240880081941378e-05
65,65,2.25,0.02,425,1,100000.0,0.01715,5.72,0.00243,,586.3,0.5863,425.0,0.0275573395692446,0.0043443686370302,0.0203253404863588,-5.192959092437057e-06,-5.207206169959372e-05,13074490000000.0,9064883122213.031,7387380000000.0,15.88675286334044,9.306494061484573,207534817571105.97,143889273315584.66,117261825174705.6,0.0002401431091982,0.0001664974478918,0.0001356862410716,0.0001305945204097,9.05445691507532e-05,7.378883215976803e-05
66,66,2.25,0.02,430,1,100000.0,0.01715,5.72,0.00243,,593.8,0.5938,430.0,0.0321821861238788,0.0043613237275375,0.0200718110110105,3.398637278182402e-05,0.0002598609107289,13217532295777.074,9163330152195.783,7481880000000.0,13.493557133050652,7.9996348038666465,178065731516553.88,123447785120960.0,100795398528719.77,0.0002456902750832,0.0001703299114685,0.0001390747617788,0.0001339239682106,9.284558634283551e-05,7.580863332532882e-05
67,67,2.25,0.02,435,1,100000.0,0.01715,5.72,0.00243,,611.3,0.6113000000000001,435.0,0.0297041072559408,0.0041312049951349,0.020641611259335,-7.621901084025231e-06,3.956788911265006e-06,13570860000000.0,9415356683977.076,7702380000000.0,14.757966293238876,9.022642302002684,200302659104459.6,138968420587756.08,113685293005233.84,0.0002552385284215,0.0001770824976885,0.0001448651107257,0.0001393971890185,9.671268109419847e-05,7.91173234970556e-05
68,68,2.25,0.02,440,1,100000.0,0.01715,5.72,0.00243,,602.0,0.602,440.0,0.0306907374635727,0.004219358042604,0.0194193340302648,3.450909697333266e-06,0.0002266533669084,13353736769939.07,9270800000000.0,7585200000000.0,14.97492075230275,9.047476192613942,200693713469197.9,139331133366254.72,113998200026935.7,0.0002541641279117,0.0001764528414509,0.0001443705066416,0.0001390818662993,9.655725496933848e-05,7.900139042947086e-05
69,69,2.25,0.02,445,1,100000.0,0.01715,5.72,0.00243,,610.2,0.6102000000000001,445.0,0.0302654825141359,0.0041676330840016,0.0192048886419921,1.2835954048408222e-06,0.0002137116302639,13485420000000.0,9397080000000.0,7688520000000.0,14.881772408999542,9.088763861390133,200861681336722.0,139966963465408.08,114518424653515.7,0.0002596929506981,0.0001809625086312,0.0001480602343346,0.0001423353457738,9.918390610486584e-05,8.115046863125898e-05
70,70,2.25,0.02,450,1,100000.0,0.01715,5.72,0.00243,,608.9,0.6089,450.0,0.0345396632769847,0.0045080458173752,0.0200078195943068,-6.073892780401698e-07,-5.903864289445267e-05,13456690000000.0,9377060000000.0,7672140000000.0,13.176563785277668,8.026558610729465,177386945297121.2,123609002605233.77,101134638495191.28,0.0002620416679782,0.0001825991713513,0.0001493993220147,0.0001439610802945,0.000100316770884,8.2077357996031e-05
71,71,2.25,0.02,455,1,100000.0,0.01715,5.72,0.00243,,632.4,0.6324000000000001,455.0,0.0343357107950054,0.0044219214621058,0.020765950335994,2.7577731123912653e-05,8.803008143876972e-05,13923467210134.586,9728982476627.527,7968240000000.0,13.46787882591642,8.502157682479439,187190881890253.6,130799087770978.16,107127186799240.95,0.000274255424689,0.0001916351854498,0.0001569532223721,0.0001509303395805,0.0001054621386188,8.637569586004264e-05
72,72,2.25,0.02,460,1,100000.0,0.01715,5.72,0.00243,,633.3,0.6333,460.0,0.0308948141649863,0.0040984480758224,0.0204735977221514,8.605118566277201e-06,-0.0001303042732131,13887252852680.062,9724151649896.14,7979580000000.0,15.250248869959446,9.640233012550976,211394841945443.03,148023192411780.84,121466935958142.31,0.0002766606392174,0.0001937237004212,0.0001589684962825,0.000152561238184,0.0001068266439543,8.766129758731987e-05
73,73,2.25,0.02,465,1,100000.0,0.01715,5.72,0.00243,,627.5,0.6275,465.0,0.0350661276161815,0.004507818723552,0.0199379531985709,1.7584421635056065e-05,5.9109354035711486e-05,13742250000000.0,9616588625816.06,7906500000000.0,13.35657957710566,8.38239337110896,183574414827286.28,128462197210712.95,105618156475972.94,0.0002768603063724,0.000193742049024,0.0001592894913375,0.000152926919244,0.0001070156104119,8.798535079797757e-05
74,74,2.25,0.02,470,1,100000.0,0.01715,5.72,0.00243,,652.3,0.6523,470.0,0.0317713532028732,0.0042686772387706,0.0190013010535654,-3.730521704101984e-06,-2.84592834650087e-05,14253700595422.688,9980190000000.0,8218980000000.0,15.422215387669832,10.042870308953963,219451274724038.1,153655915726995.7,126540165892819.95,0.0002902950446555,0.0002032594751324,0.0001673901559914,0.0001607034004514,0.0001125216893264,9.266492062185652e-05
75,75,2.25,0.02,475,1,100000.0,0.01715,5.72,0.00243,,634.5,0.6345000000000001,475.0,0.031743464268203,0.004289192706334,0.0193117021220459,-4.443029292803354e-06,9.315704234150056e-05,13808608487339.287,9707850000000.0,7994700000000.0,15.322105090397276,9.74309691658718,212038787668014.16,149069382823783.84,122763021148998.44,0.0002842745227892,0.0001998531878566,0.0001645849782348,0.0001576458340925,0.0001108295677945,9.12714087719739e-05
76,76,2.25,0.02,480,1,100000.0,0.01715,5.72,0.00243,,639.3,0.6393,480.0,0.0354099401492475,0.0047310795977634,0.0184543189547449,1.893542658155217e-05,-3.16400944527044e-05,13872810000000.0,9781290000000.0,8055180000000.0,13.803363460987182,8.832692015455574,191669416735385.97,135140187836470.23,111291919394740.22,0.0002887091883212,0.0002035599346227,0.0001676375932187,0.00016039877673,0.0001130922250677,9.313477358523288e-05
77,77,2.25,0.02,485,1,100000.0,0.01715,5.72,0.00243,,653.2,0.6532,485.0,0.0357780850486562,0.0043519200928446,0.0185188257558878,7.83004970192845e-07,0.0001444825017771,14165315321798.312,9993960000000.0,8230320000000.0,13.721481050292866,8.968254566182434,194485844788934.1,137214294862591.28,113000007533898.69,0.0002979003809682,0.0002101756596127,0.0001730858373281,0.0001657850778235,0.0001169652350636,9.632431122895328e-05
78,78,2.25,0.02,490,1,100000.0,0.01715,5.72,0.00243,,659.6,0.6596,490.0,0.0395942800198951,0.004260158528189,0.0198517132467095,7.560252702213202e-06,4.785954257965506e-05,14245748995698.275,10077227658042.818,8310960000000.0,12.540030163839996,8.270583777654776,178624409557859.3,126356209206099.12,104209355598450.22,0.0003027364186235,0.0002141511697118,0.000176616214878,0.000168792095041,0.0001194009784336,9.84731901864931e-05
79,79,2.25,0.02,495,1,100000.0,0.01715,5.72,0.00243,,656.2,0.6562,495.0,0.0390054702365375,0.0042898823656263,0.0197070920249946,-4.57146137613385e-05,-4.274420758144303e-05,14114261495139.574,10005931214151.889,8268120000000.0,12.792912112416111,8.392577933961956,180516671103744.72,127972504597123.31,105746481967920.64,0.000303092361915,0.0002148692884782,0.0001775511967281,0.0001692229663123,0.0001199661322244,9.913064121054322e-05
80,80,2.25,0.02,500,1,100000.0,0.01715,5.72,0.00243,,661.8,0.6618,500.0,0.0367061628473436,0.0042560732640451,0.0185313486468273,3.3005831442602714e-05,-0.000206134021505,14228700000000.0,10071804545619.426,8338680000000.0,13.703133847654518,9.062525429506348,194844296734386.53,137920799056654.1,114187820411780.0,0.0003087501829647,0.0002185492347329,0.0001809419676909,0.0001726482265234,0.0001222092807278,0.0001011798908928
81,81,2.25,0.02,505,1,100000.0,0.01715,5.72,0.00243,,650.7,0.6507,505.0,0.0352453166339216,0.0044162700051739,0.0185248842729058,8.55093079272444e-06,6.469107726241254e-05,13945893107420.582,9890640000000.0,8198820000000.0,14.505653312034292,9.430138844683825,202108050278308.3,143338110439194.12,118819749443016.16,0.0003057299282426,0.0002168283260298,0.0001797392702615,0.0001711713298395,0.0001213973166669,0.0001006319861843
82,82,2.25,0.02,510,1,100000.0,0.01715,5.72,0.00243,,656.2,0.6561999999999999,510.0,0.0381772839314578,0.0045308543441408,0.0194007772208834,-7.702467878164468e-06,0.0002728054504186,14005713866643.969,9974240000000.0,8268120000000.0,13.434629870223503,8.821268091182255,188278203026600.56,134083274985970.23,111147977948896.4,0.0003101156995836,0.0002208504646651,0.0001830734114986,0.0001739144574051,0.00012385406086,0.0001026684978182
83,83,2.25,0.02,515,1,100000.0,0.01715,5.72,0.00243,,657.1,0.6571,515.0,0.0379250523941208,0.0044123394961621,0.0179263155194903,-2.903198690186392e-05,-0.0001177312049854,13996230000000.0,9987920000000.0,8279460000000.0,13.696692169128074,8.98911785422241,191468210294937.3,136634591384180.62,113262884963202.34,0.0003129901926576,0.0002233545036805,0.0001851491280509,0.0001757295998312,0.0001254032825086,0.0001039527210269
84,84,2.25,0.02,520,1,100000.0,0.01715,5.72,0.00243,,648.2,0.6482,520.0,0.0400714972334639,0.0042214989144744,0.0186443283407679,-2.932902947813274e-05,-0.0001750249318841,13785088571975.082,9852640000000.0,8167320000000.0,13.081560756741572,8.489669523317207,180547433393590.25,129042976754421.56,106969835993796.8,0.000311341842274,0.0002225258889594,0.0001844622500584,0.0001750251848255,0.0001250960505633,0.0001036980419143
85,85,2.25,0.02,525,1,100000.0,0.01715,5.72,0.00243,,645.6,0.6456,525.0,0.03665243305403,0.0042659224193056,0.0178917752372264,-1.0588566688909215e-05,3.638171312029688e-06,13672676790205.943,9794623088314.936,8134560000000.0,14.826312047467542,9.5426720696887,202097073921591.12,144775210932452.03,120237668078077.62,0.0003117952371499,0.0002233591033763,0.0001855025978619,0.0001755467337328,0.0001257554842903,0.0001044415413503
86,86,2.25,0.02,530,1,100000.0,0.01715,5.72,0.00243,,651.3,0.6513000000000001,530.0,0.0406791388030114,0.0043971519596965,0.0194625039784198,-2.8260329333498264e-05,0.000104466445409,13742430000000.0,9861892314586.48,8206380000000.0,13.141697243517006,8.571221169734667,180852766681401.44,129784216460044.92,107997386738656.8,0.0003164172127812,0.0002270684645241,0.0001889505630825,0.0001784455389361,0.00012805673298,0.0001065598952888
87,87,2.25,0.02,535,1,100000.0,0.01715,5.72,0.00243,,638.9,0.6388999999999998,535.0,0.041078394512317,0.0044494907864448,0.0185063975238504,-4.4097515424915566e-05,0.000114584756275,13480790000000.0,9655291494978.338,8050140000000.0,13.160032459210532,8.41970198284878,177655711838109.28,127241629277276.69,106088244983894.64,0.0003134021170974,0.0002244667260389,0.0001871500794041,0.0001770194197832,0.0001267859004018,0.0001057082791122
88,88,2.25,0.02,540,1,100000.0,0.01715,5.72,0.00243,,639.2,0.6392,540.0,0.0377067321860067,0.0042725782508532,0.0179041844612998,1.9580229180764863e-05,-2.0093068035090805e-05,13431400468419.578,9640974580630.512,8053920000000.0,14.722129686208936,9.393493893425717,197383883417169.3,141680907149288.56,118358023057164.05,0.0003152651317567,0.0002262953240484,0.0001890435890082,0.0001783796696059,0.0001280398022838,0.0001069624565219
89,89,2.25,0.02,545,1,100000.0,0.01715,5.72,0.00243,,630.4,0.6304000000000001,545.0,0.0467011502932791,0.0041793665724245,0.0188141895284352,-8.141817769918214e-06,0.0002173606085059,13190714058054.002,9489654163984.512,7943040000000.0,11.7891141127694,7.421280683250916,155285519411996.25,111715398378664.16,93508136608961.52,0.0003110081930571,0.000223745293946,0.0001872795139753,0.000177097808121,0.000127407579671,0.0001066428221874
90,90,2.25,0.02,550,1,100000.0,0.01715,5.72,0.00243,,641.0,0.641,550.0,0.0418290359837214,0.0042058108748948,0.0163983418292387,1.586052186884757e-05,-0.0001301057731631,13355801345556.896,9630316340601.771,8076600000000.0,13.303983539752313,8.542652739945947,177993717564423.44,128343913063319.78,107637424523318.92,0.0003179190467795,0.0002292382846955,0.0001922539057586,0.000181295712767,0.0001307248453289,0.0001096342267939
91,91,2.25,0.02,555,1,100000.0,0.01715,5.72,0.00243,,653.4,0.6534,555.0,0.0439988820166035,0.0043086889080641,0.0180052205628733,-3.904924204868513e-06,8.349961539151663e-06,13590720000000.0,9801000000000.0,8232840000000.0,12.870848256209246,8.412292398101584,174975681880512.94,126184385971523.77,105994884216079.95,0.0003265849514853,0.0002355179938595,0.000197835114842,0.0001864297574963,0.000134444536656,0.000112933410791
92,92,2.25,0.02,560,1,100000.0,0.01715,5.72,0.00243,,663.9,0.6639,560.0,0.0429390787126521,0.0041238648358934,0.0183856985534072,-4.751985468916451e-06,0.0001171593667041,13781858606639.137,9958500000000.0,8365140000000.0,13.21950431911524,8.770442257575233,182065062677503.84,131556633863628.5,110507572445447.95,0.0003342605200993,0.0002415300783745,0.0002028852658346,0.0001910662722928,0.000138060730917,0.0001159710139702
93,93,2.25,0.02,565,1,100000.0,0.01715,5.72,0.00243,,662.5,0.6625000000000001,565.0,0.0446858501142855,0.0044182090284946,0.0172160025662972,1.10560003879713e-05,0.0001262881578808,13694182807840.553,9937500000000.0,8347500000000.0,12.926830525467588,8.55391819579117,176813463390910.06,128308772936867.56,107779369266968.72,0.0003351491293352,0.0002432087054411,0.0002042953125705,0.0001917728502036,0.0001391643974408,0.0001168980938503
94,94,2.25,0.02,570,1,100000.0,0.01715,5.72,0.00243,,675.6,0.6756,570.0,0.0475407111384697,0.0044331780278897,0.0182531758076917,4.526344268040171e-05,-1.4963793932200038e-06,13905193904634.367,10134000000000.0,8512560000000.0,12.334101045020724,8.336390137893593,171579516477341.7,125045852068403.9,105038515737459.28,0.0003433884963396,0.0002502589353137,0.0002102175056635,0.0001967194626419,0.0001433676544236,0.0001204288297158
95,95,2.25,0.02,575,1,100000.0,0.01715,5.72,0.00243,,690.2,0.6902,575.0,0.0419326426578435,0.0046436843025965,0.0186804871330782,-1.3598478734610084e-05,1.2264685154541878e-05,14149100000000.0,10336738631195.8,8696520000000.0,14.235254204795137,9.806336103919726,201029890130354.4,146864000631522.97,123559834909388.58,0.0003525810472643,0.000257580915527,0.0002167083510014,0.0002019073250643,0.0001475050177688,0.0001240991363809
96,96,2.25,0.02,580,1,100000.0,0.01715,5.72,0.00243,,680.1,0.6801000000000001,580.0,0.0445461939803407,0.0041320836097443,0.0172514643170667,-8.885598621078614e-06,-0.0002164343911953,13942050000000.0,10165419786639.367,8569260000000.0,13.280141758116091,9.009540398051216,184695578160049.97,134665137819256.78,113520209015445.3,0.0003504814985074,0.0002555428763904,0.0002154178966435,0.0002006945544055,0.0001463303025325,0.0001233537261223
97,97,2.25,0.02,585,1,100000.0,0.01715,5.72,0.00243,,706.9,0.7068999999999999,585.0,0.0493451314614162,0.0044558083616124,0.0176537823495589,-9.455374287874874e-07,-8.503597078776977e-05,14432475760930.305,10545150848706.877,8905268054590.78,12.107414649974343,8.553074909640905,174624481984458.2,127590133176479.34,107748514303787.05,0.0003660053497298,0.0002674233920962,0.0002258362184526,0.0002094177684499,0.000153011998446,0.000129217009911
98,98,2.25,0.02,590,1,100000.0,0.01715,5.72,0.00243,,706.0,0.7060000000000001,590.0,0.0458290721961361,0.0043532101152897,0.0173299583183252,-1.0828721165119032e-05,-0.0001518599695834,14351638883977.645,10519400000000.0,8881437819784.598,13.175910511728404,9.282926072541684,188704253229148.8,138315598480871.1,116778655380929.48,0.0003671610332411,0.000269120049933,0.0002272157147306,0.0002099257793642,0.0001538704576736,0.0001299114875497
99,99,2.25,0.02,595,1,100000.0,0.01715,5.72,0.00243,,713.0,0.7129999999999999,595.0,0.0486159813524181,0.0044234760155953,0.017618347382526,-4.413455502966353e-05,2.3222214666459585e-05,14430854185066.145,10623700000000.0,8956881176138.678,12.50794391040028,8.93063492462667,180752721426853.7,133066460376937.4,112188830080442.22,0.0003724538926036,0.0002741929457611,0.0002311730973689,0.0002127318158241,0.0001566088162756,0.0001320374783283
100,100,2.25,0.02,600,1,100000.0,0.01715,5.72,0.00243,,708.5,0.7084999999999999,600.0,0.0484393824425296,0.0043378024740099,0.0182912277305734,-4.115273338771688e-05,0.0001006932869654,14277092963995.863,10556650000000.0,8887814470656.625,12.582080338762507,8.888051898937778,179104507028870.3,132431973294172.88,111496621430241.77,0.0003716642481494,0.0002748129044981,0.0002313694315263,0.000212120567315,0.0001568444355299,0.0001320498684473
101,101,2.25,0.02,605,1,100000.0,0.01715,5.72,0.00243,,729.8,0.7298000000000002,605.0,0.0508498333140891,0.0042780798545616,0.0183031010531069,-3.138197548240057e-05,5.834018010229774e-05,14641745500062.02,10873650609221.41,9142099915442.623,11.999723234950508,8.765680773266707,175863067987062.16,130604206742219.7,109806425672894.78,0.0003843758442045,0.0002854556263449,0.0002399988698604,0.0002191925648095,0.0001627827341943,0.000136860753945
102,102,2.25,0.02,610,1,100000.0,0.01715,5.72,0.00243,,717.5,0.7175,610.0,0.0490561439226666,0.0043805453356162,0.0173036662483611,9.962323153221766e-06,-0.0001112042426776,14350000000000.0,10669227067309.297,8975323728814.43,12.65183764110384,9.05417583397672,181083516679534.4,134635620738734.69,113260152205643.8,0.0003798863882972,0.0002824455844266,0.0002376030184764,0.0002164711135514,0.000160946304111,0.0001353936112934
103,103,2.25,0.02,615,1,100000.0,0.01715,5.72,0.00243,,731.8,0.7318,615.0,0.0504644543380436,0.0043192230424531,0.0179485445951257,-2.427404182802033e-06,8.285462069531943e-05,14625561299091.266,10860286620108.297,9147500000000.0,12.296257526977216,8.99389582966143,179749623905923.2,133474018231101.16,112423697870767.88,0.0003904557955504,0.0002899349820114,0.0002442090472123,0.0002222640167088,0.0001650433017531,0.0001390141582443
104,104,2.25,0.02,620,1,100000.0,0.01715,5.72,0.00243,,736.6,0.7365999999999999,620.0,0.0487839553723119,0.0046120386790528,0.0179729906634966,-2.4358066353631024e-05,-7.390469292295192e-05,14656324163716.855,10909798032268.422,9207500000000.0,12.796806673876988,9.43833052091254,187796947704041.2,139791311084646.56,117979131511406.77,0.0003944872979353,0.0002936463944639,0.0002478276104681,0.0002243954908116,0.000167034343452,0.000140971328047
105,105,2.25,0.02,625,1,100000.0,0.01715,5.72,0.00243,,761.4,0.7613999999999999,625.0,0.0540313584451495,0.0044479922325955,0.0166733784063606,-1.2921826380583448e-05,9.51440590396202e-05,15082413515928.28,11254656931698.81,9517500000000.0,11.78126523197908,8.987057377423453,178022741867184.72,132842458114517.7,112338217217793.16,0.0004092901007319,0.0003054166141522,0.0002582755425451,0.0002325894414802,0.0001735607081075,0.0001467716030296
106,106,2.25,0.02,630,1,100000.0,0.01715,5.72,0.00243,,764.1,0.7640999999999999,630.0,0.048797744056037,0.0044741806344928,0.0181526181361935,-2.300357365517023e-05,-3.327095428171692e-06,15068294284147.535,11272033017409.225,9551250000000.0,13.194338436288598,10.084929806048171,198878013548625.6,148773278042179.56,126061622575602.12,0.0004122694611616,0.0003084035187162,0.0002613227892066,0.0002340647732894,0.0001750951901374,0.0001483652445142
107,107,2.25,0.02,635,1,100000.0,0.01715,5.72,0.00243,,761.9,0.7619,635.0,0.0548527202887157,0.004244133451306,0.0161466139728085,2.781884355936131e-05,0.0001566632502995,14957502247260.455,11217109366425.578,9523750000000.0,11.797562127336228,8.999363763734916,176674109095654.72,132493565515240.66,112492047046686.44,0.0004126078464573,0.0003094278217477,0.0002627159209297,0.000234082212372,0.0001755457384198,0.0001490449697566
108,108,2.25,0.02,640,1,100000.0,0.01715,5.72,0.00243,,766.3,0.7663000000000001,640.0,0.0522810025152693,0.0043337085641295,0.0173209766667547,2.411124043562336e-05,-7.998254849382356e-05,14976085606280.396,11264610000000.0,9578750000000.0,12.409307239591069,9.519930847882096,186051545535367.0,139942983463866.84,118999135598526.16,0.0004164655303266,0.0003132542041296,0.0002663726225592,0.0002361398793807,0.0001776180850325,0.0001510357865922
109,109,2.25,0.02,645,1,100000.0,0.01715,5.72,0.00243,,752.7,0.7527,645.0,0.0547877962935103,0.0045271656785413,0.0167556703663409,1.3224543782053814e-05,-6.148583729954694e-05,14643702331512.99,11064690000000.0,9397685309576.469,11.82851152618299,8.901288915901294,173173675104629.3,130848947063749.05,111135262496693.78,0.0004103584084648,0.0003100642498574,0.0002633500121476,0.0002328712706723,0.0001759560773337,0.0001494465586555
110,110,2.25,0.02,650,1,100000.0,0.01715,5.72,0.00243,,789.5,0.7895000000000001,650.0,0.0547636347615252,0.004348494594838,0.0173033287440165,-9.66015892940592e-06,0.0001842870641208,15316300000000.0,11605650000000.0,9843174460179.232,12.056476900190448,9.51057199074705,184505096620492.8,139805408263981.6,118574058671332.9,0.0004326613057102,0.0003278412986567,0.0002780541458625,0.0002456657272868,0.0001861487727379,0.0001578795539765
111,111,2.25,0.02,655,1,100000.0,0.01715,5.72,0.00243,,784.7,0.7847,655.0,0.053333453353673,0.0043894018502238,0.0167870864763934,1.34768140672767e-05,-3.132370436754357e-05,15205879698989.406,11535090000000.0,9769444998997.951,12.370376768811052,9.70433870779458,188050219127017.6,142653779004580.3,120818151213770.88,0.0004329260638328,0.0003284151399665,0.0002781455235061,0.0002459085751548,0.0001865447841449,0.0001579908790095
112,112,2.25,0.02,660,1,100000.0,0.01715,5.72,0.00243,,800.8,0.8008000000000001,660.0,0.056241731990758,0.0047753241731127,0.0163779121515913,2.054581523081148e-06,9.875334705821e-06,15447015493920.275,11751814666680.428,9955718724364.9,11.768115145498474,9.43526019728335,182001261808947.56,138463323139835.88,117301194574611.23,0.0004431812875719,0.0003371644417224,0.0002856337034622,0.0002518881481081,0.0001916320233164,0.0001623438232163
113,113,2.25,0.02,665,1,100000.0,0.01715,5.72,0.00243,,795.8,0.7958,665.0,0.0555797930975699,0.0043918527754628,0.0163610691815416,1.4246002926452656e-05,-6.209244873360597e-05,15280161870565.438,11654970290297.855,9879476278040.682,12.018965519460908,9.566983278634869,183695718912457.44,140114232068692.84,118769520424334.05,0.0004417641966431,0.0003369564164834,0.0002856251745363,0.0002511651914795,0.0001915766907083,0.0001623922948009
114,114,2.25,0.02,670,1,100000.0,0.01715,5.72,0.00243,,797.2,0.7971999999999999,670.0,0.0594198667096406,0.0045073040308175,0.0166830724044961,2.906245623947672e-05,-0.0001529308726718,15236512443552.322,11651963935949.162,9885280000000.0,11.398848641477285,9.08220411518989,173583938805786.38,132746506283393.95,112619331028354.66,0.0004438960755956,0.0003394648928559,0.0002879948422855,0.0002524720658491,0.0001930753784376,0.0001638010714291
115,115,2.25,0.02,675,1,100000.0,0.01715,5.72,0.00243,,796.9,0.7968999999999999,675.0,0.055486680228239,0.0044356864732099,0.0166158513517348,1.6418474402628335e-06,-0.0001192943278457,15160274378826.023,11624077752941.34,9881560000000.0,12.376412777764084,9.870577300666472,187778466753062.7,143978363670931.03,122395158528264.23,0.0004449874555473,0.0003411922932997,0.0002900455579735,0.0002531598381346,0.0001941092600876,0.0001650111381632
116,116,2.25,0.02,680,1,100000.0,0.01715,5.72,0.00243,,823.8,0.8238,680.0,0.0594446118065092,0.0043046570287746,0.0167895276094781,-4.046807981955325e-05,-1.1546328308814087e-05,15599137973660.045,11992163184444.86,10215120000000.0,11.594654781636942,9.557217666457916,180971542878585.0,139125654097381.22,118509499064078.16,0.0004613286716453,0.0003546560535188,0.0003021018051288,0.000262527335043,0.0002018233730305,0.0001719164376437
117,117,2.25,0.02,685,1,100000.0,0.01715,5.72,0.00243,,805.2,0.8051999999999999,685.0,0.0587002461535689,0.0041567824665935,0.0169457215666473,-3.995171855699628e-05,-9.111698805084412e-05,15175697706080.66,11697654454094.545,9984480000000.0,12.165693768092552,9.778867401670572,184303447088424.03,142063849748077.1,121257955780715.1,0.0004521725194736,0.0003485413316002,0.0002974958756212,0.0002573235965669,0.0001983488715855,0.0001692997813485
118,118,2.25,0.02,690,1,100000.0,0.01715,5.72,0.00243,,820.6,0.8206,690.0,0.0590709213161744,0.0041105818758272,0.0162656534371666,2.3807760643672005e-05,-5.1126379177620005e-05,15393342171047.744,11898700000000.0,10175440000000.0,11.955281165962466,9.833779376051163,184468353363572.9,142589800952741.9,121938864263034.44,0.0004621244032324,0.0003572115513084,0.0003054774645672,0.0002629937908507,0.000203288160844,0.0001738464272045
