,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,PG.cFactor,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
221,221,0.02,1136,5.0,100000.0,17.15,2.43,0.81,,1.136,2035.0,2.035,1136.0,0.0462444670602053,0.0148727076696082,0.0065774299224205,0.0002395371023788,-2.567631187517627e-05,32332865240734.324,29588900000000.0,19843285000000.0,14031325000000.0,10152615000000.0,24.56510091296002,49.98998035787365,794260097443776.0,726854314403482.8,487452298469625.9,344680914567538.8,249400012005431.6,0.0016056747224496,0.001469407317952,0.0009854326518122,0.0006968062900467,0.0005041865962353,0.0010035372169979,0.0009183708941025,0.000615889586547,0.0004354998153257,0.0003151136444757
222,222,0.02,1146,2.25,100000.0,17.15,2.43,0.81,,1.146,1619.0,1.619,1146.0,0.0710790706498301,0.01112138022946,0.0058902706416444,-0.0001420022643925,5.910714398671984e-05,25358783384135.78,23540260000000.0,15786869000000.0,11163005000000.0,8077191000000.0,16.122889473974002,26.10295805836391,408856861696869.6,379537010168611.2,254529944027106.47,179979895812419.16,130227657753177.52,0.0012703756513236,0.0011792747576579,0.0007908602587292,0.0005592227960145,0.0004046356097631,0.00080338907643,0.0007457766192424,0.0005001422155593,0.0003536540433065,0.0002558926790509
223,223,0.02,1146,5.0,100000.0,17.15,2.43,0.81,,1.146,2121.0,2.121,1146.0,0.0430968340169783,0.0140011346170734,0.0055843985813206,-3.8513992584379285e-06,1.4714449462962208e-05,33221729189470.04,30839340000000.0,20681871000000.0,14624295000000.0,10581669000000.0,26.591280453420847,56.40010584170562,883408318024795.5,820057538938399.8,549957432062471.5,388878729778560.25,281380128044269.3,0.0016642784165889,0.0015449300562029,0.001036080672492,0.0007326198581512,0.0005301001410176,0.0010524942749278,0.0009770180416388,0.0006552202836327,0.00046331082511,0.0003352367957177
224,224,0.02,1156,2.25,100000.0,17.15,2.43,0.81,,1.156,1658.0,1.658,1156.0,0.0728508464235346,0.0143882525603704,0.0062022958141662,0.0002346601265865,4.970315914672007e-05,25596355614825.08,24107320000000.0,16167158000000.0,11431910000000.0,8271762000000.001,15.86803800849939,26.309207018092,406163943775111.2,382535870043057.5,256541077633415.0,181401982389744.28,131256633813260.95,0.001293561058248,0.0012183097797196,0.000817038422424,0.0005777335578519,0.0004180294010331,0.000824678526593,0.0007767038963231,0.0005208830600445,0.0003683200388685,0.0002665045212349
225,225,0.02,1156,5.0,100000.0,17.15,2.43,0.81,,1.156,1948.0,1.948,1156.0,0.0458639395865247,0.0146878520634139,0.0064359441925668,0.0003835579039254,5.07134478922916e-06,30073402133702.81,28323920000000.0,18994948000000.0,13431460000000.0,9718572000000.0,25.2049869771685,49.09931463152424,757999709139130.6,713904034742362.2,478767416971992.8,338539774384359.6,244956480696674.4,0.0015198172143951,0.001431403770141,0.0009599462285175,0.0006787846626631,0.0004911467269074,0.0009689226597124,0.0009125568094315,0.0006119904710293,0.0004327427235921,0.000313118701668
226,226,0.02,1166,2.25,100000.0,17.15,2.43,0.81,,1.166,1591.0,1.591,1166.0,0.0782175674683003,0.0129133948337368,0.006099747348711,0.0001050605147302,4.069174752291635e-05,24199950528301.89,23133140000000.0,15513841000000.0,10969945000000.0,7937499000000.0,14.90713707598426,23.717255087890955,360751979757434.0,344848888977934.5,231266954362024.72,163530473831008.16,118325385633487.98,0.0012337061756514,0.0011793204968263,0.0007908909329128,0.0005592444859434,0.0004046513038972,0.0007863432859566,0.0007516787813603,0.0005041003986963,0.000356452902165,0.0002579178432054
227,227,0.02,1166,5.0,100000.0,17.15,2.43,0.81,,1.166,2047.0,2.047,1166.0,0.0383763180691403,0.0152532454674413,0.0063879272671681,0.0004112958338405,2.5529817587254336e-05,31135951433962.266,29763380000000.0,19960297000000.0,14114065000000.0,10212483000000.0,30.38332124252481,62.19465858344829,946013614609726.6,904310335803338.0,606460115847204.4,428832170932876.0,310289151672823.6,0.001587301408899,0.001517328131366,0.0010175699180846,0.0007195307748121,0.0005206293017459,0.0010117188600586,0.0009671190857603,0.0006485817197557,0.0004586166503657,0.0003318402420122
228,228,0.02,1176,2.25,100000.0,17.15,2.43,0.81,,1.1760000000000002,1575.0,1.575,1176.0,0.075037631273517,0.0140320324625816,0.0061441322900707,0.0001899268173124,8.518265513470435e-05,23583769039451.12,22900500000000.0,15357825000000.0,10859625000000.0,7857675000000.0,15.672136500596665,24.683614988439743,369608047584823.4,358899761931913.94,240689929752276.0,170193525345292.06,123146555177325.9,0.0012126046936832,0.0011774731062385,0.0007896520123061,0.0005583684365553,0.0004040174227664,0.0007727442795409,0.0007503563295597,0.0005032135192254,0.0003558257835154,0.000257464080342
229,229,0.02,1176,5.0,100000.0,17.15,2.43,0.81,,1.1760000000000002,2000.0,2.0,1176.0,0.0451388890633097,0.0154113119287419,0.0068199005813056,2.164109613121848e-05,0.000108778172739,29947643224699.832,29080000000000.0,19502000000000.0,13790000000000.0,9978000000000.0,26.05292297625216,52.10584595250431,780223642253384.5,757619000149412.8,508084103882869.6,359269807842517.25,259956065457044.03,0.0015398154840422,0.0014952039444298,0.0010027327140395,0.0007090392845147,0.0005130379971637,0.0009812625771949,0.0009528334343616,0.0006390012942544,0.0004518422647815,0.00032693851472
230,230,0.02,1186,2.25,100000.0,17.15,2.43,0.81,,1.1860000000000002,1580.0,1.58,1186.0,0.0756753847333584,0.0149487761853431,0.0064008512496941,7.339265541211812e-05,2.517468660860982e-05,23284641578044.6,22973200000000.004,15406580000000.002,10894100000000.002,7882620000000.001,15.672203110415108,24.762080914455872,364921632164331.5,360040656496188.4,241455050996859.2,170734547905173.25,123538021682220.36,0.0012073607170197,0.001191211774992,0.0007988656133389,0.0005648834380034,0.0004087314680492,0.0007692412913688,0.0007589523753519,0.0005089783089447,0.0003599021064684,0.0002604135763845
231,231,0.02,1186,5.0,100000.0,17.15,2.43,0.81,,1.1860000000000002,2141.0,2.141,1186.0,0.0438964662776015,0.0133938620868883,0.0060542204800309,0.0001370153081858,-2.619676374532312e-05,31552163049742.707,31130140000000.0,20876891000000.0,14762194999999.998,10681449000000.0,27.018120148891427,57.84579523877655,852480132235360.9,841077862771810.9,564054349373310.1,398846758171364.2,288592672446256.2,0.0016360501867969,0.0016141673482645,0.0010825134671889,0.000765452810611,0.0005538570082869,0.0010423706359624,0.0010284285035623,0.0006896978224371,0.0004876901328791,0.0003528768778729
232,232,0.02,1196,2.25,100000.0,17.15,2.43,0.81,,1.1960000000000002,1583.0,1.583,1196.0,0.0757160972816564,0.0133421139005325,0.0060554729021245,3.091056873416773e-05,-4.924248445537683e-05,22953424567733.15,23016820000000.0,15435833000000.0,10914785000000.0,7897587000000.0,15.795848477913465,25.00482814053702,362568816521129.2,363570201163408.2,243822079198376.44,172408290029002.72,124749087593139.16,0.001200265656388,0.0012035806893974,0.0008071606122637,0.0005707488895044,0.0004129755199039,0.0007644572286792,0.000766568595387,0.0005140859954345,0.0003635137871522,0.0002630268722411
233,233,0.02,1196,5.0,100000.0,17.15,2.43,0.81,,1.1960000000000002,2024.0,2.024,1196.0,0.0504989611299606,0.0133757608856751,0.006010208319857,0.0001488449784823,-5.009126580254583e-05,29347903553437.71,29428960000000.0,19736024000000.0,13955480000000.0,10097736000000.0,23.68365552950796,47.9357187917241,695065638272841.1,696985351231668.4,467421193938101.7,330516781068937.7,239151301051911.6,0.0015346416225706,0.0015388801739358,0.001032023423387,0.0007297509490569,0.0005280242907679,0.0009774235191704,0.0009801230808991,0.0006573026246112,0.000464783262916,0.0003363022043057
234,234,0.02,1206,2.25,100000.0,17.15,2.43,0.81,,1.2060000000000002,1639.0,1.6389999999999998,1206.0,0.0829981867241258,0.0147734997829958,0.0058700803240706,0.0002207803571144,-9.114097889789997e-05,23374918155207.62,23831060000000.0,15981888999999.998,11300904999999.998,8176970999999.999,14.53043792400637,23.81538775744644,339647797232973.9,346275737993271.2,232223846022860.25,164207098587593.2,118814969521900.28,0.0012325260777981,0.0012565777863495,0.0008427022004604,0.0005958805940082,0.0004311600121112,0.0007847139587659,0.0008000269908976,0.0005365242908007,0.0003793800620522,0.0002745071979084
235,235,0.02,1206,5.0,100000.0,17.15,2.43,0.81,,1.2060000000000002,2156.0,2.156,1206.0,0.0483040702920334,0.0146115185498567,0.006627412752903,0.000514313415856,3.12755081918013e-06,30748214486044.93,31348240000000.004,21023156000000.004,14865620000000.002,10756284000000.002,24.96684011738241,53.82850729307648,767685754968065.6,782666496041332.1,524881774614788.8,371147557785762.3,268550422885158.62,0.001621309471466,0.0016529479605671,0.0011085210153707,0.000783842929031,0.0005671635058644,0.0010322411806585,0.0010523844980935,0.0007057634966237,0.000499050282968,0.0003610967167117
236,236,0.02,1216,2.25,100000.0,17.15,2.43,0.81,,1.2160000000000002,1661.0,1.661,1216.0,0.0695289433110701,0.0149283869241821,0.0063802527185672,0.0003222546068834,-0.0001391362892001,23292930040844.12,24150940000000.0,16196411000000.0,11452595000000.0,8286729000000.0,17.489119524794972,29.049427530684447,407372837567010.06,422378676296151.9,283260967851704.06,200295802824069.25,144927593950584.72,0.0012385232070314,0.0012841450006149,0.0008611896768223,0.0006089532172792,0.0004406189414077,0.0007881017372883,0.0008171319682741,0.0005479954485998,0.00038749139761,0.0002803762991554
237,237,0.02,1216,5.0,100000.0,17.15,2.43,0.81,,1.2160000000000002,2116.0,2.116,1216.0,0.0512056489410497,0.0150595677692911,0.0062760272223482,0.0002657900306906,-4.671617660494395e-05,29673594200136.152,30766640000000.004,20633116000000.0,14589820000000.002,10556724000000.0,23.747379930677464,50.24945593331352,704670115379380.5,730627089270378.6,489982444805740.1,346469998660196.75,250694535651301.12,0.001577793561757,0.0016359125956058,0.0010970965419361,0.0007757646043123,0.0005613182901978,0.0010039875232403,0.0010409700450741,0.0006981085907508,0.0004936374457212,0.0003571801619583
238,238,0.02,1226,2.25,100000.0,17.15,2.43,0.81,,1.226,1615.0,1.6150000000000002,1226.0,0.0682488434372317,0.0147129506449132,0.0070161644767058,0.0001888998290458,-0.0001075312004079,22257921249576.703,23482100000000.0,15747865000000.002,11135425000000.0,8057235000000.001,17.963674375340137,29.011334116174325,399834049599359.75,421824798049174.7,282889518966815.9,200033148731022.0,144737545905593.72,0.0011931353035075,0.001258757374345,0.0008441639035239,0.0005969141744228,0.0004319078776208,0.0007588997057395,0.0008006389536707,0.0005369346930703,0.0003796702603548,0.0002747171760566
239,239,0.02,1226,5.0,100000.0,17.15,2.43,0.81,,1.226,2182.0,2.182,1226.0,0.0471010732890135,0.0157056863560862,0.0067207290907418,0.0002929472477927,-8.807979159361559e-05,30072312177446.664,31726280000000.0,21276682000000.0,15044890000000.0,10885998000000.0,26.02913085392402,56.79556352326221,782756148746812.0,825807493628232.5,553813539915329.8,391605410492892.94,283353066417555.2,0.0016120255308071,0.0017006864339447,0.0011405359984453,0.0008064809464958,0.0005835436464202,0.0010253369398908,0.0010817301528851,0.0007254436534238,0.0005129662588819,0.0003711658688269
240,240,0.02,1236,2.25,100000.0,17.15,2.43,0.81,,1.236,1668.0,1.668,1236.0,0.081296594125888,0.0153607825103985,0.0059436220214957,0.0002996391374443,1.4764838455409584e-05,22576026969183.883,24252720000000.0,16264668000000.0,11500860000000.0,8321652000000.0,15.20358894846258,25.359586366035582,343236634128877.3,368728385762157.44,247281326655213.0,174854347993815.34,126518976380151.56,0.0012201477893009,0.0013107666257188,0.0008790430101364,0.0006215774335853,0.0004497534178618,0.0007755888699963,0.0008331908765353,0.0005587650782046,0.0003951066776967,0.0002858864706351
241,241,0.02,1236,5.0,100000.0,17.15,2.43,0.81,,1.236,2095.0,2.095,1236.0,0.0495335280866129,0.0165666904817549,0.0072535039953591,0.000451479818028,-3.7954512143743256e-05,28355381594988.152,30461300000000.004,20428345000000.004,14445025000000.002,10451955000000.002,24.952795565839065,52.27610671043285,707546040131095.0,760094591569693.6,509744316533430.7,360443755768434.5,260805496378349.47,0.0015324997713341,0.0016463165952523,0.0011040738046977,0.0007806982753964,0.0005648881357437,0.0009741359008647,0.001046483744809,0.0007018062582966,0.000496252092191,0.0003590720359595
242,242,0.02,1246,2.25,100000.0,17.15,2.43,0.81,,1.246,1615.0,1.6150000000000002,1246.0,0.0868024495359804,0.0149429611011587,0.0056474441893295,0.0004125612469251,5.1965328401930495e-05,21459445123603.12,23482100000000.0,15747865000000.002,11135425000000.0,8057235000000.001,14.354433620948916,23.182410297832504,308038180569156.9,337072245730484.56,226051682814164.75,159842719003555.1,115657044975886.36,0.0011691414791033,0.0012793386300681,0.0008579663673861,0.0006066739927317,0.0004389697679098,0.000742728963496,0.0008127347046139,0.0005450464996348,0.0003854061752622,0.0002788674994029
243,243,0.02,1246,5.0,100000.0,17.15,2.43,0.81,,1.246,2132.0,2.132,1246.0,0.0614053146923652,0.0153334573189993,0.0057520178795714,0.0002390893292006,4.091183733326212e-05,28329125079580.08,30999279999999.992,20789132000000.0,14700139999999.996,10636547999999.998,20.291403215541543,43.26127165553457,574837699733270.0,629018889871472.6,421840659913117.6,298286468064910.9,215830484289462.0,0.0015434115377388,0.0016888854237184,0.0011326218546546,0.0008008848003121,0.0005794944552222,0.0009804942106338,0.001072910458351,0.0007195288775365,0.0005087838796651,0.0003681396338867
244,244,0.02,1256,2.25,100000.0,17.15,2.43,0.81,,1.256,1615.0,1.6150000000000002,1256.0,0.0727906241700111,0.0161315080997134,0.0061356972226154,3.167357907125837e-05,6.227079221002544e-05,21058333761405.883,23482100000000.0,15747865000000.002,11135425000000.0,8057235000000.001,17.25496950083108,27.8667757438422,363360906791380.0,405182919315465.5,271728930278205.28,192141418753792.0,139027344186028.72,0.0011566232554579,0.0012897479570186,0.0008649472028121,0.0006116101900717,0.0004425414413731,0.0007341859918154,0.0008186891267725,0.0005490397300659,0.0003882298163064,0.0002809105951491
245,245,0.02,1256,5.0,100000.0,17.15,2.43,0.81,,1.256,2155.0,2.155,1256.0,0.0565644459668419,0.0158824564462098,0.0059748716452589,0.0002256832919636,2.455255820466768e-05,28099510375126.73,31333700000000.0,21013405000000.0,14858725000000.0,10751295000000.0,22.20476093297664,47.85125981056464,623942910213385.6,695757317645609.9,466597634412815.8,329934436393843.2,238729935194907.03,0.0015433579662612,0.001720994951935,0.0011541555554551,0.0008161114300957,0.0005905119542781,0.000979672329636,0.0010924303827831,0.0007326195778898,0.0005180404050405,0.0003748373576138
246,246,0.02,1266,2.25,100000.0,17.15,2.43,0.81,,1.266,1660.0,1.66,1266.0,0.0770930603130182,0.0110550400377067,0.0065126457094101,0.0002263386661656,2.1423991222615894e-05,21229958229131.465,24136400000000.0,16186660000000.0,11445700000000.0,8281740000000.0,16.421711563397604,27.260041195240017,348632250541776.25,396360998978789.9,265812661694785.44,187957984041180.0,136000345523052.48,0.0011751612698352,0.0013360441959951,0.0008959949762826,0.0006335642868904,0.0004584267189697,0.0007454983200491,0.0008475591641693,0.0005684009222706,0.0004019202501339,0.0002908165522724
247,247,0.02,1266,5.0,100000.0,17.15,2.43,0.81,,1.266,2196.0,2.196,1266.0,0.0543123254365127,0.0129988041795225,0.0066659419545848,0.0002424322766929,8.772247122665805e-05,28084932693477.527,31929840000000.0,21413196000000.0,15141420000000.0,10955844000000.0,23.30962612675945,51.18793897436376,654649280880164.5,744272632687249.1,499133592939021.0,352940839228238.1,255376627543100.8,0.0015546109328663,0.0017674415990394,0.0011853041975401,0.000838136851814,0.0006064488402756,0.0009862134402577,0.0011212288701903,0.0007519327863291,0.0005316969092133,0.0003847187643314
248,248,0.02,1276,2.25,100000.0,17.15,2.43,0.81,,1.276,1554.0,1.554,1276.0,0.0807763774319028,0.0150030892927601,0.0056569482346654,0.0002049149265624,-0.0001000194310067,19485678999662.047,22595160000000.0,15153054000000.0,10714830000000.0,7752906000000.0,15.796697506962488,24.54806792581971,307809376875432.8,356928907641418.56,239368210344668.0,169258928348526.88,122470310881914.52,0.0010872080757424,0.0012607023047602,0.0008454682375321,0.0005978364780826,0.0004325752268534,0.0006890936038237,0.0007990576173221,0.0005358741971463,0.0003789203763023,0.0002741745841004
249,249,0.02,1276,5.0,100000.0,17.15,2.43,0.81,,1.276,2189.0,2.189,1276.0,0.0538751763467644,0.0162527661780708,0.0065418771786023,-6.631288787069734e-05,-4.185620194842596e-05,27447973828996.28,31828060000000.0,21344939000000.0,15093155000000.0,10920921000000.0,23.684377231307806,51.84510175933279,650088166401012.0,753827779580698.8,505541587255254.0,357471976630599.6,258655212677311.28,0.0015314662019306,0.0017758541474389,0.0011909459279007,0.0008421261586376,0.0006093353742484,0.0009706730365316,0.0011255708650696,0.0007548446702403,0.0005337559226035,0.000386208600126
250,250,0.02,1286,2.25,100000.0,17.15,2.43,0.81,,1.286,1692.0,1.6920000000000002,1286.0,0.0882999069847301,0.0160099797383174,0.0056592535321214,-6.358509879111107e-05,7.311905517204646e-05,20785109553450.61,24601680000000.0,16498692000000.002,11666340000000.0,8441388000000.001,14.5640017516937,24.64229096386574,302714371945600.1,358298910614607.8,240286979188654.8,169908596195854.28,122940389618726.2,0.0011687559228581,0.0013833633707014,0.0009277287639415,0.0006560034691187,0.0004746629887503,0.0007401582635359,0.0008760664312131,0.0005875188288005,0.0004154386549666,0.0003005980347539
251,251,0.02,1286,5.0,100000.0,17.15,2.43,0.81,,1.286,2226.0,2.226,1286.0,0.0486583046729265,0.0169779672970776,0.0068665685408893,0.0004953123758768,-2.8847244836920893e-05,27344949093369.41,32366040000000.0,21705726000000.0,15348269999999.998,11105514000000.0,26.429198646444625,58.831396186985735,722705091565576.1,855408500558772.4,573664944219297.9,405642476709266.56,293509835576871.8,0.0015376186077317,0.0018199567749298,0.0012205225936961,0.0008630400249753,0.0006244679745615,0.0009737543112476,0.0011525554821989,0.00077294143789,0.0005465522730234,0.0003954676272826
252,252,0.02,1296,2.25,100000.0,17.15,2.43,0.81,,1.296,1626.0,1.626,1296.0,0.0831857057939942,0.0133454161808803,0.0064141297255732,0.0001958648567528,1.896643018642652e-05,19550790771312.586,23642040000000.0,15855126000000.0,11211270000000.0,8112114000000.0,15.579599735674394,25.332429170206566,304593494732966.9,368333520134803.5,247016516838684.25,174667099128574.28,126383489130160.56,0.0011078170366135,0.0013396417054767,0.0008984075839135,0.0006352702585462,0.0004596611051322,0.0007009607532105,0.0008476456200508,0.0005684589024151,0.0004019612482978,0.0002908462172237
253,253,0.02,1296,5.0,100000.0,17.15,2.43,0.81,,1.296,2246.0,2.246,1296.0,0.053396738325091,0.014566583763004,0.0063406005476069,0.0003369149532408,3.561491350195426e-05,27005581840324.76,32656840000000.0,21900746000000.0,15486170000000.0,11205294000000.0,24.271145404231763,54.51299257790454,655456403572403.1,792618912082732.1,531556190627147.2,375867083824651.8,271965319971165.7,0.0015302318968229,0.0018504521958798,0.0012409738213222,0.0008775012304396,0.0006349316372245,0.0009682397611998,0.0011708561270813,0.0007852144494615,0.0005552306049674,0.0004017469888589
254,254,0.02,1306,2.25,100000.0,17.15,2.43,0.81,,1.306,1711.0,1.711,1306.0,0.0706469527333411,0.013232023265059,0.0066597538582382,0.0004763713411396,9.914424931104448e-05,20127125074424.89,24877940000000.0,16683961000000.0,11797345000000.0,8536179000000.0,18.486289209522365,31.63004083749277,372075855082048.0,459900793777144.8,308424528206391.94,218089131574512.62,157802273738251.4,0.0011492741341769,0.0014205492760581,0.000952666849439,0.0006736373630275,0.0004874223066199,0.0007321366630033,0.0009049505036932,0.0006068894333915,0.0004291357443579,0.0003105088076289
255,255,0.02,1306,5.0,100000.0,17.15,2.43,0.81,,1.306,2329.0,2.329,1306.0,0.0506730563283781,0.0128972678153695,0.0063841120636509,0.0001096462160477,5.298668734627135e-05,27396887374830.85,33863660000000.004,22710079000000.0,16058455000000.002,11619381000000.0,25.77306550322697,60.02546955701561,706101772896047.5,872770327359007.1,585308353650459.2,413875612595622.7,299467067619950.9,0.0015643830850369,0.0019336407153357,0.0012967627658348,0.0009169499815845,0.0006634754834119,0.0009965787774019,0.0012318116441271,0.00082609321471,0.0005841362645293,0.0004226621934353
256,256,0.02,1316,2.25,100000.0,17.15,2.43,0.81,,1.3159999999999998,1638.0,1.638,1316.0,0.0857783202450264,0.0153693631524809,0.0055010256116215,-5.91747241955473e-05,4.497272596441354e-06,18838013310673.004,23771022325878.6,15972137999999.998,11294010000000.0,8171981999999.999,15.341871888384338,25.129986153173547,289010386844024.1,364691979179553.3,245042494979595.2,173271254526131.62,125373500918182.8,0.001083940923695,0.0013677866913115,0.0009190382091563,0.0006498583173144,0.0004702165547616,0.0006932540194084,0.0008747927130685,0.0005877875062745,0.0004156286386794,0.0003007355008515
257,257,0.02,1316,5.0,100000.0,17.15,2.43,0.81,,1.3159999999999998,2343.0,2.343,1316.0,0.0464574601094227,0.0126748873366643,0.0059903549449788,0.0002239324168952,-6.923169403327623e-05,26945949442556.08,34002139993610.227,22846593000000.0,16154985000000.0,11689227000000.0,28.32698982898296,66.37013716930707,763297635791575.0,963178273762651.6,647175207537913.2,457622095782372.25,331120614337672.94,0.001550472273637,0.0019564860914181,0.0013145949475294,0.0009295592414332,0.000672599137855,0.0009916325808755,0.0012513060602683,0.0008407729714293,0.0005945164227264,0.0004301729416942
258,258,0.02,1326,2.25,100000.0,17.15,2.43,0.81,,1.3259999999999998,1580.0,1.58,1326.0,0.0838430317949132,0.0134964759594546,0.0062339145619941,0.0002474356371036,7.263712071456912e-05,17752078721957.85,22838450734824.285,15406580000000.002,10894100000000.002,7882620000000.001,15.815267788067368,24.988123105146443,280753878782616.1,361196214235830.0,243659188398282.97,172293108809984.75,124665746171575.62,0.0010291802638121,0.0013240636840605,0.0008931995129804,0.0006315875953235,0.0004569964485959,0.0006649814472032,0.0008555136702237,0.000577120574177,0.0004080859767152,0.0002952778735072
259,259,0.02,1326,5.0,100000.0,17.15,2.43,0.81,,1.3259999999999998,2256.0,2.256,1326.0,0.0564216955633583,0.0162752512935674,0.0066229906383565,0.0005224273235217,-5.618870614544094e-05,25347271896668.934,32609838517571.89,21998256000000.004,15555120000000.002,11255184000000.002,23.501597865150625,53.01960478377982,595701391094147.0,766383311287474.2,516994166246637.0,365570174984161.8,264514808266277.5,0.0014695130855444,0.0018905618172408,0.0012753532286606,0.0009018111487658,0.000652521511413,0.000949492496766,0.0012215435696358,0.00082404051604,0.000582684787006,0.0004216119510331
260,260,0.02,1336,2.25,100000.0,17.15,2.43,0.81,,1.336,1679.0,1.6789999999999998,1336.0,0.086018283750036,0.0137672852568148,0.006014496037405,0.000227631787471,-3.502953362711487e-05,18419246356220.254,24172911674121.406,16371929000000.0,11576705000000.0,8376531000000.0,15.531581679568674,26.0775256399958,286080029257732.56,375443552099615.75,254281952515599.1,179804539287771.06,130100775417939.06,0.0010757549711203,0.0014117911991066,0.0009561837475848,0.000676124186196,0.0004892216917957,0.0007001833155006,0.0009189013010607,0.0006223572510332,0.0004400731459208,0.0003184227592456
261,261,0.02,1336,5.0,100000.0,17.15,2.43,0.81,,1.336,2285.0,2.285,1336.0,0.0540128372249455,0.0135461328776807,0.0067604156709466,-3.977498356740403e-05,3.638295560994169e-06,25067288817131.195,32897619520766.77,22281035000000.0,15755074999999.996,11399864999999.998,24.7348606116728,56.51915649767234,620035894804284.4,813718033302012.1,551118295008803.0,389699584051450.8,281974071766887.3,0.0014640262710005,0.0019213477605471,0.0013012983104415,0.0009201570967587,0.0006657960486917,0.0009528998665389,0.0012505595431351,0.0008469841087616,0.0005989083611846,0.0004333508069543
262,262,0.02,1346,2.25,100000.0,17.15,2.43,0.81,,1.346,1693.0,1.693,1346.0,0.0853415232666066,0.0130531524148719,0.005861679195439,-6.93129765101369e-05,8.813877111051582e-05,18118704226945.49,24278175597523.22,16508443000000.0,11673235000000.0,8446377000000.0,15.771923777304758,26.70186695497696,285766822010913.8,382913534976156.6,260369904677980.3,184109372654566.1,133215614238380.05,0.0010660837537515,0.0014284999772089,0.0009713378319769,0.0006868397447934,0.0004969751249854,0.0006937800478384,0.0009296312593055,0.0006321218245422,0.0004469777438436,0.0003234187039935
263,263,0.02,1346,5.0,100000.0,17.15,2.43,0.81,,1.346,2311.0,2.311,1346.0,0.0626091668948447,0.0148969886813711,0.0060873822640827,0.0001596859204635,5.228515195037232e-05,24732619886870.07,33140498408668.727,22534561000000.0,15934345000000.0,11529579000000.0,21.49844929674076,49.682916324767895,531712974613438.4,712469324707482.4,484458117082811.7,342563708059274.6,247868069544267.03,0.0014552389574246,0.0019499488761546,0.001325907696219,0.0009375585648067,0.0006783871906919,0.0009470323039307,0.0012689768696131,0.0008628668260585,0.0006101391411828,0.0004414770377608
264,264,0.02,1356,2.25,100000.0,17.15,2.43,0.81,,1.356,1711.0,1.711,1356.0,0.0863813545288394,0.0158022402320974,0.0063461991122924,1.0438520040623048e-05,3.479320389521647e-05,17847958933836.133,24440951659442.727,16683961000000.0,11797345000000.0,8536179000000.0,15.697832100413327,26.858990723807207,280174262678431.7,383669955524250.4,261902018547844.03,185192741040650.62,133999504721074.14,0.0010579554428502,0.0014487616165188,0.0009889583124706,0.0006992993092487,0.0005059904646616,0.000690760206959,0.0009459253514162,0.0006457106045559,0.0004565864648151,0.0003303712651142
265,265,0.02,1356,5.0,100000.0,17.15,2.43,0.81,,1.356,2316.0,2.316,1356.0,0.0463175719228274,0.0149160210037349,0.0064488915549079,4.7828695198427474e-05,-3.635804367540377e-05,24158897072334.59,33083135034055.73,22583316000000.0,15968820000000.0,11554524000000.0,29.27614604365085,67.80355423709538,707279398943196.6,968546692838837.8,661152457365917.1,467505506464772.7,338271932088868.9,0.0014320425515144,0.001961035595475,0.0013386484229584,0.0009465676214027,0.000684905853978,0.0009350091404541,0.0012803992483226,0.0008740302514035,0.0006180328769795,0.0004471886908268
266,266,0.02,1366,2.25,100000.0,17.15,2.43,0.81,,1.366,1687.0,1.687,1366.0,0.1063366963044245,0.0130514446775223,0.0056620783003619,0.0003159313836854,0.0001602862717285,17140723884127.53,24004108860681.12,16449937000000.0,11631865000000.0,8416443000000.0,12.845988708257078,21.67118295082969,220189545466854.62,308356511376083.25,211315704953540.3,149422806445970.72,108117531741689.31,0.0010234137150145,0.0014332028443367,0.0009821692042139,0.0006944986835253,0.000502516886455,0.0006696495108767,0.0009377865174336,0.0006426620217716,0.0004544307907,0.0003288114887312
267,267,0.02,1366,5.0,100000.0,17.15,2.43,0.81,,1.366,2264.0,2.264,1366.0,0.0653164263546841,0.0156228029702874,0.005773842137992,4.106015937132582e-05,-1.8961886184030184e-05,23003318834418.93,32214168619195.05,22076264000000.004,15610280000000.002,11295096000000.002,20.913575286288417,47.348334448156976,481081640278116.56,673713440702725.5,461693609203978.8,326466766020042.4,236220840561855.2,0.0013734491113176,0.001923397296727,0.0013180978531952,0.0009320361704216,0.0006743913639207,0.0008986879031564,0.0012585350773383,0.0008624699569004,0.0006098585122375,0.0004412739836915
