,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
137,137,0.1,735,2.25,100000.0,1585370000000.0,408.0,0.408,735.0,0.0864137365378623,0.0280780323823301,0.0085832677458447,6468309600.0,,,,2.0705542407787242e-07,1.1734214264333725e-07
138,138,0.1,740,2.25,100000.0,1587000000000.0,427.0,0.427,740.0,0.0900236351859642,0.0330970157566456,0.0069689354786188,6776490000.000001,,,,2.183640215388563e-07,1.236872413862337e-07
139,139,0.1,745,2.25,100000.0,1588600000000.0,395.0,0.395,745.0,0.0890381041615427,0.033157333566143,0.0078763530578846,6274970000.0,,,,2.036143361673985e-07,1.1521253371474525e-07
140,140,0.1,750,2.25,100000.0,1590190000000.0,468.0,0.468,750.0,0.0941314281294662,0.0217976039069563,0.0089234998503449,7442089200.0,,,,2.4313332231261e-07,1.3745678807121364e-07
141,141,0.1,755,2.25,100000.0,1591750000000.0,466.0,0.466,755.0,0.0953345248016975,0.0331020817891612,0.0088903373931851,7417555000.0,,,,2.439473343753735e-07,1.3779349983606086e-07
142,142,0.1,760,2.25,100000.0,1593300000000.0,455.0,0.455,760.0,0.1013501362098998,0.040657852505232,0.0102982772274519,7249515000.0,,,,2.40026290727155e-07,1.3545279761437652e-07
143,143,0.1,765,2.25,100000.0,1594830000000.0,469.0,0.469,765.0,0.0987671993158965,0.038760697140674,0.0084520261592568,7479752700.0,,,,2.492969044524741e-07,1.4054045415984374e-07
144,144,0.1,770,2.25,100000.0,1596340000000.0,509.0,0.509,770.0,0.1006966278820748,0.0356771937376749,0.0093313119784315,8125370600.0,,,,2.725851013980907e-07,1.5353454605920776e-07
145,145,0.1,775,2.25,100000.0,1597830000000.0,500.0,0.5,775.0,0.0946293276250543,0.0345278977250475,0.008364859177488,7989150000.0,,,,2.697853726149258e-07,1.5181657694156816e-07
146,146,0.1,780,2.25,100000.0,1599300000000.0,475.0,0.475,780.0,0.1029820305873759,0.0376107652878516,0.008224218130573,7596675000.0,,,,2.582059274376424e-07,1.451816807548165e-07
147,147,0.1,785,2.25,100000.0,1600760000000.0,542.0,0.542,785.0,0.1058796611857884,0.0306601444416405,0.0097896220126321,8676119200.0,,,,2.96851345560448e-07,1.6677804657457092e-07
148,148,0.1,790,2.25,100000.0,1602190000000.0,524.0,0.524,790.0,0.1037504745085862,0.031556199888874,0.0089402648785533,8395475600.0,,,,2.891000571927355e-07,1.6232990838885817e-07
149,149,0.1,795,2.25,100000.0,1603610000000.0,483.0,0.483,795.0,0.1060338697217478,0.037700864278103,0.0084778844423162,7745436300.0,,,,2.684038850253377e-07,1.5060869708940052e-07
150,150,0.1,800,2.25,100000.0,1605010000000.0,516.0,0.516,800.0,0.1048916131692737,0.0361988843688192,0.0085424188380778,8281851600.0,,,,2.888185870226557e-07,1.619557771845942e-07
151,151,0.1,805,2.25,100000.0,1606400000000.0,572.0,0.5720000000000001,805.0,0.1045430829043704,0.0289059246781279,0.0093138641127322,9188608000.000002,,,,3.224788198275376e-07,1.806720089976101e-07
152,152,0.1,810,2.25,100000.0,1607770000000.0,498.0,0.498,810.0,0.1056400679323704,0.0397119477541102,0.0088120632258165,8006694600.0,,,,2.8273391896295e-07,1.582995171947473e-07
153,153,0.1,815,2.25,100000.0,1609120000000.0,558.0,0.5579999999999999,815.0,0.115670346316882,0.0259103606806595,0.0099144243629405,8978889599.999998,,,,3.190566132797125e-07,1.7846169257463818e-07
154,154,0.1,820,2.25,100000.0,1610450000000.0,547.0,0.547,820.0,0.1027731633036733,0.031091132234462,0.008414728257639,8809161500.0,,,,3.149690292380017e-07,1.760212904128202e-07
155,155,0.1,825,2.25,100000.0,1611770000000.0,570.0,0.5700000000000001,825.0,0.1084785029643083,0.0328074621846279,0.0081748113162297,9187089000.000002,,,,3.305453726989108e-07,1.8451693564665162e-07
156,156,0.1,830,2.25,100000.0,1613070000000.0,642.0,0.642,830.0,0.1167115019290683,0.0422630344020639,0.0093386605471753,10355909400.0,,,,3.748844729922994e-07,2.090671116144701e-07
157,157,0.1,835,2.25,100000.0,1614360000000.0,613.0,0.613,835.0,0.1123072271789475,0.0280421197372669,0.0096374544464745,9896026800.0,,,,3.6038151162823833e-07,2.0077739759031254e-07
158,158,0.1,840,2.25,100000.0,1615630000000.0,607.0,0.607,840.0,0.1186159651541953,0.0398829676100666,0.0099024689575291,9806874100.0,,,,3.593129838854818e-07,1.9996399296946365e-07
159,159,0.1,845,2.25,100000.0,1616880000000.0,582.0,0.582,845.0,0.109990007304567,0.0264245955349243,0.0072435977848115,9410241600.0,,,,3.46858555918235e-07,1.928027930076464e-07
160,160,0.1,850,2.25,100000.0,1618120000000.0,632.0,0.632,850.0,0.1111709615808511,0.0419964363920971,0.0078220445171228,10226518400.0,,,,3.791627871721893e-07,2.1054349007658733e-07
161,161,0.1,855,2.25,100000.0,1619340000000.0,626.0,0.626,855.0,0.1157992152555072,0.0313387446210105,0.0086029996699181,10137068400.0,,,,3.780849339506909e-07,2.096731627608745e-07
162,162,0.1,860,2.25,100000.0,1620550000000.0,672.0,0.672,860.0,0.1173668194433371,0.0350991081134959,0.0104428165670971,10890096000.0,,,,4.0857608268329364e-07,2.2630181621711482e-07
163,163,0.1,865,2.25,100000.0,1621740000000.0,652.0,0.652,865.0,0.1147509671589713,0.0314092183249884,0.0092873605152414,10573744800.0,,,,3.9908688296297553e-07,2.2071928167436758e-07
164,164,0.1,870,2.25,100000.0,1622920000000.0,701.0,0.701,870.0,0.1195804086994898,0.0420447535207066,0.0089176135628594,11376669200.0,,,,4.31810414998257e-07,2.385561075032974e-07
165,165,0.1,875,2.25,100000.0,1624090000000.0,688.0,0.688,875.0,0.1183449481503386,0.0330371463108729,0.0089565931610535,11173739200.0,,,,4.265767791156262e-07,2.353228172004061e-07
166,166,0.1,880,2.25,100000.0,1625230000000.0,673.0,0.673,880.0,0.114606642260169,0.0384723605930636,0.0086042706333317,10937797900.0,,,,4.200325301012733e-07,2.313629237131284e-07
167,167,0.1,885,2.25,100000.0,1626370000000.0,680.0,0.6799999999999999,885.0,0.1245347653794378,0.0386806589785538,0.008935057394489,11059315999.999998,,,,4.2712780361597524e-07,2.34919477749774e-07
168,168,0.1,890,2.25,100000.0,1627490000000.0,691.0,0.6910000000000001,890.0,0.1157740915353464,0.0367012562945589,0.0097793955073941,11245955900.000002,,,,4.367739641357743e-07,2.398953019074802e-07
169,169,0.1,895,2.25,100000.0,1628590000000.0,678.0,0.6779999999999999,895.0,0.1219487716272706,0.0364296982147834,0.0088737188295193,11041840199.999998,,,,4.313032046267687e-07,2.365027458875943e-07
170,170,0.1,900,2.25,100000.0,1629680000000.0,767.0,0.767,900.0,0.1206627957886763,0.0324529762358519,0.0088183733681359,12499645600.0,,,,4.90991918819811e-07,2.6882461384937653e-07
171,171,0.1,905,2.25,100000.0,1630760000000.0,726.0,0.726,905.0,0.12909191406017,0.0299835178747472,0.0092368338094662,11839317600.0,,,,4.6762039272804413e-07,2.5562681515755745e-07
172,172,0.1,910,2.25,100000.0,1631820000000.0,702.0,0.7020000000000001,910.0,0.1301318732685458,0.0390266964023674,0.0103022377661108,11455376400.000002,,,,4.549889333744249e-07,2.483157440665218e-07
173,173,0.1,915,2.25,100000.0,1632870000000.0,706.0,0.7060000000000001,915.0,0.128716076842048,0.037561356546983,0.008617009067294,11528062200.000002,,,,4.604254969831006e-07,2.50845078758576e-07
174,174,0.1,920,2.25,100000.0,1633910000000.0,736.0,0.736,920.0,0.1304851742531357,0.0394766130709736,0.0098547753396383,12025577600.0,,,,4.829915045389809e-07,2.626732981662899e-07
175,175,0.1,925,2.25,100000.0,1634930000000.0,763.0,0.763,925.0,0.1273936050130451,0.0369195666411684,0.008937597176591,12474515900.0,,,,5.037824441165152e-07,2.7348238025501165e-07
176,176,0.1,930,2.25,100000.0,1635940000000.0,756.0,0.756,930.0,0.1316270816547279,0.0348540056995084,0.0091437384650405,12367706400.0,,,,5.021503539480512e-07,2.721424997304475e-07
177,177,0.1,935,2.25,100000.0,1636940000000.0,798.0,0.7979999999999999,935.0,0.1352206441808509,0.0344360351613185,0.009884626074972,13062781199.999998,,,,5.332621949658979e-07,2.884609534409201e-07
178,178,0.1,940,2.25,100000.0,1637920000000.0,702.0,0.7020000000000001,940.0,0.1382775441418231,0.0313966046472003,0.0102612660890415,11498198400.000002,,,,4.719186282219429e-07,2.548184499735169e-07
179,179,0.1,945,2.25,100000.0,1638900000000.0,825.0,0.8250000000000001,945.0,0.1330545842899599,0.0291167792154352,0.0092858651486822,13520925000.000002,,,,5.57868378145691e-07,3.0067747875165124e-07
180,180,0.1,950,2.25,100000.0,1639850000000.0,763.0,0.763,950.0,0.1361284619219521,0.0315318751099516,0.0092239463680605,12512055500.0,,,,5.190123265220723e-07,2.792040644183758e-07
181,181,0.1,955,2.25,100000.0,1640800000000.0,773.0,0.773,955.0,0.1374362998912603,0.0330511626603385,0.0095747554288088,12683384000.0,,,,5.289076556701547e-07,2.839656824552448e-07
182,182,0.1,960,2.25,100000.0,1641730000000.0,804.0,0.804,960.0,0.1361792674595298,0.0372559012852643,0.0094817306279526,13199509200.0,,,,5.534138509383992e-07,2.965042466827355e-07
183,183,0.1,965,2.25,100000.0,1642650000000.0,812.0,0.812,965.0,0.1415010136790256,0.0338651035222438,0.0094617132034428,13338318000.0,,,,5.620638524632724e-07,3.0058249145350186e-07
184,184,0.1,970,2.25,100000.0,1643560000000.0,797.0,0.7969999999999999,970.0,0.1412372107502163,0.0309307343424347,0.0101785171953396,13099173199.999998,,,,5.54887270306089e-07,2.961422929190395e-07
185,185,0.1,975,2.25,100000.0,1644460000000.0,841.0,0.8410000000000001,975.0,0.1377788392181162,0.0338865749902433,0.009113217727436,13829908600.000002,,,,5.889477910257016e-07,3.1362968321605216e-07
186,186,0.1,980,2.25,100000.0,1645340000000.0,798.0,0.7979999999999999,980.0,0.1354195635941461,0.0353466926824032,0.0089450974131789,13129813199.999998,,,,5.620221413578729e-07,2.986770488558891e-07
187,187,0.1,985,2.25,100000.0,1646210000000.0,823.0,0.823,985.0,0.1432612079435168,0.0405989059771538,0.0095762148832513,13548308300.0,,,,5.828733147556829e-07,3.091128562514189e-07
188,188,0.1,990,2.25,100000.0,1647070000000.0,852.0,0.852,990.0,0.1390252210684706,0.0267894023932045,0.0089981922958721,14033036400.0,,,,6.068363377053506e-07,3.211265234762949e-07
189,189,0.1,995,2.25,100000.0,1647920000000.0,863.0,0.8630000000000001,995.0,0.1439570286669926,0.0288801713890652,0.0085821725756399,14221549600.000002,,,,6.181169641982163e-07,3.263728391916842e-07
190,190,0.1,1000,2.25,100000.0,1648760000000.0,827.0,0.827,1000.0,0.1507339491691947,0.0332377559693269,0.0095894596432909,13635245200.0,,,,5.955685478343956e-07,3.138167858466227e-07
191,191,0.1,1005,2.25,100000.0,1649590000000.0,879.0,0.8789999999999999,1005.0,0.1460585854813554,0.0396989221970396,0.009051084965707,14499896099.999998,,,,6.365486683400668e-07,3.346379560628754e-07
192,192,0.1,1010,2.25,100000.0,1650400000000.0,869.0,0.869,1010.0,0.1435536001053539,0.0328716308432082,0.0095372843583564,14341976000.0,,,,6.327715665922197e-07,3.319095127341734e-07
193,193,0.1,1015,2.25,100000.0,1651200000000.0,856.0,0.856,1015.0,0.149956379529619,0.0257858111319899,0.0097971165152883,14134272000.0,,,,6.26786721877917e-07,3.280250644015874e-07
194,194,0.1,1020,2.25,100000.0,1652000000000.0,896.0,0.8959999999999999,1020.0,0.1509599358208446,0.024979536223951,0.0093973600409785,14801919999.999998,,,,6.596513432978612e-07,3.444910688310932e-07
195,195,0.1,1025,2.25,100000.0,1652780000000.0,908.0,0.908,1025.0,0.1487620167515385,0.0339180973197129,0.0095272173072591,15007242399.999998,,,,6.720553822269376e-07,3.5022654322860386e-07
196,196,0.1,1030,2.25,100000.0,1653550000000.0,820.0,0.8200000000000001,1030.0,0.1507403825143119,0.0353961146110244,0.0080730327708093,13559110000.000002,,,,6.102117428541885e-07,3.173005684171607e-07
197,197,0.1,1035,2.25,100000.0,1654310000000.0,964.0,0.964,1035.0,0.1538243784891816,0.0357924075027663,0.0092917692510351,15947548400.0,,,,7.2121102274615e-07,3.741834367286413e-07
198,198,0.1,1040,2.25,100000.0,1655050000000.0,953.0,0.953,1040.0,0.1545597582572522,0.0317182871582282,0.009224842411069,15772626500.000002,,,,7.166936973665829e-07,3.7106387258419307e-07
199,199,0.1,1045,2.25,100000.0,1655790000000.0,917.0,0.917,1045.0,0.153721845305143,0.0379715898619969,0.0096033938790545,15183594299.999998,,,,6.93296421449766e-07,3.581302455253161e-07
200,200,0.1,1050,2.25,100000.0,1656520000000.0,941.0,0.941,1050.0,0.1551061008569193,0.0325920568363754,0.0096160636691699,15587853200.0,,,,7.151869931460115e-07,3.6861871204525243e-07
201,201,0.1,1055,2.25,100000.0,1657230000000.0,1006.0,1.006,1055.0,0.1583908519781435,0.0333871401017614,0.010462110855229,16671733800.0,,,,7.68671748370835e-07,3.952310225272478e-07
202,202,0.1,1060,2.25,100000.0,1657940000000.0,914.0,0.914,1060.0,0.1548420703875894,0.0333271044440766,0.0105587060605888,15153571600.0,,,,7.018832395365768e-07,3.601365011538288e-07
203,203,0.1,1065,2.25,100000.0,1658640000000.0,905.0,0.905,1065.0,0.1527459806856806,0.0330514986129832,0.009809968504491,15010692000.0,,,,6.985705077378604e-07,3.575983647954565e-07
204,204,0.1,1070,2.25,100000.0,1659320000000.0,955.0,0.955,1070.0,0.1632616629947371,0.0391231044110416,0.0105653559999078,15846506000.0,,,,7.41038737182143e-07,3.7841950543874107e-07
205,205,0.1,1075,2.25,100000.0,1660000000000.0,960.0,0.96,1075.0,0.1604315200947759,0.0270229226091963,0.0100930664420245,15936000000.0,,,,7.487061477192398e-07,3.814333670422519e-07
206,206,0.1,1080,2.25,100000.0,1660660000000.0,959.0,0.959,1080.0,0.1565540342841635,0.0367517652511997,0.0091530622094802,15925729400.0,,,,7.516761664375467e-07,3.820677350478612e-07
207,207,0.1,1085,2.25,100000.0,1661320000000.0,909.0,0.909,1085.0,0.1576317038841686,0.0424858641282353,0.0092749121139201,15101398800.0,,,,7.161210659320739e-07,3.6310167828805003e-07
208,208,0.1,1090,2.25,100000.0,1661960000000.0,1026.0,1.026,1090.0,0.1651751621437609,0.0347069903282706,0.010275476507535,17051709600.0,,,,8.123327457415747e-07,4.109142733209629e-07
209,209,0.1,1095,2.25,100000.0,1662600000000.0,960.0,0.96,1095.0,0.1636366606140392,0.0268566174914723,0.009072046784611,15960960000.0,,,,7.638300538592436e-07,3.854517616573429e-07
210,210,0.1,1100,2.25,100000.0,1663220000000.0,969.0,0.969,1100.0,0.1675832631625964,0.0359743844961143,0.0102811014163805,16116601800.000002,,,,7.748570979827105e-07,3.900445499626089e-07
211,211,0.1,1105,2.25,100000.0,1663840000000.0,1002.0,1.002,1105.0,0.1629553525388833,0.039306642557066,0.0090039272912343,16671676800.0,,,,8.051874834516542e-07,4.0430741248667705e-07
212,212,0.1,1110,2.25,100000.0,1664450000000.0,917.0,0.917,1110.0,0.1698051686953822,0.0390742762533519,0.010178788988566,15263006499.999998,,,,7.40597424867673e-07,3.709078526575683e-07
213,213,0.1,1115,2.25,100000.0,1665040000000.0,1026.0,1.026,1115.0,0.170360704522606,0.0271679612655357,0.0097073066781003,17083310400.0,,,,8.326567921859398e-07,4.6300500317102267e-07
214,214,0.1,1120,2.25,100000.0,1665630000000.0,1007.0,1.007,1120.0,0.169416866720066,0.0384578219658119,0.0100637258107505,16772894100.000002,,,,8.211326501350531e-07,5.138313533152793e-07
215,215,0.1,1125,2.25,100000.0,1666210000000.0,976.0,0.976,1125.0,0.1682762175531052,0.0322321859303304,0.0100543845451419,16262209600.0,,,,7.997443975577084e-07,5.002394609467883e-07
216,216,0.1,1130,2.25,100000.0,1666780000000.0,994.0,0.994,1130.0,0.1672684925877722,0.0360850034688887,0.0099112602423701,16567793199.999998,,,,8.184236212600519e-07,5.117480887971854e-07
217,217,0.1,1135,2.25,100000.0,1667340000000.0,982.0,0.982,1135.0,0.1722695070840675,0.0340058326707127,0.009862870812225,16373278800.000002,,,,8.123341859540715e-07,5.07778867355768e-07
218,218,0.1,1140,2.25,100000.0,1667890000000.0,1015.0,1.015,1140.0,0.1769048213893542,0.0330916195449518,0.0103442781606133,16929083499.999998,,,,8.436714356268009e-07,5.271410933865588e-07
219,219,0.1,1145,2.25,100000.0,1668430000000.0,986.0,0.986,1145.0,0.1717325214922935,0.0347402340927395,0.0098305801404683,16450719800.000002,,,,8.234276361306631e-07,5.196640747778101e-07
220,220,0.1,1150,2.25,100000.0,1668970000000.0,994.0,0.994,1150.0,0.1734663886842125,0.0314472598121004,0.0098768190521503,16589561799.999998,,,,8.34095062195524e-07,5.317508109494199e-07
221,221,0.1,1155,2.25,100000.0,1669490000000.0,1018.0,1.018,1155.0,0.1719454493225566,0.0425604314061506,0.0094834872734861,16995408200.0,,,,8.581211995843279e-07,5.470980101176097e-07
222,222,0.1,1160,2.25,100000.0,1670000000000.0,983.0,0.983,1160.0,0.1779307240347536,0.0316505075355436,0.0101371848768352,16416100000.0,,,,8.32459330003246e-07,5.307277741317047e-07
223,223,0.1,1165,2.25,100000.0,1670510000000.0,986.0,0.986,1165.0,0.178735714440524,0.0388825124900147,0.0099874789591728,16471228600.000002,,,,8.389473667996246e-07,5.347575784138983e-07
224,224,0.1,1170,2.25,100000.0,1671010000000.0,981.0,0.981,1170.0,0.177240666877592,0.0342708422393414,0.0094310904457023,16392608099.999998,,,,8.385570763041876e-07,5.344608184198256e-07
225,225,0.1,1175,2.25,100000.0,1671500000000.0,970.0,0.97,1175.0,0.1822347085818227,0.0367229422271304,0.0097729027879659,16213550000.0,,,,8.328808208745268e-07,5.308121185930176e-07
226,226,0.1,1180,2.25,100000.0,1671980000000.0,960.0,0.96,1180.0,0.186119135021162,0.0365712134861036,0.0098408161216805,16051008000.0,,,,8.281004652581827e-07,5.276760371223901e-07
227,227,0.1,1185,2.25,100000.0,1672450000000.0,976.0,0.976,1185.0,0.1836070152920076,0.0332451717189115,0.0095060606735996,16323112000.0,,,,8.457071863568847e-07,5.388161508397592e-07
228,228,0.1,1190,2.25,100000.0,1672920000000.0,984.0,0.984,1190.0,0.1783359990398883,0.036707821490053,0.0090890351941257,16461532800.0,,,,8.56414699213942e-07,5.45616837639416e-07
229,229,0.1,1195,2.25,100000.0,1673370000000.0,1008.0,1.008,1195.0,0.1815970033168039,0.0384092533593727,0.009940830487196,16867569600.0,,,,8.812905764195993e-07,5.613186599622628e-07
230,230,0.1,1200,2.25,100000.0,1673820000000.0,982.0,0.982,1200.0,0.189580804042134,0.0310503310534513,0.0098997649844204,16436912400.000002,,,,8.623830199143762e-07,5.491913409267842e-07
231,231,0.1,1205,2.25,100000.0,1674260000000.0,978.0,0.978,1205.0,0.1894569057576085,0.0319785703876063,0.0094426595851402,16374262800.000002,,,,8.627704353784992e-07,5.492617857598101e-07
232,232,0.1,1210,2.25,100000.0,1674690000000.0,962.0,0.962,1210.0,0.1846249374620003,0.0376586115023314,0.0100070039938791,16110517800.0,,,,8.523958385974653e-07,5.425604189469075e-07
233,233,0.1,1215,2.25,100000.0,1675110000000.0,982.0,0.982,1215.0,0.190744107581576,0.0344966957747174,0.0091841146971731,16449580200.000002,,,,8.738677689568944e-07,5.56129248411864e-07
234,234,0.1,1220,2.25,100000.0,1675530000000.0,949.0,0.949,1220.0,0.1831581690998497,0.0389538148554405,0.0095143360166409,15900779700.000002,,,,8.48251629711909e-07,5.396698909512998e-07
235,235,0.1,1225,2.25,100000.0,1675940000000.0,989.0,0.989,1225.0,0.1963599950997202,0.0325099316877346,0.0096874414369327,16575046600.0,,,,8.878452963111355e-07,5.647057865571442e-07
236,236,0.1,1230,2.25,100000.0,1676340000000.0,1011.0,1.011,1230.0,0.1956965260850271,0.0332936782006346,0.0097605413642136,16947797399.999998,,,,9.114503154289392e-07,5.796219279465379e-07
237,237,0.1,1235,2.25,100000.0,1676730000000.0,971.0,0.971,1235.0,0.1939397570118028,0.0260272753364787,0.0099950067360409,16281048300.0,,,,8.791841713420902e-07,5.58908081331681e-07
238,238,0.1,1240,2.25,100000.0,1677110000000.0,939.0,0.939,1240.0,0.1931520986864937,0.0351766459755204,0.0098895561033847,15748062900.0,,,,8.538456381110157e-07,5.426474425239828e-07
239,239,0.1,1245,2.25,100000.0,1677490000000.0,971.0,0.971,1245.0,0.1874615271060579,0.0407898533750433,0.0090039429796686,16288427900.0,,,,8.868022723000678e-07,5.633395494577896e-07
240,240,0.1,1250,2.25,100000.0,1677860000000.0,984.0,0.984,1250.0,0.1994840406607989,0.0351688081717523,0.0097462658997952,16510142400.0,,,,9.024831625410426e-07,5.731235624303561e-07
241,241,0.1,1255,2.25,100000.0,1678220000000.0,1026.0,1.026,1255.0,0.1928232907452727,0.0342592823065551,0.0105773643776238,17218537200.0,,,,9.448320212744e-07,5.998790106381311e-07
242,242,0.1,1260,2.25,100000.0,1678570000000.0,989.0,0.989,1260.0,0.2075426870730757,0.0383435143551407,0.0103711988925268,16601057300.0,,,,9.1467889347719e-07,5.804687266166424e-07
243,243,0.1,1265,2.25,100000.0,1678920000000.0,943.0,0.943,1265.0,0.2011520620032626,0.0388487087213036,0.0101217570691999,15832215600.0,,,,8.75779116388536e-07,5.555582473765564e-07
244,244,0.1,1270,2.25,100000.0,1679260000000.0,971.0,0.971,1270.0,0.2010745426407778,0.0319406957675646,0.0088999037989935,16305614600.0,,,,9.054645092725708e-07,5.742161690079341e-07
245,245,0.1,1275,2.25,100000.0,1679590000000.0,973.0,0.973,1275.0,0.2000592001065477,0.0331240930065954,0.0091216418956818,16342410700.000002,,,,9.111140770788124e-07,5.775295242268643e-07
246,246,0.1,1280,2.25,100000.0,1679910000000.0,934.0,0.934,1280.0,0.2001527627446065,0.0422971930686406,0.0095900631116743,15690359399.999998,,,,8.781594909491875e-07,5.564371602140583e-07
247,247,0.1,1285,2.25,100000.0,1680230000000.0,957.0,0.957,1285.0,0.2060087728124511,0.0343535923455452,0.0096758497920816,16079801100.000002,,,,9.034050423012664e-07,5.722084423140565e-07
248,248,0.1,1290,2.25,100000.0,1680540000000.0,969.0,0.969,1290.0,0.2076458774787382,0.032175107136124,0.0091290677489587,16284432600.000002,,,,9.184953580495122e-07,5.81489271443722e-07
249,249,0.1,1295,2.25,100000.0,1680840000000.0,983.0,0.983,1295.0,0.201369370434049,0.0393836868831988,0.009461428098493,16522657200.0,,,,9.355441456415824e-07,5.91991386692368e-07
250,250,0.1,1300,2.25,100000.0,1681140000000.0,949.0,0.949,1300.0,0.2079080219027203,0.0433983819591471,0.0094499170842532,15954018600.000002,,,,9.069010354766332e-07,5.735575192605669e-07
251,251,0.1,1305,2.25,100000.0,1681430000000.0,986.0,0.986,1305.0,0.2099317390542172,0.0379244317176775,0.0093891300882291,16578899800.000002,,,,9.460122424048772e-07,6.018819971610195e-07
252,252,0.1,1310,2.25,100000.0,1681710000000.0,981.0,0.981,1310.0,0.2098894890465045,0.0344522240735724,0.0096411273378202,16497575099.999998,,,,9.449092921471722e-07,6.048762058054651e-07
253,253,0.1,1315,2.25,100000.0,1681980000000.0,1041.0,1.041,1315.0,0.2144449339673037,0.0335255135297037,0.0098331990076308,17509411800.000004,,,,1.0067275050135576e-06,6.439615743201124e-07
254,254,0.1,1320,2.25,100000.0,1682250000000.0,980.0,0.98,1320.0,0.2153880013121459,0.038067354922064,0.0092790764135702,16486050000.0,,,,9.514571936275164e-07,6.082066701099387e-07
255,255,0.1,1325,2.25,100000.0,1682510000000.0,954.0,0.954,1325.0,0.2197131090952108,0.0279496101960274,0.0096422119665926,16051145400.0,,,,9.297983835120367e-07,5.997289418622028e-07
256,256,0.1,1330,2.25,100000.0,1682760000000.0,934.0,0.934,1330.0,0.2152040681431419,0.0319363845553884,0.0099659441587427,15716978399.999998,,,,9.138766414795164e-07,5.948443872530466e-07
257,257,0.1,1335,2.25,100000.0,1683010000000.0,933.0,0.933,1335.0,0.2173362637754696,0.0357915274605735,0.0097513290725765,15702483299.999998,,,,9.16432683716258e-07,5.964720006381619e-07
258,258,0.1,1340,2.25,100000.0,1683250000000.0,948.0,0.948,1340.0,0.2104723897115349,0.038351150947981,0.0098082177691718,15957210000.000002,,,,9.348556433756976e-07,6.083757796654112e-07
259,259,0.1,1345,2.25,100000.0,1683490000000.0,899.0,0.899,1345.0,0.2158737526267706,0.0395145768535291,0.0101550279745983,15134575100.0,,,,8.899372733860383e-07,5.790966489125609e-07
260,260,0.1,1350,2.25,100000.0,1683720000000.0,884.0,0.8840000000000001,1350.0,0.2121735481750027,0.034823460387548,0.0088683924807214,14884084800.000002,,,,8.783328301150712e-07,5.715766578086359e-07
261,261,0.1,1355,2.25,100000.0,1683940000000.0,967.0,0.967,1355.0,0.2146617486036431,0.0349169451415123,0.0093383859403217,16283699800.0,,,,9.645206100838262e-07,6.293983538092559e-07
262,262,0.1,1360,2.25,100000.0,1684150000000.0,955.0,0.955,1360.0,0.2224651758837249,0.0370097335525125,0.0094292665407886,16083632500.0,,,,9.561505108621424e-07,6.257419280792739e-07
263,263,0.1,1365,2.25,100000.0,1684360000000.0,905.0,0.905,1365.0,0.2139642737059601,0.0427518550549968,0.0096848280829804,15243458000.0,,,,9.094348753370216e-07,5.951139888382878e-07
264,264,0.1,1370,2.25,100000.0,1684560000000.0,892.0,0.8920000000000001,1370.0,0.222684380675026,0.0377406382546585,0.0097437411562918,15026275200.000002,,,,8.997614053251602e-07,5.886793233406724e-07
265,265,0.1,1375,2.25,100000.0,1684760000000.0,868.0,0.868,1375.0,0.2155862617017907,0.0385710989024438,0.0097450861574494,14623716800.0,,,,8.787879233307974e-07,5.748632707774798e-07
266,266,0.1,1380,2.25,100000.0,1684950000000.0,906.0,0.906,1380.0,0.1287999999999556,0.0303111418247253,0.0105069167464978,15265647000.0,,,,9.20598260805637e-07,6.021523915461624e-07
267,267,0.1,1385,2.25,100000.0,1685130000000.0,926.0,0.926,1385.0,0.222302137783016,0.0386266061288651,0.009025339547453,15604303799.999998,,,,9.443959052353457e-07,6.175739914750803e-07
268,268,0.1,1390,2.25,100000.0,1685310000000.0,924.0,0.924,1390.0,0.2190868306366585,0.0311958075387933,0.0103225348040849,15572264400.0,,,,9.45789844086296e-07,6.183788836647817e-07
269,269,0.1,1395,2.25,100000.0,1685480000000.0,889.0,0.889,1395.0,0.1301999999998315,0.0373994150858433,0.0098125599385686,14983917200.0,,,,9.133633341476856e-07,5.969747587127362e-07
270,270,0.1,1400,2.25,100000.0,1685640000000.0,902.0,0.902,1400.0,0.223610419522373,0.0302198132221714,0.0100592075316352,15204472800.0,,,,9.30061257568573e-07,6.077632019698526e-07
271,271,0.1,1405,2.25,100000.0,1685800000000.0,870.0,0.8699999999999999,1405.0,0.2276587015573002,0.0323340749408881,0.0101284809990288,14666459999.999998,,,,9.00222935084997e-07,5.881582034187176e-07
272,272,0.1,1410,2.25,100000.0,1685950000000.0,945.0,0.945,1410.0,0.2298844133450851,0.0314708857940504,0.0093317999733595,15932227500.000002,,,,9.813595000488949e-07,6.40996624475969e-07
273,273,0.1,1415,2.25,100000.0,1686100000000.0,964.0,0.964,1415.0,0.2217565190145969,0.036623165066217,0.0098514363835115,16254004000.0,,,,1.0046193399839571e-06,6.560250237119851e-07
