,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
10,10,2.25,0.02,510,100000.0,17.15,2.43,0.81,,0.0254999999999999,160.0925,0.1600925,25.5,0.0019367941139759,0.0001970219601112,0.0001425793132127,-4.513423388310907e-06,-3.06143674539984e-08,3416960907033.9834,2433406000000.0,2017165500000.0,0.6606742956520176,2.1148467673219025,45138583808149.25,32145670863292.914,26647069268255.965,7.565863705516726e-05,5.388068121671126e-05,4.466424890332625e-05,4.242974744305751e-05,3.02165593389945e-05,2.5047937346797748e-05
11,11,2.25,0.02,511,100000.0,17.15,2.43,0.81,,0.0255499999999999,159.35250000000002,0.1593525,25.55,0.0019236215819864,0.0001970698337626,0.0001461900001116,-4.44767074981111e-06,-7.695880350252483e-08,3398346908352.9424,2422158000000.0,2007841500000.0,0.6667243961888187,2.124932652104854,45316253643581.04,32298976311993.78,26774151416521.16,7.53968087227885e-05,5.373877015718801e-05,4.45466121039845e-05,4.229164602933074e-05,3.0143199480702003e-05,2.4987125885318496e-05
12,12,2.25,0.02,512,100000.0,17.15,2.43,0.81,,0.0256,158.91500000000002,0.158915,25.6,0.0019426185194011,0.0001991861276925,0.0001447897292172,-4.503533635184976e-06,-2.6902864450019786e-07,3386204851558.8447,2415508000000.0,2002329000000.0,0.6607404381166205,2.0995357397619165,44737489274159.086,31912943244381.137,26454150321000.16,7.526055278477198e-05,5.3686198946986015e-05,4.450303333763225e-05,4.223365411455949e-05,3.01268629202945e-05,2.4973583736559503e-05
13,13,2.25,0.02,513,100000.0,17.15,2.43,0.81,,0.02565,159.385,0.159385,25.65,0.0019743477379665,0.000196249722663,0.0001431683855499,-4.875784908436293e-06,1.9843331606911638e-07,3394900500000.0,2422652000000.0,2008251000000.0,0.6530105625261493,2.08187477830852,44343932777971.47,31644496630289.51,26231622206687.35,7.561793181032874e-05,5.396209218389602e-05,4.473173431033376e-05,4.24358743271285e-05,3.028287745410025e-05,2.51029115737935e-05
14,14,2.25,0.02,514,100000.0,17.15,2.43,0.81,,0.0257,158.3825,0.1583824999999999,25.7,0.0019820131638854,0.0001952584624561,0.0001443468039908,-4.173076994479464e-06,-7.496816400005712e-08,3373547250000.0,2407414000000.0,1995619500000.0,0.6498554167985106,2.057803397704517,43831212371106.21,31278611645108.656,25928322811076.91,7.528878627301674e-05,5.3727208983560745e-05,4.453702849952926e-05,4.226255068052326e-05,3.01591910959595e-05,2.5000382092703e-05
15,15,2.25,0.02,515,100000.0,17.15,2.43,0.81,,0.02575,158.6275,0.1586275,25.75,0.0019414652109244,0.0001970691233633,0.0001413487274504,-4.972203010039929e-06,2.231969705606485e-07,3378765750000.0,2411138000000.0,1998706500000.0,0.6656095333704755,2.110808335046824,44960217536497.35,32084286692711.73,26596185021589.984,7.5557528208505e-05,5.3918987266162005e-05,4.469600260221325e-05,4.242207745735876e-05,3.0273031800555756e-05,2.5094750045197745e-05
16,16,2.25,0.02,516,100000.0,17.15,2.43,0.81,,0.0258,157.57999999999998,0.15758,25.8,0.0019463827483934,0.0001951463243317,0.0001427480820838,-4.432183170832742e-06,-1.6640126981949274e-08,3356454000000.0,2395216000000.0,1985508000000.0,0.6672599085969241,2.102019486300022,44773015058190.45,31950696191760.324,26485445527380.266,7.521820163092776e-05,5.367683872253925e-05,4.449527420420975e-05,4.223588900560501e-05,3.014016492418725e-05,2.4984610397680748e-05
17,17,2.25,0.02,517,100000.0,17.15,2.43,0.81,,0.02585,158.5725,0.1585724999999999,25.85,0.0019833032791657,0.0001895243402097,0.0001408144302283,-4.048778203854707e-06,-1.9895226758370585e-07,3377594250000.0,2410302000000.0,1998013500000.0,0.6532604117265162,2.071727796904661,44127802074069.27,31490262512950.844,26103770240998.73,7.582465613732149e-05,5.410961376935599e-05,4.485402194038674e-05,4.259686780823249e-05,3.03977648208975e-05,2.5198147154164994e-05
18,18,2.25,0.02,518,100000.0,17.15,2.43,0.81,,0.0259,158.6525,0.1586525,25.9,0.0019916590499835,0.0001950899664871,0.0001440795003644,-4.565886109745006e-06,2.2415920165069545e-07,3379298250000.0,2411518000000.0,1999021500000.0,0.652289106265377,2.069903399702442,44088942413662.016,31462531675477.12,26080782836250.77,7.602927856796001e-05,5.4255635409999005e-05,4.497506619513025e-05,4.2713792164611e-05,3.048120379821925e-05,2.526731367483976e-05
19,19,2.25,0.02,519,100000.0,17.15,2.43,0.81,,0.02595,158.7225,0.1587225,25.95,0.00204555612928,0.0002000706867616,0.0001449776593337,-5.05545566258758e-06,3.3643009564233746e-07,3378315666713.041,2412582000000.0,1999903500000.0,0.6363568081957948,2.020086912823229,42996369548820.734,30705321074913.09,25453095101572.69,7.613985799902924e-05,5.4374329995556005e-05,4.507345775947275e-05,4.279720715045426e-05,3.056309173201525e-05,2.5335194462064497e-05
20,20,2.25,0.02,520,100000.0,17.15,2.43,0.81,,0.0259999999999999,159.255,0.1592549999999999,26.0,0.0019905161602295,0.0001984413703386,0.000142347540379,-4.752686980701655e-06,-2.698777955856455e-07,3386831657713.5024,2420676000000.0,2006613000000.0,0.6534615304610246,2.081496938079888,44266614708000.92,31638753458814.3,26226861419806.598,7.649297298883425e-05,5.4671953789319753e-05,4.532017222009325e-05,4.300159797809225e-05,3.0734605881619006e-05,2.5477370665025495e-05
21,21,2.25,0.02,521,100000.0,17.15,2.43,0.81,,0.02605,157.0025,0.1570025,26.05,0.0019860768273201,0.0001962595851799,0.0001421768647274,-4.8024465746889255e-06,-1.275363884442275e-07,3336150265429.685,2385643887671.161,1978231500000.0,0.6587454918245148,2.068151186726616,43946199140438.64,31425437412743.176,26058704952755.367,7.549321369555251e-05,5.398435606444375e-05,4.476508594840976e-05,4.245236718459525e-05,3.0357214823493247e-05,2.517290989089e-05
22,22,2.25,0.02,522,100000.0,17.15,2.43,0.81,,0.0261,156.825,0.156825,26.1,0.0020196005399739,0.0001982004531515,0.0001447989468156,-5.616881139981723e-06,-3.8957803888627894e-08,3329603600882.379,2382021801387.0903,1975995000000.0,0.6485542479040228,2.034138009420716,43187458892771.766,30896611416995.277,25630138918701.03,7.549525586753424e-05,5.4009836285047245e-05,4.480360607443875e-05,4.2463551616219495e-05,3.0378723067020253e-05,2.5200527069844752e-05
23,23,2.25,0.02,523,100000.0,17.15,2.43,0.81,,0.0261499999999999,157.04000000000002,0.1570399999999999,26.15,0.001976309266885,0.0001958054700289,0.0001434580350434,-4.562690156704117e-06,-5.149947648686159e-07,3331389570495.8115,2384361193630.943,1978704000000.0,0.6634535069063946,2.0835062519728567,44198745529070.24,31634178896405.57,26252178774857.992,7.566649783335777e-05,5.415645852099075e-05,4.494268795665726e-05,4.2581292452433e-05,3.0476526131141747e-05,2.5291480302093757e-05
24,24,2.25,0.02,524,100000.0,17.15,2.43,0.81,,0.0262,157.0375,0.1570375,26.2,0.0020470553541369,0.0001895405528475,0.0001424818157579,-4.835124606554378e-06,1.462602825810755e-07,3328557813927.957,2383396998328.9243,1978672500000.0,0.642807774862293,2.0192535264416342,42799981556882.18,30646710459514.992,25442594433164.59,7.576070675233726e-05,5.4248071134361e-05,4.503620949714249e-05,4.264040554283301e-05,3.05324468612375e-05,2.5347733929513507e-05
25,25,2.25,0.02,525,100000.0,17.15,2.43,0.81,,0.02625,155.2225,0.1552225,26.25,0.0020079148287621,0.0001999380299918,0.0001423529651544,-4.557635041251747e-06,9.909402868773945e-08,3287340571666.268,2354934761967.1084,1955803500000.0,0.6554900550318924,2.035304016122029,43104172834951.375,30878308097969.24,25644830603137.55,7.496535966313624e-05,5.370253783124175e-05,4.4600645905575e-05,4.220694373738776e-05,3.023556483932526e-05,2.5111024089615245e-05
26,26,2.25,0.02,526,100000.0,17.15,2.43,0.81,,0.0262999999999999,156.765,0.156765,26.3,0.0020262160607174,0.0001917024098095,0.0001443293382934,-4.216366391540327e-06,4.525713229030916e-07,3317234118237.9927,2377411938034.767,1975239000000.0,0.651225310667089,2.04170351239666,43203575738516.54,30963354730324.586,25725464256197.91,7.579674059659051e-05,5.4322387125986005e-05,4.5132985120384e-05,4.2686593884163e-05,3.059284158941224e-05,2.5417628666481e-05
27,27,2.25,0.02,527,100000.0,17.15,2.43,0.81,,0.0263499999999999,155.875,0.155875,26.35,0.0020305774514139,0.0001998295488999,0.0001396931210185,-5.043123703614355e-06,-3.7531588922258635e-07,3295643073460.8145,2362995305787.6724,1964025000000.0,0.6509630581052994,2.0294045729426875,42907413787126.016,30764865946480.23,25570497619077.867,7.54604743351775e-05,5.410560022790424e-05,4.497036080746175e-05,4.250440306715625e-05,3.047590490966724e-05,2.533032503010275e-05
28,28,2.25,0.02,528,100000.0,17.15,2.43,0.81,,0.0264,155.5875,0.1555875,26.4,0.0020604553531953,0.0002006477632542,0.000144520788826,-5.031520173750902e-06,-7.275942704418761e-08,3286811436390.2803,2357719249275.0825,1960402500000.0,0.6426704583624258,1.9995800501465917,42241456266086.05,30300945607436.664,25194708631847.05,7.538715861872001e-05,5.407725951529225e-05,4.4964299621136494e-05,4.248632056391351e-05,3.0476593428925755e-05,2.5340756736799e-05
29,29,2.25,0.02,529,100000.0,17.15,2.43,0.81,,0.02645,156.1875,0.1561875,26.45,0.0020795048898645,0.0001955723820269,0.0001488783716565,-4.896937051288844e-06,-2.8697006044172395e-08,3296722852694.2656,2365890218115.756,1967962500000.0,0.637439072924407,1.9916213624059829,42038086654552.336,30168595435016.832,25094429166315.383,7.577725771779975e-05,5.4381481489613005e-05,4.523486146843901e-05,4.2710983406795e-05,3.06514991897645e-05,2.5496111574559e-05
30,30,2.25,0.02,530,100000.0,17.15,2.43,0.81,,0.0265,154.6525,0.1546525,26.5,0.0020976824608851,0.0001878449872843,0.0001420950838994,-4.604507322820487e-06,3.879281373186764e-07,3263167750000.0,2341726241642.2314,1948621500000.0,0.6331436553786017,1.958619759693081,41326876929524.016,29657142876269.64,24678608972132.82,7.513390603355898e-05,5.3917865361308746e-05,4.4866692702503e-05,4.237225350887099e-05,3.0407329797628743e-05,2.53028622849165e-05
31,31,2.25,0.02,531,100000.0,17.15,2.43,0.81,,0.02655,153.19,0.15319,26.55,0.0020255136697053,0.0001935020423659,0.0001473957158042,-5.185480575212618e-06,1.73728243815768e-07,3232309000000.0,2318677729728.5312,1930194000000.0,0.6591780761864733,2.0201019217306904,42624150548517.57,30576182111748.55,25453284213806.69,7.4577559377656e-05,5.34977708091875e-05,4.453446673736624e-05,4.206523965654175e-05,3.0175250691477005e-05,2.5119526998693e-05
32,32,2.25,0.02,532,100000.0,17.15,2.43,0.81,,0.0266,152.41,0.15241,26.6,0.0020579843970565,0.000195652959069,0.0001399919079631,-5.151212788307092e-06,-1.2113843260250776e-07,3215851000000.0,2305972737289.1885,1920366000000.0,0.6498836537799344,1.9806151113169936,41790978848788.56,29966829274719.363,24955750402594.12,7.4337563875617e-05,5.330483149053375e-05,4.439115188780824e-05,4.194468262603325e-05,3.0077044803965747e-05,2.5047535596587757e-05
33,33,2.25,0.02,533,100000.0,17.15,2.43,0.81,,0.02665,152.9925,0.1529924999999999,26.65,0.0020505484250165,0.0001931717851074,0.0001475063782281,-4.276642865786616e-06,3.1121201982400134e-08,3228141750000.0,2313883619109.4604,1927705500000.0,0.6512977969619717,1.992724197900312,42046480575696.58,30138287033185.1,25108324893543.93,7.476469968811602e-05,5.359021607275075e-05,4.464621877110099e-05,4.219939869804375e-05,3.0247896451161e-05,2.5199640928688747e-05
34,34,2.25,0.02,534,100000.0,17.15,2.43,0.81,,0.0267,152.0625,0.1520625,26.7,0.0020149685558138,0.0001965341501804,0.0001431978442235,-3.999240536512644e-06,-5.448290782420021e-07,3208518750000.0,2298921252913.56,1915987500000.0,0.6643787540932358,2.020766197171344,42638166760315.36,30550479952956.945,25461654084358.93,7.44386637544475e-05,5.33357101757885e-05,4.44515243273e-05,4.203713435374549e-05,3.011983694264125e-05,2.5102743737307e-05
35,35,2.25,0.02,535,100000.0,17.15,2.43,0.81,,0.02675,150.8775,0.1508774999999999,26.75,0.0020987987073101,0.0001902404848573,0.0001423002688598,-4.490414434255946e-06,1.885466618436766e-07,3183515250000.0,2280116203683.8228,1901056500000.0,0.6404667939296469,1.932784100689924,40781744524557.41,29208943322931.26,24353079668693.04,7.401053047796725e-05,5.300826179049924e-05,4.419586180200776e-05,4.180348647416924e-05,2.9940741411629005e-05,2.4963219411114e-05
36,36,2.25,0.02,536,100000.0,17.15,2.43,0.81,,0.0267999999999999,150.935,0.1509349999999999,26.8,0.0021097344562085,0.0001913189831369,0.0001448945250277,-4.746113302673133e-06,-5.105583036667747e-07,3182254347418.06,2280094921089.1416,1901781000000.0,0.6371744198207558,1.9230905395404911,40545686752120.266,29051107907382.99,24230940798210.184,7.411949959672576e-05,5.310684694995501e-05,4.429534558635274e-05,4.188125714034025e-05,3.000804815366e-05,2.50291052788515e-05
37,37,2.25,0.02,537,100000.0,17.15,2.43,0.81,,0.02685,150.365,0.150365,26.85,0.0020755812986803,0.0001851303129388,0.0001426601805933,-5.514669007483577e-06,1.8619282797693817e-07,3167576036456.5312,2270597351926.8745,1894599000000.0,0.6481669493007176,1.9500306127757563,41079175601936.17,29446575636251.613,24570385720974.53,7.3917989714182e-05,5.298625503321275e-05,4.42120245205415e-05,4.178239533885001e-05,2.99506610485925e-05,2.499099737954275e-05
38,38,2.25,0.02,538,100000.0,17.15,2.43,0.81,,0.0269,148.875,0.1488749999999999,26.9,0.0020259504280852,0.0001921595785505,0.0001483825069043,-4.873988778482921e-06,3.329729035883439e-07,3133553536320.195,2247219407714.512,1875825000000.0,0.6657386931338328,1.9810788344978227,41698180269150.23,29903736726085.312,24961593314672.56,7.327372330867225e-05,5.2548051656432e-05,4.386351802589501e-05,4.1427344096106245e-05,2.9709507300187497e-05,2.479946387969874e-05
39,39,2.25,0.02,539,100000.0,17.15,2.43,0.81,,0.0269499999999999,148.67000000000002,0.14867,26.95,0.0021023162707228,0.0001949102617632,0.0001508864950928,-4.667503865719287e-06,1.0203533858184397e-07,3126607989432.2314,2243248115435.837,1873242000000.0,0.6445545211831591,1.915777313229227,40289800588656.17,28906732007104.28,24138794146688.258,7.323370584029074e-05,5.254300288615475e-05,4.387644823378876e-05,4.142946513687526e-05,2.972440737883675e-05,2.48216004034525e-05
40,40,2.25,0.02,540,100000.0,17.15,2.43,0.81,,0.0269999999999999,147.7475,0.1477474999999999,27.0,0.0021194798538758,0.0001898849842121,0.0001423920812558,-4.904304602437225e-06,5.801337427479496e-08,3104592992346.4053,2228457277615.3105,1861618500000.0,0.6392611857399411,1.8895178270280948,39704115499111.86,28499363798538.9,23807924620554.0,7.287176948408901e-05,5.230689673005676e-05,4.3696366813217255e-05,4.123146156931449e-05,2.959568317887949e-05,2.472377275497925e-05
41,41,2.25,0.02,541,100000.0,17.15,2.43,0.81,,0.02705,145.45,0.14545,27.05,0.0020930973033159,0.0001952019515186,0.000145981067361,-4.535879584177535e-06,-5.776542922076428e-07,3053742331631.051,2192946476957.0864,1832670000000.0,0.647600396125141,1.8833919775741528,39542068126314.95,28395859759027.02,23730738917434.33,7.1797693073885e-05,5.1559195564455e-05,4.308859879983201e-05,4.06440067409115e-05,2.9187181403184493e-05,2.4392055302870505e-05
42,42,2.25,0.02,542,100000.0,17.15,2.43,0.81,,0.0270999999999999,146.7075,0.1467075,27.1,0.0021529222054002,0.0001931134598874,0.0001455892317202,-4.644790050067327e-06,-1.771909793846404e-07,3077547776611.1064,2211040467866.0693,1848514500000.0,0.6311269542496534,1.8518276340147843,38846603055257.61,27909042402872.145,23333028188586.28,7.250450182277774e-05,5.2090300222456986e-05,4.35494857149745e-05,4.1049799157367255e-05,2.94919116526785e-05,2.4656367495303495e-05
43,43,2.25,0.02,543,100000.0,17.15,2.43,0.81,,0.0271499999999999,146.935,0.146935,27.15,0.0020871093182438,0.0001957572021486,0.0001400927944318,-4.447907355313155e-06,-1.7344185484639534e-07,3079720181861.911,2213602487567.0225,1851381000000.0,0.6516549353936779,1.9152772173957893,40143722736408.19,28853999474650.445,24132492939186.945,7.2689548480757e-05,5.224687823419275e-05,4.3697492307398256e-05,4.1168178088622e-05,2.9590344591137247e-05,2.4748346673433745e-05
44,44,2.25,0.02,544,100000.0,17.15,2.43,0.81,,0.0272,143.4875,0.1434875,27.2,0.0020960492556244,0.0001990019433075,0.0001477243074041,-4.45822986926504e-06,3.6019934789667334e-07,3004922499729.9365,2160818956340.026,1807942500000.0,0.6519080506719979,1.870438782305147,39170823809155.52,28167468089405.137,23567528657044.86,7.072997871367649e-05,5.086143779074925e-05,4.255541850148901e-05,4.0255931167545e-05,2.8947761274963745e-05,2.4220394649585003e-05
45,45,2.25,0.02,545,100000.0,17.15,2.43,0.81,,0.02725,143.0425,0.1430425,27.25,0.0021704696500268,0.0001904786147828,0.0001439692723121,-4.446474720156872e-06,-1.957804034665658e-07,2993072201220.1606,2153273882854.94,1802335500000.0,0.6293610018383252,1.800453358576552,37673327138081.01,27102918323724.426,22685712318064.555,7.057009748633424e-05,5.076948954519101e-05,4.249512988234175e-05,4.018482426739526e-05,2.8909737809473504e-05,2.4198058205498748e-05
46,46,2.25,0.02,546,100000.0,17.15,2.43,0.81,,0.0273,141.84,0.14184,27.3,0.0021418951305685,0.0001921883642014,0.0001412918708734,-5.717398298724407e-06,3.889326098428556e-07,2965400854921.623,2134335587193.018,1787184000000.0,0.6405926784035858,1.8175968453799407,37999881832998.6,27350265300790.832,22901720251787.258,7.006152156388799e-05,5.042650423416326e-05,4.2224588337465e-05,3.990052797370724e-05,2.8718247875572005e-05,2.4047199240469e-05
47,47,2.25,0.02,547,100000.0,17.15,2.43,0.81,,0.02735,140.925,0.1409249999999999,27.35,0.0021236847494012,0.0001897025898137,0.0001446629445916,-4.214304783798967e-06,4.269611644493607e-09,2943777658968.282,2119735933530.4604,1775655000000.0,0.6462315995989931,1.821340107197694,38045913194617.48,27395849369573.69,22948885350690.94,6.968060696592175e-05,5.017515028891201e-05,4.203059214921625e-05,3.9696542040156e-05,2.8584423264123243e-05,2.39445269045945e-05
48,48,2.25,0.02,548,100000.0,17.15,2.43,0.81,,0.0274,139.32,0.13932,27.4,0.0021486021018546,0.0001966724659244,0.0001434943064654,-4.2041302619369104e-06,-5.959064112611586e-07,2907785676077.933,2094772446886.2705,1755432000000.0,0.6400449168794372,1.7840872363361922,37236170762933.13,26824984105071.266,22479499177836.02,6.896214815538825e-05,4.968041799725874e-05,4.163249123091899e-05,3.929747047915024e-05,2.8309947005131742e-05,2.3723907083550504e-05
49,49,2.25,0.02,549,100000.0,17.15,2.43,0.81,,0.02745,136.525,0.136525,27.45,0.0020937968185512,0.0001985745310047,0.0001431227105104,-4.8780038503455495e-06,2.828119968614337e-07,2847034734574.376,2051942440199.9905,1720215000000.0,0.6596064970466957,1.8005215190034227,37547315912480.2,27061465074795.645,22686571139443.12,6.765709114107974e-05,4.876247381422074e-05,4.087928454959625e-05,3.856129436745399e-05,2.7792269444668757e-05,2.329922996188e-05
50,50,2.25,0.02,550,100000.0,17.15,2.43,0.81,,0.0275,135.7225,0.1357225,27.5,0.0021789930676365,0.0001971298258462,0.0001437770399133,-4.160580135644913e-06,-2.676107091388e-07,2827898202998.98,2039080514098.7903,1710103500000.0,0.6335331481199076,1.7201067402726262,35839943707074.305,25842702103629.84,21673344927435.094,6.731477040022177e-05,4.853789874351273e-05,4.070699020956025e-05,3.8386750976655246e-05,2.7679099563431508e-05,2.3213465438460505e-05
51,51,2.25,0.02,551,100000.0,17.15,2.43,0.81,,0.02755,134.005,0.134005,27.55,0.0021539377049205,0.0001946293305189,0.0001410490224302,-4.011114828584973e-06,-1.4693225321888702e-07,2789741428008.2646,2012486588024.9856,1688463000000.0,0.6435940611549396,1.724020515473247,35890985073332.2,25891333643295.656,21722658494962.914,6.65444721031055e-05,4.800439792383e-05,4.027537386532675e-05,3.79479883186635e-05,2.73752315419295e-05,2.2967639064039747e-05
52,52,2.25,0.02,552,100000.0,17.15,2.43,0.81,,0.0275999999999999,132.0775,0.1320775,27.6,0.0021424506118347,0.0001964197484237,0.0001429237644143,-3.994315674401657e-06,2.0309311318094762e-07,2747277329587.212,1982760381651.532,1664176500000.0,0.6459368017672451,1.7061916838650213,35489630959191.414,25613516869041.902,21498015216699.277,6.56407775038085e-05,4.737415172967198e-05,3.9762217737216254e-05,3.744867282033825e-05,2.702739327185174e-05,2.268471427788325e-05
53,53,2.25,0.02,553,100000.0,17.15,2.43,0.81,,0.02765,130.445,0.130445,27.65,0.0021843339695195,0.0001971461192471,0.0001443053270109,-3.822725112455957e-06,2.9692183419859415e-07,2713256000000.0,1957483741773.3623,1643607000000.0,0.6343184222762207,1.65464023011309,34416516786352.29,24829862002610.367,20848466899424.94,6.495736653186274e-05,4.686361659000525e-05,3.9349173956801e-05,3.70625869703605e-05,2.673887440865875e-05,2.245137479935175e-05
54,54,2.25,0.02,554,100000.0,17.15,2.43,0.81,,0.0277,127.635,0.127635,27.7,0.0021474398100801,0.0001980023339496,0.0001437912214064,-4.435635826953414e-06,2.6501691901122014e-07,2654808000000.0,1914563504273.3584,1608201000000.0,0.647387660435063,1.652203129038098,34365825083992.44,24783545363752.805,20817759425880.035,6.367301117632051e-05,4.591896039388574e-05,3.857115100103925e-05,3.634051015636474e-05,2.6207625738678505e-05,2.2013962883181497e-05
