,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,500,100000.0,17.15,2.43,0.81,,0.5,3204.5,3.2045000000000003,500.0,0.0373156761384108,0.0039863328627606,0.0029097095206698,-9.443635848396148e-05,8.111651581902895e-06,68896750000000.0,48768657700872.55,40376700000000.0,13.46675411125517,43.14085904179906,927528469398679.8,656552281956964.0,543574823926668.1,0.0014949984305087,0.0010582366616832,0.0008761386150888,0.0008359795132888,0.0005917492295141,0.0004899228775553
1,1,2.25,0.02,501,100000.0,17.15,2.43,0.81,,0.501,3190.45,3.19045,501.0,0.0368902758955584,0.0039665980969228,0.0028286965710496,-8.701220791877135e-05,4.490297896358386e-07,68594675000000.0,48536015613387.016,40199670000000.0,13.67121583921146,43.62809024342853,938003940233713.2,663710031261202.8,549713937067199.4,0.0014911452560888,0.0010551001142779,0.0008738804756613,0.0008342194055469,0.0005902744796533,0.000488891372553
2,2,2.25,0.02,502,100000.0,17.15,2.43,0.81,,0.502,3198.75,3.1987499999999995,502.0,0.0384734586847229,0.0039770041519372,0.0029722328398816,-0.0001095366930268,4.308061291011633e-06,68725857189908.83,48643415887269.59,40304250000000.0,13.113732757212071,41.9657090792456,901642619477450.2,638172861194500.9,528767934398494.5,0.0014973106445691,0.0010597802250025,0.0008780971968034,0.0008377324008288,0.0005929379020061,0.0004912878135925
3,3,2.25,0.02,503,100000.0,17.15,2.43,0.81,,0.503,3196.45,3.19645,503.0,0.0380890289811901,0.0039742377167502,0.0028240252096065,-9.027211507010426e-05,-6.001298585488898e-06,68619881446064.63,48589586490350.98,40275270000000.0,13.273550608822656,42.428306850261535,910830886146255.4,644957338716368.0,534596666313295.2,0.0014979798724684,0.0010607162390876,0.0008792137576869,0.0008383640735579,0.0005936437487809,0.0004920635056384
4,4,2.25,0.02,504,100000.0,17.15,2.43,0.81,,0.5039999999999998,3209.4,3.209400000000001,504.0,0.0387833956150358,0.0039198638424424,0.002920301548501,-0.0001154458555139,1.742253873066261e-06,68841097064800.44,48782880000000.0,40438440000000.0,13.032492437315998,41.82693036018644,897180710677461.0,635769341474833.9,527019322538349.2,0.0015059079048238,0.001067131811437,0.0008845961068491,0.000843005335497,0.0005973790348256,0.0004951957788686
5,5,2.25,0.02,505,100000.0,17.15,2.43,0.81,,0.5050000000000001,3192.6,3.1926000000000005,505.0,0.0381111766596432,0.0040148813132418,0.0028095892893651,-9.468012249762564e-05,-1.3636931169070645e-06,68424248247657.81,48527520000000.0,40226760000000.0,13.328861811864789,42.54798641912382,911894376113544.6,646729393570682.2,536104628880960.3,0.0015000359134894,0.0010638483382251,0.0008818742803708,0.0008398364648007,0.0005956248243289,0.0004937416306936
6,6,2.25,0.02,506,100000.0,17.15,2.43,0.81,,0.5060000000000001,3181.5,3.1815,506.0,0.0383257621181882,0.0039418685634269,0.0029658371981809,-0.0001063110753863,4.826351447735606e-06,68130056302921.08,48358800000000.0,40086900000000.0,13.23934213583652,42.11822946263707,901938502174701.4,640197087832083.5,530689691229226.9,0.0014962678985303,0.001062052843898,0.0008803859100733,0.0008381618902622,0.000594928368158,0.0004931643051836
7,7,2.25,0.02,507,100000.0,17.15,2.43,0.81,,0.5069999999999999,3192.2,3.1922,507.0,0.0387378366488547,0.0040540232497394,0.00294405680159,-0.0001012415341703,9.30296509227316e-07,68302706276916.21,48521440000000.0,40221720000000.0,13.12183065275664,41.89219354942317,896356804492818.2,636761341951232.0,527841638722731.9,0.0015030241708298,0.0010677307108125,0.0008850925629103,0.0008422361393142,0.0005983146573122,0.0004959713606666
8,8,2.25,0.02,508,100000.0,17.15,2.43,0.81,,0.5079999999999998,3186.05,3.1860500000000003,508.0,0.0382211037700016,0.0039825821165513,0.0030459278746561,-8.70247209137171e-05,5.2326615915815855e-06,68114740245807.79,48427960000000.0,40144230000000.0,13.333020915090843,42.47144240207969,907999330544858.0,645565924511611.4,535140174266204.2,0.001501955179244,0.0010678544039033,0.0008851950979725,0.0008418722678542,0.0005985511559704,0.000496167405607
9,9,2.25,0.02,509,100000.0,17.15,2.43,0.81,,0.5090000000000001,3172.45,3.1724500000000004,509.0,0.0381381727007635,0.0039620440725214,0.0029664078822747,-9.484905469396252e-05,7.5420561690749555e-06,67767849719321.39,48221240000000.0,39972870000000.0,13.37885721843032,42.43962855521996,906568226472904.6,645082354039343.2,534739319795771.4,0.0014975792543226,0.0010656252034085,0.0008833472080886,0.00083953787306,0.0005973858907076,0.0004952014620339
10,10,2.25,0.02,510,100000.0,17.15,2.43,0.81,,0.5099999999999999,3201.85,3.2018500000000003,510.0,0.0387358822795192,0.0039404392022255,0.0028515862642543,-9.026846776621814e-05,-6.12287349079968e-07,68339218140679.664,48668120000000.0,40343310000000.0,13.213485913040351,42.29693534643805,902771676162985.0,642913417265858.2,532941385365119.3,0.0015131727411033,0.0010776136243342,0.0008932849780665,0.0008485949488611,0.0006043311867798,0.0005009587469359
11,11,2.25,0.02,511,100000.0,17.15,2.43,0.81,,0.5109999999999999,3187.05,3.18705,511.0,0.0384724316397295,0.0039413966752538,0.0029238000022329,-8.895341499622219e-05,-1.5391760700504963e-06,67966938167058.85,48443160000000.0,40156830000000.0,13.334487923776376,42.49865304209708,906325072871620.8,645979526239875.6,535483028330423.1,0.0015079361744557,0.0010747754031437,0.0008909322420796,0.0008458329205866,0.000602863989614,0.0004997425177063
12,12,2.25,0.02,512,100000.0,17.15,2.43,0.81,,0.5120000000000002,3178.3,3.178300000000001,512.0,0.0388523703880224,0.0039837225538517,0.0028957945843444,-9.007067270369953e-05,-5.380572890003958e-06,67724097031176.89,48310160000000.0,40046580000000.0,13.21480876233241,41.99071479523833,894749785483181.8,638258864887622.8,529083006420003.1,0.0015052110556954,0.0010737239789397,0.0008900606667526,0.0008446730822911,0.0006025372584058,0.0004994716747311
13,13,2.25,0.02,513,100000.0,17.15,2.43,0.81,,0.513,3187.7,3.1877000000000004,513.0,0.0394869547593315,0.0039249944532606,0.002863367710999,-9.751569816872584e-05,3.968666321382327e-06,67898010000000.0,48453040000000.0,40165020000000.0,13.060211250522986,41.6374955661704,886878655559429.4,632889932605790.2,524632444133747.0,0.0015123586362065,0.0010792418436779,0.0008946346862066,0.0008487174865425,0.000605657549082,0.0005020582314758
14,14,2.25,0.02,514,100000.0,17.15,2.43,0.81,,0.514,3167.65,3.16765,514.0,0.0396402632777096,0.0039051692491228,0.0028869360798163,-8.346153988958929e-05,-1.4993632800011424e-06,67470945000000.0,48148280000000.0,39912390000000.0,12.99710833597021,41.15606795409035,876624247422124.2,625572232902173.1,518566456221538.2,0.0015057757254603,0.0010745441796712,0.0008907405699905,0.0008452510136104,0.0006031838219191,0.000500007641854
15,15,2.25,0.02,515,100000.0,17.15,2.43,0.81,,0.515,3172.55,3.17255,515.0,0.0388293042184897,0.003941382467266,0.0028269745490081,-9.94440602007986e-05,4.463939411212969e-06,67575315000000.0,48222760000000.0,39974130000000.0,13.31219066740951,42.21616670093648,899204350729947.0,641685733854234.6,531923700431799.7,0.0015111505641701,0.0010783797453232,0.0008939200520442,0.0008484415491471,0.0006054606360111,0.0005018950009039
