sep=	
DetectorAtFocus_RN	DetectorAtFocus_RS	DetectorAtFocus_RO	DetectorAtFocus_OX	DetectorAtFocus_OY	DetectorAtFocus_OZ	DetectorAtFocus_DX	DetectorAtFocus_DY	DetectorAtFocus_DZ	DetectorAtFocus_EN	DetectorAtFocus_PL	DetectorAtFocus_S0	DetectorAtFocus_S1	DetectorAtFocus_S2	DetectorAtFocus_S3
860	2	1	0.0102289834565792	0.00257199709494565	0	0.000755309139207978	0.000227499139243366	0.999999688876075	850.053200661093	-1.43353835582866	1.40365e+12	1.37465e+12	-2.23837e+09	2.83581e+11
1036	2	1	-0.0137910665071368	0.0168177161194309	0	0.00119853562533832	0.000486647901516413	0.999999163342738	850.004293895885	-2.40545107372122	1.40895e+12	1.27669e+12	-4.68603e+09	5.95935e+11
1148	2	1	-0.0672412432661415	0.012162201371325	0	0.000285230374606152	-0.000546534542553111	0.999999809971796	850.029751345599	-0.911439306816419	1.41067e+12	1.19393e+12	5.95845e+09	-7.5132e+11
1153	2	1	0.0357789599701331	0.0140392713068333	0	0.000466019117978709	-0.000314263136206985	0.999999842032419	850.005466329691	-0.645205333103604	1.40954e+12	1.30671e+12	4.18322e+09	-5.28442e+11
1333	2	1	0.0136286667822962	-0.0202945626952048	0	0.00132113270066379	0.000530683663180331	0.999998986491105	849.89488842408	-2.45055858102228	1.40724e+12	1.18593e+12	-5.95363e+09	7.57514e+11
2214	2	1	-0.0388363813236534	0.0157358379303854	0	0.000276041061664092	-0.000398985371227532	0.999999882305996	850.18310321781	-0.722931736383543	1.41128e+12	1.29162e+12	4.50726e+09	-5.68559e+11
3523	2	1	-0.000760525086636932	-0.0146890964513187	0	0.000828022303730499	0.000214614365727058	0.999999634159803	849.861965333208	-1.64902458336519	1.40407e+12	1.35844e+12	-2.79771e+09	3.54653e+11
4271	2	1	0.105338252571403	-0.00612895065653896	0	-0.000436689045678822	0.000670005653383265	0.9999996801975	849.958578316595	1.42434287894707	1.41028e+12	1.09487e+12	-7.0595e+09	8.88861e+11
4781	2	1	-0.129712878295905	0.0122120453997468	0	0.000151959920307687	0.000135077088176214	0.999999979331181	849.999339837104	-1.11412766675676	1.40472e+12	1.39863e+12	-1.02269e+09	1.29063e+11
5600	2	1	0.143824407572408	0.0158811829281019	0	-0.000332618322024537	4.12060050640141e-06	0.999999944674035	850.130382251046	1.57435343110092	1.4069e+12	1.4067e+12	1.85772e+08	-2.33748e+10
6068	2	1	-0.0496465337430056	0.0104108516446161	0	6.09979046562919e-05	0.000166076915779478	0.999999984348857	850.020803404482	-0.482918706704368	1.40733e+12	1.38645e+12	-1.90839e+09	2.40721e+11
