,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,576.2,0.5762,100.0,0.0029683582301799,0.0411360379203289,0.0071006163255429,13944040000000.0,8988720000000.0,7260120000000.0,33.83776421167781,19.48899477260484,471633673497037.1,304028318452635.5,245561334134821.0,5.769748134700025e-05,3.7193417727818354e-05,3.0040837395545586e-05,2.7762593079281645e-05,1.789654760482619e-05,1.4454903834667304e-05
1,1,2.25,0.02,105,1,100000.0,,620.1,0.6201000000000001,105.0,0.0028868587076643,0.0386652931417502,0.0070136483109191,15006420000000.0,9673560000000.0,7813260000000.0,38.14562300992657,23.504613545161305,568811647792903.6,366671971304516.4,296158130669032.44,6.560954928703616e-05,4.22937590445357e-05,3.416034384366346e-05,3.3294661488233706e-05,2.146267434778701e-05,1.733523697321259e-05
2,2,2.25,0.02,110,1,100000.0,,643.2,0.6432,110.0,0.0029608809708008,0.0391795211088064,0.0068436761659402,15565440000000.0,10033920000000.0,8104320000000.0,37.69081808813904,24.26237894046907,587149570359351.6,378493111471317.6,305705974649910.4,7.050149055542134e-05,4.544724184564352e-05,3.6707387644558223e-05,3.8994415927008736e-05,2.513689621741058e-05,2.030287771406239e-05
3,3,2.25,0.02,115,1,100000.0,,667.8,0.6678,115.0,0.0034709853821183,0.0351381228318123,0.006849037287169,16160760000000.0,10417680000000.0,8414280000000.0,33.48444379076703,22.334771231735065,540501463807988.5,348422431215066.94,281418117519861.8,7.593849412768808e-05,4.895208712363363e-05,3.9538224215242543e-05,4.41011002925381e-05,2.842880845304109e-05,2.296172990437934e-05
4,4,2.25,0.02,120,1,100000.0,,693.3,0.6933,120.0,0.0034755964218802,0.0363763058752603,0.0071071702291791,16777860000000.0,10815480000000.0,8735580000000.0,35.404252550283985,24.473296043479596,592253764252206.1,381783418278281.6,308363530147842.9,8.15208152026306e-05,5.255060814715032e-05,4.244472196500603e-05,5.0274507453741855e-05,3.2408360176792266e-05,2.6175983219716835e-05
5,5,2.25,0.02,125,1,100000.0,,728.2,0.7282,125.0,0.0039219566009904,0.0396758435950548,0.0069636455584761,17622440000000.0,11359920000000.0,9175320000000.0,32.395168877944926,23.601838072657007,571164481358299.5,368188673933449.3,297383159715478.3,8.915335297864451e-05,5.74707564655725e-05,4.641868791450088e-05,5.550444730012346e-05,3.577972635875728e-05,2.889900975130396e-05
6,6,2.25,0.02,130,1,100000.0,,709.5,0.7095,130.0,0.0037848906975284,0.0363764652107565,0.0064847639366674,17169900000000.0,11068200000000.0,8939700000000.0,34.88862070703374,24.743996153731157,598804706920294.0,386006339998206.0,311774351537012.5,9.02133059610606e-05,5.815403194184072e-05,4.69705642607175e-05,5.699230250907003e-05,3.6738839633945975e-05,2.967367816587944e-05
7,7,2.25,0.02,135,1,100000.0,,702.3,0.7022999999999999,135.0,0.0041494412531363,0.0356159573616958,0.0072054930865739,16995660000000.0,10955880000000.0,8848980000000.0,33.39883425564593,23.52084495407572,569204447888632.4,366925181283581.2,296362646421354.1,9.284263559040752e-05,5.984897170290732e-05,4.833955406773284e-05,5.90210081626062e-05,3.804660030316764e-05,3.072994639871232e-05
8,8,2.25,0.02,140,1,100000.0,,684.7,0.6847000000000001,140.0,0.0042318437298746,0.0352310378996788,0.006710011710129,16563344682341.363,10681320000000.0,8627220000000.0,33.74341697884391,23.15114461543944,560041460575806.5,361157856000855.2,291704422154536.9,9.43634438122914e-05,6.0852814391750366e-05,4.915035008564453e-05,6.0306659635980666e-05,3.889037764152454e-05,3.1411458864308293e-05
9,9,2.25,0.02,145,1,100000.0,,680.9,0.6809,145.0,0.0042223344816363,0.0322892694089431,0.0063209968583432,16411178934560.797,10622040000000.0,8579340000000.0,34.75779551458866,23.706463780353385,571377616397509.1,369820834973512.8,298701443632452.6,9.687763692823208e-05,6.270348636502212e-05,5.064512360251788e-05,6.22715883409885e-05,4.030492293448482e-05,3.2553976216314666e-05
10,10,2.25,0.02,150,1,100000.0,,633.8,0.6338,150.0,0.0049694205407575,0.0362374088753746,0.0067350992856308,15274580000000.0,9887280000000.0,7985880000000.0,30.851248245085397,19.51402058705533,470287896148033.5,304418721158063.1,245876659396897.2,9.3214964382307e-05,6.033831719352653e-05,4.8734794656309896e-05,6.050968181530074e-05,3.916809279330671e-05,3.163576725613236e-05
11,11,2.25,0.02,155,1,100000.0,,598.2,0.5982000000000001,155.0,0.0047105707126291,0.0306040302711665,0.0069206286636923,14416620000000.0,9331920000000.0,7537320000000.0,33.45212976564683,20.093755723883067,484259512945581.9,313462589292575.9,253181322120926.6,9.124833679242306e-05,5.9065313442398336e-05,4.7706599318860185e-05,5.8698636830019056e-05,3.7995798114037226e-05,3.068891386133777e-05
12,12,2.25,0.02,160,1,100000.0,,557.7,0.5577,160.0,0.0053441205159202,0.0334438838808714,0.0069374476679851,13440570000000.0,8700120000000.0,7027020000000.0,30.585980317434824,17.05095155024575,410927932360922.5,265994844183833.7,214841989533096.4,8.77837424095421e-05,5.682267143522228e-05,4.589523462075646e-05,5.628945120112575e-05,3.643632525881999e-05,2.942933963212383e-05
13,13,2.25,0.02,165,1,100000.0,,530.8,0.5307999999999999,165.0,0.0053443241301948,0.0342717259128928,0.0067100096095845,12792280000000.0,8280480000000.0,6688080000000.0,31.338528673780576,16.61441745565961,400407460681396.6,259184912308289.9,209341659941311.1,8.595761662395893e-05,5.56406149101145e-05,4.49404966581694e-05,5.4881996850961225e-05,3.552527596991681e-05,2.8693492129548198e-05
