,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.0998984682849482,0.1046187555837153,0.0981145178667908,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0010163490671569,100.10163490671567,2422459564742519.5,1561585504544764.8,1261280599824617.8,0.0100134469536619,0.0064549492759143,0.0052136128767,0.0048182216381953,0.0031059610560267,0.0025086608529446
1,1,2.25,0.02,150,1,100000.0,,100000.0,100.0,150.0,0.1499887969451947,0.0988930015665096,0.0906274292346386,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.0000746926106046,100.00746926106044,2410180009191556.5,1560116520472542.8,1260094112689361.8,0.0147073153017208,0.0095200879131471,0.0076893017760034,0.0095471255625277,0.0061798821068644,0.0049914432401597
2,2,2.25,0.02,200,1,100000.0,,100000.0,100.0,200.0,0.1997049605037091,0.0799399571762003,0.0715249597100815,2392898491691216.5,1560000000000000.0,1260000000000000.0,1.0014773769041423,100.14773769041426,2396433704656799.0,1562304707970462.5,1261861494899219.8,0.0198884916047282,0.0129658851017319,0.0104724456590912,0.011799709515078,0.0076925732150518,0.0062132322121572
3,3,2.25,0.02,250,1,100000.0,,100000.0,100.0,250.0,0.2436842668047916,0.0740688294899713,0.0715324103375669,2370000000000000.0,1560000000000000.0,1260000000000000.0,1.0259176896318372,102.59176896318372,2431424924427454.0,1600431595825666.0,1292656288936114.8,0.0249919887631365,0.0164504229833303,0.0132868801019206,0.0139988186650915,0.009214412285883,0.0074424099232132
4,4,2.25,0.02,300,1,100000.0,,100000.0,100.0,300.0,0.2900589221492282,0.0664757550190465,0.0571357518388608,2335952718498758.0,1560000000000000.0,1260000000000000.0,1.03427261529179,103.427261529179,2416011927359677.0,1613465279855192.2,1303183495267655.2,0.0298570842565311,0.0199392098441624,0.0161047464125927,0.0162739932596629,0.0108681264325374,0.0087781021185879
5,5,2.25,0.02,350,1,100000.0,,100000.0,100.0,350.0,0.3494706024142715,0.0714889210821746,0.0584743028594034,2300000000000000.0,1560000000000000.0,1260000000000000.0,1.0015148558478773,100.15148558478774,2303484168450117.0,1562363175122688.5,1261908718368325.5,0.0345499369718277,0.0234338702939353,0.0189273567758708,0.0186601977980966,0.0126564819847959,0.0102225431415659
6,6,2.25,0.02,400,1,100000.0,,100000.0,100.0,400.0,0.3993877295627044,0.0611901806830874,0.0499651966999887,2259006997877350.5,1550000000000000.0,1260000000000000.0,1.0015330226543664,100.15330226543664,2262470106781469.0,1552376185114268.0,1261931608544501.8,0.0389700932675005,0.0267390249881401,0.0217362396677784,0.0209648730221002,0.0143848838072611,0.0116935184497735
7,7,2.25,0.02,450,1,100000.0,,100000.0,100.0,450.0,0.3056387527670345,0.0599225411315638,0.048254679416649,2210000000000000.0,1540000000000000.0,1260000000000000.0,1.4723263850739543,147.23263850739542,3253841311013439.0,2267382633013889.0,1855131245193182.5,0.0430352550465212,0.029988367769974,0.0245359372663424,0.0236428116759116,0.016475081439323,0.0134796120867188
8,8,2.25,0.02,500,1,100000.0,,100000.0,100.0,500.0,0.499571614874867,0.0619721368274714,0.0515393336122398,2150000000000000.0,1521880408827353.8,1260000000000000.0,1.0008575049349837,100.08575049349837,2151843635610215.2,1523185428788378.2,1261080456218079.5,0.0466530950385029,0.0330234564419805,0.0273408836039598,0.0260876739987186,0.0184661953351277,0.0152885903434351
9,9,2.25,0.02,550,1,100000.0,,100000.0,100.0,550.0,0.5487476354567207,0.0537913753355743,0.0434839689293359,2083588353441012.8,1502389444711665.2,1260000000000000.0,1.0022822231247284,100.22822231247284,2088343566963651.5,1505818232644734.0,1262875601137157.8,0.0495973551918249,0.0357626029166238,0.0299928090107116,0.0282832625221738,0.0203938916269844,0.0171036235248124
