,Simulation Number,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,0.02,500,500000.0,17.15,2.43,0.81,1.132207708766776,,6413.0,0.0178834727377715,500.0,0.0343761715149071,0.0064005111405492,0.005742569329641,-2.803257886210779e-05,-3.96117722969601e-05,577636169430.0217,312960772911.0025,207448283758.1502,14.544958846949449,0.2601143750114298,8401694312869.185,4552001562700.022,3017326750132.586,1.2534193074463068e-05,6.790971479972251e-06,4.501443952438748e-06,7.008922826957689e-06,3.7974040084136087e-06,2.5171363712913064e-06
1,1,0.02,510,500000.0,17.15,2.43,0.81,1.134734428137802,,8212.0,0.0260067447462451,510.0,0.0385811167674319,0.0066641772525145,0.0060791594077338,2.7542754343023743e-05,-3.3600698455977886e-05,840017855303.7195,455118033059.2908,301678239056.4441,13.218901958548653,0.3437806090616153,11104113672690.176,6016160658578.268,3987855065114.738,1.8599746313589825e-05,1.0077261934607491e-05,6.6797850537969655e-06,1.043083208087845e-05,5.651379610383061e-06,3.746057341739629e-06
2,2,0.02,520,500000.0,17.15,2.43,0.81,1.1371251937425453,,9365.0,0.0353945175257107,520.0,0.0350363866167526,0.0069368213347257,0.0059060548431119,-4.396741004919836e-05,2.9465535707876544e-05,1143242916080.4573,619404056699.9382,410576403298.2448,14.841713150618151,0.525315276221126,16967683421942.367,9193017333869.703,6093657204165.061,2.5820607085756394e-05,1.398949300311879e-05,9.273035362067311e-06,1.451541654177923e-05,7.86438976721785e-06,5.212966931412976e-06
3,3,0.02,530,500000.0,17.15,2.43,0.81,1.1396961390385214,,10345.0,0.0423023588511872,530.0,0.0362609178490629,0.0070224547185686,0.006109721890083,5.68263930147662e-07,-2.2579732369895592e-05,1366366190893.348,740291279895.7767,490707362673.772,14.616287491842858,0.618303438552056,19971201065231.41,10820310174660.98,7172319887203.852,3.1460359031194816e-05,1.7045086162412054e-05,1.1298457113370275e-05,1.774227347842798e-05,9.612686869117328e-06,6.371838153243486e-06
4,4,0.02,540,500000.0,17.15,2.43,0.81,1.1421032315621116,,10521.0,0.0492285377842161,540.0,0.0367536700306345,0.0065334277946348,0.0059342832282716,2.024953847022001e-05,2.984808189830984e-06,1590081770430.1802,861499411223.7819,571051038296.9069,14.692410296710625,0.7232858754328249,23362133776480.24,12657502820074.434,8390116155020.769,3.732278998287308e-05,2.0221325842113896e-05,1.3403850272486923e-05,2.111754924757898e-05,1.1441396651165083e-05,7.584011494486569e-06
5,5,0.02,550,500000.0,17.15,2.43,0.81,1.1446849391252194,,10587.0,0.0525094654207685,550.0,0.0424048932984533,0.0066821252370982,0.0058641831456685,5.469238748208827e-05,-3.392715706214281e-05,1696055733090.8252,918915644863.45,609109798880.9155,12.970201248450278,0.6810583339559094,21998184186775.87,11918520844228.414,7900276673888.549,4.037259974136159e-05,2.1873699550273305e-05,1.4499137987609731e-05,2.302277677451214e-05,1.247364066730534e-05,8.268241813756682e-06
6,6,0.02,560,500000.0,17.15,2.43,0.81,1.1470719240942415,,10355.0,0.0572891546906456,560.0,0.0406484851487221,0.007402903611735,0.0061354129292898,1.6019894898047308e-05,2.0591663355128724e-05,1850439696507.8545,1002560207086.2988,664554194411.4894,13.776651158120838,0.7892526993166471,25492862187927.703,13811922238041.324,9155331312073.104,4.487993622785533e-05,2.431575492221264e-05,1.6117871834152376e-05,2.565376884248384e-05,1.3899100766051614e-05,9.213118222068495e-06
7,7,0.02,570,500000.0,17.15,2.43,0.81,1.1496258456588988,,9496.0,0.0552192827898038,570.0,0.0403912326589761,0.0074012260811451,0.0059906996873876,3.4730905026176906e-05,-2.7033974151110093e-05,1783582834110.6648,966337448821.5676,640543680361.7247,14.111973378295222,0.7792530486982674,25169873472954.043,13636928352219.682,9039335364899.902,4.4045543823621934e-05,2.3863684734160487e-05,1.5818213880929237e-05,2.5232690684507192e-05,1.3670962445166435e-05,9.061895106510322e-06
8,8,0.02,580,500000.0,17.15,2.43,0.81,1.1519513659104534,,9023.0,0.0579821066074463,580.0,0.0450901674554415,0.0070217038600675,0.0054516587126931,2.544421054787047e-05,-8.228044162096149e-07,1872822043420.5176,1014686865630.3116,672592436646.3779,12.86311479266871,0.7458304932123377,24090324930758.504,13052033631215.908,8651633721263.116,4.707983949390252e-05,2.550765297657257e-05,1.690792997304239e-05,2.6959104685838544e-05,1.460632606817878e-05,9.68190756519279e-06
9,9,0.02,590,500000.0,17.15,2.43,0.81,1.1544339730283155,,9555.0,0.0645072218276607,590.0,0.0447618126294173,0.0069055503800054,0.0055411760768201,3.834767223016854e-05,-3.0819065064863115e-05,2083583265033.4429,1128876381984.0637,748283773200.865,13.180878193754229,0.8502618335278808,27463457222950.543,14879582086737.912,9863037268923.416,5.330475429449792e-05,2.88802848344803e-05,1.9143503090284085e-05,3.0477205029941257e-05,1.6512417585881486e-05,1.0945373942641442e-05
10,10,0.02,600,500000.0,17.15,2.43,0.81,1.1570811972818376,,9838.0,0.0670187619320964,600.0,0.0437182665084492,0.0067355525882844,0.0053194600357027,-7.85778679986418e-06,-2.9629900541692e-05,2164706010406.716,1172828333811.688,777417638412.3188,13.72424041296424,0.9197816009353076,29708945710210.44,16096178016367.88,10669466570849.566,5.6352076284110605e-05,3.053131068024568e-05,2.0237897365191425e-05,3.2161916165700426e-05,1.7425186777082272e-05,1.155040952080882e-05
11,11,0.02,610,500000.0,17.15,2.43,0.81,1.1594574070393264,,9987.0,0.0718564764971674,610.0,0.0457138365570699,0.00672430470266,0.0064902231067363,-8.664797708338025e-06,-1.0416189500017112e-05,2320964190858.508,1257488338700.43,833535127367.1421,13.343881107823128,0.9588442792052888,30970670218330.84,16779774886092.557,11122593638781.354,6.144269713118256e-05,3.328938699057879e-05,2.20661079480408e-05,3.5011965359470395e-05,1.8969331077112443e-05,1.257395659968596e-05
12,12,0.02,620,500000.0,17.15,2.43,0.81,1.161985984354807,,10360.0,0.0764228682709557,620.0,0.0476491387164514,0.0063835689157814,0.006477046271354,3.36163313707446e-05,1.1403140475855926e-05,2468458645151.8706,1337400194741.7256,886505271943.0867,13.011777687934092,0.9943973722159484,32119035122575.13,17401954013779.096,11535009517705.0,6.644064160384801e-05,3.59972516429517e-05,2.386103537475656e-05,3.779330908894737e-05,2.047625105438325e-05,1.357282927033404e-05
13,13,0.02,630,500000.0,17.15,2.43,0.81,1.1642034075198844,,10229.0,0.0793424283314721,630.0,0.0486635172223941,0.0069232711078785,0.0059447555956229,4.750287602244487e-05,-1.2820672399275586e-05,2562760435106.552,1388492495800.7632,920372168645.0771,12.946043277572308,1.027170510926918,33177607502939.453,17975483941221.066,11915177926752.248,7.01172835985484e-05,3.7989240339770816e-05,2.51814393109338e-05,3.980888141198124e-05,2.156827940277621e-05,1.4296688061268804e-05
14,14,0.02,640,500000.0,17.15,2.43,0.81,1.1665588848071584,,10323.0,0.0811878945775484,640.0,0.0446356825109433,0.0068213102698555,0.0059246480909226,2.286697521229788e-06,1.7192057802434362e-06,2622368994854.816,1420788155107.0986,941779577099.5624,14.338304334051388,1.1640967406937706,37600324724408.79,20371692962140.99,13503522192047.74,7.292468291558055e-05,3.951027712144457e-05,2.618966940621469e-05,4.1348982265246135e-05,2.2402699369715403e-05,1.4849789296497066e-05
15,15,0.02,650,500000.0,17.15,2.43,0.81,1.1690582049414966,,10436.0,0.0821647182179768,650.0,0.0478312032137182,0.0061343330933614,0.0062181332272474,8.826930109797266e-07,-1.277147057213712e-05,2653920398440.6514,1437882568814.5945,953110731328.5312,13.58945534143654,1.116573768864913,36065332734336.695,19540040955135.98,12952255718832.99,7.496906334039924e-05,4.061791357451972e-05,2.6923874140824496e-05,4.256754469711259e-05,2.3062911213605893e-05,1.5287415433018763e-05
16,16,0.02,660,500000.0,17.15,2.43,0.81,1.1711961460005302,,10625.0,0.0836337924016524,660.0,0.0495233757019377,0.0067148624016298,0.005864397902718,2.5527148065969595e-05,-2.102909341365891e-05,2701371494573.373,1463591367028.9172,970151991859.168,13.327039819988997,1.1145908816335148,36001285476762.52,19505340428586.508,12929254226948.77,7.750346969267082e-05,4.199104395113744e-05,2.7834063419039675e-05,4.4050157351636495e-05,2.3866184323642065e-05,1.581987075167131e-05
17,17,0.02,670,500000.0,17.15,2.43,0.81,1.1739866608376612,,10635.0,0.0833748638766015,670.0,0.0500455470109955,0.0064858451883039,0.0060380458585479,1.5330809994430975e-05,1.28204042222124e-05,2693008103214.2314,1459060117840.5278,967148420968.5784,13.387804510415169,1.1162063786624177,36053466030796.086,19533611626592.31,12947993992484.045,7.845730661743028e-05,4.250782866269442e-05,2.817661785641459e-05,4.462368417221461e-05,2.4176918669156524e-05,1.602584323212661e-05
18,18,0.02,680,500000.0,17.15,2.43,0.81,1.1763985939537458,,10665.0,0.0811572482022119,680.0,0.0543669887199484,0.0065652256944736,0.0063949171254868,-3.137253105120175e-05,-2.1355006669245703e-05,2621379116931.446,1420251843538.709,941424079145.6586,12.507589918263994,1.0150815794080346,32787135014879.523,17763927639640.61,11774946321133.203,7.752462654891011e-05,4.200250664414634e-05,2.784166154697701e-05,4.411677586721182e-05,2.390227794663179e-05,1.5843795667481646e-05
19,19,0.02,690,500000.0,17.15,2.43,0.81,1.178948889451767,,10666.0,0.0786927799375065,690.0,0.0463293148402499,0.0061446996570284,0.0060287592603011,3.526968141290381e-05,1.1384815710694073e-05,2541776791981.46,1377123648906.3638,912836247275.0754,14.893378034603318,1.172001320203132,37855642642561.17,20510023103554.81,13595215314356.332,7.63068260350855e-05,4.134270760414849e-05,2.7404309040464145e-05,4.342601538976581e-05,2.35280269139598e-05,1.5595720697253353e-05
20,20,0.02,700,500000.0,17.15,2.43,0.81,1.1816434119664396,,10734.0,0.0768836829692246,700.0,0.0494564713835643,0.0064088390693133,0.0060621448847931,6.50297917880034e-05,-2.171323370454005e-05,2483342959905.9546,1345464451961.4304,891850722443.0054,14.153860565002375,1.0882009284702527,35148889989589.164,19043516248229.42,12623130770254.936,7.564419334198982e-05,4.098369608312142e-05,2.7166335689383345e-05,4.305446790788959e-05,2.3326724098701792e-05,1.5462285688282332e-05
21,21,0.02,710,500000.0,17.15,2.43,0.81,1.1844885304175683,,10666.0,0.0738432002268225,710.0,0.0444294361925585,0.0061974305331047,0.0054026253443206,-5.277652084731512e-05,-5.363141111225693e-07,2385135367326.368,1292256003969.3943,856581122631.1415,15.980396350807553,1.1800436074366665,38115408520204.33,20650763130141.664,13688505846265.33,7.370961665597586e-05,3.993555081980116e-05,2.6471565114839622e-05,4.19259046486135e-05,2.2715273416431465e-05,1.505698123603457e-05
22,22,0.02,720,500000.0,17.15,2.43,0.81,1.1868845751170944,,10552.0,0.0691315751711756,720.0,0.0503149041304595,0.0059607073832559,0.0059055130568884,7.087050466563802e-05,-4.0558904194848566e-05,2232949878028.9727,1209802565495.5732,801926271985.6372,14.309875223713826,0.9892642147183158,31953234135401.605,17312123757570.527,11475464890732.465,6.99861653400195e-05,3.791820103561427e-05,2.5134350400750035e-05,3.976057432490038e-05,2.154210683237636e-05,1.4279339386032332e-05
23,23,0.02,730,500000.0,17.15,2.43,0.81,1.1894102416047256,,10981.0,0.06588935564172,730.0,0.0537177111266373,0.0064544227440401,0.0061502919536251,4.358500502650952e-05,2.056645313420027e-05,2128226187227.557,1153063723730.1003,764316525443.9523,13.589558912498228,0.8954072801997015,28921655150450.36,15669627403494.775,10386724450316.54,6.765271113622058e-05,3.665394566203902e-05,2.429632969598015e-05,3.837428235687457e-05,2.079101985279582e-05,1.3781476016710372e-05
24,24,0.02,740,500000.0,17.15,2.43,0.81,1.1920706597760105,,10868.0,0.0594667830798889,740.0,0.0554811386116398,0.0064136008864304,0.0058715521551603,3.885702150750055e-05,1.6349787811268067e-05,1920777093480.413,1040668703898.0566,689814683726.7119,13.337866138254586,0.7931599923921816,25619067754267.47,13880299866863.18,9200655911749.309,6.189466974969322e-05,3.3534263796273414e-05,2.2228426287815524e-05,3.505880182962864e-05,1.8994706873637808e-05,1.259077712766849e-05
25,25,0.02,750,500000.0,17.15,2.43,0.81,1.1948713752184863,,10881.0,0.0539263680146654,750.0,0.0495903010834126,0.0065794897911393,0.0059008703788301,8.276763275060145e-06,1.102691264774949e-05,1741821686873.694,943711440256.6454,625545868970.1193,15.123925114680652,0.8155783515605101,26343180755404.48,14272621152308.93,9460708878101.92,5.690537727037133e-05,3.0831086756393136e-05,2.043660607852345e-05,3.217177435476603e-05,1.7430527901189028e-05,1.1553949923073868e-05
26,26,0.02,760,500000.0,17.15,2.43,0.81,1.1971449744787888,,11099.0,0.049182815272828,760.0,0.0556540654625905,0.0063459634764401,0.0055140485056566,3.242073640470478e-07,-2.170083315459942e-06,1588604933312.3445,860699267274.4901,570520657164.8048,13.65578585648618,0.671629993184857,21693648779870.883,11753524880735.0,7790907920944.342,5.259758060695392e-05,2.849714119571807e-05,1.8889533592590263e-05,2.9682121151712507e-05,1.6081644586841142e-05,1.0659832983277556e-05
27,27,0.02,770,500000.0,17.15,2.43,0.81,1.2002248790949313,,11139.0,0.0404142152950504,770.0,0.0568116725391973,0.006546085304827,0.005441505839481,2.713455189207449e-05,-2.7140346350679024e-05,1303115653829.9963,707248767663.382,468804897422.5846,13.553552739865848,0.5477561984417585,17661846740329.62,9585733472730.771,6353971901924.398,4.37161490988102e-05,2.372636111480228e-05,1.5727187938954655e-05,2.462327938290424e-05,1.3363958869043028e-05,8.858395593194235e-06
28,28,0.02,780,500000.0,17.15,2.43,0.81,1.2027528561911225,,11244.0,0.0295772352881237,780.0,0.0492900245844794,0.0061243014655334,0.0060020331533845,1.0293783067153646e-05,1.989912697452376e-06,952386976277.5864,517601617542.1664,343095929342.2361,15.82470300178363,0.4680509640484333,15071241042359.553,8190891870847.584,5429391182961.827,3.237099948191625e-05,1.759293450104144e-05,1.1661602297833184e-05,1.820127120680792e-05,9.891995221091258e-06,6.556979689409064e-06
29,29,0.02,790,500000.0,17.15,2.43,0.81,1.205406795062256,,11212.0,0.0202702653718455,790.0,0.0552281529578522,0.0058111284656106,0.0065140574754244,-2.3586532105081165e-05,-8.830765170307405e-06,651027916225.0308,354729644007.2973,235135078313.4085,14.304298762315923,0.2899519318703057,9312497816290.822,5074158807730.352,3363442409695.5474,2.2418290134119835e-05,1.2215193665796411e-05,8.09692837275648e-06,1.2587887456834308e-05,6.858840804029833e-06,4.546431618671204e-06
30,30,0.02,800,500000.0,17.15,2.43,0.81,1.2081915211478749,,11357.0,0.0132854985712744,800.0,0.0553682121126257,0.0060775273888233,0.0059513621582512,-3.6423704112624e-05,3.592749650591e-05,426464504137.911,232496224997.3036,154111783426.78406,14.448723725676771,0.1919584984142185,6161867799096.415,3359273722248.8247,2226718581604.935,1.4872383791618407e-05,8.107997394184491e-06,5.374443987002291e-06,8.339728063866534e-06,4.546580720176459e-06,3.013733505945539e-06
31,31,0.02,810,500000.0,17.15,2.43,0.81,1.21111222038318,,11190.0,0.0078308154625343,810.0,0.0547242332509085,0.0064005439462721,0.0061505588456696,-3.7094867863105375e-06,4.014380956711907e-05,250513869745.05,137039270594.35188,90837459365.39896,14.801486505734673,0.1159077093976012,3707977662530.73,2028384914458.0208,1344529429012.1743,8.846193302738431e-06,4.839156726043386e-06,3.2076696012630448e-06,4.952883382267285e-06,2.7093890120157987e-06,1.7959378593933291e-06
32,32,0.02,820,500000.0,17.15,2.43,0.81,1.2141744627673512,,11242.0,0.0033041187245761,820.0,0.0573068025947804,0.0056769054005195,0.0058391598574577,-2.1025274444086512e-05,-3.660607653324108e-05,105401387313.9782,57822077680.082085,38327777205.082985,14.308946981360387,0.0472784596500797,1508182862837.5454,827373043876.3964,548430131940.9256,3.7685962100504495e-06,2.06741171397752e-06,1.3703986218365276e-06,2.106090143347684e-06,1.1553786052847797e-06,7.658509612173398e-07
33,33,0.02,830,500000.0,17.15,2.43,0.81,1.216577539692153,,11503.0,0.0003551059676799,830.0,0.0577079752335976,0.0063376102780369,0.0061499104709694,-8.561732832277304e-06,-1.2638154618132762e-05,11315156649.73688,6214354434.399224,4119229225.087486,14.382760730041584,0.0051074041669506,162743190716.1045,89379572921.63695,59245888336.62791,4.096092746294133e-07,2.249599621957983e-07,1.491163177983577e-07,2.28432581519664e-07,1.2545659506720094e-07,8.315980015883035e-08
34,34,0.02,840,500000.0,17.15,2.43,0.81,1.2199181257968412,,11540.0,0.0001290163336611,840.0,0.0546192873169957,0.0063776558879029,0.0059948654758063,2.048404794064449e-05,1.6207851229515273e-05,4102719410.426109,2257785839.0709715,1496589470.469901,15.37918272578082,0.0019841657699858,63096471485.55087,34722900974.75284,23016322931.836166,1.503190862218869e-07,8.272276757493778e-08,5.4833377363958745e-08,8.365521439111046e-08,4.603667458630293e-08,3.051573858292079e-08
35,35,0.02,850,500000.0,17.15,2.43,0.81,1.225131389594826,,11590.0,0.0223816400422059,850.0,0.058582903131537,0.0062589980700502,0.0063222177168108,2.4052354032919588e-06,7.436536208080362e-06,710338676541.1781,391678700738.6035,259627024489.5886,14.50935263640798,0.3247431079535147,10306554349215.297,5683004389186.509,3767020052260.771,2.633682177050181e-05,1.4522047684188467e-05,9.626043036376357e-06,1.4624447758815328e-05,8.063878381343232e-06,5.345199384204657e-06
36,36,0.02,860,500000.0,17.15,2.43,0.81,1.2270854739722483,,11589.0,0.0222630201551978,860.0,0.058624984417861,0.0060825865489123,0.0056121191564474,-2.030308111731132e-05,7.493472799773991e-06,704051484726.9813,389602852715.9621,258251033800.2949,14.669513493942825,0.3265876745825957,10328092755632.934,5715284305195.425,3788417025158.111,2.641469805565596e-05,1.461717209517014e-05,9.689096931655634e-06,1.4630553275570036e-05,8.096148387763645e-06,5.366589788460473e-06
37,37,0.02,870,500000.0,17.15,2.43,0.81,1.2291293841506865,,11621.0,0.021078936604181,870.0,0.0632422476497822,0.0058803492665031,0.0059009720287565,5.168115244966287e-05,-6.021454842640958e-06,666094396692.1223,368881390573.169,244515664608.5006,13.75662681721584,0.2899750645674701,9163212040332.057,5074563629930.727,3363710748982.6533,2.5282135993163883e-05,1.4001182907606582e-05,9.280784098756365e-06,1.396725910819574e-05,7.735032733969159e-06,5.127221697945271e-06
38,38,0.02,880,500000.0,17.15,2.43,0.81,1.2303568559527955,,11435.0,0.0229200496829883,880.0,0.0559627149095831,0.0060088721315544,0.0060891111935534,1.0521804495807496e-05,-1.1314972654896945e-05,721981565014.1329,401100869452.2961,265872576322.66483,15.724755337938532,0.3604121735983874,11352983468349.203,6307213037971.779,4180781213741.294,2.77254842530381e-05,1.540304680724339e-05,1.0210019597944189e-05,1.5271791202930335e-05,8.484328446072406e-06,5.623897712825138e-06
39,39,0.02,890,500000.0,17.15,2.43,0.81,1.2316484350560246,,11811.0,0.0254305957378847,890.0,0.0554868985429948,0.0066022531352871,0.0058235308990338,-7.618453295780241e-06,-1.1089439158235348e-06,800665675102.9603,445035425412.9832,294994910559.4632,16.039822433224856,0.4079022400067963,12842535257029.588,7138289200118.937,4731665984078.838,3.109650473217362e-05,1.728442550076862e-05,1.1457104903366632e-05,1.707955602562705e-05,9.493359985430092e-06,6.292741476056521e-06
40,40,0.02,900,500000.0,17.15,2.43,0.81,1.2339391645767503,,11917.0,0.0270865129769998,900.0,0.0605174784643622,0.0058418485654733,0.0055300702217784,3.041075513622187e-05,-6.484507080106044e-06,849732133442.6592,474013977097.4971,314203550533.19806,14.871736609614274,0.4028234866668405,12636992477284.836,7049411016669.709,4672752445335.351,3.337787518406625e-05,1.8619490472794685e-05,1.234206225625248e-05,1.8274831139862858e-05,1.019441898036228e-05,6.757443438411568e-06
41,41,0.02,910,500000.0,17.15,2.43,0.81,1.2353751421474406,,11827.0,0.0291518918760198,910.0,0.0567276153630018,0.006698330693065,0.0061983645694367,1.984720587230322e-05,1.3183469624539874e-05,912454215719.4216,510158107830.3475,338161945761.8303,16.04156977473635,0.4676421075947423,14637197967715.434,8183736882907.989,5424648448099.01,3.624119853130072e-05,2.026265093603075e-05,1.3431242906168957e-05,1.977907487204023e-05,1.105858818724294e-05,7.330264169829606e-06
42,42,0.02,920,500000.0,17.15,2.43,0.81,1.2378459593338642,,11920.0,0.032144197539951,920.0,0.0614001923112255,0.0068793530286552,0.0060201287441877,2.6037493909552405e-06,-3.549794979458365e-05,1004327248453.9976,562523456949.1437,372872691463.4324,14.983666424637578,0.4816379334262826,15048504472008.809,8428663834959.946,5587000027744.879,4.033748273183079e-05,2.259301464324969e-05,1.4975941134954084e-05,2.193740372102263e-05,1.2287134693034166e-05,8.144614996525504e-06
43,43,0.02,930,500000.0,17.15,2.43,0.81,1.2394325836814508,,12045.0,0.0362592993803777,930.0,0.0587346223867371,0.0063686029627451,0.005976056974903,5.379226133156098e-05,-3.425106473720846e-05,1128792965021.2988,634537739156.6111,420607872812.3822,15.833931711971028,0.5741272703128152,17873230725100.547,10047227230474.266,6659876335628.655,4.5830954308513946e-05,2.576333396068397e-05,1.7077409939653376e-05,2.483827875951517e-05,1.3962547373164262e-05,9.255174258783166e-06
