,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
10,10,2.25,0.02,150,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,150.0,0.1497794990717892,0.5002016983100483,0.0958908762104419,0.0001800787680879,3.138040677388293e-05,1372834456521739.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0014745210239702,100.14745210239704,1374858729790311.2,774835829543640.6,532107448408540.0,385691873434835.5,0.0083778876386439,0.0047215669345912,0.0032424687117724,0.0023502656009377,0.0054384327522728,0.0030649640299168,0.0021048203080433,0.0015256544336691
11,11,2.25,0.02,155,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,155.0,0.149698356027161,0.4659814333528492,0.0920860781914442,0.0001595426592215,3.1863715725393736e-05,1366652604166666.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0492401659034256,104.92401659034256,1433946805128182.5,811791870158651.0,557486481908471.8,404087569653390.9,0.0086500703426491,0.0048970134424444,0.0033629540972777,0.0024375980263642,0.0055644558075872,0.0031501726356248,0.0021633361020177,0.0015680689239588
12,12,2.25,0.02,160,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,160.0,0.1597254979880858,0.4676971197295262,0.0888184234983988,8.657710857259277e-06,-2.8209036499418197e-06,1360721600000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0017197504119375,100.17197504119378,1363061701532132.5,775025562294964.2,532237744667872.4,385786317157647.1,0.008887214934002,0.005053196596837,0.0034702106496977,0.0025153416865305,0.0056987368914798,0.0032402544644352,0.0022251985124133,0.0016129091701008
13,13,2.25,0.02,165,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,165.0,0.1647994738588181,0.4787676515265498,0.0915759302597778,0.0002337396155216,-7.303016392964926e-05,1354568750000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0012171585654852,100.12171585654852,1356217474956601.5,774636709496323.1,531970705557647.9,385592756975374.0,0.0091020131910257,0.0051988369699437,0.0035702270975234,0.0025878374413852,0.0058114298523727,0.0033193399889311,0.0022795093677468,0.0016522757596948
14,14,2.25,0.02,170,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,170.0,0.1697353762037721,0.4732017080688374,0.0932402642813184,0.0003593397137895,2.9228770348756385e-05,1347564954128440.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001561822823342,100.1561822823342,1349669611829733.8,774903374509305.5,532153833949789.3,385725495453016.8,0.0093454933294244,0.0053656496774847,0.0036847833438757,0.0026708721994993,0.0059260193762848,0.0034023826067071,0.0023365377004195,0.0016936120810209
15,15,2.25,0.02,175,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,175.0,0.1742906880141248,0.4785982144394888,0.0923311581675324,-3.475369316857852e-05,2.1740042550769405e-05,1341025929203539.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0041009326873611,100.41009326873612,1346525386271209.8,776867871115548.1,533502923959179.6,386703367600287.4,0.0096315820181445,0.0055568700703306,0.0038161012197937,0.002766056429169,0.0060209536323855,0.0034737447048285,0.0023855446029098,0.001729134162302
16,16,2.25,0.02,180,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,180.0,0.1795517872110394,0.4835841342861394,0.0870956070736479,4.893225070937999e-05,2.900583670818693e-06,1334274786324786.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0025064178455936,100.25064178455932,1337619036460155.8,775634202955046.2,532655719955392.0,386089281666366.3,0.0099069195916865,0.0057446443806397,0.003945052547708,0.0028595252941398,0.0061189827627193,0.0035481644539221,0.0024366513035702,0.001766178257779
17,17,2.25,0.02,185,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,185.0,0.1782386691220151,0.4763659878969802,0.0867473092698677,-0.0002123432353987,-7.007106433633959e-05,1327600578512396.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0516573951115222,105.1657395111522,1396180966146896.8,813662068310809.0,558770813800234.3,405018502634929.8,0.0101481003324679,0.005914078838024,0.0040614092433508,0.0029438650869079,0.0062015530899724,0.0036141221204667,0.0024819467898006,0.0017990101623025
18,18,2.25,0.02,190,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,190.0,0.1896970713399241,0.4753291215132332,0.0841206014463645,6.262514869682822e-05,8.968384593939933e-06,1320705520000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0015982204628353,100.15982204628352,1322816298587443.5,774931535180993.2,532173172889195.5,385739513057528.9,0.0103839230352146,0.0060831042280571,0.0041774850178277,0.0030280012572477,0.0062862002132358,0.0036825784403319,0.0025289581905414,0.0018330858274312
19,19,2.25,0.02,195,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,195.0,0.1947629301446198,0.4739043491183413,0.0855938536102523,0.0003484538019816,5.607501790080438e-05,1313298153846153.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0012193194119294,100.12193194119295,1314899483778789.8,774638381332412.8,531971853667224.2,385593589169200.0,0.010624492091953,0.0062591395449767,0.0042983747595567,0.0031156267755634,0.0063615071064918,0.0037477142767184,0.0025736892966389,0.0018655086476025
20,20,2.25,0.02,200,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,200.0,0.1996725680204292,0.46733441905212,0.0816796975852303,0.000328780871688,6.226859177620093e-05,1305680526315789.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0016421802102036,100.16421802102036,1307824689036953.5,774965546617733.5,532196529758006.2,385756443011274.5,0.0108521177460124,0.0064305387652463,0.0044160807280722,0.0032009445730252,0.0064384891308663,0.0038151957907817,0.0026200312634065,0.0018990990813292
21,21,2.25,0.02,205,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,205.0,0.2044832532939522,0.4878096090596299,0.0843627357178101,0.0001756517689021,-8.041610902700696e-05,1297507826086956.2,773695000000000.0,531324000000000.0,385124000000000.0,1.002536670482986,100.25366704829862,1300799175890834.8,775657609269333.8,532671793907702.2,386100932683089.6,0.0110674325922776,0.0065994339974857,0.0045320671185416,0.0032850159544106,0.0065041735542999,0.0038783939926361,0.0026634317266408,0.0019305574005519
22,22,2.25,0.02,210,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,210.0,0.2097771698921178,0.490362101736447,0.0830922869031953,2.6036091047080017e-05,2.138014719308073e-05,1289300845070422.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0010628070099492,100.10628070099492,1290671123046497.0,774517288469562.6,531888694871754.4,385533312486899.6,0.0112886501160976,0.0067741925284296,0.0046520800457226,0.0033720059239349,0.006571896001052,0.0039437212005056,0.0027082942543734,0.0019630754801613
23,23,2.25,0.02,215,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,215.0,0.2147545312574493,0.4759820641722471,0.0807436997431474,0.000230312516638,3.5868310840332684e-05,1281061232876712.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0011436323337155,100.1143632333716,1282526295924099.8,774579822618434.2,531931639306079.2,385564440258889.94,0.0115012181661846,0.0069461433698247,0.0047701648321739,0.0034575983031561,0.0066541894866581,0.0040187877072192,0.0027598451065995,0.0020004415137167
24,24,2.25,0.02,220,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,220.0,0.219322316069838,0.4674652470637294,0.0810546477706506,-0.0001011904169073,3.6666948819005857e-06,1272290933333333.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0031182603309674,100.31182603309676,1276258267680196.5,776107582426767.9,532980806552091.0,386324916891703.5,0.0117096444037033,0.007120771742975,0.0048900883753474,0.0035445234837261,0.0067368665554702,0.004096767361203,0.0028133965211405,0.0020392576315162
25,25,2.25,0.02,225,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,225.0,0.2169367577260136,0.4797253580721338,0.080549713517899,-6.366782879837e-05,1.1163227813239776e-05,1263932387096774.2,773695000000000.0,531324000000000.0,385124000000000.0,1.050929014127632,105.0929014127632,1328303217495597.5,813098523585478.2,558383807502350.0,404737985636890.1,0.0119139541825066,0.0072929271180458,0.0050083136223817,0.0036302176741613,0.0068203249383994,0.0041749474553269,0.0028670855850871,0.0020781735228808
26,26,2.25,0.02,230,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,230.0,0.2297246982738954,0.4636386966251661,0.0776496801236163,-0.0002158266293024,-5.205467250523432e-05,1255043164556962.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001199235485159,100.11992354851591,1256548256855305.0,774622842498690.2,531961182594916.6,385585854366986.4,0.0121064680587966,0.0074632602840055,0.0051252874933132,0.003715004819234,0.0069041113232165,0.004256169477726,0.0029228636498663,0.0021186036021168
27,27,2.25,0.02,235,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,235.0,0.2345835877946143,0.4810337977713904,0.0790568269374378,-0.0001772608455068,4.189915543912834e-05,1245942592592592.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0017782628734326,100.17782628734324,1248158206047428.0,775070833093860.4,532268833742963.6,385808851710867.8,0.0123034129199378,0.007640070349697,0.0052467092827049,0.0038030159860883,0.006978623997225,0.0043335275041027,0.0029759881705192,0.002157110290864
28,28,2.25,0.02,240,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,240.0,0.2394036359378276,0.4834941829243355,0.0764139923212365,7.532381514890969e-05,1.6813630488709743e-05,1235838253012048.2,773695000000000.0,531324000000000.0,385124000000000.0,1.002503344836302,100.2503344836302,1238931982321230.5,775631825383122.8,532654087191803.3,386088098176736.0,0.0124784932247969,0.0078121451508954,0.0053648791967821,0.0038886700690756,0.0070501691635217,0.00441374962919,0.0030310795700887,0.0021970426488373
29,29,2.25,0.02,245,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,245.0,0.2446791825438964,0.4643527407914007,0.0783860660826047,1.2608707300809998e-05,7.991380306929756e-06,1226319882352941.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0013118405860018,100.13118405860016,1227928618546032.8,774709964502186.8,532021012387516.8,385629221293843.4,0.0126519037044798,0.0079821870113171,0.0054816530177926,0.0039733122102978,0.0071175180059487,0.0044904989088545,0.0030837860426243,0.0022352463202859
30,30,2.25,0.02,250,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,250.0,0.2496058327290028,0.4664500251773636,0.0755080283038875,0.0002328231256778,-5.362577180349634e-06,1217323828571428.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001580505206612,100.1580505206612,1219247815220618.5,774917828975829.8,532163760348397.9,385732690487191.2,0.0128368537741584,0.0081587243654407,0.005602887526407,0.0040611876288667,0.007190335667876,0.0045699645599526,0.0031383579444772,0.0022748021264028
31,31,2.25,0.02,255,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,255.0,0.2544466048385828,0.481405087563081,0.071621434841794,-9.080315397874e-05,4.06989329718539e-05,1207353743016759.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0021809496623002,100.21809496623,1209986920754868.8,775382389848973.2,532482790898372.0,385963936057743.6,0.0130041099177547,0.008333278362709,0.0057227599930049,0.0041480757871769,0.0072499151402976,0.0046458820597656,0.00319049320407,0.0023125917608168
32,32,2.25,0.02,260,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,260.0,0.2597265448569431,0.4810266623361613,0.0756100207867273,6.042416507157001e-05,1.4069267722931578e-05,1197158142076502.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0010534112605771,100.10534112605772,1198419241944057.8,774510019025252.4,531883702684614.9,385529693958318.56,0.0131551040732436,0.0085018327054887,0.0058385122825029,0.0042319774832053,0.0073101305029493,0.0047243644934571,0.0032443898954001,0.0023516581484669
33,33,2.25,0.02,265,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,265.0,0.264487461312865,0.4845305092028599,0.074387510187482,-3.2551140454619974e-05,-9.122499229083024e-06,1186076290322580.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0019397042563345,100.19397042563344,1188376927551256.8,775195739484604.8,532354611424292.7,385871026662016.6,0.0133041141366803,0.0086784692274553,0.0059598148932182,0.0043199022647871,0.0073575651519653,0.0047994479079433,0.0032959523587978,0.0023890325982444
34,34,2.25,0.02,270,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,270.0,0.2695330414214311,0.463580760369975,0.0748029579929499,-4.748688782302999e-05,-4.482420475528059e-05,1175460314136125.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0017356904392376,100.17356904392378,1177500549365075.2,775037895014386.1,532246213986937.6,385792456044721.06,0.0134500816121654,0.0088529240568807,0.0060796192577153,0.0044067410600844,0.0074094685182209,0.0048769564367794,0.0033491802348668,0.0024276142029588
35,35,2.25,0.02,275,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,275.0,0.2742862565494306,0.4998184569086944,0.0722469448565078,-0.0004052188888583,-1.0702901587632358e-05,1165274536082474.2,773695000000000.0,531324000000000.0,385124000000000.0,1.002607876561046,100.2607876561046,1168313428232307.5,775712701055898.5,532709627405921.2,386128355852696.3,0.0135989322589086,0.0090291391155153,0.006200632434502,0.0044944560488612,0.0074633694847802,0.00495537444158,0.0034030326805756,0.0024666485196867
36,36,2.25,0.02,280,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,280.0,0.2792097136262839,0.4756540826476304,0.0744910673790547,-0.0004172953766901,-5.875673475016883e-06,1154211472081218.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0028359778369298,100.28359778369295,1157484790235170.5,775889181872543.2,532830823088228.8,386216203128469.75,0.0137261219122842,0.0092009412051464,0.006318615067802,0.004579974383563,0.0075133214779212,0.0050363554699196,0.0034586452461235,0.0025069586387366
37,37,2.25,0.02,285,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,285.0,0.2846412233264231,0.4956251561294921,0.0747412364048975,0.0002420894930938,-3.810435020997312e-05,1142785771144278.5,773695000000000.0,531324000000000.0,385124000000000.0,1.001261946909651,100.1261946909651,1144227906116567.5,774671362014262.5,531994502679823.4,385610006041632.4,0.0138417989994624,0.0093712495791453,0.0064355719132085,0.0046647491878824,0.0075674912417467,0.0051233838258422,0.0035184107275887,0.002550278950418
38,38,2.25,0.02,290,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,290.0,0.28037342025558,0.4730711571657424,0.0712707604665461,2.611283387961305e-05,2.0827271941354005e-06,1130820243902439.2,773695000000000.0,531324000000000.0,385124000000000.0,1.048106763324706,104.81067633247058,1185220345738639.8,810914962250508.4,556884277916736.1,403651069118664.1,0.0139545032211132,0.0095475204196917,0.006556623397427,0.0047524919433541,0.0076199284644005,0.0052134727734614,0.0035802780267244,0.0025951227401063
39,39,2.25,0.02,295,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,295.0,0.2944843517999288,0.4735033561880633,0.070763833636682,-4.39111767056888e-05,-7.009289616774143e-05,1119110769230769.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0017524700145293,100.17524700145292,1121071977296783.2,775050877287891.2,532255129377999.8,385798918261875.6,0.014058159838884,0.0097190807877057,0.0066744400318562,0.0048378899557117,0.0076666650857414,0.0053003336279123,0.0036399284789443,0.0026383596741818
40,40,2.25,0.02,300,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,300.0,0.2995898896919072,0.468350221259988,0.0713293829752943,-0.0001678419934088,3.4153215176835e-05,1107724741784037.8,773695000000000.0,531324000000000.0,385124000000000.0,1.001369811004182,100.13698110041824,1109242115324938.4,774754815924880.8,532051813461986.0,385651547093174.6,0.0141584333820528,0.0098890172822943,0.0067911414943844,0.0049224796487327,0.0077172388116403,0.0053901378719372,0.0037016002619497,0.0026830617462848
41,41,2.25,0.02,305,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,305.0,0.3045083295747872,0.4648923771948942,0.0718958646828942,-3.2126775911335126e-06,-2.4322045444492143e-06,1095556186046511.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0016175426609042,100.16175426609044,1097328294914859.6,774946484669028.5,532183439236762.4,385746954499738.1,0.0142523429037049,0.0100651765590174,0.0069121163637395,0.0050101668708147,0.0077555185669592,0.0054770408072971,0.0037612796126333,0.0027263196270745
42,42,2.25,0.02,310,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,310.0,0.2994612774530812,0.4872991190930957,0.0715472122754272,0.0002939581702807,-5.626857318257108e-05,1082631232876712.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0490051311007904,104.90051311007906,1135685718377646.2,811610024907026.0,557361602276996.4,403997052110060.9,0.0143279929160413,0.0102394020628065,0.0070317632421284,0.0050968915141448,0.0077896105514066,0.0055667918609336,0.0038229148678984,0.0027709952224715
43,43,2.25,0.02,315,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,315.0,0.314409843092136,0.4875184066257068,0.0690788032160496,-0.0002457688151948,-6.96326260574515e-05,1070030900900900.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0018789209900525,100.18789209900524,1072041404420608.2,775148711775398.6,532322315816118.7,385847617567373.0,0.014404222698156,0.0104150964902666,0.0071524188828858,0.0051843473471037,0.007819805467135,0.0056541772632932,0.0038829255459088,0.002814493262007
44,44,2.25,0.02,320,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,320.0,0.309304928689861,0.4756244948198936,0.0692555872627989,-0.0002363546395586,4.565379135382752e-05,1057200442477876.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0485088446294082,104.8508844629408,1108484014484177.0,811226050545549.9,557097913363875.6,403805920279056.1,0.0144660747552215,0.0105867622241137,0.0072703078757973,0.0052697978076625,0.0078492548889126,0.0057443499049655,0.0039448503207411,0.0028593787122832
45,45,2.25,0.02,325,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,325.0,0.3244575878636112,0.487468789958222,0.0717026293444852,-0.0004246157181212,-1.3515820206530165e-05,1044647423580786.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0016730002058671,100.16730002058674,1046395118935495.2,774989391894278.4,532212905161382.2,385768312531284.5,0.0145236391042007,0.0107566119468398,0.0073869497489873,0.0053543443080473,0.007874117997722,0.005831791269216,0.0040048994297817,0.0029029046081021
46,46,2.25,0.02,330,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,330.0,0.3291963414175597,0.4794532177651678,0.0695246394145135,-5.634003917329331e-05,-3.853787959978793e-05,1031364224137931.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0024446384425971,100.24446384425968,1033885536768577.8,775586404539845.1,532622895075874.4,386065488935566.8,0.0145731959737674,0.0109323249682705,0.0075076181588886,0.0054418093965711,0.0078941608748473,0.0059219358739829,0.0040668049506693,0.002947776102381
47,47,2.25,0.02,335,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,335.0,0.3341592523184829,0.4803227858611903,0.0702021536377056,0.0003542704455267,8.59501188601655e-06,1017394765957446.8,773695000000000.0,531324000000000.0,385124000000000.0,1.002521343327586,100.25213433275864,1019959967462114.6,775645750725836.8,532663650222186.4,386095029827693.3,0.01460072138956,0.01110336470511,0.0076250772572885,0.005526948253111,0.0079022487112949,0.0060093982407425,0.0041268684828831,0.0029913124526688
48,48,2.25,0.02,340,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,340.0,0.3393287936773163,0.4931409324137513,0.0693264543770331,0.0001452030968118,-1.8453279697631105e-05,1003673193277310.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0019807353782482,100.1980735378248,1005661204279434.6,775227485058473.8,532376412244112.3,385886828731812.5,0.0146242514348399,0.0112733011996986,0.0077417787198167,0.0056115379461321,0.007912533255107,0.0060994828374564,0.0041887327940966,0.0030361540765968
49,49,2.25,0.02,345,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,345.0,0.3444454505205215,0.4668802595504254,0.068020821412025,2.7093003492333104e-05,-3.337851367855784e-07,989732643153527.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0016117197183991,100.1611719718399,991327814770440.8,774941979487526.9,532180345367658.7,385744711944828.8,0.0146452385254035,0.0114484935899546,0.0078620895936887,0.005698743878838,0.0079146003298922,0.0061870109514879,0.0042488414773112,0.0030797231540605
50,50,2.25,0.02,350,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,350.0,0.349465693918404,0.4791252037050061,0.0696193871222481,5.840275520271332e-05,-3.362283035909593e-05,975940572016460.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0015300918685894,100.15300918685892,977433850749929.6,774878824428268.2,532136974531986.5,385713275100798.6,0.0146602979353992,0.0116222232545296,0.0079813959615736,0.0057852217071035,0.0079179322230498,0.0062770877110426,0.0043107004064677,0.003124560876867
51,51,2.25,0.02,355,1,100000.0,226.5,18.76,5.23,,100000.0,100.0,355.0,0.3546372653057915,0.4677765826172316,0.0660904119357027,0.0001205147533141,2.9908602901513367e-05,961180368421052.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0010229961137815,100.10229961137814,962163652202590.4,774486486978252.2,531867542387158.9,385517980355324.0,0.0146459331487675,0.0117891351299132,0.0080960203100265,0.0058683058282303,0.0079066545614814,0.006364402875804,0.0043706628498099,0.0031680239540661
