,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
53,53,2,25,3000,1000000.0,415,17.15,2.43,0.81,,16452.25,1.645225,415.0,0.0004992549675505,0.0198278088332312,0.001487614152439,-0.0015535186658227,5.935393355355191e-06,36893596931768.42,25500987500000.0,20729835000000.0,4.170144586940216,6.860974849849385,153854968572288.62,106345110172665.48,86448283108102.25,0.0006612253884372,0.0004570413775703,0.0003715304101539,0.0003580390508063,0.0002474778855531,0.0002011755714818
54,54,2,25,3000,1000000.0,420,17.15,2.43,0.81,,16663.5,1.66635,420.0,0.0005337333391394,0.0211588068568163,0.001408513957022,-0.0015592383233752,-2.7324036508779765e-06,37219891158635.32,25812860484245.164,20996010000000.0,3.947499421951666,6.578725047479538,146943577417575.2,101908789758933.28,82891935598242.19,0.0006752606996734,0.0004683090059794,0.0003809194482198,0.0003665684206452,0.0002542237283745,0.0002067838993066
55,55,2,25,3000,1000000.0,425,17.15,2.43,0.81,,16893.25,1.6893250000000002,425.0,0.0005079377969536,0.0202215526536968,0.0013665395874356,-0.0015025809576477,2.3482727867340576e-06,37671947500000.0,26118938564612.875,21285495000000.0,4.196275186265535,7.086721290012095,158033884767269.75,109568992348044.34,89292688254152.39,0.0006919320449368,0.0004797344382737,0.0003909571195606,0.0003762861814619,0.0002608889719948,0.0002126101294359
56,56,2,25,3000,1000000.0,430,17.15,2.43,0.81,,17284.0,1.7284000000000002,430.0,0.00049705327568,0.0209543471013441,0.0014302037246265,-0.0014955696764396,-5.125744033662798e-07,38472857561504.03,26672111544383.96,21777840000000.0,4.325590543147575,7.476312600610527,166416980889010.94,115372045605280.78,94201538767692.62,0.0007151415821051,0.0004957868288686,0.0004048110782396,0.0003898184349197,0.0002702497666469,0.0002206595517673
57,57,2,25,3000,1000000.0,435,17.15,2.43,0.81,,17260.0,1.726,435.0,0.0005013743930958,0.0198417166447202,0.0014652147857021,-0.0014935931475102,2.6668970696584064e-06,38317200000000.0,26584174115073.5,21747600000000.0,4.338307429541713,7.487817173576965,166229541253408.62,115328757522715.86,94346496387069.72,0.0007206636676846,0.0004999908244896,0.000409025324902,0.0003935866976053,0.0002730673770138,0.0002233870445867
58,58,2,25,3000,1000000.0,440,17.15,2.43,0.81,,17683.5,1.76835,440.0,0.0005222662122292,0.0201813544087141,0.0014604451805702,-0.0014731079877407,8.064514642810093e-07,39226047204521.19,27232590000000.0,22281210000000.0,4.226852302833908,7.475355127010952,165820472803851.7,115120468955968.69,94189474600338.0,0.000746596570752,0.0005183228939864,0.000424082367807,0.0004085472064294,0.0002836329266196,0.0002320633035979
59,59,2,25,3000,1000000.0,445,17.15,2.43,0.81,,17988.75,1.7988749999999998,445.0,0.0005326725939766,0.0189565049752253,0.0013992303521786,-0.001458519787383,1.7447229246471528e-06,39755137500000.0,27702675000000.0,22665825000000.0,4.188058597292686,7.535016603350687,166523866934050.22,116039255691600.6,94941209202218.69,0.0007655771168257,0.0005334790768831,0.0004364828810861,0.0004196058589461,0.0002923950329308,0.0002392322996706
60,60,2,25,3000,1000000.0,450,17.15,2.43,0.81,,18140.0,1.814,450.0,0.0005549608315078,0.0196606320820314,0.0014160535136657,-0.0013934335463097,3.258164071530557e-06,40089400000000.0,27935600000000.0,22856400000000.0,4.07428916139616,7.392746789420544,163379704046194.03,113848300557076.4,93148609546698.86,0.0007806595265438,0.0005439889913472,0.0004450819020113,0.0004288806038009,0.0002988579773092,0.000244520163253
61,61,2,25,3000,1000000.0,455,17.15,2.43,0.81,,18298.0,1.8298,455.0,0.0005424001481628,0.0195353495033654,0.0014659518973054,-0.0014287904254031,-3.3268720059830053e-06,40286464739254.06,28150050815517.152,23055480000000.0,4.209141821834533,7.703170868459363,169599694815082.06,118507296637743.2,97059952942587.98,0.0007935366478431,0.0005544814394943,0.0004541318885146,0.0004367051476353,0.0003051464599065,0.0002499213287233
62,62,2,25,3000,1000000.0,460,17.15,2.43,0.81,,18483.25,1.848325,460.0,0.0005510263447234,0.0186539211812728,0.0014316503123373,-0.0013921786847423,1.073788045276333e-06,40530801561550.42,28380534657025.55,23288895000000.0,4.188122292524474,7.737237442829565,169665202510339.3,118803205819247.28,97489191779652.52,0.000807451091081,0.0005653945343143,0.0004639593334778,0.0004452593566503,0.0003117801305653,0.0002558448884621
63,63,2,25,3000,1000000.0,465,17.15,2.43,0.81,,18812.75,1.881275,465.0,0.000556199156449,0.0186664162972972,0.0014964866766031,-0.0014444815283226,3.328582157907266e-06,41199922500000.0,28830992457421.684,23704065000000.0,4.193164355981176,7.887170776897518,172729040014055.62,120872791686026.23,99378351788908.7,0.0008300404348539,0.0005808479255423,0.0004775575104639,0.0004584822151409,0.0003208379162992,0.0002637842881632
64,64,2,25,3000,1000000.0,470,17.15,2.43,0.81,,19072.0,1.9072,470.0,0.0005963110219937,0.0179783623719549,0.0014740299988781,-0.0013923936164933,-3.0576002316364723e-06,41675084739521.93,29180160000000.0,24030720000000.0,3.9518728361127247,7.537463684809693,164704508067068.56,115323194377588.31,94972042428602.12,0.0008487669924378,0.0005942916924309,0.0004894166878843,0.0004698658981158,0.0003289918226024,0.0002709344421431
65,65,2,25,3000,1000000.0,475,17.15,2.43,0.81,,19137.5,1.91375,475.0,0.0005511892725848,0.0195010396316042,0.0014655218333688,-0.0013992024754151,-5.172289816354097e-06,41648895969496.56,29280375000000.0,24113250000000.0,4.308979230587719,8.246135750696887,179460457233766.7,126165876985662.38,103901310458780.78,0.0008574158675933,0.0006027880823652,0.000496413714889,0.0004754841843887,0.0003342790943527,0.0002752886659375
66,66,2,25,3000,1000000.0,480,17.15,2.43,0.81,,19489.25,1.948925,480.0,0.0006121885481888,0.0204075045458956,0.0014726478363757,-0.001361554465328,-2.9756372019408784e-06,42291672500000.0,29818552500000.0,24556455000000.0,3.93197638531255,7.663195318102681,166291338402828.2,117246888366971.05,96556261008093.77,0.0008801385184562,0.0006205584945797,0.0005110481720068,0.0004889804253695,0.0003447650003757,0.0002839241179564
67,67,2,25,3000,1000000.0,485,17.15,2.43,0.81,,19455.5,1.94555,485.0,0.0005804627295019,0.0193957422960208,0.0014004383213341,-0.0013917726069294,7.528504788210212e-07,42191257232585.3,29766915000000.0,24513930000000.0,4.191913413037314,8.155896957720442,176869032667185.62,124785223453122.77,102764301667277.56,0.0008872934571232,0.0006260062072254,0.0005155345235973,0.0004937892807098,0.0003483798424344,0.0002869010467107
68,68,2,25,3000,1000000.0,490,17.15,2.43,0.81,,19504.25,1.950425,490.0,0.000568814310867,0.0182788504070195,0.0014351369345896,-0.0014039081612498,2.924232756304551e-06,42124416290077.04,29798175795843.188,24575355000000.0,4.307215045050153,8.400920872779036,181439372477763.28,128347471455727.94,105851602997015.86,0.0008951859904395,0.0006332410478854,0.0005222508806907,0.0004991151030481,0.0003530664847809,0.0002911834020156
69,69,2,25,3000,1000000.0,495,17.15,2.43,0.81,,19639.25,1.963925,495.0,0.0006121342747178,0.0187627042566981,0.001486525880331,-0.0013947663466225,1.5968739372813766e-06,42242229513626.92,29946507863080.234,24745455000000.0,4.062673929481607,7.976915064619101,171576143167558.94,121634354522570.4,100509129814200.69,0.0009071177489698,0.0006430770609183,0.0005313886529022,0.0005064632949024,0.0003590437156794,0.0002966856820167
70,70,2,25,3000,1000000.0,500,17.15,2.43,0.81,,19735.5,1.97355,500.0,0.0006379555473614,0.0191669198602436,0.0014560493423537,-0.0012977858236544,2.380296155292899e-07,42431325000000.0,30035070808412.24,24866730000000.0,3.9316122988465914,7.758706230163067,166812183948505.94,118078230095319.08,97759698500054.66,0.0009207221571322,0.0006517344246106,0.0005395860083659,0.0005148532902016,0.0003644395980363,0.0003017279747228
71,71,2,25,3000,1000000.0,505,17.15,2.43,0.81,,19973.75,1.997375,505.0,0.0006476980405806,0.0185404835741547,0.0014373665598295,-0.0013346864951578,-4.299024382881313e-06,42808019433585.65,30360100000000.0,25166925000000.0,3.942984334055619,7.875978866619043,168799076978903.72,119714878772609.44,99237333719399.94,0.0009384621414226,0.0006655716577593,0.0005517238741952,0.0005254239049306,0.0003726386435801,0.0003088978229677
72,72,2,25,3000,1000000.0,510,17.15,2.43,0.81,,20002.75,2.000275,510.0,0.0006463401854546,0.0187763704825228,0.0014415150482262,-0.0013454587508996,7.261717262793299e-07,42693202231943.41,30404180000000.0,25203465000000.0,3.958435183629524,7.918023723554324,168999656600732.56,120353960598025.72,99767098916784.48,0.000945316490376,0.0006732119219873,0.000558057251121,0.0005301382829717,0.0003775406607542,0.0003129613372042
73,73,2,25,3000,1000000.0,515,17.15,2.43,0.81,,20021.75,2.0021750000000003,515.0,0.0006353624048642,0.018819952097656,0.0015238298130218,-0.0012767917394498,2.1989461445026983e-06,42646327500000.0,30433060000000.0,25227405000000.0,4.0707939529481445,8.152410029197851,173646333621914.22,123916632443807.34,102720366367892.94,0.0009536769730397,0.0006805582155024,0.0005641469417981,0.0005354457640269,0.0003821021414652,0.0003167425646356
74,74,2,25,3000,1000000.0,520,17.15,2.43,0.81,,19790.75,1.979075,520.0,0.0007085600584559,0.0180178673691408,0.0014926239415283,-0.0013417395636902,8.490981119618873e-07,42088435923452.01,30081940000000.0,24936345000000.0,3.6797969252866776,7.282379735988689,154872338283493.7,110692171987028.1,91757984673457.48,0.000950584474697,0.0006794128720956,0.000563197512395,0.00053438439935,0.0003819414783533,0.0003166093833718
75,75,2,25,3000,1000000.0,525,17.15,2.43,0.81,,19715.25,1.971525,525.0,0.0006289225051716,0.0188234888738379,0.0015057457057312,-0.0012761189277709,2.660799731196376e-06,41753445026039.0,29910694368324.203,24841215000000.0,4.186165326606017,8.25505254266784,174827548485231.06,125240285361938.28,104013662037614.8,0.0009521562963479,0.0006820911652481,0.0005664854542285,0.0005360823640377,0.0003840304850769,0.0003189422394838
76,76,2,25,3000,1000000.0,530,17.15,2.43,0.81,,19676.25,1.967625,530.0,0.0006580517670044,0.0178230068455535,0.00148175005728,-0.0013249015966777,-1.3150481976186584e-06,41516887500000.0,29793498949006.938,24792075000000.0,4.070758855633856,8.008267641303462,168974447231503.06,121260053899773.06,100904172280423.6,0.00095591957362,0.0006859904613992,0.0005708334894603,0.0005390970421453,0.0003868687689695,0.0003219252479161
77,77,2,25,3000,1000000.0,535,17.15,2.43,0.81,,19350.25,1.935025,535.0,0.0006393799002352,0.0190580076002587,0.001447582784409,-0.0012275728186625,-3.168122610860827e-06,40829027500000.0,29242808616482.17,24381315000000.0,4.196261147019925,8.11914844003638,171314032084767.56,122699553732274.05,102301270344458.36,0.0009491953852504,0.0006798383574168,0.0005668180973533,0.0005361355497981,0.0003839941883318,0.0003201567738131
78,78,2,25,3000,1000000.0,540,17.15,2.43,0.81,,19470.75,1.947075,540.0,0.0007492837268045,0.0179838692710272,0.001514528199896,-0.0013298951014109,-2.4959413904704075e-06,40913554547947.52,29367491523124.453,24533145000000.0,3.617071240749307,7.0433948527886105,148001653512216.84,106234653843990.58,88746775145136.5,0.0009603330044043,0.0006893209763324,0.0005758480069905,0.0005433645106351,0.0003900236202001,0.0003258196574351
79,79,2,25,3000,1000000.0,545,17.15,2.43,0.81,,19567.0,1.9567,545.0,0.000696446750652,0.0179941178396541,0.0014679757583306,-0.0013100671670044,1.0948332173052472e-06,40942687495866.53,29454959236466.52,24654420000000.0,3.95053625830331,7.729262741775765,161729845663601.8,116351571005746.72,97388710546374.64,0.000965339040855,0.0006944835289726,0.0005812973112241,0.0005496942911653,0.0003954606775734,0.0003310088993879
80,80,2,25,3000,1000000.0,550,17.15,2.43,0.81,,19718.0,1.9718,550.0,0.0006783214027165,0.0170513749860961,0.0014554134156373,-0.0012314386549569,-2.1419305588707192e-06,41084195153149.9,29624115070824.617,24844680000000.0,4.068860551849342,8.023269859178372,167171916350983.75,120540759485028.34,101093200225647.5,0.0009779606496723,0.0007051670043099,0.0005913982080731,0.0005576893704121,0.0004021267551008,0.0003372492486621
81,81,2,25,3000,1000000.0,555,17.15,2.43,0.81,,19986.75,1.998675,555.0,0.0007324838275905,0.0181433902291585,0.0014131128334767,-0.0012874854344933,-5.396097145521266e-06,41572440000000.0,29980125000000.0,25183305000000.0,3.788636955968765,7.572325020256502,157504360421335.25,113584875303847.52,95411295255231.9,0.000998985579905,0.0007204222932007,0.0006051547262886,0.0005702670577962,0.0004112502820646,0.0003454502369342
82,82,2,25,3000,1000000.0,560,17.15,2.43,0.81,,20310.25,2.031025,560.0,0.0006943281507857,0.0185616630640158,0.0014248250556415,-0.0012175204291501,-4.037535657332988e-06,42161921037127.96,30465375000000.0,25590915000000.0,4.05233505992593,8.235448554149517,170959161824882.28,123531728312242.77,103766651782283.9,0.0010225809200705,0.0007388968631282,0.0006206733650277,0.0005845163061961,0.0004223599879663,0.0003547823898917
83,83,2,25,3000,1000000.0,565,17.15,2.43,0.81,,20771.5,2.07715,565.0,0.0007245399359873,0.0181546512750483,0.0014603408998302,-0.0012592575613774,-4.63338296712583e-06,42935655576310.95,31157250000000.0,26172090000000.0,3.9391871482618086,8.181734016798499,169120243488552.8,122726010251977.48,103089848611661.1,0.0010508000211303,0.0007625373018975,0.0006405313335939,0.0006012693974347,0.0004363250236141,0.0003665130198358
84,84,2,25,3000,1000000.0,570,17.15,2.43,0.81,,21221.25,2.122125,570.0,0.0007524598149188,0.0175000588856054,0.0014414296898434,-0.0012597008197782,-2.801748984768144e-06,43677560116743.945,31831875000000.0,26738775000000.0,3.818484112698466,8.10464812033322,166809804088312.44,121569721804998.31,102118566316198.56,0.0010786165079852,0.0007860875415968,0.0006603135349414,0.0006179148751614,0.0004503316809411,0.0003782786119905
85,85,2,25,3000,1000000.0,575,17.15,2.43,0.81,,21405.5,2.14055,575.0,0.0007571608763043,0.0175842228847537,0.0014614567430577,-0.001219723946186,1.0260103088202497e-07,43881275000000.0,32057817845560.96,26970930000000.0,3.797335183387502,8.128232944577075,166628775363830.06,121731989976192.78,102415735101671.16,0.0010934763267483,0.0007988479118104,0.0006720878886355,0.0006261847648022,0.0004574643085847,0.0003848745383662
86,86,2,25,3000,1000000.0,580,17.15,2.43,0.81,,21811.75,2.181175,580.0,0.0007431040927485,0.0183758851044641,0.001472787693483,-0.0011999201567162,9.268917635542794e-07,44714087500000.0,32601910753011.5,27482805000000.0,3.9470154589822064,8.606944172972492,176442355545936.06,128647552710535.16,108447496579453.4,0.0011240427621043,0.0008195614371576,0.0006908750635372,0.0006436552634987,0.0004693015698082,0.0003956125034187
87,87,2,25,3000,1000000.0,585,17.15,2.43,0.81,,22061.75,2.206175,585.0,0.0007984674596456,0.0179663949803292,0.0013810566732751,-0.0011964889577331,-1.6025430517888438e-06,45042533897114.75,32910522243097.875,27792587000052.07,3.670885856719559,8.098647278251033,165346626877468.1,120811228207138.92,102023800951205.92,0.0011422716826145,0.0008346057462978,0.0007048157012941,0.0006535751100721,0.0004775374814991,0.0004032753385775
88,88,2,25,3000,1000000.0,590,17.15,2.43,0.81,,22348.75,2.234875,590.0,0.0008501808278537,0.016698876651452,0.0014829904461742,-0.0012027907065103,-2.8599734481108647e-06,45430763386444.09,33299637500000.0,28114593976616.293,3.478438177078993,7.775414757781341,158059411865195.88,115853679890941.98,97814253108031.88,0.0011622648925848,0.000851911716139,0.0007192616437092,0.0006645295696272,0.0004870839080644,0.000411240702178
89,89,2,25,3000,1000000.0,595,17.15,2.43,0.81,,22521.75,2.2521750000000003,595.0,0.0007863074169164,0.0168718138793421,0.0015199184854549,-0.0012189629246078,1.922497164220784e-06,45583182362203.84,33557407500000.0,28292375684249.832,3.815470221008488,8.590957321233438,173877773370050.75,128005264086378.22,107921716571622.1,0.0011764815505955,0.000866101679691,0.0007302135632073,0.0006719625207626,0.0004946850782549,0.000417070838365
90,90,2,25,3000,1000000.0,600,17.15,2.43,0.81,,22853.25,2.2853250000000003,600.0,0.0007875603917284,0.0171983285909677,0.0015228398853859,-0.0012259744901745,5.677109870870601e-06,46051937160118.336,34051342500000.0,28668376295205.85,3.809544537113837,8.705720979015267,175430328491192.7,129715242587327.48,109209361883967.3,0.0011988335891349,0.0008864316174628,0.0007463011236455,0.0006842123295686,0.0005059146219161,0.0004259377072824
91,91,2,25,3000,1000000.0,605,17.15,2.43,0.81,,23052.25,2.305225,605.0,0.0008656497740843,0.0177323691696747,0.0014623372310423,-0.0011744616168928,-9.72353795354239e-07,46248996670841.97,34346685702442.35,28877222907065.258,3.503107371522156,8.077133799042294,162048968834648.34,120345205336693.72,101181096493893.28,0.0012141310022696,0.0009016709320925,0.0007580863178599,0.0006923652784504,0.0005141831028134,0.0004323031399194
92,92,2,25,3000,1000000.0,610,17.15,2.43,0.81,,23369.25,2.336925,610.0,0.0008058543380399,0.0168237470795064,0.0014614878313179,-0.0011945959462966,-3.1708270017140964e-06,46738500000000.0,34750081483305.61,29232973386703.35,3.81236992325568,8.91155582078802,178231116415760.38,132514860731692.31,111476095357453.72,0.0012373045267895,0.0009199360939182,0.0007738821379138,0.0007050547136396,0.0005242082811635,0.0004409821812851
93,93,2,25,3000,1000000.0,615,17.15,2.43,0.81,,23627.0,2.3627,615.0,0.000835450411813,0.0175106623869154,0.0015389585190253,-0.0011962541515278,1.4827683708044071e-06,47220297460184.39,35063677503867.008,29533750000000.0,3.692786422306514,8.72450573341272,174365664673819.25,129476131297677.34,109056321667659.0,0.0012606311945163,0.0009360882508863,0.0007884568404602,0.0007176047995055,0.0005328611766222,0.0004488231097075
94,94,2,25,3000,1000000.0,620,17.15,2.43,0.81,,23862.0,2.3862,620.0,0.0008689134055827,0.0179179155935232,0.0014210510180034,-0.0011430242800634,1.7925705834760411e-06,47478849741326.58,35342058192504.64,29827500000000.0,3.577634154458088,8.536242918315308,169847873134756.38,126430472703233.28,106703036478941.38,0.0012779331935019,0.0009512612360439,0.0008028322618776,0.000726924409686,0.0005411041954185,0.0004566736125251
95,95,2,25,3000,1000000.0,625,17.15,2.43,0.81,,24094.25,2.409425,625.0,0.0008806865775738,0.0162654540950467,0.0013928268498431,-0.0011677739482666,3.2567746448833218e-06,47727796408741.125,35614987887652.23,30117812500000.0,3.562128353360502,8.583919479290898,170037067473203.44,126883463184588.6,107298993491136.23,0.001295184923767,0.000966480727021,0.0008173043723363,0.0007360215590211,0.0005492270936855,0.0004644538608217
96,96,2,25,3000,1000000.0,630,17.15,2.43,0.81,,24302.25,2.430225,630.0,0.0008843416819672,0.0172726756649759,0.0014542467123098,-0.001251709722466,1.5470914095657278e-06,47924807586300.8,35850774034463.195,30377812500000.0,3.572063414345688,8.6801733048009,171175769917735.16,128050255318086.5,108502166310011.28,0.0013112256919928,0.0009808793891799,0.0008311388239756,0.0007444445277678,0.0005568913865358,0.0004718766213188
97,97,2,25,3000,1000000.0,635,17.15,2.43,0.81,,24484.5,2.44845,635.0,0.0008374581481973,0.0165788531464832,0.001481452019609,-0.001167141221892,-2.741369965343332e-06,48067589417646.5,36047422795937.4,30605625000000.0,3.821485181577888,9.359845143918324,183751023459992.4,137800769959494.9,116998064298979.05,0.0013259609944329,0.0009943805619613,0.000844266697205,0.0007522491047151,0.0005641356650928,0.0004789725110917
98,98,2,25,3000,1000000.0,640,17.15,2.43,0.81,,24665.5,2.46655,640.0,0.0008188875132475,0.0164458740370352,0.0014615549314773,-0.001189189166782,-3.2705519950763318e-06,48204703056467.31,36258285000000.0,30831875000000.0,3.919924470753184,9.668722254055538,188959431267237.44,142130217134616.38,120859028175694.2,0.0013405103142729,0.0010082959117788,0.0008573944828051,0.0007600819776675,0.0005717132815308,0.000486150749601
99,99,2,25,3000,1000000.0,645,17.15,2.43,0.81,,24943.25,2.4943250000000003,645.0,0.0009326662728596,0.0164166329447564,0.001529352809689,-0.0011539103530382,-8.86989543702943e-07,48526840465060.63,36666577500000.0,31142395921096.48,3.4671725352972627,8.6440169438142,168168474921973.97,127067049074068.77,107923144743739.56,0.0013598608173164,0.0010275023382832,0.0008726989757543,0.0007716973989903,0.0005830897337525,0.000495241513775
100,100,2,25,3000,1000000.0,650,17.15,2.43,0.81,,25108.75,2.5108750000000004,650.0,0.0009087492011587,0.0169051419727788,0.0014768947691564,-0.001197909243364,-1.8408869075019357e-06,48710975000000.0,36909862500000.0,31304598698799.92,3.5897694659067323,9.015583391229317,174902317789848.7,132529075851070.94,112402736137003.78,0.0013760081772961,0.0010426453714563,0.0008843055142403,0.0007812994718193,0.0005920155791621,0.0005021099747826
101,101,2,25,3000,1000000.0,655,17.15,2.43,0.81,,25500.75,2.550075,655.0,0.0009435960566008,0.0171396183627287,0.0014838992774827,-0.0011335148669153,-8.990770330441886e-08,49415233431120.695,37486102500000.0,31748206264584.816,3.478843759521685,8.869496795510768,171872691809747.4,130381602894008.31,110424443879866.28,0.0014068993656539,0.0010672655002551,0.0009039020592011,0.0007991401934344,0.0006062230029674,0.0005134300889389
102,102,2,25,3000,1000000.0,660,17.15,2.43,0.81,,25681.75,2.568175,660.0,0.0009538735859279,0.0161990526664111,0.0014443036189343,-0.0011223377952735,-7.391543725340155e-07,49538760010113.27,37688207581920.59,31928106811870.41,3.4702775614857537,8.912742127885085,171922160018427.66,130795321751773.84,110805136973053.69,0.0014212875914212,0.0010812903223285,0.0009160306398468,0.0008078082477119,0.0006145661482027,0.0005206385466893
103,103,2,25,3000,1000000.0,665,17.15,2.43,0.81,,25801.5,2.58015,665.0,0.0009368039190178,0.016810768817654,0.0014782243950336,-0.0011560858132617,1.5009980804888266e-07,49541479832042.48,37787850709364.18,32031327869799.78,3.562022097423724,9.189870512190764,176454773807251.78,134591188478597.23,114087845845004.05,0.0014322918974225,0.0010924831590724,0.0009260565394319,0.0008143300688566,0.0006211316895342,0.0005265097756105
104,104,2,25,3000,1000000.0,670,17.15,2.43,0.81,,25981.75,2.5981749999999995,670.0,0.0009721545169724,0.0162431171988432,0.0015348111891017,-0.0011651795543463,-2.857585293388064e-06,49657709129486.38,37975215001611.53,32217370000000.0,3.45419434310452,8.973801556433308,171512091169800.88,131162082418371.0,111275139299772.98,0.001446713103626,0.0011063587531311,0.000938611389056,0.0008228381957948,0.0006292569259562,0.0005338482799302
105,105,2,25,3000,1000000.0,675,17.15,2.43,0.81,,26248.0,2.6248,675.0,0.0010073574848945,0.0169064489682235,0.001376501258642,-0.0010894656254363,-3.2596911995154795e-06,49934355865908.58,38286961081591.7,32547520000000.0,3.3503775981817343,8.794155805402754,167300558338626.56,128277011988307.3,109047531986994.16,0.0014656833646891,0.0011238066651442,0.0009553414237281,0.0008338485922147,0.0006393499634559,0.0005435076364048
106,106,2,25,3000,1000000.0,680,17.15,2.43,0.81,,26313.5,2.63135,680.0,0.0009842345488095,0.0159061665688981,0.0015094053158776,-0.0011381915587841,1.603207486788196e-06,49826161334049.96,38304902397898.75,32628740000000.0,3.4656940128039397,9.119260672387822,172678569369203.1,132750257471188.56,113078832337609.0,0.0014735581453435,0.001132828606976,0.0009649618656542,0.0008385546286302,0.0006446563882303,0.0005491288154818
107,107,2,25,3000,1000000.0,685,17.15,2.43,0.81,,26348.75,2.634875,685.0,0.0009914176814333,0.01613581715907,0.0014945494497561,-0.0010819543512318,2.260402380696293e-06,49659794452694.09,38278511276369.055,32672450000000.0,3.464362046372234,9.129265932154055,172060332917027.56,132626674483203.5,113202897558710.28,0.0014796548276803,0.001140540041108,0.0009735027884719,0.000842046089797,0.0006490617027064,0.0005540036778202
108,108,2,25,3000,1000000.0,690,17.15,2.43,0.81,,26432.5,2.64325,690.0,0.0009671133643962,0.0165731952078668,0.001538313900553,-0.0010823250967873,5.8961341581091436e-08,49583782224740.37,38327125000000.0,32776300000000.0,3.580595823048954,9.4615136238353,177485153141270.62,137191947545611.84,117322768935557.69,0.0014885575540388,0.0011506208055035,0.000983979171603,0.0008471342160204,0.0006548152950904,0.0005599799764911
109,109,2,25,3000,1000000.0,695,17.15,2.43,0.81,,26554.0,2.6554,695.0,0.0010339557135523,0.0167527275864094,0.0014623122303092,-0.0011021908663551,3.9674523352051654e-07,49576768815110.5,38503300000000.0,32926960000000.0,3.3610254485577205,8.924800143484848,166627533868574.72,129409602080530.31,110667521779212.12,0.0014993529450985,0.0011644574188831,0.0009958118616655,0.0008532250379718,0.0006626486636726,0.0005666788572096
110,110,2,25,3000,1000000.0,700,17.15,2.43,0.81,,26587.75,2.658775,700.0,0.0010425485405959,0.0161124087022369,0.0013722074026378,-0.0010878553874402,8.999293620048188e-08,49404552281739.67,38552237500000.0,32943975962871.824,3.357187751741879,8.926160392288013,165863210604878.97,129429325688176.2,110601014905087.8,0.0015048938326729,0.0011743254775114,0.001003494292743,0.0008565416638216,0.0006683918004961,0.0005711596741778
111,111,2,25,3000,1000000.0,705,17.15,2.43,0.81,,26664.0,2.6664000000000003,705.0,0.0010474842868858,0.0156857563181406,0.001523733794036,-0.0011167669299016,2.0812935992049867e-06,49310332748619.87,38662800000000.0,32991273951980.41,3.3653009173223487,8.973453731308162,165948090832264.5,130115079103968.34,111028229202298.4,0.0015129196814458,0.0011862363889938,0.0010122249211413,0.0008608016302683,0.000674929561729,0.0005759227492393
112,112,2,25,3000,1000000.0,710,17.15,2.43,0.81,,26585.75,2.658575,710.0,0.0010594122064162,0.0155129714700178,0.0014856276723398,-0.001118258087918,-4.505171712387095e-06,48930410636181.58,38496654111587.92,32847413170311.914,3.3509166737044964,8.90865709852058,163961614792716.3,128998990406698.72,110068867911470.44,0.0015121329632771,0.0011896908058026,0.0010151081008194,0.0008600986589073,0.0006766941078829,0.0005773917620766
113,113,2,25,3000,1000000.0,715,17.15,2.43,0.81,,26640.5,2.66405,715.0,0.0010678186810365,0.0162426777345562,0.0014699838037985,-0.0010765387696343,9.924744892381627e-07,48795481990737.31,38497367710697.17,32867919068026.684,3.347957806498673,8.919131633505362,163365299823849.53,128887629794923.9,110040463462446.6,0.0015185826216343,0.0011980911182561,0.0010228949212031,0.0008632609870876,0.0006810728021196,0.0005814799055282
114,114,2,25,3000,1000000.0,720,17.15,2.43,0.81,,26544.75,2.654475,720.0,0.001074556938505,0.0159326174885178,0.0014972786486246,-0.0010194949688293,3.903578382292155e-06,48385254154327.46,38280719298627.58,32702816996213.598,3.3502699537633545,8.89320981351208,162103699252975.06,128250772199721.6,109563289554513.16,0.0015165133935978,0.0011998123095057,0.0010249870719899,0.0008615623274672,0.0006816379533906,0.0005823161543416
115,115,2,25,3000,1000000.0,725,17.15,2.43,0.81,,26809.25,2.680925,725.0,0.0010473144066906,0.0153058575776867,0.0014827845574402,-0.0010785808657998,-3.839385045933938e-07,48630191315037.95,38583097017932.16,32981240053553.047,3.4688908558896827,9.301375871760012,168720754268309.34,133862710691410.52,114427263147922.12,0.00153494444792,0.0012178218705242,0.0010410070356861,0.0008713557711196,0.000691331934856,0.0005909578614069
116,116,2,25,3000,1000000.0,730,17.15,2.43,0.81,,26884.5,2.6884500000000005,730.0,0.0010850884080468,0.0162471086446907,0.0014482061304372,-0.0010637317103747,3.544392696807226e-06,48528835147872.336,38612109660004.58,33026243053486.99,3.363853674329289,9.043607369201744,163244892470410.4,129886276278764.06,111096124181429.02,0.0015426495951133,0.0012274136634843,0.0010498484111422,0.0008750288073658,0.0006962192305403,0.0005954998504046
